gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
plsX,plsX,PMN2A_RS00905,PMN2A_1501,Protein Homology,175255.0,176577.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294134.1,phosphate acyltransferase PlsX,WP_011294134.1,PMN2A_1501,175312.0,176577.0,+,CK_Pro_NATL2A_01501,plsX,"GO:0006633,GO:0055114,GO:0006633,GO:0016616,GO:0016747",CK_00000220,H,Fatty acid%2C phospholipid and sterol metabolism,"COG0416,bactNOG01056,cyaNOG02090","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.3.1.15,glycerol-3-phosphate 1-O-acyltransferase%3B alpha-glycerophosphate acyltransferase%3B 3-glycerophosphate acyltransferase%3B ACP:sn-glycerol-3-phosphate acyltransferase%3B glycerol 3-phosphate acyltransferase%3B glycerol phosphate acyltransferase%3B glycerol phosphate transacylase%3B glycerophosphate acyltransferase%3B glycerophosphate transacylase%3B sn-glycerol 3-phosphate acyltransferase%3B sn-glycerol-3-phosphate acyltransferase%3B glycerol-3-phosphate O-acyltransferase (ambiguous),"fatty acid biosynthetic process,oxidation-reduction process,fatty acid biosynthetic process,oxidation-reduction process,fatty acid biosynthetic process,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor,transferase activity%2C transferring acyl groups other than amino-acyl groups",glycerol-3-phosphate acyltransferase PlsX,"TIGR00182,PF02504,IPR012281,IPR003664","fatty acid/phospholipid synthesis protein PlsX,Fatty acid synthesis protein,Phospholipid biosynthesis protein%2C PlsX-like,Fatty acid synthesis PlsX protein",176,Fatty acid and phospholipid metabolism / Biosynthesis
PMN2A_RS00910,,PMN2A_RS00910,PMN2A_1502,Protein Homology,176635.0,177651.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294135.1,beta-ketoacyl-ACP synthase III,WP_011294135.1,PMN2A_1502,176635.0,177651.0,+,CK_Pro_NATL2A_01502,fabH,"GO:0006633,GO:0006629,GO:0006631,GO:0004314,GO:0016740,GO:0016746",CK_00000221,H.2,Fatty acid metabolism,"COG0332,bactNOG00322,cyaNOG00069","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.3.1.180,beta-ketoacyl-[acyl-carrier-protein] synthase III%3B 3-oxoacyl:ACP synthase III%3B 3-ketoacyl-acyl carrier protein synthase III%3B KASIII%3B KAS III%3B FabH%3B beta-ketoacyl-acyl carrier protein synthase III%3B beta-ketoacyl-ACP synthase III%3B beta-ketoacyl (acyl carrier protein) synthase III%3B acetyl-CoA:malonyl-[acyl-carrier-protein] C-acyltransferase,"fatty acid biosynthetic process,lipid metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,lipid metabolic process,fatty acid metabolic process,[acyl-carrier-protein] S-malonyltransferase activity,transferase activity,transferase activity%2C transferring acyl groups",beta-ketoacyl-(acyl-carrier-protein) synthase III (KASIII),"TIGR00747,PF08545,PF08541,IPR013751,IPR013747,IPR004655","3-oxoacyl-[acyl-carrier-protein] synthase III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III%2C C-terminal,3-oxoacyl-[acyl-carrier-protein] synthase 3",176,Fatty acid and phospholipid metabolism / Biosynthesis
fabD,fabD,PMN2A_RS00915,PMN2A_1503,Protein Homology,177679.0,178575.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294136.1,ACP S-malonyltransferase,WP_011294136.1,PMN2A_1503,177679.0,178575.0,+,CK_Pro_NATL2A_01503,fabD,"GO:0006633,GO:0006629,GO:0006631,GO:0004314,GO:0016740,GO:0016746",CK_00000222,H.2,Fatty acid metabolism,"COG0331,bactNOG01455,cyaNOG02446","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.3.1.39,[acyl-carrier-protein] S-malonyltransferase%3B [acyl carrier protein]malonyltransferase%3B FabD%3B malonyl coenzyme A-acyl carrier protein transacylase%3B malonyl transacylase%3B malonyl transferase%3B malonyl-CoA-acyl carrier protein transacylase%3B malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase%3B malonyl-CoA:ACP transacylase%3B malonyl-CoA:ACP-SH transacylase%3B malonyl-CoA:AcpM transacylase%3B malonyl-CoA:acyl carrier protein transacylase%3B malonyl-CoA:acyl-carrier-protein transacylase%3B malonyl-CoA/dephospho-CoA acyltransferase%3B MAT%3B MCAT%3B MdcH,"fatty acid biosynthetic process,lipid metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,lipid metabolic process,fatty acid metabolic process,[acyl-carrier-protein] S-malonyltransferase activity,transferase activity,transferase activity%2C transferring acyl groups",malonyl CoA-acyl carrier protein transacylase (MCAT),"TIGR00128,PF00698,IPR014043,IPR004410","malonyl CoA-acyl carrier protein transacylase,Acyl transferase domain,Acyl transferase,Malonyl CoA-acyl carrier protein transacylase%2C FabD-type",176,Fatty acid and phospholipid metabolism / Biosynthesis
PMN2A_RS00920,,PMN2A_RS00920,PMN2A_1504,Protein Homology,178626.0,179258.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294137.1,lysophospholipid acyltransferase family protein,WP_011294137.1,PMN2A_1504,178626.0,179258.0,+,CK_Pro_NATL2A_01504,plsC1,"GO:0008654,GO:0003841,GO:0016020",CK_00000223,"H,H.2","Fatty acid%2C phospholipid and sterol metabolism,Fatty acid metabolism","COG0204,bactNOG06093,bactNOG27842,bactNOG28269,bactNOG91052,bactNOG31626,bactNOG31586,bactNOG47196,cyaNOG00601","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.3.1.51,1-acylglycerol-3-phosphate O-acyltransferase%3B 1-acyl-sn-glycero-3-phosphate acyltransferase%3B 1-acyl-sn-glycerol 3-phosphate acyltransferase%3B 1-acylglycero-3-phosphate acyltransferase%3B 1-acylglycerolphosphate acyltransferase%3B 1-acylglycerophosphate acyltransferase%3B lysophosphatidic acid-acyltransferase,"phospholipid biosynthetic process,phospholipid biosynthetic process,1-acylglycerol-3-phosphate O-acyltransferase activity,phospholipid biosynthetic process,1-acylglycerol-3-phosphate O-acyltransferase activity,membrane",1-acyl-sn-glycerol-3-phosphate acyltransferase,"PF01553,IPR002123","Acyltransferase,Phospholipid/glycerol acyltransferase",176,Fatty acid and phospholipid metabolism / Biosynthesis
tsaB,tsaB,PMN2A_RS00925,PMN2A_1505,Protein Homology,179310.0,180026.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011822999.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,WP_049752677.1,PMN2A_1505,179310.0,179969.0,-,CK_Pro_NATL2A_01505,tsaB,GO:0070526,CK_00000224,K,Protein synthesis,"COG1214,bactNOG85794,cyaNOG02841","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,tRNA threonylcarbamoyladenosine modification,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,"TIGR03725,PF00814,IPR022496,IPR000905","tRNA threonylcarbamoyl adenosine modification protein YeaZ,Glycoprotease family,tRNA threonylcarbamoyl adenosine modification protein TsaB,Gcp-like domain",136,Protein synthesis / Other
PMN2A_RS00930,,PMN2A_RS00930,PMN2A_1506,Protein Homology,179987.0,180238.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294139.1,Ycf34 family protein,WP_011294139.1,PMN2A_1506,179987.0,180238.0,-,CK_Pro_NATL2A_01506,ycf34,,CK_00001170,G.2,Electron transport,"NOG13339,bactNOG70874,bactNOG31375,cyaNOG07820,cyaNOG03447","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,iron-sulfur protein Ycf34,"PF10718,IPR019656","Hypothetical chloroplast protein Ycf34,Uncharacterised protein family Ycf34",112,Energy metabolism / Electron transport
PMN2A_RS00935,,PMN2A_RS00935,PMN2A_1507,Protein Homology,180268.0,181455.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294140.1,CCA tRNA nucleotidyltransferase,WP_011294140.1,PMN2A_1507,180268.0,181455.0,+,CK_Pro_NATL2A_01507,pcnB,"GO:0006396,GO:0003723,GO:0016779",CK_00000225,P.4,RNA processing,"COG0617,bactNOG25904,bactNOG100021,bactNOG98558,cyaNOG00281","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis","2.7.7.72,3.1.3.-,3.1.4.-",Transferred to 2.7.7.72,"RNA processing,RNA processing,RNA binding,nucleotidyltransferase activity",tRNA nucleotidyltransferase (CCA-adding enzyme),"PF01743,PF12627,IPR002646","Poly A polymerase head domain,Probable RNA and SrmB- binding site of polymerase A,Poly A polymerase%2C head domain",166,Transcription / RNA processing
PMN2A_RS00940,,PMN2A_RS00940,PMN2A_1508,Protein Homology,181522.0,181953.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823002.1,RNA recognition motif domain-containing protein,WP_011294141.1,PMN2A_1508,181522.0,181953.0,+,CK_Pro_NATL2A_01508,,"GO:0000166,GO:0003676",CK_00000226,Q.5,Nucleosides%2C purines and pyrimidines,"COG0724,bactNOG26209,cyaNOG03203,cyaNOG03660","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"nucleotide binding,nucleic acid binding",RNA-binding protein,"PF00076,PS50102,PS50102,IPR000504,IPR012677,IPR035979","RNA recognition motif. (a.k.a. RRM%2C RBD%2C or RNP domain),Eukaryotic RNA Recognition Motif (RRM) profile.,Eukaryotic RNA Recognition Motif (RRM) profile.,RNA recognition motif domain,Nucleotide-binding alpha-beta plait domain superfamily,RNA-binding domain superfamily",146,Transport and binding proteins / Nucleosides%2C purines and pyrimidines
PMN2A_RS00945,,PMN2A_RS00945,PMN2A_1509,Protein Homology,181958.0,182896.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294142.1,phytoene synthase,WP_011294142.1,PMN2A_1509,181958.0,182896.0,-,CK_Pro_NATL2A_01509,crtB,"GO:0016117,GO:0046905",CK_00000227,B.5.1,Carotenoids,"COG1562,bactNOG02331,bactNOG32124,cyaNOG01486","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.5.1.32,15-cis-phytoene synthase%3B PSY (gene name)%3B crtB (gene name)%3B prephytoene-diphosphate synthase%3B phytoene synthetase%3B PSase%3B geranylgeranyl-diphosphate geranylgeranyltransferase,"carotenoid biosynthetic process,carotenoid biosynthetic process,phytoene synthase activity",phytoene synthase,"PF00494,PS01045,IPR002060,IPR019845","Squalene/phytoene synthase,Squalene and phytoene synthases signature 2.,Squalene/phytoene synthase,Squalene/phytoene synthase%2C conserved site",164,Energy metabolism / Photosynthesis
pds,pds,PMN2A_RS00950,PMN2A_1510,Protein Homology,182972.0,184366.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294143.1,15-cis-phytoene desaturase,WP_011294143.1,PMN2A_1510,182972.0,184366.0,-,CK_Pro_NATL2A_01510,crtP,"GO:0016117,GO:0016166",CK_00000228,B.5.1,Carotenoids,"COG3349,bactNOG10806,bactNOG05258,bactNOG88601,bactNOG08428,cyaNOG00421,cyaNOG01855","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [C] Energy production and conversion",1.3.5.5,15-cis-phytoene desaturase%3B phytoene desaturase (ambiguous)%3B PDS%3B plant-type phytoene desaturase,"carotenoid biosynthetic process,carotenoid biosynthetic process,phytoene dehydrogenase activity",phytoene dehydrogenase,"TIGR02731,PF01593,PS51257,IPR002937,IPR014102","phytoene desaturase,Flavin containing amine oxidoreductase,Prokaryotic membrane lipoprotein lipid attachment site profile.,Amine oxidase,Phytoene desaturase",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
PMN2A_RS00955,,PMN2A_RS00955,PMN2A_1511,Protein Homology,184471.0,184818.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827239.1,NAD(P)H-quinone oxidoreductase subunit M,WP_011294144.1,PMN2A_1511,184471.0,184818.0,+,CK_Pro_NATL2A_01511,ndhM,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000229,"G.2,J.6","Electron transport,NADH dehydrogenase","NOG08035,COG0564,COG3845,COG0553,COG0158,bactNOG66073,bactNOG33044,cyaNOG07339,cyaNOG03556","COG: METABOLISM [C] Energy production and conversion,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: KL,COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhM,"PF10664,IPR018922","Cyanobacterial and plastid NDH-1 subunit M,NAD(P)H-quinone oxidoreductase subunit M","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
PMN2A_RS00960,,PMN2A_RS00960,PMN2A_1512,Protein Homology,184815.0,185474.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823006.1,DUF3172 domain-containing protein,WP_011294145.1,PMN2A_1512,184815.0,185474.0,+,CK_Pro_NATL2A_01512,,,CK_00044597,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein (DUF3172),"PF11371,IPR021511","Protein of unknown function (DUF3172),Protein of unknown function DUF3172",156,Hypothetical proteins / Conserved
PMN2A_RS00965,,PMN2A_RS00965,PMN2A_1513,Protein Homology,185471.0,186421.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294146.1,LysR family transcriptional regulator,WP_011294146.1,PMN2A_1513,185471.0,186421.0,-,CK_Pro_NATL2A_01513,rbcR,"GO:0006355,GO:0003700,GO:0031470",CK_00000230,"J.2,N.1","CO2 fixation, DNA interactions","COG0583,bactNOG15128,bactNOG08407,bactNOG13005,bactNOG02750,bactNOG10744,bactNOG06714,bactNOG19719,bactNOG11168,cyaNOG00981","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"regulation of transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,DNA-binding transcription factor activity,regulation of transcription%2C DNA-templated,DNA-binding transcription factor activity,carboxysome",possible RuBisCO operon transcriptional regulator,"PF03466,PF00126,PS50931,IPR005119,IPR000847","LysR substrate binding domain,Bacterial regulatory helix-turn-helix protein%2C lysR family,LysR-type HTH domain profile.,LysR%2C substrate-binding,Transcription regulator HTH%2C LysR",261,Regulatory functions / DNA interactions
PMN2A_RS00970,,PMN2A_RS00970,PMN2A_1514,Protein Homology,186530.0,187276.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294147.1,NnrU family protein,WP_011294147.1,PMN2A_1514,186530.0,187276.0,+,CK_Pro_NATL2A_01514,Z-ISO,GO:0016120,CK_00000231,B.5.1,Carotenoids,"COG4094,bactNOG01694,bactNOG29080,cyaNOG00465","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",5.2.1.12,zeta-carotene isomerase%3B Z-ISO%3B 15-cis-zeta-carotene isomerase,carotene biosynthetic process,15-cis-zeta-carotene isomerase protein family,"PF07298,IPR009915","NnrU protein,NnrU domain",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
PMN2A_RS00975,,PMN2A_RS00975,PMN2A_1515,Protein Homology,187302.0,189308.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823009.1,NAD(P)H-quinone oxidoreductase subunit 5,WP_011294148.1,PMN2A_1515,187302.0,189308.0,+,CK_Pro_NATL2A_01515,ndhF1,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000113,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1009,bactNOG00115,cyaNOG00626","COG: CP,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase subunit NdhF (chain 5 or L),"TIGR01974,PF00662,PF00361,PF01010,IPR001516,IPR001750,IPR002128,IPR003945","proton-translocating NADH-quinone oxidoreductase%2C chain L,NADH-Ubiquinone oxidoreductase (complex I)%2C chain 5 N-terminus,Proton-conducting membrane transporter,NADH-dehyrogenase subunit F%2C TMs%2C (complex I) C-terminus,NADH-Ubiquinone oxidoreductase (complex I)%2C chain 5 N-terminal,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit,NADH:ubiquinone/plastoquinone oxidoreductase%2C chloroplast chain 5%2C C-terminal,NADH-plastoquinone oxidoreductase%2C chain 5","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
PMN2A_RS00980,,PMN2A_RS00980,PMN2A_1516,Protein Homology,189447.0,191063.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823010.1,NAD(P)H-quinone oxidoreductase subunit 4,WP_011294149.1,PMN2A_1516,189447.0,191063.0,+,CK_Pro_NATL2A_01516,ndhD1,"GO:0015977,GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00008091,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1008,bactNOG00642,cyaNOG01956","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"carbon fixation,oxidation-reduction process,ATP synthesis coupled electron transport,carbon fixation,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,carbon fixation,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhD (chain 4 or M),"TIGR01972,PF00361,IPR010227,IPR001750","proton-translocating NADH-quinone oxidoreductase%2C chain M,Proton-conducting membrane transporter,NADH-quinone oxidoreductase%2C chain M/4,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
PMN2A_RS00985,,PMN2A_RS00985,PMN2A_1517,Protein Homology,191128.0,192021.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823011.1,segregation/condensation protein A,WP_011294150.1,PMN2A_1517,191128.0,192021.0,+,CK_Pro_NATL2A_01517,,,CK_00000232,,,"COG1354,bactNOG29092,cyaNOG06221,cyaNOG02957,cyaNOG02784","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,scpA/B family protein,"PF02616,IPR003768","Segregation and condensation protein ScpA,Segregation and condensation protein A","93,170","Cellular processes / Cell division,DNA metabolism / Chromosome-associated proteins"
PMN2A_RS00990,,PMN2A_RS00990,PMN2A_1518,Protein Homology,192078.0,193256.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359120.1,nucleotidyltransferase family protein,WP_011294151.1,PMN2A_1518,192078.0,193256.0,+,CK_Pro_NATL2A_01518,,GO:0016779,CK_00000088,E.1,Amino sugars,"COG1208,bactNOG01806,bactNOG08320,cyaNOG00666,cyaNOG05645","COG: MJ,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.7.7.13,mannose-1-phosphate guanylyltransferase%3B GTP-mannose-1-phosphate guanylyltransferase%3B PIM-GMP (phosphomannose isomerase-guanosine 5'-diphospho-D-mannose pyrophosphorylase)%3B GDP-mannose pyrophosphorylase%3B guanosine 5'-diphospho-D-mannose pyrophosphorylase%3B guanosine diphosphomannose pyrophosphorylase%3B guanosine triphosphate-mannose 1-phosphate guanylyltransferase%3B mannose 1-phosphate guanylyltransferase (guanosine triphosphate),nucleotidyltransferase activity,mannose-1-phosphate guanylyltransferase,"PF00132,PF00483,IPR001451,IPR005835,IPR011004,IPR029044","Bacterial transferase hexapeptide (six repeats),Nucleotidyl transferase,Hexapeptide repeat,Nucleotidyl transferase domain,Trimeric LpxA-like superfamily,Nucleotide-diphospho-sugar transferases",96,Cellular processes / Detoxification
PMN2A_RS00995,,PMN2A_RS00995,PMN2A_1519,Protein Homology,193249.0,194130.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294152.1,methylenetetrahydrofolate reductase,WP_011294152.1,PMN2A_1519,193249.0,194130.0,-,CK_Pro_NATL2A_01519,metF,"GO:0006555,GO:0055114,GO:0004489",CK_00000233,E.2,One-carbon metabolism,"COG0685,bactNOG98180,bactNOG13233,bactNOG14123,bactNOG98031,bactNOG98019,bactNOG02550,cyaNOG00968","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.5.1.20,Transferred to 1.5.1.20,"methionine metabolic process,oxidation-reduction process,methionine metabolic process,oxidation-reduction process,methylenetetrahydrofolate reductase (NAD(P)H) activity",5%2C10-methylenetetrahydrofolate reductase,"PF02219,IPR003171","Methylenetetrahydrofolate reductase,Methylenetetrahydrofolate reductase",698,Central intermediary metabolism / One-carbon metabolism
