seq_id,Name,gene,gene_synonym,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
NZ_CP012202.1,ACZ81_RS17870,,,ACZ81_RS17870,ACZ81_17870,Protein Homology,4163953,4164720,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951010.1,methylamine utilization protein,WP_061486693.1,767,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17875,,,ACZ81_RS17875,ACZ81_17875,Protein Homology,4164816,4165949,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951011.1,hypothetical protein,WP_232375964.1,1133,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS17880,,,ACZ81_RS17880,ACZ81_17880,Protein Homology,4165971,4167149,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977601.1,energy transducer TonB,WP_061486695.1,1178,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17885,(tlyC),,ACZ81_RS17885,ACZ81_17885,Protein Homology,4167201,4168280,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951013.1,CNNM domain-containing protein,WP_014951013.1,1079,K03699,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02042 Bacterial toxins [BR:ko02042],"K03699  tlyC; magnesium and cobalt exporter, CNNM family",Membrane transport,Membrane transport,tlyC,(tlyC)
NZ_CP012202.1,ACZ81_RS17890,,,ACZ81_RS17890,ACZ81_17890,Protein Homology,4168428,4169597,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977602.1,SO_0444 family Cu/Zn efflux transporter,WP_061486696.1,1169,K07089,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07089  K07089; uncharacterized protein,Uncharacterized,,K07089,
NZ_CP012202.1,ACZ81_RS17895,(cstA),,ACZ81_RS17895,ACZ81_17895,Protein Homology,4169869,4171560,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951015.1,carbon starvation protein A,WP_014951015.1,1691,K06200,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99995 Signaling proteins,K06200  cstA; carbon starvation protein,Env. Info/Cellular Process,,cstA,(cstA)
NZ_CP012202.1,ACZ81_RS17900,(cysJ),,ACZ81_RS17900,ACZ81_17900,Protein Homology,4171931,4173328,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977603.1,flavodoxin domain-containing protein,WP_061486697.1,1397,K00380,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K00380  cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2],Energy/Carbohydrate/Glycan,,cysJ,(cysJ)
NZ_CP012202.1,ACZ81_RS17905,,,ACZ81_RS17905,ACZ81_17905,Protein Homology,4173441,4174274,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999792.1,DUF4198 domain-containing protein,WP_061486698.1,833,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17910,,,ACZ81_RS17910,ACZ81_17910,Protein Homology,4174330,4174860,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977604.1,DUF2271 domain-containing protein,WP_014977604.1,530,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17915,,,ACZ81_RS17915,ACZ81_17915,Protein Homology,4174907,4175506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999794.1,PepSY-associated TM helix domain-containing protein,WP_039227019.1,599,K09939,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09939  K09939; uncharacterized protein,Uncharacterized,,K09939,
NZ_CP012202.1,ACZ81_RS17920,,,ACZ81_RS17920,ACZ81_17920,Protein Homology,4175651,4176001,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980508.1,DUF3325 domain-containing protein,WP_061486699.1,350,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17925,,,ACZ81_RS17925,ACZ81_17925,Protein Homology,4175998,4177614,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980509.1,PepSY domain-containing protein,WP_232375965.1,1616,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17930,,,ACZ81_RS17930,ACZ81_17930,Protein Homology,4177616,4177918,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999797.1,hypothetical protein,WP_014951021.1,302,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS17935,,,ACZ81_RS17935,ACZ81_17935,Protein Homology,4177915,4179288,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951022.1,tetratricopeptide repeat protein,WP_061486700.1,1373,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17940,,,ACZ81_RS17940,ACZ81_17940,Protein Homology,4179365,4179985,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999799.1,energy transducer TonB,WP_014977608.1,620,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17945,(exbD),,ACZ81_RS17945,ACZ81_17945,Protein Homology,4180004,4180411,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999800.1,biopolymer transporter ExbD,WP_014951024.1,407,K03559,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K03559  exbD; biopolymer transport protein ExbD,Membrane transport,Membrane transport,exbD,(exbD)
NZ_CP012202.1,ACZ81_RS17950,(exbB),,ACZ81_RS17950,ACZ81_17950,Protein Homology,4180414,4180800,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951025.1,MotA/TolQ/ExbB proton channel family protein,WP_014951025.1,386,K03561,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K03561  exbB; biopolymer transport protein ExbB,Membrane transport,Membrane transport,exbB,(exbB)
NZ_CP012202.1,ACZ81_RS17955,(exbB),,ACZ81_RS17955,ACZ81_17955,Protein Homology,4180800,4182176,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977609.1,MotA/TolQ/ExbB proton channel family protein,WP_061486701.1,1376,K03561,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K03561  exbB; biopolymer transport protein ExbB,Membrane transport,Membrane transport,exbB,(exbB)
NZ_CP012202.1,ACZ81_RS17960,,,ACZ81_RS17960,ACZ81_17960,Protein Homology,4182173,4182949,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977610.1,DUF3450 family protein,WP_061486702.1,776,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS17965,,,ACZ81_RS17965,ACZ81_17965,Protein Homology,4183052,4185343,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951028.1,FepA family TonB-dependent siderophore receptor,WP_061486703.1,2291,K19611,09130 Environmental Information Processing;09180 Brite Hierarchies,09132 Signal transduction;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02020 Two-component system [PATH:ko02020],"K19611  fepA, pfeA, iroN, pirA; ferric enterobactin receptor",Membrane transport,Membrane transport,nan,nan
NZ_CP012202.1,ACZ81_RS17970,,,ACZ81_RS17970,ACZ81_17970,Protein Homology,4185716,4186813,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977612.1,alpha-hydroxy-acid oxidizing protein,WP_061486704.1,1097,K16422,09100 Metabolism;09180 Brite Hierarchies,09109 Metabolism of terpenoids and polyketides;09110 Biosynthesis of other secondary metabolites;09181 Protein families: metabolism,00261 Monobactam biosynthesis [PATH:ko00261];01008 Polyketide biosynthesis proteins [BR:ko01008];01055 Biosynthesis of vancomycin group antibiotics [PATH:ko01055],"K16422  hmo, nocN; 4-hydroxymandelate oxidase [EC:1.1.3.46]",Metabolism,,nan,nan
NZ_CP012202.1,ACZ81_RS17975,,,ACZ81_RS17975,ACZ81_17975,Protein Homology,4186870,4187550,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999805.1,Fe2+-dependent dioxygenase,WP_014951030.1,680,K07336,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07336  K07336; PKHD-type hydroxylase [EC:1.14.11.-],Metabolism,,K07336,
NZ_CP012202.1,ACZ81_RS17980,,,ACZ81_RS17980,ACZ81_17980,Protein Homology,4187642,4189855,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951031.1,TonB-dependent siderophore receptor,WP_061486705.1,2213,K16090,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K16090  fiu; catecholate siderophore receptor,Membrane transport,Membrane transport,nan,nan
NZ_CP012202.1,ACZ81_RS17985,,,ACZ81_RS17985,ACZ81_17985,Protein Homology,4190117,4191082,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951032.1,alpha/beta hydrolase,WP_061486706.1,965,K14731,09100 Metabolism,09109 Metabolism of terpenoids and polyketides;09111 Xenobiotics biodegradation and metabolism,00903 Limonene and pinene degradation [PATH:ko00903];00930 Caprolactam degradation [PATH:ko00930],"K14731  mlhB, chnC; epsilon-lactone hydrolase [EC:3.1.1.83]",Metabolism,,nan,nan
NZ_CP012202.1,ACZ81_RS17990,,,ACZ81_RS17990,ACZ81_17990,Protein Homology,4191488,4192375,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980518.1,TraB/GumN family protein,WP_039234928.1,887,K09973,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09973  K09973; uncharacterized protein,Uncharacterized,,K09973,
NZ_CP012202.1,tuf,tuf,,ACZ81_RS17995,ACZ81_17995,Protein Homology,4192512,4193696,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233600.1,elongation factor Tu,WP_014977498.1,1184,K02358,09180 Brite Hierarchies,09182 Protein families: genetic information processing;09183 Protein families: signaling and cellular processes,03012 Translation factors [BR:ko03012];03029 Mitochondrial biogenesis [BR:ko03029];04147 Exosome [BR:ko04147],"K02358  tuf, TUFM; elongation factor Tu",Genetic Info,,"tuf, TUFM",(tuf)
NZ_CP012202.1,fusA,fusA,,ACZ81_RS18000,ACZ81_18000,Protein Homology,4193760,4195862,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951035.1,elongation factor G,WP_014951035.1,2102,K02355,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012];03029 Mitochondrial biogenesis [BR:ko03029],"K02355  fusA, GFM, EFG; elongation factor G",Genetic Info,,"fusA, GFM, EFG",(fusA)
NZ_CP012202.1,rpsG,rpsG,,ACZ81_RS18005,ACZ81_18005,Protein Homology,4195890,4196360,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_001742319.1,30S ribosomal protein S7,WP_014951036.1,470,K02992,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02992  RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7",Genetic Info,,"RP-S7, MRPS7, rpsG",(rpsG)
NZ_CP012202.1,rpsL,rpsL,,ACZ81_RS18010,ACZ81_18010,Protein Homology,4196436,4196810,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005306278.1,30S ribosomal protein S12,WP_014951037.1,374,K02950,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02950  RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12",Genetic Info,,"RP-S12, MRPS12, rpsL",(rpsL)
NZ_CP012202.1,rpoC,rpoC,,ACZ81_RS18015,ACZ81_18015,Protein Homology,4197120,4201292,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977617.1,DNA-directed RNA polymerase subunit beta',WP_039229319.1,4172,K03046,09120 Genetic Information Processing;09180 Brite Hierarchies,09121 Transcription;09182 Protein families: genetic information processing,03020 RNA polymerase [PATH:ko03020];03021 Transcription machinery [BR:ko03021];03400 DNA repair and recombination proteins [BR:ko03400],K03046  rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],Genetic Info,,rpoC,(rpoC)
NZ_CP012202.1,rpoB,rpoB,,ACZ81_RS18020,ACZ81_18020,Protein Homology,4201374,4205402,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006002743.1,DNA-directed RNA polymerase subunit beta,WP_014977618.1,4028,K03043,09120 Genetic Information Processing;09180 Brite Hierarchies,09121 Transcription;09182 Protein families: genetic information processing,03020 RNA polymerase [PATH:ko03020];03021 Transcription machinery [BR:ko03021];03400 DNA repair and recombination proteins [BR:ko03400],K03043  rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],Genetic Info,,rpoB,(rpoB)
NZ_CP012202.1,rplL,rplL,,ACZ81_RS18025,ACZ81_18025,Protein Homology,4205728,4206105,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233606.1,50S ribosomal protein L7/L12,WP_015068303.1,377,K02935,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02935  RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12",Genetic Info,,"RP-L7, MRPL12, rplL",(rplL)
NZ_CP012202.1,rplJ,rplJ,,ACZ81_RS18030,ACZ81_18030,Protein Homology,4206163,4206681,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011573496.1,50S ribosomal protein L10,WP_014951041.1,518,K02864,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02864  RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10",Genetic Info,,"RP-L10, MRPL10, rplJ",(rplJ)
NZ_CP012202.1,rplA,rplA,,ACZ81_RS18035,ACZ81_18035,Protein Homology,4206988,4207683,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951042.1,50S ribosomal protein L1,WP_014951042.1,695,K02863,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02863  RP-L1, MRPL1, rplA; large subunit ribosomal protein L1",Genetic Info,,"RP-L1, MRPL1, rplA",(rplA)
NZ_CP012202.1,rplK,rplK,,ACZ81_RS18040,ACZ81_18040,Protein Homology,4207688,4208116,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005493436.1,50S ribosomal protein L11,WP_014951043.1,428,K02867,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02867  RP-L11, MRPL11, rplK; large subunit ribosomal protein L11",Genetic Info,,"RP-L11, MRPL11, rplK",(rplK)
NZ_CP012202.1,ACZ81_RS18045,,,ACZ81_RS18045,ACZ81_18045,GeneMarkS-2+,4208361,4208663,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061096048.1,302,,,,,,Uncharacterized,,,
NZ_CP012202.1,nusG,nusG,,ACZ81_RS18055,ACZ81_18055,Protein Homology,4209009,4209560,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068310.1,transcription termination/antitermination protein NusG,WP_014951044.1,551,K02601,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009];03021 Transcription machinery [BR:ko03021],K02601  nusG; transcription termination/antitermination protein NusG,Genetic Info,,nusG,(nusG)
NZ_CP012202.1,secE,secE,,ACZ81_RS18060,ACZ81_18060,Protein Homology,4209565,4209942,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786335.1,preprotein translocase subunit SecE,WP_014951045.1,377,K03073,09120 Genetic Information Processing;09130 Environmental Information Processing;09140 Cellular Processes;09180 Brite Hierarchies,"09123 Folding, sorting and degradation;09131 Membrane transport;09145 Cellular community - prokaryotes;09183 Protein families: signaling and cellular processes",02024 Quorum sensing [PATH:ko02024];02044 Secretion system [BR:ko02044];03060 Protein export [PATH:ko03060];03070 Bacterial secretion system [PATH:ko03070],K03073  secE; preprotein translocase subunit SecE,Membrane transport,Membrane transport,secE,(secE)
NZ_CP012202.1,ACZ81_RS18070,,,ACZ81_RS18070,ACZ81_18070,Protein Homology,4210268,4212109,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786336.1,ABC transporter ATP-binding protein/permease,WP_061486708.1,1841,K18893,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],"K18893  vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump",Membrane transport,Membrane transport,nan,nan
NZ_CP012202.1,ACZ81_RS18075,,,ACZ81_RS18075,ACZ81_18075,Protein Homology,4212341,4212964,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980523.1,RraA family protein,WP_061486709.1,623,K10218,09100 Metabolism,09101 Carbohydrate metabolism;09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362];00660 C5-Branched dibasic acid metabolism [PATH:ko00660],"K10218  ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]",Energy/Carbohydrate/Glycan,,nan,nan
NZ_CP012202.1,ACZ81_RS18080,(pepO),,ACZ81_RS18080,ACZ81_18080,Protein Homology,4213216,4215282,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951048.1,M13 family metallopeptidase,WP_061486710.1,2066,K07386,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K07386  pepO; putative endopeptidase [EC:3.4.24.-],Metabolism,,pepO,(pepO)
NZ_CP012202.1,ACZ81_RS18085,,,ACZ81_RS18085,ACZ81_18085,Protein Homology,4215421,4216113,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977625.1,lysoplasmalogenase,WP_061486711.1,692,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18090,,,ACZ81_RS18090,ACZ81_18090,Protein Homology,4216110,4216508,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980526.1,ACT domain-containing protein,WP_061486712.1,398,K09964,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09964  K09964; uncharacterized protein,Uncharacterized,,K09964,
NZ_CP012202.1,dbpA,dbpA,,ACZ81_RS18095,ACZ81_18095,Protein Homology,4216557,4217936,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951051.1,ATP-dependent RNA helicase DbpA,WP_014951051.1,1379,K05591,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K05591  dbpA; ATP-dependent RNA helicase DbpA [EC:3.6.4.13],Genetic Info,,dbpA,(dbpA)
NZ_CP012202.1,ACZ81_RS18100,,,ACZ81_RS18100,ACZ81_18100,Protein Homology,4217936,4219246,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977628.1,ABC transporter substrate-binding protein,WP_061486713.1,1310,,,,,,Other,,,
NZ_CP012202.1,pyrC,pyrC,,ACZ81_RS18105,ACZ81_18105,Protein Homology,4219216,4220262,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951053.1,dihydroorotase,WP_014951053.1,1046,K01465,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K01465  URA4, pyrC; dihydroorotase [EC:3.5.2.3]",AA/Nucleotide,,"URA4, pyrC",(pyrC)
NZ_CP012202.1,ACZ81_RS18110,,,ACZ81_RS18110,ACZ81_18110,Protein Homology,4220361,4220903,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977629.1,lipocalin family protein,WP_014977629.1,542,K03098,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],K03098  APOD; apolipoprotein D and lipocalin family protein,Env. Info/Cellular Process,,APOD,
NZ_CP012202.1,ACZ81_RS18115,,,ACZ81_RS18115,ACZ81_18115,Protein Homology,4221159,4222109,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977630.1,aldo/keto reductase,WP_061486714.1,950,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18120,(yaeR),,ACZ81_RS18120,ACZ81_18120,Protein Homology,4222133,4222516,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951056.1,VOC family protein,WP_014951056.1,383,K08234,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99985 Amino acid metabolism,K08234  yaeR; glyoxylase I family protein,AA/Nucleotide,,yaeR,(yaeR)
NZ_CP012202.1,ACZ81_RS18125,(mscS),,ACZ81_RS18125,ACZ81_18125,Protein Homology,4222595,4223413,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999824.1,mechanosensitive ion channel,WP_014977631.1,818,K03442,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K03442  mscS; small conductance mechanosensitive channel,Membrane transport,Membrane transport,mscS,(mscS)
NZ_CP012202.1,ACZ81_RS18130,,,ACZ81_RS18130,ACZ81_18130,Protein Homology,4223539,4224756,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068321.1,MFS transporter,WP_014980533.1,1217,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18135,,,ACZ81_RS18135,ACZ81_18135,Protein Homology,4225036,4226985,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980534.1,alpha-glucosidase C-terminal domain-containing protein,WP_061486715.1,1949,K05341,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],K05341  E2.4.1.4; amylosucrase [EC:2.4.1.4],Energy/Carbohydrate/Glycan,,E2.4.1.4,
NZ_CP012202.1,ACZ81_RS18140,,,ACZ81_RS18140,ACZ81_18140,Protein Homology,4227309,4227551,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951060.1,hypothetical protein,WP_061486716.1,242,,,,,,Uncharacterized,,,
NZ_CP012202.1,folE,folE,,ACZ81_RS18145,ACZ81_18145,Protein Homology,4227660,4228343,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980535.1,GTP cyclohydrolase I FolE,WP_061486717.1,683,K01495,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],"K01495  GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]",Metabolism,,"GCH1, folE",(folE)
NZ_CP012202.1,folM,folM,,ACZ81_RS18150,ACZ81_18150,Protein Homology,4228505,4229212,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977635.1,dihydromonapterin reductase,WP_061486718.1,707,K13938,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670];00790 Folate biosynthesis [PATH:ko00790],K13938  folM; dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3],Metabolism,,nan,nan
NZ_CP012202.1,ACZ81_RS18155,,,ACZ81_RS18155,ACZ81_18155,Protein Homology,4229361,4230425,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977636.1,agmatine deiminase family protein,WP_061486719.1,1064,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18160,,,ACZ81_RS18160,ACZ81_18160,Protein Homology,4230412,4231305,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980538.1,carbon-nitrogen hydrolase,WP_039229281.1,893,K12251,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K12251  aguB; N-carbamoylputrescine amidase [EC:3.5.1.53],AA/Nucleotide,,nan,nan
NZ_CP012202.1,ACZ81_RS18165,,,ACZ81_RS18165,ACZ81_18165,Protein Homology,4231511,4232707,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068328.1,IS4 family transposase,WP_061439020.1,1196,,,,,,Other,,,
NZ_CP012202.1,pdeM,pdeM,,ACZ81_RS18170,ACZ81_18170,Protein Homology,4232755,4233459,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068329.1,ligase-associated DNA damage response endonuclease PdeM,WP_061486720.1,704,K06953,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06953  K06953; uncharacterized protein,Uncharacterized,,K06953,
NZ_CP012202.1,ACZ81_RS18175,(lhr),,ACZ81_RS18175,ACZ81_18175,Protein Homology,4233500,4236106,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977638.1,ligase-associated DNA damage response DEXH box helicase,WP_061486721.1,2606,K03724,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03724  lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.13 5.6.2.4],Genetic Info,,lhr,(lhr)
NZ_CP012202.1,ACZ81_RS18180,,,ACZ81_RS18180,ACZ81_18180,Protein Homology,4236330,4237508,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980541.1,DUF418 domain-containing protein,WP_061486722.1,1178,K07148,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07148  K07148; uncharacterized protein,Uncharacterized,,K07148,
NZ_CP012202.1,ACZ81_RS18185,,,ACZ81_RS18185,ACZ81_18185,Protein Homology,4237649,4238590,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980542.1,transporter substrate-binding domain-containing protein,WP_232375966.1,941,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS18190,,,ACZ81_RS18190,ACZ81_18190,Protein Homology,4238865,4239881,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068331.1,ligase-associated DNA damage response exonuclease,WP_061487011.1,1016,K07577,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99974 Translation,K07577  K07577; putative mRNA 3-end processing factor,Genetic Info,,K07577,
NZ_CP012202.1,ACZ81_RS18195,,,ACZ81_RS18195,ACZ81_18195,Protein Homology,4239881,4241566,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977640.1,cisplatin damage response ATP-dependent DNA ligase,WP_061486724.1,1685,K10747,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030];03032 DNA replication proteins [BR:ko03032];03400 DNA repair and recombination proteins [BR:ko03400];03410 Base excision repair [PATH:ko03410];03420 Nucleotide excision repair [PATH:ko03420];03430 Mismatch repair [PATH:ko03430],K10747  LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7],Genetic Info,,nan,nan
NZ_CP012202.1,yeiP,yeiP,,ACZ81_RS18200,ACZ81_18200,Protein Homology,4241669,4242244,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951071.1,elongation factor P-like protein YeiP,WP_014951071.1,575,K02356,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],K02356  efp; elongation factor P,Genetic Info,,efp,(efp)
NZ_CP012202.1,ACZ81_RS18205,(scrK),,ACZ81_RS18205,ACZ81_18205,Protein Homology,4242346,4243314,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068334.1,carbohydrate kinase,WP_014951072.1,968,K00847,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051];00500 Starch and sucrose metabolism [PATH:ko00500];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K00847  E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]",Energy/Carbohydrate/Glycan,,"E2.7.1.4, scrK",(scrK)
