Sheet 2 Classification of all Prochlorococcus MED4 CDS genes by expression level,,,,,,,,,,,,,,,
sysNamea,locus tagb,start,stop,strand,Core/Flexiblec,ExpressionLeveld,name,desc,COG,COGFun,COGDesc,,,,
RNA_13,--,1306262,1306333,+,,--,tRNAPhe1,tRNA-Phe (RefSeq),,,,,,,
PMM1357,PMED4_15251,1306399,1307022,+,Flexible,VEG,PMM1357,"Steroid 5-alpha reductase, C-terminal domain (NCBI)",,,,,,,
PMM1358,PMED4_15261,1307009,1307560,+,Flexible,VEG,PMM1358,Uncharacterized conserved protein (Katherine Huang),COG5135,S,Uncharacterized conserved protein,,,,
HyPMM191,PMED4_15271,1307636,1307803,+,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
PMM1359,PMED4_15281,1307800,1308360,-,Core,HEG,PMM1359,Predicted membrane protein (Katherine Huang),COG2259,S,Predicted membrane protein,,,,
PMM1360,PMED4_15291,1308515,1309654,-,Flexible,VEG,PMM1360,similar to DNA photolyase (NCBI),,,,,,,
PMM1361,PMED4_15301,1309840,1310769,+,Core,VEG,PMM1361,Short-chain dehydrogenase/reductase (SDR) superfamily (NCBI),COG1028,IQR,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),,,,
PMM1362,PMED4_15311,1310764,1311030,-,Flexible,VEG,PMM1362,hypothetical (NCBI),,,,,,,
HyPMM192,PMED4_15321,1311035,1311172,-,Flexible,NEG,Protein-coding gene,,,,,,,,
HyPMM193,PMED4_15322,1311169,1311303,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1363,PMED4_15331,1311303,1311566,-,Flexible,VEG,PMM1363,hypothetical (NCBI),,,,,,,
PMM1364,PMED4_15341,1311601,1313022,+,Core,VEG,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase (NCBI),COG771,M,UDP-N-acetylmuramoylalanine-D-glutamate ligase,,,,
PMM1365,PMED4_15351,1313124,1313438,+,Flexible,VEG,PMM1365,possible MATH domain (NCBI),,,,,,,
PMM1366,PMED4_15361,1313442,1314173,-,Flexible,VEG,PMM1366,DUF209 (NCBI),COG1741,R,Pirin-related protein,,,,
HyPMM194,PMED4_15371,1314269,1314397,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1367,PMED4_15381,1314462,1314998,-,Core,VEG,PMM1367,Uncharacterized protein conserved in bacteria (Katherine Huang),COG4333,S,Uncharacterized protein conserved in bacteria,,,,
PMM1368,PMED4_15391,1315009,1315494,-,Core,VEG,PMM1368,Predicted membrane protein (Katherine Huang),COG3556,S,Predicted membrane protein,,,,
PMM1369,PMED4_15401,1315582,1316334,-,Flexible,VEG,PMM1369,GAF domain (NCBI),COG2203,T,FOG: GAF domain,,,,
PMM1370,PMED4_15411,1316420,1317664,-,Flexible,VEG,PMM1370,Predicted flavoproteins  (Katherine Huang),COG2081,R,Predicted flavoproteins,,,,
HyPMM195,PMED4_15421,1317859,1318095,+,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM196,PMED4_15431,1318131,1318268,-,Flexible,VEG,Protein-coding gene,,,,,,,,
PMM1371,PMED4_15441,1318653,1319528,+,Core,VEG,PMM1371,conserved hypothetical protein (NCBI),,,,,,,
HyPMM197,PMED4_15442,1319606,1319722,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM198,PMED4_15451,1319724,1319858,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1372,PMED4_15461,1319979,1320257,+,Flexible,VEG,PMM1372,conserved hypothetical protein (NCBI),,,,,,,
HyPMM199,PMED4_15471,1320346,1320516,+,Flexible,VEG,Protein-coding gene,,,,,,,,
HyPMM200,PMED4_15481,1320587,1320766,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM201,PMED4_15491,1321009,1321188,+,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
HyPMM202,PMED4_15501,1321268,1321387,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM203,PMED4_15511,1321721,1321885,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1373,PMED4_15521,1321972,1322307,+,Flexible,VEG,PMM1373,Predicted membrane protein (Katherine Huang),COG3152,S,Predicted membrane protein,,,,
HyPMM204,PMED4_15531,1322318,1322449,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1374,PMED4_15541,1322610,1322939,-,Flexible,VEG,PMM1374,possible Type I restriction modification DNA s (NCBI),,,,,,,
PMM1375,PMED4_15551,1323170,1323391,+,Flexible,NEG,PMM1375,possible M protein repeat (NCBI),,,,,,,
HyPMM205,PMED4_15561,1323531,1323686,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1376,PMED4_15571,1323841,1324119,+,Flexible,VEG,rbpD,RNA-binding protein RbpD (NCBI),,,,,,,
PMM1377,PMED4_15581,1324267,1325262,+,Flexible,MEG,PMM1377,Possible dihydroflavonol-4-reductase (Katherine Huang),COG451,MG,Nucleoside-diphosphate-sugar epimerases,,,,
PMM1378,PMED4_15591,1325388,1326494,+,Core,MEG,PMM1378,"Fatty acid desaturase, type 2 (NCBI)",COG3239,I,Fatty acid desaturase,,,,
HyPMM206,PMED4_15601,1326498,1326680,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM207,PMED4_15611,1326778,1326984,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM208,PMED4_15621,1327194,1327352,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM209,PMED4_15631,1327345,1327494,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1379,PMED4_15641,1327594,1328478,+,Flexible,VEG,PMM1379,putative dape gene and orf2 (NCBI),COG1611,R,Predicted Rossmann fold nucleotide-binding protein,,,,
HyPMM210,PMED4_15651,1328782,1328928,-,Flexible,HEG,Protein-coding gene,,,,,,,,
HyPMM211,PMED4_15652,1329124,1329256,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1380,PMED4_15661,1329368,1330045,+,Flexible,MEG,PMM1380,unknown (NCBI),COG637,R,Predicted phosphatase/phosphohexomutase,,,,
PMM1381,PMED4_15671,1330099,1330737,+,Core,VEG,PMM1381,Uncharacterized conserved protein (Katherine Huang),COG2135,S,Uncharacterized conserved protein,,,,
HyPMM212,PMED4_15681,1330836,1330967,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1382,PMED4_15691,1331162,1332340,+,Core,VEG,PMM1382,"fatty acid desaturase, type 2 (NCBI)",COG3239,I,Fatty acid desaturase,,,,
asRNA_15701,--,1332438,1332603,-,,--,Antisense RNA,,,,,,,,
HyPMM213,PMED4_15701,1332456,1332617,+,Flexible,VEG,Protein-coding gene,,,,,,,,
PMM1383,PMED4_15711,1332751,1333374,-,Flexible,MEG,PMM1383,conserved hypothetical protein (NCBI),,,,,,,
HyPMM214,PMED4_15712,1333383,1333547,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM215,PMED4_15721,1334314,1334448,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
asRNA_15721,--,1334333,1334537,-,,--,Antisense RNA,,,,,,,,
PMM1384,PMED4_15731,1334613,1334720,+,Flexible,HEG,hli12,possible high light inducible protein (NCBI),,,,,,,
PMM1385,PMED4_15741,1334720,1334860,+,Flexible,HEG,hli11,possible high light inducible protein (NCBI),,,,,,,
HyPMM216,PMED4_15751,1335037,1335156,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM217,PMED4_15761,1335158,1335271,+,Flexible,MEG,Protein-coding gene,,,,,,,,
HyPMM218,PMED4_15762,1335365,1335481,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM219,PMED4_15771,1335506,1335655,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
asRNA_15771,--,1335589,1335723,-,,--,Antisense RNA,,,,,,,,
HyPMM220,PMED4_15781,1335749,1335865,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM221,PMED4_15791,1336192,1336326,+,Flexible,VEG,Protein-coding gene,,,,,,,,
Yfr20,--,1336435,1336523,+,,--,Other non-coding RNA,,,,,,,,
HyPMM222,PMED4_15792,1336734,1336835,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM223,PMED4_15801,1336952,1337071,-,Flexible,VEG,pseudo,Pseudogene of VIMSS1213976 with 0 gaps (VIMSS-AUTO),,,,,,,
PMM1386,PMED4_15811,1337265,1338467,+,Core,VEG,PMM1386,possible permease (NCBI),COG795,R,Predicted permeases,,,,
HyPMM224,--,1338524,1338805,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1387,PMED4_15821,1338998,1339198,+,Flexible,VEG,PMM1387,hypothetical (NCBI),,,,,,,
PMM1388,PMED4_15831,1339254,1339802,-,Core,VEG,PMM1388,conserved hypothetical protein (NCBI),,,,,,,
PMM1389,PMED4_15841,1339931,1340563,+,Flexible,VEG,PMM1389,possible Trypsin (NCBI),,,,,,,
HyPMM225,PMED4_15851,1340672,1340815,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1390,PMED4_15861,1341057,1341185,-,Flexible,VEG,hli10,possible high light inducible protein (NCBI),,,,,,,
PMM1391,PMED4_15871,1341464,1341688,+,Flexible,VEG,PMM1391,"possible Helix-turn-helix protein, copG family (NCBI)",,,,,,,
PMM1392,PMED4_15881,1341783,1342076,+,Flexible,VEG,PMM1392,possible Heat-labile enterotoxin alpha chain (NCBI),,,,,,,
PMM1393,PMED4_15891,1342139,1342618,-,Flexible,VEG,PMM1393,possible Carbon storage regulator (NCBI),,,,,,,
PMM1394,PMED4_15901,1343227,1343490,+,Core,MEG,PMM1394,hypothetical (NCBI),,,,,,,
PMM1395,PMED4_15911,1344028,1344420,-,Flexible,VEG,PMM1395,hypothetical (NCBI),,,,,,,
HyPMM226,PMED4_15921,1344661,1344840,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1396,PMED4_15931,1344939,1345067,-,Flexible,VEG,hli9,possible high light inducible protein (NCBI),,,,,,,
PMM1397,PMED4_15941,1345098,1345358,-,Flexible,VEG,hli8,possible high light inducible protein (NCBI),,,,,,,
PMM1398,PMED4_15951,1345358,1345567,-,Flexible,VEG,hli7,possible high light inducible protein (NCBI),,,,,,,
PMM1399,PMED4_15961,1345567,1345674,-,Flexible,VEG,hli6,possible high light inducible protein (NCBI),,,,,,,
PMM1400,PMED4_15971,1346108,1346626,-,Flexible,HEG,PMM1400,possible Hemagglutinin-neuraminidase (NCBI),,,,,,,
HyPMM227,PMED4_15981,1346701,1346847,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
PMM1401,PMED4_15991,1347131,1347412,+,Core,HEG,PMM1401,conserved hypothetical (NCBI),,,,,,,
HyPMM228,PMED4_16001,1347450,1347623,+,Flexible,MEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
PMM1402,PMED4_16011,1347829,1348188,+,Flexible,VEG,PMM1402,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM229,PMED4_16021,1348681,1348842,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
asRNA_16031,--,1349017,1349248,-,,--,Antisense RNA,,,,,,,,
HyPMM230,PMED4_16031,1349117,1349317,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1403,PMED4_16041,1349355,1349756,-,Flexible,VEG,PMM1403,HNH endonuclease:HNH nuclease (NCBI),,,,,,,
PMM1404,PMED4_16051,1350213,1350368,-,Flexible,VEG,hli5,possible high light inducible protein (NCBI),,,,,,,
PMM1405,PMED4_16061,1350757,1350987,-,Flexible,VEG,PMM1405,hypothetical (NCBI),,,,,,,
PMM1406,PMED4_16071,1351144,1351515,-,Flexible,MEG,PMM1406,hypothetical (NCBI),,,,,,,
PMM1407,PMED4_16081,1351516,1351803,-,Flexible,VEG,PMM1407,possible SRP19 protein (NCBI),,,,,,,
PMM1408,PMED4_16091,1351804,1352031,-,Flexible,MEG,PMM1408,hypothetical (NCBI),,,,,,,
PMM1409,PMED4_16101,1352091,1352411,-,Flexible,VEG,PMM1409,possible Rubredoxin (NCBI),,,,,,,
PMM1410,PMED4_16111,1352535,1353047,-,Flexible,VEG,PMM1410,"possible PTS system, Lactose/Cellobiose specif (NCBI)",,,,,,,
HyPMM231,PMED4_16121,1353048,1353278,-,Flexible,VEG,Protein-coding gene,,,,,,,,
HyPMM232,PMED4_16122,1353269,1353433,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
HyPMM233,PMED4_16131,1353430,1353663,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
HyPMM234,PMED4_16141,1353765,1353932,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1411,PMED4_16151,1354030,1354287,+,Flexible,VEG,PMM1411,hypothetical (NCBI),,,,,,,
HyPMM235,PMED4_16161,1354331,1354444,-,Flexible,LEG,Protein-coding gene,,,,,,,,
PMM1412,PMED4_16171,1354682,1355110,+,Flexible,HEG,PMM1412,conserved hypothetical protein (NCBI),,,,,,,
PMM1413,PMED4_16181,1355182,1355490,+,Flexible,MEG,PMM1413,conserved hypothetical (NCBI),,,,,,,
PMM1414,PMED4_16191,1355592,1355930,+,Flexible,MEG,PMM1414,Hypothetical protein (Katherine Huang),,,,,,,
PMM1415,PMED4_16201,1355995,1356975,+,Flexible,VEG,PMM1415,possible UBX domain (NCBI),COG2945,R,Predicted hydrolase of the alpha/beta superfamily,,,,
HyPMM236,PMED4_16202,1357133,1357237,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1416,PMED4_16211,1357735,1359819,+,Flexible,VEG,PMM1416,conserved hypothetical (NCBI),,,,,,,
HyPMM237,PMED4_16221,1360010,1360168,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
asRNA_16221,--,1360031,1360274,+,,--,Antisense RNA,,,,,,,,
PMM1417,PMED4_16231,1360407,1360814,+,Flexible,VEG,PMM1417,Staphylococcus nuclease (SNase) homologues (NCBI),COG1525,L,Micrococcal nuclease (thermonuclease) homologs,,,,
PMM1418,PMED4_16241,1361026,1361424,+,Flexible,LEG,PMM1418,possible Voltage gated chloride channel (NCBI),,,,,,,
PMM1419,PMED4_16251,1361504,1361908,+,Flexible,VEG,PMM1419,possible ATP synthase B/B' CF(0) (NCBI),,,,,,,
HyPMM238,PMED4_16261,1361905,1362117,+,Flexible,VEG,Protein-coding gene,,,,,,,,
PMM1420,PMED4_16271,1362259,1362519,-,Flexible,VEG,PMM1420,possible Fumarate reductase subunit D (NCBI),,,,,,,
PMM1421,PMED4_16281,1362520,1362888,-,Flexible,VEG,PMM1421,possible Gibberellin regulated protein (NCBI),,,,,,,
PMM1422,PMED4_16291,1362872,1363390,-,Flexible,VEG,PMM1422,Predicted metal-binding protein  (Katherine Huang),COG3019,R,Predicted metal-binding protein,,,,
PMM1423,PMED4_16301,1363451,1363903,-,Flexible,NEG,PMM1423,conserved hypothetical protein (NCBI),,,,,,,
PMM1424,PMED4_16311,1363908,1364150,-,Flexible,VEG,PMM1424,possible Uncharacterized protein family UPF003 (NCBI),,,,,,,
HyPMM239,PMED4_16312,1364631,1364789,+,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
HyPMM240,PMED4_16321,1364812,1365033,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1425,PMED4_16331,1365186,1366526,+,Flexible,VEG,PMM1425,"Serine proteases, trypsin family:HtrA/DegQ protease family (NCBI)",,,,,,,
PMM1426,PMED4_16341,1366747,1367064,+,Flexible,VEG,PMM1426,hypothetical (NCBI),,,,,,,
PMM1427,PMED4_16351,1367126,1367356,+,Flexible,VEG,PMM1427,conserved hypothetical (NCBI),,,,,,,
PMM1428,PMED4_16361,1367679,1368140,+,Core,VEG,PMM1428,Uncharacterized conserved protein (Katherine Huang),COG2947,S,Uncharacterized conserved protein,,,,
PMM1429,PMED4_16371,1368154,1368405,-,Core,VEG,PMM1429,conserved hypothetical protein (NCBI),,,,,,,
asRNA_16371,--,1368187,1368662,+,,--,Antisense RNA,,,,,,,,
PMM1430,PMED4_16381,1368721,1369092,-,Core,VEG,PMM1430,conserved hypothetical protein (NCBI),,,,,,,
PMM1431,PMED4_16391,1369095,1369331,-,Core,VEG,rpoZ,putative DNA-directed RNA polymerase (omega chain) (NCBI),,,,,,,
PMM1432,PMED4_16401,1369433,1370998,+,Core,VEG,PMM1432,putative DnaK-type molecular chaperone (HSP70 family) (NCBI),COG443,O,Molecular chaperone,,,,
PMM1433,PMED4_16411,1370995,1371537,-,Flexible,VEG,pyrR,Phosphoribosyl transferase (NCBI),COG2065,F,Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase,,,,
HyPMM241,PMED4_16421,1371609,1371704,+,Flexible,HEG,pseudo,Pseudogene of VIMSS1294415 with 1 gaps (VIMSS-AUTO),,,,,,,
PMM1434,PMED4_16431,1371677,1373299,+,Core,VEG,gpmI,"Phosphoglycerate mutase, co-factor-independent (iPGM) (NCBI)",COG696,G,Phosphoglyceromutase,,,,
PMM1435,PMED4_16441,1373325,1373549,+,Core,HEG,secG,conserved hypothetical protein (NCBI),,,,,,,
PMM1436,PMED4_16451,1373640,1375274,-,Core,HEG,groEL,GroEL protein (Chaperonin cpn60) (NCBI),COG459,O,Chaperonin GroEL (HSP60 family),,,,
PMM1437,PMED4_16461,1375326,1375637,-,Core,HEG,groES,GroES protein (Chaperonin cpn10) (NCBI),COG234,O,Co-chaperonin GroES (HSP10),,,,
PMM1438,PMED4_16471,1375858,1377318,+,Core,HEG,atpD,"ATP synthase F1, beta subunit (Katherine Huang)",COG55,C,"F0F1-type ATP synthase, beta subunit",,,,
PMM1439,PMED4_16481,1377367,1377771,+,Core,HEG,atpC,"ATP synthase, Epsilon subunit (NCBI)",COG355,C,"F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)",,,,
PMM1440,PMED4_16491,1377775,1378251,-,Core,HEG,PMM1440,conserved hypothetical protein (NCBI),,,,,,,
PMM1441,PMED4_16501,1378360,1378518,-,Flexible,MEG,PMM1441,hypothetical (NCBI),,,,,,,
PMM1442,PMED4_16511,1378576,1379901,-,Core,MEG,pepP,putative aminopeptidase P (NCBI),COG6,E,Xaa-Pro aminopeptidase,,,,
PMM1443,PMED4_16521,1379976,1380953,+,Core,MEG,PMM1443,Domain of unknown function DUF21 (NCBI),COG1253,R,Hemolysins and related proteins containing CBS domains,,,,
PMM1444,PMED4_16531,1380956,1382197,+,Core,VEG,PMM1444,GTPase SAR1 and related small G proteins  (Katherine Huang),COG1100,R,GTPase SAR1 and related small G proteins,,,,
PMM1445,PMED4_16541,1382194,1382775,+,Core,VEG,nadD,Putative nicotinate-nucleotide adenylyltransferase (NCBI),COG1057,H,Nicotinic acid mononucleotide adenylyltransferase,,,,
PMM1446,PMED4_16551,1382780,1384477,+,Core,LEG,nadE,Carbon-nitrogen hydrolase:NAD+ synthase (NCBI),COG171,H,NAD synthase,,,,
PMM1447,PMED4_16561,1384483,1385541,-,Core,VEG,PMM1447,conserved hypothetical protein (NCBI),,,,,,,
PMM1448,PMED4_16571,1385546,1385755,-,Core,VEG,PMM1448,conserved hypothetical protein (NCBI),,,,,,,
PMM1449,PMED4_16581,1385752,1386078,-,Flexible,MEG,petF,ferredoxin (NCBI),COG633,C,Ferredoxin,,,,
PMM1450,PMED4_16591,1386093,1387043,-,Core,HEG,atpC,ATP synthase gamma subunit (NCBI),COG224,C,"F0F1-type ATP synthase, gamma subunit",,,,
PMM1451,PMED4_16601,1387064,1388581,-,Core,HEG,atpA,"ATP synthase F1, alpha subunit (Katherine Huang)",COG56,C,"F0F1-type ATP synthase, alpha subunit",,,,
PMM1452,PMED4_16611,1388613,1389155,-,Core,HEG,atpH,"ATP synthase, delta (OSCP) subunit (NCBI)",COG712,C,"F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)",,,,
PMM1453,PMED4_16621,1389155,1389667,-,Core,HEG,atpF,ATP synthase B/B' CF(0) (NCBI),COG711,C,"F0F1-type ATP synthase, subunit b",,,,
PMM1454,PMED4_16631,1389664,1390125,-,Core,VEG,atpG,ATP synthase B/B' CF(0) (NCBI),COG711,C,"F0F1-type ATP synthase, subunit b",,,,
PMM1455,PMED4_16641,1390194,1390439,-,Flexible,HEG,atpE,ATP synthase subunit c (Katherine Huang),COG636,C,"F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K",,,,
PMM1456,PMED4_16651,1390606,1391331,-,Core,VEG,atpB,ATP synthase A subunit (NCBI),COG356,C,"F0F1-type ATP synthase, subunit a",,,,
PMM1457,PMED4_16661,1391377,1391856,-,Core,VEG,atp1,possible ATP synthase subunit 1 (NCBI),,,,,,,
PMM1458,PMED4_16671,1392124,1393353,+,Core,LEG,ftsW,Cell division protein FtsW (NCBI),COG772,D,Bacterial cell division membrane protein,,,,
PMM1459,PMED4_16681,1393437,1394093,+,Core,MEG,ccdA,putative c-type cytochrome biogenesis protein CcdA (NCBI),COG785,O,Cytochrome c biogenesis protein,,,,
PMM1460,PMED4_16691,1394094,1395380,+,Core,VEG,resB,putative c-type cytochrome biogenesis protein Ccs1 (NCBI),COG1333,O,ResB protein required for cytochrome c biosynthesis,,,,
PMM1461,PMED4_16701,1395377,1395787,-,Core,VEG,PMM1461,Enzyme related to GTP cyclohydrolase I  (Katherine Huang),COG780,R,Enzyme related to GTP cyclohydrolase I,,,,
PMM1462,PMED4_16711,1395967,1396212,+,Core,VEG,PMM1462,conserved hypothetical protein (NCBI),,,,,,,
PMM1463,PMED4_16721,1396237,1396575,+,Core,VEG,glnB,Nitrogen regulatory protein P-II (NCBI),COG347,E,Nitrogen regulatory protein PII,,,,
PMM1464,PMED4_16731,1396576,1397388,-,Core,MEG,PMM1464,FtsJ cell division protein:S4 domain:Hemolysin A (NCBI),COG1189,J,Predicted rRNA methylase,,,,
HyPMM242,--,1397444,1397619,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1465,PMED4_16741,1397682,1398977,+,Core,VEG,purB,Fumarate lyase:Adenylosuccinate lyase (NCBI),COG15,F,Adenylosuccinate lyase,,,,
PMM1466,PMED4_16751,1399018,1400403,+,Core,MEG,fumC,Fumarate lyase (NCBI),COG114,C,Fumarase,,,,
PMM1467,PMED4_16761,1400415,1403141,-,Core,MEG,PMM1467,putative DNA helicase (NCBI),COG4581,L,Superfamily II RNA helicase,,,,
PMM1468,PMED4_16771,1403281,1404426,+,Core,VEG,bioF,putative 8-amino-7-oxononanoate synthase (NCBI),COG156,H,7-keto-8-aminopelargonate synthetase and related enzymes,,,,
PMM1469,PMED4_16781,1404423,1405139,+,Core,VEG,PMM1469,conserved hypothetical (NCBI),,,,,,,
PMM1470,PMED4_16791,1405129,1405887,+,Core,VEG,PMM1470,Methylase involved in ubiquinone/menaquinone biosynthesis  (Katherine Huang),COG2226,H,Methylase involved in ubiquinone/menaquinone biosynthesis,,,,
PMM1471,PMED4_16801,1405884,1406546,+,Core,VEG,BioD,putative Dethiobiotin synthase (NCBI),COG132,H,Dethiobiotin synthetase,,,,
PMM1472,PMED4_16811,1406550,1407851,+,Core,MEG,BioA,putative diaminopelargonic acid synthase (NCBI),COG161,H,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,,,,
PMM1473,PMED4_16821,1407861,1408118,-,Flexible,VEG,PMM1473,conserved hypothetical protein (NCBI),,,,,,,
PMM1474,PMED4_16831,1408136,1408582,-,Core,VEG,PMM1474,DnaJ-like protein (NCBI),,,,,,,
PMM1475,PMED4_16841,1408674,1409393,+,Core,VEG,gidB,putative glucose inhibited division protein B (NCBI),COG357,M,Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division,,,,
PMM1476,PMED4_16851,1409390,1410589,-,Core,VEG,PMM1476,Aldo/keto reductase family (NCBI),COG1453,R,Predicted oxidoreductases of the aldo/keto reductase family,,,,
PMM1477,PMED4_16861,1410596,1410961,-,Core,MEG,fer,Ferredoxin  (Katherine Huang),COG1141,C,Ferredoxin,,,,
PMM1478,PMED4_16871,1410965,1411357,-,Core,HEG,PMM1478,conserved hypothetical protein (NCBI),,,,,,,
PMM1479,PMED4_16881,1411344,1411559,-,Core,HEG,PMM1479,conserved hypothetical protein (NCBI),,,,,,,
PMM1480,PMED4_16891,1411678,1412448,-,Core,MEG,PMM1480,conserved hypothetical protein (NCBI),,,,,,,
HyPMM243,PMED4_16901,1412468,1412593,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1481,PMED4_16911,1412664,1413710,-,Core,LEG,PMM1481,Predicted Fe-S-cluster redox enzyme  (Katherine Huang),COG820,R,Predicted Fe-S-cluster redox enzyme,,,,
PMM1482,PMED4_16921,1413741,1413893,-,Core,VEG,hli3,possible high light inducible protein (NCBI),,,,,,,
PMM1483,PMED4_16931,1413943,1418043,-,Core,HEG,rpoC2,RNA polymerase beta prime subunit (NCBI),COG86,K,"DNA-directed RNA polymerase, beta' subunit/160 kD subunit",,,,
PMM1484,PMED4_16941,1418077,1419981,-,Core,HEG,rpoC1,RNA polymerase gamma subunit (NCBI),COG86,K,"DNA-directed RNA polymerase, beta' subunit/160 kD subunit",,,,
PMM1485,PMED4_16951,1420020,1423313,-,Core,VEG,rpoB,RNA polymerase beta subunit (NCBI),COG85,K,"DNA-directed RNA polymerase, beta subunit/140 kD subunit",,,,
PMM1486,PMED4_16961,1423552,1424346,-,Core,VEG,tatD,"possible deoxyribonuclease, TatD family (NCBI)",COG84,L,Mg-dependent DNase,,,,
PMM1487,PMED4_16971,1424353,1424646,-,Core,VEG,rpsT,30s Ribosomal protein S20 (NCBI),COG268,J,Ribosomal protein S20,,,,
PMM1488,PMED4_16981,1424769,1426055,+,Core,MEG,hisD,Histidinol dehydrogenase (NCBI),COG141,E,Histidinol dehydrogenase,,,,
PMM1489,PMED4_16991,1426052,1426747,-,Core,VEG,rpiA,Ribose 5-phosphate isomerase (NCBI),COG120,G,Ribose 5-phosphate isomerase,,,,
PMM1490,PMED4_17001,1426813,1427955,-,Core,VEG,PMM1490,Trypsin-like serine protease (Katherine Huang),COG265,O,"Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain",,,,
PMM1491,PMED4_17011,1428101,1428568,+,Core,VEG,PMM1491,DUF150 (NCBI),COG779,S,Uncharacterized protein conserved in bacteria,,,,
