gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
kduD,kduD,ALT831_RS16265,MIT1002_03304,Protein Homology,3686133,3686894,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976831.1,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD,WP_049588500.1,"GO:0000272,GO:0016491,GO:0051287",,"oxidoreductase activity|0016491||IEA,NAD binding|0051287||IEA",polysaccharide catabolic process|0000272||IEA,,MIT1002_03304
ALT831_RS16270,,ALT831_RS16270,MIT1002_03305,Protein Homology,3686945,3688291,-,,,COORDINATES: protein motif:HMM:NF025934.6,oligogalacturonate lyase family protein,WP_197047980.1,"GO:0045490,GO:0047487",,oligogalacturonide lyase activity|0047487||IEA,pectin catabolic process|0045490||IEA,,MIT1002_03305
ALT831_RS16275,,ALT831_RS16275,MIT1002_03306,Protein Homology,3688272,3689819,-,,,COORDINATES: protein motif:HMM:NF024742.6,MFS transporter,WP_049588501.1,"GO:0008643,GO:0055085,GO:0015293,GO:0022857,GO:0016020",membrane|0016020||IEA,"symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA","carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA",,MIT1002_03306
bglB,bglB,ALT831_RS16280,MIT1002_03307,Protein Homology,3689852,3690958,-,,,COORDINATES: protein motif:HMM:NF019113.6,beta-galactosidase BglB,WP_049588503.1,"GO:0009313,GO:0004556",,alpha-amylase activity|0004556||IEA,oligosaccharide catabolic process|0009313||IEA,,MIT1002_03307
ALT831_RS16285,,ALT831_RS16285,MIT1002_03308,Protein Homology,3691172,3693868,-,,,COORDINATES: protein motif:HMM:NF045351.3,exo-rhamnogalacturonan lyase family protein,WP_197047981.1,,,,,,MIT1002_03308
ALT831_RS16290,,ALT831_RS16290,MIT1002_03309,Protein Homology,3694007,3694795,+,,,COORDINATES: protein motif:HMM:NF020785.6,DUF1961 family protein,WP_197047982.1,,,,,,MIT1002_03309
rhaM,rhaM,ALT831_RS16295,MIT1002_03310,Protein Homology,3694911,3695225,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016710571.1,L-rhamnose mutarotase,WP_049588504.1,"GO:0019318,GO:0016857,GO:0062192,GO:0005737",cytoplasm|0005737||IEA,"racemase and epimerase activity%2C acting on carbohydrates and derivatives|0016857||IEA,L-rhamnose mutarotase activity|0062192||IEA",hexose metabolic process|0019318||IEA,,MIT1002_03310
ALT831_RS16300,,ALT831_RS16300,MIT1002_03312,GeneMarkS-2+,3695592,3696494,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,HEAT repeat domain-containing protein,WP_049588506.1,GO:0005515,,protein binding|0005515||IEA,,,MIT1002_03312
ALT831_RS16305,,ALT831_RS16305,MIT1002_03313,Protein Homology,3696656,3697510,+,,,COORDINATES: protein motif:HMM:NF024627.6,right-handed parallel beta-helix repeat-containing protein,WP_049588507.1,,,,,,MIT1002_03313
ALT831_RS16310,,ALT831_RS16310,MIT1002_03314,Protein Homology,3697763,3698992,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977371.1,porin family protein,WP_014980250.1,,,,,,MIT1002_03314
tnpC,tnpC,ALT831_RS16315,MIT1002_03315,Protein Homology,3699239,3700648,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518755.1,IS66 family transposase,WP_049589212.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_03315
ALT831_RS16320,,ALT831_RS16320,MIT1002_03316,Protein Homology,3700729,3701589,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950679.1,hypothetical protein,WP_014980251.1,,,,,,MIT1002_03316
ALT831_RS16325,,ALT831_RS16325,MIT1002_03317,Protein Homology,3701862,3702521,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999507.1,response regulator,WP_049588815.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MIT1002_03317
ALT831_RS16330,,ALT831_RS16330,MIT1002_03318,Protein Homology,3702578,3705091,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980252.1,hybrid sensor histidine kinase/response regulator,WP_049588816.1,,,,,,MIT1002_03318
nosP,nosP,ALT831_RS16335,MIT1002_03319,Protein Homology,3705078,3706268,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980253.1,nitric oxide-sensing protein NosP,WP_049588817.1,"GO:0046209,GO:0035991",,nitric oxide sensor activity|0035991||IEA,nitric oxide metabolic process|0046209||IEA,,MIT1002_03319
ALT831_RS16340,,ALT831_RS16340,MIT1002_03320,Protein Homology,3706237,3708333,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980254.1,4Fe-4S binding protein,WP_049588818.1,,,,,,MIT1002_03320
exaC,exaC,ALT831_RS16345,MIT1002_03321,Protein Homology,3708374,3709891,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016900596.1,acetaldehyde dehydrogenase ExaC,WP_014950684.1,"GO:0006068,GO:0004029",,aldehyde dehydrogenase (NAD+) activity|0004029||IEA,ethanol catabolic process|0006068||IEA,,MIT1002_03321
ALT831_RS16350,,ALT831_RS16350,MIT1002_03322,Protein Homology,3710034,3710711,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950685.1,response regulator transcription factor,WP_049588819.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MIT1002_03322
ALT831_RS16355,,ALT831_RS16355,MIT1002_03323,Protein Homology,3710708,3711967,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977376.1,sensor histidine kinase,WP_049588820.1,"GO:0000160,GO:0000155,GO:0046983,GO:0016020",membrane|0016020||IEA,"phosphorelay sensor kinase activity|0000155||IEA,protein dimerization activity|0046983||IEA",phosphorelay signal transduction system|0000160||IEA,,MIT1002_03323
ALT831_RS16360,,ALT831_RS16360,MIT1002_03324,Protein Homology,3712148,3713464,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950687.1,methyl-accepting chemotaxis protein,WP_049588821.1,"GO:0006935,GO:0007165,GO:0004888,GO:0016020,GO:0098561","membrane|0016020||IEA,methyl accepting chemotaxis protein complex|0098561||IEA",transmembrane signaling receptor activity|0004888||IEA,"chemotaxis|0006935||IEA,signal transduction|0007165||IEA",,MIT1002_03324
ALT831_RS16365,,ALT831_RS16365,MIT1002_03325,Protein Homology,3713731,3714615,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950688.1,LysR family transcriptional regulator,WP_049588822.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,MIT1002_03325
ALT831_RS16370,,ALT831_RS16370,MIT1002_03326,Protein Homology,3714714,3716213,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519689.1,CoA-acylating methylmalonate-semialdehyde dehydrogenase,WP_020744244.1,,,,,,MIT1002_03326
mmsB,mmsB,ALT831_RS16375,MIT1002_03327,Protein Homology,3716228,3717103,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950690.1,3-hydroxyisobutyrate dehydrogenase,WP_014950690.1,"GO:0006574,GO:0008442,GO:0051287",,"3-hydroxyisobutyrate dehydrogenase activity|0008442||IEA,NAD binding|0051287||IEA",L-valine catabolic process|0006574||IEA,,MIT1002_03327
ALT831_RS16380,,ALT831_RS16380,MIT1002_03328,Protein Homology,3717252,3719288,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016707648.1,BCCT family transporter,WP_049588823.1,"GO:0071705,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,nitrogen compound transport|0071705||IEA,,MIT1002_03328
ALT831_RS16385,,ALT831_RS16385,MIT1002_03329,Protein Homology,3719504,3720403,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950694.1,LysR family transcriptional regulator,WP_014950694.1,"GO:0006355,GO:0001216,GO:0032993",protein-DNA complex|0032993||IEA,DNA-binding transcription activator activity|0001216||IEA,regulation of DNA-templated transcription|0006355||IEA,,MIT1002_03329
lldD,lldD,ALT831_RS16390,MIT1002_03330,Protein Homology,3720507,3721640,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068029.1,FMN-dependent L-lactate dehydrogenase LldD,WP_015068029.1,"GO:0006089,GO:0004457,GO:0010181",,"lactate dehydrogenase activity|0004457||IEA,FMN binding|0010181||IEA",lactate metabolic process|0006089||IEA,,MIT1002_03330
dld,dld,ALT831_RS16395,MIT1002_03331,Protein Homology,3721763,3723496,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999523.1,D-lactate dehydrogenase,WP_049588824.1,"GO:0006089,GO:0016901",,oxidoreductase activity%2C acting on the CH-OH group of donors%2C quinone or similar compound as acceptor|0016901||IEA,lactate metabolic process|0006089||IEA,,MIT1002_03331
ALT831_RS16400,,ALT831_RS16400,MIT1002_03332,Protein Homology,3723771,3724448,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980265.1,helix-turn-helix transcriptional regulator,WP_049588825.1,"GO:0000160,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,MIT1002_03332
ALT831_RS16405,,ALT831_RS16405,MIT1002_03333,Protein Homology,3724484,3725245,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519694.1,CsgG/HfaB family protein,WP_014950698.1,GO:0030288,outer membrane-bounded periplasmic space|0030288||IEA,,,,MIT1002_03333
ALT831_RS16410,,ALT831_RS16410,MIT1002_03334,Protein Homology,3725254,3725703,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950699.1,curli assembly protein CsgF,WP_014950699.1,,,,,,MIT1002_03334
ALT831_RS16415,,ALT831_RS16415,MIT1002_03335,Protein Homology,3725703,3726095,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999527.1,CsgE family curli-type amyloid fiber assembly protein,WP_049588826.1,,,,,,MIT1002_03335
ALT831_RS16420,,ALT831_RS16420,MIT1002_03336,Protein Homology,3726150,3727595,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519697.1,autotransporter outer membrane beta-barrel domain-containing protein,WP_049588832.1,,,,,,MIT1002_03336
ALT831_RS16425,,ALT831_RS16425,MIT1002_03337,Protein Homology,3727626,3728138,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999529.1,minor curlin subunit CsgB,WP_049588827.1,,,,,,MIT1002_03337
ALT831_RS16430,,ALT831_RS16430,MIT1002_03338,Protein Homology,3728619,3731141,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977386.1,S8 family serine peptidase,WP_049588828.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,MIT1002_03338
ALT831_RS16435,,ALT831_RS16435,MIT1002_03339,Protein Homology,3731347,3732003,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977387.1,response regulator transcription factor,WP_049588829.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MIT1002_03339
ALT831_RS16440,,ALT831_RS16440,MIT1002_03340,Protein Homology,3732003,3733568,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977388.1,ATP-binding protein,WP_049588830.1,,,,,,MIT1002_03340
ALT831_RS16445,,ALT831_RS16445,MIT1002_03341,Protein Homology,3733652,3734470,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977389.1,thioredoxin family protein,WP_049588831.1,,,,,,MIT1002_03341
ALT831_RS16450,,ALT831_RS16450,MIT1002_03342,Protein Homology,3734920,3736371,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949479.1,DEAD/DEAH box helicase,WP_049588947.1,"GO:0003676,GO:0005524",,"nucleic acid binding|0003676||IEA,ATP binding|0005524||IEA",,,MIT1002_03342
ALT831_RS16455,,ALT831_RS16455,MIT1002_03343,Protein Homology,3737094,3738419,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999535.1,mechanosensitive ion channel family protein,WP_049588948.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,MIT1002_03343
ALT831_RS16460,,ALT831_RS16460,MIT1002_03344,Protein Homology,3738468,3738953,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999536.1,hypothetical protein,WP_014949481.1,,,,,,MIT1002_03344
katG,katG,ALT831_RS16465,MIT1002_03345,Protein Homology,3739166,3741466,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519733.1,catalase/peroxidase HPI,WP_014977393.1,"GO:0006979,GO:0004096,GO:0004601,GO:0020037",,"catalase activity|0004096||IEA,peroxidase activity|0004601||IEA,heme binding|0020037||IEA",response to oxidative stress|0006979||IEA,,MIT1002_03345
ALT831_RS16470,,ALT831_RS16470,MIT1002_03346,Protein Homology,3741981,3742577,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519734.1,porin family protein,WP_014949483.1,"GO:0015288,GO:0009279",cell outer membrane|0009279||IEA,porin activity|0015288||IEA,,,MIT1002_03346
ALT831_RS16480,,ALT831_RS16480,MIT1002_03348,Protein Homology,3743074,3745290,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980278.1,VTT domain-containing protein,WP_014977396.1,,,,,,MIT1002_03348
ALT831_RS16485,,ALT831_RS16485,MIT1002_03349,Protein Homology,3745278,3745988,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949486.1,endonuclease/exonuclease/phosphatase family protein,WP_049588946.1,GO:0003824,,catalytic activity|0003824||IEA,,,MIT1002_03349
ALT831_RS16490,,ALT831_RS16490,MIT1002_03350,Protein Homology,3746069,3747049,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980280.1,LysR family transcriptional regulator,WP_049588945.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,MIT1002_03350
ALT831_RS16495,,ALT831_RS16495,MIT1002_03351,Protein Homology,3747451,3750099,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949488.1,TonB-dependent receptor plug domain-containing protein,WP_049588944.1,"GO:0015891,GO:0055085,GO:0015267,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA",channel activity|0015267||IEA,"siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,MIT1002_03351
ALT831_RS16500,,ALT831_RS16500,MIT1002_03352,Protein Homology,3750216,3751037,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999544.1,sulfite exporter TauE/SafE family protein,WP_014949489.1,"GO:0006810,GO:0016020",membrane|0016020||IEA,,transport|0006810||IEA,,MIT1002_03352
ALT831_RS16505,,ALT831_RS16505,MIT1002_03353,Protein Homology,3751057,3752232,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519740.1,pyridoxal phosphate-dependent aminotransferase,WP_049588943.1,"GO:0008483,GO:0030170",,"transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA",,,MIT1002_03353
ALT831_RS16510,,ALT831_RS16510,MIT1002_03354,Protein Homology,3752506,3752871,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999546.1,response regulator,WP_049588942.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MIT1002_03354
ALT831_RS16515,,ALT831_RS16515,MIT1002_03355,Protein Homology,3752868,3753452,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999547.1,chemotaxis protein CheX,WP_049588941.1,,,,,,MIT1002_03355
ALT831_RS16520,,ALT831_RS16520,MIT1002_03356,Protein Homology,3753452,3754780,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949493.1,sensor histidine kinase,WP_049588940.1,"GO:0007165,GO:0000155,GO:0000156,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,phosphorelay response regulator activity|0000156||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA",signal transduction|0007165||IEA,,MIT1002_03356
ALT831_RS16525,,ALT831_RS16525,MIT1002_03357,Protein Homology,3754850,3755881,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977402.1,MBL fold metallo-hydrolase,WP_049588939.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,,MIT1002_03357
ALT831_RS16530,,ALT831_RS16530,MIT1002_03358,Protein Homology,3756249,3758552,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977403.1,DNA polymerase II,WP_231514364.1,"GO:0003677,GO:0003887",,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA",,,MIT1002_03358
ALT831_RS16535,,ALT831_RS16535,MIT1002_03359,Protein Homology,3758855,3759433,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949496.1,EF-hand domain-containing protein,WP_014949496.1,GO:0005509,,calcium ion binding|0005509||IEA,,,MIT1002_03359
ALT831_RS16540,,ALT831_RS16540,MIT1002_03360,Protein Homology,3759802,3761541,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980287.1,AMP-binding protein,WP_049588937.1,,,,,,MIT1002_03360
ALT831_RS16545,,ALT831_RS16545,MIT1002_03361,Protein Homology,3761704,3762339,+,,,COORDINATES: protein motif:HMM:NF033591.1,IS4 family transposase,WP_231514326.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_03361
ALT831_RS16550,,ALT831_RS16550,MIT1002_03362,Protein Homology,3762314,3762898,+,,,COORDINATES: protein motif:HMM:NF013752.6,transposase,WP_231514327.1,"GO:0006313,GO:0003677,GO:0004803",,"DNA binding|0003677||IEA,transposase activity|0004803||IEA",DNA transposition|0006313||IEA,,MIT1002_03362
ALT831_RS16580,,ALT831_RS16580,MIT1002_03368,Protein Homology,3768747,3769211,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950707.1,RNA recognition motif domain-containing protein,WP_014950707.1,"GO:0006397,GO:0003729",,mRNA binding|0003729||IEA,mRNA processing|0006397||IEA,,MIT1002_03368
ALT831_RS16585,,ALT831_RS16585,MIT1002_03369,Protein Homology,3769291,3770604,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980288.1,DUF5610 domain-containing protein,WP_049588673.1,,,,,,MIT1002_03369
trmA,trmA,ALT831_RS16590,MIT1002_03370,Protein Homology,3770798,3771895,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999554.1,tRNA (uridine(54)-C5)-methyltransferase TrmA,WP_049588674.1,"GO:0006396,GO:0030697",,tRNA (uracil(54)-C5)-methyltransferase activity%2C S-adenosyl methionine-dependent|0030697||IEA,RNA processing|0006396||IEA,,MIT1002_03370
fabR,fabR,ALT831_RS16595,MIT1002_03371,Protein Homology,3772006,3772602,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977408.1,HTH-type transcriptional repressor FabR,WP_014950710.1,GO:0003677,,DNA binding|0003677||IEA,,,MIT1002_03371
ALT831_RS16600,,ALT831_RS16600,MIT1002_03372,Protein Homology,3772944,3774071,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950711.1,acyl-CoA desaturase,WP_049588675.1,"GO:0006633,GO:0006636,GO:0016717,GO:0046872,GO:0016020",membrane|0016020||IEA,"oxidoreductase activity%2C acting on paired donors%2C with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water|0016717||IEA,metal ion binding|0046872||IEA","fatty acid biosynthetic process|0006633||IEA,unsaturated fatty acid biosynthetic process|0006636||IEA",,MIT1002_03372
sthA,sthA,ALT831_RS16605,MIT1002_03373,Protein Homology,3774251,3775672,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950712.1,Si-specific NAD(P)(+) transhydrogenase,WP_014950712.1,"GO:0045454,GO:0003957,GO:0050660",,"NAD(P)+ transhydrogenase (Si-specific) activity|0003957||IEA,flavin adenine dinucleotide binding|0050660||IEA",cell redox homeostasis|0045454||IEA,,MIT1002_03373
ALT831_RS16610,,ALT831_RS16610,MIT1002_03374,Protein Homology,3775729,3776034,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519754.1,hypothetical protein,WP_014950713.1,,,,,,MIT1002_03374
ALT831_RS16615,,ALT831_RS16615,MIT1002_03375,Protein Homology,3776149,3776727,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950714.1,uracil-DNA glycosylase family protein,WP_014950714.1,,,,,,MIT1002_03375
ALT831_RS16620,,ALT831_RS16620,MIT1002_03376,Protein Homology,3776724,3778949,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980291.1,bifunctional diguanylate cyclase/phosphodiesterase,WP_049588676.1,"GO:0000160,GO:0007165,GO:0005515,GO:0005525,GO:0046872,GO:0052621,GO:0071111",,"protein binding|0005515||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,MIT1002_03376
ALT831_RS16625,,ALT831_RS16625,MIT1002_03377,Protein Homology,3779164,3780000,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999561.1,TIGR03899 family protein,WP_049588690.1,,,,,,MIT1002_03377
ALT831_RS16630,,ALT831_RS16630,MIT1002_03378,Protein Homology,3779997,3780743,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068079.1,phosphoadenylyl-sulfate reductase,WP_049588677.1,"GO:0019379,GO:0003824,GO:0004604",,"catalytic activity|0003824||IEA,phosphoadenylyl-sulfate reductase (thioredoxin) activity|0004604||IEA",sulfate assimilation%2C phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)|0019379||IEA,,MIT1002_03378
cysI,cysI,ALT831_RS16635,MIT1002_03379,Protein Homology,3780733,3782454,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950718.1,assimilatory sulfite reductase (NADPH) hemoprotein subunit,WP_039227383.1,"GO:0000103,GO:0008652,GO:0004783,GO:0050661,GO:0051539,GO:0009337",sulfite reductase complex (NADPH)|0009337||IEA,"sulfite reductase (NADPH) activity|0004783||IEA,NADP binding|0050661||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","sulfate assimilation|0000103||IEA,amino acid biosynthetic process|0008652||IEA",,MIT1002_03379
ALT831_RS16640,,ALT831_RS16640,MIT1002_03380,Protein Homology,3782454,3784277,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977413.1,assimilatory sulfite reductase (NADPH) flavoprotein subunit,WP_014950719.1,"GO:0006790,GO:0019344,GO:0004783,GO:0010181,GO:0050660,GO:0009337",sulfite reductase complex (NADPH)|0009337||IEA,"sulfite reductase (NADPH) activity|0004783||IEA,FMN binding|0010181||IEA,flavin adenine dinucleotide binding|0050660||IEA","sulfur compound metabolic process|0006790||IEA,cysteine biosynthetic process|0019344||IEA",,MIT1002_03380
ALT831_RS16645,,ALT831_RS16645,MIT1002_03381,Protein Homology,3784476,3785231,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519761.1,TIGR04219 family outer membrane beta-barrel protein,WP_014950720.1,,,,,,MIT1002_03381
ALT831_RS16650,,ALT831_RS16650,MIT1002_03382,Protein Homology,3785235,3786227,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519762.1,DUF2333 family protein,WP_014950721.1,,,,,,MIT1002_03382
ALT831_RS16655,,ALT831_RS16655,MIT1002_03383,Protein Homology,3786382,3786744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999566.1,hypothetical protein,WP_014977415.1,,,,,,MIT1002_03383
ALT831_RS16660,,ALT831_RS16660,MIT1002_03384,Protein Homology,3786744,3786944,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950723.1,PspC domain-containing protein,WP_014950723.1,,,,,,MIT1002_03384
pspA,pspA,ALT831_RS16665,MIT1002_03385,Protein Homology,3787006,3787674,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999568.1,phage shock protein PspA,WP_014950724.1,,,,,,MIT1002_03385
ALT831_RS16670,,ALT831_RS16670,MIT1002_03386,Protein Homology,3788007,3788294,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977416.1,hypothetical protein,WP_049588678.1,,,,,,MIT1002_03386
dusA,dusA,ALT831_RS16675,MIT1002_03387,Protein Homology,3788487,3789461,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999570.1,tRNA dihydrouridine(20/20a) synthase DusA,WP_222936674.1,"GO:0002943,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA dihydrouridine synthesis|0002943||IEA,,MIT1002_03387
ALT831_RS16680,,ALT831_RS16680,MIT1002_03388,Protein Homology,3789654,3790739,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006991671.1,site-specific integrase,WP_049588679.1,"GO:0006310,GO:0015074,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,DNA integration|0015074||IEA",,MIT1002_03388
ALT831_RS16685,,ALT831_RS16685,MIT1002_03389,Protein Homology,3791146,3792312,+,,,COORDINATES: protein motif:HMM:NF012798.6,tyrosine-type recombinase/integrase,WP_049588680.1,"GO:0006310,GO:0009009",,site-specific recombinase activity|0009009||IEA,DNA recombination|0006310||IEA,,MIT1002_03389
ALT831_RS16690,,ALT831_RS16690,MIT1002_03390,GeneMarkS-2+,3792330,3793001,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_197047983.1,,,,,,MIT1002_03390
ALT831_RS16695,,ALT831_RS16695,MIT1002_03391,Protein Homology,3793140,3794015,-,,,COORDINATES: protein motif:HMM:NF024098.6,DUF3800 domain-containing protein,WP_053103830.1,,,,,,MIT1002_03391
ALT831_RS16700,,ALT831_RS16700,MIT1002_03392,GeneMarkS-2+,3794015,3794905,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049588681.1,,,,,,MIT1002_03392
ALT831_RS16705,,ALT831_RS16705,MIT1002_03393,Protein Homology,3794898,3796187,-,,,COORDINATES: protein motif:HMM:NF013579.6,restriction endonuclease subunit S,WP_049588682.1,"GO:0006304,GO:0003677",,DNA binding|0003677||IEA,DNA modification|0006304||IEA,,MIT1002_03393
ALT831_RS16710,,ALT831_RS16710,MIT1002_03394,Protein Homology,3796184,3797692,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016402435.1,class I SAM-dependent DNA methyltransferase,WP_049588683.1,"GO:0003677,GO:0008170",,"DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA",,,MIT1002_03394
hsdR,hsdR,ALT831_RS16715,MIT1002_03395,Protein Homology,3797731,3801183,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008165559.1,type I restriction-modification system endonuclease,WP_049588684.1,,,,,,MIT1002_03395
ALT831_RS16720,,ALT831_RS16720,MIT1002_03396,GeneMarkS-2+,3801399,3801626,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049588685.1,,,,,,MIT1002_03396
ALT831_RS16725,,ALT831_RS16725,MIT1002_03399,Protein Homology,3803006,3804082,+,,,COORDINATES: protein motif:HMM:NF013677.6,helix-turn-helix domain-containing protein,WP_049588686.1,"GO:0006313,GO:0003677,GO:0004803",,"DNA binding|0003677||IEA,transposase activity|0004803||IEA",DNA transposition|0006313||IEA,,MIT1002_03399
ALT831_RS16730,,ALT831_RS16730,MIT1002_03400,Protein Homology,3804227,3804727,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980308.1,LURP-one-related/scramblase family protein,WP_049588687.1,,,,,,MIT1002_03400
