Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1,Light 3,Light 5,Light Glu nM 1,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 3,Darkness 5,Darkness Glu nM 1,Darkness Glu nM 3,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O
E4PQV4,7,7,34.6879,Twin-arginine translocation pathway signal OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3247 PE=3 SV=1,3392870,4422605,1872909,836515,3371266,5590549,2.00E+07,1214382,4860928,1.80E+07,4205655,8013479,2.70E+07,541306,1905648,434382,894069,430811,1494078,1002796,2887633,819691,1720460,1027911,5675321,7790585,4806171,0.00416,0.00111,0.00213,0.00554,0.00115,0.00129,0.0131,0.00249,0.01139,0.0006,0.00093,0.00078,0.00118,0.00098,0.00079,0.00546,0.01243,0.00776,Twin-arginine translocation pathway signal OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3247 PE=3 SV=1,0.00247,0.00266,0.00899,0.00077,0.00099,0.00855,1.08,3.64,1.28,11.1,0.46,0.06,0.11,0.01
E4PHE5,2,2,5.92794,ATP synthase subunit delta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpH PE=3 SV=1,21010.4,12420.4,11225.5,12879.4,4567.9,71920.5,14687,4598.5,5012.26,160524,0,0,18039.8,3066.93,89.0364,4089.23,3167.84,1898.23,3039.61,4283.8,13112.5,8003.76,8544.92,0,0,37855.1,56136.2,2.60E-05,6.70E-06,2.90E-06,7.10E-05,4.30E-06,1.30E-06,0.00012,0,7.60E-06,3.40E-06,8.70E-06,3.40E-06,5.10E-06,9.60E-06,0,0,6.00E-05,9.10E-05,ATP synthase subunit delta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpH PE=3 SV=1,1.20E-05,2.60E-05,4.20E-05,5.20E-06,4.90E-06,5.00E-05,2.18,3.58,0.94,9.69,0.3,0.24,0.46,0.08
E4PHB1,5,5,15.9706,Ribonucleoside-diphosphate reductase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3648 PE=3 SV=1,163977,312050,277272,100647,305385,276685,1423905,78273.3,520759,777811,550922,1186770,2394827,23971,62133.3,95470.5,601964,63626.5,610260,355052,817396,338625,855153,41363.8,551137,560494,396749,0.0002,0.00016,0.00019,0.00027,7.40E-05,0.00014,0.00058,0.00037,0.00101,2.70E-05,0.0002,0.00012,0.00042,0.00041,3.20E-05,0.00053,0.00089,0.00064,Ribonucleoside-diphosphate reductase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3648 PE=3 SV=1,0.00019,0.00016,0.00065,0.00012,0.00029,0.00069,0.87,3.5,2.48,5.97,0.35,0.04,0.14,0
E4PG98,3,3,10.698,Phenylalanine--tRNA ligase beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pheT PE=3 SV=1,26180.2,30718.9,67402.7,11604.8,55648.2,3834.31,103500,12753.5,25622.3,86042.8,83747.3,79637.3,660320,7313.17,17415.1,2406.88,15644.2,13227.3,14850.5,11616.1,7331.43,8674.15,47440.6,7352.81,113592,164419,200547,3.20E-05,4.00E-05,3.50E-05,3.80E-06,1.20E-05,6.80E-06,6.40E-05,2.50E-05,0.00028,8.10E-06,5.10E-06,2.40E-05,1.40E-05,1.00E-05,5.70E-06,0.00011,0.00026,0.00032,Phenylalanine--tRNA ligase beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pheT PE=3 SV=1,3.60E-05,7.50E-06,0.00012,1.20E-05,9.90E-06,0.00023,0.21,3.42,0.8,18.66,0,0.17,0.36,0.01
E4PK62,4,4,15.3411,Thioredoxin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=trxA PE=3 SV=1,558353,483483,857898,265861,1099296,581206,2320024,549875,2157011,4150725,1412510,2405551,6111508,368206,1068343,339257,770234,424996,2018397,593069,3291753,629690,1717020,835794,2042917,2069725,1613627,0.00069,0.00051,0.0007,0.00058,0.00052,0.00057,0.00307,0.00075,0.00258,0.00041,0.00072,0.00077,0.0007,0.00075,0.00065,0.00197,0.0033,0.0026,Thioredoxin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=trxA PE=3 SV=1,0.00063,0.00056,0.00213,0.00063,0.0007,0.00262,0.88,3.39,1.1,4.13,0.15,0.05,0.3,0
E4PNM5,3,3,13.5023,Electron transfer flavoprotein subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=etfA PE=3 SV=1,195040,93473.1,52110.9,20002.9,116352,110174,603442,27275.3,407552,33535.1,182604,515884,2308064,18128,54393.7,6573.76,75096,39212.1,459413,17078.9,55861.9,18244.6,280245,59175.1,509252,99040,92439.2,0.00024,3.10E-05,7.40E-05,0.00011,2.60E-05,0.00011,2.50E-05,0.00016,0.00098,2.00E-05,1.40E-05,7.10E-05,2.00E-05,2.20E-05,4.60E-05,0.00049,0.00016,0.00015,Electron transfer flavoprotein subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=etfA PE=3 SV=1,0.00011,8.10E-05,0.00039,3.50E-05,2.90E-05,0.00027,0.71,3.37,0.83,7.57,0.33,0.21,0.39,0.06
E4PLW6,4,4,21.6914,Tyrosine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tyrS PE=3 SV=1,199400,106822,304245,59798.6,356352,81693,398090,222753,521063,1040565,2459804,1707467,1949038,44421.2,313248,42638.6,100278,96989.1,154236,64388.1,247288,110525,329730,215053,3788242,932102,453241,0.00024,0.00018,0.00023,8.10E-05,0.00021,0.00014,0.00077,0.00053,0.00082,4.90E-05,9.10E-05,0.00018,7.60E-05,0.00013,0.00017,0.00365,0.00149,0.00073,Tyrosine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tyrS PE=3 SV=1,0.00022,0.00014,0.00071,0.00011,0.00012,0.00195,0.66,3.26,1.18,18.54,0.08,0,0.35,0.05
E4PR40,10,10,55.4432,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,1569894,6303918,5760550,2516558,2498069,2826842,8695932,5142265,1.10E+07,1.20E+07,3626169,1.10E+07,1.90E+07,2492781,7441412,1577945,1003391,3224739,7668841,4432372,3746851,1336736,1753606,4806701,2995010,2373159,4010170,0.00193,0.00343,0.00158,0.0028,0.00485,0.00293,0.00923,0.00341,0.00794,0.00277,0.00337,0.00585,0.00523,0.0016,0.00371,0.00288,0.00379,0.00647,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,0.00231,0.00353,0.00686,0.004,0.00352,0.00438,1.53,2.97,0.88,1.1,0.12,0.04,0.38,0.4
E4PGS7,3,3,20.4872,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,1166568,413897,2511242,768650,429591,1488814,993171,2368330,1277795,9175709,3155801,2297544,4552774,495670,515412,371065,175431,978044,172182,1442930,554977,659835,355710,1639974,3357358,935420,104836,0.00143,0.00149,0.00027,0.00147,0.00223,0.00034,0.00679,0.00071,0.00192,0.00055,0.00079,0.00177,0.0017,0.00079,0.00127,0.00323,0.00149,0.00017,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,0.00107,0.00135,0.00314,0.00104,0.00125,0.00163,1.27,2.95,1.21,1.57,0.35,0.17,0.33,0.29
E4PNM6,3,3,10.3236,"Electron transfer flavoprotein, beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1756 PE=3 SV=1",74063.4,43065.3,42973.7,8930.31,284447,197315,496565,46649.9,80841.6,325378,50027.3,264068,1293438,8593.31,140663,40379.7,46686.1,50665.7,625203,190074,514555,28985.1,121191,36531.7,93985.8,182226,524584,9.10E-05,2.60E-05,0.00018,0.0002,4.40E-05,2.10E-05,0.00024,8.20E-05,0.00055,9.60E-06,8.60E-05,9.20E-05,0.00022,3.50E-05,2.80E-05,9.00E-05,0.00029,0.00085,"Electron transfer flavoprotein, beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1756 PE=3 SV=1",9.90E-05,8.70E-05,0.00029,6.30E-05,9.60E-05,0.00041,0.88,2.93,1.53,6.54,0.44,0.13,0.33,0.1
E4PG91,10,10,39.6629,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",2040335,3222845,570740,367821,1833460,2358018,1.00E+07,510112,2656022,8653152,1962327,2877246,1.00E+07,427548,1358036,119174,530099,272603,2094138,445334,1711702,519723,1392436,445114,2047366,1849258,2272556,0.0025,0.00034,0.00116,0.00234,0.00048,0.0007,0.00641,0.00089,0.00424,0.00048,0.00025,0.00049,0.00053,0.00062,0.00034,0.00197,0.00295,0.00367,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",0.00133,0.00117,0.00385,0.00041,0.0005,0.00286,0.88,2.88,1.22,7.01,0.43,0.11,0.24,0
E4PEY7,5,5,15.8229,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_928 PE=4 SV=1,1027383,689648,208183,50668.8,149171,1813486,6599345,97253.7,911915,499503,1303030,8116444,3244110,54584.3,173661,32589.1,156742,58826.9,552089,167053,912546,108750,516690,79762.8,1089068,2235550,2516962,0.00126,0.00012,9.40E-05,0.0018,9.20E-05,0.00024,0.00037,0.00252,0.00137,6.10E-05,7.00E-05,0.00011,0.0002,0.00013,6.20E-05,0.00105,0.00357,0.00406,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_928 PE=4 SV=1,0.00049,0.00071,0.00142,7.90E-05,0.00013,0.00289,1.44,2.88,1.64,36.62,0.38,0.14,0.14,0.02
E4PLZ9,2,2,8.47147,50S ribosomal protein L24 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplX PE=3 SV=1,153351,296285,118132,22514.4,133095,398535,1208684,54855.7,138387,2440.71,279645,856762,1659936,37653.6,105086,23545.8,137365,36814.4,69026.8,98372.2,174198,51712.1,188561,158120,151251,242556,26854.2,0.00019,7.00E-05,8.40E-05,0.00039,5.20E-05,3.70E-05,1.80E-06,0.00027,0.0007,4.20E-05,5.00E-05,6.70E-05,0.00012,6.20E-05,0.00012,0.00015,0.00039,4.30E-05,50S ribosomal protein L24 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplX PE=3 SV=1,0.00011,0.00016,0.00032,5.30E-05,0.0001,0.00019,1.41,2.83,1.89,3.62,0.36,0.19,0.04,0.12
E4PFE6,2,2,6.17967,Cysteine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysK PE=3 SV=1,30958.1,18136.5,49437.7,9823.98,68703.5,106036,156402,25452.4,24907.6,36697.2,55020.1,586704,221627,5827.94,32652.9,8391.62,15926.7,10652.1,3546910,59725.8,14100.7,3364.01,39940,19754.8,5624.42,17400,5221.51,3.80E-05,2.90E-05,4.30E-05,0.00011,2.40E-05,6.60E-06,2.70E-05,0.00018,9.40E-05,6.50E-06,1.80E-05,1.90E-05,7.10E-05,4.00E-06,1.50E-05,5.40E-06,2.80E-05,8.40E-06,Cysteine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysK PE=3 SV=1,3.70E-05,4.50E-05,0.0001,1.50E-05,3.00E-05,1.40E-05,1.22,2.73,2.06,0.95,0.4,0.11,0.25,0.47
E4PKH0,3,3,13.7414,TRAP dicarboxylate transporter-DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2682 PE=4 SV=1,87970.6,1419235,386292,173731,1862645,295519,4915002,265935,2.20E+07,1226692,228342,1099612,6813796,140021,430018,100603,2172305,128476,4895332,189962,3.30E+07,232080,5940344,324021,439022,1308035,4514142,0.00011,0.00023,0.00118,0.00029,0.00025,0.0058,0.00091,0.00034,0.00288,0.00016,0.00021,0.00023,0.00022,0.00028,0.00025,0.00042,0.00209,0.00728,TRAP dicarboxylate transporter-DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2682 PE=4 SV=1,0.00051,0.00211,0.00138,0.0002,0.00025,0.00326,4.18,2.72,1.25,16.23,0.22,0.18,0.07,0.11
E4PHT9,7,7,21.5836,Sulfate adenylyltransferase subunit 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysN PE=3 SV=1,215867,80026.3,460817,145635,345478,72939.9,458248,249911,1212838,1095345,227270,2588823,854870,106343,307848,69498.7,55269.2,180351,453523,98613.8,53568.4,183472,398257,282983,320202,427808,433195,0.00026,0.00027,0.00022,7.20E-05,0.00024,0.00032,0.00081,0.0008,0.00036,0.00012,0.00015,0.00033,0.00012,0.00022,0.00022,0.00031,0.00068,0.0007,Sulfate adenylyltransferase subunit 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysN PE=3 SV=1,0.00025,0.00021,0.00066,0.0002,0.00018,0.00056,0.83,2.61,0.93,2.85,0.3,0.03,0.43,0.03
E4PP27,2,2,11.364,Protein translocase subunit SecA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=secA PE=3 SV=1,172500,98149.5,372918,128102,257514,251074,652930,147892,1202765,566980,279396,532778,2214632,193653,258569,49545.2,50905.2,78836,384960,90472.7,1.30E+07,57762.1,148558,267978,5250.49,2493679,525883,0.00021,0.00022,0.00016,0.00025,0.00014,0.00032,0.00042,0.00017,0.00094,0.00022,0.00011,0.00014,0.00011,6.90E-05,0.00021,5.10E-06,0.00398,0.00085,Protein translocase subunit SecA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=secA PE=3 SV=1,0.0002,0.00024,0.00051,0.00015,0.00013,0.00161,1.18,2.55,0.83,10.41,0.27,0.12,0.32,0.15
E4PII1,3,3,11.5226,Methionine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metG PE=3 SV=1,312353,800381,711595,319676,1247640,132683,1935714,359413,2266985,1506629,1.00E+07,2438653,5164100,170578,892185,87449.4,533206,145730,331542,133108,557589,295037,907944,599460,1.70E+07,1542485,382129,0.00038,0.00042,0.00079,0.00013,0.00034,0.0006,0.00112,0.00076,0.00218,0.00019,0.00019,0.00026,0.00016,0.00035,0.00046,0.01656,0.00246,0.00062,Methionine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metG PE=3 SV=1,0.00053,0.00036,0.00135,0.00021,0.00032,0.00655,0.67,2.54,1.52,30.66,0.2,0.07,0.15,0.14
E4PH82,9,9,38.4234,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2421 PE=4 SV=1,568660,886683,1289187,331072,1294758,1339529,3283020,536220,1058682,3788334,673631,3328900,4513126,228197,865172,215641,344846,219183,1.70E+07,341614,474340,536979,685181,495372,643626,779755,656776,0.0007,0.00077,0.00082,0.00133,0.00051,0.00028,0.0028,0.00103,0.00191,0.00025,0.00046,0.0004,0.0004,0.00064,0.00038,0.00062,0.00124,0.00106,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2421 PE=4 SV=1,0.00076,0.0007,0.00191,0.00037,0.00048,0.00097,0.93,2.52,1.29,2.63,0.43,0.04,0.18,0.02
E4PLY4,4,4,15.4643,30S ribosomal protein S7 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsG PE=3 SV=1,799078,1637624,1359917,410560,1266691,397168,4597933,760619,2018752,1450509,4686386,8427777,6568166,602494,1528810,141812,671755,394495,2922417,982604,2927930,457095,1303081,1086287,4466255,1710866,4472278,0.00098,0.00081,0.0008,0.00039,0.00072,0.00053,0.00107,0.00261,0.00277,0.00067,0.0003,0.00072,0.00116,0.00055,0.00084,0.0043,0.00273,0.00722,30S ribosomal protein S7 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsG PE=3 SV=1,0.00086,0.00055,0.00215,0.00056,0.00085,0.00475,0.64,2.5,1.51,8.44,0.02,0.04,0.13,0.02
E4PNU7,3,3,17.8458,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3013 PE=4 SV=1,314240,560908,991574,482696,320079,768830,1467433,908397,843768,2247852,509580,1604161,1781085,291436,1628131,166864,294140,298744,267090,629779,1037906,463989,94187.5,662982,659339,645676,673274,0.00039,0.00059,0.0002,0.00076,0.00086,0.00022,0.00166,0.0005,0.00075,0.00032,0.00036,0.00054,0.00074,0.00056,0.00051,0.00063,0.00103,0.00109,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3013 PE=4 SV=1,0.00039,0.00061,0.00097,0.00041,0.0006,0.00092,1.56,2.47,1.48,2.25,0.19,0.1,0.06,0.02
E4PMU3,6,6,27.533,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metE PE=3 SV=1,153414,1669168,2383542,1588348,3326127,1121845,9306422,1776872,6569027,1680436,2169060,7629826,1.30E+07,1439089,3114009,590193,2055669,1090083,1891058,1519968,5841847,1464155,5471032,1996047,3651866,3236058,2115952,0.00019,0.00142,0.0021,0.00111,0.00168,0.00174,0.00124,0.00237,0.00555,0.0016,0.00126,0.00198,0.0018,0.00175,0.00154,0.00351,0.00516,0.00341,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metE PE=3 SV=1,0.00124,0.00151,0.00305,0.00161,0.0017,0.00403,1.22,2.47,1.05,2.5,0.34,0.13,0.36,0.01
E4PF58,10,10,50.7142,Phosphogluconate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=edd PE=3 SV=1,5549137,1182760,1615255,761228,898248,1341673,1341029,1219617,1075705,1.10E+07,2129671,9071850,2.30E+07,486354,1616134,329417,1408493,749605,863395,1040101,1302644,365719,1402462,1139812,2898828,2611244,3792039,0.00681,0.00096,0.00057,0.00133,0.00115,0.00028,0.00803,0.00281,0.00953,0.00054,0.0007,0.00136,0.00123,0.00044,0.00088,0.00279,0.00417,0.00612,Phosphogluconate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=edd PE=3 SV=1,0.00278,0.00092,0.00679,0.00087,0.00085,0.00436,0.33,2.44,0.98,5.02,0.21,0.12,0.48,0.01
E4PF42,8,8,32.9673,"ABC-type sugar transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2158 PE=4 SV=1",1191442,1983265,475077,395915,907083,2739893,1.00E+07,553589,1703986,3593050,1142407,3562594,4490200,320036,484940,140065,341040,191960,638525,375287,1501399,551908,981760,404098,1588671,918249,1350973,0.00146,0.00028,0.00057,0.00271,0.00052,0.00045,0.00266,0.00111,0.0019,0.00036,0.0003,0.00035,0.00044,0.00066,0.00031,0.00153,0.00147,0.00218,"ABC-type sugar transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2158 PE=4 SV=1",0.00077,0.00123,0.00189,0.00033,0.00047,0.00172,1.59,2.44,1.41,5.16,0.3,0.06,0.13,0
E4PHE4,10,10,49.7816,ATP synthase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpA PE=3 SV=1,4713216,6109997,5667585,2076402,1.30E+07,6654950,3.10E+07,3570382,1.60E+07,2.80E+07,7918163,3.00E+07,2.60E+07,2761364,8665141,1346515,4034902,2641388,1.90E+07,4252577,8401026,2592850,7693913,5634980,5926738,7275320,1.00E+07,0.00578,0.00337,0.00817,0.00659,0.00337,0.00435,0.02093,0.0092,0.01103,0.00307,0.00287,0.00479,0.00502,0.0031,0.00435,0.0057,0.01161,0.01659,ATP synthase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpA PE=3 SV=1,0.00578,0.00477,0.01372,0.00358,0.00416,0.0113,0.83,2.38,1.16,3.16,0.29,0.06,0.26,0.04
E4PN47,7,7,38.7104,Adenosylhomocysteinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ahcY PE=3 SV=1,931695,547909,1484069,703429,1392133,818291,1250984,1132969,1726430,3686672,905610,3953268,6906580,614867,697702,345468,462903,685359,154904,509526,976323,588982,667203,1039681,589455,1046878,2594175,0.00114,0.00088,0.00088,0.00081,0.00107,0.00046,0.00273,0.00123,0.00292,0.00068,0.00074,0.00124,0.0006,0.0007,0.0008,0.00057,0.00167,0.00419,Adenosylhomocysteinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ahcY PE=3 SV=1,0.00097,0.00078,0.00229,0.00089,0.0007,0.00214,0.8,2.37,0.79,2.41,0.2,0.04,0.19,0.16
E4PQJ1,3,3,8.04316,Signal transduction protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_770 PE=4 SV=1,75584.7,33319.7,24738.9,4767.2,41392.9,11781.6,479921,49188.1,79372.9,219251,15462.7,131002,264745,6142.71,26275.4,861.866,59248.2,707.486,4200.35,86.8664,131826,20239.7,8832.47,17186.5,269.569,31126.4,184649,9.30E-05,1.50E-05,2.60E-05,1.20E-05,4.60E-05,2.10E-05,0.00016,4.10E-05,0.00011,6.80E-06,1.80E-06,1.30E-06,1.00E-07,2.40E-05,1.30E-05,2.60E-07,5.00E-05,0.0003,Signal transduction protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_770 PE=4 SV=1,4.50E-05,2.60E-05,0.0001,3.30E-06,1.30E-05,0.00012,0.59,2.36,3.78,34.93,0.26,0.12,0.13,0.14
E4PHH1,2,2,8.3928,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,86690.7,115154,28617.4,8427.18,3717.65,122844,494584,13118.5,226935,120847,50274.3,330636,225568,2141.66,6314.21,1095.64,4123.73,9.14943,25713.5,10143.3,38734.2,7118.19,9247.05,2485.83,47042.6,8863.09,1463.47,0.00011,1.70E-05,2.40E-06,0.00012,1.20E-05,6.00E-05,8.90E-05,0.0001,9.50E-05,2.40E-06,2.30E-06,1.70E-08,1.20E-05,8.50E-06,1.90E-06,4.50E-05,1.40E-05,2.40E-06,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,4.20E-05,6.50E-05,9.60E-05,1.60E-06,7.50E-06,2.10E-05,1.54,2.29,4.73,13.04,0.32,0.09,0.06,0.11
E4PHV4,2,2,7.63528,Acyl-CoA dehydrogenase family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2478 PE=3 SV=1,78707.1,175462,194151,128794,20988.3,6737.98,9.30265,183099,10779.3,476828,13190.7,22545.7,341808,64712,79189.4,24078.8,2207.85,34003.1,10956.4,98968.2,10827.9,24776.6,2275.53,162474,2.20E+07,43471.2,4850.53,9.70E-05,0.00012,1.30E-05,6.70E-06,0.00017,2.90E-06,0.00035,7.00E-06,0.00014,7.20E-05,5.10E-05,6.20E-05,0.00012,3.00E-05,0.00013,0.02156,6.90E-05,7.80E-06,Acyl-CoA dehydrogenase family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2478 PE=3 SV=1,7.50E-05,6.10E-05,0.00017,6.20E-05,9.10E-05,0.00721,0.81,2.24,1.47,116.91,0.42,0.21,0.2,0.19
E4PL39,2,2,5.49262,30S ribosomal protein S21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsU PE=3 SV=1,434411,366970,528657,225271,610571,282000,788851,280399,819012,929466,1577987,3881292,1884314,227402,793021,103957,259462,236078,1006985,227432,3671430,254617,528775,315944,2154879,640147,794066,0.00053,0.00031,0.00039,0.00028,0.00026,0.00022,0.00069,0.0012,0.0008,0.00025,0.00022,0.00043,0.00027,0.0003,0.00024,0.00207,0.00102,0.00128,30S ribosomal protein S21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsU PE=3 SV=1,0.00041,0.00025,0.0009,0.0003,0.00027,0.00146,0.62,2.18,0.91,4.85,0.04,0.02,0.35,0.01
E4PHT8,2,2,8.6188,Sulfate adenylyltransferase subunit 2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysD PE=3 SV=1,630314,504928,511031,220920,967167,465583,1385446,701456,2147556,1105861,5234015,3514836,4192864,179084,1350658,127523,267155,128953,486761,236841,452519,218187,330876,350870,511760,2862783,277439,0.00077,0.0003,0.00061,0.00046,0.00066,0.00057,0.00082,0.00109,0.00177,0.0002,0.00027,0.00023,0.00028,0.00026,0.00027,0.00049,0.00457,0.00045,Sulfate adenylyltransferase subunit 2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysD PE=3 SV=1,0.00056,0.00056,0.00123,0.00024,0.00027,0.00184,1,2.18,1.15,7.81,0.5,0.05,0.09,0.15
E4PKZ7,3,3,11.9994,Nitrogen regulatory protein PII OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_275 PE=3 SV=1,217925,648013,747463,130281,1138718,219024,3446023,372212,2391628,795543,577504,2320098,4145158,53814.6,318485,45074.2,305396,83059.9,42168.6,126583,1043725,170794,758103,210419,461229,656481,717638,0.00027,0.00044,0.00072,0.00022,0.00035,0.00063,0.00059,0.00072,0.00175,6.00E-05,9.60E-05,0.00015,0.00015,0.0002,0.00016,0.00044,0.00105,0.00116,Nitrogen regulatory protein PII OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_275 PE=3 SV=1,0.00048,0.0004,0.00102,0.0001,0.00017,0.00088,0.84,2.14,1.68,8.64,0.35,0.12,0.04,0.01
