Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,extracted_gn,resolved_locus_tag,resolution_method
Q7V0J3,PMM1263,2,2,0.000110241,0.000122111,0.000163364,6.53314e-05,0.00011745,0.000147102,5.65125e-05,0.000231893,0.000146821,0.000177432,0.00017696,0.000129717,7.44905e-05,0.000186752,0.000166429,8.1645e-05,0.000285623,0.000203021,0.000131905,0.000109961,0.000145075,0.00016137,0.000142557,0.000190096,0.244387072,0.833638234,0.408218063,1.099846423,0.351525236,0.883419831,0.331905543,1.178017407,Ornithine carbamoyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=argF PE=3 SV=1,-0.2625066479604273,0.1373020871638732,-0.1788288765411799,0.2363608573407289,argF,PMM1263,locus_tag:KEGG
Q7V0S4,PMM1180,2,2,0.000163179,9.2041e-05,0.000116437,0.000108493,0.000121847,0.000125192,0.0001054,0.000171008,0.00012955,0.00015343,8.78284e-05,5.36809e-05,7.39851e-05,0.000173378,6.30835e-05,5.95413e-05,3.54391e-05,2.94961e-05,0.000123886,0.000118511,0.000135319,9.83132e-05,0.000103482,4.14922e-05,0.407385122,0.956611261,0.353584943,1.092290101,0.461780505,1.052577334,0.068812415,0.422040848,Signal peptide peptidase SppA (Protease IV) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=sppA PE=4 SV=1,-0.0639953204006601,0.1273560720918947,0.073926233557353,-1.2445454553031114,sppA,PMM1180,locus_tag:KEGG
Q7V2H5,PMM0502,2,2,0.000452817,0.000504981,0.000478827,0.000500816,0.000419511,0.000355316,0.00026072,0.000509063,0.000790701,0.000325907,0.000186532,0.000368993,0.000233107,0.000224284,0.000339778,0.000328821,0.000184685,0.000669496,0.000478875,0.000425214,0.000520161,0.000293811,0.000265723,0.000394334,0.148147318,0.887944437,0.400837507,1.08621514,0.266911886,0.904402509,0.274668863,1.342136004,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0502 PE=4 SV=1,-0.1714586919296832,0.119309877241162,-0.1449631004573226,0.424530872994518,PMM0502,PMM0502,locus_tag:KEGG
Q7V1N8,PMM0825,2,2,0.000145555,0.000176898,7.27966e-05,0.000153758,0.000333895,6.30013e-05,0.000209903,8.66897e-05,0.000130921,2.95572e-05,0.000130282,8.12942e-05,0.000261386,0.000155253,7.31075e-05,0.00018427,0.000102075,8.32476e-05,0.00013175,0.000183551,0.000142505,8.03777e-05,0.000163249,0.000123198,0.288372415,1.393178867,0.415864023,1.081629965,0.192394934,2.031018859,0.185424605,1.532733786,Carbamoyl-phosphate synthase large chain OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=carB PE=3 SV=1,0.4783804940970376,0.1132070250741526,1.022203635822868,0.6161071432008363,carB,PMM0825,locus_tag:KEGG
Q7V1J4,PMM0876,2,2,0.000457764,0.000299317,0.000306261,0.000324973,0.000276415,0.000445264,0.000381455,0.00034311,0.000413885,0.000404829,0.000285788,0.000287216,0.000627124,0.000215186,0.00026981,0.000402993,0.000517223,0.000254339,0.000354447,0.000348884,0.000379483,0.000325944,0.000370707,0.000391518,0.471080749,0.984304218,0.337906062,1.070634022,0.334255761,1.137330707,0.24345997,1.201181577,Conserved hypothetical OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0876 PE=4 SV=1,-0.0228238179725332,0.0984654036377666,0.1856518144557529,0.2644542529892506,PMM0876,PMM0876,locus_tag:KEGG
Q7TU27,PMM1554,2,2,0.000253749,0.00034368,0.000481296,0.000229422,0.000430784,0.000529807,1.1242e-05,0.001117408,5.97463e-07,0.000122528,0.000148777,0.000588591,0.000100842,0.000163603,0.000396698,1.00449e-05,0.001127549,0.000193724,0.000359575,0.000396671,0.000376416,0.000286632,0.000220381,0.000443773,0.376872776,1.103166544,0.48322753,1.046835254,0.203768372,0.768864033,0.349312219,1.548232499,30S ribosomal protein S19 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpsS PE=3 SV=1,0.141650609664694,0.0660344155843224,-0.3791996023701071,0.6306221381280293,rpsS,PMM1554,locus_tag:KEGG
Q7V3K0,PMM0075,2,2,0.00038907,0.000406158,0.000787729,0.000362024,0.000338847,0.000951915,0.000244996,0.000270787,0.00109592,7.92774e-05,0.000105931,0.000765999,0.000263818,0.000116357,0.000733238,0.000104283,0.000395999,0.000754745,0.000527652,0.000550928,0.000537234,0.000317069,0.000371138,0.000418342,0.4635688,1.044112259,0.488346139,1.018158934,0.250555105,1.170525923,0.373497045,1.319403322,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0075 PE=4 SV=1,0.0622768333597722,0.025962782824634,0.2271568853849231,0.3998856424557278,PMM0075,PMM0075,locus_tag:KEGG
Q7V1J5,PMM0875,2,2,0.000490938,0.000621449,0.000131108,0.000375842,0.000696975,0.000177669,0.000301511,0.000343692,0.000596333,0.000859088,0.000939714,9.23105e-05,0.000594721,0.001205497,0.000201084,0.00081936,0.000563163,7.10232e-05,0.000414499,0.000416829,0.000413845,0.000630371,0.0006671,0.000484515,0.495852412,1.005622062,0.498585151,0.998424187,0.418508828,1.058266922,0.348343835,0.768619998,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0875 PE=4 SV=1,0.0080882060135103,-0.0022752107249731,0.081703557959705,-0.3796575818744936,PMM0875,PMM0875,locus_tag:KEGG
Q7V1I8,PMM0883,2,2,0.011784832,0.011717801,0.00608533,0.009881939,0.012098865,0.00561603,0.01031337,0.008465236,0.010719079,0.011172186,0.017281256,0.005974881,0.011866016,0.017033634,0.005733963,0.016195218,0.011564647,0.008409487,0.009862654,0.009198945,0.009832562,0.011476108,0.011544538,0.01205645,0.40832231,0.932704771,0.494391808,0.996948828,0.42354126,1.005962819,0.445470642,1.050569648,Flavin_Reduct domain-containing protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0883 PE=4 SV=1,-0.1005075977505122,-0.0044086398980762,0.0085769832392629,0.0711718093155023,PMM0883,PMM0883,locus_tag:KEGG
Q7V2R1,PMM0410,2,2,0.000618288,0.000415874,0.000938942,0.000789075,0.000481736,0.000854477,0.000520014,0.000661218,0.000784833,0.00049912,0.000414064,0.000711025,0.000426626,0.000422101,0.000942769,0.000591413,0.000269342,0.000701856,0.000657701,0.000708429,0.000655355,0.000541403,0.000597165,0.00052087,0.401724224,1.077129136,0.494837142,0.996432584,0.301228392,1.102996455,0.451110911,0.962074914,30S ribosomal protein S4 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpsD PE=3 SV=1,0.1071912236039923,-0.0051558954617691,0.1414281541549178,-0.0557788580143729,rpsD,PMM0410,locus_tag:KEGG
Q7V3N9,PMM0035,2,2,0.000621308,0.000242772,0.000627683,0.000692045,0.00043025,0.000976437,0.000246365,0.000429701,0.000791772,0.000405151,0.000103679,0.000905041,0.000482762,0.000171623,0.000871888,0.000129514,0.000107053,0.000229967,0.000497255,0.000699577,0.00048928,0.00047129,0.000508758,0.000155511,0.187299597,1.406879803,0.485389368,0.983962058,0.200519603,1.079499375,0.12654845,0.32996928,Soluble hydrogenase small subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=DHSS PE=3 SV=1,0.4924990769588292,-0.0233254091913455,0.1103624080805092,-1.5995963784606946,DHSS,PMM0035,locus_tag:KEGG
Q7TUH1,PMM0159,2,2,5.00938e-05,1.07598e-05,9.04332e-05,7.33437e-05,2.24243e-05,0.000120323,3.96599e-05,9.25075e-05,1.12325e-05,2.97371e-05,7.81226e-07,0.000102885,2.40469e-05,2.28941e-06,0.000135632,4.08259e-07,0.0,3.25488e-06,5.04289e-05,7.20303e-05,4.78e-05,4.44678e-05,5.39893e-05,1.22105e-06,0.292621887,1.428352807,0.470260701,0.947867952,0.252163896,1.2141204,0.113955486,0.027459135,NAD(P)H-quinone oxidoreductase subunit I OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ndhI PE=3 SV=1,0.5143523729544098,-0.0772420043965499,0.279911495621609,-5.186570010424669,ndhI,PMM0159,locus_tag:KEGG
Q7V0I6,PMM1271,2,2,0.000191681,0.000120705,0.000153846,0.000358075,0.000190287,0.000153929,0.000217162,3.37057e-05,0.000186689,0.000182892,6.13023e-05,1.1742e-05,0.000179452,6.00485e-05,8.53528e-05,0.000125751,0.000243425,0.000388143,0.000155411,0.000234097,0.000145852,8.5312e-05,0.000108284,0.000252439,0.149947214,1.506312336,0.440912862,0.938494776,0.230066257,1.269274137,0.070635423,2.959013092,5'-nucleotidase SurE OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=surE PE=3 SV=1,0.5910209458917844,-0.0915793803691663,0.3440036951662965,1.5651160796753598,surE,PMM1271,locus_tag:KEGG
Q7V2Z6,PMM0301,2,2,2.47854e-05,1.52567e-05,3.11455e-05,4.25589e-05,9.18519e-06,3.60174e-05,9.04419e-06,3.15902e-05,2.61211e-05,1.216e-05,9.69336e-06,3.69586e-05,8.35747e-06,7.38522e-06,2.91162e-05,2.22594e-05,2.19481e-05,5.40072e-05,2.37292e-05,2.92539e-05,2.22519e-05,1.9604e-05,1.4953e-05,3.27383e-05,0.323920002,1.232821335,0.432980056,0.937741561,0.053253992,0.762750758,0.196689189,1.669979398,S-methyl-5'-thioadenosine phosphorylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=mtnP PE=3 SV=1,0.301963734220657,-0.0927377201605561,-0.3907163863734371,0.7398303047432978,mtnP,PMM0301,locus_tag:KEGG
Q7V1D0,PMM0946,2,2,1.51351e-05,2.02413e-05,5.70769e-05,5.63863e-05,4.0365e-05,8.50076e-05,7.53305e-05,7.45048e-06,3.54823e-06,1.29268e-05,1.24107e-05,6.05142e-05,8.41441e-06,1.94974e-05,9.21624e-05,3.12022e-05,6.12751e-06,5.97075e-05,3.08178e-05,6.05863e-05,2.87764e-05,2.86173e-05,4.00247e-05,3.23457e-05,0.092144884,1.965953031,0.471458935,0.933760292,0.198293784,1.398621628,0.437455353,1.130287275,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=gatA PE=3 SV=1,0.9752288543576256,-0.0988758553677834,0.4840057200153503,0.1766894961314873,gatA,PMM0946,locus_tag:KEGG
Q7UZQ2,PMM1606,2,2,5.85157e-05,6.09908e-05,0.000101149,5.88084e-05,1.0934e-05,8.60483e-05,2.3205e-05,0.000131011,5.09078e-05,3.73251e-05,4.88151e-05,0.000103877,2.91934e-05,3.75058e-05,2.9267e-05,1.01391e-05,5.45202e-05,2.88229e-05,7.3552e-05,5.19302e-05,6.83745e-05,6.33392e-05,3.19887e-05,3.11607e-05,0.22571896,0.706034103,0.445015593,0.929607685,0.142286479,0.505039015,0.127480539,0.491966095,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=glmS PE=3 SV=1,-0.5021902243643902,-0.1053060994392826,-0.9855332524232316,-1.023369202617266,glmS,PMM1606,locus_tag:KEGG
Q7V2M2,PMM0453,2,2,0.000205706,0.00015317,0.00065202,0.000451875,0.000144238,0.000630181,6.50665e-05,0.000746434,0.000114259,0.000266994,0.000218402,0.000839884,0.000161735,0.000214601,0.000677903,0.000141938,0.001011871,0.000206805,0.000336965,0.000408765,0.000308586,0.00044176,0.000351413,0.000453538,0.376262155,1.213076995,0.460748449,0.915780427,0.095045144,0.795483867,0.487151385,1.026661384,3-oxoacyl-[acyl-carrier-protein] reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=fabG PE=3 SV=1,0.2786711224117779,-0.1269263643067797,-0.3300954229546851,0.0379604268581664,fabG,PMM0453,locus_tag:KEGG
Q7V0G2,PMM1298,2,2,0.000148495,0.000419677,0.000411988,0.00017765,0.000569152,0.000124778,0.000255835,0.000420719,0.00020226,0.000201933,0.00065413,0.000228027,0.000227229,0.000308835,0.000209318,0.000228988,0.000262332,0.000268064,0.00032672,0.000290527,0.000292938,0.000361363,0.000248461,0.000253128,0.419081728,0.889221605,0.387784115,0.896601574,0.217999928,0.687564432,0.251312389,0.70048133,Dihydrolipoyl dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=lpdA PE=3 SV=1,-0.1693850936123144,-0.1574610628197502,-0.5404331793681209,-0.5135814960162259,lpdA,PMM1298,locus_tag:KEGG
Q7V2E4,PMM0536,2,2,0.000287992,0.000230847,0.000266613,0.000339385,0.000193268,0.000315795,0.00024017,0.000305329,0.00012621,0.000351626,0.000232364,0.000446347,0.00027036,0.000286771,0.000424381,0.000193362,0.0003063,0.000583398,0.000261817,0.000282816,0.000223903,0.000343446,0.000327171,0.00036102,0.34296117,1.080203342,0.264017149,0.855187933,0.359383951,0.952613298,0.450019655,1.051171098,Putative GTP cyclohydrolase I OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=folE PE=4 SV=1,0.1113029169087138,-0.2256865986155367,-0.0700374067515126,0.0719975143485138,folE,PMM0536,locus_tag:KEGG
Q7V0I9,PMM1268,2,2,0.000142184,0.000129705,0.000101531,0.000138766,0.00012657,0.000113206,9.50289e-05,0.000112752,0.000110886,0.00014437,0.000112694,9.78893e-05,0.000119525,0.000110525,8.44932e-05,0.000112531,0.000126781,9.03994e-05,0.000124473,0.000126181,0.000106222,0.000118318,0.000104848,0.000109904,0.454755776,1.013717001,0.120557515,0.853372925,0.087942141,0.886155462,0.326262662,0.92888774,Putative precorrin-6y methylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=cobL PE=4 SV=1,0.0196549519088696,-0.2287517560707074,-0.1743682758116643,-0.1064238435232294,cobL,PMM1268,locus_tag:KEGG
Q7V381,PMM0204,2,2,0.00100175,0.000523717,0.002772787,0.001081915,0.000901455,0.002163932,0.000636954,0.000592555,0.00240204,0.00036575,0.00058434,0.003079903,0.000891096,0.000497711,0.002644326,0.000910745,0.000660773,0.003439053,0.001432751,0.001382434,0.001210516,0.001343331,0.001344378,0.001670191,0.476121489,0.964880869,0.40927052,0.84488949,0.498682486,1.000779065,0.402793709,1.243320172,50S ribosomal protein L11 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplK PE=3 SV=1,-0.051577266820222,-0.243165443025364,0.0011235156229842,0.3141978579972952,rplK,PMM0204,locus_tag:KEGG
Q7V1X7,PMM0719,2,2,0.002558857,0.001154283,0.001536698,0.003118876,0.001130553,0.001683523,0.001619717,0.000607778,0.00220598,0.002738213,0.00085605,0.001259512,0.002423401,0.000705039,0.001549998,0.001367509,0.000258523,0.001085288,0.001749946,0.001977651,0.001477825,0.001617925,0.001559479,0.000903773,0.384710045,1.130121061,0.343431839,0.844497435,0.388560447,0.963876256,0.170651006,0.55860008,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0719 PE=4 SV=1,0.1764773255159934,-0.2438350537652598,-0.0530801520776698,-0.840112314653683,PMM0719,PMM0719,locus_tag:KEGG
Q7V309,PMM0286,2,2,0.000466762,0.000739744,0.000301028,0.000876747,0.000902437,0.000293171,0.000237942,0.000726128,0.000264969,0.000905424,0.000329189,0.000345764,0.000758682,0.000349453,0.000221485,0.000207691,0.000465809,0.000391064,0.000502511,0.000690785,0.00040968,0.000526792,0.000443207,0.000354855,0.235289214,1.374666017,0.336043814,0.815264665,0.12564037,0.841331008,0.223705662,0.673613729,NUDIX hydrolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0286 PE=4 SV=1,0.4590811501678673,-0.2946596074478306,-0.249254577823243,-0.5700065524474638,PMM0286,PMM0286,locus_tag:KEGG
Q7V189,PMM0993,2,2,0.000530067,0.000314765,0.000684991,0.000705695,0.000205032,0.000877108,0.000171314,0.000460386,0.000601319,0.000500501,6.89869e-05,0.000601817,0.000211862,7.23311e-05,0.000791743,0.000123979,0.000548324,0.000532667,0.000509941,0.000595945,0.000411006,0.000390435,0.000358645,0.000401657,0.362825973,1.168655016,0.291587363,0.805987949,0.420324342,0.9185783,0.480387309,1.028741492,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0993 PE=3 SV=1,0.2248491127954563,-0.3111698269131677,-0.1225253923781115,0.0408804991765102,PMM0993,PMM0993,locus_tag:KEGG
Q7UZK6,PMM1657,2,2,3.27193e-05,6.07398e-05,0.000125248,6.58078e-05,4.39393e-05,0.000167941,2.9127e-05,8.6245e-05,5.99993e-05,2.61896e-05,0.000124598,5.88965e-05,1.5298e-05,0.000135458,1.80241e-05,2.98876e-05,6.39561e-05,0.000136911,7.29022e-05,9.25629e-05,5.84571e-05,6.98946e-05,5.62599e-05,7.69181e-05,0.348657355,1.269685323,0.337463097,0.801856383,0.229612761,0.804925321,0.438836793,1.100486756,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=clpX PE=3 SV=1,0.3444709858163561,-0.3185842298873712,-0.3130731551640646,0.1381417829685936,clpX,PMM1657,locus_tag:KEGG
Q7V2A0,PMM0583,2,2,0.000276649,0.000489074,0.000590676,0.000356259,0.000706165,0.000537425,0.000205756,0.000711607,0.000145807,0.000466649,0.000266408,0.000713387,0.000267922,0.000366878,0.000695403,0.000100445,0.000299464,0.000243276,0.000452133,0.000533283,0.00035439,0.000482148,0.000443401,0.000214395,0.292728344,1.179483748,0.326800097,0.783818995,0.349799137,0.91963726,0.066406747,0.444666435,Uroporphyrinogen decarboxylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=hemE PE=3 SV=1,0.2381555399497039,-0.3514075593799445,-0.1208631754512732,-1.1692045858278295,hemE,PMM0583,locus_tag:KEGG
Q7V3C5,PMM0153,2,2,4.72112e-05,1.82909e-05,0.000105587,0.000126314,2.11499e-05,9.52798e-05,3.7814e-05,2.39661e-05,7.22709e-05,4.54651e-05,1.94545e-05,7.9715e-05,2.84032e-05,2.08122e-05,0.000106841,4.27924e-05,0.000136112,0.000241484,5.70296e-05,8.09147e-05,4.46837e-05,4.82116e-05,5.20187e-05,0.000140129,0.2930952,1.418820423,0.348140473,0.783517724,0.397204054,1.078968068,0.100106304,2.906548943,Methylenetetrahydrofolate reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0153 PE=3 SV=1,0.5046920021948459,-0.3519621845319591,0.1096521689781718,1.5393072021286802,PMM0153,PMM0153,locus_tag:KEGG
Q7V2R7,PMM0402,2,2,0.000259026,0.000250321,0.000180053,0.000215902,0.000208148,0.000108788,0.000125385,0.000328862,7.63192e-05,0.000111673,0.000165583,0.000134556,0.000373458,0.000148086,0.000153572,0.000121334,0.00029581,3.68398e-05,0.0002298,0.000177613,0.000176855,0.000137271,0.000225039,0.000151328,0.143849384,0.772901354,0.275101182,0.769605213,0.211053376,1.639381875,0.432726395,1.102406476,Putative long-chain-fatty-acid--CoA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=fadD PE=4 SV=1,-0.3716438012761452,-0.3778095235031903,0.71315195266646,0.1406562681781028,fadD,PMM0402,locus_tag:KEGG
Q7TUA0,PMM0869,2,2,3.64856e-05,8.49947e-05,0.00027559,2.3554e-05,3.37691e-05,0.000303868,1.49797e-05,0.000258863,2.47009e-05,4.104e-05,0.000431996,0.000235669,1.40163e-05,2.16775e-05,0.000181546,1.65193e-05,0.000114104,0.000113074,0.000132357,0.000120397,9.95146e-05,0.000236235,7.24134e-05,8.12326e-05,0.461833386,0.909638605,0.388187221,0.7518657,0.157932944,0.306531213,0.128620494,0.34386357,30S ribosomal protein S18 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpsR PE=3 SV=1,-0.1366346114793368,-0.4114531075155018,-1.705894108907465,-1.5400918146268727,rpsR,PMM0869,locus_tag:KEGG
Q7V122,PMM1065,2,2,0.00047981,0.000415366,0.000371261,0.000530188,0.000474857,0.000454755,0.000230171,0.000323794,0.000354748,0.000620318,0.00021081,0.000330682,0.000479697,0.000180274,0.00047832,0.000218961,0.000354022,0.000339049,0.000422146,0.0004866,0.000302904,0.00038727,0.000379431,0.00030401,0.085817524,1.152681836,0.035752467,0.717534927,0.467068259,0.979756621,0.27668499,0.785008523,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1065 PE=3 SV=1,0.2049943543012343,-0.478879036223363,-0.029504677581347,-0.3492197771594255,PMM1065,PMM1065,locus_tag:KEGG
Q7V144,PMM1042,2,2,2.43603e-05,2.37412e-05,0.000303976,5.69409e-05,2.21001e-05,0.000185844,9.72218e-05,0.000112816,3.8729e-05,1.58429e-05,3.14188e-05,0.000508562,1.0112e-05,3.25258e-05,0.000237901,6.57951e-05,0.000120102,0.00011649,0.000117359,8.8295e-05,8.29222e-05,0.000185275,9.35129e-05,0.000100796,0.398541031,0.752347372,0.368962018,0.706566699,0.206461593,0.504726077,0.31545563,0.544033338,Conserved hpothetical protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1042 PE=4 SV=1,-0.4105291615102161,-0.5011023393181431,-0.9864274685507972,-0.8782330333132545,PMM1042,PMM1042,locus_tag:KEGG
Q7UZJ1,PMM1673,2,2,0.000752753,0.000596211,0.000657589,0.001153693,0.000556601,0.000939095,0.000270029,0.000415858,0.000633056,0.000399819,0.000247758,0.000469462,0.00059184,0.000269351,0.000460887,0.00028879,0.000271797,0.001199993,0.000668851,0.00088313,0.000439648,0.000372346,0.000440692,0.00058686,0.150384469,1.320367921,0.058381814,0.657317401,0.193986653,1.183555289,0.265709592,1.576113624,50S ribosomal protein L9 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplI PE=3 SV=1,0.4009399931002204,-0.6053379172256972,0.2431271021882846,0.6563715442310994,rplI,PMM1673,locus_tag:KEGG
Q7V3F8,PMM0117,2,2,0.000137758,0.000125228,5.53304e-05,2.21905e-05,0.000102989,6.36894e-05,5.5488e-05,0.000108452,4.43662e-05,0.000142479,8.50077e-05,3.96767e-05,9.05495e-05,7.24922e-05,5.77066e-05,0.000120287,0.000160507,5.06498e-06,0.000106105,6.29562e-05,6.94353e-05,8.90543e-05,7.35828e-05,9.52865e-05,0.140596034,0.593337688,0.160359013,0.654400731,0.262335687,0.826268544,0.457825686,1.0699817,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0117 PE=4 SV=1,-0.7530746711593421,-0.6117537350406379,-0.2753173494027394,0.0975861222852829,PMM0117,PMM0117,locus_tag:KEGG
Q7V373,PMM0212,2,2,6.37529e-05,5.07678e-05,0.000147078,4.75304e-05,4.77185e-05,0.000205628,3.64834e-05,3.32894e-05,9.86178e-05,4.28473e-05,4.89733e-05,0.000211212,3.11905e-05,4.98243e-05,0.000138211,2.85045e-05,4.40469e-05,7.41162e-05,8.71994e-05,0.000100292,5.61302e-05,0.000101011,7.30751e-05,4.88892e-05,0.419886444,1.150147245,0.223668656,0.643698938,0.172762226,0.723439191,0.205108284,0.484000419,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0212 PE=4 SV=1,0.201818570763393,-0.635542006253188,-0.4670563394015184,-1.0469197984433594,PMM0212,PMM0212,locus_tag:KEGG
Q7UZU7,PMM1558,2,2,0.001628536,0.00215122,0.001247546,0.002634793,0.002963967,0.001337154,0.001147714,0.001777802,0.000175015,0.000983924,0.001581291,0.001005882,0.001096548,0.001241566,0.001178348,0.000595827,0.001794071,0.000881016,0.001675767,0.002311971,0.001033511,0.001190366,0.001172154,0.001090305,0.160227479,1.379649349,0.147991249,0.616738779,0.460302335,0.984700935,0.409793646,0.915940834,50S ribosomal protein L3 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplC PE=3 SV=1,0.464301638930433,-0.6972685326446073,-0.0222424668720457,-0.1266736857044806,rplC,PMM1558,locus_tag:KEGG
Q7V0G5,PMM1294,2,2,0.010395081,0.003245921,0.016028156,0.007093611,0.003244407,0.016860927,0.006241272,0.004438393,0.007319858,0.009842782,0.00192554,0.022769088,0.009160703,0.002008197,0.016620672,0.006456615,0.00442067,0.008480021,0.009889719,0.009066315,0.005999841,0.01151247,0.009263191,0.006452435,0.44398441,0.916741396,0.181529537,0.606674533,0.185141113,0.804622359,0.22966865,0.560473562,Putative nickel-containing superoxide dismutase (NISOD) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1294 PE=4 SV=1,-0.1254132741809986,-0.7210053437369965,-0.3136162664810772,-0.8352817733661536,PMM1294,PMM1294,locus_tag:KEGG
Q7UZK7,PMM1656,2,2,0.00011519,2.13617e-05,8.78443e-05,0.00011405,6.94357e-06,0.000122016,3.48923e-05,8.53502e-05,6.76955e-06,6.04432e-05,5.79344e-06,0.000127426,6.25148e-05,3.43494e-06,0.00024629,3.76729e-06,4.17775e-05,4.03475e-06,7.47987e-05,8.10034e-05,4.23373e-05,6.45541e-05,0.00010408,1.65265e-05,0.450037182,1.082951944,0.20980631,0.56601722,0.212121933,1.612288562,0.134045293,0.256010187,ATP-dependent Clp protease proteolytic subunit 3 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=clpP3 PE=3 SV=1,0.1149692247642223,-0.8210821499031791,0.6891099756956284,-1.9657268766856184,clpP3,PMM1656,locus_tag:KEGG
