Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,Unnamed: 37,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM
Q7U3B5,SYNW2517,3.0,3.0,7.33215e-05,7.05408e-05,3.02395e-05,7.8795e-05,4.98852e-05,5.91067e-05,7.88958e-05,5.19615e-05,4.92525e-05,7.65644e-05,5.84898e-05,4.08045e-05,0.000122118,7.65948e-05,3.76109e-05,9.93557e-05,9.3832e-05,3.4431e-05,5.8034e-05,6.25956E-05,6.00366e-05,5.86196e-05,7.87747e-05,7.58729e-05,0.390005323,1.07860343,0.436148039,1.034507838,0.144676778,1.343830111,0.148708115,1.294327319,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2517 PE=4 SV=1,,0.10916452679359924,0.048944575889940854,0.4263507619931787,0.37220250278917955
Q7U8P5,SYNW0569,3.0,3.0,1.63944e-05,1.62942e-05,1.03148e-05,1.44666e-05,1.24047e-05,1.40105e-05,1.02957e-05,7.5144e-05,1.18982e-05,1.9096e-05,1.68075e-05,1.42186e-05,1.63899e-05,2.18391e-05,2.66599e-05,9.41277e-06,3.38246e-05,1.97274e-05,1.43345e-05,1.36273E-05,3.2446e-05,1.67074e-05,2.16296e-05,2.09883e-05,0.392571517,0.9506637,0.234988788,2.263491644,0.18862725,1.294615806,0.31772569,1.256228215,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0569 PE=4 SV=1,,-0.07299302104521009,1.1785499806824995,0.37252402299714743,0.329098577876458
Q7U5Z4,SYNW1547,3.0,3.0,2.41302e-05,3.0034e-05,2.48101e-05,2.89843e-05,1.49118e-05,4.39339e-05,2.67617e-05,2.46675e-05,6.82919e-05,2.58601e-05,2.67201e-05,2.7188e-05,2.92117e-05,4.28914e-05,9.05266e-06,2.44785e-05,3.04239e-05,4.47746e-05,2.63248e-05,2.92767E-05,3.9907e-05,2.65894e-05,2.70519e-05,3.32257e-05,0.397162128,1.112134433,0.232002517,1.515950167,0.483669373,1.017395236,0.181162564,1.249583876,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1547 PE=4 SV=1,,0.1533311892305138,0.6002223293641347,0.02488024384309262,0.321447742903574
Q7U6Z3,SYNW1193,3.0,3.0,2.23327e-05,1.972e-05,8.88107e-06,2.24413e-05,1.51809e-05,1.15872e-05,1.46337e-05,3.97329e-05,2.30412e-05,1.3425e-05,1.64732e-05,8.91459e-06,2.86018e-05,1.27355e-05,6.0814e-07,3.47307e-05,1.85091e-05,4.61864e-05,1.69779e-05,1.64031E-05,2.58026e-05,1.29376e-05,1.39818e-05,3.31421e-05,0.405821177,0.96614348,0.202587449,1.519772357,0.448909452,1.080712146,0.092888021,2.561691891,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1193 PE=4 SV=1,,-0.04969063821421364,0.6038552420750856,0.11198230397889425,1.3570969651186806
Q7U939,SYNW0420,3.0,3.0,2.51983e-06,1.30065e-05,2.23651e-06,9.32697e-06,4.20844e-06,8.21384e-06,2.39392e-06,5.60665e-06,3.83981e-06,2.40898e-06,1.2961e-05,4.42965e-06,2.97806e-06,2.38578e-05,4.15357e-06,3.83026e-06,1.87222e-05,1.0251e-05,5.92094e-06,7.24975E-06,3.94679e-06,6.59988e-06,1.03298e-05,1.09345e-05,0.408871902,1.224425355,0.274229763,0.666582068,0.204060973,1.565150738,0.0484115,1.656770122,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0420 PE=4 SV=1,,0.29210482514417113,-0.5851455874533708,0.6463016082713986,0.7283734415108118
Q7U8W2,SYNW0497,3.0,3.0,0.000252818,0.000247983,0.000120014,0.000275414,0.000168584,0.000153877,0.000141192,0.000221324,0.000185073,0.000235831,0.000204133,0.000136461,0.000524416,0.000405046,5.1425e-05,0.000363116,0.000245707,0.000249376,0.000206938,0.000199292,0.00018253,0.000192141,0.000326963,0.000286066,0.42578403,0.963049222,0.339765911,0.882047696,0.177259351,1.70167735,0.035607123,1.488832508,Ferredoxin OS=Synechococcus sp. (strain WH8102) OX=84588 GN=petF1 PE=4 SV=1,,-0.05431855796034006,-0.18107142445355331,0.7669575178218648,0.5741814614623987
Q7U817,SYNW0808,3.0,3.0,2.18429e-06,1.24051e-05,3.15502e-06,5.21415e-06,7.73592e-06,6.40539e-06,5.83371e-06,1.76186e-05,1.01303e-05,6.01544e-06,5.85662e-06,4.57898e-06,7.77337e-06,1.62489e-05,6.52238e-07,5.01997e-06,2.01162e-05,0.000103578,5.91482e-06,6.45182E-06,1.11942e-05,5.48368e-06,8.22483e-06,4.29046e-05,0.427849671,1.090789071,0.015776037,1.892568276,0.288941316,1.49987448,0.176007356,7.824043203,Two-component response regulator OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0808 PE=4 SV=1,,0.1253721505683349,0.9203453475926867,0.5848417709487304,2.967914336622172
Q7U8R4,SYNW0549,3.0,3.0,6.70801e-06,1.61284e-05,1.82567e-05,6.97126e-06,1.15354e-05,2.44997e-05,2.64719e-05,8.0218e-05,2.44818e-05,1.6413e-05,2.17061e-05,3.02827e-05,2.85761e-05,3.62262e-05,4.19571e-05,2.44164e-05,5.22333e-05,5.17402e-05,1.36977e-05,1.43354E-05,4.37239e-05,2.28006e-05,3.55865e-05,4.27967e-05,0.428780496,1.046558581,0.113940686,3.192060374,0.002344001,1.56076809,0.046229838,1.876997191,Circadian clock protein KaiB OS=Synechococcus sp. (strain WH8102) OX=84588 GN=kaiB PE=3 SV=1,,0.06565306854804234,1.6744879386676164,0.6422561873718784,0.9084264911206241
Q7U9U2,SYNW0161,3.0,3.0,6.14809e-06,9.42255e-06,8.79998e-06,7.95255e-06,5.49339e-06,9.87519e-06,4.77272e-06,1.58241e-05,1.71185e-05,5.36028e-06,5.84054e-06,2.16804e-06,8.59264e-06,7.31323e-06,1.34323e-06,1.1522e-05,4.48587e-06,2.00314e-05,8.12354e-06,7.77371E-06,1.25718e-05,4.45629e-06,5.7497e-06,1.20131e-05,0.432000565,0.956935999,0.136106137,1.547572066,0.192824365,1.290244622,0.154553413,2.695757283,Putative glycolate oxidase subunit GlcE OS=Synechococcus sp. (strain WH8102) OX=84588 GN=glcE PE=4 SV=1,,-0.06350565608300356,0.630006593181061,0.3676446171903797,1.4306906069145475
Q7U7W8,SYNW0861,3.0,3.0,4.93173e-06,3.13276e-06,9.62883e-06,5.05252e-06,5.96684e-06,7.48856e-06,3.03639e-05,4.00343e-05,5.45628e-06,8.22801e-06,4.96166e-06,4.90497e-06,2.40785e-05,2.2795e-05,9.30456e-06,3.75483e-05,2.7381e-05,1.45626e-05,5.89778e-06,6.1693E-06,2.52848e-05,6.03155e-06,1.8726e-05,2.64973e-05,0.43382544,1.046039237,0.126981627,4.287181668,0.046865644,3.104675851,0.035441019,4.393117247,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0861 PE=4 SV=1,,0.06493696818489209,2.1000295522072734,1.6344426492616142,2.135245003734843
Q7U3N1,SYNW2400,3.0,3.0,1.1055e-06,2.30819e-06,1.87343e-06,4.02615e-07,6.56942e-07,3.70086e-06,1.80838e-06,2.41212e-05,6.67147e-06,3.59494e-07,2.63535e-06,5.62137e-08,1.43935e-06,2.83388e-06,4.27911e-08,2.73523e-06,2.2603e-06,7.55991e-06,1.76238e-06,1.58681E-06,1.0867e-05,1.01702e-06,1.43867e-06,4.18515e-06,0.440636853,0.900379988,0.14713961,6.166125129,0.167438435,1.414599402,0.151805658,4.115111205,Short-chain dehydrogenase/reductase (SDR) superfamily OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2400 PE=4 SV=1,,-0.15139410332630684,2.6243641663111417,0.5003935565389276,2.0409314179456226
Q7U4V0,SYNW1963,3.0,3.0,2.02876e-05,1.70505e-05,3.43608e-05,2.52869e-05,2.33564e-05,2.53592e-05,4.80266e-05,6.94203e-05,3.73742e-05,2.92301e-05,3.11477e-05,2.08822e-05,3.46527e-05,2.81779e-05,1.66865e-05,8.74306e-05,3.9904e-05,3.25071e-05,2.38996e-05,2.46675E-05,5.1607e-05,2.70867e-05,2.65057e-05,5.32806e-05,0.44492567,1.032127965,0.095623804,2.15932305,0.432665724,0.978552612,0.121876667,1.967039556,Methylthioribulose-1-phosphate dehydratase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=mtnB PE=3 SV=1,,0.045621849662353574,1.110579096888944,-0.03127867527597225,0.9760259696506268
Q7U5L1,SYNW1692,3.0,3.0,4.10562e-05,2.77178e-05,1.55277e-05,3.8163e-05,2.45606e-05,2.31578e-05,3.46707e-05,3.39596e-05,6.52109e-05,3.08273e-05,2.62647e-05,2.3261e-05,7.30762e-05,2.20997e-05,7.09697e-06,3.35034e-05,1.95065e-05,4.61104e-05,2.81006e-05,2.86271E-05,4.46137e-05,2.67843e-05,3.4091e-05,3.30401e-05,0.447882847,1.018738177,0.21669888,1.587645181,0.360704459,1.27279636,0.274054206,1.233561039,Ribonucleotide reductase (Class II) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nrdJ PE=4 SV=1,,0.026783316195302078,0.6668885240623498,0.3480016149036459,0.3028291047615532
Q7U4K1,SYNW2066,3.0,3.0,1.219e-05,4.5992e-05,3.70075e-05,1.14046e-05,3.70805e-05,4.89297e-05,2.13675e-05,4.92239e-05,9.33056e-05,1.04733e-05,3.19925e-05,3.9141e-05,1.40515e-05,3.45857e-05,3.65463e-05,2.45905e-05,5.30391e-05,5.94192e-05,3.17298e-05,3.24716E-05,5.46323e-05,2.72023e-05,2.83945e-05,4.56829e-05,0.456901201,1.023378212,0.152841064,1.721798104,0.298515507,1.043828663,0.006895386,1.679379732,NAD(P)H-quinone oxidoreductase subunit N OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ndhN PE=3 SV=1,,0.033339423418417065,0.7839159839458195,0.0618849232812628,0.7479284813360613
Q7U3A6,SYNW2526,3.0,3.0,6.55913e-07,6.80484e-07,2.92093e-05,4.16373e-06,3.37377e-06,2.18378e-05,4.52207e-07,1.65085e-06,8.7304e-06,3.20401e-06,3.80599e-06,1.74593e-05,4.70107e-07,2.82137e-06,1.37543e-05,1.0431e-06,1.74638e-06,1.79416e-05,1.01819e-05,9.79178E-06,3.61115e-06,8.15643e-06,5.68192e-06,6.91036e-06,0.460699313,0.961686397,0.222456947,0.354664202,0.044876875,0.696618136,0.143136035,0.847228288,Threonine synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=thrC PE=3 SV=1,,-0.05636158265242082,-1.4954743755626903,-0.5215600618469244,-0.23917733478752704
Q7U4M6,SYNW2041,3.0,3.0,2.63012e-05,4.88051e-05,4.85724e-05,2.63956e-05,3.29378e-05,6.16597e-05,2.74964e-05,7.03521e-05,4.58387e-05,1.94688e-05,3.03231e-05,7.17823e-05,2.31847e-05,4.3914e-05,6.95062e-05,2.54752e-05,5.32953e-05,8.08228e-05,4.12262e-05,4.0331E-05,4.78957e-05,4.05247e-05,4.5535e-05,5.31977e-05,0.462308689,0.978286165,0.234470392,1.161778377,0.19598793,1.123633713,0.068030868,1.312722725,Iron-sulfur cluster carrier protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2041 PE=3 SV=1,,-0.031671555642462816,0.21633488380468627,0.16817181619875055,0.39256222048730743
Q7U7T5,SYNW0895,3.0,3.0,4.28181e-05,5.17296e-05,1.5994e-05,4.62968e-05,4.31675e-05,2.25433e-05,2.25751e-05,4.65633e-05,2.92834e-05,3.12519e-05,4.02832e-05,2.4109e-05,5.33078e-05,5.70154e-05,4.13938e-06,4.46794e-05,4.29091e-05,4.59338e-05,3.68472e-05,3.73359E-05,3.28073e-05,3.18813e-05,3.81542e-05,4.45074e-05,0.462637617,1.013262327,0.358698753,0.890360311,0.340854784,1.196756976,0.075504247,1.396033993,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0895 PE=4 SV=1,,0.019007726821803832,-0.1675388108324448,0.25913021567645733,0.4813340711574843
Q7U7W0,SYNW0870,3.0,3.0,3.01331e-05,4.37671e-05,2.19198e-05,4.24519e-05,3.05404e-05,2.07434e-05,0.000108578,4.43954e-05,2.1344e-05,3.26073e-05,3.96871e-05,1.48272e-05,1.88387e-05,3.56402e-05,7.80425e-06,3.11353e-05,5.73219e-05,1.2348e-05,3.194e-05,3.12452E-05,5.81058e-05,2.90405e-05,2.0761e-05,3.36017e-05,0.466780749,0.978247251,0.211148671,1.81921705,0.051223102,0.714899189,0.278940422,1.157063404,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0870 PE=4 SV=1,,-0.03172894391333972,0.8633176805802538,-0.48418827926739944,0.210467922466231
Q7U9E1,SYNW0317,3.0,3.0,4.76678e-07,2.2745e-06,3.71472e-07,3.55849e-07,7.08005e-07,1.86479e-06,1.50612e-07,4.63576e-07,6.36233e-08,1.88438e-07,3.47916e-06,8.51721e-08,7.06735e-07,4.1356e-07,1.62584e-08,2.01365e-08,1.10053e-07,3.38749e-07,1.04088e-06,9.76215E-07,2.25937e-07,1.25092e-06,3.78851e-07,1.56313e-07,0.474163342,0.937872559,0.121699573,0.217062824,0.257148363,0.302857172,0.219772507,0.12495798,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0317 PE=4 SV=1,,-0.09253619665605864,-2.203815435831821,-1.7232905184437644,-3.0004850578980453
Q7U7E4,SYNW1041,3.0,3.0,4.33022e-05,3.62404e-05,1.85852e-05,3.89274e-05,2.95133e-05,2.89285e-05,2.09101e-05,2.38327e-05,2.89364e-05,3.62704e-05,4.27783e-05,3.14626e-05,5.22653e-05,5.50701e-05,8.57922e-06,3.93024e-05,4.38893e-05,3.78468e-05,3.27093e-05,3.24564E-05,2.45598e-05,3.68371e-05,3.86382e-05,4.03461e-05,0.483271978,0.992269279,0.244411268,0.750849853,0.448867834,1.048893786,0.075233438,1.095259169,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1041 PE=4 SV=1,,-0.011196406976950693,-0.41340365317868166,0.06886859386438024,0.13127229228283127
Q7U5V7,SYNW1584,3.0,3.0,2.03808e-05,2.22669e-05,4.81854e-06,2.39896e-05,1.32198e-05,1.06768e-05,1.09415e-05,1.63306e-05,1.05794e-05,1.76618e-05,1.69829e-05,2.11793e-05,3.27189e-05,2.39534e-05,4.43967e-06,1.66175e-05,1.56992e-05,1.70615e-05,1.58221e-05,1.5962E-05,1.26172e-05,1.8608e-05,2.03707e-05,1.64594e-05,0.48933422,1.00884742,0.278859919,0.797441786,0.435233515,1.094725913,0.080708355,0.884533234,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1584 PE=4 SV=1,,0.012707995004559674,-0.32654889026004896,0.13056970685587813,-0.17701174549763715
Q7U6U8,SYNW1238,3.0,3.0,1.18765e-06,3.66318e-07,1.27473e-05,1.0881e-06,4.84062e-06,8.58824e-06,1.11199e-05,3.67939e-05,2.07422e-05,9.05029e-07,1.41913e-06,1.49117e-06,1.54017e-05,2.20824e-05,7.6526e-07,7.3544e-06,2.4722e-05,2.88587e-05,4.76708e-06,4.83899E-06,2.28853e-05,1.27178e-06,1.27498e-05,2.03117e-05,0.48980761,1.015083555,0.093443413,4.800699028,0.10635416,10.02518073,0.048473669,15.97112619,Methionine synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=metH PE=4 SV=1,,0.02159848546246622,2.2632444914177463,3.325556340138579,3.997394141602875
Q7TTU2,SYNW1631,3.0,3.0,7.55266e-06,1.40536e-05,1.29608e-05,9.82104e-06,1.11839e-05,1.36382e-05,5.33326e-06,4.92827e-06,1.73797e-05,7.02119e-06,7.71504e-06,1.25035e-05,5.27162e-06,3.51467e-06,4.1323e-06,5.71058e-06,4.39136e-06,1.06069e-05,1.15223e-05,1.15477E-05,9.21376e-06,9.07992e-06,4.3062e-06,6.90296e-06,0.494091165,1.002202869,0.307370978,0.799642338,0.066100576,0.474254811,0.033912032,0.760244688,tRNA/rRNA methyltransferase (SpoU) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=spoU PE=3 SV=1,,0.0031745728802757087,-0.3225732356042031,-1.0762656859936022,-0.39546426402961976
Q7UA18,SYNW0083,2.0,2.0,2.66422e-07,1.13655e-07,1.90613e-06,1.05031e-06,1.16028e-06,2.61305e-06,2.32982e-07,2.82402e-07,2.23359e-06,9.25139e-07,1.85848e-06,3.65592e-07,7.59323e-07,3.52872e-07,2.2154e-07,5.54409e-07,4.79992e-07,3.70922e-07,7.62068e-07,1.60788E-06,9.16323e-07,1.04974e-06,4.44578e-07,4.68441e-07,0.007231333,2.109888378,0.138846839,1.20241652,0.155558858,0.423514522,0.147338329,0.446246626,Putative deacetylase sulfotransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0083 PE=4 SV=1,,1.0771666762947665,0.2659367356895631,-1.2395166555348809,-1.164086833692896
Q7U4W3,SYNW1950,2.0,2.0,3.93129e-06,1.05595e-05,1.17158e-05,2.73542e-07,2.75017e-06,4.54096e-06,7.1872e-07,7.09457e-07,5.08215e-06,2.30078e-06,5.33107e-06,4.14868e-06,6.27292e-07,1.80667e-06,8.25976e-07,8.67314e-07,8.80796e-07,1.44119e-05,8.7355e-06,2.52156E-06,2.17011e-06,3.92684e-06,1.08665e-06,5.38668e-06,0.020282576,0.288656348,0.037828512,0.248424417,0.02003172,0.276722863,0.387900964,1.371758516,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1950 PE=4 SV=1,,-1.7925751420952172,-2.0091211155576074,-1.853486249732086,0.4560265322159008
Q7U887,SYNW0735,2.0,2.0,0.000170772,0.000188584,0.000126123,0.000137762,0.000135735,0.000100752,0.000145162,0.000148677,0.000261497,0.000206065,0.000186819,0.000176414,0.000147077,0.000225021,2.71806e-05,0.000160863,0.000286618,0.000162073,0.000161826,0.00012475,0.000185112,0.000189766,0.000133093,0.000203184,0.022738465,0.770889651,0.359409483,1.143893592,0.202458352,0.701351673,0.394828766,1.07071062,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0735 PE=4 SV=1,,-0.37540373455102466,0.19395285505874826,-0.5117900705202909,0.0985686168736203
Q7U9D7,SYNW0321,2.0,2.0,1.30456e-06,1.00659e-06,9.7728e-07,1.92034e-07,2.79764e-07,5.03297e-07,1.40572e-07,0.0,6.15125e-07,3.15696e-07,3.81863e-07,0.0,5.83705e-08,0.0,1.23857e-08,0.0,2.71839e-14,2.359e-07,1.09614e-06,3.25032E-07,2.51899e-07,2.32519e-07,2.35854e-08,7.86335e-08,0.026684594,0.29652374,0.037518549,0.229805073,0.107193493,0.101434071,0.257142559,0.338180107,"ABC transporter, membrane component OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0321 PE=4 SV=1",,-1.7537804818219669,-2.121517448725965,-3.301385769897593,-1.564136297281802
Q7TTS5,SYNW2320,2.0,2.0,9.92364e-07,7.44485e-07,3.46702e-06,1.67468e-06,2.50204e-06,4.53595e-06,5.91706e-07,5.50288e-07,1.75926e-06,1.31597e-06,3.99203e-06,3.58995e-06,2.69671e-08,2.35221e-07,1.26164e-06,4.19141e-07,1.21986e-06,5.00677e-07,1.73462e-06,2.90422E-06,9.67084e-07,2.96598e-06,5.07944e-07,7.13225e-07,0.032641427,1.674266638,0.123362481,0.557517651,0.037628719,0.1712566,0.040576909,0.240468322,Nicotinate-nucleotide pyrophosphorylase:Quinolinate phosphoriobsyl transferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nadC PE=3 SV=1,,0.7435293048819763,-0.8429106134292155,-2.5457685062081303,-2.056081241239739
Q7U859,SYNW0765,2.0,2.0,1.38072e-05,2.15882e-05,1.74632e-05,8.44495e-06,1.29208e-05,1.42556e-05,5.208e-06,5.4759e-06,8.15552e-06,1.29784e-05,2.23012e-05,8.21821e-06,3.18095e-06,1.09723e-06,6.88418e-06,2.97325e-06,2.5988e-06,1.14395e-05,1.76195e-05,1.18738E-05,6.27981e-06,1.44993e-05,3.72079e-06,5.67051e-06,0.034297131,0.673898838,0.020914817,0.356411977,0.101025873,0.256619336,0.157606125,0.391090036,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0765 PE=4 SV=1,,-0.5693960566990399,-1.4883822763547614,-1.9622982147936767,-1.354427314624496
Q7U566,SYNW1841,2.0,2.0,5.39117e-05,3.76766e-05,2.23833e-05,5.97343e-05,4.74396e-05,2.60151e-05,3.80409e-05,4.20426e-05,3.43008e-05,4.26483e-05,4.8129e-05,1.8375e-05,0.000102072,7.94602e-05,1.14578e-05,9.90116e-05,7.46186e-05,5.38783e-05,3.79905e-05,4.43964E-05,3.81281e-05,3.63841e-05,6.43301e-05,7.58362e-05,0.035125933,1.168616586,0.494138012,1.003620765,0.141627897,1.768082705,0.023392593,2.084320761,Cytochrome b6-f complex iron-sulfur subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=petC PE=3 SV=1,,0.22480167049531552,0.0052142256530767215,0.8221857607602623,1.059577314418029
Q7UA19,SYNW0082,2.0,2.0,3.01198e-06,3.27928e-06,3.17215e-06,4.63867e-06,4.88871e-06,3.72177e-06,9.20808e-06,1.51319e-05,4.86471e-06,3.49281e-06,5.49994e-06,2.70892e-06,4.32988e-06,6.31633e-06,4.02948e-06,6.0469e-06,1.088e-05,1.00484e-05,3.15447e-06,4.41638E-06,9.73489e-06,3.90056e-06,4.89189e-06,8.99179e-06,0.035629188,1.40003736,0.077274744,3.08605822,0.013257705,1.254152691,0.03351548,2.305256911,"6,7-dimethyl-8-ribityllumazine synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ribH PE=3 SV=1",,0.4854653260042222,1.625765279314022,0.3267130045499871,1.2049275417919354
Q7U7M9,SYNW0952,2.0,2.0,1.90428e-05,2.08755e-05,2.71338e-05,1.36901e-05,1.23522e-05,2.41711e-05,2.24581e-05,2.95135e-05,4.64085e-05,7.08388e-06,1.16914e-05,1.30409e-05,7.72202e-06,8.91673e-06,1.29881e-05,1.1294e-05,2.25697e-05,3.36258e-05,2.23507e-05,1.67378E-05,3.27934e-05,1.06054e-05,9.87563e-06,2.24965e-05,0.036688827,0.74887069,0.077324733,1.467216427,0.278056652,0.931187357,0.064752706,2.121225552,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0952 PE=4 SV=1,,-0.417211469663067,0.5530816965938384,-0.10285662439591879,1.0848980322079549
Q7U4J0,SYNW2077,2.0,2.0,2.06877e-05,3.54551e-05,7.67949e-05,9.14454e-06,1.88186e-05,7.13932e-05,1.79568e-05,0.000143745,1.80942e-05,1.16383e-05,1.9615e-05,6.88988e-05,1.57591e-05,2.90176e-05,0.000108636,8.80758e-06,4.44664e-05,1.98605e-05,4.43126e-05,3.31188E-05,5.99319e-05,3.3384e-05,5.11376e-05,2.43782e-05,0.037429578,0.747389881,0.390211152,1.35247986,0.125382625,1.531798001,0.358319742,0.730234022,50S ribosomal protein L14 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rplN PE=3 SV=1,,-0.42006706385527776,0.4356071108029518,0.615226060859627,-0.4535692086025779
Q7U7P7,SYNW0934,2.0,2.0,1.71052e-06,5.42778e-06,6.23147e-06,3.17907e-06,5.97025e-06,6.99763e-06,4.62898e-06,8.77605e-06,5.73573e-06,1.31218e-06,3.2914e-06,4.50914e-06,2.01134e-06,5.35714e-06,8.10747e-07,3.06687e-06,3.70785e-06,1.22363e-05,4.45659e-06,5.38232E-06,6.38025e-06,3.03757e-06,2.72641e-06,6.33702e-06,0.040033943,1.207720224,0.127242791,1.431643417,0.437236742,0.897562028,0.139892048,2.086213557,Isoprenyl transferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=uppS PE=3 SV=1,,0.2722862839709106,0.5176722016895019,-0.15591645188948947,1.06088684810455
Q7U8L3,SYNW0603,2.0,2.0,6.54841e-06,6.74357e-06,1.25995e-05,9.73522e-06,1.27886e-05,1.47177e-05,2.73034e-05,9.94031e-05,4.51731e-05,1.13888e-05,3.82039e-06,1.0869e-05,3.27733e-05,3.63877e-05,5.77798e-06,1.87253e-05,5.93294e-05,5.97766e-05,8.6305e-06,1.24138E-05,5.72932e-05,8.69272e-06,2.49797e-05,4.59437e-05,0.042032252,1.438368067,0.080194233,6.638457624,0.141021806,2.873632513,0.06606649,5.285311074,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0603 PE=4 SV=1,,0.5244328972580118,2.7308480854449746,1.5228755782980827,2.4019883858387954
Q7U3R4,SYNW2365,2.0,2.0,8.61018e-07,4.24382e-07,8.43789e-07,3.23602e-07,3.07682e-08,7.01591e-07,2.72837e-06,2.34745e-06,3.08884e-06,3.74117e-06,4.22171e-06,1.35655e-05,8.2819e-06,8.53628e-07,3.79627e-06,1.33577e-06,1.93025e-06,2.05398e-06,7.0973e-07,3.51987E-07,2.72156e-06,7.17613e-06,4.3106e-06,1.77333e-06,0.045161405,0.495944984,0.001703141,3.834637028,0.280137814,0.600685629,0.109478822,0.247115436,Putative small heat shock protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2365 PE=3 SV=1,,-1.0117480059538457,1.9390900242243438,-0.7353179461194368,-2.0167429638438565
Q7U6V6,SYNW1230,2.0,2.0,1.6852e-07,4.37519e-07,5.48662e-06,3.9057e-06,1.88597e-06,7.01964e-06,1.737e-06,1.41674e-06,7.1075e-06,4.08352e-07,8.09281e-07,6.5374e-06,9.47169e-07,1.69933e-06,3.07407e-06,2.71681e-07,2.13185e-06,1.26784e-05,2.03089e-06,4.27044E-06,3.42041e-06,2.58501e-06,1.90686e-06,5.0273e-06,0.048030003,2.102746006,0.010610836,1.684197298,0.337594067,0.737659368,0.163377769,1.944787173,Possible DnaJ domain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1230 PE=4 SV=1,,1.072274595188804,0.7520611551342208,-0.43897332405439277,0.9596122830996432
Q7U563,SYNW1845,2.0,2.0,4.10451e-05,4.44809e-06,4.45745e-05,4.96462e-05,3.22159e-05,8.15115e-05,2.20303e-05,2.36218e-05,3.87356e-05,1.09938e-05,1.46726e-05,9.66663e-06,1.37498e-05,2.78482e-05,6.62343e-06,1.26822e-05,8.39779e-06,2.72312e-05,3.00226e-05,5.44579E-05,2.81292e-05,1.17777e-05,1.60738e-05,1.61038e-05,0.049790886,1.813897887,0.440650543,0.936935992,0.230402763,1.364770229,0.299953302,1.36731079,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1845 PE=4 SV=1,,0.8590932419385147,-0.09397760322318453,0.44865808126582324,0.45134120507273223
