Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 2.1,Light 3.1,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness 1.1,Darkness 2.1,Darkness 3.1,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_WH7803,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D,extracted_gn,resolved_locus_tag,resolution_method
E4PN90,7.0,7.0,48.30788374,"Porin, LamB type OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2959 PE=3 SV=1",3117958.295,3826420.754,5735729.972,1882439.333,2953931.896,5556509.864,17100923.57,4098254.981,34787201.75,1624801.655,3523513.865,1961667.87,3106611.994,7433193.892,3286865.264,21741246.83,3455983.249,41547651.32,0.04433,0.08332,0.05752,0.02492,0.03839,0.04752,0.09745,0.05553,0.12392,0.01677,0.03174,0.03839,0.03209,0.0594,0.05444,0.08573,0.0515,0.11125,"Porin, LamB type OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2959 PE=3 SV=1",0.06172,0.036943034,0.092299827,0.028966422,0.048643306,0.082825282,0.6,1.5,1.68,2.86,0.07,0.204,0.019,0.044,-0.7369655941662062,0.5849625007211562,0.7484612330040356,1.516015147003665,HP15_2959,HP15_2959,locus_tag:extracted_gn
E4PL79,7.0,7.0,21.139678,Dihydrolipoyl dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lpdG PE=3 SV=1,40253.75364,44081.49591,16062.98925,28598.2483,25757.70632,12134.75138,220990.8389,17386.87864,277033.8857,79546.89147,22255.49335,4240.750741,40478.55787,24576.65527,13447.33805,504258.2005,9386.035034,848087.2081,0.00057,0.00096,0.00016,0.00038,0.00033,0.0001,0.00126,0.00024,0.00099,0.00082,0.0002,8.3e-05,0.00042,0.0002,0.00022,0.00199,0.00014,0.00227,Dihydrolipoyl dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lpdG PE=3 SV=1,0.00056,0.000272367,0.000827246,0.00036812,0.000279093,0.001466371,0.48,1.47,0.76,3.98,0.115,0.324,0.319,0.117,-1.0588936890535685,0.5558161550616397,-0.3959286763311392,1.992768430768924,lpdG,HP15_65,tier1:extracted_gn
E4PMP0,2.0,2.0,5.245323181,DNA-directed RNA polymerase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoA PE=3 SV=1,22807.00237,29021.42609,77971.21576,21137.7993,29023.48434,67927.75013,55807.15328,61964.70682,389985.1954,29320.6015,54659.70409,21678.49165,5194.25623,3782.641969,13112.58709,18854.29086,57849.9818,358072.5115,0.00032,0.00063,0.00078,0.00028,0.00038,0.00058,0.00032,0.00084,0.00139,0.0003,0.00049,0.00042,5.4e-05,3e-05,0.00022,7.4e-05,0.00086,0.00096,DNA-directed RNA polymerase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoA PE=3 SV=1,0.00058,0.000412647,0.000848955,0.000406412,0.000100352,0.000631712,0.71,1.47,0.25,1.55,0.059,0.136,0.03,0.217,-0.4941090702700427,0.5558161550616397,-2.0,0.632268215499513,rpoA,HP15_404,tier1:extracted_gn
E4PK86,8.0,8.0,27.90010953,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,438412.1388,457032.7817,414817.609,356505.2714,420051.1004,299168.2123,2138051.206,392413.686,3195902.778,447347.7094,350193.6935,203712.7726,438803.4743,318159.5524,342768.6369,2742183.865,398878.2977,4574436.21,0.00623,0.00995,0.00416,0.00472,0.00546,0.00256,0.01218,0.00532,0.01138,0.00462,0.00315,0.00399,0.00453,0.00254,0.00568,0.01081,0.00594,0.01225,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,0.00678,0.004245611,0.009628402,0.003919272,0.004250817,0.009668395,0.63,1.42,1.08,2.47,0.061,0.264,0.34,0.035,-0.6665762662748083,0.5058909297299573,0.1110313123887439,1.304511041809953,HP15_1419,HP15_1419,locus_tag:extracted_gn
E4PMS3,2.0,2.0,7.766417265,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_437 PE=4 SV=1,17603.59232,28645.33984,10622.52107,19065.34037,25142.52098,17912.71128,86786.18977,12015.08854,197679.8041,32294.47164,21467.37875,7756.660399,8949.374785,14601.14466,3087.618247,112693.4979,10220.75297,118619.7578,0.00025,0.00062,0.00011,0.00025,0.00033,0.00015,0.00049,0.00016,0.0007,0.00033,0.00019,0.00015,9.2e-05,0.00012,5.1e-05,0.00044,0.00015,0.00032,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_437 PE=4 SV=1,0.00033,0.000244109,0.000453842,0.00022615,8.68e-05,0.000304763,0.75,1.39,0.38,1.35,0.262,0.361,0.056,0.166,-0.4150374992788438,0.4750848829487826,-1.3959286763311392,0.4329594072761062,HP15_437,HP15_437,locus_tag:extracted_gn
E4PNW2,3.0,3.0,15.58385348,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",236468.082,49049.1546,208027.4802,254902.6155,63860.24291,146672.3428,511164.2407,369003.1543,286150.4907,313547.4283,173456.6475,64921.41956,389539.9773,106392.2808,80277.52764,800181.7673,244527.2342,319554.5801,0.00336,0.00107,0.00209,0.00337,0.00083,0.00125,0.00291,0.005,0.00102,0.00324,0.00156,0.00127,0.00402,0.00085,0.00133,0.00316,0.00364,0.00086,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",0.00217,0.001819553,0.0029774,0.002022918,0.002067976,0.002551513,0.84,1.37,1.02,1.26,0.147,0.33,0.463,0.284,-0.2515387669959644,0.4541758931858021,0.0285691521967709,0.3334237337251918,HP15_3028,HP15_3028,locus_tag:extracted_gn
E4PMR4,14.0,14.0,77.22194779,Glutamine synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_428 PE=3 SV=1,966774.8045,1429347.623,1113828.362,894389.5752,1229831.894,1859153.225,3666404.623,1253337.745,10419800.13,1266277.875,1700691.7,720466.9283,1201776.161,1654202.853,988760.3371,6812162.564,898777.6962,15702952.42,0.01375,0.03112,0.01117,0.01184,0.01598,0.0159,0.02089,0.01698,0.03712,0.01307,0.01532,0.0141,0.01242,0.01322,0.01638,0.02686,0.01339,0.04205,Glutamine synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_428 PE=3 SV=1,0.01868,0.014574158,0.024997748,0.014162623,0.014003277,0.027433615,0.78,1.34,0.99,1.94,0.277,0.32,0.456,0.132,-0.3584539709124763,0.4222330006830478,-0.014499569695115,0.9560566524124028,HP15_428,HP15_428,locus_tag:extracted_gn
E4PFP7,2.0,2.0,5.16397357,Aconitate hydratase B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2203 PE=3 SV=1,6010.080739,878.7614791,8607.498973,5.706124798,408.5911224,1554.687818,287.8031927,155.7219394,69939.34917,0.0,7.586127992,3989.341209,6580.706,13390.94234,5.646779972,8358.643911,12.64750348,1442.580439,8.5e-05,1.9e-05,8.6e-05,7.6e-08,5.3e-06,1.3e-05,1.6e-06,2.1e-06,0.00025,0.0,6.8e-08,7.8e-05,6.8e-05,0.00011,9.4e-08,3.3e-05,1.9e-07,3.9e-06,Aconitate hydratase B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2203 PE=3 SV=1,6.4e-05,6.23e-06,8.43e-05,2.6e-05,5.84e-05,1.23e-05,0.1,1.32,2.24,0.47,0.061,0.403,0.312,0.354,-3.321928094887362,0.4005379295837288,1.1634987322828796,-1.0892673380970874,HP15_2203,HP15_2203,locus_tag:extracted_gn
E4PHH1,5.0,5.0,16.13268876,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,37728.2945,46558.80152,61190.16168,55119.90773,35987.52403,68238.52351,111382.4002,54977.43068,407580.34,96463.35352,345079.603,35651.10188,58052.25107,350507.6796,36682.55193,141922.2352,41497.90309,591800.6136,0.00054,0.00101,0.00061,0.00073,0.00047,0.00058,0.00063,0.00074,0.00145,0.001,0.00311,0.0007,0.0006,0.0028,0.00061,0.00056,0.00062,0.00158,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,0.00072,0.00059365,0.00094385,0.001600628,0.001336077,0.000920867,0.82,1.31,0.83,0.58,0.309,0.282,0.05,0.28,-0.2863041851566411,0.3895668117627256,-0.2688167584278,-0.7858751946471527,gabT,HP15_3708,tier1:extracted_gn
E4PR40,4.0,4.0,14.23387599,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,22289.49263,43571.5839,18361.40053,18332.82105,22062.3908,12986.98293,88193.4705,27419.16764,281865.6431,22206.99717,18783.56932,6250.431754,18169.76666,26336.99795,14918.47508,149143.4937,12812.40089,362309.7539,0.00032,0.00095,0.00018,0.00024,0.00029,0.00011,0.0005,0.00037,0.001,0.00023,0.00017,0.00012,0.00019,0.00021,0.00025,0.00059,0.00019,0.00097,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,0.00048,0.000213491,0.000626055,0.000173567,0.000215082,0.000583049,0.44,1.3,1.24,3.36,0.151,0.379,0.239,0.115,-1.1844245711374275,0.3785116232537298,0.3103401206121505,1.7484612330040354,acsA,HP15_811,multi:Accession
E4PJI8,2.0,2.0,7.00326705,Iron(III) compound receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1410 PE=3 SV=1,11748.5612,58411.32043,14092.9064,10611.85138,13267.28972,19167.12296,268196.4173,17198.51182,78896.64691,5138.886632,121859.4225,17137.17598,5058.830043,6396.677878,36921.8833,228424.3399,31046.59645,12501.7579,0.00017,0.00127,0.00014,0.00014,0.00017,0.00016,0.00153,0.00023,0.00028,5.3e-05,0.0011,0.00034,5.2e-05,5.1e-05,0.00061,0.0009,0.00046,3.3e-05,Iron(III) compound receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1410 PE=3 SV=1,0.00053,0.00015894,0.000680789,0.000495404,0.00023829,0.000465604,0.3,1.29,0.48,0.94,0.21,0.422,0.294,0.477,-1.7369655941662063,0.3673710656485294,-1.0588936890535685,-0.0892673380970874,HP15_1410,HP15_1410,locus_tag:extracted_gn
E4PJD8,5.0,5.0,16.49533916,DNA gyrase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrA PE=3 SV=1,64765.2443,39241.48356,138244.2165,50991.80492,46593.73269,92217.72511,196396.4756,86204.35827,501419.3764,43010.3403,61196.7547,57178.98042,130752.4186,91562.65078,60692.741,290479.6639,46272.40097,747104.3284,0.00092,0.00085,0.00139,0.00068,0.00061,0.00079,0.00112,0.00117,0.00179,0.00044,0.00055,0.00112,0.00135,0.00073,0.00101,0.00115,0.00069,0.002,DNA gyrase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrA PE=3 SV=1,0.00105,0.000689739,0.001357799,0.000704713,0.00102921,0.00127846,0.65,1.29,1.46,1.81,0.045,0.017,0.198,0.062,-0.6214883767462701,0.3673710656485294,0.5459683691052925,0.8559896973084807,gyrA,HP15_1360,tier1:extracted_gn
E4PIM0,9.0,9.0,31.52872646,Pyruvate carboxylase subunit B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pycB PE=4 SV=1,157033.5287,154059.4547,874627.3383,166817.4991,111500.0852,91529.56707,1043717.4,277289.0318,2311702.374,158087.3944,176132.3808,88616.34966,158276.7657,161751.1647,225037.2788,1623036.526,190730.6146,3364943.356,0.00223,0.00335,0.00877,0.00221,0.00145,0.00078,0.00595,0.00376,0.00823,0.00163,0.00159,0.00173,0.00164,0.00129,0.00373,0.0064,0.00284,0.00901,Pyruvate carboxylase subunit B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pycB PE=4 SV=1,0.00479,0.001480041,0.005979874,0.001650773,0.002218235,0.006084017,0.31,1.25,1.34,3.69,0.151,0.226,0.256,0.063,-1.6896598793878497,0.3219280948873623,0.4222330006830478,1.8836208162856716,pycB,HP15_1331,tier1:extracted_gn
E4PPH4,17.0,17.0,60.68442059,Chaperone protein DnaK OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaK PE=2 SV=1,845525.8631,570557.966,507115.4223,1011872.045,517951.3324,586171.1937,2688937.043,637981.086,3528783.712,1340854.902,577240.9213,461023.181,982717.922,4949447.273,397832.4067,4079136.5,609650.3323,5761579.308,0.01202,0.01242,0.00509,0.01339,0.00673,0.00501,0.01532,0.00864,0.01257,0.01384,0.0052,0.00902,0.01015,0.03955,0.00659,0.01608,0.00908,0.01543,Chaperone protein DnaK OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaK PE=2 SV=1,0.00984,0.008379765,0.012179212,0.009353071,0.018764356,0.013532142,0.85,1.24,2.01,1.45,0.283,0.276,0.265,0.037,-0.2344652536370229,0.3103401206121505,1.0071955014042038,0.5360529002402097,dnaK,HP15_3081,tier1:extracted_gn
E4PIW6,9.0,9.0,28.37533212,Isocitrate dehydrogenase [NADP] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3800 PE=3 SV=1,113900.5652,228530.5672,240039.2391,116421.0386,111905.2127,160472.7808,726257.2104,266636.5633,938660.0476,140631.9456,82049.02431,43565.2223,158686.7193,247967.2528,45756.07669,1001927.923,161191.4647,757705.2065,0.00162,0.00498,0.00241,0.00154,0.00145,0.00137,0.00414,0.00361,0.00334,0.00145,0.00074,0.00085,0.00164,0.00198,0.00076,0.00395,0.0024,0.00203,Isocitrate dehydrogenase [NADP] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3800 PE=3 SV=1,0.003,0.001455957,0.003698392,0.001014321,0.001459565,0.002793837,0.49,1.23,1.44,2.75,0.136,0.3,0.194,0.022,-1.0291463456595165,0.2986583155645151,0.5260688116675876,1.459431618637297,HP15_3800,HP15_3800,locus_tag:extracted_gn
E4PGE5,2.0,2.0,6.406408072,Purine-binding chemotaxis protein CheW OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2292 PE=4 SV=1,55535.80105,57082.73742,434264.03,55190.8113,26681.60384,29027.22778,423244.2798,263083.1678,437270.2496,23800.21217,38141.71479,35139.55997,25798.66636,17410.48788,57770.85269,183188.3905,191247.365,488145.4768,0.00079,0.00124,0.00436,0.00073,0.00035,0.00025,0.00241,0.00356,0.00156,0.00025,0.00034,0.00069,0.00027,0.00014,0.00096,0.00072,0.00285,0.00131,Purine-binding chemotaxis protein CheW OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2292 PE=4 SV=1,0.00213,0.000441868,0.002511429,0.000425631,0.000454145,0.001626378,0.21,1.18,1.07,3.82,0.152,0.417,0.427,0.104,-2.251538766995965,0.2387868595871164,0.0976107966264223,1.933572638261024,HP15_2292,HP15_2292,locus_tag:extracted_gn
E4PLZ8,4.0,4.0,12.20859838,50S ribosomal protein L14 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplN PE=3 SV=1,491212.78,632460.9276,768985.7024,361496.3875,491276.829,749331.0874,1605094.326,927256.1191,3240967.681,267335.1534,395216.44,399857.4504,512598.8829,748003.3754,524190.8619,2930149.626,868481.351,3637477.049,0.00698,0.01377,0.00771,0.00479,0.00638,0.00641,0.00915,0.01256,0.01155,0.00276,0.00356,0.00783,0.0053,0.00598,0.00868,0.01155,0.01294,0.00974,50S ribosomal protein L14 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplN PE=3 SV=1,0.00949,0.005859491,0.011085334,0.004714779,0.006651487,0.011411643,0.62,1.17,1.41,2.42,0.098,0.197,0.035,0.054,-0.6896598793878495,0.2265085298086797,0.4956951626240687,1.2750070474998698,rplN,HP15_390,tier1:extracted_gn
E4PLY6,13.0,13.0,52.18308091,Elongation factor Tu OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tuf PE=3 SV=1,1361341.983,1767596.7,2193284.933,1335514.341,1678702.883,2239299.978,6238919.518,2074762.815,7921957.288,1511590.245,2459906.293,1158979.675,1853003.99,2579042.783,1555786.566,4002341.954,1042667.191,8760470.073,0.01936,0.03849,0.022,0.01768,0.02182,0.01915,0.03555,0.02811,0.02822,0.0156,0.02216,0.02268,0.01914,0.02061,0.02577,0.01578,0.01554,0.02346,Elongation factor Tu OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tuf PE=3 SV=1,0.02661,0.019548859,0.030628297,0.020146872,0.021839661,0.018258595,0.73,1.15,1.08,0.91,0.14,0.328,0.204,0.255,-0.4540316308947075,0.2016338611696504,0.1110313123887439,-0.1360615495760283,tuf,HP15_366,tier1:extracted_gn
E4PQU1,6.0,6.0,28.24089193,Isocitrase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3234 PE=4 SV=1,250272.8717,216529.2965,309799.3392,260856.5401,175400.5843,294862.391,956850.3935,225430.1202,1255170.47,370999.5904,492769.1523,151377.7875,193137.3597,111466.4048,149641.8177,2012436.098,220914.426,2575931.957,0.00356,0.00471,0.00311,0.00345,0.00228,0.00252,0.00545,0.00305,0.00447,0.00383,0.00444,0.00296,0.002,0.00089,0.00248,0.00794,0.00329,0.0069,Isocitrase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3234 PE=4 SV=1,0.00379,0.002751466,0.004326102,0.003743398,0.001788105,0.006041534,0.73,1.14,0.48,1.61,0.14,0.339,0.079,0.157,-0.4540316308947075,0.1890338243900168,-1.0588936890535685,0.6870606883398924,HP15_3234,HP15_3234,locus_tag:extracted_gn
E4PRA5,4.0,4.0,14.62091279,GMP synthase [glutamine-hydrolyzing] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaA PE=3 SV=1,11816.05993,16980.44412,272.7800198,17883.69587,9146.866644,4251.292017,34673.26119,5467.371406,95543.8517,22267.90989,6875.146653,3025.037788,10441.4976,827.3642383,12107.01015,72046.01584,19321.16024,154686.7214,0.00017,0.00037,2.7e-06,0.00024,0.00012,3.6e-05,0.0002,7.4e-05,0.00034,0.00023,6.2e-05,5.9e-05,0.00011,6.6e-06,0.0002,0.00028,0.00029,0.00041,GMP synthase [glutamine-hydrolyzing] OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaA PE=3 SV=1,0.00018,0.000130657,0.000204005,0.000116976,0.000104997,0.000328728,0.73,1.13,0.9,2.81,0.337,0.454,0.447,0.068,-0.4540316308947075,0.1763227726404628,-0.1520030934450499,1.4905701304462011,guaA,HP15_2050,tier1:extracted_gn
E4PJ21,2.0,2.0,13.26962972,Diaminobutyrate--2-oxoglutarate transaminase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3855 PE=3 SV=1,53840.77676,49382.52539,15880.76108,41075.08954,158553.2489,56020.26266,52338.49976,49955.92079,361833.5725,69292.82173,31351.06635,8348.002341,48839.51751,51920.50769,10795.38853,84185.53019,38029.0445,343824.4007,0.00077,0.00108,0.00016,0.00054,0.00206,0.00048,0.0003,0.00068,0.00129,0.00072,0.00028,0.00016,0.0005,0.00041,0.00018,0.00033,0.00057,0.00092,Diaminobutyrate--2-oxoglutarate transaminase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3855 PE=3 SV=1,0.00067,0.001027791,0.000754698,0.000386954,0.00036608,0.000606418,1.54,1.13,0.95,1.57,0.205,0.441,0.427,0.288,0.6229303509201767,0.1763227726404628,-0.0740005814437769,0.6507645591169023,HP15_3855,HP15_3855,locus_tag:extracted_gn
E4PH19,7.0,7.0,25.28804374,60 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groL PE=3 SV=1,445809.705,437322.2272,94732.92182,501648.6836,223268.0804,285697.3618,2373995.177,288655.1219,434909.0482,349581.8342,365543.1586,166805.097,692613.2474,168494.3999,131379.9918,2308917.59,417976.0923,1250390.426,0.00634,0.00952,0.00095,0.00664,0.0029,0.00244,0.01353,0.00391,0.00155,0.00361,0.00329,0.00326,0.00716,0.00135,0.00218,0.0091,0.00623,0.00335,60 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groL PE=3 SV=1,0.0056,0.003995219,0.006329475,0.003388311,0.003559159,0.006226905,0.71,1.13,1.05,1.84,0.295,0.431,0.465,0.106,-0.4941090702700427,0.1763227726404628,0.070389327891398,0.8797057662822882,groL,HP15_2358,tier1:extracted_gn
E4PM03,4.0,4.0,10.20911956,50S ribosomal protein L6 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplF PE=3 SV=1,27742.91662,84869.10519,11685.57432,91593.97127,106246.4056,75984.06395,174121.6608,75584.32087,175089.1701,359395.5819,179906.0488,13913.23386,46657.89645,45474.89133,29931.8751,390042.373,51379.34986,324061.885,0.00039,0.00185,0.00012,0.00121,0.00138,0.00065,0.00099,0.00102,0.00062,0.00371,0.00162,0.00027,0.00048,0.00036,0.0005,0.00154,0.00077,0.00087,50S ribosomal protein L6 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplF PE=3 SV=1,0.00079,0.001081034,0.000880033,0.001867251,0.000447043,0.001057106,1.37,1.12,0.24,0.57,0.264,0.429,0.146,0.209,0.4541758931858021,0.1634987322828795,-2.0588936890535687,-0.8109661756099832,rplF,HP15_395,tier1:extracted_gn
E4PHT3,2.0,2.0,6.238982916,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gatA PE=3 SV=1,308.1576231,4089.183527,0.0,0.0,11520.49309,0.0,190.6724319,3810.888431,14406.91353,0.0,4693.651616,0.0,0.0,1069.317243,1016.291992,3110.031281,3694.730928,43653.05487,4.4e-06,8.9e-05,0.0,0.0,0.00015,0.0,1.1e-06,5.2e-05,5.1e-05,0.0,4.2e-05,0.0,0.0,8.5e-06,1.7e-05,1.2e-05,5.5e-05,0.00012,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gatA PE=3 SV=1,3.1e-05,4.99e-05,3.47e-05,1.41e-05,8.46e-06,6.14e-05,1.6,1.11,0.6,4.36,0.233,0.452,0.371,0.153,0.6780719051126377,0.1505596765753813,-0.7369655941662062,2.1243281350022016,gatA,HP15_2457,tier1:extracted_gn
E4PMG7,8.0,8.0,29.13440609,S-adenosylmethionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metK PE=3 SV=1,200360.8175,338650.9698,153160.1219,232615.061,285796.0361,239832.2861,610474.6539,292418.6339,1569699.018,206973.9014,266020.9189,146389.7548,579670.4393,748266.6398,213086.6084,829238.2028,142123.0173,1552673.807,0.00285,0.00737,0.00154,0.00308,0.00371,0.00205,0.00348,0.00396,0.00559,0.00214,0.0024,0.00286,0.00599,0.00598,0.00353,0.00327,0.00212,0.00416,S-adenosylmethionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metK PE=3 SV=1,0.00392,0.002948195,0.004344224,0.002465736,0.005165671,0.003181689,0.75,1.11,2.09,1.29,0.273,0.431,0.059,0.144,-0.4150374992788438,0.1505596765753813,1.063502942306158,0.3673710656485294,metK,HP15_2915,tier1:extracted_gn
E4PNH9,9.0,9.0,46.343081,Ketol-acid reductoisomerase (NADP(+)) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvC PE=3 SV=1,357732.7281,689963.1363,387469.2466,342938.6384,320101.938,422194.6671,1263431.881,446164.299,3556785.068,381111.1455,338565.8553,221091.9651,425915.9548,232762.6393,332249.2509,2208885.697,329567.109,5018319.713,0.00509,0.01502,0.00389,0.00454,0.00416,0.00361,0.0072,0.00605,0.01267,0.00393,0.00305,0.00433,0.0044,0.00186,0.0055,0.00871,0.00491,0.01344,Ketol-acid reductoisomerase (NADP(+)) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvC PE=3 SV=1,0.008,0.004103494,0.008638403,0.003769884,0.00392089,0.009019355,0.51,1.08,1.04,2.39,0.19,0.456,0.425,0.065,-0.9714308478032292,0.1110313123887439,0.0565835283663675,1.257010618206024,ilvC,HP15_533,tier1:extracted_gn
E4PLY9,2.0,2.0,5.654161215,50S ribosomal protein L4 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplD PE=3 SV=1,165453.5647,303918.3362,272274.1698,200218.0683,171551.604,296342.8366,522929.3523,73354.33017,2394136.58,208329.388,245699.5607,172663.944,149501.4045,211901.1572,192143.351,751698.4485,557932.196,2649826.4,0.00235,0.00662,0.00273,0.00265,0.00223,0.00253,0.00298,0.00099,0.00853,0.00215,0.00221,0.00338,0.00154,0.00169,0.00318,0.00296,0.00831,0.0071,50S ribosomal protein L4 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplD PE=3 SV=1,0.0039,0.002471439,0.004167428,0.002580769,0.002140009,0.006124307,0.63,1.07,0.83,2.37,0.219,0.471,0.036,0.073,-0.6665762662748083,0.0976107966264223,-0.2688167584278,1.2448870591235344,rplD,HP15_381,tier1:extracted_gn
