Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
Q067G8,NA,2,2,0.000122556,0.000340352,0.000572038,0.00005659,0.00014827,0.000322221,0.000426753,0.000197195,0.000640682,0.000101592,0.000030868,0.000219035,0.000038516,0.000261379,0.000198002,0.001232827,0.000496365,0.000229572,0.000344982,0.000175694,0.000421543,0.000117165,0.000165965,0.000652921,0.163001987,0.50928353,0.348051605,1.221928727,0.300500587,1.41650565,0.076906939,5.572653128,Protein Thf1 OS=Synechococcus sp. BL107 OX=313625 GN=thf1 PE=3 SV=1
Q05ZJ3,NA,2,2,0.000051328,0.000022855,0.000044908,0.000041701,0.000027922,0.00004045,0.000038309,0.0000721,0.000023279,0.000108423,0.000039102,0.000051727,0.00004865,0.00004773,0.000018052,0.000025668,0.000035186,0.000014395,0.000039697,0.000036691,0.000044563,0.000066418,0.000038144,0.000025083,0.385836839,0.924281414,0.393343902,1.122565916,0.148227443,0.574309022,0.06770265,0.377656093,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_12096 PE=4 SV=1
Q05ZG8,NA,2,2,0.000026453,0.000006048,0.000055676,0.000007097,0.000004878,0.00001381,0.000033388,0.000031698,0.000033133,0.000024128,0.000006807,0.00002489,0.0000066,0.000013104,0.000044068,0.000006426,0.000021204,0.000016557,0.000029392,0.000008595,0.00003274,0.000018608,0.000021257,0.000014729,0.114358612,0.292408792,0.413859979,1.113887508,0.424119528,1.142364939,0.312607793,0.79154042,30S ribosomal protein S17 OS=Synechococcus sp. BL107 OX=313625 GN=rpsQ PE=3 SV=1
Q05ZT4,NA,2,2,0.00013701,0.000010163,0.000000608,0.000056108,0.000182559,0.00000221,0.000074757,0.000022815,0.000066659,0.000082921,0.000012951,0.000003947,0.000042685,0.000002867,0.000000088,0.000045838,0.000010054,0.000095623,0.000049261,0.000080292,0.000054744,0.000033273,0.000015213,0.000050505,0.338539255,1.629951748,0.456216712,1.111308685,0.280363567,0.457227043,0.325018834,1.517883527,Glutaredoxin OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11641 PE=3 SV=1
Q066P0,NA,2,2,0.000061128,0.000107955,0.000007982,0.000029166,0.000004083,0.000003241,0.000041307,0.000075889,0.000075628,0.000035134,0.000002823,0.000028515,0.000015873,0.00003437,0.00004092,0.000062256,0.000005351,0.000040159,0.000059022,0.000012163,0.000064275,0.000022157,0.000030388,0.000035922,0.09728789,0.206077649,0.43699065,1.089000789,0.27131713,1.37146648,0.257279201,1.621236844,"D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13555 PE=3 SV=1"
Q066H8,NA,2,2,0.000000842,0.000013351,0.000000102,0.000002865,0.000000374,0.000001508,0.000006284,0.000007298,0.000001919,0.000008055,0.000000425,0.000000159,0.00000339,0.000001471,0.000000529,0.00000811,0.000003081,0.000010967,0.000004765,0.000001582,0.000005167,0.00000288,0.000001796,0.000007386,0.2528309,0.332036961,0.467322638,1.084331309,0.355500042,0.623828039,0.131732199,2.564769666,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13865 PE=4 SV=1
Q05YZ4,NA,2,2,0.000427515,0.000191569,0.000178011,0.000222781,0.000355161,0.000136718,0.000161695,0.000367877,0.000222316,0.000409161,0.000255012,0.000220805,0.00039587,0.000196439,0.000047741,0.000157569,0.000226067,0.000282737,0.000265698,0.00023822,0.000250629,0.000294993,0.00021335,0.000222124,0.401360689,0.896579779,0.444585825,0.943284737,0.2606988,0.723238092,0.173083629,0.752981503,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09461 PE=4 SV=1
Q060U7,NA,2,2,0.000188222,0.000156146,0.000284484,0.000165131,0.000171837,0.000167517,0.000236442,0.00030101,0.00004699,0.000199866,0.000152454,0.000252249,0.000070548,0.0001183,0.000109769,0.000340114,0.000121676,0.000048151,0.000209617,0.000168162,0.000194814,0.000201523,0.000099539,0.000169981,0.171715101,0.802231975,0.435418815,0.92937873,0.017221706,0.493934871,0.374860809,0.843480066,50S ribosomal protein L13 OS=Synechococcus sp. BL107 OX=313625 GN=rplM PE=3 SV=1
Q064G1,NA,2,2,0.000222646,0.000385812,0.000163812,0.00017178,0.00028852,0.000134322,0.000357682,0.000094734,0.000258377,0.00018392,0.00022091,0.000089782,0.000158053,0.0001317,0.000139632,0.000228155,0.000266069,0.000265134,0.000257423,0.000198207,0.000236931,0.000164871,0.000143129,0.000253119,0.252697758,0.769966809,0.424867305,0.920393747,0.306981822,0.868125826,0.048805472,1.535259035,Phycobilisome rod-core linker polypeptide cpcG OS=Synechococcus sp. BL107 OX=313625 GN=BL107_17205 PE=3 SV=1
Q05ZS9,NA,2,2,0.000410114,0.00033779,0.000192835,0.000256501,0.000418116,0.00014348,0.000417248,0.000086188,0.000254711,0.000271366,0.000189108,0.000161355,0.000254446,0.000125799,0.000059341,0.000473537,0.000294254,0.000203647,0.00031358,0.000272699,0.000252716,0.000207276,0.000146529,0.000323813,0.354711267,0.869632472,0.312257009,0.805905461,0.205078573,0.706923951,0.123212961,1.562227063,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11666 PE=4 SV=1
Q062W1,NA,2,2,0.000087375,0.000129107,0.000063795,0.000054665,0.000097911,0.00011383,0.000051993,0.000048451,0.000119852,0.000085547,0.00009744,0.000024424,0.000057542,0.000070754,0.000042545,0.000067597,0.000034438,0.000056166,0.000093426,0.000088802,0.000073432,0.000069137,0.000056947,0.000052734,0.433799418,0.950509147,0.271261535,0.785996073,0.319403773,0.823683976,0.270859978,0.762744667,Pyruvate kinase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05909 PE=3 SV=1
Q060P8,NA,2,2,0.000000474,0.000003133,0.000038644,0.000000972,0.000002194,0.000012745,0.000007226,0.000019905,0.000001451,0.000000962,0.000061571,0.000004184,0.000097187,0.000002626,0.000003738,0.000005342,0.000004607,0.00000169,0.000014084,0.000005304,0.000009527,0.000022239,0.000034517,0.000003879,0.266123795,0.376589729,0.375974388,0.67647552,0.37836244,1.552088729,0.202271733,0.174444606,Putative carboxysome structural peptide CsoS2 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10571 PE=4 SV=1
Q065X5,NA,2,2,0.000368265,0.000666703,0.000315152,0.000287757,0.000474205,0.000041201,0.000302701,0.000228658,0.000307768,0.000353013,0.000130448,0.000098014,0.000388561,0.000040313,0.000110131,0.000296134,0.000167243,0.000281426,0.00045004,0.000267721,0.000279709,0.000193825,0.000179668,0.000248268,0.16740811,0.594882467,0.102057708,0.621519909,0.460233942,0.926962461,0.288734393,1.280887083,"1,4-alpha-glucan branching enzyme GlgB OS=Synechococcus sp. BL107 OX=313625 GN=glgB PE=3 SV=1"
Q067E4,NA,2,2,0.000004379,0.000000761,0.000063532,0.00000155,0.000001932,0.00000219,0.000012084,0.000015668,0.000002767,0.00000208,0.000004025,0.000000859,0.000002547,0.000002096,0.000000398,0.000005166,0.000008557,0.000002874,0.000022891,0.000001891,0.000010173,0.000002321,0.000001681,0.000005532,0.18018336,0.082589534,0.286160359,0.444414881,0.300556476,0.723951897,0.082326091,2.383223999,50S ribosomal protein L28 OS=Synechococcus sp. BL107 OX=313625 GN=rpmB PE=3 SV=1
Q05YI6,NA,2,2,0.000018419,0.000000585,0.000020134,0.000000925,0.000000735,0.000000234,0.000000207,0.000000044,0.000015112,0.000011425,0.00000001,0.000001119,0.000006207,0.000001073,0.000015198,0.000000589,0.00000255,0.000007659,0.000013046,0.000000631,0.000005121,0.000004185,0.000007493,0.000003599,0.059048923,0.048391128,0.188998268,0.392505347,0.289966753,1.790558034,0.447979292,0.860162998,Adenylosuccinate synthetase OS=Synechococcus sp. BL107 OX=313625 GN=purA PE=3 SV=1
Q062J0,NA,2,2,0.000037271,0.000065943,0.000190819,0.000000007,0.000002808,0.000001277,0.000068851,0.000006787,0.000015502,0.000064568,0.00000686,0.000012537,0.000003019,0.000001331,0.000009663,0.000095131,0.000021394,0.000005969,0.000098011,0.000001364,0.00003038,0.000027988,0.000004671,0.000040831,0.054841793,0.013921306,0.12762186,0.309963507,0.138444898,0.166891328,0.35879974,1.458867385,Glyceraldehyde-3-phosphate dehydrogenase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06514 PE=3 SV=1
Q05ZG7,NA,2,2,0.000000821,0.000000499,0.000009336,0.000000201,0.000000853,0.000002208,0,0.000002234,0.00000013,0.00000001,0.000000138,0.000004383,0.000000546,0.00000392,0.00000136,0.000002525,0,0.000001266,0.000003552,0.000001087,0.000000788,0.00000151,0.000001942,0.000001264,0.225457191,0.306152378,0.20326709,0.221874236,0.409137337,1.285903835,0.442904646,0.836783446,50S ribosomal protein L29 OS=Synechococcus sp. BL107 OX=313625 GN=rpmC PE=3 SV=1
Q05ZG9,NA,2,2,0.001042021,0.000591788,0.000684908,0.000199375,0.000238479,0.000083651,0.000104969,0.000168652,0.000039739,0.000446811,0.00009667,0.00028007,0.000282485,0.000027131,0.000066733,0.000517954,0.000147911,0.000092552,0.000772906,0.000173835,0.000104453,0.000274517,0.00012545,0.000252806,0.007217237,0.224911145,0.004648465,0.13514361,0.155324016,0.456984058,0.451561823,0.92091152,50S ribosomal protein L14 OS=Synechococcus sp. BL107 OX=313625 GN=rplN PE=3 SV=1
