Accession,Peptide count,Unique peptides,Confidence score,Description,Control Light 1,Control Light 2,Control Light 3,Light+100 nM glucose 1,Light+100 nM glucose 2,Light+100 nM glucose 3,Light+5 mM glucose 1,Light+5 mM glucose 2,Light+5 mM glucose 3,Control Dark 1,Control Dark 2,Control Dark 3,Dark + 100 nM glucose 1,Dark + 100 nM glucose 2,Dark + 100 nM glucose 3,Dark + 5 mM glucose 1,Dark + 5 mM glucose 2,Dark + 5 mM glucose 3,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Alteromonas_8102,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,t.test G nM/L,FC G nM/L,t.test G mM/L,FC G mM/L,t.test G nM/D,FC G nM/D,t.test G mM/D,FC G mM/D,Alteromonas_8102.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose
A0A359K4S9,2,2,5.632011414,Dihydrolipoamide succinyltransferase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_10240 PE=4 SV=1,15952.77408,71133.16733,33498.77676,3218702.611,2942236.686,9264.722046,6364776.158,7562413.937,680652.4653,20907.41208,10353.58791,1570.496039,4176927.065,5874542.867,1091.090368,6417196.888,7165081.731,143359.5004,1.69896e-05,9.16132e-05,1.978e-05,0.001871352,0.001279043,7.47384e-06,0.00299034,0.002151144,0.0009342,1.91923e-05,1.0159e-05,1.39611e-06,0.002176461,0.002162302,1.37342e-05,0.003305926,0.00219909,0.00020039,Dihydrolipoamide succinyltransferase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_10240 PE=4 SV=1,4.27943e-05,0.001052623,0.002025228,1.02491e-05,0.001450832,0.001901802,0.103,24.6,0.04,47.32,0.091,141.56,0.086,185.56,Dihydrolipoamide succinyltransferase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_10240 PE=4 SV=1,DEH24_10240,4.620586410451877,5.564378168565064,7.145269856650506,7.535741941075111,0.103,0.04,0.091,0.086
A0A359K358,4,4,15.30732489,Dihydrolipoyl dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07870 PE=4 SV=1,308131.9988,106853.2694,592983.7808,7087258.637,7967127.949,578717.2962,15040355.41,21576011.74,1315096.022,378740.7916,110755.312,641015.674,8869624.258,9077461.123,5565.821207,9167132.341,18640451.66,768686.6595,0.000328159,0.000137618,0.000350138,0.004120529,0.003463452,0.000466851,0.007066358,0.006137341,0.001804979,0.000347671,0.000108674,0.000569838,0.004621672,0.003341233,7.00602e-05,0.004722601,0.005721083,0.001074484,Dihydrolipoyl dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07870 PE=4 SV=1,0.000271972,0.002683611,0.005002892,0.000342061,0.002677655,0.003839389,0.086,9.87,0.052,18.39,0.124,7.83,0.075,11.22,Dihydrolipoyl dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_07870 PE=4 SV=1,DEH24_07870,3.303050084681673,4.200849574637213,2.969012307516316,3.488000770834068,0.086,0.052,0.124,0.075
A0A359KBQ3,7,7,29.95822096,Dihydroxy-acid dehydratase OS=Alteromonas sp. OX=232 GN=ilvD PE=3 SV=1,902301.3034,4050675.27,1406983.72,3705184.85,4033284.754,1151375.281,5844328.87,10841826.95,1300094.317,850632.3127,800508.4698,990322.3591,8520767.384,8826716.953,42642.15316,6106417.402,7531655.575,2243526.758,0.000960947,0.00521691,0.000830779,0.002154193,0.00175334,0.000928814,0.002745821,0.00308398,0.001784389,0.000780851,0.000785464,0.000880358,0.004439894,0.003248939,0.000536761,0.003145823,0.002311598,0.003136041,Dihydroxy-acid dehydratase OS=Alteromonas sp. OX=232 GN=ilvD PE=3 SV=1,0.002336212,0.001612116,0.002538063,0.000815558,0.002741865,0.002864487,0.329,0.69,0.441,1.09,0.123,3.36,0.008,3.51,Dihydroxy-acid dehydratase OS=Alteromonas sp. OX=232 GN=ilvD PE=3 SV=1,,-0.5353317329965558,0.12432813500220177,1.7484612330040354,1.8114710305298358,0.329,0.441,0.123,0.008
A0A359K8N1,2,2,6.40965724,DNA polymerase I OS=Alteromonas sp. OX=232 GN=polA PE=3 SV=1,174041.7632,135091.5437,88984.77206,164568.5047,402673.6447,33511.7934,705477.651,865187.912,265057.6055,92611.47023,203169.6528,104872.4019,566149.2794,812760.1952,982.8095136,535292.8662,1159297.917,150803.1822,0.000185354,0.000173986,5.25427e-05,9.568e-05,0.000175049,2.70339e-05,0.000331452,0.000246104,0.000363793,8.50141e-05,0.000199351,9.32275e-05,0.000295002,0.000299161,1.23712e-05,0.000275765,0.000355809,0.000210795,DNA polymerase I OS=Alteromonas sp. OX=232 GN=polA PE=3 SV=1,0.000137294,9.92545e-05,0.000313783,0.000125864,0.000202178,0.00028079,0.147,0.72,0.065,2.29,0.232,1.61,0.009,2.23,DNA polymerase I OS=Alteromonas sp. OX=232 GN=polA PE=3 SV=1,,-0.4739311883324124,1.1953475983222193,0.6870606883398924,1.15704371014558,0.147,0.065,0.232,0.009
A0A359K2X7,2,2,4.276138306,DNA topoisomerase (ATP-hydrolyzing) (Fragment) OS=Alteromonas sp. OX=232 GN=gyrA PE=3 SV=1,555.959062076,7755.16311352,30473.5110588095,387808.09903987,637875.75128038,20987.1394983844,723753.35004004,1476311.9414595,98837.038816896,152.042799292,4369.38250447,98957.34979056,101709.27444968,516438.91348591,46.96059141,220362.57047774,1959638.9257787,15762.787359712,5.92094e-07,9.98796e-06,1.79936e-05,0.000225471,0.000277296,1.69303e-05,0.000340039,0.00041994,0.000135655,1.3957e-07,4.28726e-06,8.79693e-05,5.29974e-05,0.000190091,5.9112e-07,0.000113523,0.000601448,2.20335e-05,DNA topoisomerase (ATP-hydrolyzing) (Fragment) OS=Alteromonas sp. OX=232 GN=gyrA PE=3 SV=1,9.52457e-06,0.000173233,0.000298544,3.07987e-05,8.12265e-05,0.000245668,0.094,18.19,0.041,31.34,0.294,2.64,0.196,7.98,DNA topoisomerase (ATP-hydrolyzing) (Fragment) OS=Alteromonas sp. OX=232 GN=gyrA PE=3 SV=1,,4.185073637876762,4.969933274697856,1.4005379295837288,2.996388746447621,0.094,0.041,0.294,0.196
A0A359K8V9,2,2,6.90140152,DUF1329 domain-containing protein OS=Alteromonas sp. OX=232 GN=DEH24_17975 PE=4 SV=1,60906.00232,92429.21151,83785.36816,3732215.633,5334777.107,150097.2193,2810972.501,1292961.03,87728.53449,23229.47403,181874.2746,49734.44809,3988126.807,3485192.937,1313.184738,2093427.394,2343331.772,154348.1575,6.48646e-05,0.000119041,4.94726e-05,0.002169908,0.002319122,0.000121083,0.001320669,0.000367785,0.000120408,2.13238e-05,0.000178456,4.4212e-05,0.002078083,0.00128283,1.65298e-05,0.001078464,0.00071921,0.000215751,DUF1329 domain-containing protein OS=Alteromonas sp. OX=232 GN=DEH24_17975 PE=4 SV=1,7.77926e-05,0.001536705,0.000602954,8.13307e-05,0.001125814,0.000671141,0.085,19.75,0.145,7.75,0.113,13.84,0.074,8.25,DUF1329 domain-containing protein OS=Alteromonas sp. OX=232 GN=DEH24_17975 PE=4 SV=1,DEH24_17975,4.303780748177103,2.9541963103868754,3.790772037862,3.0443941193584534,0.085,0.145,0.113,0.074
A0A359K6E9,3,3,19.35105991,DUF3450 domain-containing protein OS=Alteromonas sp. OX=232 GN=DEH24_13555 PE=4 SV=1,287439.117422803,228487.254577932,1211809.83059434,1713847.57370862,1884178.67853816,970135.507126981,1082568.5378109,32183417.0231377,552024.69335406,1936813.66696524,362245.54483516,922779.077490304,1850797.6931826,3827074.8422901,7439.7197061951,1115170.82510466,927011.2198308,805327.257041348,0.000306121,0.000294271,0.000715535,0.00099643,0.000819086,0.000782608,0.000508619,0.009154639,0.000757658,0.001777927,0.000355437,0.000820315,0.00096439,0.00140867,9.3648e-05,0.000574499,0.000284516,0.001125701,DUF3450 domain-containing protein OS=Alteromonas sp. OX=232 GN=DEH24_13555 PE=4 SV=1,0.000438643,0.000866041,0.003473639,0.00098456,0.000822236,0.000661572,0.074,1.97,0.203,7.92,0.407,0.84,0.275,0.67,DUF3450 domain-containing protein OS=Alteromonas sp. OX=232 GN=DEH24_13555 PE=4 SV=1,DEH24_13555,0.9781956296816515,2.985500430304885,-0.25153876699596445,-0.5777669993169522,0.074,0.203,0.407,0.275
A0A359K162,11,11,71.83618832,Elongation factor G (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_03810 PE=4 SV=1,7454124.569,7590863.774,7767983.835,55513762.42,92781488.56,6568801.319,64420511.65,121491557.6,12713515.21,9602269.568,7593348.935,3702884.234,69333248.9,103448934.2,165105.9971,67404658.96,83944299.92,13052399.74,0.007938612,0.009776358,0.004586748,0.032275675,0.040333761,0.005299047,0.030266463,0.034558524,0.01744939,0.008814548,0.007450639,0.003291722,0.036127298,0.038077494,0.002078284,0.034724634,0.025763985,0.018244876,Elongation factor G (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_03810 PE=4 SV=1,0.007433906,0.025969494,0.027424793,0.00651897,0.025427692,0.026244498,0.089,3.49,0.016,3.69,0.101,3.9,0.013,4.03,Elongation factor G (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_03810 PE=4 SV=1,DEH24_03810,1.8032270364349277,1.8836208162856714,1.9634741239748859,2.0107798387532427,0.089,0.016,0.101,0.013
A0A359KA31,6,6,22.33170152,Elongation factor Ts OS=Alteromonas sp. OX=232 GN=tsf PE=3 SV=1,485780.4738,2503514.672,969194.5911,7654199.774,17716127.77,773397.1649,10559584.28,19864459.84,2665793.085,1381528.879,636576.3988,101202.9578,13467128.78,20043868.52,15650.10286,12386265.38,15872478.6,1278449.384,0.000517354,0.003224304,0.000572279,0.004450148,0.007701515,0.000623899,0.004961173,0.005650487,0.00365882,0.001268195,0.000624613,8.99655e-05,0.007017282,0.007377749,0.000196997,0.006380991,0.004871543,0.001787039,Elongation factor Ts OS=Alteromonas sp. OX=232 GN=tsf PE=3 SV=1,0.001437979,0.004258521,0.004756826,0.000660924,0.004864009,0.004346525,0.09,2.96,0.015,3.31,0.09,7.36,0.035,6.58,Elongation factor Ts OS=Alteromonas sp. OX=232 GN=tsf PE=3 SV=1,,1.565597175854225,1.726831217032493,2.8797057662822882,2.718087583960517,0.09,0.015,0.09,0.035
A0A359K9E1,3,3,21.5470649,Enolase OS=Alteromonas sp. OX=232 GN=eno PE=3 SV=1,4866142.895,13744575.09,7104725.443,20759119.63,30218640.76,2554480.935,35961414.57,42457005.51,12715540.24,4474229.91,6079319.341,1362348.349,28391099.64,39142161.34,84866.05191,27392610.47,39763757.92,9313932.058,0.005182422,0.017701791,0.004195115,0.012069342,0.01313658,0.002060698,0.016895625,0.012076983,0.01745217,0.004107187,0.005965064,0.001211075,0.014793677,0.014407451,0.001068258,0.01411176,0.012204198,0.013019179,Enolase OS=Alteromonas sp. OX=232 GN=eno PE=3 SV=1,0.009026443,0.009088873,0.015474926,0.003761109,0.010089795,0.013111712,0.494,1.01,0.199,1.71,0.098,2.68,0.015,3.49,Enolase OS=Alteromonas sp. OX=232 GN=eno PE=3 SV=1,,0.014355292977070054,0.7739963251111731,1.422233000683048,1.8032270364349277,0.494,0.199,0.098,0.015
A0A359K9B0,2,2,5.253023028,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Alteromonas sp. OX=232 GN=fabV PE=3 SV=1,787324.57714154,2665548.49349879,536448.515334721,861920.43658832,1486592.67382818,350062.158561324,1152898.41479848,3362614.83790294,350994.428063821,687023.81542545,1583816.48083323,35706.992268936,1049664.65987979,2522384.03482564,1186.6910134755,1300925.18890997,3106613.51220847,203808.329273415,0.000838497,0.003432989,0.000316756,0.00050112,0.000646248,0.000282395,0.000541662,0.000956503,0.000481742,0.000630664,0.00155405,3.17421e-05,0.000546946,0.000928439,1.49376e-05,0.000670193,0.000953474,0.000284887,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Alteromonas sp. OX=232 GN=fabV PE=3 SV=1,0.001529414,0.000476588,0.000659969,0.000738819,0.000496774,0.000636185,0.175,0.31,0.199,0.43,0.168,0.67,0.364,0.86,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Alteromonas sp. OX=232 GN=fabV PE=3 SV=1,,-1.6896598793878495,-1.2175914350726267,-0.5777669993169522,-0.2175914350726268,0.175,0.199,0.168,0.364
A0A359K257,3,3,13.84792709,Fatty acid oxidation complex subunit alpha FadB OS=Alteromonas sp. OX=232 GN=DEH24_05940 PE=3 SV=1,784067.6684,871599.6633,620839.7766,1710347.492,2157039.993,634710.7348,3365377.058,3492138.985,3129800.566,371971.5831,471665.4566,134769.7533,2010471.658,3707545.138,8606.012589,2376157.905,3572286.797,4568111.54,0.000835029,0.001122543,0.000366586,0.000994395,0.000937704,0.000512021,0.001581143,0.000993346,0.004295674,0.000341457,0.000462801,0.000119805,0.001047591,0.001364674,0.000108329,0.001224117,0.001096398,0.006385387,Fatty acid oxidation complex subunit alpha FadB OS=Alteromonas sp. OX=232 GN=DEH24_05940 PE=3 SV=1,0.000774719,0.000814706,0.002290054,0.000308021,0.000840198,0.002901967,0.378,1.05,0.172,2.96,0.098,2.73,0.147,9.42,Fatty acid oxidation complex subunit alpha FadB OS=Alteromonas sp. OX=232 GN=DEH24_05940 PE=3 SV=1,DEH24_05940,0.070389327891398,1.565597175854225,1.4489009511451278,3.2357270598380583,0.378,0.172,0.098,0.147
A0A359KC41,5,5,20.96113944,Fe-S cluster assembly ATPase SufC OS=Alteromonas sp. OX=232 GN=sufC PE=3 SV=1,111131.3261,267691.0188,145424.0049,1272124.324,1658637.901,100787.7878,6753279.922,6668709.798,616537.6399,76665.93921,90044.6322,105028.151,2355692.715,2895559.035,3861.622533,2327124.799,4341529.191,446071.564,0.000118354,0.000344762,8.58683e-05,0.000739612,0.000721039,8.13054e-05,0.00317287,0.001896928,0.000846202,7.03767e-05,8.83523e-05,9.3366e-05,0.001227475,0.001065798,4.86085e-05,0.001198857,0.001332492,0.000623527,Fe-S cluster assembly ATPase SufC OS=Alteromonas sp. OX=232 GN=sufC PE=3 SV=1,0.000182995,0.000513986,0.001972,8.40317e-05,0.000780627,0.001051625,0.105,2.81,0.059,10.78,0.102,9.29,0.024,12.51,Fe-S cluster assembly ATPase SufC OS=Alteromonas sp. OX=232 GN=sufC PE=3 SV=1,,1.4905701304462013,3.430285272977781,3.215678596607928,3.645009884391095,0.105,0.059,0.102,0.024
A0A359K9V0,5,5,16.74734855,Fe-S cluster assembly protein SufB (Fragment) OS=Alteromonas sp. OX=232 GN=sufB PE=3 SV=1,224429.1856,565298.2845,236263.902,794003.6547,801136.1119,366403.1047,2357552.248,1965605.267,1569588.916,623197.6559,319470.9981,63884.89174,1258228.083,1308484.715,4173.3868,1509045.267,2024166.47,1486554.562,0.000239016,0.000728054,0.000139506,0.000461633,0.000348268,0.000295577,0.001107641,0.00055912,0.002154272,0.000572074,0.000313467,5.67912e-05,0.000655622,0.000481627,5.25328e-05,0.00077741,0.000621252,0.002077932,Fe-S cluster assembly protein SufB (Fragment) OS=Alteromonas sp. OX=232 GN=sufB PE=3 SV=1,0.000368859,0.000368493,0.001273678,0.000314111,0.000396594,0.001158865,0.499,1.0,0.144,3.45,0.12,1.26,0.144,3.69,Fe-S cluster assembly protein SufB (Fragment) OS=Alteromonas sp. OX=232 GN=sufB PE=3 SV=1,,0.0,1.7865963618908067,0.3334237337251918,1.8836208162856714,0.499,0.144,0.12,0.144
A0A359K6F8,2,2,16.6566155,Flagellar motor protein MotA OS=Alteromonas sp. OX=232 GN=DEH24_13560 PE=3 SV=1,910246.614285198,412870.20679193694,2590348.25026991,3876094.76331912,2662295.07477141,1988871.78470735,2166334.48834877,34626022.0609203,826795.551541174,1434798.14265585,507518.545768306,689263.865228682,2046038.75001936,4409119.25340237,53689.86627,1129379.32215813,2822278.95088982,618063.846562842,0.000969409,0.00053174,0.001529519,0.00225356,0.001157347,0.001604421,0.001017801,0.009849443,0.001134783,0.001317095,0.00049798,0.000612729,0.001066124,0.001622909,0.000675825,0.000581819,0.000866207,0.000863941,Flagellar motor protein MotA OS=Alteromonas sp. OX=232 GN=DEH24_13560 PE=3 SV=1,0.001010223,0.001671776,0.004000676,0.000809268,0.001121619,0.000770655,0.099,1.65,0.222,3.96,0.266,1.39,0.461,0.95,Flagellar motor protein MotA OS=Alteromonas sp. OX=232 GN=DEH24_13560 PE=3 SV=1,DEH24_13560,0.722466024471091,1.9855004303048849,0.47508488294878265,-0.07400058144377693,0.099,0.222,0.266,0.461
A0A359K339,2,2,13.67305136,Flagellin OS=Alteromonas sp. OX=232 GN=DEH24_06795 PE=3 SV=1,951294.9283,1361588.387,890556.1358,30548823.22,24714087.5,855973.7543,48467579.99,44668724.07,2454729.007,1929418.243,969083.2274,571407.3597,51840657.69,37673555.68,43404.79987,29453799.45,52695781.18,1395213.351,0.001013125,0.001753605,0.000525845,0.017761071,0.010743653,0.000690513,0.022771353,0.012706111,0.003369133,0.001771139,0.00095087,0.000507959,0.027012478,0.013866886,0.000546361,0.015173616,0.016173264,0.001950254,Flagellin OS=Alteromonas sp. OX=232 GN=DEH24_06795 PE=3 SV=1,0.001097525,0.009731746,0.012948866,0.001076656,0.013808575,0.011099045,0.107,8.87,0.082,11.8,0.111,12.83,0.073,10.31,Flagellin OS=Alteromonas sp. OX=232 GN=DEH24_06795 PE=3 SV=1,DEH24_06795,3.1489341045263393,3.560714954474479,3.6814492653149578,3.3659724275933836,0.107,0.082,0.111,0.073
A0A359KBX4,2,2,6.687963247,Fructose-bisphosphate aldolase class I OS=Alteromonas sp. OX=232 GN=DEH24_19345 PE=3 SV=1,77920.48716951,149666.23450739,10251.84821922,279653.43336058,381765.29350145,20145.81294034,598747.87036004,448131.8671913,86704.29919352,213843.41080636,206129.41737046,3151.92177113,545157.745643273,362393.39045022,193.2163604152,588653.010606786,357920.17892002,183746.69100303,8.2985e-05,0.000192757,6.05339e-06,0.00016259,0.00016596,1.62516e-05,0.000281308,0.000127472,0.000119002,0.000196301,0.000202255,2.80194e-06,0.000284064,0.00013339,2.43213e-06,0.000303254,0.000109852,0.000256844,Fructose-bisphosphate aldolase class I OS=Alteromonas sp. OX=232 GN=DEH24_19345 PE=3 SV=1,9.39317e-05,0.000114934,0.000175927,0.000133786,0.000139962,0.000223317,0.285,1.22,0.201,1.87,0.452,1.05,0.233,1.67,Fructose-bisphosphate aldolase class I OS=Alteromonas sp. OX=232 GN=DEH24_19345 PE=3 SV=1,DEH24_19345,0.28688114778816154,0.903038270112912,0.070389327891398,0.7398481026993274,0.285,0.201,0.452,0.233
A0A359K565,4,4,24.0233202,Fumarate hydratase class I OS=Alteromonas sp. OX=232 GN=DEH24_11340 PE=3 SV=1,342122.716427,960047.24712846,290082.20986521,580979.391993,4265036.9043311,282696.78503219,294829.4669487,2710805.1483144,896952.91065735,246388.550652,570947.6842298,196911.04692324,485499.09374128,8895968.0161869,11980.393811604,767205.7242667,3068955.6584684,1895464.0340435,0.000364359,0.001236456,0.000171284,0.000337781,0.001854087,0.000228051,0.000138519,0.000771094,0.001231074,0.000226176,0.000560217,0.000175046,0.000252978,0.003274429,0.000150804,0.000395239,0.000941917,0.002649513,Fumarate hydratase class I OS=Alteromonas sp. OX=232 GN=DEH24_11340 PE=3 SV=1,0.0005907,0.00080664,0.000713562,0.00032048,0.00122607,0.00132889,0.199,1.37,0.41,1.21,0.211,3.83,0.152,4.15,Fumarate hydratase class I OS=Alteromonas sp. OX=232 GN=DEH24_11340 PE=3 SV=1,DEH24_11340,0.45417589318580215,0.27500704749986976,1.9373443921502325,2.0531113364595623,0.199,0.41,0.211,0.152
A0A359K867,6,6,30.6250906,Glucose-6-phosphate 1-dehydrogenase OS=Alteromonas sp. OX=232 GN=zwf PE=3 SV=1,10443312.859629,8993900.82832819,7606120.98203454,16117221.9958119,19115484.4544541,9035940.13019006,27328931.3809699,32822114.108657,4403816.73305033,11068393.4369628,12277716.8861221,2458626.23437545,7693057.1015416,17230678.41177,188862.887774854,17465269.3200812,26335215.7982461,3312756.45696614,0.011122085,0.011583345,0.004491174,0.009370545,0.008309841,0.007289286,0.012839856,0.009336318,0.00604427,0.010160399,0.012046969,0.002185624,0.004008601,0.00634227,0.002377326,0.008997525,0.008082742,0.00463063,Glucose-6-phosphate 1-dehydrogenase OS=Alteromonas sp. OX=232 GN=zwf PE=3 SV=1,0.009065534,0.008323224,0.009406815,0.008130997,0.004242732,0.007236965,0.362,0.92,0.408,1.04,0.099,0.52,0.339,0.89,Glucose-6-phosphate 1-dehydrogenase OS=Alteromonas sp. OX=232 GN=zwf PE=3 SV=1,,-0.12029423371771177,0.056583528366367514,-0.9434164716336325,-0.16812275880832692,0.362,0.408,0.099,0.339
A0A359K180,2,2,11.26312184,Glucose-6-phosphate isomerase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04200 PE=3 SV=1,56886.56883,472386.7768,35865.04785,3423654.907,4625318.347,45055.56728,7430770.353,10448978.13,649225.1832,84659.94189,75997.92835,499422.7241,4820875.079,7146180.984,16747.31428,5411600.274,12310288.4,639409.1232,6.0584e-05,0.000608392,2.11772e-05,0.001990511,0.002010708,3.63463e-05,0.003491173,0.002972233,0.000891066,7.77149e-05,7.45696e-05,0.000443968,0.002512001,0.002630367,0.000210808,0.002787876,0.003778244,0.000893777,Glucose-6-phosphate isomerase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04200 PE=3 SV=1,0.000230051,0.001345855,0.002451491,0.000198751,0.001784392,0.002486633,0.095,5.85,0.048,10.66,0.112,8.98,0.07,12.51,Glucose-6-phosphate isomerase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04200 PE=3 SV=1,DEH24_04200,2.548436624696042,3.414135532984451,3.1667154449664223,3.645009884391095,0.095,0.048,0.112,0.07
A0A359K595,2,2,9.891964912,Glutamate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11555 PE=4 SV=1,12450.86884105,100093.055868743,79890.05411398,306076.56158669,1406770.2214027,61491.4638398,274382.9908371,853225.54576,28531.61727947,49592.1608614,12350.29235906,38442.378491494,228388.9320271,354433.5641145,594.0719948446,58595.6018735,939403.4203658,17247.65693844,1.32601e-05,0.000128911,4.71725e-05,0.000177953,0.000611548,4.96051e-05,0.000128912,0.000242702,3.91598e-05,4.55239e-05,1.21182e-05,3.41738e-05,0.000119006,0.00013046,7.47793e-06,3.01865e-05,0.000288319,2.41091e-05,Glutamate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11555 PE=4 SV=1,6.31145e-05,0.000279702,0.000136925,3.06053e-05,8.5648e-05,0.000114205,0.132,4.43,0.107,2.17,0.164,2.8,0.238,3.73,Glutamate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11555 PE=4 SV=1,DEH24_11555,2.1473066987802936,1.1176950426697545,1.4854268271702418,1.899175630480513,0.132,0.107,0.164,0.238
A0A359K582,2,2,12.18959045,Glutamate synthase small subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11000 PE=4 SV=1,98637.03627,95682.58152,78366.06407,666917.103,2279161.871,30291.71261,1071381.432,3908685.893,470144.8811,20090.74218,29186.08172,10714.12645,1267021.369,3429641.399,6552.038518,1378473.147,5816416.026,830556.4605,0.000105048,0.000123231,4.62727e-05,0.000387745,0.000990792,2.44363e-05,0.000503363,0.001111834,0.000645277,1.84426e-05,2.86376e-05,9.52445e-06,0.000660204,0.001262383,8.24743e-05,0.000710143,0.001785161,0.001160967,Glutamate synthase small subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11000 PE=4 SV=1,9.15171e-05,0.000467658,0.000753491,1.88682e-05,0.000668354,0.001218757,0.143,5.11,0.031,8.23,0.096,35.42,0.03,64.59,Glutamate synthase small subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_11000 PE=4 SV=1,DEH24_11000,2.3533232911628965,3.040892430646901,5.14649230697719,6.013238915113665,0.143,0.031,0.096,0.03
A0A359K8U3,2,2,11.77965844,Glutamine synthetase OS=Alteromonas sp. OX=232 GN=glnA PE=3 SV=1,1541367.368,2942754.038,1984356.532,26350391.32,37822873.64,2010740.147,48145640.2,121222096.7,9670275.438,1521786.399,2527062.483,1318322.858,41207744.1,74428179.53,101615.3187,54680934.76,110584757.0,11975111.75,0.00164155,0.003790006,0.0011717,0.015320105,0.016442275,0.001622063,0.022620098,0.034481875,0.013272522,0.001396947,0.002479569,0.001171938,0.021472013,0.027395531,0.001279091,0.028169796,0.03394041,0.016739024,Glutamine synthetase OS=Alteromonas sp. OX=232 GN=glnA PE=3 SV=1,0.002201085,0.011128147,0.023458165,0.001682818,0.016715545,0.026283076,0.085,5.06,0.029,10.66,0.093,9.93,0.017,15.62,Glutamine synthetase OS=Alteromonas sp. OX=232 GN=glnA PE=3 SV=1,,2.339137384919585,3.414135532984451,3.311793717753649,3.9653225483672547,0.085,0.029,0.093,0.017
A0A359K0Q9,2,2,8.774376631,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Alteromonas sp. OX=232 GN=glmS PE=3 SV=1,364436.04355387,353698.627509937,95588.4896489741,183186.012911048,252783.24510902,107046.18699381,763242.02703695,1192854.87683471,69351.46027644,193632.894480753,327908.718242661,148947.881509534,435663.81372075,596473.6593256,4089.61934214202,604349.91057747,1336379.3923211,34746.903174126,0.000388123,0.000455532,5.6442e-05,0.000106504,0.000109889,8.63541e-05,0.000358591,0.00033931,9.51854e-05,0.000177748,0.000321746,0.000132409,0.00022701,0.00021955,5.14784e-05,0.000311341,0.000410158,4.85698e-05,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Alteromonas sp. OX=232 GN=glmS PE=3 SV=1,0.000300032,0.000100916,0.000264362,0.000210634,0.000166013,0.00025669,0.114,0.34,0.255,0.88,0.223,0.79,0.279,1.22,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Alteromonas sp. OX=232 GN=glmS PE=3 SV=1,,-1.5563933485243853,-0.18442457113742744,-0.3400754415976217,0.28688114778816154,0.114,0.255,0.223,0.279
A0A359K885,7,7,39.05859017,Glycine dehydrogenase (decarboxylating) OS=Alteromonas sp. OX=232 GN=gcvP PE=3 SV=1,148807.2206,314861.2632,381930.4216,1794200.176,2676406.217,216423.0185,5465368.54,8372588.925,344338.1567,124910.3179,299813.4693,162328.6572,4531453.011,6647117.456,6140.771369,4378270.548,9122612.152,439952.4782,0.000158479,0.000405513,0.000225518,0.001043147,0.001163481,0.000174588,0.002567775,0.0023816,0.000472607,0.000114663,0.000294179,0.000144304,0.002361193,0.002446672,7.72974e-05,0.002255539,0.00279989,0.000614973,Glycine dehydrogenase (decarboxylating) OS=Alteromonas sp. OX=232 GN=gcvP PE=3 SV=1,0.00026317,0.000793739,0.001807327,0.000184382,0.001628387,0.001890134,0.106,3.02,0.072,6.87,0.098,8.83,0.056,10.25,Glycine dehydrogenase (decarboxylating) OS=Alteromonas sp. OX=232 GN=gcvP PE=3 SV=1,,1.5945485495503542,2.7803100990433753,3.142413437873741,3.357552004618084,0.106,0.072,0.098,0.056
