 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_0288,,6.5,5.4,2.4,0.83,0.37,0.44,beta-ketoacyl synthase,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Cytoplasm,,,,unresolved
SputW3181_2345,,6.5,5.4,2.4,0.83,0.37,0.44,two component signal transduction system histidine kinase with Cache_1 and PAS sensory domains,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3904,,6.5,5.4,2.4,0.83,0.37,0.44,two component signal transduction system hybrid histidine kinase/response regulator with PAS sensory domain,Signal transduction,Two-component systems,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0353,,13.0,10.8,4.8,0.83,0.37,0.44,HupE-UreJ family Ni2+ uptake permease,Transport and binding proteins,Cations and iron carrying compounds,Metal homeostasis,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_1126,,5.6,5.4,2.4,0.97,0.43,0.44,heavy metal translocating P-type ATPase,Transport and binding proteins,Toxic compound efflux ,Detoxification - heavy metals (gold),Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_0592,,13.0,10.8,4.8,0.83,0.37,0.44,oxidoreductase short-chain dehydrogenase/reductase family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2100,,7.4,5.4,2.4,0.73,0.32,0.44,cupin family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3212,,88.4,66.2,29.6,0.75,0.34,0.45,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_4072,,55.8,60.8,27.2,1.09,0.49,0.45,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2253,,144.2,122.9,55.2,0.85,0.38,0.45,RraA family regulator,Regulatory functions,Protein interactions,,Cytoplasm,,,,unresolved
SputW3181_3923,,51.2,45.9,20.8,0.9,0.41,0.45,polymorphic toxin ComJ family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_0207,,21.4,23.0,10.4,1.07,0.49,0.45,two component signal transduction system response regulator with winged helix family DNA binding domain,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_3793,,65.1,63.5,28.8,0.97,0.44,0.45,YER057c/Yigf/Uk114 family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3887,,44.7,40.5,18.4,0.91,0.41,0.45,Sel1 domain-containing protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1688,,201.0,59.4,27.2,0.3,0.14,0.46,SAM-dependent methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1093,,602.0,603.8,277.8,1.0,0.46,0.46,conserved hypothetical protein,Unknown function,General,Restriction-modification,Cytoplasm,,,,unresolved
SputW3181_0978,,80.0,43.2,20.0,0.54,0.25,0.46,methyl-accepting chemotaxis sensory transducer,Signal transduction,Taxis,,Cytoplasm,,,,unresolved
SputW3181_0406,,32.6,31.1,14.4,0.95,0.44,0.46,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3184,,32.6,31.1,14.4,0.95,0.44,0.46,membrane protein of unknown function COG3610,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_1717,,19.5,18.9,8.8,0.97,0.45,0.47,NADH:flavin oxidoreductase/NADH oxidase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1876,,23.3,18.9,8.8,0.81,0.38,0.47,conserved hypothetical Ca-binding lipoprotein,Unknown function,General,,Extracellular Lipoprotein,,,,unresolved
SputW3181_2102,,40.9,37.8,17.6,0.92,0.43,0.47,protein of unknown function DUF1801,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0753,,71.6,59.4,28.0,0.83,0.39,0.47,protein of unknown function DUF985,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0790,,13.0,6.8,3.2,0.52,0.25,0.47,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0861,,22.3,13.5,6.4,0.6,0.29,0.47,transcriptional regulator of bicarbonate utilization LysR family,Regulatory functions,DNA interactions,Bicarbonate utilization control,Cytoplasm,,,,unresolved
SputW3181_1925,,76.3,60.8,28.8,0.8,0.38,0.47,thioredoxin family protein,Unknown function,Enzymes of unknown specificity,,Periplasm,,,,unresolved
SputW3181_3439,,18.6,82.4,39.2,4.43,2.11,0.48,protein of unknown function DUF2292,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2399,,15.8,14.9,7.2,0.94,0.46,0.49,group II intron RNA-directed DNA polymerase,Mobile and extrachromosomal element functions,Group II intron,,Cytoplasm,,,,unresolved
SputW3181_1216,,17.7,14.9,7.2,0.84,0.41,0.49,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2064,,149.8,89.1,43.2,0.6,0.29,0.49,two component signal transduction system response regulator,Signal transduction,Two-component systems,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_1768,,18.6,14.9,7.2,0.8,0.39,0.49,protein of unknown function DUF1285,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3271,,14.9,14.9,7.2,1.0,0.48,0.49,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3648,,14.9,14.9,7.2,1.0,0.48,0.49,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1332,,195.4,155.3,76.1,0.79,0.39,0.49,hypothetical inner membrane protein,Unknown function,General,Iron homeostasis,Inner Membrane (4 transmembrane spans),Fur,,,unresolved
SputW3181_0628,,122.8,39.2,19.2,0.32,0.16,0.49,membrane protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0823,,28.8,24.3,12.0,0.84,0.42,0.49,oxidoreductase GMC family,Energy metabolism,Electron transport,,Periplasm,PsrA,,,unresolved
SputW3181_3766,,9.3,8.1,4.0,0.87,0.43,0.49,P-loop containing nucleotide triphosphate hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3157,,70.7,64.8,32.8,0.92,0.46,0.51,protein of unknown function DUF1289,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1540,,70.7,66.2,33.6,0.94,0.48,0.51,anti-sigma factor,Regulatory functions,Protein interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1334,,12.1,9.5,4.8,0.78,0.4,0.51,TRIC family homotrimer monovalent cation channel,Transport and binding proteins,"Amino acids, peptides and amines",Glycine metabolism,Inner Membrane (7 transmembrane spans),GcvA,,,unresolved
SputW3181_3405,,202.8,106.7,54.4,0.53,0.27,0.51,protein of unknown function DUF1249,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0801,,53.0,29.7,15.2,0.56,0.29,0.51,two component signal transduction system hybrid histidine kinase/response regulator with PAS sensory domain,Signal transduction,Two-component systems,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1926,,52.1,29.7,15.2,0.57,0.29,0.51,conserved hypothetical lipoprotein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_1545,,32.6,23.0,12.0,0.71,0.37,0.52,transmembrane protein in aerotolerance operon,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0922,,20.5,12.2,6.4,0.59,0.31,0.53,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3112,,120.0,75.6,40.0,0.63,0.33,0.53,protein of unknown function DUF328,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2078,,50.2,41.9,22.4,0.83,0.45,0.54,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3936,,20.5,16.2,8.8,0.79,0.43,0.54,putative endonuclease,DNA metabolism,Restriction/modification,,Cytoplasm,,,,unresolved
SputW3181_0892,,23.3,16.2,8.8,0.7,0.38,0.54,chromate efflux pump,Transport and binding proteins,Anions,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_0688,,29.8,16.2,8.8,0.54,0.3,0.54,TPR repeat domain protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0400,,59.5,51.3,28.0,0.86,0.47,0.55,radical SAM domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2727,,40.9,176.9,96.9,4.32,2.37,0.55,polymorphic toxin IMM17 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_1181,,24.2,20.3,11.2,0.84,0.46,0.55,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0215,,26.1,21.6,12.0,0.83,0.46,0.56,Sigma54 dependent transcriptional regulator with GAF sensory domain Fis family,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1375,,58.6,43.2,24.0,0.74,0.41,0.56,putative periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3075,,32.6,23.0,12.8,0.71,0.39,0.56,protein of unknown function DUF2937,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3366,,50.2,33.8,19.2,0.67,0.38,0.57,protein of unknown function DUF819,Unknown function,General,,Inner Membrane (11 transmembrane spans),,,,unresolved
SputW3181_2495,,8.4,4.1,2.4,0.48,0.29,0.59,LambdaSo-like integrase,Mobile and extrachromosomal element functions,Prophage functions,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2233,,40.9,29.7,17.6,0.73,0.43,0.59,glutamine amidotransferase class II,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,,,unresolved
SputW3181_2301,,8.4,5.4,3.2,0.65,0.38,0.59,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0103,,64.2,12.2,7.2,0.19,0.11,0.59,putative bifunctional autotransporter / extracellular effector,Transport and binding proteins,Porins and secretins,,Outer Membrane & Extracellular,,,,unresolved
SputW3181_0544,,10.2,6.8,4.0,0.66,0.39,0.59,zinc/cadmium-responsive efflux pump,Transport and binding proteins,Toxic compound efflux,Zinc homeostasis,Inner Membrane (8 transmembrane spans),ZntR,,,unresolved
SputW3181_0264,,7.4,5.4,3.2,0.73,0.43,0.59,hypothetical membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_1079,,14.0,5.4,3.2,0.39,0.23,0.59,PRTRC system protein D,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2682,,40.0,32.4,19.2,0.81,0.48,0.59,conserved protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2811,,8.4,6.8,4.0,0.81,0.48,0.59,TPR domain protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2080,,703.4,540.3,326.7,0.77,0.46,0.6,protein with c-terminal DUF1078 domain,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2965,,183.3,27.0,16.8,0.15,0.09,0.62,ROK family protein,Central intermediary metabolism,Sugars,,Cytoplasm,,,,unresolved
SputW3181_2707,,1471.1,249.9,157.7,0.17,0.11,0.63,outer membrane lipoprotein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_2861,,184.2,102.7,64.9,0.56,0.35,0.63,putative cytoplasmic protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1963,,20.5,13.5,8.8,0.66,0.43,0.65,4-toluene sulfonate family uptake permease,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2588,,20.5,13.5,8.8,0.66,0.43,0.65,4-toluene sulfonate uptake permease family protein,Transport and binding proteins,Unknown substrate,DNA damage,Inner Membrane (7 transmembrane spans),LexA,,,unresolved
SputW3181_0719,,72.6,51.3,33.6,0.71,0.46,0.66,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1296,,93.0,37.8,24.8,0.41,0.27,0.66,bifunctional protein of unknown functions DUF523 and DUF1722,Unknown function,General,Oxidative stress - singlet oxygen,Cytoplasm,,,,unresolved
SputW3181_1162,,292.2,179.6,121.7,0.61,0.42,0.68,phage P4 alpha zinc-binding domain protein,Mobile and extrachromosomal element functions,Plasmid functions,Restriction-modification,Cytoplasm,,,,unresolved
SputW3181_3195,,16.7,9.5,6.4,0.56,0.38,0.68,Sigma54-dependent transcriptional regulator with PAS sensory domain Fis family,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0655,,105.1,66.2,44.8,0.63,0.43,0.68,protein of unknown function,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2488,,36.3,18.9,12.8,0.52,0.35,0.68,LambdaSo-like conserved hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2585,,691.3,470.0,321.1,0.68,0.46,0.68,outer membrane porin,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_0802,,205.6,82.4,56.9,0.4,0.28,0.69,two component signal transduction system response regulator with HD domain,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_1015,,25.1,16.2,11.2,0.65,0.45,0.69,exonuclease,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0837,,39.1,23.0,16.0,0.59,0.41,0.7,protein of unknown function DUF3626,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2734,,47.5,31.1,22.4,0.65,0.47,0.72,hydrolase PHP family,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1698,,23.3,12.2,8.8,0.52,0.38,0.72,dksA-type zinc finger protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1158,,375.0,160.7,116.9,0.43,0.31,0.73,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0208,,27.0,17.6,12.8,0.65,0.47,0.73,PepSY domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3211,,52.1,28.4,20.8,0.54,0.4,0.73,AAA ATPase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3806,,133.1,55.4,40.8,0.42,0.31,0.74,secreted protein of unknown function DUF500,Unknown function,General,,Extracelllular,,,,unresolved
SputW3181_0687,,35.4,5.4,4.0,0.15,0.11,0.74,HAE1 family effllux pump permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0644,,50.2,27.0,20.0,0.54,0.4,0.74,Zn-binding protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3311,,33.5,21.6,16.0,0.65,0.48,0.74,lipoprotein of unknown function DUF306,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_1732,,4.7,14.9,11.2,3.19,2.41,0.75,RND superfamily efflux pump permease component 2,Transport and binding proteins,Unknown substrate,,Inner Membrane (14 transmembrane spans),,,,unresolved
SputW3181_2478,,53.0,29.7,22.4,0.56,0.42,0.75,LambdaSo-like helical domain protein,Unknown function,General,Bacteriophage; LambdaSo-like,,,,,unresolved
SputW3181_3097,,50.2,151.3,116.1,3.01,2.31,0.77,type IV pilin system protein,Transport and binding proteins,Secretion systems,T2bSS,Periplasm,,,,unresolved
SputW3181_3720,,178.6,90.5,69.7,0.51,0.39,0.77,protein of unknown function DUF484,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1301,,500.6,143.2,112.1,0.29,0.22,0.78,amine oxidase,Central intermediary metabolism,Amino acids and amines,Oxidative stress - singlet oxygen,Cytoplasm,,,,unresolved
SputW3181_0723,,122.8,32.4,25.6,0.26,0.21,0.79,thiol-disulphide oxidoreductase DCC family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2087,,2.8,8.1,6.4,2.9,2.29,0.79,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1636,,143.3,47.3,37.6,0.33,0.26,0.8,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_3341,,73.5,503.8,406.8,6.85,5.53,0.81,surface-associated serine protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",Amino acid utilization,Extracelllular,,,,unresolved
SputW3181_1598,,25.1,14.9,12.0,0.59,0.48,0.81,protein of unknown function DUF2798,Unknown function,General,Iron homeostasis - putrebactin biosynthesis,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_2432,,19.5,10.8,8.8,0.55,0.45,0.82,TonB-dependent siderophore receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,,,unresolved
SputW3181_2486,,27.0,10.8,8.8,0.4,0.33,0.82,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_0712,,205.6,48.6,40.0,0.24,0.19,0.82,glutathione S-transferase family protein,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_1286,,8.4,20.3,16.8,2.42,2.01,0.83,methyl accepting sensory transducer with PAS sensory domain,Signal transduction,Taxis,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1300,,770.4,198.6,165.7,0.26,0.22,0.83,oxidoreductase short-chain dehydrogenase/reductase family,Unknown function,Enzymes of unknown specificity,Oxidative stress - singlet oxygen,Cytoplasm,,,,unresolved
SputW3181_1154,,149.8,82.4,70.5,0.55,0.47,0.86,phage-related protein predicted endonuclease-like,Mobile and extrachromosomal element functions,Plasmid functions,,Cytoplasm,,,,unresolved
SputW3181_2182,,7.4,28.4,24.8,3.81,3.33,0.88,chemotaxis signal transduction system methyl accepting sensory transducer,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1155,,209.4,116.2,101.7,0.55,0.49,0.88,ATPase associated with various cellular activities AAA_5,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2916,,3.7,10.8,9.6,2.9,2.58,0.89,HP1-like phage integrase,Mobile and extrachromosomal element functions,Prophage functions,,Cytoplasm,,,,unresolved
SputW3181_1686,,539.7,127.0,113.7,0.24,0.21,0.9,RNA polymerase sigma factor ECF family 11,Transcription,Transcription factors,,Cytoplasm,,,,unresolved
SputW3181_3646,,94.0,20.3,18.4,0.22,0.2,0.91,deoxyribodipyrimidine photolyase-related protein,DNA metabolism,"DNA replication, recombination, and repair",Stress response - UV,Cytoplasm,,,,unresolved
SputW3181_0231,,228.9,82.4,75.3,0.36,0.33,0.91,protein of unknown function DUF323,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2554,,47.5,106.7,98.5,2.25,2.08,0.92,conserved domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1877,,32.6,16.2,15.2,0.5,0.47,0.94,bifunctional transcriptional repressor of amino acid efflux GntR family / aminotransferase,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1687,,138.6,31.1,30.4,0.22,0.22,0.98,ATP-dependent protease La (LON) domain protein,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,,,unresolved
SputW3181_3576,,0.9,4.1,4.0,4.35,4.3,0.99,ABC-type transport system substrate-binding component,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_2300,,9.3,4.1,4.0,0.44,0.43,0.99,catalytic subunit of aromatic ring-opening dioxygenase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1327,,818.8,282.3,286.7,0.34,0.35,1.02,periplasmic glutathione peroxidase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Glutathione and analogs,Oxidative stress,Periplasm,,,,unresolved
SputW3181_3182,,147.9,418.7,429.2,2.83,2.9,1.02,protein of unknown function DUF3718,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1305,,272.6,63.5,65.7,0.23,0.24,1.03,conserved hypothetical periplasmic protein,Unknown function,General,Oxidative stress - singlet oxygen,Periplasm,,,,unresolved
SputW3181_0736,,1.9,5.4,5.6,2.9,3.01,1.04,predicted ATP-dependent endonuclease OLD family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3885,,115.4,48.6,51.2,0.42,0.44,1.05,methyl-accepting chemotaxis protein with Cache sensory domain,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),HexR,,,unresolved
SputW3181_1372,,16.7,37.8,40.0,2.26,2.39,1.06,RND superfamily efflux pump MFP component,Transport and binding proteins,Unknown substrate,,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_1304,,366.6,89.1,94.5,0.24,0.26,1.06,membrane protein of unknown function DUF2878,Unknown function,General,Oxidative stress - singlet oxygen,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_3928,,8.4,20.3,21.6,2.42,2.58,1.07,conserved hypothetical lipoprotein,Unknown function,General,,Extracelllular,,,,unresolved
SputW3181_1302,,599.2,121.6,135.3,0.2,0.23,1.11,protein of unknown function DUF1365,Unknown function,General,Oxidative stress - singlet oxygen,Cytoplasm,,,,unresolved
SputW3181_3239,,28.8,63.5,71.3,2.2,2.47,1.12,TRAP transporter substrate-binding component,Transport and binding proteins,Unknown substrate,,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_3390,,104.2,216.1,248.2,2.07,2.38,1.15,protein of unknown function DUF1456,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1551,,30.7,109.4,132.9,3.56,4.33,1.21,periplasmic conserved domain protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3154,,76.3,27.0,32.8,0.35,0.43,1.22,protein of unknown function DUF3019,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_3723,,93.0,27.0,32.8,0.29,0.35,1.22,putative lipoprotein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_3540,,254.0,90.5,111.3,0.36,0.44,1.23,10 TMS drug/metabolite efflux pump (DME) family,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_3843,,120.0,236.4,291.5,1.97,2.43,1.23,conserved hypothetical periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2683,,5.6,13.5,17.6,2.42,3.16,1.3,transmembrane transcriptional regulator,Regulatory functions,DNA interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2346,,27.9,52.7,69.7,1.89,2.5,1.32,AMP-dependent synthetase and ligase family protein,Unknown function,Enzymes of unknown specificity,Fatty acid degradation,Cytoplasm,,,,unresolved
SputW3181_2475,,26.1,5.4,7.2,0.21,0.28,1.33,LambdaSo-like protein HK97-gp10 family,Mobile and extrachromosomal element functions,Prophage functions,Bacteriophage; LambdaSo-like,,,,,unresolved
SputW3181_2114,,18.6,5.4,7.2,0.29,0.39,1.33,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1599,,271.7,89.1,119.3,0.33,0.44,1.34,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1813,,37.2,78.3,104.9,2.1,2.82,1.34,MMPL family efflux pump,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_2684,,25.1,54.0,72.9,2.15,2.9,1.35,autocatalytic aspartic peptidase,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,,,unresolved
SputW3181_1085,,4.7,8.1,11.2,1.74,2.41,1.38,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2647,,680.2,1300.7,1822.4,1.91,2.68,1.4,glyoxalase family protein,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_0033,,76.3,17.6,24.8,0.23,0.33,1.41,protein of unknown function DUF1488,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1295,,14.0,56.7,81.7,4.06,5.85,1.44,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2645,,94.9,149.9,217.8,1.58,2.29,1.45,DeoR family transcriptional repressor,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3046,,9.3,14.9,21.6,1.6,2.32,1.46,Na+:H+ antiporter NhaD family,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_2057,,48.4,87.8,130.5,1.81,2.7,1.49,protein of unknown function DUF2987,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1208,,16.7,25.7,38.4,1.53,2.29,1.5,SCP-2 sterol transfer family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0621,,323.8,90.5,137.7,0.28,0.43,1.52,periplasmic protein of unknown function DUF3016,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2834,,482.9,114.8,175.4,0.24,0.36,1.53,lactate transport protein LctP family,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Lactate metabolism,Inner Membrane (14 transmembrane spans),,,,unresolved
SputW3181_3484,,109.8,511.9,783.9,4.66,7.14,1.53,GEMM-inducible secreted protein,Unknown function,General,,Extracelllular,,,,unresolved
SputW3181_1215,,49.3,105.4,164.1,2.14,3.33,1.56,adenylosuccinate synthetase,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,Purine biosynthesis,Cytoplasm,,,,unresolved
SputW3181_2321,,40.9,71.6,113.7,1.75,2.78,1.59,HAE1 family efflux pump MFP component,Transport and binding proteins,Unknown substrate,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1299,,587.1,128.3,204.2,0.22,0.35,1.59,protein of unknown function DUF2358,Unknown function,General,Oxidative stress - singlet oxygen,Cytoplasm,,,,unresolved
SputW3181_1650,,69.8,371.4,594.1,5.32,8.51,1.6,putative solute:sodium symporter small subunit,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1005,,8.4,18.9,30.4,2.26,3.63,1.61,periplasmic substrate binding protein family 3,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_2313,,5.6,9.5,15.2,1.69,2.73,1.61,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3398,,612.2,79.7,130.5,0.13,0.21,1.64,protein of unknown function DUF3149,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0994,,17.7,27.0,45.6,1.53,2.58,1.69,polymorphic toxin with Abhydrolase domain,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Extracellular,,,,unresolved
SputW3181_3395,,29.8,47.3,80.1,1.59,2.69,1.69,HesA/MoeB/ThiF family protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
