Table S1. List of Synechococcus 7002 genes displaying ≥2-fold change in relative mRNA abundance under all co-culture conditions (compared to the axenic control),,,,,,,,,,,,,
,,,,,,,,,,,,,
 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon
SYNPCC7002_A2824,,22.66,68.93,54.94,3.03,2.44,0.80,protein of unknown function DUF1232,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_G0101,,15.65,0.12,0.12,0.01,0.01,1.00,protein of unknown function DUF1636,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2395,,151.07,25.53,40.81,0.17,0.27,1.60,protein of unknown function DUF1830,Unknown function,General,Nitrogen assimilation,Cytoplasm,NtcA
SYNPCC7002_A2392,,10.79,45.96,39.24,4.35,3.70,0.85,protein of unknown function DUF2233,Unknown function,General,,Outer Membrane,
SYNPCC7002_A0647,,9.17,0.12,3.14,0.01,0.34,25.52,protein of unknown function DUF2358,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0480,,616.68,250.21,285.68,0.41,0.46,1.14,protein of unknown function DUF2839,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A2222,,233.08,43.4,76.91,0.19,0.33,1.77,protein of unknown function DUF2949,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1852,,87.4,311.48,224.46,3.57,2.56,0.72,protein of unknown function DUF309,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0378,,0.54,5.11,6.28,9.09,11.11,1.23,protein of unknown function DUF3146,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1765,,2.16,12.77,4.71,5.88,2.17,0.37,protein of unknown function DUF3285,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A0609,,18.34,53.62,47.09,2.94,2.56,0.88,protein of unknown function DUF3288,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1430,,22.12,125.1,56.51,5.56,2.56,0.45,protein of unknown function DUF393,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1438,,5.93,12.77,23.54,2.17,4.00,1.84,protein of unknown function DUF4112,Unknown function,General,,Inner Membrane (2 transmembrane span),
SYNPCC7002_G0009,,78.23,285.95,185.22,3.70,2.38,0.65,protein of unknown function DUF427,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0754,,426.77,8088.32,2028.01,20.00,4.76,0.25,protein of unknown function DUF448,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0021,,13.49,94.47,39.24,7.14,2.94,0.42,protein of unknown function DUF559,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2470,,7.01,2.55,3.14,0.36,0.45,1.23,protein of unknown function DUF790 endonuclease-like,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0896,,24.82,91.91,51.8,3.70,2.08,0.56,protein of unknown function DUF861 Cupin3 family,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2055,,25.36,71.49,51.8,2.86,2.04,0.72,protein of unknown function DUF924,Unknown function,General,,Cytoplasm,
SYNPCC7002_G0135,,145.67,38.3,21.98,0.26,0.15,0.57,protein of unknown function DUF942 thioredoxin-like,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0211,,51.79,5.11,18.84,0.10,0.36,3.69,protein with nuclease-related domain (NERD),Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0530,,114.92,33.19,43.95,0.29,0.38,1.32,protein with TerB-like domain of heat shock DnaJ-like proteins,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2492,,53.95,186.38,221.32,3.45,4.17,1.19,PsiE family phosphate starvation-inducible membrane protein,Unknown function,General,Phosphorus metabolism ,Inner Membrane (4 transmembrane span),
SYNPCC7002_A0936,,1420.04,370.2,679.67,0.26,0.48,1.84,putative outer membrane protein,Unknown function,General,,Outer Membrane,
SYNPCC7002_G0140,,7.01,17.87,28.25,2.56,4.00,1.58,putative RNA-binding protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0086,yedY,10.25,0.12,3.14,0.01,0.31,25.52,putative sulfite oxidase subunit YedY,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A1140,,837.89,375.31,395.56,0.45,0.47,1.05,radical SAM domain-containing protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0085,,2.16,7.66,4.71,3.57,2.17,0.61,short-chain dehydrogenase/reductase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A1178,,16.73,7.66,6.28,0.46,0.38,0.82,S-layer like protein,Unknown function,General,,Periplasm,
SYNPCC7002_A0285,,1285.15,13881.38,6848.45,11.11,5.26,0.49,ThiS domain-containing protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1699,,478.56,188.93,185.22,0.40,0.39,0.98,TPR repeat-containing protein,Unknown function,General,,Periplasm,
SYNPCC7002_A2471,,28.59,114.89,95.75,4.00,3.33,0.83,TPR repeat-containing protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2334,,1.62,7.66,6.28,4.76,3.85,0.82,transpeptidase domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2618,,9.71,127.66,58.08,12.50,5.88,0.45,TspO/MBR family protein,Unknown function,General,,Inner Membrane (5 transmembrane span),
SYNPCC7002_G0010,,151.61,403.39,605.89,2.63,4.00,1.50,uncharacterized periplasmic protein,Unknown function,General,,Periplasm,
SYNPCC7002_A1934,,70.14,28.08,25.11,0.40,0.36,0.89,universal stress protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0056,,86.32,22.98,37.67,0.27,0.44,1.64,WYL domain protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1718,,37.23,89.36,76.91,2.38,2.08,0.86,YceG family conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
,,,,,,,,,,,,,
"* RPKM is defined as a number of reads per kilobase of transcript per million of mapped reads. If the number of reads that map to a given transcript t is Mt, the length of that transcript is Lt, and the total number of mapped reads is M, such that M= ΣMt, then RPKM = (109*Mt)/(Lt*M)",,,,,,,,,,,,,
