RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions
N/A,tlr1995,Intracellular trafficking_ assembly_ and processing,Peptidases,None,aminopeptidase PepN,pepN,3,G,3812.892879,3835.80594,3196.375406,3615.024742
N/A,tlr1996,Translation,Transfer RNA biogenesis,tRNA aminoacylation,tryptophanyl-tRNA synthetase TrpS,trpS,3,G,3718.921072,3400.341876,3227.921542,3449.061497
N/A,tlr1997,Unknown function,General,None,hypothetical protein,,0,,1281.441516,1313.602922,1308.288054,1301.110831
N/A,tlr1999,Signal transduction,Two-component systems,None,class II cyanobacteriochrome,,4,H,2295.432011,2883.534612,4458.691651,3212.552758
N/A,tlr2000,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system substrate-binding component CmpA,cmpA,4,H,107.0652266,184.4044,169.4934971,153.6543745
N/A,tlr2001,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system permease component CmpB,cmpB,4,H,228.3015602,334.2238692,366.2722104,309.5992133
N/A,tlr2002,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system ATPase component CmpC,cmpC,4,H,363.5230394,448.3971009,484.2266235,432.0489212
N/A,tlr2003,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system ATPase component CmpD,cmpD,4,H,295.4552975,359.8144553,385.1990529,346.8229352
N/A,tlr2006,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system ATPase component LivF,livF,4,H,129.9978838,167.2887956,299.2308588,198.8391794
N/A,tlr2007,Unknown function,General,None,repeat motif-containing protein,,4,H,923.1463786,1341.89055,2229.256094,1498.097674
N/A,tlr2008,Unknown function,General,None,hypothetical protein,,4,H,932.0498054,1148.904325,1315.820077,1132.258069
N/A,tlr2012,Unknown function,General,None,periplasmic protein of unknown function DUF2233,,3,G,542.1730668,475.9231107,489.1247141,502.4069639
N/A,tlr2014,Unknown function,General,None,uncharacterized protein YCF66,ycf66,1,E,19878.9267,21485.29683,19792.62982,20385.61778
N/A,tlr2015,Unknown function,General,None,conserved hypothetical periplasmic protein,,4,H,9434.22787,9898.576459,10489.27734,9940.693891
N/A,tlr2016,Cell structure_ growth_ and death,Cell division,MinCDE system,septum site-determining protein MinC,minC,4,H,1762.714642,2015.779654,2363.773153,2047.422483
N/A,tlr2017,Cell structure_ growth_ and death,Cell division,MinCDE system,septum site-determining protein MinD,minD,3,G,3172.427484,2479.045401,1934.615997,2528.696294
N/A,tlr2018,Cell structure_ growth_ and death,Cell division,MinCDE system,cell division topological specificity factor MinE,minE,3,G,2058.044078,1908.174464,1593.849869,1853.356137
N/A,tlr2019,Terpenoids and polyketides metabolism,Carotenoid metabolism,myxoxanthophyll biosynthesis,2'-O-glycosyltransferase CruG,cruG,3,G,1731.041949,1572.771303,1590.732312,1631.515188
N/A,tlr2020,Unknown function,General,None,putative aluminum resistance protein,,3,G,1427.894876,1112.666057,1040.246917,1193.602617
N/A,tlr2022,Unknown function,General,None,hypothetical protein,,3,G,1643.160757,1249.013898,1042.49391,1311.556189
N/A,tlr2025,Unknown function,General,None,hypothetical protein,,4,H,941.8763452,983.5491483,1000.488789,975.3047609
N/A,tlr2026,Unknown function,Enzymes of unknown specificity,None,BioD-like N-terminal domain of phosphotransacetylase,,3,G,3305.716519,2542.075851,2252.813377,2700.201916
N/A,tlr2033,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotide excision repair,excinuclease ABC subunit UvrB,uvrB,4,H,758.8853655,806.7694201,889.8648452,818.5065436
N/A,tlr2034,Energy metabolism,Photosynthesis - antenna proteins,allophycocyanin biosynthesis,allophycocyanin beta subunit ApcF,apcF,3,G,66308.23006,52317.45665,38118.78096,52248.15589
N/A,tlr2035,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase IspF,ispF,3,G,4069.286018,3924.084611,3327.027251,3773.46596
N/A,tlr2037,Regulatory functions,DNA interactions,CO2 fixation,transcriptional regulator of carbon dixoide fixation CcmR,ccmR,4,H,5989.307018,6976.149922,6706.47902,6557.311987
N/A,tlr2038,Intracellular trafficking_ assembly_ and processing,Peptidases,None,family S9 protease,,4,H,1537.37512,1907.654582,2021.150744,1822.060149
N/A,tlr2041,Unknown function,General,None,protein of unknown function DUF151,,4,H,11161.03663,11015.49345,13312.67155,11829.73387
N/A,tlr2042,Unknown function,Enzymes of unknown specificity,None,oxidoreductase aldo/keto reductase family,,4,H,299.317627,353.9015698,442.103711,365.1076359
N/A,tlr2047,Transport and binding proteins,Unknown substrate,None,large-conductive mechanosensitive channel MscL,mscL,3,G,1022.97475,910.2884831,748.1021804,893.7884713
N/A,tlr2048,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,chitobiose uptake system ChiEFG?,ABC-type multiple sugar uptake system substrate-binding component,,3,G,765.6981565,593.7874853,567.8194096,642.4350171
N/A,tlr2055,Nucleic acid metabolism,Pyrimidine metabolism,pyrimidine deoxyribonucleotide biosynthesis,dTMP kinase Tmk,tmk,4,H,202.7204777,219.699826,311.0711143,244.4971393
N/A,tlr2059,Unknown function,General,None,RDD family protein,,3,G,965.6997871,832.5911671,766.7639004,855.0182849
N/A,tlr2062,Transport and binding proteins,Cations and iron carrying compounds,zinc uptake system ZnuABC,ABC-type zinc uptake system substrate-binding component ZntA,zntA,1,E,803.3685842,873.9873926,788.2504633,821.8688134
N/A,tlr2063,Transport and binding proteins,Cations and iron carrying compounds,zinc uptake system ZnuABC,ABC-type zinc uptake system ATPase component ZntC,zntC,4,H,205.1955692,246.7155223,256.4345595,236.115217
N/A,tlr2065,Unknown function,General,None,protein of unknown function DUF1815,,3,G,54743.83026,47882.3242,36633.00905,46419.72117
N/A,tlr2066,Unknown function,Enzymes of unknown specificity,None,alpha/beta hydrolase fold protein,,4,H,7736.912246,9014.892465,10617.09123,9122.965314
N/A,tlr2068,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,cysteine desulfurase SufS,sufS,4,H,7842.126806,9067.621155,9488.168215,8799.305392
N/A,tlr2072,Translation,tRNA and rRNA base modification,16S rRNA modification,16S rRNA (cytosine1402-N4)-methyltransferase MraW,mraW,3,G,307.0443741,304.9731181,236.1116928,282.7097283
N/A,tlr2073,Unknown function,General,None,hypothetical protein,,3,G,5695.059724,5468.412846,4045.993625,5069.822065
N/A,tlr2074,Cell structure_ growth_ and death,Cell division,chromosome partitioning proteins_ divisome,cell division protein (peptidoglycan synthetase) FtsI,ftsI,4,H,2815.926312,3058.475076,3202.201511,3025.534299
N/A,tlr2075,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II oxygen-evolving enhancer protein 2 PsbP,psbP,3,G,10861.93534,9924.960147,9753.791822,10180.2291
N/A,tlr2078,Unknown function,General,None,hypothetical protein,,2,F,1219.015172,952.7574415,1033.484095,1068.418903
N/A,tlr2081,Unknown function,Enzymes of unknown specificity,None,MoxR-like ATPase,,4,H,529.321387,638.4068458,699.0914401,622.2732243
N/A,tlr2082,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,photosystem II,photosystem II assembly chaperone,,0,,377.2977735,354.4360546,360.5431129,364.0923137
N/A,tlr2085,Unknown function,General,None,tetratricopeptide repeat protein,,2,F,763.8282625,719.5814893,796.8704161,760.0933893
N/A,tlr2088,Unknown function,General,None,hypothetical protein,,3,G,3124.329968,2744.275625,2324.477807,2731.0278
N/A,tlr2089,Nucleic acid metabolism,DNA replication_ recombination_ and repair,SOS response,recombination protein RecA,recA,1,E,8554.106686,8754.571626,8585.18408,8631.287464
N/A,tlr2106,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,phenylalanine biosynthesis from chorismate,prephenate dehydratase PheA2,pheA2,4,H,828.2933039,1069.785438,1400.308857,1099.462533
N/A,tlr2107,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,alanine biosynthesis,alanine dehydrogenase Ald,ald,3,G,2081.48338,2041.1608,1925.031539,2015.891906
N/A,tlr2109,Transcription,Transcription factors,RNA polymerase sigma factors,group 3 RNA polymerase sigma-70 subunit SigG,sigG,2,F,11111.86265,9112.871056,10552.49961,10259.07777
N/A,tlr2110,Regulatory functions,Protein interactions,None,putative SigG anti-sigma factor SapG,sapG,3,G,13155.31236,12040.17152,12279.41425,12491.63271
N/A,tlr2119,Carbohydrate metabolism,Inositol phosphate metabolism,myo-inositol degradation,inositol monophosphatase family protein,,3,G,1071.985112,821.8164532,592.0653404,828.622302
N/A,tlr2124,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhF4,ndhF4,1,E,3335.9967,3543.664749,3324.477671,3401.379707
N/A,tlr2125,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhD4,ndhD4,1,E,2435.695898,2718.205098,2403.95813,2519.286375
N/A,tlr2126,Energy metabolism,Carbon fixation in prokaryotes,constitutive CO2-uptake system NdhD4-NdhF4-CupB,consitutive low-affinity CO2 hydration protein CupB,cupB,4,H,3434.370096,3544.859382,3709.892983,3563.04082
N/A,tlr2127,Amino acid metabolism,Glycine_ serine and threonine metabolism,serine-glycine interconversion,glycine hydroxymethyltransferase GlyA,glyA,1,E,32499.6746,34201.99025,26910.05256,31203.9058
N/A,tlr2128,Fatty acid and lipid metabolism,Biosynthesis,biosynthesis of Und-PP-GlcNAc, UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase WecA,wecA,4,H,1840.747226,2211.060063,2348.005974,2133.271087
N/A,tlr2129,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis common pathway from nicotinic acid mononucleotide route 2,nicotinamide mononucleotide deamidase PncC,pncC,4,H,1829.225117,1884.841968,2078.866226,1930.97777
N/A,tlr2130,Unknown function,General,None,hypothetical protein,,2,F,158.8579591,128.8081663,185.578589,157.7482381
N/A,tlr2132,Cell motility and adherance,Adhesins,None,adhesin,,4,H,187.1333566,203.2954707,239.7019647,210.0435973
N/A,tlr2133,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,LPS inner core_ ADP-L-glycero-D-manno-heptose biosynthesis,ADP-heptose:LPS heptosyltransferase,,3,G,3916.229005,4017.044531,3440.242352,3791.171963
N/A,tlr2134,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,LPS inner core_ ADP-L-glycero-D-manno-heptose biosynthesis,D-glycero-D-manno-heptose 1_7-bisphosphate phosphatase GmhB,gmhB,4,H,792.5230332,806.1300874,898.4630132,832.3720446
N/A,tlr2135,Unknown function,General,None,hypothetical protein,,1,E,1912.674208,2051.733024,1802.062656,1922.156629
N/A,tlr2139,Unknown function,General,None,protein of unknown function DUF1257 Ycf35,ycf35,4,H,11171.41181,19675.20083,22066.87164,17637.82809
N/A,tlr2140,Unknown function,Enzymes of unknown specificity,None,4Fe-4S type iron-sulfur protein,,4,H,1389.734064,3394.321345,4513.242594,3099.099334
N/A,tlr2143,Unknown function,General,None,hypothetical protein,,4,H,871.2823552,1130.431265,1482.147533,1161.287051
N/A,tlr2144,Unknown function,General,None,hypothetical protein,,4,H,250.3503518,283.0595208,405.1234451,312.8444392
N/A,tlr2146,Transport and binding proteins,Anions,CO2 fixation,medium affinity high-flux Na+/bicarbonate symporter BicA,bicA,4,H,1332.534585,6048.128702,7966.829397,5115.830895
N/A,tlr2151,Unknown function,General,None,hypothetical protein,,4,H,28041.68926,28800.0737,31005.87462,29282.54586
N/A,tlr2152,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin_ FAD and FMN from GTP and ribulose-5-P,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,ribD,4,H,2093.037551,2633.715055,3243.466998,2656.739868
N/A,tlr2154,Intracellular trafficking_ assembly_ and processing,Peptidases,None,M23 family aminopeptidase NlpD,nlpD,3,G,42154.87563,35352.38129,24480.22902,33995.82865
N/A,tlr2155,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,uroporhyrinogen III biosynthesis from 5-aminolevulinate,bifunctional uroporphyrin-III synthase / uroporphyrin-III methyltransferase HemD-CobA,hemD-cobA,3,G,1629.653528,1558.431757,1388.583798,1525.556361
N/A,tlr2156,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,phycobilin biosynthesis,phycocyanobilin lyase CpcT,cpcT,3,G,3805.465307,3427.47644,2971.587143,3401.50963
N/A,tlr2160,Unknown function,General,None,hypothetical protein,,3,G,1606.980625,1353.898732,1378.239198,1446.372852
N/A,tlr2161,Signal transduction,General,photosystem II,photosystem II ETS energy balancing protein with S4 RNA binding domain YlmH,ylmH,3,G,942.268252,705.0783134,681.5031437,776.2832364
N/A,tlr2162,Unknown function,General,None,membrane protein of unknown function DUF218 ,,3,G,435.560648,332.9046856,318.1777377,362.2143571
N/A,tlr2164,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system substrate-binding component PstS,pstS,3,G,30352.56475,27135.87962,21173.75695,26220.73377
N/A,tlr2165,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system permease component PstC,pstC,1,E,5829.701016,5997.288087,5372.419375,5733.136159
N/A,tlr2166,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system permease component PstA,pstA,3,G,5927.724798,5984.15476,5567.704961,5826.528173
N/A,tlr2167,Transport and binding proteins,Anions,phosphate signalling cascade PhoBRU-PstABCS,ABC-type phosphate uptake system ATPase component PstB,pstB,3,G,5285.991308,5357.192065,4443.372764,5028.852045
N/A,tlr2169,Metabolism of other amino acids and amines,General,cyanophycin-like storage polymers,cyanophycinase CphB,cphB,3,G,2692.23122,2319.676101,1698.100571,2236.669298
N/A,tlr2170,Metabolism of other amino acids and amines,General,cyanophycin-like storage polymers,cyanophycin synthetase CphA,cphA,3,G,17254.21687,14948.66399,14457.78764,15553.55616
N/A,tlr2171,Metabolism of other amino acids and amines,Glutathione metabolism,glutathione metabolism,5-oxoprolinase (ATP-hydrolysing),,2,F,1725.441903,1474.802749,1717.90765,1639.384101
N/A,tlr2175,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Double strand breaks repair,DNA double-strand break repair ATPase sbcC,sbcC,3,G,422.3774181,340.1048038,328.2832909,363.5885042
N/A,tlr2176,Unknown function,General,None,von Willebrand factor type A domain-containing protein,,3,G,4408.49069,3765.925244,3336.132411,3836.849448
N/A,tlr2179,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,8.175386223,9.968632091,23.79404287,13.97935373
N/A,tlr2182,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,4.232216692,8.507290716,18.96471533,10.56807425
N/A,tlr2184,Intracellular trafficking_ assembly_ and processing,Peptidases,None,stomatin/prohibitin-family protease subunit YbbK,ybbK,3,G,5362.393337,4984.887177,4530.23923,4959.173248
N/A,tlr2186,Unknown function,General,None,hypothetical protein,,4,H,722.9727723,1040.701449,1072.649873,945.4413647
N/A,tlr2187,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylformylglycinamidine synthase glutamine amidotransferase subunit PurQ,purQ,3,G,1014.697956,950.1097582,796.3870849,920.3982664
N/A,tlr2188,Unknown function,General,None,hypothetical protein,,0,,48.94327357,63.7428442,94.01933599,68.90181792
N/A,tlr2189,Intracellular trafficking_ assembly_ and processing,Peptidases,None,NlpC/P60 family peptidase,,0,,97.38991858,89.32025519,106.0024593,97.57087768
N/A,tlr2196,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,1_4-dihydroxy-2-naphthoate octaprenyltransferase MenA,menA,3,G,1937.812464,1531.10798,1145.920637,1538.28036
N/A,tlr2199,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,1.441765784,5.777251928,8.491369413,5.236795708
N/A,tlr2203,Signal transduction,Two-component systems,None,two component signal transduction system response regulator,,3,G,8325.167672,6629.494258,5791.054337,6915.238756
N/A,tlr2206,Carbohydrate metabolism,Galactose metabolism,Leloir pathway (galactose/glucose interconversion),UDP-glucose 4-epimerase GalE,galE,3,G,465.3895114,359.7767477,229.5689997,351.5784196
N/A,tlr2209,Transport and binding proteins,Anions,None,Bestrophin family anion channel YnE,yneE,4,H,549.8051261,656.9388192,638.1666453,614.9701968
N/A,tlr2210,Transport and binding proteins,Cations and iron carrying compounds,None,cation transporting ATPase,,0,,2221.294452,2203.598804,2178.766629,2201.219962
N/A,tlr2211,Nucleic acid metabolism,DNA replication_ recombination_ and repair,None,site-specific recombinase,,0,,48.41920259,83.43354278,97.09671908,76.31648815
N/A,tlr2216,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,heme biosynthesis from protoporphyrin IX,ferrochelatase HemH,hemH,4,H,4063.249953,4422.711967,5467.460024,4651.140648
N/A,tlr2217,Unknown function,General,None,hypothetical protein,,4,H,558.9580475,887.4817465,1670.923958,1039.121251
N/A,tlr2220,Unknown function,Enzymes of unknown specificity,None,histine phosphotransferase domain protein,,3,G,6847.167351,6582.655939,5818.65175,6416.158347
N/A,tlr2221,Unknown function,General,None,protein of unknown function DUF1995,,3,G,863.9141509,840.4003378,772.3116398,825.5420428
N/A,tlr2225,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,plastoquinone 9 biosynthesis,3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiD,ubiD,4,H,663.6474661,836.512967,1230.537964,910.232799
N/A,tlr2234,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recFOR recombination pathway,DNA recombination and repair protein RecO,recO,3,G,853.522083,735.3191749,698.3399581,762.3937386
N/A,tlr2235,Transport and binding proteins,Unknown substrate,None,major facilitator superfamily permease,,4,H,1418.324399,1599.548911,2094.197921,1704.023744
N/A,tlr2236,Regulatory functions,Protein interactions,None,sigma factor SigG modulating serine phosphatase RsbU,rsbU,3,G,1060.039203,637.7947074,462.8227799,720.2188969
N/A,tlr2239,Unknown function,General,None,hypothetical protein,,4,H,158.8131154,191.8746368,209.0802832,186.5893451
N/A,tlr2240,Nucleic acid metabolism,DNA replication_ recombination_ and repair,mismatch excision repair,DNA mismatch repair protein MutS,mutS,3,G,1641.049333,1462.738209,1406.72945,1503.505664
N/A,tlr2241,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,None,major facilitator superfamily sugar transporter,,4,H,1005.882917,1477.227314,1672.90412,1385.338117
N/A,tlr2242,Regulatory functions,Protein interactions,None,ABC1 family kinase-like protein,,4,H,1390.526943,1490.696632,1622.523202,1501.248926
N/A,tlr2243,Regulatory functions,Protein interactions,None,Mn++ or Mg++ dependent protein serine/threonine phosphatase,,4,H,1289.276884,1470.297759,1748.72144,1502.765361
N/A,tlr2245,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,cob(I)alamin adenosyltransferase,,3,G,3931.893817,3230.15641,2443.357671,3201.802633
N/A,tlr2249,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,CO2 fixation,bicarbonate uptake permease IctB,ictB,3,G,1898.490478,1755.816211,1385.332452,1679.879713
N/A,tlr2251,Transport and binding proteins,Anions,arsenite detoxification system ArsABCR,arsenite-activated anion-transporting ATPase ArsA,arsA,3,G,3042.104891,2297.125705,1778.020498,2372.417032
N/A,tlr2256,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,tRNA thiolation sulfur relay system,tRNA-specific 2-thiouridylase MnmA,mnmA,4,H,4677.36599,4837.712058,4980.322251,4831.800099
N/A,tlr2258,Unknown function,General,None,hypothetical protein,,4,H,3224.757767,3621.331188,3701.012416,3515.700457
N/A,tlr2259,Unknown function,Enzymes of unknown specificity,radical SAM/uncharacterized protein TIGR03936 system,Fe-S oxidoreductase,,4,H,4392.969757,4830.564592,4913.840536,4712.458295
N/A,tlr2260,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,N-acetylneuraminate and N-acetylmannosamine degradation,N-acylglucosamine-6-phosphate 2-epimerase NanE,nanE,4,H,1950.788575,2256.975045,2524.422803,2244.062141
N/A,tlr2261,Defense and invasion systems,Detoxification and inactivation,peroxide detoxification,1-Cys family peroxiredoxin,,1,E,401680.1928,431769.81,404630.4225,412693.4751
N/A,tlr2262,Unknown function,General,None,hypothetical protein,,3,G,1699.04434,1600.505262,1230.207838,1509.919147
N/A,tlr2263,Transport and binding proteins,Unknown substrate,None,autoinducer exporter family protein,,0,,366.1410519,347.4301695,390.4459439,368.0057217
N/A,tlr2269,Defense and invasion systems,Detoxification and inactivation,None,universal stress protein,,4,H,19092.69923,21788.32926,23230.41052,21370.47967
N/A,tlr2270,Unknown function,Enzymes of unknown specificity,polysaccharide biosynthesis,glycoside hydrolase family 57 with DUF3536 domain,,4,H,1971.763868,2177.126295,2678.423234,2275.771132
N/A,tlr2271,Unknown function,General,None,hypothetical protein,,3,G,2852.875589,2784.27968,2444.168269,2693.774513
N/A,tlr2276,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,zinc homeostasis,zinc chaperone YciC,yciC,4,H,8168.956653,10269.42811,12323.58426,10253.98967
N/A,tlr2278,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,None,sulfur relay protein DrsE/DrsF family,,3,G,5260.185846,3815.236058,3787.428057,4287.616654
N/A,tlr2279,Natural products biosynthesis,General,None,geranylgeranyl reductase family protein,,3,G,1743.361125,1556.642475,1449.497229,1583.166943
N/A,tlr2281,Unknown function,General,None,hypothetical protein,,4,H,1096.104716,1417.211992,1727.938895,1413.751868
N/A,tlr2283,Regulatory functions,General,None,GTP-binding protein TypA,typA,3,G,7215.895857,7141.469749,6522.593355,6959.98632
N/A,tlr2286,Regulatory functions,Protein interactions,thiol redox pathways thioreoxin system,y-type thioredoxinTrxQ,trxQ,4,H,8202.232485,9936.968924,10911.31865,9683.506685
N/A,tlr2287,Unknown function,General,None,transmembrane protein of unknown function DUF445,,4,H,434.1506067,511.4471619,528.9923198,491.5300295
N/A,tlr2289,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,plastoquinone 9 biosynthesis,2-octaprenyl-6-methoxyphenol hydroxylase UbiH,ubiH,4,H,3742.763544,5143.934157,6943.512946,5276.736883
N/A,tlr2290,Unknown function,Enzymes of unknown specificity,None,methyltransferase family 12,,4,H,1704.562411,1716.670898,2169.321236,1863.518182
N/A,tlr2298,Unknown function,Enzymes of unknown specificity,None,4-vinyl reductase 4VR,,4,H,3381.058049,6066.621321,6875.507778,5441.062383
N/A,tlr2299,Unknown function,General,None,hypothetical protein,,4,H,1850.991626,2262.92283,2405.778019,2173.230825
N/A,tlr2300,Unknown function,General,None,hypothetical protein,,3,G,6045.436229,4448.210199,3976.366596,4823.337675
N/A,tlr2301,Unknown function,General,None,uncharacterized conserved protein,,1,E,1476.561674,1617.178348,1507.253201,1533.664408
N/A,tlr2302,Energy metabolism,Electron transport,None,2Fe-2S ferredoxin Fdx,fdx,3,G,3100.090912,2687.011362,2569.711198,2785.604491
N/A,tlr2303,Unknown function,General,None,hypothetical protein,,3,G,7180.582684,6860.289568,6594.678046,6878.516766
N/A,tlr2304,Regulatory functions,Protein interactions,serine/threonine protein kinases,serine/threonine protein kinase,,2,F,383.9442339,354.4406769,410.9484854,383.1111321
N/A,tlr2305,Unknown function,General,None,SWIM zinc finger domain-containing protein,,4,H,3232.686704,4188.325669,4089.275695,3836.76269
N/A,tlr2309,Terpenoids and polyketides metabolism,General,hopanoid biosynthesis,squalene-hopene/tetraprenyl-beta-curcumene cyclase Shc,shc,3,G,2106.266382,1774.330902,1713.304413,1864.633899
N/A,tlr2312,Energy metabolism,Sulfur metabolism,sulfate reduction to sulfide_ assimilatory,adenylylsulfate kinase CysC1,cysC1,3,G,1332.407146,924.5174135,610.4783144,955.8009579
N/A,tlr2314,Unknown function,General,None,hypothetical protein,,2,F,687.2892948,593.6399613,619.5667091,633.4986551
N/A,tlr2315,Unknown function,Enzymes of unknown specificity,None,putative fucosyl transferase,,4,H,976.0021755,1045.46592,1121.278452,1047.582183
N/A,tlr2316,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide biosynthesis,alpha-1_2-fucosyltransferase,,4,H,178.8286444,262.045237,569.3014083,336.7250966
N/A,tlr2317,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 2,,0,,187.095369,201.4339331,212.5511244,200.3601422
N/A,tlr2318,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 2,,1,E,1237.59835,1269.971049,1197.601001,1235.0568
N/A,tlr2322,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTe12 transposase OrfA TnpA_ISTel2,tnpA_ISTel2,3,G,190.3111242,128.6494512,112.1232721,143.6946158
N/A,tlr2323,Unknown function,General,None,DUF3685 domain protein,,4,H,643.219992,650.002845,788.8986722,694.0405031
N/A,tlr2324,Transport and binding proteins,Porins and secretins,None,OprB family carbohydrate-selective porin,,3,G,23723.35087,23563.40494,15273.25305,20853.33629
N/A,tlr2325,Intracellular trafficking_ assembly_ and processing,Peptidases,None,carboxyl-terminal processing protease,,4,H,2504.585566,2822.524422,4034.591772,3120.567253
N/A,tlr2326,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylglycinamide formyltransferase 1 PurN,purN,2,F,2334.523912,2077.230495,2178.514431,2196.756279
N/A,tlr2328,Unknown function,General,None,hypothetical protein,,4,H,1917.667123,2055.931709,2719.464315,2231.021049
N/A,tlr2330,Translation,Transfer RNA biogenesis,tRNA aminoacylation,isoleucyl-tRNA synthetase IleS,ileS,3,G,5555.887543,4902.945958,4544.392498,5001.075333
N/A,tlr2337,Transport and binding proteins,Nucleosides_ purines and pyrimidines,Purine Utilization,hypoxanthine/guanine permease PbuG,pbuG,4,H,837.3704087,1017.764264,1427.560113,1094.231595
N/A,tlr2338,Nucleic acid metabolism,Purine metabolism,None,adenine phosphoribosyltransferase Aprt,aprT,3,G,3919.764161,3397.196357,2867.016222,3394.658913
N/A,tlr2340,Carbohydrate metabolism,General,acetyl-CoA -- acetate interconversion via acetyl phosphate,acetate kinase AckA,ackA,0,,438.2675345,399.6347974,415.2805936,417.7276418
N/A,tlr2341,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVb pilus complex,type IV pilus assembly protein PilM,pilM,4,H,4664.715133,5715.284503,6206.99373,5528.997789
