gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
AKG35_RS10010,,AKG35_RS10010,PMT1870,Protein Homology,1976235.0,1977716.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131237.1,TM0106 family RecB-like putative nuclease,WP_011131237.1,"PMT1870,PMT_1870,RG24_RS10045",1976235.0,1977716.0,-,CK_Pro_MIT9313_01870,PMT1870,,CK_00000257,F.1,DNA replication%2C recombination%2C and repair,"COG2251,bactNOG02416,bactNOG100495,cyaNOG00951","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,recB nuclease%2C TM0106 family domain protein,"TIGR03491,PF14520,PF13482,IPR019993","putative RecB family nuclease%2C TM0106 family,Helix-hairpin-helix domain,RNase_H superfamily,RecB family nuclease%2C TM0106%2C putative",132,DNA metabolism / DNA replication%2C recombination%2C and repair
AKG35_RS10015,,AKG35_RS10015,PMT1871,Protein Homology,1977770.0,1979233.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131238.1,phosphoglucomutase/phosphomannomutase family protein,WP_011131238.1,"PMT1871,PMT_1871,RG24_RS10050",1977770.0,1979233.0,+,CK_Pro_MIT9313_01871,pgmA,"GO:0005975,GO:0000287,GO:0016868",CK_00000258,"G.4,G.5,G.8","Glycolysis/gluconeogenesis,Pentose phosphate pathway, Glycogen and sugar metabolism","COG1109,bactNOG03761,bactNOG01549,cyaNOG00125","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",5.4.2.2,Transferred to 5.4.2.2,"carbohydrate metabolic process,carbohydrate metabolic process,magnesium ion binding,intramolecular transferase activity%2C phosphotransferases",phosphoglucomutase,"PF02879,PF02878,PF00408,PF02880,PS00710,IPR016066,IPR005845,IPR005844,IPR005843,IPR005846","Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain II,Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain I,Phosphoglucomutase/phosphomannomutase%2C C-terminal domain,Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain III,Phosphoglucomutase and phosphomannomutase phosphoserine signature.,Alpha-D-phosphohexomutase%2C conserved site,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain II,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain I,Alpha-D-phosphohexomutase%2C C-terminal,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain III","116,117,119","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Pentose phosphate pathway,Energy metabolism / Sugars"
rdgB,rdgB,AKG35_RS10020,PMT1872,Protein Homology,1979230.0,1979841.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827079.1,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,WP_011131239.1,"PMT1872,PMT_1872,RG24_RS10055",1979230.0,1979841.0,+,CK_Pro_MIT9313_01872,rdgB,"GO:0006281,GO:0016462,GO:0016787",CK_00000027,M.3,Purine ribonucleotide biosynthesis,"COG0127,bactNOG23328,cyaNOG00984","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",3.6.1.66,XTP/dITP diphosphatase%3B hypoxanthine/xanthine dNTP pyrophosphatase%3B rdgB (gene name),"DNA repair,DNA repair,pyrophosphatase activity,hydrolase activity",XTP/dITP diphosphohydrolase,"TIGR00042,PF01725,IPR002637","non-canonical purine NTP pyrophosphatase%2C RdgB/HAM1 family,Ham1 family,Ham1-like protein",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis
AKG35_RS10025,,AKG35_RS10025,PMT1873,Protein Homology,1979880.0,1981094.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131240.1,MFS transporter,WP_011131240.1,"PMT1873,PMT_1873,RG24_RS10060",1979880.0,1981094.0,-,CK_Pro_MIT9313_01873,PMT1873,"GO:0055085,GO:0022857,GO:0005215,GO:0016021",CK_00002359,"D.1.9,Q.9"," Other, Unknown substrate","COG0477,NOG242078,NOG298160,bactNOG99677,cyaNOG06188","COG: GEPR,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"transmembrane transport,transmembrane transport,transmembrane transporter activity,transporter activity,transmembrane transport,transmembrane transporter activity,transporter activity,integral component of membrane",multidrug efflux transporter%2C MFS family,"PF07690,PS50850,IPR011701,IPR020846","Major Facilitator Superfamily,Major facilitator superfamily (MFS) profile.,Major facilitator superfamily,Major facilitator superfamily domain",141,Transport and binding proteins / Unknown substrate
AKG35_RS10030,,AKG35_RS10030,PMT1874,Protein Homology,1981147.0,1981848.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007099704.1,SIMPL domain-containing protein,WP_236069591.1,"PMT1874,PMT_1874,RG24_RS10065",1981147.0,1981863.0,-,CK_Pro_MIT9313_01874,PMT1874,,CK_00001664,R.2,Conserved hypothetical proteins,"COG0090,COG2968,NOG39205,bactNOG85917,cyaNOG09130","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved secreted protein (DUF541),"PF04402,IPR007497","Protein of unknown function (DUF541),Protein of unknown function DUF541",156,Hypothetical proteins / Conserved
AKG35_RS10035,,AKG35_RS10035,PMT1875,GeneMarkS-2+,1982206.0,1982514.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011131242.1,"PMT1875,PMT_1875,RG24_RS10070",1982206.0,1982514.0,+,CK_Pro_MIT9313_01875,PMT1875,,CK_00037638,,,,,,,,putative (AJ277631) YapH protein,,,,
AKG35_RS10040,,AKG35_RS10040,PMT1876,GeneMarkS-2+,1982542.0,1982955.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011131243.1,"PMT1876,PMT_1876,RG24_RS10075",1982542.0,1982955.0,+,CK_Pro_MIT9313_01876,PMT1876,,CK_00037637,,,,,,,,hypothetical protein,,,,
AKG35_RS13565,,AKG35_RS13565,PMT_1877,GeneMarkS-2+,1982969.0,1983286.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041384691.1,PMT_1877,1982939.0,1983286.0,+,CK_Pro_MIT9313_01877,,,CK_00037632,,,,,,,,hypothetical protein,,,,
AKG35_RS10055,,AKG35_RS10055,PMT1879,Protein Homology,1984161.0,1985684.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827088.1,carotenoid oxygenase family protein,WP_011131245.1,"PMT1879,PMT_1879,RG24_RS10090",1984161.0,1985684.0,-,CK_Pro_MIT9313_01879,diox1,"GO:0016702,GO:0046872",CK_00000259,B.5.1,Carotenoids,"COG3670,bactNOG02585,cyaNOG01347","COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",1.13.11.75,all-trans-8'-apo-beta-carotenal 15%2C15'-oxygenase%3B Diox1%3B ACO%3B 8'-apo-beta-carotenal 15%2C15'-oxygenase,"oxidoreductase activity%2C acting on single donors with incorporation of molecular oxygen%2C incorporation of two atoms of oxygen,metal ion binding",apocarotenoid-15%2C15'-oxygenase,"PF03055,IPR004294","Retinal pigment epithelial membrane protein,Carotenoid oxygenase",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
hisB,hisB,AKG35_RS10060,PMT1880,Protein Homology,1985751.0,1986380.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131246.1,imidazoleglycerol-phosphate dehydratase HisB,WP_011131246.1,"PMT1880,PMT_1880,RG24_RS10095",1985751.0,1986380.0,-,CK_Pro_MIT9313_01880,hisB,"GO:0000105,GO:0004424",CK_00000260,A.4,Histidine family,"COG0131,bactNOG17997,cyaNOG00571","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.19,imidazoleglycerol-phosphate dehydratase%3B IGP dehydratase%3B D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate hydro-lyase,"histidine biosynthetic process,histidine biosynthetic process,imidazoleglycerol-phosphate dehydratase activity",imidazoleglycerol-phosphate dehydratase family protein,"PF00475,PS00954,PS00955,IPR020565,IPR000807","Imidazoleglycerol-phosphate dehydratase,Imidazoleglycerol-phosphate dehydratase signature 1.,Imidazoleglycerol-phosphate dehydratase signature 2.,Imidazoleglycerol-phosphate dehydratase%2C conserved site,Imidazoleglycerol-phosphate dehydratase",161,Amino acid biosynthesis / Histidine family
fabI,fabI,AKG35_RS10065,PMT1881,Protein Homology,1986408.0,1987190.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618239.1,enoyl-ACP reductase FabI,WP_011131247.1,"PMT1881,PMT_1881,RG24_RS10100",1986408.0,1987190.0,-,CK_Pro_MIT9313_01881,fabI,"GO:0006633,GO:0055114,GO:0004318",CK_00000261,H.2,Fatty acid metabolism,"COG0623,bactNOG01925,cyaNOG01084","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",1.3.1.9,Transferred to 1.3.1.98,"fatty acid biosynthetic process,oxidation-reduction process,fatty acid biosynthetic process,oxidation-reduction process,enoyl-[acyl-carrier-protein] reductase (NADH) activity",enoyl-(acyl-carrier-protein) reductase (ENR),PF13561,Enoyl-(Acyl carrier protein) reductase,"176,177","Fatty acid and phospholipid metabolism / Biosynthesis,Fatty acid and phospholipid metabolism / Degradation"
AKG35_RS10070,,AKG35_RS10070,PMT1882,Protein Homology,1987290.0,1987853.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827091.1,hypothetical protein,WP_052646194.1,"PMT1882,PMT_1882,RG24_RS10105",1987290.0,1987847.0,-,CK_Pro_MIT9313_01882,PMT1882,,CK_00001329,R.2,Conserved hypothetical proteins,"COG0220,NOG41881,COG0845,bactNOG56129,cyaNOG06048","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved lipoprotein,,,156,Hypothetical proteins / Conserved
AKG35_RS10075,,AKG35_RS10075,PMT1883,Protein Homology,1987887.0,1988507.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823128.1,thioredoxin family protein,WP_236069592.1,"PMT1883,PMT_1883,RG24_RS10110",1987842.0,1988507.0,+,CK_Pro_MIT9313_01883,PMT1883,"GO:0045454,GO:0055114,GO:0016209,GO:0016491",CK_00001171,"D.1.4,G.2","Oxidative stress,Electron transport","COG0526,bactNOG13874,cyaNOG00399","COG: OC,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"cell redox homeostasis,oxidation-reduction process,cell redox homeostasis,oxidation-reduction process,antioxidant activity,oxidoreductase activity",thioredoxin domain-containing protein,"PF00578,PS51352,IPR000866,IPR012336,IPR013766,IPR036249","AhpC/TSA family,Thioredoxin domain profile.,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,Thioredoxin-like fold,Thioredoxin domain,Thioredoxin-like superfamily",112,Energy metabolism / Electron transport
AKG35_RS10080,,AKG35_RS10080,PMT1884,Protein Homology,1988562.0,1989788.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131250.1,DegT/DnrJ/EryC1/StrS family aminotransferase,WP_011131250.1,"PMT1884,PMT_1884,RG24_RS10115",1988562.0,1989788.0,+,CK_Pro_MIT9313_01884,degT,GO:0030170,CK_00009007,N,Regulatory functions,"COG0399,bactNOG00030,bactNOG04502,cyaNOG00606","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,pyridoxal phosphate binding,putative pleiotropic regulatory protein,"PF01041,IPR000653","DegT/DnrJ/EryC1/StrS aminotransferase family,DegT/DnrJ/EryC1/StrS aminotransferase",264,Regulatory functions / Small molecule interactions
AKG35_RS10085,,AKG35_RS10085,PMT1885,Protein Homology,1989891.0,1990451.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363243.1,NUDIX hydrolase,WP_041375232.1,"PMT1885,PMT_1885,RG24_RS10120",1989891.0,1990451.0,-,CK_Pro_MIT9313_01885,nudF,"GO:0006881,GO:0016787",CK_00000262,"M.3,M.5","Purine ribonucleotide biosynthesis,Salvage of nucleosides and nucleotides","COG0494,bactNOG36447,bactNOG34412,bactNOG23827,bactNOG24155,cyaNOG00681","COG: LR,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.6.1.13,ADP-ribose diphosphatase%3B ADPribose pyrophosphatase%3B adenosine diphosphoribose pyrophosphatase%3B ADPR-PPase%3B ADP-ribose ribophosphohydrolase,"extracellular sequestering of iron ion,extracellular sequestering of iron ion,hydrolase activity",ADP-ribose diphosphatase%2C NUDIX hydrolase superfamily,"PF00293,PS51462,IPR000086","NUDIX domain,Nudix hydrolase domain profile.,NUDIX hydrolase domain","125,127","Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Salvage of nucleosides and nucleotides"
folK,folK,AKG35_RS10090,PMT1886,Protein Homology,1990521.0,1991216.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827096.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,WP_328284559.1,"PMT1886,PMT_1886,RG24_RS10125",1990521.0,1991129.0,-,CK_Pro_MIT9313_01886,folK,"GO:0009396,GO:0003848",CK_00000263,B.10.3,Folic acid (b9),"COG0801,NOG144939,bactNOG100221,bactNOG29530,cyaNOG02977","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.7.6.3,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase%3B 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase%3B H2-pteridine-CH2OH pyrophosphokinase%3B 7%2C8-dihydroxymethylpterin-pyrophosphokinase%3B HPPK%3B 7%2C8-dihydro-6-hydroxymethylpterin pyrophosphokinase%3B hydroxymethyldihydropteridine pyrophosphokinase%3B ATP:2-amino-4-hydroxy-6-hydroxymethyl-7%2C8-dihydropteridine 6'-diphosphotransferase,"folic acid-containing compound biosynthetic process,folic acid-containing compound biosynthetic process,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity",2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,"TIGR01498,PF01288,PS00794,IPR000550","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,7%2C8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK),7%2C8-dihydro-6-hydroxymethylpterin-pyrophosphokinase signature.,7%2C8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase%2C HPPK",78,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Folic acid
AKG35_RS10095,,AKG35_RS10095,PMT1887,Protein Homology,1991152.0,1993296.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131253.1,putative cobaltochelatase,WP_011131253.1,"PMT1887,PMT_1887,RG24_RS10130",1991152.0,1993296.0,+,CK_Pro_MIT9313_01887,chlD,"GO:0015995,GO:0046406,GO:0016851,GO:0016887,GO:0010007",CK_00000114,B.5.2,Chlorophylls and porphyrins,"COG1239,bactNOG02235,cyaNOG00382","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.6.1.1,magnesium chelatase%3B protoporphyrin IX magnesium-chelatase%3B protoporphyrin IX Mg-chelatase%3B magnesium-protoporphyrin IX chelatase%3B magnesium-protoporphyrin chelatase%3B magnesium-chelatase%3B Mg-chelatase%3B Mg-protoporphyrin IX magnesio-lyase,"chlorophyll biosynthetic process,chlorophyll biosynthetic process,magnesium protoporphyrin IX methyltransferase activity,magnesium chelatase activity,ATPase activity,chlorophyll biosynthetic process,magnesium protoporphyrin IX methyltransferase activity,magnesium chelatase activity,ATPase activity,magnesium chelatase complex",protoporphyrin IX Mg-chelatase%2C subunit ChlD,"TIGR02442,TIGR02031,PF01078,PF13519,PS50234,IPR000523,IPR002035","cobaltochelatase subunit,magnesium chelatase ATPase subunit D,Magnesium chelatase%2C subunit ChlI,von Willebrand factor type A domain,VWFA domain profile.,Magnesium chelatase ChlI domain,von Willebrand factor%2C type A","164,191","Energy metabolism / Photosynthesis,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Chlorophyll and bacteriochlorphyll"
AKG35_RS10100,,AKG35_RS10100,PMT1888,Protein Homology,1993349.0,1994224.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131254.1,MlaD family protein,WP_011131254.1,"PMT1888,PMT_1888,RG24_RS10135",1993349.0,1994224.0,-,CK_Pro_MIT9313_01888,PMT1888,,CK_00000264,,,"COG1463,bactNOG54973,bactNOG24579,bactNOG17583,cyaNOG06111,cyaNOG02454","COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",,,,ABC-type transport system%2C periplasmic component,"PF02470,IPR003399","MlaD protein,Mce/MlaD",185,Unclassified / Role category not yet assigned
AKG35_RS10105,,AKG35_RS10105,PMT1889,Protein Homology,1994224.0,1994967.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827099.1,ABC transporter ATP-binding protein,WP_011131255.1,"PMT1889,PMT_1889,RG24_RS10140",1994224.0,1994967.0,-,CK_Pro_MIT9313_01889,PMT1889,"GO:0005524,GO:0016887",CK_00008067,,,"COG1127,bactNOG04893,bactNOG61609,cyaNOG01988","COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",,,"ATP binding,ATPase activity",ABC transporter family protein,"PF00005,PS00211,PS50893,IPR017871,IPR003439","ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter%2C conserved site,ABC transporter-like",141,Transport and binding proteins / Unknown substrate
AKG35_RS10110,,AKG35_RS10110,PMT1890,Protein Homology,1995207.0,1996529.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007099683.1,gluconeogenesis factor YvcK family protein,WP_011131256.1,"PMT1890,PMT_1890,RG24_RS10145",1995207.0,1996529.0,+,CK_Pro_MIT9313_01890,PMT1890,,CK_00000265,,,"COG0391,bactNOG02831,cyaNOG01026","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical family protein,"TIGR01826,PF01933,IPR002882,IPR010119","conserved hypothetical protein,Uncharacterised protein family UPF0052,LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052,Gluconeogenesis factor",156,Hypothetical proteins / Conserved
AKG35_RS10115,,AKG35_RS10115,PMT1891,Protein Homology,1996523.0,1997080.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131257.1,NAD(P)H-quinone oxidoreductase subunit J,WP_011131257.1,"PMT1891,PMT_1891,RG24_RS10150",1996523.0,1997080.0,-,CK_Pro_MIT9313_01891,ndhJ,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000266,"G.2,J.6","Electron transport,NADH dehydrogenase","COG0852,bactNOG13369,bactNOG37601,cyaNOG00004","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhJ,"PF00329,PS00542,IPR020396,IPR001268","Respiratory-chain NADH dehydrogenase%2C 30 Kd subunit,Respiratory chain NADH dehydrogenase 30 Kd subunit signature.,NADH:ubiquinone oxidoreductase%2C 30kDa subunit%2C conserved site,NADH:ubiquinone oxidoreductase%2C 30kDa subunit","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
AKG35_RS10120,,AKG35_RS10120,PMT1892,Protein Homology,1997077.0,1997829.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827102.1,NADH dehydrogenase subunit K,WP_011131258.1,"PMT1892,PMT_1892,RG24_RS10155",1997077.0,1997829.0,-,CK_Pro_MIT9313_01892,ndhK,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000267,"G.2,J.6","Electron transport,NADH dehydrogenase","COG0377,bactNOG17778,bactNOG24529,cyaNOG01280","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhK (chain beta or K),"TIGR01957,PF01058,PS01150,IPR006138,IPR006137","NADH-quinone oxidoreductase%2C B subunit,NADH ubiquinone oxidoreductase%2C 20 Kd subunit,Respiratory-chain NADH dehydrogenase 20 Kd subunit signature.,NADH-ubiquinone oxidoreductase%2C 20 Kd subunit,NADH:ubiquinone oxidoreductase-like%2C 20kDa subunit","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
AKG35_RS10125,,AKG35_RS10125,PMT1893,Protein Homology,1997834.0,1998196.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012411797.1,NAD(P)H-quinone oxidoreductase subunit 3,WP_011131259.1,"PMT1893,PMT_1893,RG24_RS10160",1997834.0,1998196.0,-,CK_Pro_MIT9313_01893,ndhC,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000268,"G.2,J.6","Electron transport,NADH dehydrogenase","COG0838,bactNOG37696,cyaNOG02645,cyaNOG05243","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhC (chain 3 or alpha),"PF00507,IPR000440","NADH-ubiquinone/plastoquinone oxidoreductase%2C chain 3,NADH:ubiquinone/plastoquinone oxidoreductase%2C chain 3","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
AKG35_RS10130,,AKG35_RS10130,PMT1894,Protein Homology,1998280.0,1998708.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827104.1,rubredoxin,WP_011131260.1,"PMT1894,PMT_1894,RG24_RS10165",1998280.0,1998708.0,+,CK_Pro_MIT9313_01894,rub,GO:0009055,CK_00000269,G.2,Electron transport,"COG1773,bactNOG32261,cyaNOG03296","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,electron transfer activity,rubredoxin,"PF00301,PS50903,IPR024934,IPR024935","Rubredoxin,Rubredoxin-like domain profile.,Rubredoxin-like domain,Rubredoxin domain",112,Energy metabolism / Electron transport
