NATL2_18181,PMN2A_RS08270,PMN2A_1007,-1.944***,-2.541***,-5.758***,-1.921***,-4.079***,-3.35***,fer,ferredoxin,Ferredoxin,
NATL2_18191,PMN2A_RS08275,PMN2A_1008,-1.393***,-1.514***,-6.608***,-1.667***,-3.486***,-2.522***,,hypothetical protein,FIG00941423: hypothetical protein,
NATL2_18201,PMN2A_RS08280,PMN2A_1009,-1.571***,-3.57***,-4.907***,-1.681***,-4.785***,-3.854***,,hypothetical protein,FIG00941684: hypothetical protein,
NATL2_18211,PMN2A_RS08285,PMN2A_1010,0.008,0.371,-6.17***,-0.211,-0.225,-1.369***,,hypothetical protein,FOG: HEAT repeat,
NATL2_18221,,PMN2A_2167,0.028,-2.055***,-4.443***,0.402,-1.733***,-1.081,,,FIG00942095: hypothetical protein,
NATL2_18231,PMN2A_RS08290,PMN2A_1011,-0.913***,-7.317***,-6.371***,-1.134***,-1.507***,-2.526***,putP,sodium:proline symporter,"sodium-solute symporter, putative",
NATL2_18241,PMN2A_RS08295,PMN2A_1012,-0.903,-2.366***,-6.068***,-0.251,-2.263***,-2.4***,,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-),
NATL2_18251,PMN2A_RS08300,PMN2A_1013,-1.259***,-4.763***,-6.711***,-0.468,-3.458***,-2.91***,hli3,high light inducible protein,High light inducible protein hli2,
NATL2_18261,PMN2A_RS08305,PMN2A_1014,-1.866***,-3.989***,-2.881***,-1.611***,-4.142***,-4.486***,rpoC2,DNA-directed RNA polymerase subunit beta',DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6),
NATL2_18271,PMN2A_RS08310,PMN2A_1015,-2.291***,-5.035***,-6.363***,-2.157***,-5.073***,-5.476***,rpoC1,DNA-directed RNA polymerase subunit gamma,DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6),
NATL2_18281,PMN2A_RS08315,PMN2A_1016,-1.769***,-2.436***,-1.901***,-1.757***,-4.187***,-4.769***,rpoB,DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),
NATL2_18291,PMN2A_RS08320,PMN2A_1017,0.245,-1.115***,0.076,0.357,0.451,-0.574,tatD,deoxyribonuclease,Putative deoxyribonuclease YcfH,
NATL2_18301,PMN2A_RS08325,PMN2A_1018,-0.609,-1.125***,0.465,-0.457,-0.512,-0.643,rpsT,30S ribosomal protein S20,SSU ribosomal protein S20p,
NATL2_18311,PMN2A_RS08330,PMN2A_1019,0.624***,1.647***,0.938***,0.752***,0.658***,0.482***,hisD,histidinol dehydrogenase,Histidinol dehydrogenase (EC 1.1.1.23),
NATL2_18321,PMN2A_RS08335,PMN2A_1020,-0.037,0.614***,3.29***,-0.214,0.207,1.993***,rpi,ribose-5-phosphate isomerase A,Ribose 5-phosphate isomerase A (EC 5.3.1.6),
NATL2_18331,PMN2A_RS08340,PMN2A_1021,0.795,2.188***,3.216***,0.846,1.527***,3.468***,,serine protease,"Serine proteases, trypsin family:Chymotrypsin serine protease...",
NATL2_18341,PMN2A_RS08345,PMN2A_1022,-0.017,0.657,1.616***,-0.186,-0.102,0.917***,,ribosome maturation factor RimP,FIG000325: clustered with transcription termination protein NusA,
NATL2_18351,PMN2A_RS08350,PMN2A_1023,-1.092,-1.802***,0.666,-0.713,-0.655,-0.69,nusA,transcription termination factor NusA,Transcription termination protein NusA,
NATL2_18361,PMN2A_RS08355,PMN2A_1024,-1.401,0.419,2.315***,-1.142,-1.272,-1.827***,,DNA-binding protein,COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination,
NATL2_18371,PMN2A_RS08360,PMN2A_1025,-0.576***,-0.12,-1.043***,-0.55***,-0.436***,-1.473***,infB,translation initiation factor IF-2,Translation initiation factor 2,
NATL2_18381,PMN2A_RS08365,PMN2A_1026,-0.101,0.763,-6.775***,-0.324,0.528,-0.197,,membrane protein,FIG00940540: hypothetical protein,
NATL2_18391,PMN2A_RS08375,PMN2A_1027,-1.485***,0.47,4.78***,-1.271***,-0.799***,2.985***,folE,GTP cyclohydrolase,GTP cyclohydrolase I (EC 3.5.4.16) type 1,
NATL2_18401,PMN2A_RS08380,PMN2A_1028,-0.87,-4.507***,-5.569***,-1.174***,-2.944***,-3.066***,,hypothetical protein,hypothetical protein,
NATL2_18411,PMN2A_RS08385,PMN2A_1029,0.284,4.228***,-6.321***,-0.17,-1.286,-3.145***,,hypothetical protein,protein family PM-24,
NATL2_18421,PMN2A_RS08390,PMN2A_1030,-0.328,-1.189***,-6.672***,-0.685,-1.825***,-4.036***,,hypothetical protein,FIG00942898: hypothetical protein,
NATL2_18431,PMN2A_RS08395,PMN2A_1031,0.233,-1.976***,0.79,0.59,0.163,-0.552,,hypothetical protein,protein family PM-12,
NATL2_18441,PMN2A_RS08400,PMN2A_1032,0.009,-1.944***,-6.359***,-0.37,-0.49,-2.235***,znuB,manganese ABC transporter,"Zinc ABC transporter, inner membrane permease protein ZnuB",
NATL2_18451,PMN2A_RS08405,PMN2A_1033,-0.017,-0.529,-7.208***,0.297,-0.072,-2.573***,zur,Fur family transcriptional regulator,Zinc uptake regulation protein ZUR,
NATL2_18461,PMN2A_RS08410,PMN2A_1034,-0.933,-1.442***,-5.124***,-0.639,-1.255***,-2.192***,znuC,ABC transporter ATP-binding protein,"Zinc ABC transporter, ATP-binding protein ZnuC",
NATL2_18471,PMN2A_RS08415,PMN2A_1035,-0.043,-0.991***,-7.08***,-0.01,0.199,-0.312,znuA,metal ABC transporter substrate-binding protein,"Zinc ABC transporter, periplasmic-binding protein ZnuA",
NATL2_18481,PMN2A_RS08420,PMN2A_1036,-0.383,-3.201***,-1.121***,-0.498,-1.764***,-4.238***,,hypothetical protein,predicted protein,
NATL2_18491,PMN2A_RS08425,PMN2A_1037,0.219,-1.424***,-3.258***,0.157,-0.731,-4.333***,,cobalamin biosynthesis protein CobW,"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family",
NATL2_18501,PMN2A_RS08430,PMN2A_1038,-0.691,-0.954,-3.053***,-0.346,-1.127,-4.69***,,hypothetical protein,High-affnity carbon uptake protein Hat/HatR,
NATL2_18511,,PMN2A_2168,3.532***,5.043***,-0.837,4.777***,3.215***,0.935,,,hypothetical protein,
NATL2_18521,PMN2A_RS08435,PMN2A_1039,-0.113,-2.065***,5.183***,-0.527,0.148,0.639,,dioxygenase,Possible Trypsin,
,PMN2A_RS08440,PMN2A_1040,-0.06,-2.722***,0,0.635,-0.438,-0.137,,hypothetical protein,FIG00941935: hypothetical protein,
NATL2_18541,PMN2A_RS08450,PMN2A_1042,-2.609***,-5.192***,1.571,-0.477,-2.091***,-1.511,,hemagglutinin,possible Hemagglutinin-neuraminidase,
NATL2_18561,PMN2A_RS08455,PMN2A_1044,-1.05***,-2.516***,-6.716***,-0.876,-1.177***,-3.517***,urtE,urea ABC transporter ATP-binding protein,"Urea ABC transporter, ATPase protein UrtE",
NATL2_18571,PMN2A_RS08460,PMN2A_1045,-0.984,-1.623***,-7.283***,-0.111,-1.233***,-2.997***,urtD,urea ABC transporter ATP-binding protein,"Urea ABC transporter, ATPase protein UrtD",
NATL2_18581,PMN2A_RS08465,PMN2A_1046,-0.063,-0.819,-6.139***,-0.129,-0.753,-3.945***,urtC,urea ABC transporter permease,"Urea ABC transporter, permease protein UrtC",
NATL2_18591,PMN2A_RS08470,PMN2A_1047,0.429,-1.486***,-6.444***,0.102,-0.304,-3.529***,urtB,branched-chain amino acid ABC transporter,"Urea ABC transporter, permease protein UrtB",
NATL2_18601,PMN2A_RS08475,PMN2A_1048,-2.537***,-0.313,-0.248,-2.293***,-1.573***,-2.122***,,ABC transporter substrate-binding protein,"Urea ABC transporter, substrate binding protein UrtA",
NATL2_18611,PMN2A_RS08480,PMN2A_1049,-0.719,-0.066,0.742,-0.678,-0.943,-3.328***,ureG,urease accessory protein UreG,Urease accessory protein UreG,
NATL2_18621,PMN2A_RS08485,PMN2A_1050,-0.47,2.144***,1.017,0.159,-0.424,-1.414***,ureF,urease accessory protein UreF,Urease accessory protein UreF,
NATL2_18641,PMN2A_RS08495,PMN2A_1052,-2.057***,-4.903***,-6.332***,-0.663,-1.361***,-4.876***,ureD,urease accessory protein UreD,Urease accessory protein UreD,
NATL2_18651,PMN2A_RS08500,PMN2A_1053,-1.161,-0.301,-6.542***,-0.687,-1.232***,-2.881***,ureA,urease subunit gamma,Urease gamma subunit (EC 3.5.1.5),
NATL2_18661,PMN2A_RS08505,PMN2A_1054,-1.172***,-7.181***,-6.854***,-1.236***,-1.369***,-3.431***,ureB,urease subunit beta,Urease beta subunit (EC 3.5.1.5),
NATL2_18671,PMN2A_RS08510,PMN2A_1055,-1.514***,-3.059***,-6.318***,-1.213***,-2.186***,-3.364***,ureC,urease subunit alpha,Urease alpha subunit (EC 3.5.1.5),
NATL2_18681,PMN2A_RS08515,PMN2A_1056,-2.509***,4.443***,0,-0.472,-1.315,-0.541,,hypothetical protein,FIG00943500: hypothetical protein,
NATL2_18701,PMN2A_RS08520,PMN2A_2171,0.384,-5.27***,-3.828***,1.233,-0.221,-0.685,,hypothetical protein,hypothetical protein,
NATL2_18711,PMN2A_RS08525,PMN2A_1057,-1.093,-2.72***,-5.954***,-0.892,-2.233***,-0.728,,porin,Possible porin precursor,
NATL2_18721,,PMN2A_2172,-0.445,-6.478***,-6.176***,-0.15,-1.506,-2.639***,,,FIG00943404: hypothetical protein,
NATL2_18731,,PMN2A_2173,-0.748,-7.823***,-6.703***,-1.209***,-2.737***,-3.352***,,,FIG00943795: hypothetical protein,
NATL2_18741,PMN2A_RS08530,PMN2A_1058,0.346,-0.227,-0.571,-0.256,-0.444,-2.836***,,hypothetical protein,hypothetical protein,
NATL2_18751,PMN2A_RS08535,PMN2A_1059,-0.879,-1.823***,-0.662,-0.306,-0.523,-0.846,rbpD,RNA-binding protein,RNA-binding region RNP-1 (RNA recognition motif),
NATL2_18761,,PMN2A_1060,-0.363,-0.613,1.116,-0.084,-0.444,1.689***,rpsU,,SSU ribosomal protein S21p,
NATL2_18801,PMN2A_RS08550,PMN2A_1063,-0.329,-0.469,0.931***,-0.197,-0.314,0.527,,radical SAM protein,"SAM radical protein, elongator protein",
NATL2_18821,PMN2A_RS08560,PMN2A_1065,-1.06,-0.411,-6.312***,-0.737,-0.067,0.849,,ATP-dependent Clp protease ClpS,ATP-dependent Clp protease adaptor protein ClpS,
NATL2_18841,PMN2A_RS08570,PMN2A_1067,0.118,-1.167***,-6.62***,0.122,0.311,-0.839***,rne,ribonuclease E,Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-) @ Ribonuclease E (EC 3.1.26.12),
NATL2_18851,PMN2A_RS08575,PMN2A_1068,-0.905,-1.258***,-5.89***,-0.505,-0.271,-1.057***,rnhB,ribonuclease HII,Ribonuclease HII (EC 3.1.26.4),
NATL2_18861,PMN2A_RS08580,PMN2A_1069,0.475,0.799,2.723***,0.713,1.4***,1.585***,,hypothetical protein,"Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)",
NATL2_18871,PMN2A_RS08585,PMN2A_1070,-0.307,-0.93,1.001***,-0.434,-0.209,0.699,pheA,chorismate mutase,Prephenate dehydratase (EC 4.2.1.51),
NATL2_18881,PMN2A_RS08590,PMN2A_1071,-0.074,0.056,0.411,-0.019,0.852,1.216***,,delta(24)-sterol C-methyltransferase,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase / 2-methyl-6-solanyl-1,4-benzoquinone methyltransferase",
NATL2_18891,PMN2A_RS08595,PMN2A_1072,-0.5,-0.65,2.085***,0.33,0.636,1.271***,,ATP-dependent protease,"Uncharacterized protein, similar to the N-terminal domain of Lon protease",
NATL2_18901,PMN2A_RS08600,PMN2A_1073,-0.427,-0.282,2.27***,-0.344,-0.521***,0.653***,rpsJ,30S ribosomal protein S10,SSU ribosomal protein S10p (S20e),
NATL2_18911,PMN2A_RS08605,PMN2A_1074,-0.851***,-0.254,1.221***,-1.017***,-1.463***,-0.299,tufA,elongation factor Tu,Translation elongation factor Tu,
NATL2_18921,PMN2A_RS08610,PMN2A_1075,-1.422***,-1.337***,1.065***,-1.283***,-1.958***,-0.185,fusA,elongation factor G,Translation elongation factor G,Synpcc7942_2082; increased
NATL2_18931,PMN2A_RS08615,PMN2A_1076,-1.178***,-0.466,-0.263,-1.276***,-2.039***,-1.567***,rpsG,30S ribosomal protein S7,SSU ribosomal protein S7p (S5e),
NATL2_18941,PMN2A_RS08620,PMN2A_1077,-0.636,0.455,0.607***,-0.619,-0.991***,-1.289***,rpsL,30S ribosomal protein S12,SSU ribosomal protein S12p (S23e),
NATL2_18951,PMN2A_RS08625,PMN2A_1078,0.267,1.393***,1.523***,0.567,0.942***,-0.032,gltB,glutamate synthase,Ferredoxin-dependent glutamate synthase (EC 1.4.7.1),
NATL2_18961,PMN2A_RS08630,PMN2A_1079,1.029,1.319***,-6.83***,1.868,2.132***,1.439***,,hypothetical protein,Uncharacterized YCII family conserved protein,
NATL2_18971,PMN2A_RS08635,PMN2A_1080,0.662,1.436***,-6.819***,0.327,0.276,-1.761***,,lipoyl synthase,Lipoate synthase,
NATL2_18981,PMN2A_RS08640,PMN2A_1081,-0.362,-0.131,-1.231***,-0.072,0.29,-0.731,cobJ,precorrin-3 methylase,Cobalamin biosynthesis protein CbiG / Cobalt-precorrin-3b C17-methyltransferase,
NATL2_18991,PMN2A_RS08645,PMN2A_1082,0.952***,1.956***,2.06***,0.56,1.068***,0.84***,psaA,photosystem I P700 chlorophyll a apoprotein A1,photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA),
NATL2_19001,PMN2A_RS08650,PMN2A_1083,0.34,0.758***,0.531***,0.028,-0.157,-0.936***,psaB,photosystem I P700 chlorophyll a apoprotein A2,photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB),
NATL2_19011,PMN2A_RS08655,PMN2A_1084,1.213***,2.733***,3.166***,0.76***,1.832***,2.089***,psaL,phosphorylase / photosystem I reaction center protein subunit XI; Provisional,photosystem I subunit XI (PsaL),
NATL2_19021,PMN2A_RS08660,PMN2A_1085,1.041,1.248,5.889***,0.589,1.246,2.739***,psaI,photosystem I reaction center subunit VIII,photosystem I subunit VIII (PsaI),
NATL2_19031,PMN2A_RS08665,PMN2A_1086,-0.023,-1.848***,-1.079,-0.213,-0.477,-1.377***,,hypothetical protein,possible Annexin,
NATL2_19041,PMN2A_RS08670,PMN2A_1087,0.683,1.942***,4.51***,0.818,2.515***,1.41***,,glycosyl transferase,Glycosyltransferase,
NATL2_19051,PMN2A_RS08675,PMN2A_1088,-0.291,-0.36,-5.966***,0.226,0.133,-0.578,,hydrolase,FIG00940570: hypothetical protein,
NATL2_19071,,PMN2A_2175,-1.23,-1.301,-4.803***,-1.122,-0.735,-0.722,,,hypothetical protein,
NATL2_19081,PMN2A_RS08685,PMN2A_1090,-1.499***,-2.161***,-6.616***,-1.973***,-1.994***,-0.93,,hypothetical protein,FIG00944079: hypothetical protein,
NATL2_19091,PMN2A_RS08690,PMN2A_1091,0.033,-0.088,2.649***,-0.213,-0.058,0.342,,hypothetical protein,TolA protein,
NATL2_19101,,PMN2A_1092,-0.132,-0.062,3.18***,-0.207,0.636,0.617,,,Translation elongation factor P,
NATL2_19121,PMN2A_RS08700,PMN2A_2177,-0.127,1.624***,0,1.678,1.265,0.08,,hypothetical protein,hypothetical protein,
NATL2_19131,PMN2A_RS08705,PMN2A_1093,-0.184,0.105,-3.932***,-0.861,0.58,0.733,,hypothetical protein,Translation elongation factor P,
NATL2_19141,,PMN2A_1094,0.112,2.189***,5.469***,0.077,1.198***,1.784***,,,Translation elongation factor P,
NATL2_19151,PMN2A_RS08715,PMN2A_1095,0.23,2.459***,0,0.107,1.72***,4.387***,,hypothetical protein,hypothetical protein,
NATL2_19181,PMN2A_RS08730,PMN2A_1096,-1.218,-0.361,-4.592***,0.215,-0.793,-0.941,,hypothetical protein,hypothetical protein,
NATL2_19191,PMN2A_RS08735,PMN2A_1097,0.003,-5.813***,-2.834***,-1.958,-2.287***,-1.305,,hypothetical protein,FIG00942755: hypothetical protein,
NATL2_19201,PMN2A_RS08750,PMN2A_1098,0.618,0.851,-1.263***,0.86,1.663***,0.124,alr,alanine racemase,Alanine racemase (EC 5.1.1.1),
NATL2_19211,PMN2A_RS08755,PMN2A_1099,-1.803***,-4.524***,-5.974***,-1.139***,-2.557***,-2.522***,mcrA,HNH endonuclease,HNH endonuclease family protein,
NATL2_19221,PMN2A_RS08760,PMN2A_1100,-0.748,-0.83,-6.128***,-0.414,-0.118,0.335,prfA,peptide chain release factor 1,Peptide chain release factor 1,
NATL2_19231,PMN2A_RS08765,PMN2A_1101,-0.838,-1.493***,-0.604,-0.763,-1.375***,-0.137,rpmE,50S ribosomal protein L31,LSU ribosomal protein L31p,
NATL2_19251,PMN2A_RS08775,PMN2A_1103,-0.769***,-0.679***,-0.258,-0.727***,-1.181***,-0.743***,rplM,50S ribosomal protein L13,LSU ribosomal protein L13p (L13Ae),
NATL2_19261,PMN2A_RS08780,PMN2A_1104,1.295***,0.82***,3.051***,1.285***,2.39***,2.556***,truA,tRNA pseudouridine synthase A,tRNA pseudouridine synthase A (EC 4.2.1.70),
NATL2_19271,PMN2A_RS08785,PMN2A_1105,-1.34***,-1.853***,0.58***,-1.215***,-2.363***,-1.353***,rplQ,50S ribosomal protein L17,LSU ribosomal protein L17p,
NATL2_19281,PMN2A_RS08790,PMN2A_1106,-1.726***,-0.169,-3.864***,-1.618***,-3.062***,-2.389***,rpoA,DNA-directed RNA polymerase subunit alpha,DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),
NATL2_19301,PMN2A_RS08800,PMN2A_1108,-0.486,-0.211,2.316***,-0.47,-0.364,0.414,rpsM,30S ribosomal protein S13,SSU ribosomal protein S13p (S18e),
NATL2_19311,PMN2A_RS08805,PMN2A_1110,0.543,1.837***,0.916***,0.914,1.184***,0.312,adk,adenylate kinase,Adenylate kinase (EC 2.7.4.3),
NATL2_19321,PMN2A_RS08810,PMN2A_1111,-1.133***,0.09,-0.151,-0.952***,-0.655***,-0.773***,secY,preprotein translocase subunit SecY,Preprotein translocase secY subunit (TC 3.A.5.1.1),
NATL2_19331,PMN2A_RS08815,PMN2A_1112,-0.981,-2.03***,-0.973***,-0.591,-1.117***,-1.058***,rplO,50S ribosomal protein L15,LSU ribosomal protein L15p (L27Ae),
NATL2_19341,PMN2A_RS08820,PMN2A_1113,-0.931***,0.024,-0.068,-0.966***,-1.864***,-1.595***,rpsE,30S ribosomal protein S5,SSU ribosomal protein S5p (S2e),
NATL2_19351,PMN2A_RS08825,PMN2A_1114,-1.072***,-1.485***,-7.253***,-1.297***,-2.601***,-2.591***,rplR,50S ribosomal protein L18,LSU ribosomal protein L18p (L5e),
NATL2_19361,PMN2A_RS08830,PMN2A_1115,-1.098,-0.384,0.003,-1.069,-1.813***,-1.619***,rplF,50S ribosomal protein L6,LSU ribosomal protein L6p (L9e),
NATL2_19371,PMN2A_RS08835,PMN2A_1116,-1.129***,-1.916***,-6.098***,-1.142***,-2.295***,-3.251***,rpsH,30S ribosomal protein S8,SSU ribosomal protein S8p (S15Ae),
NATL2_19381,PMN2A_RS08840,PMN2A_1117,-0.99,0.344,-0.737,-1.216,-1.896***,-2.779***,rplE,50S ribosomal protein L5,LSU ribosomal protein L5p (L11e),
NATL2_19391,PMN2A_RS08845,PMN2A_1118,-0.725***,-0.831***,-6.877***,-1.191***,-1.717***,-2.814***,rplX,50S ribosomal protein L24,LSU ribosomal protein L24p (L26e),
NATL2_19401,PMN2A_RS08850,PMN2A_1119,-0.929,0.369,0.489,-1.098,-2.217***,-2.781***,rplN,50S ribosomal protein L14,LSU ribosomal protein L14p (L23e),
NATL2_19411,PMN2A_RS08855,PMN2A_1120,-0.794,0.221,0.446,-0.903,-2.423***,-1.844***,rpsQ,30S ribosomal protein S17,SSU ribosomal protein S17p (S11e),
NATL2_19421,,PMN2A_1121,-0.858,1.258,1.272***,-1.163,-3.685***,-1.118,rpmC,,LSU ribosomal protein L29p (L35e),
NATL2_19431,PMN2A_RS08860,PMN2A_1122,-0.729,0.686,0.146,-0.865,-1.487***,-1.848***,rplP,50S ribosomal protein L16,LSU ribosomal protein L16p (L10e),
NATL2_19441,PMN2A_RS08865,PMN2A_1123,-0.657,-0.177,1.444***,-0.786,-1.142,-1.591***,rpsC,30S ribosomal protein S3,SSU ribosomal protein S3p (S3e),
NATL2_19451,PMN2A_RS08870,PMN2A_1124,-0.636,-0.875,0.404,-0.921,-1.757***,-1.306***,rplV,50S ribosomal protein L22,LSU ribosomal protein L22p (L17e),
NATL2_19461,PMN2A_RS08875,PMN2A_1125,-0.661,0.656,-0.592,-1.094,-1.678***,-0.938,rpsS,30S ribosomal protein S19,SSU ribosomal protein S19p (S15e),
NATL2_19471,PMN2A_RS08880,PMN2A_1126,-0.673***,0.146,-1.195***,-0.836***,-1.146***,-1.214***,rplB,50S ribosomal protein L2,LSU ribosomal protein L2p (L8e),
NATL2_19481,PMN2A_RS08885,PMN2A_1127,-0.617,0.139,0.506,-0.718,-1.27***,-0.403,rplW,50S ribosomal protein L23,LSU ribosomal protein L23p (L23Ae),
NATL2_19491,PMN2A_RS08890,PMN2A_1128,-0.633***,1.138***,2.13***,-0.712***,-0.898***,-0.908***,rplD,50S ribosomal protein L4,LSU ribosomal protein L4p (L1e),
NATL2_19501,PMN2A_RS08895,PMN2A_1129,-0.764,1.06***,0.667***,-0.76,-0.589,-0.984***,rplC,50S ribosomal protein L3,LSU ribosomal protein L3p (L3e),
NATL2_19511,PMN2A_RS08900,PMN2A_1130,0.079,-0.636,0.479,-0.027,-0.252,-1.504***,,NAD(P)H-quinone oxidoreductase subunit N,Putative subunit of NAD(P)H:quinone oxidoreductase,Synpcc7942_2234; decreased
NATL2_19521,PMN2A_RS08905,PMN2A_1131,-0.425,-0.534,-6.426***,-0.639,-0.833,-1.521***,hycB,hypothetical protein,Light dependent period modulator LdpA,
NATL2_19531,PMN2A_RS08915,PMN2A_1132,-0.499,-4.585***,-3.184***,-0.443,-0.816,-0.086,,haloacid dehalogenase,HAD superfamily hydrolase,
NATL2_19541,PMN2A_RS08920,PMN2A_1133,0.064,1.18***,-0.131,0.497,0.682,-2.803***,recA,protein RecA,RecA protein,
NATL2_19551,PMN2A_RS08925,PMN2A_1134,0.564,-2.383***,-5.485***,-0.032,-0.89,-3.762***,,hypothetical protein,FIG00940150: hypothetical protein,
NATL2_19561,PMN2A_RS08930,PMN2A_1135,-0.143,-6.655***,-6.654***,-0.018,-0.243,-1.961***,dinG,helicase,FIG00940883: hypothetical protein,
NATL2_19571,PMN2A_RS08935,PMN2A_1136,0.186,1.315***,-7.909***,-0.201,0.272,-2.622***,tyrA,arogenate dehydrogenase,Arogenate dehydrogenase (EC 1.3.1.43),
NATL2_19581,PMN2A_RS08940,PMN2A_1137,-1.056,2.424***,-4.993***,0.496,-1.527***,-2.369***,,phytoene dehydrogenase,Neurosporene desaturase (EC 1.-.-.-),
NATL2_19591,PMN2A_RS08945,PMN2A_1138,-1.143,-2.22***,0.83,-0.39,-0.699,-0.019,,kinase,Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation,
NATL2_19601,PMN2A_RS08950,PMN2A_1139,2.827***,1.497***,2.328***,2.845***,0.81***,0.828***,,hypothetical protein,"Hypothetical membrane protein, PMM1568 homolog",
NATL2_19611,PMN2A_RS08955,PMN2A_1140,-0.022,-2.754***,-5.381***,-1.064,-0.437,-0.942,,peptidase,Metal-dependent protease of the PAD1/JAB1 superfamily,
NATL2_19621,PMN2A_RS08960,PMN2A_1141,-0.401,-2.081***,-6.23***,0.468,-1.241***,-2.976***,thiF,molybdenum cofactor biosynthesis protein MoeB,Sulfur carrier protein adenylyltransferase ThiF,
NATL2_19631,PMN2A_RS08965,PMN2A_1142,-0.424,-1.514***,0.321,-0.118,-0.394,-3.387***,,hypothetical protein,Cob(I)alamin adenosyltransferase (EC 2.5.1.17),
NATL2_19641,PMN2A_RS08970,PMN2A_1143,-0.333,-0.987***,-6.534***,-0.036,0.023,-0.387,,hypothetical protein,ATP-utilizing enzyme of the PP-loop superfamily,
NATL2_19651,PMN2A_RS08975,PMN2A_1144,-0.124,-0.299,0.559,-0.162,0.463,1.692***,speD,S-adenosylmethionine decarboxylase,"S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B",Synpcc7942_2043; increased
NATL2_19661,PMN2A_RS08980,PMN2A_1145,-0.956,-0.776,-7.191***,-0.174,-0.217,-1.749***,recF,DNA recombination protein RecF,DNA recombination and repair protein RecF,
NATL2_19671,PMN2A_RS08990,PMN2A_1146,-0.874,-0.774,-5.369***,-0.381,-0.801***,-1.765***,,GNAT family acetyltransferase,GNAT family acetyltransferase,
NATL2_19681,PMN2A_RS08995,PMN2A_1147,-0.762,2.096***,-5.978***,-0.723,-1.099***,-2.384***,ppc,phosphoenolpyruvate carboxylase,Phosphoenolpyruvate carboxylase (EC 4.1.1.31),
NATL2_19691,PMN2A_RS09000,PMN2A_1148,-0.58,-1.606***,0.74,-0.665,-0.694,-1.352***,,glutamate--cysteine ligase,FIG00940683: hypothetical protein,
NATL2_19701,PMN2A_RS09005,PMN2A_1149,0.177,2.991***,1.497***,0.298,0.93***,1.647***,,anthranilate synthase,"Anthranilate synthase, aminase component (EC 4.1.3.27)",
NATL2_19711,PMN2A_RS09010,PMN2A_1150,0.648***,2.887***,2.991***,0.725***,1.903***,2.691***,psaD,photosystem I protein PsaD,photosystem I subunit II (PsaD),Synpcc7942_1002; increased
NATL2_19721,PMN2A_RS09015,PMN2A_1151,1.582***,0.617,5.291***,1.83***,0.427,3.341***,,histidine kinase,Signal transduction histidine kinase,
NATL2_19731,PMN2A_RS09020,PMN2A_1152,-0.652,-1.277***,-6.301***,-0.459,0.246,-1.911***,,cell division protein FtsW,Rod shape-determining protein RodA,
NATL2_19751,PMN2A_RS09030,PMN2A_1154,0.354,2.416***,1.835***,0.289,0.962,-0.114,hemF,coproporphyrinogen III oxidase,"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)",
NATL2_19761,PMN2A_RS09035,PMN2A_1155,-0.547,0.382,-6.963***,0.275,-0.82,-1.801***,,dehydrogenase,Possible N-acetylmuramoyl-L-alanine amidase,
NATL2_19771,PMN2A_RS09040,PMN2A_1156,0.335,-3.083***,0.083,0.268,-1.383***,-4.094***,,hypothetical protein,FIG00941210: hypothetical protein,
NATL2_19791,PMN2A_RS09045,PMN2A_1157,-0.311,-0.797,-6.318***,-0.287,-0.187,-1.916***,rnd,ribonuclease D,Ribonuclease D related protein,
NATL2_19801,PMN2A_RS09050,PMN2A_1158,-0.433,-2.981***,-7.384***,-0.236,0.084,-2.157***,,hypothetical protein,FIG00940305: hypothetical protein,
NATL2_19821,PMN2A_RS09065,PMN2A_1160,0.025,0.308,-6.553***,0.167,1.593***,1.281***,,hypothetical protein,FIG00940873: hypothetical protein,
NATL2_19831,PMN2A_RS09070,PMN2A_1161,-0.306,-2.119***,-5.701***,-0.522,-1.933***,-0.247,,hypothetical protein,FIG00941478: hypothetical protein,
NATL2_19841,PMN2A_RS09075,PMN2A_1162,0.044,0.978***,-6.267***,0.309,0.956,0.488,tas,oxidoreductase,Aldo/keto reductase family,
NATL2_19851,PMN2A_RS09080,PMN2A_1163,-1.359***,-2.794***,-6.407***,-1.331***,-1.498***,-2.445***,,carboxylase,Possible conserved carboxylase domain,
