gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
TX72_RS10725,,TX72_RS10725,SYNW2133,Protein Homology,2023656.0,2025326.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006851786.1,phosphodiester glycosidase family protein,WP_042503882.1,SYNW2133,2023557.0,2025326.0,+,CK_Syn_WH8102_02133,SYNW2133,,CK_00001389,,,"NOG269190,NOG12793,NOG294718,NOG308269,COG3210,bactNOG23191,bactNOG40079,bactNOG41051,cyaNOG00783","COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF09992,IPR018711","Phosphodiester glycosidase,Phosphodiester glycosidase",156,Hypothetical proteins / Conserved
TX72_RS10730,,TX72_RS10730,SYNW2134,Protein Homology,2025366.0,2025692.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128990.1,AIR synthase,WP_011128990.1,SYNW2134,2025366.0,2025692.0,+,CK_Syn_WH8102_02134,SYNW2134,,CK_00000498,R.2,Conserved hypothetical proteins,"COG0316,NOG40089,bactNOG73801,cyaNOG07935","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,HesB-like domain-containing protein,IPR035903,HesB-like domain superfamily,156,Hypothetical proteins / Conserved
rpsL,rpsL,TX72_RS10735,SYNW2135,Protein Homology,2025765.0,2026139.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377145.1,30S ribosomal protein S12,WP_011128991.1,SYNW2135,2025765.0,2026139.0,+,CK_Syn_WH8102_02135,rpsL,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000497,K.2,Ribosomal proteins: synthesis and modification,"COG0048,bactNOG17823,cyaNOG02661,cyaNOG06219","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S12,"TIGR00981,PF00164,PS00055,IPR005679,IPR006032","ribosomal protein uS12,Ribosomal protein S12/S23,Ribosomal protein S12 signature.,Ribosomal protein S12%2C bacterial-type,Ribosomal protein S12/S23",158,Protein synthesis / Ribosomal proteins: synthesis and modification
rpsG,rpsG,TX72_RS10740,SYNW2136,Protein Homology,2026194.0,2026664.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011430158.1,30S ribosomal protein S7,WP_011128992.1,SYNW2136,2026194.0,2026664.0,+,CK_Syn_WH8102_02136,rpsG,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000496,K.2,Ribosomal proteins: synthesis and modification,"COG0049,bactNOG17945,cyaNOG01866","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S7,"TIGR01029,PF00177,PS00052,IPR020606,IPR023798,IPR005717","ribosomal protein uS7,Ribosomal protein S7p/S5e,Ribosomal protein S7 signature.,Ribosomal protein S7%2C conserved site,Ribosomal protein S7 domain,Ribosomal protein S7%2C bacterial/organellar-type",158,Protein synthesis / Ribosomal proteins: synthesis and modification
fusA,fusA,TX72_RS10745,SYNW2137,Protein Homology,2026756.0,2028828.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128993.1,elongation factor G,WP_011128993.1,SYNW2137,2026756.0,2028828.0,+,CK_Syn_WH8102_02137,fusA,GO:0003746,CK_00000495,K.4,Translation factors,"COG0480,bactNOG01098,cyaNOG01015","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.6.1.48,Description not found.,translation elongation factor activity,elongation factor G,"TIGR00484,TIGR00231,PF14492,PF03144,PF03764,PF00009,PF00679,PS00301,IPR009022,IPR004161,IPR000795,IPR005517,IPR000640,IPR004540,IPR005225","translation elongation factor G,small GTP-binding protein domain,Elongation Factor G%2C domain II,Elongation factor Tu domain 2,Elongation factor G%2C domain IV,Elongation factor Tu GTP binding domain,Elongation factor G C-terminus,Translational (tr)-type guanine nucleotide-binding (G) domain signature.,Elongation factor G%2C domain III,Translation elongation factor EFTu-like%2C domain 2,Transcription factor%2C GTP-binding domain,Translation elongation factor EFG/EF2%2C domain IV,Elongation factor EFG%2C domain V-like,Translation elongation factor EFG/EF2,Small GTP-binding protein domain",169,Protein synthesis / Translation factors
tuf,tuf,TX72_RS10750,SYNW2138,Protein Homology,2028879.0,2030078.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125813.1,elongation factor Tu,WP_011128994.1,SYNW2138,2028879.0,2030078.0,+,CK_Syn_WH8102_02138,tuf,"GO:0006412,GO:0006414,GO:0005525,GO:0003746,GO:0003924",CK_00000494,K.4,Translation factors,"COG0050,bactNOG00268,cyaNOG00344,cyaNOG06520,cyaNOG09105","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.6.5.3,Transferred to 3.6.5.3,"translation,translational elongation,translation,translational elongation,GTP binding,translation elongation factor activity,GTPase activity",elongation factor EF-Tu,"TIGR00231,TIGR00485,PF00009,PF03144,PF03143,PS00301,IPR000795,IPR004161,IPR004160,IPR004541,IPR005225","small GTP-binding protein domain,translation elongation factor Tu,Elongation factor Tu GTP binding domain,Elongation factor Tu domain 2,Elongation factor Tu C-terminal domain,Translational (tr)-type guanine nucleotide-binding (G) domain signature.,Transcription factor%2C GTP-binding domain,Translation elongation factor EFTu-like%2C domain 2,Translation elongation factor EFTu/EF1A%2C C-terminal,Translation elongation factor EFTu/EF1A%2C bacterial/organelle,Small GTP-binding protein domain",169,Protein synthesis / Translation factors
rpsJ,rpsJ,TX72_RS10755,SYNW2139,Protein Homology,2030195.0,2030515.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128995.1,30S ribosomal protein S10,WP_011128995.1,SYNW2139,2030195.0,2030515.0,+,CK_Syn_WH8102_02139,rpsJ,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000493,K.2,Ribosomal proteins: synthesis and modification,"COG0051,bactNOG29565,bactNOG65322,cyaNOG09123,cyaNOG03083,cyaNOG06863","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S10,"TIGR01049,PF00338,IPR027486,IPR001848","ribosomal protein uS10,Ribosomal protein S10p/S20e,Ribosomal protein S10 domain,Ribosomal protein S10",158,Protein synthesis / Ribosomal proteins: synthesis and modification
TX72_RS10760,,TX72_RS10760,SYNW2140,Protein Homology,2030571.0,2031221.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128996.1,LON peptidase substrate-binding domain-containing protein,WP_011128996.1,SYNW2140,2030571.0,2031221.0,+,CK_Syn_WH8102_02140,SYNW2140,"GO:0006508,GO:0004176",CK_00000492,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG2802,COG0466,bactNOG98906,bactNOG35080,bactNOG98228,bactNOG38788,bactNOG92981,bactNOG100675,bactNOG44829,bactNOG44941,cyaNOG00716","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"proteolysis,proteolysis,ATP-dependent peptidase activity",ATP-dependent protease,"PF02190,IPR003111","ATP-dependent protease La (LON) substrate-binding domain,Lon%2C substrate-binding domain",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
TX72_RS10765,,TX72_RS10765,SYNW2141,Protein Homology,2031221.0,2032150.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128997.1,methyltransferase domain-containing protein,WP_011128997.1,SYNW2141,2031221.0,2032150.0,+,CK_Syn_WH8102_02141,APG1,"GO:0010236,GO:0051741",CK_00000491,B.2, Plastoquinone%2C menaquinone and ubiquinone,"COG0500,COG2227,COG2226,bactNOG06579,bactNOG04603,bactNOG41853,bactNOG38901,bactNOG02368,cyaNOG00940,cyaNOG01584","COG: QR,COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",2.1.1.295,2-methyl-6-phytyl-1%2C4-hydroquinone methyltransferase%3B VTE3 (gene name)%3B 2-methyl-6-solanyl-1%2C4-hydroquinone methyltransferase%3B MPBQ/MSBQ methyltransferase%3B MPBQ/MSBQ MT,"plastoquinone biosynthetic process,plastoquinone biosynthetic process,2-methyl-6-phytyl-1%2C4-benzoquinone methyltransferase activity",2-methyl-6-phytylbenzoquinone methyltransferase,"PF08241,PS51581,IPR013216,IPR025774","Methyltransferase domain,SAM-dependent methyltransferase gamma-tocopherol (gTMT)-type family profile.,Methyltransferase type 11,SAM-dependent methyltransferase gTMT-type",81,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Menaquinone and ubiquinone
pheA,pheA,TX72_RS10770,SYNW2142,Protein Homology,2032140.0,2032982.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128998.1,prephenate dehydratase,WP_011128998.1,SYNW2142,2032140.0,2032982.0,-,CK_Syn_WH8102_02142,pheA,"GO:0009094,GO:0008152,GO:0004664,GO:0016597",CK_00000490,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0077,bactNOG01699,cyaNOG01385,cyaNOG04764","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.51,prephenate dehydratase%3B prephenate hydro-lyase (decarboxylating),"L-phenylalanine biosynthetic process,metabolic process,L-phenylalanine biosynthetic process,metabolic process,prephenate dehydratase activity,amino acid binding",prephenate dehydratase,"PF00800,PF01842,PS00858,PS51671,PS51171,IPR018528,IPR002912,IPR001086","Prephenate dehydratase,ACT domain,Prephenate dehydratase signature 2.,ACT domain profile.,Prephenate dehydratase domain profile.,Prephenate dehydratase%2C conserved site,ACT domain,Prephenate dehydratase",70,Amino acid biosynthesis / Aromatic amino acid family
TX72_RS10775,,TX72_RS10775,SYNW2143,Protein Homology,2033033.0,2033599.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128999.1,DUF1997 domain-containing protein,WP_011128999.1,SYNW2143,2033033.0,2033599.0,+,CK_Syn_WH8102_02143,SYNW2143,,CK_00000489,,,"NOG08782,COG0480,COG0538,COG2134,bactNOG20496,cyaNOG02857,cyaNOG02771","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: METABOLISM [C] Energy production and conversion,COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF09366,IPR018971","Protein of unknown function (DUF1997),Protein of unknown function DUF1997",156,Hypothetical proteins / Conserved
TX72_RS10780,,TX72_RS10780,SYNW2144,Protein Homology,2033555.0,2034229.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129000.1,ribonuclease HII,WP_052298034.1,SYNW2144,2033555.0,2034229.0,-,CK_Syn_WH8102_02144,rnhB,"GO:0090502,GO:0006401,GO:0090305,GO:0003676,GO:0003723,GO:0004523,GO:0004518,GO:0004519,GO:0016787,GO:0030145,GO:0046872",CK_00000488,P.1,Degradation of RNA,"COG0164,bactNOG23257,cyaNOG02851","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.1.26.4,ribonuclease H%3B endoribonuclease H (calf thymus)%3B RNase H%3B RNA*DNA hybrid ribonucleotidohydrolase%3B hybrid ribonuclease%3B hybridase%3B hybridase (ribonuclease H)%3B ribonuclease H%3B hybrid nuclease%3B calf thymus ribonuclease H,"RNA phosphodiester bond hydrolysis%2C endonucleolytic,RNA catabolic process,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,RNA catabolic process,nucleic acid phosphodiester bond hydrolysis,nucleic acid binding,RNA binding,RNA-DNA hybrid ribonuclease activity,nuclease activity,endonuclease activity,hydrolase activity,manganese ion binding,metal ion binding",ribonuclease HII,"PF01351,IPR001352,IPR022898,IPR024567,IPR036397,IPR012337","Ribonuclease HII,Ribonuclease HII/HIII,Ribonuclease HII,Ribonuclease HII/HIII domain,Ribonuclease H superfamily,Ribonuclease H-like superfamily",134,Transcription / Degradation of RNA
TX72_RS10785,,TX72_RS10785,SYNW2145,Protein Homology,2034141.0,2036093.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129001.1,Rne/Rng family ribonuclease,WP_042503885.1,SYNW2145,2034141.0,2036093.0,-,CK_Syn_WH8102_02145,rne,"GO:0006401,GO:0006402,GO:0000967,GO:0008033,GO:0051289,GO:0006364,GO:0006396,GO:0090305,GO:0090501,GO:0090502,GO:0004540,GO:0003723,GO:0003676,GO:0016787,GO:0004518,GO:0004519,GO:0004521,GO:0046872,GO:0000287,GO:0005515,GO:0008270,GO:0008995,GO:0016020",CK_00000487,P.1,Degradation of RNA,"COG1530,bactNOG01042,cyaNOG01388","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.1.26.12,ribonuclease E%3B endoribonuclease E%3B RNase E%3B Rne protein,"RNA catabolic process,mRNA catabolic process,rRNA 5'-end processing,tRNA processing,protein homotetramerization,rRNA processing,RNA processing,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,RNA catabolic process,mRNA catabolic process,rRNA 5'-end processing,tRNA processing,protein homotetramerization,rRNA processing,RNA processing,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,ribonuclease activity,RNA binding,nucleic acid binding,hydrolase activity,nuclease activity,endonuclease activity,endoribonuclease activity,metal ion binding,magnesium ion binding,protein binding,zinc ion binding,ribonuclease E activity,RNA catabolic process,mRNA catabolic process,rRNA 5'-end processing,tRNA processing,protein homotetramerization,rRNA processing,RNA processing,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,ribonuclease activity,RNA binding,nucleic acid binding,hydrolase activity,nuclease activity,endonuclease activity,endoribonuclease activity,metal ion binding,magnesium ion binding,protein binding,zinc ion binding,ribonuclease E activity,membrane",ribonuclease E,"TIGR00757,PF10150,PF00575,PS50126,IPR019307,IPR003029,IPR004659","ribonuclease%2C Rne/Rng family,Ribonuclease E/G family,S1 RNA binding domain,S1 domain profile.,RNA-binding protein AU-1/Ribonuclease E/G,S1 domain,Ribonuclease E/G",134,Transcription / Degradation of RNA
TX72_RS10790,,TX72_RS10790,SYNW2146,Protein Homology,2036344.0,2038998.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363339.1,TIGR03960 family B12-binding radical SAM protein,WP_042503888.1,SYNW2146,2036344.0,2038971.0,-,CK_Syn_WH8102_02146,SYNW2146,"GO:0003824,GO:0051536",CK_00001202,,,"COG1032,COG5011,bactNOG01315,cyaNOG01467","COG: METABOLISM [C] Energy production and conversion,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"catalytic activity,iron-sulfur cluster binding",radical SAM superfamily protein,"TIGR03960,TIGR03936,PF10105,PF04055,IPR023862,IPR018768,IPR007197","radical SAM family uncharacterized protein,radical SAM-linked protein,Uncharacterized protein conserved in bacteria (DUF2344),Radical SAM superfamily,Conserved hypothetical protein CHP03960%2C radical SAM,Domain of unknown function DUF2344,Radical SAM",703,Unknown function / Enzymes of unknown specificity
TX72_RS10795,,TX72_RS10795,SYNW2147,Protein Homology,2039052.0,2040278.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363338.1,LL-diaminopimelate aminotransferase,WP_011129003.1,SYNW2147,2039052.0,2040278.0,+,CK_Syn_WH8102_02147,SYNW2147,"GO:0009089,GO:0010285,GO:0030170",CK_00000486,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG0436,bactNOG00044,cyaNOG00083","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.6.1.83,LL-diaminopimelate aminotransferase%3B LL-diaminopimelate transaminase%3B LL-DAP aminotransferase%3B LL-DAP-AT,"lysine biosynthetic process via diaminopimelate,lysine biosynthetic process via diaminopimelate,L%2CL-diaminopimelate aminotransferase activity,pyridoxal phosphate binding",LL-diaminopimelate aminotransferase,"TIGR03542,PF00155,IPR019942,IPR004839","LL-diaminopimelate aminotransferase,Aminotransferase class I and II,LL-diaminopimelate aminotransferase/aminotransferase ALD1,Aminotransferase%2C class I/classII",71,Amino acid biosynthesis / Aspartate family
clpS,clpS,TX72_RS10800,SYNW2148,Protein Homology,2040325.0,2040645.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129004.1,ATP-dependent Clp protease adapter ClpS,WP_011129004.1,SYNW2148,2040181.0,2040645.0,+,CK_Syn_WH8102_02148,clpS2,GO:0030163,CK_00000485,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG2127,bactNOG98684,bactNOG42046,cyaNOG03519","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,protein catabolic process,ATP-dependent Clp protease adaptor protein ClpS,"PF02617,IPR003769,IPR014719","ATP-dependent Clp protease adaptor protein ClpS,Adaptor protein ClpS%2C core,Ribosomal protein L7/L12%2C C-terminal/adaptor protein ClpS-like",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
TX72_RS10805,,TX72_RS10805,SYNW2149,Protein Homology,2040663.0,2041526.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129005.1,CPBP family intramembrane glutamic endopeptidase,WP_011129005.1,SYNW2149,2040663.0,2041526.0,+,CK_Syn_WH8102_02149,SYNW2149,GO:0016020,CK_00036988,R.3,Enzymes of unknown specificity,,,,,membrane,CAAX amino terminal protease,"PF02517,IPR003675","CPBP intramembrane metalloprotease,CAAX prenyl protease 2",703,Unknown function / Enzymes of unknown specificity
TX72_RS10810,,TX72_RS10810,SYNW2150,Protein Homology,2041466.0,2043043.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129006.1,photosystem II high light acclimation radical SAM protein,WP_011129006.1,SYNW2150,2041466.0,2043043.0,-,CK_Syn_WH8102_02150,SYNW2150,"GO:0003824,GO:0051536",CK_00000483,R.3,Enzymes of unknown specificity,"COG1032,bactNOG04569,bactNOG04097,bactNOG13075,bactNOG17765,bactNOG38655,bactNOG06646,cyaNOG01264","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"catalytic activity,iron-sulfur cluster binding",radical SAM superfamily protein,"PF04055,IPR007197,IPR006638,IPR023404","Radical SAM superfamily,Radical SAM,Elp3/MiaB/NifB,Radical SAM%2C alpha/beta horseshoe",703,Unknown function / Enzymes of unknown specificity
psbA,psbA,TX72_RS10815,SYNW2151,Protein Homology,2043226.0,2044305.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127848.1,photosystem II q(b) protein,WP_011127848.1,SYNW2151,2043226.0,2044305.0,+,CK_Syn_WH8102_02151,psbA,"GO:0009771,GO:0009523",CK_00000009,"D.1.2,J.8","Light,Photosystem II","NOG04871,bactNOG12939,cyaNOG00439","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",1.10.3.9,photosystem II,"primary charge separation in photosystem II,primary charge separation in photosystem II,photosystem II",photosystem II protein D1.2,"TIGR01151,PF00124,PS00244,IPR000484,IPR005867","photosystem II q(b) protein,Photosynthetic reaction centre protein,Photosynthetic reaction center proteins signature.,Photosynthetic reaction centre%2C L/M,Photosystem II protein D1",164,Energy metabolism / Photosynthesis
TX72_RS10820,,TX72_RS10820,SYNW2152,Protein Homology,2044439.0,2044819.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359219.1,hypothetical protein,WP_042503889.1,SYNW2152,2044397.0,2044819.0,+,CK_Syn_WH8102_02152,SYNW2152,,CK_00001650,,,"NOG41535,COG0451,bactNOG70212,cyaNOG07418","COG: POORLY CHARACTERIZED [S] Function unknown,COG: MG,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
TX72_RS10825,,TX72_RS10825,SYNW2153,Protein Homology,2044820.0,2045134.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129008.1,hypothetical protein,WP_011129008.1,SYNW2153,2044820.0,2045134.0,-,CK_Syn_WH8102_02153,SYNW2153,,CK_00045345,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
