Name,gene,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
TX50_RS06480,,TX50_RS06480,PMM1201,Protein Homology,1149095,1150144,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_000770936.1,NAD-dependent epimerase/dehydratase family protein,WP_011132835.1,1049,K12454,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],K12454  rfbE; CDP-paratose 2-epimerase [EC:5.1.3.10],Energy/Carbohydrate/Glycan,,nan,nan
TX50_RS06485,,TX50_RS06485,PMM1202,Protein Homology,1150171,1151022,-,,,COORDINATES: protein motif:HMM:NF016228.2,NAD(P)-dependent oxidoreductase,WP_036930534.1,851,,,,,,Other,,,
rfbG,rfbG,TX50_RS06490,PMM1203,Protein Homology,1151041,1152123,-,,,COORDINATES: protein motif:HMM:TIGR02622.1,CDP-glucose 4%2C6-dehydratase,WP_011132837.1,1082,K01709,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K01709  rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]",Energy/Carbohydrate/Glycan,,rfbG,(rfbG)
rfbF,rfbF,TX50_RS06495,PMM1204,Protein Homology,1152143,1152910,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010871531.1,glucose-1-phosphate cytidylyltransferase,WP_011132838.1,767,K00978,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00500 Starch and sucrose metabolism [PATH:ko00500];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],K00978  rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33],Energy/Carbohydrate/Glycan,,rfbF,(rfbF)
TX50_RS06500,,TX50_RS06500,PMM1205,Protein Homology,1152958,1154157,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820073.1,DegT/DnrJ/EryC1/StrS family aminotransferase,WP_011132839.1,1199,K12452,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K12452  ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]",Energy/Carbohydrate/Glycan,,nan,nan
TX50_RS06505,,TX50_RS06505,PMM1206,Protein Homology,1154292,1155683,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132832.1,glycosyltransferase 87 family protein,WP_011132840.1,1391,,,,,,Other,,,
TX50_RS06510,(fcl),TX50_RS06510,PMM1207,Protein Homology,1156082,1157035,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863377.1,GDP-L-fucose synthase,WP_011132841.1,953,K02377,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00051 Fructose and mannose metabolism [PATH:ko00051];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K02377  TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]",Energy/Carbohydrate/Glycan,,"TSTA3, fcl",(fcl)
gmd,gmd,TX50_RS06515,PMM1208,Protein Homology,1157069,1158142,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359012.1,GDP-mannose 4%2C6-dehydratase,WP_011132842.1,1073,K01711,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00051 Fructose and mannose metabolism [PATH:ko00051];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K01711  gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]",Energy/Carbohydrate/Glycan,,"gmd, GMDS",(gmd)
galE,galE,TX50_RS06520,PMM1209,Protein Homology,1158248,1159339,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012195835.1,UDP-glucose 4-epimerase GalE,WP_011132843.1,1091,K01784,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00052 Galactose metabolism [PATH:ko00052];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K01784  galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]",Energy/Carbohydrate/Glycan,,"galE, GALE",(galE)
TX50_RS06525,,TX50_RS06525,PMM1210,Protein Homology,1159390,1160415,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823156.1,NAD-dependent epimerase/dehydratase family protein,WP_011132844.1,1025,K08679,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00053 Ascorbate and aldarate metabolism [PATH:ko00053];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K08679  GAE, cap1J; UDP-glucuronate 4-epimerase [EC:5.1.3.6]",Energy/Carbohydrate/Glycan,,"GAE, cap1J",
TX50_RS06530,"(wza,gfcE)",TX50_RS06530,PMM1211,Protein Homology,1160596,1161762,+,,,COORDINATES: protein motif:HMM:NF014606.2,polysaccharide biosynthesis/export family protein,WP_011132845.1,1166,K01991,09130 Environmental Information Processing;09140 Cellular Processes;09180 Brite Hierarchies,09132 Signal transduction;09145 Cellular community - prokaryotes;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02020 Two-component system [PATH:ko02020];02026 Biofilm formation - Escherichia coli [PATH:ko02026],"K01991  wza, gfcE; polysaccharide biosynthesis/export protein",Membrane transport,Membrane transport,"wza, gfcE","(wza,gfcE)"
TX50_RS06535,,TX50_RS06535,PMM1212,Protein Homology,1161772,1162464,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125468.1,hypothetical protein,WP_011132846.1,692,,,,,,Uncharacterized,,,
TX50_RS06540,,TX50_RS06540,PMM1213,Protein Homology,1162468,1163628,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805574.1,glycosyltransferase,WP_011132847.1,1160,,,,,,Other,,,
TX50_RS06545,(gmhB),TX50_RS06545,PMM1214,Protein Homology,1163795,1164445,+,,,COORDINATES: protein motif:HMM:TIGR01656.1,HAD-IIIA family hydrolase,WP_011132848.1,650,K03273,09100 Metabolism;09180 Brite Hierarchies,09107 Glycan biosynthesis and metabolism;09181 Protein families: metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540];01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],"K03273  gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]",Energy/Carbohydrate/Glycan,,gmhB,(gmhB)
lhgO,lhgO,TX50_RS06550,PMM1215,Protein Homology,1164442,1165665,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125470.1,L-2-hydroxyglutarate oxidase,WP_011132849.1,1223,K15736,09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ko00310],K15736  lhgO; (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13],AA/Nucleotide,,nan,nan
TX50_RS06555,,TX50_RS06555,PMM1216,Protein Homology,1165667,1166386,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477636.1,nucleotidyltransferase family protein,WP_011132850.1,719,K00966,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00966  GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13],Energy/Carbohydrate/Glycan,,GMPP,
TX50_RS06560,"(gmhA,lpcA)",TX50_RS06560,PMM1217,Protein Homology,1166389,1167000,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125472.1,SIS domain-containing protein,WP_011132851.1,611,K03271,09100 Metabolism;09180 Brite Hierarchies,09107 Glycan biosynthesis and metabolism;09181 Protein families: metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540];01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],"K03271  gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]",Energy/Carbohydrate/Glycan,,"gmhA, lpcA","(gmhA,lpcA)"
TX50_RS06565,,TX50_RS06565,PMM1218,Protein Homology,1167016,1168518,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818862.1,PfkB family carbohydrate kinase,WP_011132852.1,1502,,,,,,Other,,,
TX50_RS06570,,TX50_RS06570,PMM1219,Protein Homology,1168587,1169534,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818863.1,SDR family oxidoreductase,WP_011132853.1,947,,,,,,Other,,,
TX50_RS06575,,TX50_RS06575,PMM1220,Protein Homology,1169558,1170517,+,,,COORDINATES: protein motif:HMM:NF021616.2,glycosyltransferase,WP_011132854.1,959,,,,,,Other,,,
TX50_RS06580,,TX50_RS06580,PMM1221,Protein Homology,1170519,1171619,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818815.1,glycosyltransferase,WP_011132855.1,1100,,,,,,Other,,,
TX50_RS09200,,TX50_RS09200,PMM1222,Protein Homology,1171619,1172602,+,,,COORDINATES: protein motif:HMM:NF021616.2,glycosyltransferase,WP_011132856.1,983,,,,,,Other,,,
TX50_RS06590,,TX50_RS06590,PMM1223,Protein Homology,1172611,1173759,+,,,COORDINATES: protein motif:HMM:NF012744.2,glycosyltransferase family 4 protein,WP_011132857.1,1148,,,,,,Other,,,
TX50_RS06595,"(wza,gfcE)",TX50_RS06595,PMM1224,Protein Homology,1174288,1175301,-,,,COORDINATES: protein motif:HMM:NF014606.2,SLBB domain-containing protein,WP_052039325.1,1013,K01991,09130 Environmental Information Processing;09140 Cellular Processes;09180 Brite Hierarchies,09132 Signal transduction;09145 Cellular community - prokaryotes;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02020 Two-component system [PATH:ko02020];02026 Biofilm formation - Escherichia coli [PATH:ko02026],"K01991  wza, gfcE; polysaccharide biosynthesis/export protein",Membrane transport,Membrane transport,"wza, gfcE","(wza,gfcE)"
TX50_RS06600,,TX50_RS06600,PMM1225,GeneMarkS-2+,1175464,1177275,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011132859.1,1811,,,,,,Uncharacterized,,,
TX50_RS06605,,TX50_RS06605,PMM1226,Protein Homology,1177267,1178298,-,,,COORDINATES: protein motif:HMM:NF026247.2,EpsG family protein,WP_036930527.1,1031,,,,,,Other,,,
TX50_RS06610,"(wecA,tagO,rfe)",TX50_RS06610,PMM1227,Protein Homology,1178446,1179423,-,,,COORDINATES: protein motif:HMM:NF013146.2,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,WP_011132861.1,977,K02851,09100 Metabolism;09180 Brite Hierarchies,09107 Glycan biosynthesis and metabolism;09181 Protein families: metabolism,00542 O-Antigen repeat unit biosynthesis [PATH:ko00542];00552 Teichoic acid biosynthesis [PATH:ko00552];00572 Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572];01003 Glycosyltransferases [BR:ko01003];01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],"K02851  wecA, tagO, rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]",Energy/Carbohydrate/Glycan,,"wecA, tagO, rfe","(wecA,tagO,rfe)"
TX50_RS06615,,TX50_RS06615,PMM1228,GeneMarkS-2+,1179882,1181048,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011132862.1,1166,,,,,,Uncharacterized,,,
TX50_RS06620,,TX50_RS06620,PMM1229,Protein Homology,1181148,1182122,+,,,COORDINATES: protein motif:HMM:NF012880.2,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,WP_011132863.1,974,K21416,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K21416  acoA; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]",Metabolism,,nan,nan
TX50_RS09205,,TX50_RS09205,PMM1230,Protein Homology,1182125,1183054,+,,,COORDINATES: protein motif:HMM:NF014798.2,dehydrogenase E1 component subunit beta,WP_011132864.1,929,K21417,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K21417  acoB; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]",Metabolism,,nan,nan
TX50_RS06630,,TX50_RS06630,PMM1231,Protein Homology,1183051,1183959,+,,,COORDINATES: protein motif:HMM:TIGR04366.1,WbuC family cupin fold metalloprotein,WP_011132865.1,908,,,,,,Other,,,
TX50_RS06635,,TX50_RS06635,PMM1232,Protein Homology,1183956,1185212,+,,,COORDINATES: protein motif:HMM:NF024880.2,class I SAM-dependent methyltransferase,WP_011132866.1,1256,,,,,,Other,,,
TX50_RS06640,"(rfbD,rmlD)",TX50_RS06640,PMM1233,Protein Homology,1185213,1186052,+,,,COORDINATES: protein motif:HMM:NF016228.2,sugar nucleotide-binding protein,WP_011132867.1,839,K00067,09100 Metabolism,09107 Glycan biosynthesis and metabolism;09109 Metabolism of terpenoids and polyketides;09110 Biosynthesis of other secondary metabolites,00521 Streptomycin biosynthesis [PATH:ko00521];00523 Polyketide sugar unit biosynthesis [PATH:ko00523];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K00067  rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]",Energy/Carbohydrate/Glycan,,"rfbD, rmlD","(rfbD,rmlD)"
TX50_RS06645,"(frmA,adhC)",TX50_RS06645,PMM1234,Protein Homology,1186069,1187100,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818872.1,zinc-binding dehydrogenase,WP_011132868.1,1031,K00121,09100 Metabolism,09101 Carbohydrate metabolism;09102 Energy metabolism;09103 Lipid metabolism;09105 Amino acid metabolism;09108 Metabolism of cofactors and vitamins;09111 Xenobiotics biodegradation and metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010];00071 Fatty acid degradation [PATH:ko00071];00350 Tyrosine metabolism [PATH:ko00350];00620 Pyruvate metabolism [PATH:ko00620];00625 Chloroalkane and chloroalkene degradation [PATH:ko00625];00626 Naphthalene degradation [PATH:ko00626];00680 Methane metabolism [PATH:ko00680];00830 Retinol metabolism [PATH:ko00830];00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980];00982 Drug metabolism - cytochrome P450 [PATH:ko00982],"K00121  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"frmA, ADH5, adhC","(frmA,adhC)"
TX50_RS06650,"(tktA,tktB)",TX50_RS06650,PMM1235,Protein Homology,1187097,1187927,+,,,COORDINATES: protein motif:HMM:NF012670.2,transketolase,WP_011132869.1,830,K00615,09100 Metabolism,09101 Carbohydrate metabolism;09102 Energy metabolism;09109 Metabolism of terpenoids and polyketides,00030 Pentose phosphate pathway [PATH:ko00030];00710 Carbon fixation in photosynthetic organisms [PATH:ko00710];01051 Biosynthesis of ansamycins [PATH:ko01051],"K00615  E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",Photosynthesis/Carbon fixation,,"E2.2.1.1, tktA, tktB","(tktA,tktB)"
TX50_RS06655,"(tktA,tktB)",TX50_RS06655,PMM1236,Protein Homology,1187931,1188848,+,,,COORDINATES: protein motif:HMM:NF014798.2,transketolase,WP_011132870.1,917,K00615,09100 Metabolism,09101 Carbohydrate metabolism;09102 Energy metabolism;09109 Metabolism of terpenoids and polyketides,00030 Pentose phosphate pathway [PATH:ko00030];00710 Carbon fixation in photosynthetic organisms [PATH:ko00710];01051 Biosynthesis of ansamycins [PATH:ko01051],"K00615  E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",Photosynthesis/Carbon fixation,,"E2.2.1.1, tktA, tktB","(tktA,tktB)"
TX50_RS06660,,TX50_RS06660,PMM1237,GeneMarkS-2+,1188845,1189453,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011132871.1,608,,,,,,Uncharacterized,,,
TX50_RS06665,,TX50_RS06665,PMM1238,Protein Homology,1189454,1190461,+,,,COORDINATES: protein motif:HMM:NF013775.2,phosphotransferase,WP_011132872.1,1007,,,,,,Other,,,
TX50_RS06670,,TX50_RS06670,PMM1239,Protein Homology,1190636,1192420,+,,,COORDINATES: protein motif:HMM:NF012235.2,ATP-binding cassette domain-containing protein,WP_011132873.1,1784,K24846,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K24846  pglK; ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]",Membrane transport,Membrane transport,nan,nan
TX50_RS06675,,TX50_RS06675,PMM1240,Protein Homology,1192421,1193092,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818865.1,class I SAM-dependent methyltransferase,WP_011132874.1,671,,,,,,Other,,,
TX50_RS06680,,TX50_RS06680,PMM1241,Protein Homology,1193591,1194439,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807081.1,class I SAM-dependent methyltransferase,WP_011132875.1,848,,,,,,Other,,,
TX50_RS06685,,TX50_RS06685,PMM1242,GeneMarkS-2+,1194486,1195478,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011132876.1,992,,,,,,Uncharacterized,,,
TX50_RS06690,,TX50_RS06690,PMM1243,Protein Homology,1195494,1196339,-,,,COORDINATES: protein motif:HMM:NF013382.2,methyltransferase domain-containing protein,WP_011132877.1,845,,,,,,Other,,,
TX50_RS09775,,TX50_RS09775,PMM1244,Protein Homology,1196346,1196504,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012196014.1,DUF5989 family protein,WP_011132878.1,158,,,,,,Other,,,
TX50_RS09880,,TX50_RS09880,PMM1245,Protein Homology,1196504,1196884,-,,,COORDINATES: protein motif:HMM:NF039992.1,SxtJ family membrane protein,WP_011132879.1,380,,,,,,Other,,,
TX50_RS06700,(nodU),TX50_RS06700,PMM1246,Protein Homology,1196890,1198722,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010314284.1,carbamoyltransferase,WP_011132880.1,1832,K00612,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K00612  nodU; carbamoyltransferase [EC:2.1.3.-],Metabolism,,nodU,(nodU)
TX50_RS06705,,TX50_RS06705,PMM1247,GeneMarkS-2+,1198792,1199868,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_042116141.1,1076,,,,,,Uncharacterized,,,
TX50_RS06710,,TX50_RS06710,PMM1248,GeneMarkS-2+,1200910,1201308,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,SGNH/GDSL hydrolase family protein,WP_011132882.1,398,,,,,,Other,,,
TX50_RS06715,,TX50_RS06715,PMM1249,GeneMarkS-2+,1201356,1202123,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011132883.1,767,,,,,,Uncharacterized,,,
TX50_RS09885,,TX50_RS09885,PMM1972,Protein Homology,1202126,1202287,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012196014.1,DUF5989 family protein,WP_225866752.1,161,,,,,,Other,,,
TX50_RS06720,,TX50_RS06720,PMM1250,Protein Homology,1202291,1202683,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008423.1,SxtJ family membrane protein,WP_011132884.1,392,,,,,,Other,,,
TX50_RS06725,(nodU),TX50_RS06725,PMM1251,Protein Homology,1202686,1204539,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010872889.1,carbamoyltransferase,WP_011132885.1,1853,K00612,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K00612  nodU; carbamoyltransferase [EC:2.1.3.-],Metabolism,,nodU,(nodU)
TX50_RS09210,,TX50_RS09210,PMM1252,Protein Homology,1205054,1205506,+,,,COORDINATES: protein motif:HMM:NF012360.2,acetyltransferase,WP_011132886.1,452,,,,,,Other,,,
TX50_RS06735,,TX50_RS06735,PMM1253,Protein Homology,1205509,1206240,+,,,COORDINATES: protein motif:HMM:NF024880.2,class I SAM-dependent methyltransferase,WP_152556142.1,731,,,,,,Other,,,
TX50_RS06740,,TX50_RS06740,PMM1254,Protein Homology,1206280,1207254,-,,,COORDINATES: protein motif:HMM:NF012745.2,glycosyltransferase family 2 protein,WP_011132888.1,974,,,,,,Other,,,
TX50_RS06745,,TX50_RS06745,PMM1255,GeneMarkS-2+,1207244,1208536,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011132889.1,1292,,,,,,Uncharacterized,,,
TX50_RS06755,,TX50_RS06755,PMM1256,Protein Homology,1209114,1209992,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818864.1,glycosyltransferase family 2 protein,WP_011132890.1,878,,,,,,Other,,,
TX50_RS06760,"(rfbB,rmlB,rffG)",TX50_RS06760,PMM1257,Protein Homology,1210385,1211374,-,,,COORDINATES: protein motif:HMM:NF027681.2,SDR family oxidoreductase,WP_011132891.1,989,K01710,09100 Metabolism,09107 Glycan biosynthesis and metabolism;09109 Metabolism of terpenoids and polyketides;09110 Biosynthesis of other secondary metabolites,00521 Streptomycin biosynthesis [PATH:ko00521];00523 Polyketide sugar unit biosynthesis [PATH:ko00523];00525 Acarbose and validamycin biosynthesis [PATH:ko00525];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541];01055 Biosynthesis of vancomycin group antibiotics [PATH:ko01055],"K01710  rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",Energy/Carbohydrate/Glycan,,"rfbB, rmlB, rffG","(rfbB,rmlB,rffG)"
TX50_RS06765,,TX50_RS06765,PMM1258,Protein Homology,1211578,1212726,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477642.1,DegT/DnrJ/EryC1/StrS family aminotransferase,WP_011132892.1,1148,,,,,,Other,,,
TX50_RS06770,,TX50_RS06770,PMM1259,Protein Homology,1212680,1213846,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477643.1,DegT/DnrJ/EryC1/StrS family aminotransferase,WP_011132893.1,1166,,,,,,Other,,,
TX50_RS06775,(uxs),TX50_RS06775,PMM1260,Protein Homology,1213936,1214874,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010312231.1,SDR family oxidoreductase,WP_225866786.1,938,K08678,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K08678  UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]",Energy/Carbohydrate/Glycan,,"UXS1, uxs",(uxs)
TX50_RS06780,(ugd),TX50_RS06780,PMM1261,Protein Homology,1214864,1216288,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823404.1,nucleotide sugar dehydrogenase,WP_011132895.1,1424,K00012,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040];00053 Ascorbate and aldarate metabolism [PATH:ko00053];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K00012  UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]",Energy/Carbohydrate/Glycan,,"UGDH, ugd",(ugd)
lexA,lexA,TX50_RS06785,PMM1262,Protein Homology,1216278,1216901,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376902.1,transcriptional repressor LexA,WP_011132896.1,623,K01356,09180 Brite Hierarchies,09181 Protein families: metabolism;09182 Protein families: genetic information processing,01002 Peptidases and inhibitors [BR:ko01002];03400 DNA repair and recombination proteins [BR:ko03400],K01356  lexA; repressor LexA [EC:3.4.21.88],Genetic Info,,lexA,(lexA)
argF,argF,TX50_RS06790,PMM1263,Protein Homology,1216960,1217886,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132897.1,ornithine carbamoyltransferase,WP_011132897.1,926,K00611,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],"K00611  OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]",AA/Nucleotide,,"OTC, argF, argI","(argF,argI)"
ftsH,ftsH,TX50_RS06795,PMM1264,Protein Homology,1217915,1219777,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808237.1,ATP-dependent zinc metalloprotease FtsH,WP_011132898.1,1862,K03798,09180 Brite Hierarchies,09181 Protein families: metabolism;09182 Protein families: genetic information processing,01002 Peptidases and inhibitors [BR:ko01002];03110 Chaperones and folding catalysts [BR:ko03110],"K03798  ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]",Genetic Info,,"ftsH, hflB","(ftsH,hflB)"
ribD,ribD,TX50_RS06800,PMM1265,Protein Homology,1219892,1220980,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820730.1,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,WP_011132899.1,1088,K11752,09100 Metabolism;09140 Cellular Processes,09108 Metabolism of cofactors and vitamins;09145 Cellular community - prokaryotes,00740 Riboflavin metabolism [PATH:ko00740];02024 Quorum sensing [PATH:ko02024],K11752  ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193],Env. Info/Cellular Process,,nan,nan
TX50_RS06805,,TX50_RS06805,PMM1266,Protein Homology,1220994,1221494,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820731.1,DUF3122 domain-containing protein,WP_011132900.1,500,,,,,,Other,,,
TX50_RS06810,,TX50_RS06810,PMM1267,Protein Homology,1221469,1221720,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820732.1,hypothetical protein,WP_036930597.1,251,,,,,,Uncharacterized,,,
TX50_RS06815,,TX50_RS06815,PMM1268,Protein Homology,1221805,1223085,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820733.1,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,WP_011132902.1,1280,K00595,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K00595  cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]",Metabolism,,cobL-cbiET,
TX50_RS06820,(ppnK),TX50_RS06820,PMM1269,Protein Homology,1223093,1224001,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132903.1,NAD(+) kinase,WP_011132903.1,908,K00858,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00760 Nicotinate and nicotinamide metabolism [PATH:ko00760],"K00858  ppnK, NADK; NAD+ kinase [EC:2.7.1.23]",Metabolism,,"ppnK, NADK",(ppnK)
