Synonym,Product,Expression med4 t=20+0.01,Expression med4+1a3 t=20 +0.01,q Value,log 2 fold change coculture/axenic,locus_tag
PMM0742,ATP-dependent Clp protease proteolytic subunit,108.01,104.01,0.779645019,0.054442647,PMM0742
PMM0743,FtsH ATP-dependent protease-like protein,68.01,261.01,0.184746086,-1.940286284,PMM0743
PMM0745,insulinase family protein,0.01,8.01,1.0,-9.645658432,PMM0745
PMM0746,Zn-dependent peptidase,16.01,25.01,0.705067899,-0.64353175,PMM0746
PMM0748,ABC transporter,6.01,37.01,0.157173033,-2.62247824,PMM0748
PMM0749,"ABC-transporter, membrane spanning component",23.01,102.01,0.264065865,-2.148377697,PMM0749
PMM0750,ABC transporter ATP-binding component,39.01,122.01,0.930346151,-1.645083493,PMM0750
PMM0751,hypothetical protein,128.01,159.01,0.877147042,-0.312860982,PMM0751
PMM0752,glycosyl transferase family protein,61.01,109.01,1.0,-0.83734285,PMM0752
PMM0753,30S ribosomal protein S2,479.01,505.01,0.785251327,-0.076256181,PMM0753
PMM0754,elongation factor Ts,366.01,896.01,0.728646114,-1.291631768,PMM0754
PMM0755,adenylate cyclase,5.01,12.01,1.0,-1.261353643,PMM0755
PMM0756,ATP-dependent DNA helicase RecG,2.01,11.01,1.0,-2.453547062,PMM0756
PMM0757,D-ala-D-ala dipeptidase,0.01,9.01,1.0,-9.815383296,PMM0757
PMM0758,sulfite reductase subunit beta,31.01,79.01,0.542521742,-1.349301735,PMM0758
PMM0759,glycyl-tRNA synthetase subunit beta,22.01,91.01,0.226261786,-2.047865929,PMM0759
PMM0760,aromatic-ring hydroxylase (flavoprotein monooxygenase),289.01,983.01,0.148387948,-1.766086681,PMM0760
PMM0761,carboxypeptidase,0.01,4.01,1.0,-8.647458426,PMM0761
PMM0762,tyrosine binding protein,92.01,112.01,1.0,-0.283764966,PMM0762
PMM0764,ABC transporter ATP-binding protein,0.01,9.01,1.0,-9.815383296,PMM0764
PMM0765,heme transporter,53.01,93.01,1.0,-0.811121296,PMM0765
PMM0766,ribulose-phosphate 3-epimerase,138.01,392.01,0.433768213,-1.506117651,PMM0766
PMM0767,"fructose 1,6-bisphosphatase II",354.01,723.01,1.0,-1.030225487,PMM0767
PMM0769,glucose-1-phosphate adenylyltransferase,98.01,219.01,1.0,-1.159995884,PMM0769
PMM0770,6-phosphogluconate dehydrogenase,86.01,107.01,1.0,-0.315169311,PMM0770
PMM0771,"6-phosphogluconolactonase (DevB, Pgl)",0.01,8.01,1.0,-9.645658432,PMM0771
PMM0773,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM0773
PMM0774,dihydroxy-acid dehydratase,32.01,74.01,1.0,-1.209197539,PMM0774
PMM0776,uracil phosphoribosyltransferase,19.01,29.01,0.617277969,-0.609791764,PMM0776
PMM0780,phosphoribosylformylglycinamidine synthase I,29.01,70.01,0.538008148,-1.271010711,PMM0780
PMM0781,"fructose-1,6-bisphosphate aldolase",1943.01,4372.01,0.962137918,-1.170003375,PMM0781
PMM0782,oxidoreductase,8.01,41.01,0.295412868,-2.356101596,PMM0782
PMM0783,hypothetical protein,75.01,51.01,0.688323286,0.556302841,PMM0783
PMM0784,acetyl-CoA carboxylase subunit beta,242.01,387.01,0.678384362,-0.677304183,PMM0784
PMM0785,phosphoribulokinase,843.01,1702.01,0.430150091,-1.013617863,PMM0785
PMM0786,3-isopropylmalate dehydrogenase,18.01,87.01,0.248956017,-2.272383037,PMM0786
PMM0787,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,0.01,11.01,1.0,-10.10459875,PMM0787
PMM0788,gamma-glutamyl kinase,20.01,16.01,1.0,0.321747859,PMM0788
PMM0789,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM0789
PMM0790,hypothetical protein,182.01,530.01,0.413916683,-1.542001863,PMM0790
PMM0791,hypothetical protein,19.01,5.01,0.07060138,1.923876023,PMM0791
PMM0793,hypothetical protein,31.01,12.01,0.098509053,1.368497375,PMM0793
PMM0794,hypothetical protein,18.01,56.01,0.509263108,-1.636886247,PMM0794
PMM0795,hypothetical protein,18.01,76.01,0.298359344,-2.077391053,PMM0795
PMM0796,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,58.01,99.01,1.0,-0.771272625,PMM0796
PMM0797,mRNA binding protein,45.01,43.01,0.994402429,0.065573433,PMM0797
PMM0799,hypothetical protein,46.01,128.01,0.694379666,-1.476237155,PMM0799
PMM0801,NADH-flavin reductase,22.01,44.01,0.547693202,-0.999672227,PMM0801
PMM0802,endonuclease,18.01,86.01,0.301378749,-2.255706224,PMM0802
PMM0803,ABC transporter ATP-binding protein,0.01,0.01,1.0,0.0,PMM0803
PMM0804,ferritin,122.01,139.01,0.968757064,-0.188189274,PMM0804
PMM0805,hypothetical protein,96.01,45.01,0.216762415,1.092939114,PMM0805
PMM0806,Crp/Fnr family transcriptional regulator,164.01,285.01,0.783684804,-0.797228758,PMM0806
PMM0807,ABC transporter ATPase,0.01,3.01,1.0,-8.233619677,PMM0807
PMM0808,Rieske iron-sulfur protein 2Fe-2S subunit,35.01,45.01,1.0,-0.362478503,PMM0808
PMM0810,hypothetical protein,74.01,81.01,1.0,-0.130379791,PMM0810
PMM0811,hypothetical protein,0.01,2.01,1.0,-7.651051691,PMM0811
PMM0812,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM0812
PMM0813,hypothetical protein,70.01,62.01,1.0,0.175060117,PMM0813
PMM0815,high light inducible protein,1.01,32.01,1.0,-4.986095479,PMM0815
PMM0817,high light inducible protein,33.01,25.01,0.868144713,0.400398081,PMM0817
PMM0819,hypothetical protein,30.01,45.01,0.630496249,-0.584802246,PMM0819
PMM0820,3-phosphoshikimate 1- carboxyvinyltransferase,0.01,10.01,1.0,-9.967226259,PMM0820
PMM0822,hypothetical protein,21.01,18.01,1.0,0.222277981,PMM0822
PMM0823,hypothetical protein,42.01,136.01,0.489781268,-1.694908037,PMM0823
PMM0824,hypothetical protein,27.01,119.01,0.371109797,-2.139517258,PMM0824
PMM0825,"carbamoyl-phosphate synthase, large subunit",26.01,39.01,1.0,-0.584777599,PMM0825
PMM0827,ABC transporter,35.01,40.01,0.965872752,-0.192593567,PMM0827
PMM0829,triosephosphate isomerase,19.01,42.01,0.538781056,-1.143974254,PMM0829
PMM0830,dihydropteroate synthase,22.01,83.01,0.47501499,-1.915125999,PMM0830
PMM0831,magnesium chelatase subunit H,95.01,151.01,0.977239099,-0.668492816,PMM0831
PMM0832,dihydrodipicolinate reductase,0.01,11.01,1.0,-10.10459875,PMM0832
PMM0834,2-octaprenyl-6-methoxyphenol 4-monooxygenase,0.01,5.01,1.0,-8.968666793,PMM0834
PMM0835,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM0835
PMM0836,hypothetical protein,11.01,9.01,0.768537389,0.289215458,PMM0836
PMM0837,hypothetical protein,0.01,9.01,1.0,-9.815383296,PMM0837
PMM0838,nucleoside diphosphate kinase,0.01,9.01,1.0,-9.815383296,PMM0838
PMM0839,transcriptional-repair coupling factor,15.01,18.01,1.0,-0.262874204,PMM0839
PMM0840,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM0840
PMM0842,modulator of DNA gyrase,11.01,67.01,0.104445989,-2.605561938,PMM0842
PMM0843,modulator of DNA gyrase; TldD,53.01,106.01,0.783516167,-0.999863916,PMM0843
PMM0844,magnesium-protoporphyrin IX monomethyl ester cyclase,189.01,438.01,1.0,-1.212501242,PMM0844
PMM0845,hypothetical protein,62.01,233.01,0.371109797,-1.909819077,PMM0845
PMM0846,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM0846
PMM0847,acetazolamide conferring resistance protein Zam,16.01,13.01,0.838347389,0.299352346,PMM0847
PMM0848,hypothetical protein,48.01,49.01,0.970149211,-0.029741211,PMM0848
PMM0849,hypothetical protein,0.01,2.01,1.0,-7.651051691,PMM0849
PMM0850,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM0850
PMM0851,CbbY-like protein,156.01,207.01,1.0,-0.408061955,PMM0851
PMM0852,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM0852
PMM0853,50S ribosomal protein L32,109.01,355.01,0.488231385,-1.703399177,PMM0853
PMM0855,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM0855
PMM0856,thioredoxin peroxidase,637.01,1185.01,1.0,-0.895511308,PMM0856
PMM0857,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM0857
PMM0858,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM0858
PMM0859,hypothetical protein,0.01,0.01,1.0,0.0,PMM0859
PMM0860,hypothetical protein,0.01,7.01,1.0,-9.453270634,PMM0860
PMM0861,virion host shutoff protein,45.01,79.01,0.578201467,-0.811789697,PMM0861
PMM0864,fusion glycoprotein F0,78.01,160.01,0.660679164,-1.036431093,PMM0864
PMM0865,hypothetical protein,18.01,32.01,0.576276133,-0.829724496,PMM0865
PMM0866,SMC domain-containing protein,10.01,4.01,1.0,1.319767832,PMM0866
PMM0867,methionyl-tRNA synthetase,25.01,70.01,1.0,-1.485055949,PMM0867
PMM0868,ribonuclease II,5.01,8.01,1.0,-0.676991639,PMM0868
PMM0869,30S ribosomal protein S18,548.01,1296.01,1.0,-1.241802725,PMM0869
PMM0870,50S ribosomal protein L33,466.01,884.01,0.63901084,-0.923701776,PMM0870
PMM0871,phenylalanyl-tRNA synthetase subunit beta,14.01,57.01,0.328886478,-2.024758046,PMM0871
PMM0872,carboxylesterase,33.01,70.01,0.560746329,-1.084657868,PMM0872
PMM0873,DnaJ domain-containing protein,20.01,24.01,0.940550914,-0.262914236,PMM0873
PMM0874,ATP adenylyltransferase,0.01,3.01,1.0,-8.233619677,PMM0874
PMM0875,hypothetical protein,60.01,50.01,1.0,0.262986325,PMM0875
PMM0876,hypothetical protein,0.01,10.01,1.0,-9.967226259,PMM0876
PMM0877,methionine synthase,9.01,22.01,0.833430321,-1.288560134,PMM0877
PMM0878,branched-chain amino acid aminotransferase,16.01,52.01,0.490753224,-1.69981573,PMM0878
PMM0879,cobalamin biosynthetic protein CobN,0.01,11.01,1.0,-10.10459875,PMM0879
PMM0882,excinuclease ABC subunit C,18.01,16.01,0.954612978,0.169824873,PMM0882
PMM0883,hypothetical protein,179.01,232.01,1.0,-0.374146806,PMM0883
PMM0884,phosphopantetheine adenylyltransferase,57.01,28.01,0.252530391,1.025273018,PMM0884
PMM0885,D-Ala-D-Ala carboxypeptidase 3,10.01,3.01,1.0,1.733606582,PMM0885
PMM0886,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM0886
PMM0889,leucyl-tRNA synthetase,12.01,24.01,0.782864205,-0.999399253,PMM0889
PMM0890,glucose-6-phosphate isomerase,33.01,77.01,1.0,-1.222142658,PMM0890
PMM0891,phosphoribosylglycinamide formyltransferase,0.01,2.01,1.0,-7.651051691,PMM0891
PMM0892,N-acetyl-gamma-glutamyl-phosphate reductase,29.01,95.01,1.0,-1.711529073,PMM0892
PMM0893,"bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II/unknown domain fusion protein",60.01,41.01,0.361112712,0.549227186,PMM0893
PMM0894,cyclophilin type peptidyl-prolyl cis-trans isomerase,38.01,67.01,0.588078714,-0.817997382,PMM0894
PMM0897,molecular chaperone DnaK,43.01,76.01,0.942287716,-0.821517103,PMM0897
PMM0899,myo-inositol-1(or 4)-monophosphatase,0.01,7.01,1.0,-9.453270634,PMM0899
PMM0900,ATP phosphoribosyltransferase,14.01,25.01,0.604493956,-0.836048102,PMM0900
PMM0901,heat shock protein 90,93.01,125.01,0.93842113,-0.426585764,PMM0901
PMM0902,50S ribosomal protein L28,157.01,257.01,0.975972323,-0.710968047,PMM0902
PMM0903,alkyl hydroperoxide reductase,68.01,97.01,1.0,-0.512386579,PMM0903
PMM0904,hypothetical protein,0.01,0.01,1.0,0.0,PMM0904
PMM0905,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM0905
PMM0906,photosystem I PsaK protein (subunit X),7219.01,12576.01,0.907844718,-0.800801362,PMM0906
PMM0907,1-deoxy-D-xylulose-5-phosphate synthase,91.01,243.01,0.985153807,-1.416918703,PMM0907
PMM0908,threonine dehydratase,10.01,23.01,0.528296391,-1.200819009,PMM0908
PMM0909,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM0909
PMM0912,pyruvate kinase,21.01,87.01,0.276066672,-2.050105056,PMM0912
PMM0913,ABC transporter,40.01,23.01,0.361071344,0.798099645,PMM0913
PMM0914,hypothetical protein,0.01,0.01,1.0,0.0,PMM0914
PMM0915,lipoprotein signal peptidase,0.01,0.01,1.0,0.0,PMM0915
PMM0916,hypothetical protein,0.01,4.01,1.0,-8.647458426,PMM0916
PMM0919,serine:pyruvate/alanine:glyoxylate aminotransferase,34.01,68.01,0.95941306,-0.999787886,PMM0919
PMM0921,methyltransferase,12.01,19.01,0.595051965,-0.662522381,PMM0921
PMM0922,hypothetical protein,73.01,220.01,0.492934629,-1.591403114,PMM0922
PMM0923,anti-sigma regulatory factor (Ser/Thr protein kinase),125.01,49.01,0.07472535,1.350895454,PMM0923
PMM0925,tRNA 2-selenouridine synthase,29.01,31.01,1.0,-0.09618323,PMM0925
PMM0926,photosystem II reaction center protein Psb28,47.01,32.01,0.81812498,0.554445004,PMM0926
PMM0927,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM0927
PMM0928,preprotein translocase subunit SecF,16.01,8.01,0.436288058,0.99909916,PMM0928
PMM0929,preprotein translocase subunit SecD,53.01,109.01,0.626220606,-1.040124041,PMM0929
PMM0930,pyruvate dehydrogenase E1 subunit beta,83.01,155.01,0.834546865,-0.90100424,PMM0930
PMM0931,hypothetical protein,46.01,21.01,0.356211247,1.130871294,PMM0931
PMM0932,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,23.01,74.01,0.534247785,-1.685459233,PMM0932
PMM0933,dimethyladenosine transferase,11.01,47.01,0.576540895,-2.094153212,PMM0933
PMM0934,hypothetical protein,64.01,44.01,0.865294694,0.540465937,PMM0934
PMM0935,hypothetical protein,6.01,19.01,1.0,-1.661321636,PMM0935
PMM0936,SOS mutagenesis protein UmuD,0.01,2.01,1.0,-7.651051691,PMM0936
PMM0937,UmuC protein,0.01,10.01,1.0,-9.967226259,PMM0937
PMM0939,DNA primase,3.01,2.01,1.0,0.582567986,PMM0939
PMM0940,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM0940
PMM0941,cAMP phosphodiesterase class-II,554.01,801.01,0.666511633,-0.531908236,PMM0941
PMM0942,holliday junction DNA helicase RuvA,49.01,93.01,0.834225443,-0.92430969,PMM0942
PMM0943,30S ribosomal protein S15,572.01,1555.01,1.0,-1.442811584,PMM0943
PMM0944,hypothetical protein,271.01,382.01,1.0,-0.495264318,PMM0944
PMM0945,DNA polymerase III subunit alpha,21.01,36.01,1.0,-0.777321438,PMM0945
PMM0946,aspartyl/glutamyl-tRNA amidotransferase subunit A,41.01,69.01,1.0,-0.750829689,PMM0946
PMM0947,hypothetical protein,151.01,127.01,0.949857711,0.249701999,PMM0947
PMM0948,tRNA/rRNA methyltransferase,9.01,28.01,0.50051916,-1.636342972,PMM0948
PMM0949,hypothetical protein,0.01,11.01,1.0,-10.10459875,PMM0949
PMM0951,carbamoyl phosphate synthase small subunit,6.01,22.01,1.0,-1.872722249,PMM0951
PMM0952,anthranilate phosphoribosyltransferase,29.01,144.01,0.176966809,-2.311546795,PMM0952
PMM0953,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM0953
PMM0954,multidrug ABC transporter,0.01,8.01,1.0,-9.645658432,PMM0954
PMM0956,bacitracin resistance protein BacA,0.01,7.01,1.0,-9.453270634,PMM0956
PMM0957,GRAM domain-containing protein,0.01,10.01,1.0,-9.967226259,PMM0957
PMM0959,kinase,0.01,11.01,1.0,-10.10459875,PMM0959
PMM0960,mannosyl-3-phosphoglycerate phosphatase,48.01,57.01,1.0,-0.247880065,PMM0960
PMM0961,glycoside hydrolase family protein,13.01,43.01,0.550049673,-1.725051169,PMM0961
PMM0962,hypothetical protein,41.01,52.01,1.0,-0.342813294,PMM0962
PMM0964,urease subunit beta,33.01,29.01,1.0,0.186352843,PMM0964
PMM0965,urease subunit gamma,51.01,37.01,0.990568898,0.462864965,PMM0965
PMM0966,urease accessory protein UreD,0.01,12.01,1.0,-10.23002044,PMM0966
PMM0967,urease accessory protein UreE,0.01,0.01,1.0,0.0,PMM0967
PMM0968,urease accessory protein UreF,0.01,6.01,1.0,-9.231221181,PMM0968
PMM0969,urease accessory protein UreG,13.01,9.01,0.986613717,0.530021951,PMM0969
PMM0971,urea ABC transporter,40.01,121.01,0.490753224,-1.59669374,PMM0971
PMM0972,membrane protein of urea ABC transport system,39.01,37.01,0.973785148,0.075928863,PMM0972
PMM0973,ATP binding subunit of urea ABC transport system,28.01,40.01,0.800106314,-0.514418645,PMM0973
PMM0975,hypothetical protein,60.01,48.01,1.0,0.321867994,PMM0975
PMM0976,multidrug efflux ABC transporter,0.01,6.01,1.0,-9.231221181,PMM0976
PMM0978,"membrane protein, multidrug efflux associated",0.01,1.01,1.0,-6.658211483,PMM0978
PMM0979,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM0979
PMM0980,hypothetical protein,0.01,13.01,1.0,-10.34540525,PMM0980
PMM0982,HNH endonuclease:HNH nuclease,26.01,19.01,1.0,0.452307867,PMM0982
PMM0984,josephin,0.01,5.01,1.0,-8.968666793,PMM0984
PMM0985,purine phosphoribosyltransferase-like protein,45.01,78.01,0.620334735,-0.793413508,PMM0985
PMM0986,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM0986
PMM0987,30S ribosomal protein S21,529.01,304.01,0.243025686,0.799176214,PMM0987
PMM0988,helix-hairpin-helix DNA-binding motif-containing protein,1031.01,4246.01,0.05858212,-2.042049443,PMM0988
PMM0989,ATP/GTP-binding motif-containing protein,0.01,4.01,1.0,-8.647458426,PMM0989
PMM0990,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM0990
PMM0991,amphipathic helix repeat-containing protein,0.01,0.01,1.0,0.0,PMM0991
PMM0992,hypothetical protein,107.01,221.01,0.998992562,-1.046366027,PMM0992
PMM0993,hypothetical protein,0.01,7.01,1.0,-9.453270634,PMM0993
PMM0995,hypothetical protein,0.01,0.01,1.0,0.0,PMM0995
PMM0996,hypothetical protein,33.01,108.01,0.50051916,-1.710189845,PMM0996
PMM0997,hypothetical protein,1.01,5.01,1.0,-2.31045531,PMM0997
PMM0999,hypothetical protein,157.01,269.01,0.84204515,-0.776803356,PMM0999
PMM1000,hypothetical protein,26.01,156.01,0.101874141,-2.584500202,PMM1000
PMM1001,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM1001
PMM1002,aminopeptidase,3.01,23.01,0.062149298,-2.934425591,PMM1002
PMM1003,photosystem II reaction centre N prot,0.01,3.01,1.0,-8.233619677,PMM1003
PMM1004,phosphoribosylglycinamide formyltransferase 2,24.01,100.01,0.29984289,-2.058436954,PMM1004
PMM1006,glutathione peroxidase,0.01,10.01,1.0,-9.967226259,PMM1006
PMM1007,hypothetical protein,46.01,86.01,0.798854956,-0.902556949,PMM1007
PMM1008,hypothetical protein,17.01,47.01,0.540313176,-1.46658454,PMM1008
PMM1010,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1010
PMM1011,hypothetical protein,78.01,69.01,1.0,0.17685364,PMM1011
PMM1012,4-hydroxybenzoyl-CoA thioesterase,0.01,0.01,1.0,0.0,PMM1012
PMM1013,hypothetical protein,0.01,9.01,1.0,-9.815383296,PMM1013
PMM1014,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM1014
PMM1016,virion host shutoff protein,0.01,0.01,1.0,0.0,PMM1016
PMM1017,hypothetical protein,0.01,11.01,1.0,-10.10459875,PMM1017
PMM1018,hypothetical protein,42.01,11.01,0.064884606,1.931918317,PMM1018
PMM1020,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM1020
PMM1021,pili assembly chaperone,0.01,13.01,1.0,-10.34540525,PMM1021
PMM1022,hypothetical protein,73.01,49.01,0.702419362,0.575017933,PMM1022
PMM1023,"lactate/malate dehydrogenase, alpha/b",0.01,0.01,1.0,0.0,PMM1023
PMM1024,hypothetical protein,103.01,173.01,0.834728655,-0.74807103,PMM1024
PMM1025,stress-induced protein OsmC,0.01,3.01,1.0,-8.233619677,PMM1025
PMM1027,inward rectifier potassium channel,0.01,4.01,1.0,-8.647458426,PMM1027
PMM1028,hypothetical protein,55.01,72.01,0.692851788,-0.388503364,PMM1028
PMM1029,ABC transporter,12.01,18.01,0.631229133,-0.58456203,PMM1029
PMM1030,ferric uptake regulator family protein,62.01,86.01,0.909409931,-0.472003516,PMM1030
PMM1031,ABC transporter ATP-binding protein,37.01,102.01,0.696015645,-1.462723545,PMM1031
PMM1032,ABC transporter substrate-binding protein,6.01,27.01,1.0,-2.168056744,PMM1032
PMM1033,cobalamin synthesis protein/P47K,67.01,210.01,0.361071344,-1.648009714,PMM1033
PMM1034,hypothetical protein,80.01,99.01,1.0,-0.307393919,PMM1034
PMM1035,DNA gyrase/topoisomerase IV subunit,0.01,0.01,1.0,0.0,PMM1035
PMM1036,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM1036
PMM1037,hypothetical protein,0.01,0.01,1.0,0.0,PMM1037
PMM1038,hypothetical protein,0.01,10.01,1.0,-9.967226259,PMM1038
PMM1039,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM1039
PMM1040,transglutaminase-like superfamily protein,0.01,8.01,1.0,-9.645658432,PMM1040
PMM1041,hypothetical protein,0.01,11.01,1.0,-10.10459875,PMM1041
PMM1042,hypothetical protein,112.01,83.01,0.509263108,0.432270489,PMM1042
PMM1043,lipoprotein,0.01,1.01,1.0,-6.658211483,PMM1043
PMM1044,pfkB family carbohydrate kinase,12.01,16.01,0.671898808,-0.414737157,PMM1044
PMM1045,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM1045
PMM1046,major facilitator superfamily multidrug-efflux transporter,8.01,3.01,1.0,1.412038756,PMM1046
PMM1048,"ABC transporter, oligopeptides",0.01,0.01,1.0,0.0,PMM1048
PMM1052,hypothetical protein,0.01,4.01,1.0,-8.647458426,PMM1052
PMM1054,Holliday junction resolvase,34.01,95.01,0.498542192,-1.482120362,PMM1054
PMM1055,protoporphyrin IX magnesium chelatase subunit ChlI,54.01,99.01,1.0,-0.874347696,PMM1055
PMM1056,tRNA/rRNA methyltransferase,0.01,0.01,1.0,0.0,PMM1056
PMM1057,cytochrome cM,0.01,2.01,1.0,-7.651051691,PMM1057
PMM1058,cytochrome b6-f complex subunit PetG,0.01,1.01,1.0,-6.658211483,PMM1058
PMM1059,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM1059
PMM1060,imidazole glycerol phosphate synthase subunit HisH,29.01,84.01,0.495910122,-1.534010772,PMM1060
PMM1061,thioredoxin,131.01,671.01,0.082665759,-2.35665733,PMM1061
PMM1062,inosine 5-monophosphate dehydrogenase,45.01,26.01,0.349214119,0.791179165,PMM1062
PMM1063,DNA gyrase subunit A,74.01,258.01,0.264065865,-1.801634862,PMM1063
PMM1064,lycopene beta cyclase,5.01,20.01,1.0,-1.997838659,PMM1064
PMM1065,hypothetical protein,31.01,42.01,1.0,-0.43799926,PMM1065
PMM1066,2-isopropylmalate synthase,114.01,227.01,0.95941306,-0.99359548,PMM1066
PMM1067,adenoviral fiber protein,34.01,49.01,0.639627537,-0.527117141,PMM1067
PMM1068,hypothetical protein,17.01,12.01,0.837327043,0.50214699,PMM1068
PMM1069,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",16.01,51.01,0.490117574,-1.671806793,PMM1069
PMM1070,polyprenyl synthetase,44.01,141.01,0.460914839,-1.679894201,PMM1070
PMM1072,"cobyrinic acid a,c-diamide synthase",1.01,5.01,1.0,-2.31045531,PMM1072
PMM1074,glucose-6-phosphate 1-dehydrogenase,39.01,88.01,1.0,-1.173823459,PMM1074
PMM1075,ferredoxin-NADP oxidoreductase (FNR),532.01,1559.01,0.17795154,-1.551104913,PMM1075
PMM1076,hypothetical protein,22.01,80.01,1.0,-1.86202118,PMM1076
PMM1077,adaptive-response sensory kinase,13.01,43.01,0.488231385,-1.725051169,PMM1077
PMM1078,hypothetical protein,58.01,92.01,0.932765699,-0.665489048,PMM1078
PMM1079,Villin headpiece domain-containing protein,77.01,451.01,0.05539023,-2.55004172,PMM1079
PMM1080,ribose-phosphate pyrophosphokinase,216.01,314.01,0.678890006,-0.539712402,PMM1080
PMM1081,4-alpha-glucanotransferase,16.01,17.01,1.0,-0.087409833,PMM1081
PMM1082,helix-turn-helix,0.01,1.01,1.0,-6.658211483,PMM1082
PMM1083,kinase,47.01,83.01,0.985993926,-0.820317464,PMM1083
PMM1084,Orn/Lys/Arg decarboxylase family protein,7.01,6.01,1.0,0.222049453,PMM1084
PMM1086,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase",8.01,7.01,1.0,0.192387798,PMM1086
PMM1087,glycerol dehydrogenase,21.01,99.01,0.247368968,-2.236498083,PMM1087
PMM1088,ClpC,175.01,422.01,0.422193732,-1.269839826,PMM1088
PMM1089,ribosomal-protein-alanine acetyltransferase,12.01,0.01,1.0,10.23002044,PMM1089
PMM1090,diaminopimelate decarboxylase,41.01,105.01,0.537266904,-1.356479072,PMM1090
PMM1092,undecaprenyl pyrophosphate synthase,43.01,40.01,1.0,0.104311503,PMM1092
PMM1093,biotin synthase,28.01,112.01,0.354348331,-1.99961365,PMM1093
PMM1096,lipoyl synthase,10.01,42.01,0.560746329,-2.069290812,PMM1096
PMM1098,photosystem II oxygen evolving complex protein PsbP,159.01,358.01,1.0,-1.170882387,PMM1098
PMM1099,multidrug ABC transporter,7.01,5.01,1.0,0.484603841,PMM1099
PMM1100,hypothetical protein,0.01,7.01,1.0,-9.453270634,PMM1100
PMM1101,ATP-dependent RNA helicase,33.01,41.01,1.0,-0.313072605,PMM1101
PMM1102,exodeoxyribonuclease V,8.01,9.01,1.0,-0.169724863,PMM1102
PMM1103,UvrD/REP helicase,0.01,3.01,1.0,-8.233619677,PMM1103
PMM1104,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM1104
PMM1107,pyridoxine 5'-phosphate synthase,31.01,109.01,0.49623489,-1.813655055,PMM1107
PMM1109,hypothetical protein,78.01,222.01,0.970149211,-1.508893683,PMM1109
PMM1111,glutaredoxin-like protein,239.01,317.01,1.0,-0.40745737,PMM1111
PMM1112,hypothetical protein,0.01,0.01,1.0,0.0,PMM1112
PMM1114,hypothetical protein,0.01,0.01,1.0,0.0,PMM1114
PMM1115,carotenoid isomerase,20.01,23.01,1.0,-0.201539816,PMM1115
PMM1116,tRNA (uracil-5-)-methyltransferase Gid,123.01,362.01,0.443324671,-1.557253947,PMM1116
PMM1117,photosystem II protein Y,122.01,487.01,1.0,-1.996951999,PMM1117
PMM1118,high light inducible protein,0.01,1.01,1.0,-6.658211483,PMM1118
PMM1120,TPR repeat-containing sulfotransferase,0.01,2.01,1.0,-7.651051691,PMM1120
PMM1121,porin,1150.01,5079.01,0.161552947,-2.142900908,PMM1121
PMM1123,hydrogenase accessory protein,737.01,1606.01,0.652515303,-1.123724776,PMM1123
PMM1124,natural resistance-associated macroph,14.01,19.01,0.876301963,-0.440301576,PMM1124
PMM1125,"regulatory proteins, deoR f",0.01,5.01,1.0,-8.968666793,PMM1125
PMM1127,NAD(P) transhydrogenase subunit beta,15.01,18.01,0.678100182,-0.262874204,PMM1127
