Synonym,Product,Expression 9313+1A3 ,Expression 9313+1A3 dil,Expression 9313+1A3 +.01,Expression 9313+1A3 dil+.01,qValue 9313+1A3  vs 9313+1A3 dil,fold change 9313/9313DIL,resolved_locus_tag,resolution_method
AMHOT1A3_single_01890,triosephosphate isomerase,191,73,191.01,73.01,1.0,2.616216957,,unresolved
AMHOT1A3_single_01893,signal transduction protein,21,8,21.01,8.01,1.0,2.622971286,,unresolved
AMHOT1A3_single_01895,hemerythrin,400,0,400.01,0.01,1.0,40001.0,,unresolved
AMHOT1A3_single_01897,Diacylglycerol kinase,18,12,18.01,12.01,0.966211586,1.49958368,,unresolved
AMHOT1A3_single_01898,hypothetical protein,43,0,43.01,0.01,1.0,4301.0,,unresolved
AMHOT1A3_single_01899,3-oxoacyl-(acyl-carrier-protein) reductase,110,42,110.01,42.01,1.0,2.618662223,,unresolved
AMHOT1A3_single_01902,DNA topoisomerase,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_01906,mechanosensitive ion channel protein MscS,6,4,6.01,4.01,1.0,1.498753117,,unresolved
AMHOT1A3_single_01908,polynucleotide phosphorylase/polyadenylase,103,160,103.01,160.01,0.286570933,0.643772264,,unresolved
AMHOT1A3_single_01910,maturase,226,159,226.01,159.01,0.848676338,1.421357147,,unresolved
AMHOT1A3_single_01912,hypothetical protein,112,102,112.01,102.01,0.513188356,1.098029605,,unresolved
AMHOT1A3_single_01914,hypothetical protein,84,93,84.01,93.01,0.381941402,0.903236211,,unresolved
AMHOT1A3_single_01915,hypothetical protein,42,0,42.01,0.01,1.0,4201.0,,unresolved
AMHOT1A3_single_01917,acyltransferase domain-containing protein,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_01918,hypothetical protein,28,31,28.01,31.01,0.299558135,0.903257014,,unresolved
AMHOT1A3_single_01919,shikimate kinase,53,52,53.01,52.01,0.409072679,1.019227072,,unresolved
AMHOT1A3_single_01921,beta-lactamase,42,0,42.01,0.01,1.0,4201.0,,unresolved
AMHOT1A3_single_01922,hypothetical protein,63,0,63.01,0.01,1.0,6301.0,,unresolved
AMHOT1A3_single_01923,MAPEG family protein,77,61,77.01,61.01,0.625984318,1.26225209,,unresolved
AMHOT1A3_single_01928,hypothetical protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_01931,succinylglutamate desuccinylase/aspartoacylase,11,2,11.01,2.01,1.0,5.47761194,,unresolved
AMHOT1A3_single_01934,ECF subfamily RNA polymerase sigma-24 factor,56,0,56.01,0.01,1.0,5601.0,,unresolved
AMHOT1A3_single_01935,hypothetical protein,59,0,59.01,0.01,1.0,5901.0,,unresolved
AMHOT1A3_single_01937,lipoprotein NlpI,75,62,75.01,62.01,0.590021237,1.209643606,,unresolved
AMHOT1A3_single_01938,hypothetical protein,18,15,18.01,15.01,0.586165474,1.199866755,,unresolved
AMHOT1A3_single_01940,chromosome segregation ATPase,21,35,21.01,35.01,0.092468447,0.600114253,,unresolved
AMHOT1A3_single_01941,cell division protein ZipA,86,29,86.01,29.01,1.0,2.96483971,,unresolved
AMHOT1A3_single_01942,NAD-dependent DNA ligase,26,4,26.01,4.01,0.0532354,6.486284289,,unresolved
AMHOT1A3_single_01943,flagellar biosynthesis protein FlhF,84,49,84.01,49.01,1.0,1.714139971,,unresolved
AMHOT1A3_single_01944,DNA internalization-related competence protein ComEC/Rec2,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_01946,tetraacyldisaccharide 4'-kinase,12,22,12.01,22.01,0.026146445,0.545661063,,unresolved
AMHOT1A3_single_01948,3-deoxy-manno-octulosonate cytidylyltransferase,42,57,42.01,57.01,0.186990465,0.736888265,,unresolved
AMHOT1A3_single_01950,family 3 extracellular solute-binding protein,45,72,45.01,72.01,0.091867859,0.625052076,,unresolved
AMHOT1A3_single_01951,MiaB-like tRNA modifying enzyme YliG,45,61,45.01,61.01,0.202028135,0.73774791,,unresolved
AMHOT1A3_single_01952,hypothetical protein,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_01953,hypothetical protein,55,0,55.01,0.01,1.0,5501.0,,unresolved
AMHOT1A3_single_01958,phosphomannomutase,67,35,67.01,35.01,1.0,1.914024564,,unresolved
AMHOT1A3_single_01959,hypothetical protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_01962,"succinate dehydrogenase, cytochrome b subunit",742,288,742.01,288.01,0.969916108,2.576334155,,unresolved
AMHOT1A3_single_01963,"succinate dehydrogenase, hydrophobic subunit, cytochrome b556 with sdhC",339,339,339.01,339.01,0.547324757,1.0,,unresolved
AMHOT1A3_single_01964,succinate dehydrogenase flavoprotein subunit,352,300,352.01,300.01,0.694022979,1.173327556,,unresolved
AMHOT1A3_single_01965,succinate dehydrogenase catalytic subunit,375,331,375.01,331.01,0.998995019,1.132926498,,unresolved
AMHOT1A3_single_01966,2-oxoglutarate dehydrogenase E1 component,130,120,130.01,120.01,1.0,1.083326389,,unresolved
AMHOT1A3_single_01967,"dihydrolipoyltranssuccinate transferase, component of the 2-oxoglutarate dehydrogenase complex",144,113,144.01,113.01,1.0,1.274312008,,unresolved
AMHOT1A3_single_01968,succinyl-CoA synthetase subunit beta,239,151,239.01,151.01,1.0,1.582742865,,unresolved
AMHOT1A3_single_01969,succinyl-CoA synthetase subunit alpha,204,71,204.01,71.01,0.512985972,2.872975637,,unresolved
AMHOT1A3_single_01973,TonB-dependent receptor,6,4,6.01,4.01,1.0,1.498753117,,unresolved
AMHOT1A3_single_01974,pullulanase,13,9,13.01,9.01,1.0,1.443951165,,unresolved
AMHOT1A3_single_01976,cold-shock RNA methyltransferase,131,50,131.01,50.01,1.0,2.619676065,,unresolved
AMHOT1A3_single_01977,hypothetical protein,121,31,121.01,31.01,0.537239929,3.902289584,,unresolved
AMHOT1A3_single_01978,glycosidase,46,19,46.01,19.01,1.0,2.420305103,,unresolved
AMHOT1A3_single_01979,alpha-amylase,14,18,14.01,18.01,0.202871722,0.777901166,,unresolved
AMHOT1A3_single_01980,sugar transporter,11,3,11.01,3.01,1.0,3.657807309,,unresolved
AMHOT1A3_single_01982,LacI family transcriptional regulator,86,63,86.01,63.01,0.72247644,1.365021425,,unresolved
AMHOT1A3_single_01983,glutaminyl-tRNA ligase,134,105,134.01,105.01,1.0,1.276164175,,unresolved
AMHOT1A3_single_01984,short chain dehydrogenase,35,0,35.01,0.01,1.0,3501.0,,unresolved
AMHOT1A3_single_01985,hypothetical protein,710,182,710.01,182.01,0.095802864,3.900939509,,unresolved
AMHOT1A3_single_01987,inner membrane peptidase,77,24,77.01,24.01,1.0,3.207413578,,unresolved
AMHOT1A3_single_01988,TetR family transcriptional regulator,45,38,45.01,38.01,0.561999712,1.184162063,,unresolved
AMHOT1A3_single_01989,hypothetical protein,814,344,814.01,344.01,1.0,2.366239354,,unresolved
AMHOT1A3_single_01990,NIF3 protein,66,0,66.01,0.01,1.0,6601.0,,unresolved
AMHOT1A3_single_01991,SAM-dependent methyltransferase,20,4,20.01,4.01,0.368140475,4.990024938,,unresolved
AMHOT1A3_single_01992,D-lactate dehydrogenase,16,21,16.01,21.01,0.128441579,0.762018087,,unresolved
AMHOT1A3_single_01994,oxidoreductase,57,24,57.01,24.01,1.0,2.374427322,,unresolved
AMHOT1A3_single_01995,CheY-like receiver protein,101,50,101.01,50.01,1.0,2.019796041,,unresolved
AMHOT1A3_single_01998,rRNA (guanine-N1-)-methyltransferase,18,35,18.01,35.01,0.011201089,0.51442445,,unresolved
AMHOT1A3_single_01999,Membrane-associated hydrolase of alkaline phosphatase superfamily protein,24,19,24.01,19.01,0.613378791,1.263019463,,unresolved
AMHOT1A3_single_02002,isocitrate dehydrogenase (NADP(+)),93,26,93.01,26.01,1.0,3.575932334,,unresolved
AMHOT1A3_single_02004,protease,36,33,36.01,33.01,0.505367649,1.090881551,,unresolved
AMHOT1A3_single_02006,PRS2 protein,46,0,46.01,0.01,1.0,4601.0,,unresolved
AMHOT1A3_single_02011,hypothetical protein,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_02012,response regulator with TPR repeat protein,21,0,21.01,0.01,1.0,2101.0,,unresolved
AMHOT1A3_single_02013,fumarate reductase flavoprotein subunit,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_02018,hypothetical protein,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02019,hypothetical protein,116,118,116.01,118.01,0.396515817,0.983052284,,unresolved
AMHOT1A3_single_02020,hypothetical protein,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_02021,ATP-dependent RNA helicase,55,66,55.01,66.01,0.298567907,0.833358582,,unresolved
AMHOT1A3_single_02022,3-oxoacid CoA-transferase subunit B,322,544,322.01,544.01,0.21953949,0.591919266,,unresolved
AMHOT1A3_single_02023,succinyl-CoA transferase subunit alpha,315,281,315.01,281.01,1.0,1.120992136,,unresolved
AMHOT1A3_single_02024,transcriptional regulator,55,22,55.01,22.01,1.0,2.499318492,,unresolved
AMHOT1A3_single_02025,hypothetical protein,90,41,90.01,41.01,1.0,2.194830529,,unresolved
AMHOT1A3_single_02026,Signal transduction histidine kinase,115,96,115.01,96.01,0.593971388,1.197896052,,unresolved
AMHOT1A3_single_02028,L-serine dehydratase 1,68,26,68.01,26.01,1.0,2.614763552,,unresolved
AMHOT1A3_single_02030,"P-aminobenzoate synthetase, component I",22,9,22.01,9.01,1.0,2.442841287,,unresolved
AMHOT1A3_single_02032,RmuC,18,28,18.01,28.01,0.083379464,0.642984648,,unresolved
AMHOT1A3_single_02034,"alpha keto acid dehydrogenase complex, E1 component subunit alpha",123,30,123.01,30.01,0.225438891,4.098967011,,unresolved
AMHOT1A3_single_02035,"2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type subunit beta",90,32,90.01,32.01,1.0,2.811933771,,unresolved
AMHOT1A3_single_02036,dihydrolipoamide acetyltransferase,72,20,72.01,20.01,0.550823155,3.59870065,,unresolved
AMHOT1A3_single_02038,serine/threonine protein kinase,49,34,49.01,34.01,0.864863939,1.441046751,,unresolved
AMHOT1A3_single_02044,GAF domain-containing protein,116,136,116.01,136.01,0.29723488,0.852951989,,unresolved
AMHOT1A3_single_02046,ProP expression regulator,1055,253,1055.01,253.01,0.132905274,4.169835184,,unresolved
AMHOT1A3_single_02047,carboxy-terminal protease,775,206,775.01,206.01,0.103716667,3.762001845,,unresolved
AMHOT1A3_single_02048,sodium-dependent symporter family protein,37,26,37.01,26.01,0.808362344,1.422914264,,unresolved
AMHOT1A3_single_02050,aminopeptidase N,24,33,24.01,33.01,0.187800451,0.727355347,,unresolved
AMHOT1A3_single_02051,hypothetical protein,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_02053,hypothetical protein,1225,536,1225.01,536.01,1.0,2.285423779,,unresolved
AMHOT1A3_single_02054,BNR repeat-containing protein,103,41,103.01,41.01,1.0,2.511826384,,unresolved
AMHOT1A3_single_02055,RND transporter,33,21,33.01,21.01,0.968773457,1.571156592,,unresolved
AMHOT1A3_single_02065,deoxyribodipyrimidine photolyase,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02066,deoxyribodipyrimidine photolyase,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02077,cytochrome c family protein,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_02088,copper-translocating P-type ATPase,5,8,5.01,8.01,1.0,0.625468165,,unresolved
AMHOT1A3_single_02090,integral membrane protein,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02098,lysine exporter protein LysE/YggA,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_02102,DTW domain containing protein,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_02116,LigB family enzyme,12,0,12.01,0.01,1.0,1201.0,,unresolved
AMHOT1A3_single_02117,membrane DoxD-like family protein,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_02118,LysR family transcriptional regulator,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_02119,xanthine/uracil/vitamin C permease,3,8,3.01,8.01,1.0,0.375780275,,unresolved
AMHOT1A3_single_02127,hypothetical protein,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_02134,leucine-responsive transcriptional regulator,14,0,14.01,0.01,1.0,1401.0,,unresolved
AMHOT1A3_single_02141,hypothetical protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02195,"ISCps8, transposase",11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02198,"ISGsu4, transposase",5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02200,hypothetical protein,17,0,17.01,0.01,1.0,1701.0,,unresolved
AMHOT1A3_single_02207,hypothetical protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02208,hypothetical protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02209,hypothetical protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02211,hypothetical protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02216,"membrane protein, Rhomboid family",6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02225,dipeptidyl-peptidase 7,4,9,4.01,9.01,1.0,0.445061043,,unresolved
AMHOT1A3_single_02226,hypothetical protein,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_02234,prolyl endopeptidase,8,7,8.01,7.01,1.0,1.142653352,,unresolved
AMHOT1A3_single_02235,RND family efflux transporter,13,8,13.01,8.01,1.0,1.624219725,,unresolved
AMHOT1A3_single_02254,acrB/AcrD/AcrF family protein,9,1,9.01,1.01,1.0,8.920792079,,unresolved
AMHOT1A3_single_02266,alpha-amylase,13,11,13.01,11.01,0.492849505,1.181653043,,unresolved
AMHOT1A3_single_02277,molybdenum ABC transporter permease,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_02285,ornithine cyclodeaminase,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_02286,aminotransferase,3,3,3.01,3.01,1.0,1.0,,unresolved
AMHOT1A3_single_02288,hypothetical protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02290,protease,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02291,4Fe-4S ferredoxin,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02294,histidinol-phosphate aminotransferase,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02295,Rho termination factor,7,4,7.01,4.01,1.0,1.748129676,,unresolved
AMHOT1A3_single_02308,GntR family transcriptional regulator,13,3,13.01,3.01,1.0,4.322259136,,unresolved
AMHOT1A3_single_02309,hypothetical protein,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_02310,exodeoxyribonuclease V subunit alpha,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_02312,exodeoxyribonuclease V subunit gamma,7,8,7.01,8.01,1.0,0.875156055,,unresolved
AMHOT1A3_single_02336,hypothetical protein,9,4,9.01,4.01,1.0,2.246882793,,unresolved
AMHOT1A3_single_02362,MTA/SAH nucleosidase,14,0,14.01,0.01,1.0,1401.0,,unresolved
AMHOT1A3_single_02369,hypothetical protein,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_02375,hypothetical protein,6,3,6.01,3.01,1.0,1.996677741,,unresolved
AMHOT1A3_single_02378,"TRAP transporter solute receptor, DctP family protein",12,14,12.01,14.01,0.237980312,0.857244825,,unresolved
AMHOT1A3_single_02379,TRAP transporter DctQ-like membrane protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02380,TRAP transporter DctM-like subunit,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_02382,altronate hydrolase,7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_02384,mannitol dehydrogenase domain-containing protein,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_02385,4-hydroxy-2-oxoglutarate aldolase / 2-dehydro-3-deoxyphosphogluconate aldolase,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02386,PfkB domain-containing protein,7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_02387,GntR family transcriptional regulator,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_02389,glycosyl hydrolase,12,0,12.01,0.01,1.0,1201.0,,unresolved
AMHOT1A3_single_02390,glycoside hydrolase family protein,12,5,12.01,5.01,1.0,2.397205589,,unresolved
AMHOT1A3_single_02391,pectinesterase,8,3,8.01,3.01,1.0,2.661129568,,unresolved
AMHOT1A3_single_02394,hypothetical protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02395,extracellular ribonuclease/nuclease fusion protein,8,3,8.01,3.01,1.0,2.661129568,,unresolved
AMHOT1A3_single_02400,LysR family transcriptional regulator,6,2,6.01,2.01,1.0,2.990049751,,unresolved
AMHOT1A3_single_02401,ThiJ/PfpI domain-containing protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02402,iron-containing alcohol dehydrogenase,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02403,NADPH2 dehydrogenase,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02412,carboxymuconolactone decarboxylase,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02413,hypothetical protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02414,integrase,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02416,hypothetical protein,12,1,12.01,1.01,1.0,11.89108911,,unresolved
AMHOT1A3_single_02421,hypothetical protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02426,Na+/dicarboxylate symporter,7,2,7.01,2.01,1.0,3.487562189,,unresolved
AMHOT1A3_single_02436,halomucin,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_02437,AsnC family transcriptional regulator,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_02438,amidinotransferase family protein,4,3,4.01,3.01,1.0,1.332225914,,unresolved
AMHOT1A3_single_02444,LysR family transcriptional regulator,13,2,13.01,2.01,1.0,6.472636816,,unresolved
AMHOT1A3_single_02445,short-chain dehydrogenase/reductase family protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02480,N-acetyltransferase GCN5,6,3,6.01,3.01,1.0,1.996677741,,unresolved
AMHOT1A3_single_02483,membrane protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02488,hypothetical protein,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_02490,transcriptional activator FtrA,9,4,9.01,4.01,1.0,2.246882793,,unresolved
AMHOT1A3_single_02491,isochorismatase-like protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02507,hypothetical protein,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_02522,transglycosylase,16,20,16.01,20.01,0.184100275,0.80009995,,unresolved
AMHOT1A3_single_02539,permease,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_02552,imidazole glycerol phosphate synthase subunit HisH,13,1,13.01,1.01,1.0,12.88118812,,unresolved
AMHOT1A3_single_02557,esterase,13,2,13.01,2.01,1.0,6.472636816,,unresolved
AMHOT1A3_single_02564,heat shock protein 90,7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_02577,hypothetical protein,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_02583,L-lactate permease,7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_02585,porin,11,14,11.01,14.01,0.183102333,0.785867238,,unresolved
AMHOT1A3_single_02586,hypothetical protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02604,phosphatidylglycerophosphatase A,6,4,6.01,4.01,1.0,1.498753117,,unresolved
AMHOT1A3_single_02605,thiamine monophosphate kinase,15,9,15.01,9.01,1.0,1.665926748,,unresolved
AMHOT1A3_single_02618,SerB protein,21,35,21.01,35.01,0.047587042,0.600114253,,unresolved
AMHOT1A3_single_02620,deoxyribonuclease,11,1,11.01,1.01,1.0,10.9009901,,unresolved
AMHOT1A3_single_02634,glycine cleavage T protein (aminomethyl transferase),16,5,16.01,5.01,1.0,3.195608782,,unresolved
AMHOT1A3_single_02639,hypothetical protein,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_02640,hypothetical protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02642,hypothetical protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02643,hypothetical protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02646,pilus assembly protein PilZ,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_02654,MviN protein,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_02661,metallophosphoesterase,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02662,acyltransferase family protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02663,succinyl-diaminopimelate desuccinylase,3,4,3.01,4.01,1.0,0.750623441,,unresolved
AMHOT1A3_single_02679,hypothetical protein,10,1,10.01,1.01,1.0,9.910891089,,unresolved
AMHOT1A3_single_02680,putative tRNA (adenine(37)-N6)-methyltransferase,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02684,histone deacetylase family protein,10,17,10.01,17.01,0.057940432,0.588477366,,unresolved
AMHOT1A3_single_02685,methyl-accepting chemotaxis protein,4,3,4.01,3.01,1.0,1.332225914,,unresolved
AMHOT1A3_single_02715,"3,4-dihydroxy-2-butanone 4-phosphate synthase",4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02716,response regulator receiver domain-containing protein,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_02733,FtsX-like permease family protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02735,glutaminase,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_02764,glycosyl transferase,15,18,15.01,18.01,0.183549857,0.833425875,,unresolved
AMHOT1A3_single_02765,polysaccharide biosynthesis protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02772,polysaccharide export protein,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_02774,transmembrane protein EpsH,15,20,15.01,20.01,0.141316909,0.750124938,,unresolved
AMHOT1A3_single_02804,hypothetical protein,16,0,16.01,0.01,1.0,1601.0,,unresolved
AMHOT1A3_single_02805,hypothetical protein,17,0,17.01,0.01,1.0,1701.0,,unresolved
AMHOT1A3_single_02807,hypothetical protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02808,hypothetical protein,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_02812,betaine aldehyde dehydrogenase,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02813,choline dehydrogenase,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02814,quaternary ammonium permease,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02815,periplasmic or outer membrane protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02816,diguanylate cyclase,15,9,15.01,9.01,1.0,1.665926748,,unresolved
AMHOT1A3_single_02817,23S rRNA methyltransferase,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02818,MerR family transcriptional regulator,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_02821,hypothetical protein,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02824,acyl-CoA dehydrogenase,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_02836,oxidoreductase,12,0,12.01,0.01,1.0,1201.0,,unresolved
AMHOT1A3_single_02837,oxidoreductase subunit,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_02838,xanthine dehydrogenase,10,3,10.01,3.01,1.0,3.325581395,,unresolved
AMHOT1A3_single_02842,hypothetical protein,10,2,10.01,2.01,1.0,4.980099502,,unresolved
AMHOT1A3_single_02843,membrane protein,12,0,12.01,0.01,1.0,1201.0,,unresolved
AMHOT1A3_single_02844,heme transport protein HutA,3,5,3.01,5.01,1.0,0.600798403,,unresolved
AMHOT1A3_single_02847,binding-protein-dependent transport system inner membrane protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02849,ABC transporter ATP-binding protein,8,16,8.01,16.01,0.014855422,0.500312305,,unresolved
AMHOT1A3_single_02855,hypothetical protein,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_02859,RND family efflux transporter MFP subunit,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_02861,exo-poly-alpha-D-galacturonosidase,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_02863,hypothetical protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02868,hypothetical protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02871,major facilitator family protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_02873,peptidyl-dipeptidase Dcp,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02874,hypothetical protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02875,DnaK suppressor protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_02876,MarR family transcriptional regulator,16,0,16.01,0.01,1.0,1601.0,,unresolved
AMHOT1A3_single_02880,transposase,14,0,14.01,0.01,1.0,1401.0,,unresolved
AMHOT1A3_single_02898,glucose/galactose transporter,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02899,N-acetylglucosamine-6-phosphate deacetylase,7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_02901,BadF/BadG/BcrA/BcrD type ATPase,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_02902,beta-N-acetylhexosaminidase,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02903,TonB-dependent receptor,19,0,19.01,0.01,1.0,1901.0,,unresolved
AMHOT1A3_single_02905,NAD(FAD)-dependent dehydrogenase,17,4,17.01,4.01,1.0,4.241895262,,unresolved
AMHOT1A3_single_02909,multidrug transporter,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_02926,RND multidrug efflux transporter MexF,5,1,5.01,1.01,1.0,4.96039604,,unresolved
AMHOT1A3_single_02940,dephospho-CoA kinase,12,19,12.01,19.01,0.129914544,0.631772751,,unresolved
AMHOT1A3_single_02966,cation efflux system protein CusA,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_02967,cation efflux system protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_02968,cation efflux protein,4,4,4.01,4.01,1.0,1.0,,unresolved
AMHOT1A3_single_03002,branched-chain amino acid ABC transporter,10,0,10.01,0.01,1.0,1001.0,,unresolved
