gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,gene_synonym,locus_tag,ec_numbers
DEH24_13080,,DEH24_13080,Protein Homology,1419,4916,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006994801.1,transcription-repair coupling factor,HBY40351.1,,DEH24_13080,
DEH24_13085,,DEH24_13085,Protein Homology,4976,5903,+,,,COORDINATES: protein motif:HMM:PF10972.6,hypothetical protein,HBY40352.1,,DEH24_13085,
DEH24_00960,,DEH24_00960,GeneMarkS+,1,478,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY37951.1,,DEH24_00960,
DEH24_00965,,DEH24_00965,GeneMarkS+,478,729,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY37952.1,,DEH24_00965,
DEH24_00970,,DEH24_00970,Protein Homology,777,1151,-,,,COORDINATES: protein motif:HMM:PF13453.4,hypothetical protein,HBY37953.1,,DEH24_00970,
DEH24_00975,,DEH24_00975,GeneMarkS+,1243,1473,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY37954.1,,DEH24_00975,
DEH24_00980,,DEH24_00980,GeneMarkS+,1470,1943,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY37955.1,,DEH24_00980,
DEH24_00985,,DEH24_00985,GeneMarkS+,1955,2344,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY37956.1,,DEH24_00985,
DEH24_00990,,DEH24_00990,Protein Homology,2371,2619,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068552.1,hypothetical protein,HBY37957.1,,DEH24_00990,
DEH24_00995,,DEH24_00995,GeneMarkS+,2619,2894,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY37958.1,,DEH24_00995,
DEH24_18925,,DEH24_18925,GeneMarkS+,1,1906,+,,,COORDINATES: ab initio prediction:GeneMarkS+,peptidase M14,HBY41511.1,,DEH24_18925,
DEH24_18930,,DEH24_18930,GeneMarkS+,1993,2775,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41512.1,,DEH24_18930,
bioH,bioH,DEH24_18935,Protein Homology,2806,3621,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786716.1,pimeloyl-[acyl-carrier protein] methyl ester esterase,HBY41513.1,,DEH24_18935,
DEH24_18940,,DEH24_18940,Protein Homology,3757,4089,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008846114.1,hypothetical protein,HBY41514.1,,DEH24_18940,
DEH24_18945,,DEH24_18945,Protein Homology,4095,5009,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006994996.1,hypothetical protein,HBY41515.1,,DEH24_18945,
DEH24_18950,,DEH24_18950,Protein Homology,5072,6462,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982274.1,RNA-binding transcriptional accessory protein,HBY41516.1,,DEH24_18950,
DEH24_18955,,DEH24_18955,Protein Homology,6772,7466,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007103050.1,RNA-binding transcriptional accessory protein,HBY41517.1,,DEH24_18955,
DEH24_12625,,DEH24_12625,Protein Homology,1,599,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947813.1,iron ABC transporter permease,HBY40260.1,,DEH24_12625,
DEH24_12630,,DEH24_12630,Protein Homology,596,1636,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947812.1,ABC transporter substrate-binding protein,HBY40261.1,,DEH24_12630,
DEH24_12635,,DEH24_12635,Protein Homology,1645,2442,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_004586641.1,hypothetical protein,HBY40262.1,,DEH24_12635,
DEH24_12640,,DEH24_12640,Protein Homology,2578,2946,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009669708.1,VOC family protein,HBY40263.1,,DEH24_12640,
DEH24_12645,,DEH24_12645,GeneMarkS+,3025,3740,-,,,COORDINATES: ab initio prediction:GeneMarkS+,TonB-dependent receptor,HBY40264.1,,DEH24_12645,
DEH24_18050,,DEH24_18050,GeneMarkS+,1,180,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41337.1,,DEH24_18050,
DEH24_18055,,DEH24_18055,Protein Homology,184,1401,-,,,COORDINATES: protein motif:HMM:PF02321.16,hypothetical protein,HBY41338.1,,DEH24_18055,
DEH24_18060,,DEH24_18060,GeneMarkS+,1467,1838,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41339.1,,DEH24_18060,
DEH24_18065,,DEH24_18065,Protein Homology,1886,2791,-,,,COORDINATES: protein motif:HMM:PF00583.23,hypothetical protein,HBY41340.1,,DEH24_18065,
DEH24_18070,,DEH24_18070,Protein Homology,2879,4060,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008993154.1,amidohydrolase,HBY41341.1,,DEH24_18070,
DEH24_18075,,DEH24_18075,Protein Homology,4333,5793,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011661234.1,aldehyde dehydrogenase family protein,HBY41342.1,,DEH24_18075,
DEH24_18080,,DEH24_18080,Protein Homology,5823,7145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984351.1,D-amino-acid oxidase,HBY41343.1,,DEH24_18080,
DEH24_18085,,DEH24_18085,Protein Homology,7395,8609,+,,,COORDINATES: protein motif:HMM:PF13088.4,hypothetical protein,HBY41344.1,,DEH24_18085,
DEH24_18090,,DEH24_18090,Protein Homology,8673,9398,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984376.1,DUF4198 domain-containing protein,HBY41345.1,,DEH24_18090,
DEH24_18095,,DEH24_18095,Protein Homology,9751,10026,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008845792.1,hypothetical protein,HBY41346.1,,DEH24_18095,
DEH24_18100,,DEH24_18100,Protein Homology,10105,11154,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008845791.1,cation transporter,HBY41347.1,,DEH24_18100,
DEH24_18105,,DEH24_18105,Protein Homology,11166,12941,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984352.1,ABC transporter,HBY41348.1,,DEH24_18105,
DEH24_18110,,DEH24_18110,Protein Homology,12941,13768,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984354.1,DNA-directed RNA polymerase subunit alpha,HBY41349.1,,DEH24_18110,
DEH24_18115,,DEH24_18115,Protein Homology,13771,14727,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984355.1,ABC transporter permease,HBY41350.1,,DEH24_18115,
DEH24_18120,,DEH24_18120,Protein Homology,14747,15071,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984357.1,ABC transporter substrate-binding protein,HBY41351.1,,DEH24_18120,
DEH24_18125,,DEH24_18125,Protein Homology,15386,16617,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984357.1,ABC transporter substrate-binding protein,HBY41352.1,,DEH24_18125,
DEH24_18130,,DEH24_18130,Protein Homology,16707,17984,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984358.1,FAD-dependent oxidoreductase,HBY41353.1,,DEH24_18130,
DEH24_18135,,DEH24_18135,Protein Homology,17993,18661,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008523433.1,haloacid dehalogenase type II,HBY41354.1,,DEH24_18135,
DEH24_17690,,DEH24_17690,Protein Homology,1,721,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068456.1,two-component system response regulator OmpR,HBY41265.1,,DEH24_17690,
DEH24_17695,,DEH24_17695,Protein Homology,734,2074,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951299.1,two-component system sensor histidine kinase EnvZ,HBY41266.1,,DEH24_17695,
DEH24_17700,,DEH24_17700,Protein Homology,2266,2877,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011042471.1,hypothetical protein,HBY41267.1,,DEH24_17700,
DEH24_17705,,DEH24_17705,Protein Homology,2956,4497,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010365441.1,phosphoenolpyruvate carboxykinase,HBY41268.1,,DEH24_17705,
DEH24_17710,,DEH24_17710,GeneMarkS+,4528,4761,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41269.1,,DEH24_17710,
DEH24_17715,,DEH24_17715,Protein Homology,4882,5781,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520124.1,Hsp33 family molecular chaperone HslO,HBY41270.1,,DEH24_17715,
DEH24_17720,,DEH24_17720,Protein Homology,5807,6205,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786664.1,ribosome-associated heat shock protein Hsp15,HBY41271.1,,DEH24_17720,
gspC,gspC,DEH24_17725,Protein Homology,6335,7261,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951305.1,type II secretion system protein GspC,HBY41272.1,,DEH24_17725,
gspD,gspD,DEH24_17730,Protein Homology,7291,9351,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008846142.1,type II secretion system protein GspD,HBY41273.1,,DEH24_17730,
gspE,gspE,DEH24_17735,Protein Homology,9351,10886,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018691386.1,type II secretion system protein GspE,HBY41274.1,,DEH24_17735,
gspF,gspF,DEH24_17740,Protein Homology,10886,12109,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008306666.1,type II secretion system protein GspF,HBY41275.1,,DEH24_17740,
gspG,gspG,DEH24_17745,Protein Homology,12109,12546,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520130.1,type II secretion system protein GspG,HBY41276.1,,DEH24_17745,
gspH,gspH,DEH24_17750,Protein Homology,12561,13205,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011573169.1,type II secretion system protein GspH,HBY41277.1,,DEH24_17750,
gspI,gspI,DEH24_17755,Protein Homology,13247,13591,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951311.1,type II secretion system protein GspI,HBY41278.1,,DEH24_17755,
gspJ,gspJ,DEH24_17760,Protein Homology,13588,14205,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786672.1,type II secretion system protein GspJ,HBY41279.1,,DEH24_17760,
DEH24_17765,,DEH24_17765,Protein Homology,14198,15184,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007617224.1,general secretion pathway protein GspK,HBY41280.1,,DEH24_17765,
gspL,gspL,DEH24_17770,Protein Homology,15184,16386,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520135.1,type II secretion system protein GspL,HBY41281.1,,DEH24_17770,
DEH24_17775,,DEH24_17775,Protein Homology,16386,16862,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011573174.1,type II secretion system protein M,HBY41282.1,,DEH24_17775,
DEH24_17780,,DEH24_17780,Protein Homology,16859,17623,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000032.1,general secretion pathway protein GspN,HBY41283.1,,DEH24_17780,
DEH24_17785,,DEH24_17785,Protein Homology,17676,18077,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011866979.1,hypothetical protein,HBY41284.1,,DEH24_17785,
DEH24_17790,,DEH24_17790,Protein Homology,18174,18704,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007640458.1,non-canonical purine NTP phosphatase,HBY41285.1,,DEH24_17790,
DEH24_17795,,DEH24_17795,Protein Homology,18718,19401,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520141.1,GMP/IMP nucleotidase,HBY41286.1,,DEH24_17795,
DEH24_17800,,DEH24_17800,Protein Homology,19470,20042,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008846130.1,ADP compounds hydrolase NudE,HBY41287.1,,DEH24_17800,
cysQ,cysQ,DEH24_17805,Protein Homology,20035,20853,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786682.1,3'(2')%2C5'-bisphosphate nucleotidase,HBY41288.1,,DEH24_17805,
DEH24_17810,,DEH24_17810,Protein Homology,20865,21434,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982298.1,YceI family protein,HBY41289.1,,DEH24_17810,
DEH24_17815,,DEH24_17815,Protein Homology,21519,23483,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951325.1,glucans biosynthesis glucosyltransferase MdoH,HBY41290.1,,DEH24_17815,
DEH24_17820,,DEH24_17820,Protein Homology,23464,24813,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951326.1,glucan biosynthesis protein D,HBY41291.1,,DEH24_17820,
DEH24_13690,,DEH24_13690,GeneMarkS+,1,336,+,,,COORDINATES: ab initio prediction:GeneMarkS+,ABC transporter,HBY40471.1,,DEH24_13690,
DEH24_13695,,DEH24_13695,Protein Homology,333,1325,+,,,COORDINATES: protein motif:HMM:PF14238.4,hypothetical protein,HBY40472.1,,DEH24_13695,
DEH24_13700,,DEH24_13700,Protein Homology,1390,1944,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983023.1,DUF1415 domain-containing protein,HBY40473.1,,DEH24_13700,
DEH24_13705,,DEH24_13705,Protein Homology,1947,2801,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999034.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,HBY40474.1,,DEH24_13705,
groEL,groEL,DEH24_05365,Protein Homology,1,1062,+,60 kDa chaperone family%3B promotes refolding of misfolded polypeptides especially under stressful conditions%3B forms two stacked rings of heptamers to form a barrel-shaped 14mer%3B ends can be capped by GroES%3B misfolded proteins enter the barrel where they are refolded when GroES binds%3B many bacteria have multiple copies of the groEL gene which are active under different environmental conditions%3B the B.japonicum protein in this cluster is expressed constitutively%3B in Rhodobacter%2C Corynebacterium and Rhizobium this protein is essential for growth,,COORDINATES: similar to AA sequence:RefSeq:WP_005615362.1,molecular chaperone GroEL,HBY38821.1,,DEH24_05365,
DEH24_05370,,DEH24_05370,Protein Homology,1137,2601,-,,,COORDINATES: protein motif:HMM:PF07238.12,pilus assembly protein PilZ,HBY38822.1,,DEH24_05370,
DEH24_14315,,DEH24_14315,Protein Homology,1,237,-,Catalyzes the rate-limiting step in dNTP synthesis,,COORDINATES: similar to AA sequence:RefSeq:WP_013784174.1,ribonucleotide-diphosphate reductase subunit alpha,HBY40595.1,,DEH24_14315,1.17.4.1
DEH24_14320,,DEH24_14320,Protein Homology,538,1589,-,Catalyzes the rate-limiting step in dNTP synthesis,,COORDINATES: similar to AA sequence:RefSeq:YP_001005706.1,ribonucleotide-diphosphate reductase subunit alpha,HBY40596.1,,DEH24_14320,1.17.4.1
ubiG,ubiG,DEH24_14325,Protein Homology,2015,2368,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014108761.1,3-demethylubiquinone-9 3-O-methyltransferase,HBY40597.1,,DEH24_14325,
ubiG,ubiG,DEH24_14330,Protein Homology,2674,3060,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007618014.1,3-demethylubiquinone-9 3-O-methyltransferase,HBY40598.1,,DEH24_14330,
DEH24_10855,,DEH24_10855,Protein Homology,1,1266,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006006063.1,alpha-amylase,HBY39909.1,,DEH24_10855,
DEH24_10860,,DEH24_10860,Protein Homology,1314,2033,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783069.1,glutaredoxin family protein,HBY39910.1,,DEH24_10860,
DEH24_10865,,DEH24_10865,Protein Homology,2184,3065,-,,,COORDINATES: protein motif:HMM:PF05425.11,hypothetical protein,HBY39911.1,,DEH24_10865,
DEH24_10870,,DEH24_10870,Protein Homology,3068,3403,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010177520.1,copper resistance protein CopC,HBY39912.1,,DEH24_10870,
DEH24_10875,,DEH24_10875,Protein Homology,3654,4199,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006007823.1,hypothetical protein,HBY39913.1,,DEH24_10875,
DEH24_10880,,DEH24_10880,Protein Homology,4196,5746,+,,,COORDINATES: protein motif:HMM:PF03703.12,hypothetical protein,HBY39914.1,,DEH24_10880,
DEH24_10885,,DEH24_10885,GeneMarkS+,5750,6490,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39915.1,,DEH24_10885,
DEH24_10890,,DEH24_10890,GeneMarkS+,6499,7209,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39916.1,,DEH24_10890,
DEH24_10895,,DEH24_10895,Protein Homology,7385,9061,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006992750.1,chloride channel protein,HBY39917.1,,DEH24_10895,
DEH24_10900,,DEH24_10900,Protein Homology,9076,9504,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008303601.1,CopD family protein,HBY39918.1,,DEH24_10900,
DEH24_10905,,DEH24_10905,Protein Homology,9569,9751,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983335.1,hypothetical protein,HBY39919.1,,DEH24_10905,
DEH24_10910,,DEH24_10910,Protein Homology,9772,10395,-,,,COORDINATES: protein motif:HMM:PF03695.11,hypothetical protein,HBY39920.1,,DEH24_10910,
DEH24_10915,,DEH24_10915,Protein Homology,10538,11375,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013782797.1,manganese transporter,HBY39921.1,,DEH24_10915,
DEH24_02190,,DEH24_02190,Protein Homology,65,1048,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_020875437.1,alpha/beta hydrolase,HBY38194.1,,DEH24_02190,
DEH24_02195,,DEH24_02195,Protein Homology,1191,1520,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_004932262.1,antibiotic biosynthesis monooxygenase,HBY38195.1,,DEH24_02195,
DEH24_02200,,DEH24_02200,Protein Homology,1538,2845,-,,,COORDINATES: protein motif:HMM:TIGR00254,hypothetical protein,HBY38196.1,,DEH24_02200,
DEH24_02205,,DEH24_02205,Protein Homology,3007,4428,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007985740.1,peptidase,HBY38197.1,,DEH24_02205,
DEH24_02210,,DEH24_02210,GeneMarkS+,4421,4969,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38198.1,,DEH24_02210,
DEH24_02215,,DEH24_02215,Protein Homology,5305,5688,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007986871.1,DUF2177 domain-containing protein,HBY38199.1,,DEH24_02215,
DEH24_02220,,DEH24_02220,GeneMarkS+,5794,6303,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38200.1,,DEH24_02220,
DEH24_02225,,DEH24_02225,Protein Homology,6742,9225,+,PlsB%3B catalyzes the formation of 1-acyl-sn-glycerol 3-phosphate by transfering the acyl moiety from acyl-CoA,,COORDINATES: similar to AA sequence:RefSeq:WP_014951390.1,glycerol-3-phosphate 1-O-acyltransferase,HBY38201.1,,DEH24_02225,2.3.1.15
DEH24_02230,,DEH24_02230,Protein Homology,9206,9709,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979903.1,cupin fold metalloprotein%2C WbuC family,HBY38202.1,,DEH24_02230,
DEH24_02235,,DEH24_02235,Protein Homology,9714,10667,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008846148.1,sugar kinase,HBY38203.1,,DEH24_02235,
DEH24_02240,,DEH24_02240,Protein Homology,10681,11457,-,,,COORDINATES: protein motif:HMM:PF01614.16,IclR family transcriptional regulator,HBY38204.1,,DEH24_02240,
DEH24_02245,,DEH24_02245,Protein Homology,11514,12362,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979606.1,5-dehydro-4-deoxy-D-glucuronate isomerase,HBY38205.1,,DEH24_02245,
kduD,kduD,DEH24_02250,Protein Homology,12384,13148,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008134475.1,2-deoxy-D-gluconate 3-dehydrogenase,HBY38206.1,,DEH24_02250,
DEH24_02255,,DEH24_02255,Protein Homology,13271,14671,-,,,COORDINATES: protein motif:HMM:PF14583.4,oligogalacturonate lyase,HBY38207.1,,DEH24_02255,
DEH24_02260,,DEH24_02260,Protein Homology,14673,16169,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007642642.1,MFS transporter,HBY38208.1,,DEH24_02260,
DEH24_02265,,DEH24_02265,Protein Homology,16193,17299,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013270283.1,glycoside hydrolase 105 family protein,HBY38209.1,,DEH24_02265,
DEH24_02270,,DEH24_02270,Protein Homology,17592,20267,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008102286.1,Tat pathway signal sequence domain protein,HBY38210.1,,DEH24_02270,
DEH24_02275,,DEH24_02275,Protein Homology,20535,21308,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007645002.1,DUF1961 domain-containing protein,HBY38211.1,,DEH24_02275,
DEH24_02280,,DEH24_02280,GeneMarkS+,21295,21672,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38212.1,,DEH24_02280,
rhaM,rhaM,DEH24_02285,Protein Homology,21737,22051,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007642598.1,L-rhamnose mutarotase,HBY38213.1,,DEH24_02285,
DEH24_02290,,DEH24_02290,Protein Homology,22054,24189,-,,,COORDINATES: protein motif:HMM:PF02449.13%2CHMM:PF08532.8,beta-galactosidase,HBY38214.1,,DEH24_02290,
DEH24_02295,,DEH24_02295,GeneMarkS+,24319,24759,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38215.1,,DEH24_02295,
DEH24_03350,,DEH24_03350,GeneMarkS+,47,283,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38426.1,,DEH24_03350,
DEH24_03355,,DEH24_03355,GeneMarkS+,553,747,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38427.1,,DEH24_03355,
DEH24_03360,,DEH24_03360,Protein Homology,851,2362,-,,,COORDINATES: protein motif:HMM:PF03062.17,membrane-bound O-acyltransferase family protein,HBY38428.1,,DEH24_03360,
DEH24_03365,,DEH24_03365,GeneMarkS+,2494,2817,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38429.1,,DEH24_03365,
DEH24_03370,,DEH24_03370,GeneMarkS+,2912,3130,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38430.1,,DEH24_03370,
DEH24_12530,,DEH24_12530,Protein Homology,1,712,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107331.1,heat-shock protein Hsp70,HBY40241.1,,DEH24_12530,
DEH24_12535,,DEH24_12535,Protein Homology,948,1664,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009837246.1,DNA-binding response regulator,HBY40242.1,,DEH24_12535,
DEH24_12540,,DEH24_12540,Protein Homology,1658,2533,-,,,COORDINATES: protein motif:HMM:PF06580.11,hypothetical protein,HBY40243.1,,DEH24_12540,
DEH24_09695,,DEH24_09695,Protein Homology,1,859,+,,,COORDINATES: protein motif:HMM:PF01168.18%2CHMM:PF14031.4,alanine racemase,HBY39681.1,,DEH24_09695,
DEH24_09700,,DEH24_09700,Protein Homology,981,1697,+,,,COORDINATES: protein motif:HMM:PF00497.18,amino acid ABC transporter substrate-binding protein,HBY39682.1,,DEH24_09700,
DEH24_09705,,DEH24_09705,GeneMarkS+,1785,2201,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39683.1,,DEH24_09705,
DEH24_09710,,DEH24_09710,Protein Homology,2301,3104,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012585682.1,sel1 repeat family protein,HBY39684.1,,DEH24_09710,
DEH24_09715,,DEH24_09715,Protein Homology,3229,3582,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019028269.1,hypothetical protein,HBY39685.1,,DEH24_09715,
DEH24_09720,,DEH24_09720,Protein Homology,3847,4467,-,catalyzes the formation of 1-(5-phosphoribosyl)-AMP from 1-(5-phosphoribosyl)-ATP and the subsequent formation of 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide from 1-(5-phosphoribosyl)-AMP in histidine biosynthesis,,COORDINATES: similar to AA sequence:RefSeq:WP_010178470.1,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase,HBY39686.1,,DEH24_09720,"3.5.4.19,3.6.1.31"
DEH24_09725,,DEH24_09725,Protein Homology,4485,5273,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008843927.1,imidazole glycerol phosphate synthase subunit HisF,HBY39687.1,,DEH24_09725,
hisA,hisA,DEH24_09730,Protein Homology,5255,5992,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979741.1,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,HBY39688.1,,DEH24_09730,
hisH,hisH,DEH24_09735,Protein Homology,5992,6597,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007637992.1,imidazole glycerol phosphate synthase subunit HisH,HBY39689.1,,DEH24_09735,
DEH24_09740,,DEH24_09740,Protein Homology,6597,7667,-,catalyzes the formation of 3-(imidazol-4-yl)-2-oxopropyl phosphate from D-ethythro-1-(imidazol-4-yl)glycerol 3-phosphate and histidinol from histidinol phosphate,,COORDINATES: similar to AA sequence:RefSeq:WP_012518916.1,bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase,HBY39690.1,,DEH24_09740,"3.1.3.15,4.2.1.19"
DEH24_09745,,DEH24_09745,Protein Homology,7664,8743,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950029.1,histidinol-phosphate transaminase,HBY39691.1,,DEH24_09745,
hisD,hisD,DEH24_09750,Protein Homology,8743,9217,-,catalyzes the oxidation of L-histidinol to L-histidinaldehyde and then to L-histidine in histidine biosynthesis%3B functions as a dimer,,COORDINATES: similar to AA sequence:RefSeq:WP_014950028.1,histidinol dehydrogenase,HBY39692.1,,DEH24_09750,1.1.1.23
DEH24_09385,,DEH24_09385,GeneMarkS+,1,340,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39619.1,,DEH24_09385,
DEH24_09390,,DEH24_09390,Protein Homology,505,2250,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004273905.1,DUF885 domain-containing protein,HBY39620.1,,DEH24_09390,
DEH24_09395,,DEH24_09395,Protein Homology,2524,3264,+,,,COORDINATES: protein motif:HMM:PF02517.14,hypothetical protein,HBY39621.1,,DEH24_09395,
DEH24_09400,,DEH24_09400,Protein Homology,3296,4522,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786101.1,threonine/serine exporter family protein,HBY39622.1,,DEH24_09400,
DEH24_09405,,DEH24_09405,GeneMarkS+,4653,5138,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39623.1,,DEH24_09405,
DEH24_09410,,DEH24_09410,Protein Homology,5233,6612,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019555730.1,hypothetical protein,HBY39624.1,,DEH24_09410,
DEH24_09415,,DEH24_09415,Protein Homology,6615,7553,+,,,COORDINATES: protein motif:HMM:PF05128.10,hypothetical protein,HBY39625.1,,DEH24_09415,
DEH24_09420,,DEH24_09420,Protein Homology,7691,9067,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010374700.1,phosphatase,HBY39626.1,,DEH24_09420,
DEH24_09425,,DEH24_09425,Protein Homology,9580,11208,+,,,COORDINATES: protein motif:HMM:PF13620.4,TonB-dependent receptor,HBY39627.1,,DEH24_09425,
DEH24_17875,,DEH24_17875,GeneMarkS+,1,354,-,,,COORDINATES: ab initio prediction:GeneMarkS+,cell division protein FtsX,HBY41302.1,,DEH24_17875,
