gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
dusA,dusA,P9301_RS09165,P9301_00131,Protein Homology,16721.0,17725.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862041.1,tRNA dihydrouridine(20/20a) synthase DusA,WP_011862041.1,P9301_00131,16721.0,17725.0,-,CK_Pro_MIT9301_00131,dusA,"GO:0008033,GO:0055114,GO:0002943,GO:0017150,GO:0050660",CK_00000353,K.3,tRNA and rRNA base modification,"COG0042,bactNOG00177,cyaNOG00450","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthesis,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthesis,tRNA dihydrouridine synthase activity,flavin adenine dinucleotide binding",tRNA dihydrouridine synthase,"PF01207,PS01136,IPR001269,IPR018517,IPR004653,IPR013785","Dihydrouridine synthase (Dus),Uncharacterized protein family UPF0034 signature.,tRNA-dihydrouridine synthase,tRNA-dihydrouridine synthase%2C conserved site,tRNA-dihydrouridine(20/20a) synthase,Aldolase-type TIM barrel",168,Protein synthesis / tRNA and rRNA base modification
msrB,msrB,P9301_RS09170,P9301_00141,Protein Homology,17748.0,18242.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862042.1,peptide-methionine (R)-S-oxide reductase MsrB,WP_011862042.1,P9301_00141,17748.0,18242.0,+,CK_Pro_MIT9301_00141,msrB,"GO:0055114,GO:0033743",CK_00000040,"D.1.7,L.2","Trace metals,Protein modification and repair","COG0229,bactNOG24089,bactNOG24659,bactNOG20112,bactNOG64357,cyaNOG02600","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.4.12,peptide-methionine (R)-S-oxide reductase%3B MsrB%3B methionine sulfoxide reductase (ambiguous)%3B pMSR%3B methionine S-oxide reductase (ambiguous)%3B selenoprotein R%3B methionine S-oxide reductase (R-form oxidizing)%3B methionine sulfoxide reductase B%3B SelR%3B SelX%3B PilB%3B pRMsr,"oxidation-reduction process,oxidation-reduction process,peptide-methionine (R)-S-oxide reductase activity",peptide methionine-R-sulfoxide reductase,"TIGR00357,PF01641,IPR002579,IPR011057","methionine-R-sulfoxide reductase,SelR domain,Peptide methionine sulphoxide reductase MrsB,Mss4-like superfamily","140,149","Protein fate / Protein modification and repair,Cellular processes / Adaptations to atypical conditions"
grpE,grpE,P9301_RS09175,P9301_00151,Protein Homology,18317.0,19036.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817493.1,nucleotide exchange factor GrpE,WP_011862043.1,P9301_00151,18317.0,19036.0,+,CK_Pro_MIT9301_00151,grpE,"GO:0006457,GO:0051082,GO:0000774,GO:0042803,GO:0051087",CK_00000351,"D.1.6,D.1.9,D.4,K.5,L.3","Temperature, Other,Chaperones,Other,Protein folding and stabilization","COG0576,bactNOG36629,cyaNOG02683","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding,adenyl-nucleotide exchange factor activity,protein homodimerization activity,chaperone binding",chaperone protein GrpE,"PF01025,PS01071,IPR000740","GrpE,grpE protein signature.,GrpE nucleotide exchange factor","136,95","Protein synthesis / Other,Protein fate / Protein folding and stabilization"
dnaJ,dnaJ,P9301_RS09180,P9301_00161,Protein Homology,19066.0,20190.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375582.1,molecular chaperone DnaJ,WP_011862044.1,P9301_00161,19066.0,20190.0,+,CK_Pro_MIT9301_00161,dnaJ1,"GO:0006457,GO:0009408,GO:0051082,GO:0005524,GO:0031072",CK_00000350,"D.1.7,L.3","Trace metals,Protein folding and stabilization","COG0484,bactNOG02166,cyaNOG02101","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,response to heat,protein folding,response to heat,unfolded protein binding,ATP binding,heat shock protein binding",DnaJ type I chaperone protein,"TIGR02349,PF00226,PF01556,PF00684,PS00636,PS51188,PS50076,IPR001623,IPR002939,IPR001305,IPR012724,IPR018253,IPR008971,IPR036869","chaperone protein DnaJ,DnaJ domain,DnaJ C terminal domain,DnaJ central domain,Nt-dnaJ domain signature.,Zinc finger CR-type profile.,dnaJ domain profile.,DnaJ domain,Chaperone DnaJ%2C C-terminal,Heat shock protein DnaJ%2C cysteine-rich domain,Chaperone DnaJ,DnaJ domain%2C conserved site,HSP40/DnaJ peptide-binding,Chaperone J-domain superfamily",95,Protein fate / Protein folding and stabilization
P9301_RS09185,,P9301_RS09185,P9301_00171,Protein Homology,20190.0,20420.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375583.1,sulfurtransferase TusA family protein,WP_011862045.1,P9301_00171,20190.0,20420.0,+,CK_Pro_MIT9301_00171,,,CK_00001352,"D.1.7,R.2","Trace metals,Conserved hypothetical proteins","COG0425,bactNOG42560,cyaNOG04003","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,,TusA-like domain-containing protein,"PF01206,IPR001455,IPR036868","Sulfurtransferase TusA,TusA-like domain,TusA-like domain superfamily",156,Hypothetical proteins / Conserved
rsgA,rsgA,P9301_RS09190,P9301_00181,Protein Homology,20410.0,21327.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806845.1,ribosome small subunit-dependent GTPase A,WP_011862046.1,P9301_00181,20410.0,21327.0,+,CK_Pro_MIT9301_00181,rsgA,"GO:0006412,GO:0005525,GO:0043022,GO:0003924",CK_00000349,"B.10.5,D.1.7","Thiamine (b1),Trace metals","COG1162,bactNOG00053,bactNOG02697,bactNOG02055,cyaNOG00900","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only","3.6.1.-,3.1.3.100",thiamine phosphate phosphatase,"translation,translation,GTP binding,ribosome binding,GTPase activity",ribosome biogenesis GTPase / thiamine phosphate phosphatase,"TIGR00157,PF03193,PS51721,PS50936,IPR030378,IPR004881,IPR010914,IPR027417","ribosome small subunit-dependent GTPase A,RsgA GTPase,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain profile.,EngC GTPase domain profile.,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain,Ribosome biogenesis GTPase RsgA,RsgA GTPase domain,P-loop containing nucleoside triphosphate hydrolase",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine
P9301_RS09195,,P9301_RS09195,P9301_00191,Protein Homology,21293.0,21643.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131658.1,YbaB/EbfC family nucleoid-associated protein,WP_011862047.1,P9301_00191,21293.0,21643.0,-,CK_Pro_MIT9301_00191,,"GO:0003677,GO:0005737",CK_00000348,,,"COG0718,bactNOG102044,bactNOG85866,bactNOG98937,bactNOG86255,cyaNOG03569,cyaNOG06668","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"DNA binding,DNA binding,cytoplasm",DNA-binding protein%2C YbaB/EbfC family,"TIGR00103,PF02575,IPR004401","DNA-binding protein%2C YbaB/EbfC family,YbaB/EbfC DNA-binding family,Nucleoid-associated protein YbaB/EbfC family",156,Hypothetical proteins / Conserved
murB,murB,P9301_RS09200,P9301_00201,Protein Homology,21661.0,22554.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375586.1,UDP-N-acetylmuramate dehydrogenase,WP_011862048.1,P9301_00201,21661.0,22554.0,-,CK_Pro_MIT9301_00201,murB,"GO:0009252,GO:0055114,GO:0008762,GO:0016614,GO:0050660,GO:0016491",CK_00000347,C.2,Murein sacculus and peptidoglycan,"COG0812,bactNOG01505,bactNOG03572,cyaNOG01203","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",1.3.1.98,Transferred to 1.3.1.98,"peptidoglycan biosynthetic process,oxidation-reduction process,peptidoglycan biosynthetic process,oxidation-reduction process,UDP-N-acetylmuramate dehydrogenase activity,oxidoreductase activity%2C acting on CH-OH group of donors,flavin adenine dinucleotide binding,oxidoreductase activity",UDP-N-acetylenolpyruvoylglucosamine reductase,"TIGR00179,PF02873,PF01565,PS51387,IPR003170,IPR011601,IPR016166,IPR006094","UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal domain,FAD binding domain,PCMH-type FAD-binding domain profile.,UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal,FAD-binding domain%2C PCMH-type,FAD linked oxidase%2C N-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
murC,murC,P9301_RS09205,P9301_00211,Protein Homology,22570.0,23976.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006826.1,UDP-N-acetylmuramate--L-alanine ligase,WP_041484645.1,P9301_00211,22570.0,23916.0,-,CK_Pro_MIT9301_00211,murC,"GO:0007049,GO:0008360,GO:0051301,GO:0005524,GO:0008763,GO:0016874",CK_00000346,C.2,Murein sacculus and peptidoglycan,"COG0773,bactNOG00786,bactNOG85446,cyaNOG00623","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",6.3.2.8,UDP-N-acetylmuramate---L-alanine ligase%3B MurC synthetase%3B UDP-N-acetylmuramoyl-L-alanine synthetase%3B uridine diphospho-N-acetylmuramoylalanine synthetase%3B UDP-N-acetylmuramoylalanine synthetase%3B L-alanine-adding enzyme%3B UDP-acetylmuramyl-L-alanine synthetase%3B UDPMurNAc-L-alanine synthetase%3B L-Ala ligase%3B uridine diphosphate N-acetylmuramate:L-alanine ligase%3B uridine 5'-diphosphate-N-acetylmuramyl-L-alanine synthetase%3B uridine-diphosphate-N-acetylmuramate:L-alanine ligase%3B UDP-MurNAc:L-alanine ligase%3B alanine-adding enzyme%3B UDP-N-acetylmuramyl:L-alanine ligase%3B UDP-N-acetylmuramate:L-alanine ligase (ADP-forming),"cell cycle,regulation of cell shape,cell division,cell cycle,regulation of cell shape,cell division,ATP binding,UDP-N-acetylmuramate-L-alanine ligase activity,ligase activity",UDP-N-acetylmuramate-alanine ligase,"TIGR01082,PF08245,PF01225,PF02875,IPR013221,IPR000713,IPR005758,IPR004101","UDP-N-acetylmuramate--L-alanine ligase,Mur ligase middle domain,Mur ligase family%2C catalytic domain,Mur ligase family%2C glutamate ligase domain,Mur ligase%2C central,Mur ligase%2C N-terminal catalytic domain,UDP-N-acetylmuramate--L-alanine ligase,Mur ligase%2C C-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
gap,gap,P9301_RS09210,P9301_00221,Protein Homology,24170.0,25192.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862050.1,type I glyceraldehyde-3-phosphate dehydrogenase,WP_011862050.1,P9301_00221,24170.0,25192.0,+,CK_Pro_MIT9301_00221,gap2,"GO:0015977,GO:0008886",CK_00000017,"G.4,J.2","Glycolysis/gluconeogenesis,CO2 fixation","COG0057,bactNOG00550,cyaNOG00605","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)%3B triosephosphate dehydrogenase (NAD(P))%3B glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating),"carbon fixation,carbon fixation,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity",glyceraldehyde-3-phosphate dehydrogenase,"TIGR01534,PF02800,PF00044,PS00071,IPR020829,IPR020830,IPR006424,IPR020828","glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C C-terminal domain,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD binding domain,Glyceraldehyde 3-phosphate dehydrogenase active site.,Glyceraldehyde 3-phosphate dehydrogenase%2C catalytic domain,Glyceraldehyde 3-phosphate dehydrogenase%2C active site,Glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD(P) binding domain","116,164","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Photosynthesis"
thiL,thiL,P9301_RS09215,P9301_00231,Protein Homology,25193.0,26179.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817501.1,thiamine-phosphate kinase,WP_011862051.1,P9301_00231,25193.0,26179.0,-,CK_Pro_MIT9301_00231,thiL,"GO:0009228,GO:0009030",CK_00000345,B.10.5,Thiamine (b1),"COG0611,bactNOG04703,bactNOG99836,cyaNOG00663","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.7.4.16,thiamine-phosphate kinase%3B thiamin-monophosphate kinase%3B thiamin monophosphatase%3B thiamin monophosphokinase,"thiamine biosynthetic process,thiamine biosynthetic process,thiamine-phosphate kinase activity",thiamine-monophosphate kinase,"TIGR01379,PF00586,PF02769,IPR006283,IPR010918","thiamine-phosphate kinase,AIR synthase related protein%2C N-terminal domain,AIR synthase related protein%2C C-terminal domain,Thiamine-monophosphate kinase,PurM-like%2C C-terminal domain",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine
P9301_RS09220,,P9301_RS09220,P9301_00241,Protein Homology,26172.0,27263.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862052.1,peptidylprolyl isomerase,WP_011862052.1,P9301_00241,26172.0,27263.0,-,CK_Pro_MIT9301_00241,,"GO:0000413,GO:0006457,GO:0003755",CK_00000344,,,"COG0652,COG0419,bactNOG01204,cyaNOG01551","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",5.2.1.8,peptidylprolyl isomerase%3B PPIase%3B cyclophilin [misleading%2C see comments]%3B peptide bond isomerase%3B peptidyl-prolyl cis-trans isomerase,"protein peptidyl-prolyl isomerization,protein folding,protein peptidyl-prolyl isomerization,protein folding,peptidyl-prolyl cis-trans isomerase activity",cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein,"PF00160,PS50072,IPR002130","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain",95,Protein fate / Protein folding and stabilization
efp,efp,P9301_RS09225,P9301_00251,Protein Homology,27307.0,27867.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010312660.1,elongation factor P,WP_011862053.1,P9301_00251,27307.0,27867.0,+,CK_Pro_MIT9301_00251,efp,"GO:0006414,GO:0043043,GO:0003746,GO:0005737",CK_00000343,K.4,Translation factors,"COG0231,bactNOG04832,cyaNOG00531","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translational elongation,peptide biosynthetic process,translational elongation,peptide biosynthetic process,translation elongation factor activity,translational elongation,peptide biosynthetic process,translation elongation factor activity,cytoplasm",translation elongation factor P,"TIGR00038,PF09285,PF01132,PF08207,PS01275,IPR015365,IPR013852,IPR001059,IPR011768,IPR013185","translation elongation factor P,Elongation factor P%2C C-terminal,Elongation factor P (EF-P) OB domain,Elongation factor P (EF-P) KOW-like domain,Elongation factor P signature.,Elongation factor P%2C C-terminal,Translation elongation factor P/YeiP%2C conserved site,Translation elongation factor P/YeiP%2C central,Translation elongation factor P,Translation elongation factor%2C KOW-like",169,Protein synthesis / Translation factors
accB,accB,P9301_RS09230,P9301_00261,Protein Homology,27867.0,28373.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817504.1,acetyl-CoA carboxylase biotin carboxyl carrier protein,WP_011862054.1,P9301_00261,27873.0,28373.0,+,CK_Pro_MIT9301_00261,accB,"GO:0006633,GO:0009317,GO:0003989",CK_00000342,"H,H.2","Fatty acid%2C phospholipid and sterol metabolism,Fatty acid metabolism","COG0511,bactNOG29791,cyaNOG05487,cyaNOG02991,cyaNOG03254","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",6.4.1.2,acetyl-CoA carboxylase%3B HFA1 (gene name)%3B ACC1 (gene name)%3B acetyl coenzyme A carboxylase%3B acetyl-CoA:carbon-dioxide ligase (ADP-forming),"fatty acid biosynthetic process,fatty acid biosynthetic process,acetyl-CoA carboxylase complex,fatty acid biosynthetic process,acetyl-CoA carboxylase complex,acetyl-CoA carboxylase activity",acetyl-CoA carboxylase%2C biotin carboxyl carrier protein,"TIGR00531,PF00364,PS00188,PS50968,IPR000089,IPR001882,IPR001249","acetyl-CoA carboxylase%2C biotin carboxyl carrier protein,Biotin-requiring enzyme,Biotin-requiring enzymes attachment site.,Biotinyl/lipoyl domain profile.,Biotin/lipoyl attachment,Biotin-binding site,Acetyl-CoA biotin carboxyl carrier",176,Fatty acid and phospholipid metabolism / Biosynthesis
pdxA,pdxA,P9301_RS09235,P9301_00271,Protein Homology,28350.0,29384.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006832.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_041484646.1,P9301_00271,28350.0,29339.0,-,CK_Pro_MIT9301_00271,pdxA,"GO:0008615,GO:0055114,GO:0050570,GO:0051287",CK_00000341,B.10.4,Pyridoxine (b6),"COG1995,bactNOG00241,cyaNOG00894","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.1.1.262,4-hydroxythreonine-4-phosphate dehydrogenase%3B NAD+-dependent threonine 4-phosphate dehydrogenase%3B L-threonine 4-phosphate dehydrogenase%3B 4-(phosphohydroxy)-L-threonine dehydrogenase%3B PdxA%3B 4-(phosphonooxy)-L-threonine:NAD+ oxidoreductase%3B 4-phosphooxy-L-threonine:NAD+ oxidoreductase,"pyridoxine biosynthetic process,oxidation-reduction process,pyridoxine biosynthetic process,oxidation-reduction process,4-hydroxythreonine-4-phosphate dehydrogenase activity,NAD binding",4-hydroxythreonine-4-phosphate dehydrogenase PdxA,"TIGR00557,PF04166,IPR005255","4-hydroxythreonine-4-phosphate dehydrogenase PdxA,Pyridoxal phosphate biosynthetic protein PdxA,PdxA family",84,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridoxine
P9301_RS09240,,P9301_RS09240,P9301_00281,Protein Homology,29404.0,30282.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862056.1,NAD-dependent epimerase/dehydratase family protein,WP_011862056.1,P9301_00281,29404.0,30282.0,-,CK_Pro_MIT9301_00281,,,CK_00000340,R.3,Enzymes of unknown specificity,"COG0451,bactNOG09117,bactNOG19152,bactNOG24274,bactNOG57827,bactNOG22374,bactNOG15170,cyaNOG01686,cyaNOG02682","COG: MG,bactNOG: M,bactNOG: M,bactNOG: M,bactNOG: M,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: M,cyaNOG: M,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,,uncharacterized conserved NADP-binding domain-containing protein,"PF13460,PF04321,IPR036291,IPR029903","NAD(P)H-binding,RmlD substrate binding domain,NAD(P)-binding domain superfamily,RmlD-like substrate binding domain",703,Unknown function / Enzymes of unknown specificity
P9301_RS09250,,P9301_RS09250,P9301_00301,Protein Homology,30546.0,30947.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375596.1,HNH endonuclease,WP_011862058.1,P9301_00301,30546.0,30947.0,-,CK_Pro_MIT9301_00301,,"GO:0003676,GO:0004519",CK_00000339,"F.1,M.1","DNA replication%2C recombination%2C and repair,2'-Deoxyribonucleotide metabolism","NOG86494,COG1403,NOG295816,NOG69674,bactNOG53806,cyaNOG04857","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"nucleic acid binding,endonuclease activity",HNH endonuclease family protein,"PF01844,IPR002711,IPR003615","HNH endonuclease,HNH endonuclease,HNH nuclease",123,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / 2'-Deoxyribonucleotide metabolism
P9301_RS09255,,P9301_RS09255,P9301_00311,Protein Homology,31114.0,31566.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862059.1,DUF6554 family protein,WP_011862059.1,P9301_00311,31114.0,31566.0,-,CK_Pro_MIT9301_00311,,,CK_00001178,R.1,Conserved hypothetical domains,"COG0512,NOG40120,bactNOG70394,cyaNOG07798","COG: EH,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,putative bacterial type II secretion system protein,,,185,Unclassified / Role category not yet assigned
P9301_RS09260,,P9301_RS09260,P9301_00321,Protein Homology,31623.0,32135.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862060.1,AbrB family transcriptional regulator,WP_011862060.1,P9301_00321,31623.0,32135.0,-,CK_Pro_MIT9301_00321,,"GO:0010468,GO:0016021",CK_00001177,R.2,Conserved hypothetical proteins,"COG3180,NOG136115,NOG116850,bactNOG85588,bactNOG84605,bactNOG101660,cyaNOG05502,cyaNOG05620","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"regulation of gene expression,regulation of gene expression,integral component of membrane",conserved membrane protein%2C ArbrB family,"TIGR03082,PF05145,IPR017516,IPR007820","membrane protein AbrB duplication,Transition state regulatory protein AbrB,AbrB duplication,AbrB family",156,Hypothetical proteins / Conserved
P9301_RS09265,,P9301_RS09265,P9301_00331,Protein Homology,32269.0,32466.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862061.1,hypothetical protein,WP_011862061.1,P9301_00331,32269.0,32466.0,+,CK_Pro_MIT9301_00331,,,CK_00001349,R.2,Conserved hypothetical proteins,"NOG130504,bactNOG78728,cyaNOG08477","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
