gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
EZ55_RS18130,,EZ55_RS18130,ALTBGP6_03662,Protein Homology,4181048,4183261,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951031.1,TonB-dependent receptor,WP_156078935.1,"GO:0015343,GO:0038023,GO:0009279",cell outer membrane|0009279||IEA,"siderophore-iron transmembrane transporter activity|0015343||IEA,signaling receptor activity|0038023||IEA",,,ALTBGP6_03662,
EZ55_RS18135,,EZ55_RS18135,ALTBGP6_03663,Protein Homology,4183523,4184488,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951032.1,alpha/beta hydrolase fold domain-containing protein,WP_156078936.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ALTBGP6_03663,
EZ55_RS18140,,EZ55_RS18140,ALTBGP6_03664,Protein Homology,4184892,4185779,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980518.1,TraB/GumN family protein,WP_069945090.1,GO:0008233,,peptidase activity|0008233||IEA,,,ALTBGP6_03664,3.4.-.-
tuf,tuf,EZ55_RS18145,ALTBGP6_03665,Protein Homology,4186268,4187452,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233600.1,elongation factor Tu,WP_014977498.1,"GO:0006414,GO:0003746,GO:0005525",,"translation elongation factor activity|0003746||IEA,GTP binding|0005525||IEA",translational elongation|0006414||IEA,,ALTBGP6_03665,
fusA,fusA,EZ55_RS18150,ALTBGP6_03666,Protein Homology,4187516,4189618,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951035.1,elongation factor G,WP_014951035.1,"GO:0006414,GO:0003746,GO:0005525",,"translation elongation factor activity|0003746||IEA,GTP binding|0005525||IEA",translational elongation|0006414||IEA,,ALTBGP6_03666,
rpsG,rpsG,EZ55_RS18155,ALTBGP6_03667,Protein Homology,4189646,4190116,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_001742319.1,30S ribosomal protein S7,WP_014951036.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ALTBGP6_03667,
rpsL,rpsL,EZ55_RS18160,ALTBGP6_03668,Protein Homology,4190192,4190566,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005306278.1,30S ribosomal protein S12,WP_014951037.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ALTBGP6_03668,
rpoC,rpoC,EZ55_RS18165,ALTBGP6_03669,Protein Homology,4190876,4195048,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977617.1,DNA-directed RNA polymerase subunit beta',WP_039229319.1,"GO:0006351,GO:0003677,GO:0003899",,"DNA binding|0003677||IEA,DNA-directed RNA polymerase activity|0003899||IEA",DNA-templated transcription|0006351||IEA,,ALTBGP6_03669,2.7.7.6
rpoB,rpoB,EZ55_RS18170,ALTBGP6_03670,Protein Homology,4195130,4199158,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006002743.1,DNA-directed RNA polymerase subunit beta,WP_014977618.1,"GO:0006351,GO:0003677,GO:0003899",,"DNA binding|0003677||IEA,DNA-directed RNA polymerase activity|0003899||IEA",DNA-templated transcription|0006351||IEA,,ALTBGP6_03670,2.7.7.6
rplL,rplL,EZ55_RS18175,ALTBGP6_03671,Protein Homology,4199484,4199861,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233606.1,50S ribosomal protein L7/L12,WP_015068303.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ALTBGP6_03671,
rplJ,rplJ,EZ55_RS18180,ALTBGP6_03672,Protein Homology,4199919,4200437,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011573496.1,50S ribosomal protein L10,WP_014951041.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ALTBGP6_03672,
rplA,rplA,EZ55_RS18185,ALTBGP6_03673,Protein Homology,4200744,4201439,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951042.1,50S ribosomal protein L1,WP_014951042.1,"GO:0006412,GO:0003723,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,,ALTBGP6_03673,
rplK,rplK,EZ55_RS18190,ALTBGP6_03674,Protein Homology,4201444,4201872,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005493436.1,50S ribosomal protein L11,WP_014951043.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ALTBGP6_03674,
EZ55_RS18195,,EZ55_RS18195,ALTBGP6_03675,GeneMarkS-2+,4202117,4202419,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061096048.1,,,,,,ALTBGP6_03675,
nusG,nusG,EZ55_RS18200,ALTBGP6_03677,Protein Homology,4202765,4203316,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068310.1,transcription termination/antitermination protein NusG,WP_014951044.1,GO:0032784,,,regulation of DNA-templated transcription elongation|0032784||IEA,,ALTBGP6_03677,
secE,secE,EZ55_RS18205,ALTBGP6_03678,Protein Homology,4203321,4203698,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786335.1,preprotein translocase subunit SecE,WP_014951045.1,,,,,,ALTBGP6_03678,
EZ55_RS18215,,EZ55_RS18215,ALTBGP6_03680,Protein Homology,4204024,4205865,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786336.1,ABC transporter ATP-binding protein,WP_061486708.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,ALTBGP6_03680,7.-.-.-
EZ55_RS18220,,EZ55_RS18220,ALTBGP6_03681,Protein Homology,4206097,4206720,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980523.1,RraA family protein,WP_061486709.1,,,,,,ALTBGP6_03681,
EZ55_RS18225,,EZ55_RS18225,ALTBGP6_03682,Protein Homology,4206972,4209038,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951048.1,M13 family metallopeptidase,WP_061486710.1,"GO:0008237,GO:0008270",,"metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",,,ALTBGP6_03682,3.4.24.-
EZ55_RS18230,,EZ55_RS18230,ALTBGP6_03683,Protein Homology,4209175,4209867,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977625.1,lysoplasmalogenase,WP_061486711.1,,,,,,ALTBGP6_03683,
EZ55_RS18235,,EZ55_RS18235,ALTBGP6_03684,Protein Homology,4209864,4210262,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980526.1,ACT domain-containing protein,WP_061486712.1,,,,,,ALTBGP6_03684,
dbpA,dbpA,EZ55_RS18240,ALTBGP6_03685,Protein Homology,4210311,4211690,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951051.1,ATP-dependent RNA helicase DbpA,WP_014951051.1,"GO:0003676,GO:0003724,GO:0005524",,"nucleic acid binding|0003676||IEA,RNA helicase activity|0003724||IEA,ATP binding|0005524||IEA",,,ALTBGP6_03685,3.6.4.13
EZ55_RS18245,,EZ55_RS18245,ALTBGP6_03686,Protein Homology,4211690,4213000,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977628.1,substrate-binding periplasmic protein,WP_049588764.1,,,,,,ALTBGP6_03686,
pyrC,pyrC,EZ55_RS18250,ALTBGP6_03687,Protein Homology,4212970,4214016,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951053.1,dihydroorotase,WP_014951053.1,"GO:0019856,GO:0004151",,dihydroorotase activity|0004151||IEA,pyrimidine nucleobase biosynthetic process|0019856||IEA,,ALTBGP6_03687,3.5.2.3
EZ55_RS18255,,EZ55_RS18255,ALTBGP6_03688,Protein Homology,4214115,4214657,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977629.1,lipocalin family protein,WP_014951054.1,"GO:0006950,GO:0008289,GO:0009279",cell outer membrane|0009279||IEA,lipid binding|0008289||IEA,response to stress|0006950||IEA,,ALTBGP6_03688,
EZ55_RS18260,,EZ55_RS18260,ALTBGP6_03689,Protein Homology,4214913,4215863,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977630.1,aldo/keto reductase,WP_156078937.1,"GO:0016491,GO:0050661",,"oxidoreductase activity|0016491||IEA,NADP binding|0050661||IEA",,,ALTBGP6_03689,1.-.-.-
gloA2,gloA2,EZ55_RS18265,ALTBGP6_03690,Protein Homology,4215887,4216270,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951056.1,SMU1112c/YaeR family gloxylase I-like metalloprotein,WP_156078938.1,,,,,,ALTBGP6_03690,
EZ55_RS18270,,EZ55_RS18270,ALTBGP6_03691,Protein Homology,4216349,4217167,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999824.1,mechanosensitive ion channel family protein,WP_014977631.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,ALTBGP6_03691,
EZ55_RS18275,,EZ55_RS18275,ALTBGP6_03692,Protein Homology,4217293,4218510,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068321.1,MFS transporter,WP_014980533.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ALTBGP6_03692,
EZ55_RS18280,,EZ55_RS18280,ALTBGP6_03693,Protein Homology,4218790,4220739,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980534.1,alpha-amylase family glycosyl hydrolase,WP_156078939.1,"GO:0005975,GO:0003824",,catalytic activity|0003824||IEA,carbohydrate metabolic process|0005975||IEA,,ALTBGP6_03693,
EZ55_RS18285,,EZ55_RS18285,ALTBGP6_03694,Protein Homology,4221078,4221305,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999827.1,hypothetical protein,WP_231513121.1,,,,,,ALTBGP6_03694,
folE,folE,EZ55_RS18290,ALTBGP6_03695,Protein Homology,4221414,4222097,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980535.1,GTP cyclohydrolase I FolE,WP_014951061.1,"GO:0046654,GO:0003934",,GTP cyclohydrolase I activity|0003934||IEA,tetrahydrofolate biosynthetic process|0046654||IEA,,ALTBGP6_03695,3.5.4.16
folM,folM,EZ55_RS18295,ALTBGP6_03696,Protein Homology,4222259,4222966,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977635.1,dihydromonapterin reductase,WP_156078940.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,ALTBGP6_03696,1.5.1.50
EZ55_RS18300,,EZ55_RS18300,ALTBGP6_03697,Protein Homology,4223115,4224179,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977636.1,agmatine deiminase family protein,WP_061486719.1,"GO:0009446,GO:0016813",,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amidines|0016813||IEA,putrescine biosynthetic process|0009446||IEA,,ALTBGP6_03697,3.5.3.-
EZ55_RS18305,,EZ55_RS18305,ALTBGP6_03698,Protein Homology,4224166,4225059,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980538.1,carbon-nitrogen hydrolase,WP_156078941.1,,,,,,ALTBGP6_03698,
pdeM,pdeM,EZ55_RS18310,ALTBGP6_03699,Protein Homology,4225204,4225908,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068329.1,ligase-associated DNA damage response endonuclease PdeM,WP_156078942.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ALTBGP6_03699,3.1.-.-
EZ55_RS18315,,EZ55_RS18315,ALTBGP6_03700,Protein Homology,4226093,4228672,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977638.1,ligase-associated DNA damage response DEXH box helicase,WP_156078943.1,"GO:0003676,GO:0016818",,"nucleic acid binding|0003676||IEA,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides|0016818||IEA",,,ALTBGP6_03700,
EZ55_RS18320,,EZ55_RS18320,ALTBGP6_03701,Protein Homology,4228896,4230074,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980541.1,DUF418 domain-containing protein,WP_156078944.1,GO:0005886,plasma membrane|0005886||IEA,,,,ALTBGP6_03701,
EZ55_RS18325,,EZ55_RS18325,ALTBGP6_03702,Protein Homology,4230215,4231156,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980542.1,transporter substrate-binding domain-containing protein,WP_231506583.1,,,,,,ALTBGP6_03702,
EZ55_RS18330,,EZ55_RS18330,ALTBGP6_03703,Protein Homology,4231431,4232447,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068331.1,ligase-associated DNA damage response exonuclease,WP_041693872.1,,,,,,ALTBGP6_03703,3.1.-.-
EZ55_RS18335,,EZ55_RS18335,ALTBGP6_03704,Protein Homology,4232447,4234132,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977640.1,cisplatin damage response ATP-dependent DNA ligase,WP_156078945.1,"GO:0006281,GO:0006310,GO:0003910,GO:0005524",,"DNA ligase (ATP) activity|0003910||IEA,ATP binding|0005524||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",,ALTBGP6_03704,6.5.1.1
efpL,efpL,EZ55_RS18340,ALTBGP6_03705,Protein Homology,4234235,4234810,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951071.1,elongation factor P-like protein EfpL,WP_014951071.1,"GO:0006414,GO:0043043,GO:0003746",,translation elongation factor activity|0003746||IEA,"translational elongation|0006414||IEA,peptide biosynthetic process|0043043||IEA",yeiP,ALTBGP6_03705,
EZ55_RS18345,,EZ55_RS18345,ALTBGP6_03706,Protein Homology,4234912,4235880,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068334.1,carbohydrate kinase family protein,WP_014951072.1,"GO:0005975,GO:0016301",,kinase activity|0016301||IEA,carbohydrate metabolic process|0005975||IEA,,ALTBGP6_03706,2.7.1.-
EZ55_RS18350,,EZ55_RS18350,ALTBGP6_03707,Protein Homology,4236166,4237338,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951073.1,ROK family transcriptional regulator,WP_101566185.1,"GO:0006355,GO:0003677,GO:0003700,GO:0005524",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,ATP binding|0005524||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_03707,
EZ55_RS18355,,EZ55_RS18355,ALTBGP6_03708,Protein Homology,4237375,4238283,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951074.1,homocysteine S-methyltransferase family protein,WP_101566187.1,,,,,,ALTBGP6_03708,
EZ55_RS18360,,EZ55_RS18360,ALTBGP6_03709,GeneMarkS-2+,4238309,4239055,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156078946.1,,,,,,ALTBGP6_03709,
EZ55_RS18365,,EZ55_RS18365,ALTBGP6_03710,Protein Homology,4239174,4240076,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951076.1,LysR family transcriptional regulator,WP_039229262.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_03710,
EZ55_RS18370,,EZ55_RS18370,ALTBGP6_03711,Protein Homology,4240066,4240725,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999842.1,glutathione S-transferase family protein,WP_014951077.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,ALTBGP6_03711,2.5.1.-
EZ55_RS18375,,EZ55_RS18375,ALTBGP6_03712,Protein Homology,4240725,4241333,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951078.1,glutathione S-transferase family protein,WP_014951078.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,ALTBGP6_03712,2.5.1.-
EZ55_RS18380,,EZ55_RS18380,ALTBGP6_03713,Protein Homology,4241523,4242521,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980552.1,lipase secretion chaperone,WP_101566191.1,,,,,,ALTBGP6_03713,
EZ55_RS18385,,EZ55_RS18385,ALTBGP6_03714,Protein Homology,4242521,4243510,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980553.1,esterase/lipase family protein,WP_101566193.1,"GO:0016042,GO:0016787",,hydrolase activity|0016787||IEA,lipid catabolic process|0016042||IEA,,ALTBGP6_03714,3.1.1.-
ubiG,ubiG,EZ55_RS18390,ALTBGP6_03715,Protein Homology,4243760,4244512,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951081.1,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,WP_101566195.1,"GO:0006744,GO:0061542",,3-demethylubiquinol 3-O-methyltransferase activity|0061542||IEA,ubiquinone biosynthetic process|0006744||IEA,,ALTBGP6_03715,"2.1.1.222,2.1.1.64"
EZ55_RS18395,,EZ55_RS18395,ALTBGP6_03716,Protein Homology,4244677,4245036,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977645.1,DUF2237 family protein,WP_014951082.1,,,,,,ALTBGP6_03716,
EZ55_RS18400,,EZ55_RS18400,ALTBGP6_03717,Protein Homology,4245121,4246551,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013754779.1,aldehyde dehydrogenase family protein,WP_156078947.1,,,,,,ALTBGP6_03717,
EZ55_RS18405,,EZ55_RS18405,ALTBGP6_03718,Protein Homology,4246584,4248224,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951084.1,acetolactate synthase large subunit,WP_156078948.1,"GO:0000287,GO:0003824,GO:0030976",,"magnesium ion binding|0000287||IEA,catalytic activity|0003824||IEA,thiamine pyrophosphate binding|0030976||IEA",,,ALTBGP6_03718,2.2.1.6
EZ55_RS18410,,EZ55_RS18410,ALTBGP6_03719,Protein Homology,4248591,4248992,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951086.1,DUF4112 domain-containing protein,WP_156078949.1,,,,,,ALTBGP6_03719,
hemH,hemH,EZ55_RS18415,ALTBGP6_03720,Protein Homology,4249086,4250165,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951087.1,ferrochelatase,WP_014951087.1,"GO:0006779,GO:0004325",,ferrochelatase activity|0004325||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,ALTBGP6_03720,4.98.1.1
EZ55_RS18420,,EZ55_RS18420,ALTBGP6_03721,Protein Homology,4250378,4251979,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068347.1,AbgT family transporter,WP_207198752.1,"GO:1902604,GO:0015558",,secondary active p-aminobenzoyl-glutamate transmembrane transporter activity|0015558||IEA,p-aminobenzoyl-glutamate transmembrane transport|1902604||IEA,,ALTBGP6_03721,
hflC,hflC,EZ55_RS18425,ALTBGP6_03722,Protein Homology,4252275,4253156,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980558.1,protease modulator HflC,WP_014951089.1,"GO:0045861,GO:0030288",outer membrane-bounded periplasmic space|0030288||IEA,,negative regulation of proteolysis|0045861||IEA,,ALTBGP6_03722,
hflK,hflK,EZ55_RS18430,ALTBGP6_03723,Protein Homology,4253162,4254313,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068349.1,FtsH protease activity modulator HflK,WP_014951090.1,"GO:0045861,GO:0016020",membrane|0016020||IEA,,negative regulation of proteolysis|0045861||IEA,,ALTBGP6_03723,
hflX,hflX,EZ55_RS18435,ALTBGP6_03724,Protein Homology,4254381,4255670,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951091.1,ribosome rescue GTPase HflX,WP_014951091.1,GO:0005525,,GTP binding|0005525||IEA,,,ALTBGP6_03724,3.6.5.-
hfq,hfq,EZ55_RS18440,ALTBGP6_03725,Protein Homology,4255688,4255936,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951092.1,RNA chaperone Hfq,WP_014951092.1,"GO:0006355,GO:0003723",,RNA binding|0003723||IEA,regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_03725,
miaA,miaA,EZ55_RS18445,ALTBGP6_03726,Protein Homology,4256015,4256908,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786374.1,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,WP_231513148.1,"GO:0006400,GO:0052381,GO:0005737",cytoplasm|0005737||IEA,tRNA dimethylallyltransferase activity|0052381||IEA,tRNA modification|0006400||IEA,,ALTBGP6_03726,2.5.1.75
mutL,mutL,EZ55_RS18450,ALTBGP6_03727,Protein Homology,4256952,4258811,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951094.1,DNA mismatch repair endonuclease MutL,WP_156078951.1,"GO:0006298,GO:0005524,GO:0016887,GO:0030983",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,mismatched DNA binding|0030983||IEA",mismatch repair|0006298||IEA,,ALTBGP6_03727,
EZ55_RS18455,,EZ55_RS18455,ALTBGP6_03728,Protein Homology,4258906,4260255,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999857.1,N-acetylmuramoyl-L-alanine amidase,WP_014951095.1,"GO:0009253,GO:0008745",,N-acetylmuramoyl-L-alanine amidase activity|0008745||IEA,peptidoglycan catabolic process|0009253||IEA,,ALTBGP6_03728,
tsaE,tsaE,EZ55_RS18460,ALTBGP6_03729,Protein Homology,4260341,4260823,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951096.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,WP_014951096.1,GO:0002949,,,tRNA threonylcarbamoyladenosine modification|0002949||IEA,,ALTBGP6_03729,
EZ55_RS18465,,EZ55_RS18465,ALTBGP6_03730,Protein Homology,4260898,4262397,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999859.1,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_014951097.1,,,,,,ALTBGP6_03730,
queG,queG,EZ55_RS18470,ALTBGP6_03731,Protein Homology,4262404,4263546,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999860.1,tRNA epoxyqueuosine(34) reductase QueG,WP_014980562.1,"GO:0008033,GO:0008616,GO:0051539,GO:0052693",,"4 iron%2C 4 sulfur cluster binding|0051539||IEA,epoxyqueuosine reductase activity|0052693||IEA","tRNA processing|0008033||IEA,tRNA queuosine(34) biosynthetic process|0008616||IEA",,ALTBGP6_03731,1.17.99.6
EZ55_RS18475,,EZ55_RS18475,ALTBGP6_03732,Protein Homology,4263611,4264234,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980563.1,hypothetical protein,WP_069945116.1,,,,,,ALTBGP6_03732,
hemE,hemE,EZ55_RS18480,ALTBGP6_03733,Protein Homology,4264258,4265349,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999862.1,uroporphyrinogen decarboxylase,WP_014951100.1,"GO:0006779,GO:0004853",,uroporphyrinogen decarboxylase activity|0004853||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,ALTBGP6_03733,4.1.1.37
nudC,nudC,EZ55_RS18485,ALTBGP6_03734,Protein Homology,4265618,4266451,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980564.1,NAD(+) diphosphatase,WP_080760052.1,"GO:0000210,GO:0016787",,"NAD+ diphosphatase activity|0000210||IEA,hydrolase activity|0016787||IEA",,,ALTBGP6_03734,3.6.1.22
EZ55_RS18490,,EZ55_RS18490,ALTBGP6_03735,Protein Homology,4266613,4267077,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977657.1,Rsd/AlgQ family anti-sigma factor,WP_014977657.1,,,,,,ALTBGP6_03735,
EZ55_RS18495,,EZ55_RS18495,ALTBGP6_03736,Protein Homology,4267113,4267586,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951103.1,transcriptional repressor,WP_014951103.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_03736,
EZ55_RS18500,,EZ55_RS18500,ALTBGP6_03737,Protein Homology,4267576,4268040,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999866.1,chemotaxis protein CheX,WP_014951104.1,,,,,,ALTBGP6_03737,
EZ55_RS18505,,EZ55_RS18505,EZ55_RS18505,Protein Homology,4268030,4268467,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999867.1,secondary thiamine-phosphate synthase enzyme YjbQ,WP_014951105.1,"GO:0003824,GO:0005737",cytoplasm|0005737||IEA,catalytic activity|0003824||IEA,,,,
EZ55_RS18510,,EZ55_RS18510,ALTBGP6_03739,Protein Homology,4268569,4269765,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999868.1,OmpA family protein,WP_014951106.1,,,,,,ALTBGP6_03739,
dnaB,dnaB,EZ55_RS18515,ALTBGP6_03740,Protein Homology,4269892,4271277,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951107.1,replicative DNA helicase,WP_014951107.1,"GO:0006260,GO:0003677,GO:0003678,GO:0005524",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA",DNA replication|0006260||IEA,,ALTBGP6_03740,3.6.4.12
EZ55_RS18520,,EZ55_RS18520,ALTBGP6_03741,Protein Homology,4271393,4271863,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951108.1,hypothetical protein,WP_014951108.1,,,,,,ALTBGP6_03741,
EZ55_RS18525,,EZ55_RS18525,ALTBGP6_03742,Protein Homology,4272118,4273119,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977658.1,DUF4097 family beta strand repeat-containing protein,WP_014977658.1,,,,,,ALTBGP6_03742,
EZ55_RS18530,,EZ55_RS18530,ALTBGP6_03743,Protein Homology,4273133,4273630,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977659.1,hypothetical protein,WP_156078952.1,,,,,,ALTBGP6_03743,
EZ55_RS18535,,EZ55_RS18535,ALTBGP6_03744,Protein Homology,4273623,4274198,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980566.1,RNA polymerase sigma factor,WP_014951111.1,"GO:0006352,GO:0003677,GO:0016987",,"DNA binding|0003677||IEA,sigma factor activity|0016987||IEA",DNA-templated transcription initiation|0006352||IEA,,ALTBGP6_03744,
EZ55_RS18540,,EZ55_RS18540,ALTBGP6_03745,Protein Homology,4274316,4274966,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980567.1,MOSC domain-containing protein,WP_156078953.1,"GO:0003824,GO:0030151,GO:0030170",,"catalytic activity|0003824||IEA,molybdenum ion binding|0030151||IEA,pyridoxal phosphate binding|0030170||IEA",,,ALTBGP6_03745,
EZ55_RS18545,,EZ55_RS18545,ALTBGP6_03746,Protein Homology,4274988,4276100,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980568.1,MBL fold metallo-hydrolase,WP_156078954.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,,ALTBGP6_03746,
