ID,start,end,em_Preferred_name,em_BRITE,em_CAZy,em_COG_cat,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_ko,em_PFAMs,em_Preferred_name,em_desc,product,uniprot_entry_name,uniprot_protein_name,uniprot_gene_name
2626313243,1277006,1278406,pds,"ko00000,ko00001,ko00002,ko01000",,E,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006720,GO:0006721,GO:0006950,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009635,GO:0009636,GO:0009987,GO:0016020,GO:0016108,GO:0016109,GO:0016114,GO:0016116,GO:0016117,GO:0016491,GO:0016705,GO:0042221,GO:0042440,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0046148,GO:0050896,GO:0055114,GO:0071704,GO:0071944,GO:1901576",M00097,"ko00906,ko01100,ko01110,map00906,map01100,map01110",ko:K02293,Amino_oxidase,pds,Phytoene desaturase,three-step phytoene desaturase (EC 1.3.99.28)/zeta-carotene desaturase (EC 1.3.99.26),A3PAL1_PROM0,Phytoene dehydrogenase (EC 1.3.5.5),pds P9301_01631
2626313244,1278497,1278844,ndhM,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0009579,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0034357,GO:0042651,GO:0044424,GO:0044436,GO:0044464,GO:0048037,GO:0048038,GO:0055114,GO:0071944",M00145,"ko00190,ko01100,map00190,map01100",ko:K05584,NdhM,ndhM,"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration",Cyanobacterial and plastid NDH-1 subunit M,NDHM_PROM0,NAD(P)H-quinone oxidoreductase subunit M (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit M) (NDH-1 subunit M) (NDH-M),ndhM P9301_01641
2626313245,1278841,1279464,,,,S,,,,,DUF3172,,Alternative locus ID,Protein of unknown function (DUF3172),A3PAL3_PROM0,DUF3172 domain-containing protein,P9301_01651
2626313246,1279471,1280415,rbcR,,,K,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",,,,"HTH_1,LysR_substrate",rbcR,transcriptional regulator,"DNA-binding transcriptional regulator, LysR family",A3PAL4_PROM0,Putative Rubisco transcriptional regulator,rbcR P9301_01661
2626313247,1280499,1281227,,,,O,,,,,NnrU,,Alternative locus ID,Uncharacterized membrane protein,A3PAL5_PROM0,Predicted membrane protein,P9301_01671
2626313248,1281261,1283282,ndhF,"ko00000,ko00001,ko00002,ko01000",,CP,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0031224,GO:0034641,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0048037,GO:0048038,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:1901135,GO:1901360,GO:1901564",M00145,"ko00190,ko01100,map00190,map01100",ko:K05577,"Proton_antipo_C,Proton_antipo_M,Proton_antipo_N",ndhF,"COG1009 NADH ubiquinone oxidoreductase subunit 5 (chain L) Multisubunit Na H antiporter, MnhA subunit Energy production and conversion Inorganic ion transport and metabolism",NADH dehydrogenase subunit L (EC 1.6.5.3),A3PAL6_PROM0,Putative NADH Dehydrogenase (Complex I) subunit (Chain 5) (EC 1.6.5.3),ndhF P9301_01681
2626313249,1283413,1285008,ndhD,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009579,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0031224,GO:0034357,GO:0034641,GO:0042651,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0048037,GO:0048038,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:1901135,GO:1901360,GO:1901564",M00145,"ko00190,ko01100,map00190,map01100",ko:K05575,Proton_antipo_M,ndhD,"NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH dehydrogenase subunit M (EC 1.6.5.3),NU4C_PROM0,"NAD(P)H-quinone oxidoreductase chain 4 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4) (NDH-1, chain 4)",ndhD P9301_01691
2626313250,1285135,1285953,scpA,"ko00000,ko03036",,D,,,,ko:K05896,SMC_ScpA,scpA,Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves,condensin subunit ScpA,A3PAL8_PROM0,Segregation and condensation protein A,P9301_01701
2626313251,1286001,1287179,cugP,"ko00000,ko00001,ko00002,ko01000",,H,"GO:0000166,GO:0001882,GO:0001884,GO:0002134,GO:0003674,GO:0003824,GO:0003983,GO:0005488,GO:0006011,GO:0006139,GO:0006725,GO:0006793,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009225,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0019103,GO:0032549,GO:0032551,GO:0032553,GO:0032557,GO:0034641,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0046872,GO:0051748,GO:0055086,GO:0070569,GO:0071704,GO:0097159,GO:0097367,GO:1901135,GO:1901265,GO:1901360,GO:1901363","M00114,M00361,M00362","ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130","ko:K00966,ko:K16881","Hexapep,NTP_transferase",cugP,"Catalyzes the formation of UDP-glucose, from UTP and glucose 1-phosphate","NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis proteins",A3PAL9_PROM0,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Cyanobacterial UDP-glucose pyrophosphorylase) (UDP-glucose pyrophosphorylase) (UDP-Glc PPase),cugP P9301_01711
2626313252,1287163,1288053,metF,"ko00000,ko00001,ko00002,ko01000",,C,,M00377,"ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523",ko:K00297,MTHFR,metF,Alternative locus ID,"5,10-methylenetetrahydrofolate reductase",A3PAM0_PROM0,Methylenetetrahydrofolate reductase,metF P9301_01721
2626313253,1288131,1288409,csgD,,,K,,,,,GerE,csgD,luxR family,"transcriptional regulator, LuxR family",A3PAM1_PROM0,"Bacterial regulatory protein, LuxR family",csgD P9301_01731
2626313254,1288372,1288560,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PAM2_PROM0,Uncharacterized protein,P9301_01741
2626313255,1288627,1289124,,"ko00000,ko00001,ko00002,ko01000",,S,,M00695,"ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213",ko:K01768,CYTH,,Alternative locus ID,"CYTH domain, found in class IV adenylate cyclase and various triphosphatases",A3PAM3_PROM0,Uncharacterized protein conserved in bacteria,P9301_01751
2626313256,1289125,1290036,nadK2,"ko00000,ko00001,ko01000",,F,"GO:0000166,GO:0003674,GO:0003824,GO:0003951,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006741,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,"ko00760,ko01100,map00760,map01100",ko:K00858,NAD_kinase,nadK2,"Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP",NAD kinase,A3PAM4_PROM0,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase),nadK P9301_01761
2626313257,1290046,1290366,ndhE,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009579,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0030964,GO:0031224,GO:0032991,GO:0034357,GO:0034641,GO:0042651,GO:0042773,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044436,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0046034,GO:0046483,GO:0048037,GO:0048038,GO:0050136,GO:0055086,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072521,GO:0098796,GO:0098797,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204",M00145,"ko00190,ko01100,map00190,map01100",ko:K05576,Oxidored_q2,ndhE,"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration",NADH dehydrogenase subunit K (EC 1.6.5.3),A3PAM5_PROM0,"NAD(P)H-quinone oxidoreductase subunit 4L (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 4L) (NADH-plastoquinone oxidoreductase subunit 4L) (NDH-1, subunit 4L) (NDH-E)",ndhE P9301_01771
2626313258,1290385,1290984,ndhG,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0031224,GO:0044425,GO:0048037,GO:0048038,GO:0050136,GO:0055114",M00145,"ko00190,ko01100,map00190,map01100",ko:K05578,Oxidored_q3,ndhG,Belongs to the complex I subunit 6 family,NADH dehydrogenase subunit J (EC 1.6.5.3),A3PAM6_PROM0,NADH-quinone oxidoreductase subunit J (EC 7.1.1.-),ndhG P9301_01781
2626313259,1290998,1291624,ndhI,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0008137,GO:0008150,GO:0008152,GO:0009579,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0034357,GO:0042651,GO:0043167,GO:0043169,GO:0044424,GO:0044436,GO:0044464,GO:0046872,GO:0048037,GO:0048038,GO:0050136,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071944",M00145,"ko00190,ko01100,map00190,map01100",ko:K05580,"Fer4,Fer4_7",ndhI,"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient",NADH-plastoquinone oxidoreductase subunit I protein,NDHI_PROM0,NAD(P)H-quinone oxidoreductase subunit I (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit I) (NDH-1 subunit I) (NDH-I),ndhI P9301_01791
2626313260,1291693,1292811,ndhA,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009579,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0031224,GO:0034357,GO:0042651,GO:0044237,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0045333,GO:0048037,GO:0048038,GO:0055114,GO:0071944",M00145,"ko00190,ko01100,map00190,map01100",ko:K05572,NADHdh,ndhA,"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient",NADH dehydrogenase subunit H (EC 1.6.5.3),NU1C_PROM0,NAD(P)H-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit 1) (NDH-1 subunit 1) (NDH-A),ndhA P9301_01801
2626313261,1292887,1294032,gltA,"br01601,ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016740,GO:0016746,GO:0016999,GO:0017144,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044464,GO:0045333,GO:0046912,GO:0055114,GO:0071704,GO:0072350","M00009,M00010,M00012,M00740","ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230",ko:K01647,Citrate_synt,gltA,Belongs to the citrate synthase family,citrate synthase (EC 2.3.3.1),A3PAM9_PROM0,Citrate synthase,gltA P9301_01811
2626313262,1294158,1295618,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PAN0_PROM0,Uncharacterized protein,P9301_01821
2626313263,1295708,1296058,pspE,,,P,,,,,Rhodanese,pspE,Alternative locus ID,Rhodanese-related sulfurtransferase,A3PAN1_PROM0,Rhodanese-like protein,pspE P9301_01831
2626313264,1296059,1297303,trpB,"ko00000,ko00001,ko00002,ko01000",,E,"GO:0000162,GO:0003674,GO:0003824,GO:0004834,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",M00023,"ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230",ko:K01696,PALP,trpB,The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine,"tryptophan synthase, beta chain (EC 4.2.1.20)",TRPB_PROM0,Tryptophan synthase beta chain (EC 4.2.1.20),trpB P9301_01841
2626313265,1297352,1297663,sui1,"ko00000,ko00001,ko03012",,J,,,"ko03013,map03013",ko:K03113,SUI1,sui1,Translation initiation factor,translation initiation factor 1 (eIF-1/SUI1),A3PAN3_PROM0,Translation initiation factor SUI1,sui1 P9301_01851
2626313266,1297706,1298329,cysC,"ko00000,ko00001,ko00002,ko01000",,F,"GO:0000103,GO:0000166,GO:0003674,GO:0003824,GO:0004020,GO:0005488,GO:0005524,GO:0006790,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009403,GO:0009404,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0017144,GO:0019748,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044272,GO:0044550,GO:0070813,GO:0070814,GO:0097159,GO:0097367,GO:1901265,GO:1901363",M00176,"ko00230,ko00920,ko01100,ko01120,map00230,map00920,map01100,map01120",ko:K00860,APS_kinase,cysC,Catalyzes the synthesis of activated sulfate,adenylylsulfate kinase (EC 2.7.1.25),A3PAN4_PROM0,Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase),cysC P9301_01861
2626313267,1298344,1298880,purE,"ko00000,ko00001,ko00002,ko01000",,F,,M00048,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",ko:K01588,AIRC,purE,Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR),5-(carboxyamino)imidazole ribonucleotide mutase,A3PAN5_PROM0,N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase),purE P9301_01871
2626313268,1298970,1299668,chlM,"ko00000,ko00001,ko01000",,H,"GO:0003674,GO:0003824,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008757,GO:0009058,GO:0009987,GO:0015979,GO:0015994,GO:0015995,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0036068,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046406,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",,"ko00860,ko01100,ko01110,map00860,map01100,map01110",ko:K03428,"Mg-por_mtran_C,PrmA,Ubie_methyltran",chlM,Alternative locus ID,Mg-protoporphyrin IX methyltransferase (EC 2.1.1.11),A3PAN6_PROM0,Magnesium protoporphyrin IX methyltransferase (EC 2.1.1.11),chlM P9301_01881
2626313269,1299673,1300401,ycf29,,,K,,,,,"GerE,Response_reg",ycf29,response regulator,"two component transcriptional regulator, LuxR family",A3PAN7_PROM0,Two-component response regulator,P9301_01891
2626313270,1300461,1301606,,"ko00000,ko00001,ko01000,ko02048,ko03016,ko03029",,E,,,"ko00730,ko01100,ko04122,map00730,map01100,map04122",ko:K04487,Aminotran_5,,Alternative locus ID,Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme,A3PAN8_PROM0,NifS-like aminotransferase class-V (EC 2.8.1.7),P9301_01901
2626313271,1301620,1302522,rsmH,"ko00000,ko01000,ko03009",,J,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",,,ko:K03438,Methyltransf_5,rsmH,Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA,16S rRNA (cytosine(1402)-N(4))-methyltransferase,RSMH_PROM0,Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH),rsmH mraW P9301_01911
2626313272,1302561,1303748,ndhH,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0008150,GO:0008152,GO:0009579,GO:0016020,GO:0016491,GO:0016651,GO:0034357,GO:0036094,GO:0042651,GO:0044424,GO:0044436,GO:0044464,GO:0048037,GO:0048038,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363",M00145,"ko00190,ko01100,map00190,map01100",ko:K05579,Complex1_49kDa,ndhH,"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration",NADH dehydrogenase subunit D (EC 1.6.5.3),NDHH_PROM0,NAD(P)H-quinone oxidoreductase subunit H (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase subunit H) (NDH-1 subunit H) (NDH-H),ndhH P9301_01921
2626313273,1303758,1304210,,"ko00000,ko00001,ko00002,ko01000",,S,"GO:0003674,GO:0003824,GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0047617,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663",M00116,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K12073,"4HBT,4HBT_2",,"Catalyzes the hydrolysis of 1,4-dihydroxy-2-naphthoyl- CoA (DHNA-CoA) to 1,4-dihydroxy-2-naphthoate (DHNA), a reaction involved in phylloquinone (vitamin K1) biosynthesis",Acyl-CoA thioesterase FadM,DNCH_PROM0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase (DHNA-CoA hydrolase) (EC 3.1.2.28) (DHNA-CoA thioesterase)",P9301_01931
2626313274,1304214,1305428,menE,"ko00000,ko00001,ko00002,ko01000",,IQ,,M00116,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K01911,"AMP-binding,AMP-binding_C",menE,O-succinylbenzoic acid--CoA ligase,AMP-binding enzyme,A3PAP2_PROM0,Probable O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase) (EC 6.2.1.26),menE P9301_01941
2626313275,1305413,1306378,menC,"ko00000,ko00001,ko00002,ko01000",,M,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009233,GO:0009234,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663",M00116,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K02549,MR_MLE_C,menC,Belongs to the mandelate racemase muconate lactonizing enzyme family,Enolase C-terminal domain-like,A3PAP3_PROM0,Putative O-succinylbenzoate synthase (EC 6.2.1.26),menC P9301_01951
2626313276,1306375,1307292,menA,"ko00000,ko00001,ko00002,ko01000,ko01006",,M,"GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006766,GO:0006775,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009233,GO:0009234,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016765,GO:0031224,GO:0032194,GO:0042180,GO:0042181,GO:0042362,GO:0042371,GO:0042372,GO:0042373,GO:0042374,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044425,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663",M00116,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K02548,UbiA,menA,"Involved in the synthesis of phylloquinone (vitamin K1). Catalyzes the transfer of a prenyl chain to 2-carboxy-1,4- naphthoquinone","1,4-dihydroxy-2-naphthoate phytyltransferase",A3PAP4_PROM0,"2-carboxy-1,4-naphthoquinone phytyltransferase (EC 2.5.1.130) (1,4-dihydroxy-2-naphthoate phytyltransferase) (DHNA phytyltransferase)",menA P9301_01961
2626313277,1307394,1308806,menF,"ko00000,ko00001,ko00002,ko01000",,HQ,,M00116,"ko00130,ko01053,ko01100,ko01110,ko01130,map00130,map01053,map01100,map01110,map01130",ko:K02552,Chorismate_bind,menF,Isochorismate synthase Menaquinone-specific isochorismate synthase,chorismate binding enzyme,A3PAP5_PROM0,Isochorismate synthase (EC 5.4.4.2),menF P9301_01971
