filename,locus_tag,type,start,end,strand,gene,product,db_xref,EC_number,KO,KEGG_KM,KEGG_manual,antiSMASH,BioV_transp,blast_phytohormones,blast_vibrioferrin,blast_DMSP,dbCAN_CAZy,Species,recommended_name,systematic_name,synonyms,Unnamed: 0,main,sub,path,ecpath,path_id,signal_product,SignalP,EC_number1,EC_number2,category_x,N Enzyme name,EC numbers,Unnamed: 3,_merge,EC_number_pattern,category_y,enzyme name,category,is_signal
28108.53,IHCOGGJP_03413,CDS,3897303,3897929,-,,hypothetical protein,,,,,,,"2.A.58.1.2|[sodium(1+),phosphate(3-)]",,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03414,CDS,3897904,3898452,-,,hypothetical protein,,,K14683,,,,"2.A.58.1.2|[sodium(1+),phosphate(3-)]",,,,,Alteromonas macleodii 1A3,,,,21379.0,09150 Organismal Systems,09152 Endocrine system,"04928 Parathyroid hormone synthesis, secretion and action [PATH:ko04928]","K14683  SLC34A, NPT, nptA; solute carrier family 34 (sodium-dependent phosphate cotransporter)",K14683,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03415,CDS,3898568,3899620,-,tas,Protein tas,COG:COG0667,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,Protein tas,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03416,CDS,3899703,3900761,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03417,CDS,3901155,3903632,+,,hypothetical protein,,,K17734,,,,,,,,,Alteromonas macleodii 1A3,,,,36516.0,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K17734  aprX; serine protease AprX [EC:3.4.21.-],K17734,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_03418,CDS,3903725,3904570,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_03419,CDS,3904725,3905564,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03420,CDS,3905644,3908802,+,pknD_2,Serine/threonine-protein kinase PknD,,2.7.11.1,,,,,,,,,,Alteromonas macleodii 1A3,non-specific serine/threonine protein kinase,ATP:protein phosphotransferase (non-specific),"p70 S6 kinase;serine/threonine protein kinase pkaB;calcium-dependent protein kinase 2;PSKH1;p90 ribosomal S6 kinase;ULK3;CK-2alpha;nonphototropic hypocotyl protein 1;glycogen synthase kinase-3;Ser/Thr protein kinase;serine/threonine-protein kinase PAK 7;casein kinase2;P460;Serine/threonine kinase 15;casein kinase I homolog hhp1;protein kinase PVPK-1;testis-specific serine/threonine kinase 2;SMG-1;casein kinase I, gamma 1 isoform;CKII kinase;SPS1-related proline alanine-rich kinase;AKT;serine/threonine-protein kinase Kist;cyclic monophosphate-dependent protein kinase;plastid casein kinase II;dSTPK61;serine/threonine-protein kinase 1;serine/threonine-protein kinase ASK1;MIL proto-oncogene serine/threonine-protein kinase;threonine-protein kinase7;AMPKalpha2;protein serine kinase;ISPK-1;serine-specific protein kinase;RP1 protein;protein kinase Bgamma;cytidine 3',5'-cyclic monophosphate-responsive protein kinase;protein kinase Balpha;casein kinase I, gamma 2 isoform;PKA;MPSK;5'-AMP-activated protein kinase, catalytic alpha-1 chain;DNA damage response protein kinase DUN1;PI3Kdelta;protein kinase B;casein kinase I homolog cki3;testis specific serine/threonine kinase 4;protein serine/threonine kinase;protein kinase Cbk1p;leucine-rich repeat kinase 2;casein kinase 1;protein kinase DBF20;XEEK1 kinase;casein kinase 2;JNK;PK1;mBub1b;P21-activated kinase-1;HSPK 21;cyclin-dependent kinase 5;RSK2;ZIP kinase;PIKK;SPAK;serine/threonine protein kinase BUD32;myotonic dystrophy protein kinase;ribosomal protein S6 kinase alpha 3;phosphorylase b kinase kinase;GSK-3;CARDIAK;serine/threonine-protein kinase CTR1;serine/threonine-protein kinase pkn5;meiosis-specific serine/threonine-protein kinase MEK1;Chk1 kinase;c-mil protein;protein serine-threonine kinase;type-2 casein kinase;serine/threonine-protein kinase AtPK1/AtPK6;protein kinase Sgk;STYK1;serine/threonine-protein kinase sck1;serine/threonine-protein kinase pak1/shk1;Rio2;RKIN1 protein;CD43-associated serine/threonine kinase;protein kinase cds1;US3 kinase;Protein kinase Krct;ROCK1;AcMNPV-pk-1;Pim-2h;TSSK-4;RAF1;casein kinase I, gamma 3 isoform;SpkG;Stt7;spermatozoon associated protein kinase;casein kinase 2 alpha4;Akt protein kinase;Serine/threonine kinase Ayk1;RAC-alpha serine/threonine kinase;Calcium-dependent protein kinase C;PP1;casein kinase Iepsilon;PKD1;Yck1 casein kinase I;PRP4 pre-mRNA processing factor 4 homolog;protein kinase dsk1;MAST2;IpL1protein kinase;StpK;HSPK 36;protein kinase DC1;p46Eg265;Ataxia telangiectasia mutated homolog;KIAA0369;serine/threonine protein kinase pkaA;RIP2;threonine-specific protein kinase;serine/threonine-protein kinase7;casein kinase I gamma 2;CK2;serine/threonine-protein kinase PAK 4;threonine Pim kinase;Cell division cycle 2-like;Hc-akt-1;Hpr kinase;LRRK2;EC 2.7.1.37;Breast-tumor-amplified kinase;CPK;5'-AMP-activated protein kinase, catalytic alpha-2 chain;CK1 gamma 2;PBL1;histone kinase;NDR protein kinase;serine/threonine-protein kinase transforming protein mil;DR_2518;testis-specific serine/threonine protein kinase 5 variant alpha;PknD;MAP kinase-activated protein kinase 2;cell cycle protein kinase spo4;Krct;ribosomal S6 protein kinase;mitosis inducer protein kinase cdr2;Ataxia-telangiectasia and Rad3-Related;ratAurA;hormonally upregulated neu tumor-associated kinase;BRAF;MAPKAP kinase-2;Tssk3;Pak1 protein;A-kinase;kinase-related apoptosis-inducing protein kinase 1;serine/threonine-protein kinase;CKIepsilon-2;SRK;casein kinase I homolog cki1;SpkA;Env7;protein kinase 2;nitrogen permease reactivator protein;CKI-alpha;LKB1;rac-PK;MAP kinase activated protein kinase 2;mitotic checkpoint serine/threonine-protein kinase BUB1;Murine serine-threonine kinase 38;protein kinase D1;CK1epsilon;testis-specific serine/threonine protein kinase 5 variant beta;casein kinase 1 gamma1;Serine/threonine-protein kinase NYD-SPK;suppressor of morphogenesis in genitalia-1;protein glutamyl kinase;CLK1;Cdc7Hs protein;RIPK2;CPK21;serine/threonine-protein kinase YPK1;kinase, protamine (phosphorylating);casein kinase 2alpha;RSK;ribosomal protein S6 kinase II;SGK;STK38;serine/threonine-protein kinase STE20;TSSK5;casein kinase 1 delta;serine/threonine-protein kinase nrc-2;phosphatidylinositol 3-kinase-related kinase;SNF1-type serine-threonine protein kinase;PrkA;PKN1;M phase-specific cdc2 kinase;AKT1;rpkA;PknH;Titin, heart isoform N2-B;Rho-associated kinase 1;casein kinase I homolog HRR25;RSK1;calcium and calmodulin-dependent serine/threonine protein kinase type II;Lymphocyte-oriented kinase;Tssk4;CaMK-related kinase;ATR;serine/threonine-protein kinase PAK 3;PI3Kgamma;Ire1p kinase;casein kinase I, delta isoform like;LOC_Os03g55490;Ataxia telangiectasia mutated;HuCds1;cyclin-dependent kinase;WNK4;serine/threonine-protein kinase ASK2;serine/threonine-protein kinase IRE1 precursor;ribosomal protein S6 kinase II alpha;Protein kinase PKL12;Ca2+/calmodulin-dependent protein kinase II;serine/threonine-protein kinase RCK2;cyclic nucleotide-dependent protein kinase;UNC51;A-T, mutated homolog;serine/threonine-protein kinase-like protein E;betaIIPKC;PKG;Yck2p;cell division control protein 7;protein kinase A;cAMP-dependent protein kinase A;serine-threonine kinase B;serine/threonine protein kinase 16;serine/threonine-protein kinase fused;glycogen synthase kinase-3beta;serine/threonine-protein kinase PAK1;Apg1p;PDK1;MAST1;serine/threonine-protein kinase orb6;RPS2;glycogen synthase kinase 3beta;serine-threonine kinase PknF;CLP-36 interacting kinase;TPK I;ribosomal protein S6 kinase;GSK-3beta;S6KII alpha;ovarian-specific serine/threonine-protein kinase Lok;Gin4p protein kinase;AaSTPK;CSNK1G2;CK1;serine/threonine protein kinase;NTHK2 kinase;slr1443;CaMKrk;calcium-dependent protein kinase SK5;S6K1alphaII;protein kinase CK2;phosphoinositide-dependent protein kinase-2;serine-threonine kinase 38;serine/threonine-protein kinase SKS1;ribosomal protein S6 kinase alpha 6;Cki3;hPSK;CDPK3;p-AKT;WNK1;Ern1p;RAC-PKgamma;casein kinase II;pyruvate dehydrogenase kinase 1;serine(threonine) protein kinase;Unc51.1;BA-Stk1;Myristoylated and palmitoylated serine-threonine kinase;HRR25;30 kDa protein kinase homolog;Kiz-1;3-phosphoinositide dependent protein kinase-1;PknF;Raf-1;SsoPK2;PRP4 kinase;SAST;p70 ribosomal S6 kinase 1;casein kinase I homolog 3;testis-specific serine/threonine kinase 4;Pkb2;homeodomain-interacting protein kinase 2;CPK1;HIPK2;serine/threonine-protein kinase NEK3;Phototropin;RqkA;protein kinase p58;serine/threonine-protein kinase SCH9;ribosomal protein S6 kinase alpha 1;cell division cycle 7-related protein kinase;G11 protein;STE20/SPS1-related proline-alanine rich protein kinase;RNP kinase;serine/threonine protein kinase R (PKR)-like endoplasmic reticulum kinase;tumor progression locus 2 serine/threonine kinase;PKD2;SNF1-like protein kinase;protein kinase D;SAPK4;protein kinase D2;DM kinase;MAPK-activated protein kinase-2;Hunk;CKI;MAST3;Glc7;CSNK1D;ribosomal S6 kinase 2;PknI;serine/threonine-specific protein kinase;RSK3;MAPK-activated protein kinase 2;serine/threonine-protein kinase pkn6;sporulation-specific protein 1;serine/threonine-protein kinase H1;SsoPK5;SNF1-related protein kinase KIN10;Ste20-like kinase;SpkD;TSSK1;serine/threonine-protein kinase shk2;Serine/threonine-protein kinase NRK2;protein kinase B/Akt;serine/threonine kinase 17A;pp90rsk Ser/Thr kinase;Twitchin kinase;serine/threonine-protein kinase cot-1;Anti-sigma B factor rsbT;PknA;PKBalpha;NDR1;PknB;serine/threonine-protein kinase SKM1;casein kinase 1gamma;protein kinase B gamma;CARD3;casein kinase 1epsilon-2;S6K1;SSTK;cell cycle protein kinase hsk1;serine-threonine protein kinase;plastid transcription kinase;STE;nuclear Dbf2-related 1;CK1delta;serine-threonine kinase pk-1;PkaG;Pkb4;calcium-dependent protein kinase, isoform 2;serine protein kinase;serine/threonine-protein kinase Pk61C;RICK;protein kinase (phosphorylating);serine/threonine kinase;NPH1;GSK3;serine threonine tyrosine kinase 1;protein–serine/threonine kinase;serine kinase;cell division control protein 15;PkaE;TPL2;receptor-interacting serine/threonine kinase 2;testis-specific kinase 4;S6K2;testis-specific serine/threonine protein kinase 5 variant gamma;MLK3;PASK;serine/threonine-protein kinase pknD;ribosomal S6 kinase (Rsk-2);90S6K;hBUBR1;PK2;STN7 kinase;casein kinase I, alpha isoform;chloroplast casein kinase II;serine/threonine-protein kinase unc-51;SCD10.09;ATP-protein transphosphorylase;PKL12;casein kinase 1epsilon-1;RMIL serine/threonine-protein kinase;CK2-alpha;phosphoinositide-dependent kinase-1;G2-specific protein kinase fin1;Cdc7 kinase;serine/threonine-protein kinase RIM15;eukaryotic type serine/threonine protein kinase;autophagy serine/threonine-protein kinase APG1;BCG protein kinase G;PKN;serine/threonine-protein kinase CBK1;RIO serine protein kinase;tau-protein kinase I;PIM1;MAPKAP-K1a;calcium-dependent protein kinase, isoform 1;Ser/Thr kinase;CKII;protein-aspartyl kinase;mitotic checkpoint serine/threonine-protein kinase BUB1 beta;p70(S6k);serine/threonine-protein kinase NEK2;casein kinase;LIMK;testis-specific serine/threonine kinase 1;protein kinase HIPK2;CaMKII;HsCdc7;serine/threonine-protein kinase PTK1/STK1;SSO0433;p82 kinase;Kinase interacting with stathmin;serine/;MPK38;Ms-pknF;PDK2;CK1epsilon-1;ethylene receptor protein NTHK2;mitosis inducer protein kinase cdr1;death-associated protein kinase 1;microtubule-associated serine/threonine kinase family;ribosomal protein S6 kinase alpha 2;MAST-l;kinase, protein, C (phosphorylating);Tssk;serine/threonine-protein kinase PAK 1;DNA-PKcs;mitotic control element nim1+;serine/threonine kinase 38;p54 S6 kinase 2;mPDK1;Raf kinase;serine/threonine-protein kinase Chk1;EC 2.7.1.70;DNPK1;protein casein kinase II;serine/threonine-protein kinase ssp1;Calcium/phospholipid-dependent protein kinase;MT-PK;AP50 kinase;PkB kinase;RAC/Akt kinase;eukaryotic-like serine/threonine kinase;CK1alpha;protein kinase cek1;phospho-AMP-activated protein kinase;phosphatidylinositol 3-kinase;CK1 gamma 1;murine protein serine-threonine kinase 38;serine/threonine-protein kinase ark1;Pim-2;serine/threonine-protein kinase KIN3;calcium-dependent protein kinase;casein kinase I, epsilon isoform;serine-threonine kinase AKT;DMPK;c-Jun N-terminal kinase;p53-related protein kinase;OspCKII;Protein kinase B kinase;DNA damage-responsive serine/threonine-protein kinase;3-phosphoinositide-dependent kinase 1;ataxia-telangiectasia mutated;AMH type II receptor;casein kinase I, delta isoform;mycobacterial serine/threonine protein kinase;protein-serine kinase;membrane-associated protein-serine/threonine kinase;Pak1;PknG;SpkB;PknE;Akt-1;ribosomal protein S6 kinase II beta;STE20-like kinase MST3;PpkA;S6K;serine/threonine-protein kinase GIN4;p21-activated kinase 4;calcium-dependent protein kinase, isoform 11;serine/threonine protein kinase 31;CK2alpha4;PKB;serine/threonine-protein kinase DCAMKL1;carbon catabolite derepressing protein kinase;protamine kinase;Pkb1;casein kinase 1epsilon-3;casein kinase I homolog hhp2;DR2518;serine/threonine-protein kinase KSP1;protein-serine/threonine kinase;Tau-tubulin kinase 1;More;GSK3beta;Pkb6;serine/threonine-protein kinase ULK1;discs overgrown protein kinase;Protein kinase MST;serine/threonine-protein kinase pkn2;serine/threonine-protein kinase prp4;CSNK1G1;checkpoint kinase 1;kinase, protein (phosphorylating);MLK4;STE20-like kinase MST1;casein kinase-2;phosphoinositide 3-kinase;serine/threonine-protein kinase STE20 homolog;CKII alpha;serine/threonine-protein kinase IPL1;P-CIP2;protein kinase PKX1;RAC-beta serine/threonine protein kinase;SPAK/STE20;serine/threonine-protein kinase RCK1;nuclear Dbf2-related protein kinase;p46XlEg22;serine/threonine-protein kinase CLA4;cell cycle protein kinase DBF2;DCAMKL1;sucrose nonfermenting 1-related protein kinase 1;CK-2;kinase, casein (phosphorylating);CK1gamma;pEg2;PknL;casein kinase I, beta isoform;checkpoint serine/threonine-protein kinase bub1;casein kinase I homolog 2;serine/threonine-protein kinase PTK2/STK2;Pkb3;negative regulator of sexual conjugation and meiosis;protein kinase DC2;piD261;protein kinase C, mu type;YabT;RAC-gamma serine/threonine protein kinase;PkaD;Ste20-related protein kinase;DMCK1;hARK1;calcium-dependent protein kinase, isoform AK1;AKin10;serine/threonine-protein kinase Sgk;STE20-like kinase MST2;KpnK;ESTK;DAP-kinase;casein kinase-II;Ste20p-like protein kinase CaCla4p;AMPK;Rho-associated kinase II;protein kinase N1;SpkE;Rio2 protein;eukaryotic-like serine/threonine protein kinase;serine/threonine-protein kinase transforming protein Rmil;serine/threonine-protein kinase SAT4;protein kinase Rim15p;serine/threonine-protein kinase 11;p110alpha;casein kinase 1delta;calcium dependent protein kinase 3;CDPK;Aurora A;serine/threonine-protein kinase YPK2/YKR2;ORF47 protein;PSK-H1;PI3K;protein kinase C;CK1 gamma 3;BUB1 protein kinase;Rio1 kinase;PTK;pp39-mos;serine/threonine protein kinase afsK;DM-kinase;CDK2;ESTPK;ROCKII;CDC25 suppressing protein kinase;serine/threonine kinase 17B;afRio1 kinase;DNA-dependent protein kinase catalytic subunit;casein kinase 1alpha;Pkb5;SGK1;serine/threonine kinase PRP4 homolog;MAPKAPK-2;syntrophin-associated serine/threonine kinase;myotonin-protein kinase;Cdk5;CDPK-related protein kinase;WNK4 kinase;EDPK;testis-specific serine/threonine protein kinase 5 variant delta;MAST4;testis-specific serine/threonine kinase;casein kinase I homolog 1;PERK;STN7;PAK-3;CKIepsilon-3;protein phosphokinase;serine/threonine-protein kinase AtPK19;RAF proto-oncogene serine/threonine-protein kinase;PAK4;ZIPK;TSSK2;SsoPK3;AsfK;Akt-3;serine/threonine kinase 11;WNK1 kinase;A-T, mutated;MAPKAP-K2;14-3-3;casein kinase I;Yck1p;Pre-mRNA protein kinase;protein kinase Cmu;rDRAK1;Hank's type serine/threonine kinase;mitogen-activated S6 kinase;serine/threonine-protein kinase KIN4;kinase, protein, A (phosphorylating);peripheral plasma membrane protein CASK;Akt3;Stk33;insulin-stimulated protein kinase;protein kinas B;TSK-4;hPDK1;cyclin-dependent kinase 2;serine/threonine protein kinase B;ribosomal protein S6 kinase beta 2;Pim1 serine/threonine kinase;S-receptor kinase;serine-threonine kinase;Rsk-1 S6 kinase;Chk1;pprA;LIM domain kinase 1;CKI-beta;SnRK1;serine/threonine-protein kinase pknA;eukaryotic-type serine/threonine protein kinase;glycogen synthase kinase 3 beta;hPAK1;protein kinase B alpha;protein kinase Doa;ATM;MAPK-activated protein kinase 1a;serine/threonine-protein kinase Chk2;STE20/SPS1-related, proline alanine-rich kinase;serine/threonine-protein kinase PAK 2;AKT2;ataxia- and Rad3-related;T-antigen kinase;Switch protein/serine kinase;glycogen synthase kinase-3alphabeta;STK11;glycogen synthase kinase 3;hydroxyalkyl-protein kinase;NY-REN-55 antigen;protein-cysteine kinase;StkP;protein kinase KIN1;serine kinase Rio1",,,,,,,Serine_threonine-protein kinase PknD,OTHER,2.7.11.-,2.7.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03421,CDS,3908795,3909484,+,nreB,Oxygen sensor histidine kinase NreB,,2.7.13.3,,,,,,,,,,Alteromonas macleodii 1A3,histidine kinase,ATP:protein-L-histidine N-phosphotransferase,"LOVHK;sensory transduction histidine kinase;aerobic respiration control sensor/response regulatory protein;sensor protein ciaH;copper resistance, histidine kinase;nitrate/nitrite sensor protein narX;osmolarity sensor protein envZ;PA2824;PRRB;nitrate/nitrite sensor protein;histidine kinase BA1478;BSU40400;HK29S;SagS;HP1364;sensor protein luxN;globin-coupled histidine kinase;histidine kinase BA1351;TorS;FrzE;RaxH;virulence sensor protein bvgS precursor;PhoQ;histidine protein kinase KinB;ethylene receptor;histidine kinase PilS;adaptive-response sensory-kinase A;HK853;histidine kinase DivJ;histidine kinase BA2291;VF_A0360;sensor protein pfeS;PA3974;sensory histidine kinase;Hik14;AHK5;W83 FimS;chemotaxis protein;BSU19190;histidine kinase 34;sporulation histidine kinase;sensor protein phoQ;ethylene receptor 2 (PhETR2);Hik1;sensor-like histidine kinase senX3;nitrogen regulation protein ntrY homolog;gliding motility regulatory protein;histidine kinase BA2644;Ppr;PGN_0904;two-component regulatory protein sensor kinase KdpD;sensor protein irlS;Hik41;DesK;SPAK;nitrate/nitrite sensor protein narQ;nitrate-nitrite sensor protein;sensory kinase in multi-component regulatory system with TorR;SphS;BA-LOV-HK;CzcS;KINA;high-affinity potassium transport system;aerobic respiration control sensor protein arcB homolog;sensor protein cutS;sensor protein zraS;PYP phytochrome-related protein;histidine kinase2;HP0244;FimS;histidine kinase Hik33;LOC_Os06g44410;nodulation protein V;histidine kinase BA4223;VncS, histidine kinase;histidine kinase BA3702;histidine kinase BA2636;cytokinin independent I histidine kinase;LOV-HK;PA0928;histidine kinase SasA;sensor protein divL;histidine kinase CikA;sensor protein vanS (vancomycin resistance protein vanS);sensory HK;ETR1 ethylene receptor;NIK1;C4-dicarboxylate transport sensor protein dctB;sporulation kinase D;CitA;BarA protein;blue-light-activated histidine kinase;HydH;AHK;NarX;class III HK;PdhS;osmosensor group III histidine kinase;chemotaxis protein CheA (sensory transducer kinase);histidine protein kinase, sensor protein;development and carotenogenesis control-1 protein;SaeS;BinK;HISTIDIN kinase (histidine protein kinase PlnB, sensor protein);AN4479.2;CovS;CheA;DivJ;sensor protein citS;hK3;sensor protein qseC;secretion system regulator:sensor component;KdpD;LovK;two-component sensor kinase;phosphate regulon sensor protein phoR;sensor protein evgS precursor;tetrathionate reductase complex: sensory transduction histidine kinase;sensory kinase (alternative) in two-component regulatory system with CreB (or alternatively PhoB), senses catabolite repression;nisin biosynthesis sensor protein nisK;phosphoglycerate transport system sensor protein pgtB;histidine kinase Hik10;VirA;sensor protein EvgS;BOS1;Mhz1;CC_0285;two-component sensor kinase yesM;SCO3062;chemotaxis-specific histidine autokinase CheA;AlHK1p;sensor protein roxS;AaHSK1;LeETR1;LPG2458;ETR1;CYTOKININ-INDEPENDENT 1;SO2145;sensor protein sphS;ethylene resistant 1;Group III HK;sensor protein uhpB;PleCHKD;TcsC;FixL;Group III histidine kinase;sensor protein luxQ;AHK1;receptor histidine kinase;HK17;sensory kinase in two-component regulatory system with CpxR, senses misfolded proteins in bacterial envelope;NodV protein;MtrB;sensor protein narQ homolog;two component sensor kinase/response regulator protein RcsC;ArsS;sensor protein vanSB (vancomycin B-type resistance);HpkA HK;His kinase;AtoS;drug sensory protein A;HCH03701;DcuS;sensor protein dcuA;ethylene receptor (PE-ETR1);two-component regulatory protein;VC_0622;sensor protein chvG (histidine kinase sensory protein);PleC-DivJ homolog sensor;histidine sensor kinase;sensor kinase cusS;tricarboxylic transport: regulatory protein;hybrid histidine kinase;sporulation kinase C (sensor kinase);chemotaxis histidine kinase;AtBphP2;sensor protein chvG;DctB;cytokinin-independent1;histidine protein kinase;cyanobacterial phytochrome B;NME1;BarA sensor kinase (sensory histidine kinase);AfGcHK;sensor protein afsQ2;subtilin biosynthesis sensor protein spaK;PhoR1;EspA;ThkA;sensor protein kinase (sensor protein PhoQ);sensor protein rcsC (capsular synthesis regulator);hK5;CitAP;alkaline phosphatase synthesis sensor protein phoR;KinD;sensor histidine kinase DesK;VC0622;Hik33;sensor protein barA;StHK;osmolarity two-component system protein SLN1;cbei2073;BA2291;sensor protein rstB;CpxA;sensor protein basS/pmrB;alrO117;histidine autokinase CheA;TMAO reductase S;histidine kinase BA1356;CPR0195;alginate biosynthesis sensor protein KINB;thermosensor histidine kinase;sensor protein kdpD;sensor histidine kinase D;Slr1759;wide host range virA protein (WHR virA);chemotaxis protein cheA;sensory transduction protein kinase;AtoS-AtoC two-component signal transduction system;Arabidopsis histidine kinase 5;sensor histidine kinase regB (PrrB protein);AgrC;sensory histidine kinase in two-component regulatory system with DcuR, senses fumarate/C4-dicarboxylate;iron-sensing histidine kinase;ethylene receptor 1 (LeETR1);methanol utilization control sensor protein moxY;At2g47430;LuxQ;sensor histidine kinase mtrB;sensory/regulatory protein rpfC;NCU00939;sensor protein torS;ornithine decarboxylase antizyme;bacteriophytochrome;sporulation kinase A (stage II sporulation protein J);NTHK2;histidine kinase Ppr;YbdK;PaBphP-PCD;PhyA;MtrA;sensor protein cssS;AtBphP1;sensor histidine kinase;osmolarity sensor protein (protein histidine);phytochrome-like protein cph1 (light-regulated histidine);sensory kinase in two-component regulatory system with PhoB, regulates pho regulon;class I HK;two component system histidine kinase;Hik16;VicK-like protein;ChiS;CinS;VFA0072;sensor with histidine kinase;sensor protein atoS;two-component system histidine kinase;cbei4484;BAB2_0652;CKI1 histidine kinase;positive and negative sensor protein for pho regulon;VicK;YycG;slr1147;KinB;DCC-1 protein;SenS;nitrogen regulation protein NR(II);orphan hybrid histidine kinase;ethylene receptor12 (PhETR2);sensor histidine kinase CpxA;nitrate-responsive histidine kinase;sensor protein czcS;SAOUHSC_00021;sensor protein copS;sensory histidine kinase in two-component regulatory system with ArcA;histidine kinase Hik16;photoactive yellow protein phytochrome-related protein;sensor kinase citA;BctE;trimethylamine-N-oxide reductase S;nitrogen regulation protein ntrB;HP0165;heme-nitric oxide oxygen binding proteins-associated histidine kinase;SHK;RodK;HK1;FlgS;sensory histidine kinase in two-component regulatory system with NarP;Hik34;SS1G_12694;PA2524;sensor kinase dpiB;histidine kinase CKI1;phytochrome A;RcsC;sensor histidine kinase A;ohkAsp;More;HK cytokinin-independent1;sporulation kinase;sensor protein gacS;TWO component response regulator transcription regulator protein;33277 FimS;YycFG;HORVU7Hr1G030040;sensor protein yycG;sensor protein creC;Ni2+-sensing histidine kinase NrsS;sensor protein rprX;TM_0853;cytokinin independent1;nitrogen regulation protein ntrY;sensor protein cpxA;aerobic respiration control sensor protein arcB;sensor protein degS;NreB;group III two-component histidine kinase;Chk1p;histidine kinase Hik41;CKI1RD;WalK;Arabidopsis histidine kinase;histidine kinase BA5029;LadS;HK2;LOV;KinC;sensor kinase dpiB (sensor kinase citA);histidine kinase EnvZ;limited host range virA protein(LHR virA);two-component histidine kinase;histidine autokinase;transmembrane sensor histidine kinase transcription regulator protein;Shk1;HHK1;HhkA;sensor protein fixL;CKI1;Hik1-44;autolysin sensor kinase;GacS;Hik2;Drak;ethylene receptor (CS-ETR1);NikA;sensor protein resE;histidine kinase3;sensor protein rcsC;light sensor histidine kinase;EvgS;stage 0 sporulation protein A homolog;two-component system sensor protein;light-activated histidine kinase;NM23;ethylene receptor (MEETR1) (Cm-ETR1);two-component sensor kinase czcS;ENVZ;sporulation kinase C;C4-dicarboxylate transport sensor protein dctS;DraK histidine kinase;CusS;ethanolamine two-component sensor kinase;histidine kinase Hik34;SasA;phosphate-sensing histidine kinase SphS;RgfC;PleC;histidine kinase PleC;sporulation kinase B;YycG kinase;multidomain membrane sensor kinase;UhpB;CckA;bacteriophytochrome (phytochrome-like protein);cyanobacterial phytochrome A;ethylene receptor 2 (LeETR2);sensor protein;DosT;virulence sensor protein phoQ;sensory kinase in two-component regulatory system wtih KdpE, regulates kdp operon;signal transduction histidine kinase;BA-LOV-histidine kinase;sensor protein baeS;CheN;sensor kinase;FimS histidine kinase;sensor protein for basR;sensor protein dcuS",,,,,,,Oxygen sensor histidine kinase NreB,OTHER,2.7.13.-,2.7.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03422,CDS,3909481,3910110,+,nreC,Oxygen regulatory protein NreC,COG:COG2197,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,Oxygen regulatory protein NreC,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_03423,CDS,3910373,3912820,-,,hypothetical protein,,,K17734,,,,,,,,,Alteromonas macleodii 1A3,,,,36516.0,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K17734  aprX; serine protease AprX [EC:3.4.21.-],K17734,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_03424,CDS,3913044,3913586,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_03425,CDS,3913695,3914312,-,,hypothetical protein,,,K06867,,,,,,,,,Alteromonas macleodii 1A3,,,,57837.0,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06867  K06867; uncharacterized protein,K06867,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
