gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
MASE_RS14700,,MASE_RS14700,MASE_14755,Protein Homology,3426169,3426501,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950529.1,hypothetical protein,WP_014950529.1,,,,,,MASE_14755,
MASE_RS14705,,MASE_RS14705,MASE_14760,Protein Homology,3426553,3426825,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977260.1,hypothetical protein,WP_014950530.1,,,,,,MASE_14760,
MASE_RS14710,,MASE_RS14710,MASE_14765,Protein Homology,3426952,3429216,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999365.1,TonB-dependent receptor,WP_014950531.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,MASE_14765,
MASE_RS14715,,MASE_RS14715,MASE_14770,Protein Homology,3430014,3430676,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950532.1,GntR family transcriptional regulator,WP_014950532.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,MASE_14770,
prpB,prpB,MASE_RS14720,MASE_14775,Protein Homology,3430742,3431617,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999367.1,methylisocitrate lyase,WP_014950533.1,"GO:0019629,GO:0046421",,methylisocitrate lyase activity|0046421||IEA,propionate catabolic process%2C 2-methylcitrate cycle|0019629||IEA,,MASE_14775,4.1.3.30
prpC,prpC,MASE_RS14725,MASE_14780,Protein Homology,3431877,3433001,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977262.1,bifunctional 2-methylcitrate synthase/citrate synthase,WP_014950534.1,"GO:0019679,GO:0036440,GO:0050440",,"citrate synthase activity|0036440||IEA,2-methylcitrate synthase activity|0050440||IEA",propionate metabolic process%2C methylcitrate cycle|0019679||IEA,,MASE_14780,"2.3.3.16,2.3.3.5"
acnD,acnD,MASE_RS14730,MASE_14785,Protein Homology,3433020,3435611,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980139.1,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,WP_014950535.1,"GO:0019679,GO:0047456",,2-methylisocitrate dehydratase activity|0047456||IEA,propionate metabolic process%2C methylcitrate cycle|0019679||IEA,,MASE_14785,4.2.1.99
prpF,prpF,MASE_RS14735,MASE_14790,Protein Homology,3436019,3437200,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999370.1,2-methylaconitate cis-trans isomerase PrpF,WP_014950536.1,"GO:0019629,GO:0016853",,isomerase activity|0016853||IEA,propionate catabolic process%2C 2-methylcitrate cycle|0019629||IEA,,MASE_14790,
MASE_RS14740,,MASE_RS14740,MASE_14795,Protein Homology,3437322,3438578,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999371.1,response regulator,WP_014950537.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MASE_14795,
MASE_RS14745,,MASE_RS14745,MASE_14800,Protein Homology,3438589,3440166,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950538.1,sodium:solute symporter family transporter,WP_014950538.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MASE_14800,
MASE_RS14750,,MASE_RS14750,MASE_14805,Protein Homology,3440268,3441974,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980143.1,PH domain-containing protein,WP_014950539.1,GO:0005515,,protein binding|0005515||IEA,,,MASE_14805,
MASE_RS14755,,MASE_RS14755,MASE_14810,Protein Homology,3441974,3442528,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999374.1,PH domain-containing protein,WP_014950540.1,GO:0005515,,protein binding|0005515||IEA,,,MASE_14810,
arcB,arcB,MASE_RS14760,MASE_14815,Protein Homology,3442759,3445113,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950541.1,aerobic respiration two-component sensor histidine kinase ArcB,WP_014950541.1,"GO:0000160,GO:0006355,GO:0016310,GO:0000155,GO:0016020",membrane|0016020||IEA,phosphorelay sensor kinase activity|0000155||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA,phosphorylation|0016310||IEA",,MASE_14815,2.7.13.3
MASE_RS14765,,MASE_RS14765,MASE_14820,Protein Homology,3445213,3446148,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950542.1,N-acetylmuramoyl-L-alanine amidase,WP_014950542.1,"GO:0009253,GO:0008745",,N-acetylmuramoyl-L-alanine amidase activity|0008745||IEA,peptidoglycan catabolic process|0009253||IEA,,MASE_14820,3.5.1.28
gltB,gltB,MASE_RS14770,MASE_14825,Protein Homology,3446811,3451277,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067891.1,glutamate synthase large subunit,WP_014950543.1,"GO:0006537,GO:0008152,GO:0003824,GO:0015930,GO:0016491",,"catalytic activity|0003824||IEA,glutamate synthase activity|0015930||IEA,oxidoreductase activity|0016491||IEA","glutamate biosynthetic process|0006537||IEA,metabolic process|0008152||IEA",,MASE_14825,1.4.1.13
MASE_RS14775,,MASE_RS14775,MASE_14830,Protein Homology,3451291,3452706,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999379.1,FAD-dependent oxidoreductase,WP_014950544.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,MASE_14830,
MASE_RS14780,,MASE_RS14780,MASE_14835,Protein Homology,3452835,3454352,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977265.1,M20/M25/M40 family metallo-hydrolase,WP_014950545.1,GO:0016787,,hydrolase activity|0016787||IEA,,,MASE_14835,
MASE_RS14785,,MASE_RS14785,MASE_14840,Protein Homology,3454512,3454961,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950546.1,hypothetical protein,WP_014950546.1,,,,,,MASE_14840,
MASE_RS14790,,MASE_RS14790,MASE_14845,Protein Homology,3455171,3455758,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999381.1,DUF2726 domain-containing protein,WP_014950547.1,,,,,,MASE_14845,
MASE_RS14795,,MASE_RS14795,MASE_14850,Protein Homology,3455923,3456624,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980148.1,5'-methylthioadenosine/adenosylhomocysteine nucleosidase,WP_014950548.1,"GO:0009116,GO:0009164,GO:0019509,GO:0008782,GO:0008930",,"adenosylhomocysteine nucleosidase activity|0008782||IEA,methylthioadenosine nucleosidase activity|0008930||IEA","nucleoside metabolic process|0009116||IEA,nucleoside catabolic process|0009164||IEA,L-methionine salvage from methylthioadenosine|0019509||IEA",,MASE_14850,3.2.2.9
MASE_RS14800,,MASE_RS14800,MASE_14855,Protein Homology,3456626,3457573,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950549.1,cobalamin biosynthesis protein CobD/CbiB,WP_014950549.1,"GO:0009236,GO:0015420,GO:0048472",,"ABC-type vitamin B12 transporter activity|0015420||IEA,threonine-phosphate decarboxylase activity|0048472||IEA",cobalamin biosynthetic process|0009236||IEA,,MASE_14855,
MASE_RS14805,,MASE_RS14805,MASE_14860,Protein Homology,3457588,3458493,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950550.1,cobalamin-binding protein,WP_014950550.1,,,,,,MASE_14860,
MASE_RS14810,,MASE_RS14810,MASE_14865,Protein Homology,3458627,3459031,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999384.1,rhodanese-like domain-containing protein,WP_014950551.1,,,,,,MASE_14865,
MASE_RS14815,,MASE_RS14815,MASE_14870,Protein Homology,3459168,3459569,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950552.1,DUF2721 domain-containing protein,WP_014950552.1,,,,,,MASE_14870,
MASE_RS14820,,MASE_RS14820,MASE_14875,Protein Homology,3459566,3460171,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950553.1,GNAT family N-acetyltransferase,WP_014950553.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,MASE_14875,2.3.1.-
MASE_RS14825,,MASE_RS14825,MASE_14880,Protein Homology,3460202,3461560,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519589.1,FAD-dependent oxidoreductase,WP_014950554.1,"GO:0016491,GO:0050660",,"oxidoreductase activity|0016491||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,MASE_14880,1.-.-.-
MASE_RS14830,,MASE_RS14830,MASE_14885,Protein Homology,3461658,3462011,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980153.1,DUF1428 domain-containing protein,WP_014950555.1,,,,,,MASE_14885,
MASE_RS14835,,MASE_RS14835,MASE_14890,Protein Homology,3462027,3462653,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950556.1,hypothetical protein,WP_014950556.1,,,,,,MASE_14890,
MASE_RS14840,,MASE_RS14840,MASE_14895,Protein Homology,3462650,3463177,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999390.1,RNA polymerase sigma factor,WP_014950557.1,"GO:0006352,GO:0003677,GO:0016987",,"DNA binding|0003677||IEA,sigma factor activity|0016987||IEA",DNA-templated transcription initiation|0006352||IEA,,MASE_14895,
MASE_RS14845,,MASE_RS14845,MASE_14900,Protein Homology,3463248,3463955,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950558.1,hypothetical protein,WP_014950558.1,,,,,,MASE_14900,
tyrS,tyrS,MASE_RS14850,MASE_14905,Protein Homology,3464331,3465530,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519590.1,tyrosine--tRNA ligase,WP_014950559.1,"GO:0006437,GO:0000166,GO:0004831,GO:0005524",,"nucleotide binding|0000166||IEA,tyrosine-tRNA ligase activity|0004831||IEA,ATP binding|0005524||IEA",tyrosyl-tRNA aminoacylation|0006437||IEA,,MASE_14905,6.1.1.1
MASE_RS14855,,MASE_RS14855,MASE_14910,Protein Homology,3465847,3467172,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067897.1,OapA family protein,WP_014950560.1,,,,,,MASE_14910,
MASE_RS14860,,MASE_RS14860,MASE_14915,Protein Homology,3467183,3468385,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980159.1,anhydro-N-acetylmuramic acid kinase,WP_014950561.1,"GO:0006040,GO:0009254,GO:0005524,GO:0016773",,"ATP binding|0005524||IEA,phosphotransferase activity%2C alcohol group as acceptor|0016773||IEA","amino sugar metabolic process|0006040||IEA,peptidoglycan turnover|0009254||IEA",,MASE_14915,2.7.1.170
MASE_RS14865,,MASE_RS14865,MASE_14920,Protein Homology,3468449,3469702,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977268.1,ArsB/NhaD family transporter,WP_014950562.1,"GO:0006810,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,MASE_14920,
fucP,fucP,MASE_RS14870,MASE_14925,Protein Homology,3469950,3471287,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067899.1,L-fucose:H+ symporter permease,WP_014950563.1,"GO:0015756,GO:0015150,GO:0015535",,"fucose transmembrane transporter activity|0015150||IEA,fucose:proton symporter activity|0015535||IEA",fucose transmembrane transport|0015756||IEA,,MASE_14925,
MASE_RS14875,,MASE_RS14875,MASE_14930,Protein Homology,3471787,3473106,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980161.1,carbohydrate porin,WP_014977269.1,,,,,,MASE_14930,
MASE_RS14880,,MASE_RS14880,MASE_14935,Protein Homology,3473317,3474438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519596.1,alkene reductase,WP_014950565.1,"GO:0010181,GO:0016491",,"FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA",,,MASE_14935,
MASE_RS14885,,MASE_RS14885,MASE_14940,Protein Homology,3474539,3474985,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950566.1,SRPBCC family protein,WP_014950566.1,GO:0005488,,binding|0005488||IEA,,,MASE_14940,
MASE_RS14890,,MASE_RS14890,MASE_14945,Protein Homology,3475187,3476998,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950567.1,trans-sulfuration enzyme family protein,WP_014950567.1,"GO:0019346,GO:0016846,GO:0030170",,"carbon-sulfur lyase activity|0016846||IEA,pyridoxal phosphate binding|0030170||IEA",transsulfuration|0019346||IEA,,MASE_14945,
MASE_RS14895,,MASE_RS14895,MASE_14950,Protein Homology,3477154,3478146,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980165.1,D-2-hydroxyacid dehydrogenase,WP_014950568.1,,,,,,MASE_14950,
MASE_RS14900,,MASE_RS14900,MASE_14955,Protein Homology,3478219,3478791,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999402.1,glutathione S-transferase family protein,WP_014950569.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,MASE_14955,2.5.1.-
erpA,erpA,MASE_RS14905,MASE_14960,Protein Homology,3478983,3479327,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011573453.1,iron-sulfur cluster insertion protein ErpA,WP_014950570.1,"GO:0016226,GO:0051536",,iron-sulfur cluster binding|0051536||IEA,iron-sulfur cluster assembly|0016226||IEA,,MASE_14960,
MASE_RS14910,,MASE_RS14910,MASE_14965,Protein Homology,3479576,3480409,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977271.1,polyphosphate kinase 2 family protein,WP_014950571.1,,,,,,MASE_14965,
minE,minE,MASE_RS14915,MASE_14970,Protein Homology,3480458,3480718,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519604.1,cell division topological specificity factor MinE,WP_014950572.1,GO:0032955,,,regulation of division septum assembly|0032955||IEA,,MASE_14970,
minD,minD,MASE_RS14920,MASE_14975,Protein Homology,3480718,3481527,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519605.1,septum site-determining protein MinD,WP_014950573.1,"GO:0000918,GO:0016887",,ATP hydrolysis activity|0016887||IEA,division septum site selection|0000918||IEA,,MASE_14975,
minC,minC,MASE_RS14925,MASE_14980,Protein Homology,3481558,3482340,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980168.1,septum site-determining protein MinC,WP_014950574.1,"GO:0000918,GO:1901891,GO:0004857",,enzyme inhibitor activity|0004857||IEA,"division septum site selection|0000918||IEA,regulation of cell septum assembly|1901891||IEA",,MASE_14980,
MASE_RS14930,,MASE_RS14930,MASE_14985,Protein Homology,3482694,3484067,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950575.1,class II fumarate hydratase,WP_014950575.1,"GO:0006099,GO:0006106,GO:0004333,GO:0045239",tricarboxylic acid cycle heteromeric enzyme complex|0045239||IEA,fumarate hydratase activity|0004333||IEA,"tricarboxylic acid cycle|0006099||IEA,fumarate metabolic process|0006106||IEA",,MASE_14985,4.2.1.2
MASE_RS14935,,MASE_RS14935,MASE_14990,Protein Homology,3484221,3484559,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980170.1,hypothetical protein,WP_014950576.1,,,,,,MASE_14990,
azu,azu,MASE_RS14940,MASE_14995,Protein Homology,3484750,3485199,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950577.1,azurin,WP_014950577.1,"GO:0005507,GO:0009055",,"copper ion binding|0005507||IEA,electron transfer activity|0009055||IEA",,,MASE_14995,
MASE_RS14945,,MASE_RS14945,MASE_15000,Protein Homology,3485402,3486511,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018693951.1,putative manganese transporter,WP_232362771.1,,,,,,MASE_15000,
MASE_RS14950,,MASE_RS14950,MASE_15005,Protein Homology,3486570,3487277,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977277.1,DUF6776 family protein,WP_041693834.1,,,,,,MASE_15005,
MASE_RS14955,,MASE_RS14955,MASE_15010,Protein Homology,3487384,3489060,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067911.1,chloride channel protein,WP_039235311.1,"GO:0006821,GO:0055085,GO:0005247",,voltage-gated chloride channel activity|0005247||IEA,"chloride transport|0006821||IEA,transmembrane transport|0055085||IEA",,MASE_15010,
MASE_RS14960,,MASE_RS14960,MASE_15015,Protein Homology,3489062,3489490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950581.1,CopD family protein,WP_014950581.1,GO:0046872,,metal ion binding|0046872||IEA,,,MASE_15015,
MASE_RS14965,,MASE_RS14965,MASE_15020,Protein Homology,3489687,3489878,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950582.1,hypothetical protein,WP_014950582.1,,,,,,MASE_15020,
MASE_RS14970,,MASE_RS14970,MASE_15025,Protein Homology,3489939,3490640,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950583.1,UPF0149 family protein,WP_014950583.1,,,,,,MASE_15025,
MASE_RS14975,,MASE_RS14975,MASE_15030,Protein Homology,3490894,3492090,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980175.1,Nramp family divalent metal transporter,WP_014950584.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MASE_15030,
MASE_RS14980,,MASE_RS14980,MASE_15035,Protein Homology,3492306,3493481,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950585.1,MalY/PatB family protein,WP_014950585.1,"GO:0009086,GO:0030170,GO:0047804",,"pyridoxal phosphate binding|0030170||IEA,cysteine-S-conjugate beta-lyase activity|0047804||IEA",methionine biosynthetic process|0009086||IEA,,MASE_15035,4.4.1.13
MASE_RS14985,,MASE_RS14985,MASE_15040,Protein Homology,3493745,3494122,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950586.1,response regulator,WP_014950586.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MASE_15040,
typA,typA,MASE_RS14990,MASE_15045,Protein Homology,3494485,3496317,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519617.1,translational GTPase TypA,WP_014950587.1,"GO:0006412,GO:0006950,GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA","translation|0006412||IEA,response to stress|0006950||IEA",,MASE_15045,
glnA,glnA,MASE_RS14995,MASE_15050,Protein Homology,3496775,3498184,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980177.1,glutamate--ammonia ligase,WP_014950588.1,"GO:0006542,GO:0008152,GO:0004356",,glutamine synthetase activity|0004356||IEA,"glutamine biosynthetic process|0006542||IEA,metabolic process|0008152||IEA",,MASE_15050,6.3.1.2
MASE_RS15000,,MASE_RS15000,MASE_15055,Protein Homology,3498424,3499050,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950589.1,hypothetical protein,WP_014950589.1,,,,,,MASE_15055,
glnL,glnL,MASE_RS15005,MASE_15060,Protein Homology,3499181,3500266,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519621.1,nitrogen regulation protein NR(II),WP_014950590.1,"GO:0006355,GO:0007165,GO:0016310,GO:0000155",,phosphorelay sensor kinase activity|0000155||IEA,"regulation of DNA-templated transcription|0006355||IEA,signal transduction|0007165||IEA,phosphorylation|0016310||IEA",,MASE_15060,
glnG,glnG,MASE_RS15010,MASE_15065,Protein Homology,3500256,3501665,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519622.1,nitrogen regulation protein NR(I),WP_014950591.1,"GO:0006355,GO:0043565",,sequence-specific DNA binding|0043565||IEA,regulation of DNA-templated transcription|0006355||IEA,,MASE_15065,
MASE_RS15015,,MASE_RS15015,MASE_15070,Protein Homology,3501728,3502867,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977285.1,HD-GYP domain-containing protein,WP_014950592.1,"GO:0004112,GO:0046872",,"cyclic-nucleotide phosphodiesterase activity|0004112||IEA,metal ion binding|0046872||IEA",,,MASE_15070,
MASE_RS15020,,MASE_RS15020,MASE_15075,Protein Homology,3503073,3503798,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950593.1,1-acylglycerol-3-phosphate O-acyltransferase,WP_014950593.1,"GO:0008654,GO:0003841,GO:0016020",membrane|0016020||IEA,1-acylglycerol-3-phosphate O-acyltransferase activity|0003841||IEA,phospholipid biosynthetic process|0008654||IEA,,MASE_15075,2.3.1.51
rraB,rraB,MASE_RS15025,MASE_15080,Protein Homology,3503831,3504229,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980184.1,ribonuclease E inhibitor RraB,WP_014950594.1,,,,,,MASE_15080,
MASE_RS15030,,MASE_RS15030,MASE_15085,Protein Homology,3504346,3505161,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977287.1,choice-of-anchor H family protein,WP_014950595.1,,,,,,MASE_15085,
MASE_RS15035,,MASE_RS15035,MASE_15090,Protein Homology,3505329,3506804,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950596.1,sensor domain-containing diguanylate cyclase,WP_014950596.1,"GO:0007165,GO:0005515,GO:0005525,GO:0046872,GO:0052621",,"protein binding|0005515||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",signal transduction|0007165||IEA,,MASE_15090,2.7.7.65
MASE_RS15040,,MASE_RS15040,MASE_15095,Protein Homology,3506924,3507133,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950597.1,type II toxin-antitoxin system antitoxin,WP_014950597.1,,,,,,MASE_15095,
MASE_RS15045,,MASE_RS15045,MASE_15100,Protein Homology,3507205,3508053,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999432.1,SPFH domain-containing protein,WP_014950598.1,,,,,,MASE_15100,
MASE_RS15050,,MASE_RS15050,MASE_15105,Protein Homology,3508241,3509524,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950599.1,ABC transporter substrate-binding protein,WP_014950599.1,"GO:0015846,GO:0019808,GO:0042626,GO:0140359,GO:0042597,GO:0055052","periplasmic space|0042597||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA","polyamine binding|0019808||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",polyamine transport|0015846||IEA,,MASE_15105,
MASE_RS15055,,MASE_RS15055,MASE_15110,Protein Homology,3509580,3512252,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950600.1,hybrid sensor histidine kinase/response regulator,WP_014950600.1,"GO:0000160,GO:0007165,GO:0000155,GO:0000156,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,phosphorelay response regulator activity|0000156||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,MASE_15110,2.7.13.3
MASE_RS15060,,MASE_RS15060,MASE_15115,Protein Homology,3512465,3515239,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519632.1,valine--tRNA ligase,WP_014950601.1,"GO:0006438,GO:0000166,GO:0004812,GO:0004832,GO:0005524",,"nucleotide binding|0000166||IEA,aminoacyl-tRNA ligase activity|0004812||IEA,valine-tRNA ligase activity|0004832||IEA,ATP binding|0005524||IEA",valyl-tRNA aminoacylation|0006438||IEA,,MASE_15115,6.1.1.9
MASE_RS15065,,MASE_RS15065,MASE_15120,Protein Homology,3515275,3515697,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999436.1,DNA polymerase III subunit chi,WP_012519633.1,"GO:0006260,GO:0006261,GO:0003677,GO:0003887",,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA","DNA replication|0006260||IEA,DNA-templated DNA replication|0006261||IEA",,MASE_15120,2.7.7.7
pepA,pepA,MASE_RS15070,MASE_15125,Protein Homology,3515704,3517209,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519634.1,leucyl aminopeptidase,WP_014950602.1,"GO:0006508,GO:0019538,GO:0030145,GO:0070006",,"manganese ion binding|0030145||IEA,metalloaminopeptidase activity|0070006||IEA","proteolysis|0006508||IEA,protein metabolic process|0019538||IEA",,MASE_15125,3.4.11.1
lptF,lptF,MASE_RS15075,MASE_15130,Protein Homology,3517473,3518573,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067930.1,LPS export ABC transporter permease LptF,WP_014950603.1,"GO:0055085,GO:0015221,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,lipopolysaccharide transmembrane transporter activity|0015221||IEA,transmembrane transport|0055085||IEA,,MASE_15130,7.5.2.5
lptG,lptG,MASE_RS15080,MASE_15135,Protein Homology,3518574,3519635,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519636.1,LPS export ABC transporter permease LptG,WP_014950604.1,"GO:0055085,GO:0015221,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,lipopolysaccharide transmembrane transporter activity|0015221||IEA,transmembrane transport|0055085||IEA,,MASE_15135,7.5.2.5
MASE_RS15085,,MASE_RS15085,MASE_15140,Protein Homology,3519736,3520320,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519637.1,RDD family protein,WP_014950605.1,GO:0005886,plasma membrane|0005886||IEA,,,,MASE_15140,
MASE_RS15090,,MASE_RS15090,MASE_15145,Protein Homology,3520496,3522571,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999441.1,TonB-dependent receptor,WP_014950606.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,MASE_15145,
MASE_RS15095,,MASE_RS15095,MASE_15150,Protein Homology,3522723,3523256,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067933.1,RNA polymerase sigma factor,WP_014950607.1,"GO:0006352,GO:0003677,GO:0016987",,"DNA binding|0003677||IEA,sigma factor activity|0016987||IEA",DNA-templated transcription initiation|0006352||IEA,,MASE_15150,
MASE_RS15100,,MASE_RS15100,MASE_15155,Protein Homology,3523253,3523990,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999442.1,anti-sigma factor,WP_014950608.1,"GO:0006417,GO:0016989,GO:0005886",plasma membrane|0005886||IEA,sigma factor antagonist activity|0016989||IEA,regulation of translation|0006417||IEA,,MASE_15155,
MASE_RS15105,,MASE_RS15105,MASE_15160,Protein Homology,3524142,3525734,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999443.1,DUF4331 domain-containing protein,WP_014950609.1,,,,,,MASE_15160,
MASE_RS15110,,MASE_RS15110,MASE_15165,Protein Homology,3525746,3526324,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950610.1,Ig-like domain-containing protein,WP_014950610.1,,,,,,MASE_15165,
MASE_RS15115,,MASE_RS15115,MASE_15170,Protein Homology,3526387,3527457,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977301.1,tetratricopeptide repeat protein,WP_041693548.1,,,,,,MASE_15170,
MASE_RS15120,,MASE_RS15120,MASE_15175,Protein Homology,3527450,3528583,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067938.1,HupE/UreJ family protein,WP_041693550.1,,,,,,MASE_15175,
MASE_RS15130,,MASE_RS15130,MASE_15180,Protein Homology,3529023,3530303,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950613.1,McrC family protein,WP_014950613.1,"GO:0009307,GO:0032067",,type IV site-specific deoxyribonuclease activity|0032067||IEA,DNA restriction-modification system|0009307||IEA,,MASE_15180,
