protein_id,product,Prediction
WP_061486557.1,MULTISPECIES_ mechanosensitive ion channel _Alteromonas_,OTHER
WP_061486558.1,MULTISPECIES_ NAD-dependent epimerase_dehydratase family protein _Alteromonas_,OTHER
WP_061486559.1,SDR family NAD_P_-dependent oxidoreductase _Alteromonas macleodii_,OTHER
WP_061486560.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486562.1,choice-of-anchor A family protein _Alteromonas macleodii_,SP
WP_061486563.1,BCSC C-terminal domain-containing protein _Alteromonas macleodii_,SP
WP_061486564.1,glycosyl hydrolase family 8 _Alteromonas macleodii_,LIPO
WP_061486565.1,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB _Alteromonas macleodii_,SP
WP_061486566.1,UDP-forming cellulose synthase catalytic subunit _Alteromonas macleodii_,OTHER
WP_061486567.1,methyltransferase _Alteromonas macleodii_,OTHER
WP_061486568.1,S9 family peptidase _Alteromonas macleodii_,SP
WP_061486569.1,serine_threonine dehydratase _Alteromonas macleodii_,OTHER
WP_061486570.1,amidohydrolase _Alteromonas macleodii_,SP
WP_061486571.1,APC family permease _Alteromonas macleodii_,OTHER
WP_061486572.1,MBL fold metallo-hydrolase _Alteromonas macleodii_,OTHER
WP_061486573.1,LysR family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486574.1,class II glutamine amidotransferase _Alteromonas macleodii_,OTHER
WP_061486576.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486577.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486578.1,DUF2145 domain-containing protein _Alteromonas macleodii_,SP
WP_061486579.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486580.1,NCS1 family nucleobase_cation symporter-1 _Alteromonas macleodii_,OTHER
WP_061486581.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061486582.1,flavin reductase _Alteromonas macleodii_,OTHER
WP_061486583.1,pyrimidine utilization protein C _Alteromonas macleodii_,OTHER
WP_061486584.1,Na___-translocating NADH-quinone reductase subunit A _Alteromonas macleodii_,OTHER
WP_061486585.1,trans-2-enoyl-CoA reductase family protein _Alteromonas macleodii_,OTHER
WP_061486586.1,tetratricopeptide repeat protein _Alteromonas macleodii_,LIPO
WP_061486587.1,MAPEG family protein _Alteromonas macleodii_,OTHER
WP_061486588.1,diguanylate cyclase _Alteromonas macleodii_,OTHER
WP_061486589.1,DUF294 nucleotidyltransferase-like domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486590.1,MULTISPECIES_ succinylglutamate desuccinylase_aspartoacylase family protein _Alteromonas_,OTHER
WP_061486591.1,protein kinase _Alteromonas macleodii_,OTHER
WP_061486592.1,S8 family serine peptidase _Alteromonas macleodii_,SP
WP_061486594.1,DUF839 domain-containing protein _Alteromonas macleodii_,TAT
WP_061486595.1,GGDEF domain-containing phosphodiesterase _Alteromonas macleodii_,OTHER
WP_061486596.1,type III pantothenate kinase _Alteromonas macleodii_,OTHER
WP_061486597.1,bifunctional biotin--_acetyl-CoA-carboxylase_ ligase_biotin operon repressor BirA _Alteromonas macleodii_,OTHER
WP_061486598.1,UDP-N-acetylmuramate dehydrogenase _Alteromonas macleodii_,OTHER
WP_061486600.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_061486601.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486603.1,LysR family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486604.1,YkgJ family cysteine cluster protein _Alteromonas macleodii_,OTHER
WP_061486605.1,nucleotide sugar dehydrogenase _Alteromonas macleodii_,OTHER
WP_061486606.1,"dTDP-glucose 4,6-dehydratase _Alteromonas macleodii_",OTHER
WP_061486607.1,dTDP-4-dehydrorhamnose reductase _Alteromonas macleodii_,OTHER
WP_061486608.1,"dTDP-4-dehydrorhamnose 3,5-epimerase _Alteromonas macleodii_",OTHER
WP_061486609.1,glucose-1-phosphate thymidylyltransferase RfbA _Alteromonas macleodii_,OTHER
WP_061486610.1,sulfotransferase family 2 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486611.1,glycosyltransferase _Alteromonas macleodii_,OTHER
WP_061486612.1,glycosyltransferase _Alteromonas macleodii_,OTHER
WP_061486613.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486615.1,GDP-L-fucose synthase _Alteromonas macleodii_,OTHER
WP_061486616.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486619.1,FG-GAP-like repeat-containing protein _Alteromonas macleodii_,SP
WP_061486620.1,FG-GAP-like repeat-containing protein _Alteromonas macleodii_,SP
WP_061486622.1,patatin-like phospholipase family protein _Alteromonas macleodii_,OTHER
WP_061486623.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486625.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486626.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486627.1,"GDP-mannose 4,6-dehydratase _Alteromonas macleodii_",OTHER
WP_061486628.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486629.1,polysaccharide pyruvyl transferase family protein _Alteromonas macleodii_,OTHER
WP_061486630.1,glycosyltransferase _Alteromonas macleodii_,OTHER
WP_061486631.1,sulfotransferase _Alteromonas macleodii_,OTHER
WP_061486632.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486633.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486634.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486635.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486636.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486637.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486640.1,tetratricopeptide repeat protein _Alteromonas macleodii_,OTHER
WP_061486641.1,sulfatase-like hydrolase_transferase _Alteromonas macleodii_,LIPO
WP_061486642.1,VCBS repeat-containing protein _Alteromonas macleodii_,SP
WP_061486643.1,FG-GAP-like repeat-containing protein _Alteromonas macleodii_,SP
WP_061486644.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486645.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061486646.1,DUF4397 domain-containing protein _Alteromonas macleodii_,LIPO
WP_061486647.1,alkaline phosphatase D family protein _Alteromonas macleodii_,TATLIPO
WP_061486648.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061486650.1,helix-turn-helix domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486651.1,cytochrome b_b6 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486652.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061486653.1,M28 family metallopeptidase _Alteromonas macleodii_,SP
WP_061486654.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486655.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061486656.1,porin family protein _Alteromonas macleodii_,SP
WP_061486657.1,tandem-95 repeat protein _Alteromonas macleodii_,SP
WP_061486658.1,MarR family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486659.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486660.1,SCP2 sterol-binding domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486661.1,"bifunctional demethylmenaquinone methyltransferase_2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE _Alteromonas macleodii_",OTHER
WP_061486662.1,DNA-3-methyladenine glycosylase I _Alteromonas macleodii_,OTHER
WP_061486663.1,oligopeptidase A _Alteromonas macleodii_,OTHER
WP_061486664.1,phosphate_phosphite_phosphonate ABC transporter substrate-binding protein _Alteromonas macleodii_,SP
WP_061486665.1,ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061486666.1,response regulator _Alteromonas macleodii_,OTHER
WP_061486667.1,glutathione-disulfide reductase _Alteromonas macleodii_,OTHER
WP_061486669.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061486670.1,PepSY domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486671.1,amidohydrolase family protein _Alteromonas macleodii_,SP
WP_061486672.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486673.1,SUMF1_EgtB_PvdO family nonheme iron enzyme _Alteromonas macleodii_,OTHER
WP_061486674.1,VWA domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486675.1,HlyD family efflux transporter periplasmic adaptor subunit _Alteromonas macleodii_,OTHER
WP_061486676.1,peptidase domain-containing ABC transporter _Alteromonas macleodii_,OTHER
WP_061486677.1,DUF4258 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486678.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486679.1,SPOR domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486680.1,primosomal protein N_ _Alteromonas macleodii_,OTHER
WP_061486682.1,DUF2959 domain-containing protein _Alteromonas macleodii_,LIPO
WP_061486683.1,D-aminoacyl-tRNA deacylase _Alteromonas macleodii_,OTHER
WP_061486684.1,EAL domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486685.1,permease-like cell division protein FtsX _Alteromonas macleodii_,OTHER
WP_061486686.1,signal recognition particle-docking protein FtsY _Alteromonas macleodii_,OTHER
WP_061486687.1,aminopeptidase PepB _Alteromonas macleodii_,OTHER
WP_061486688.1,DNA_RNA nuclease SfsA _Alteromonas macleodii_,OTHER
WP_061486689.1,tRNA glutamyl-Q_34_ synthetase GluQRS _Alteromonas macleodii_,OTHER
WP_061486690.1,pantoate--beta-alanine ligase _Alteromonas macleodii_,OTHER
WP_061486691.1,putative pyridoxal-dependent aspartate 1-decarboxylase _Alteromonas macleodii_,OTHER
WP_061486692.1,MULTISPECIES_ proteobacterial dedicated sortase system histidine kinase _Alteromonas_,OTHER
WP_061486693.1,methylamine utilization protein _Alteromonas macleodii_,OTHER
WP_061486695.1,energy transducer TonB _Alteromonas macleodii_,SP
WP_061486696.1,SO_0444 family Cu_Zn efflux transporter _Alteromonas macleodii_,OTHER
WP_061486697.1,flavodoxin domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486698.1,MULTISPECIES_ DUF4198 domain-containing protein _Alteromonas_,SP
WP_061486699.1,DUF3325 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486700.1,tetratricopeptide repeat protein _Alteromonas macleodii_,SP
WP_061486701.1,MotA_TolQ_ExbB proton channel family protein _Alteromonas macleodii_,SP
WP_061486702.1,DUF3450 family protein _Alteromonas macleodii_,SP
WP_061486703.1,FepA family TonB-dependent siderophore receptor _Alteromonas macleodii_,SP
WP_061486704.1,alpha-hydroxy-acid oxidizing protein _Alteromonas macleodii_,OTHER
WP_061486705.1,TonB-dependent siderophore receptor _Alteromonas macleodii_,SP
WP_061486706.1,alpha_beta hydrolase _Alteromonas macleodii_,OTHER
WP_061486708.1,ABC transporter ATP-binding protein_permease _Alteromonas macleodii_,OTHER
WP_061486709.1,RraA family protein _Alteromonas macleodii_,OTHER
WP_061486710.1,MULTISPECIES_ M13 family metallopeptidase _Alteromonas_,LIPO
WP_061486711.1,lysoplasmalogenase _Alteromonas macleodii_,OTHER
WP_061486712.1,ACT domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486713.1,ABC transporter substrate-binding protein _Alteromonas macleodii_,SP
WP_061486714.1,MULTISPECIES_ aldo_keto reductase _Alteromonas_,OTHER
WP_061486715.1,alpha-glucosidase C-terminal domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486716.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_061486717.1,GTP cyclohydrolase I FolE _Alteromonas macleodii_,OTHER
WP_061486718.1,dihydromonapterin reductase _Alteromonas macleodii_,OTHER
WP_061486719.1,agmatine deiminase family protein _Alteromonas macleodii_,OTHER
WP_061486720.1,ligase-associated DNA damage response endonuclease PdeM _Alteromonas macleodii_,OTHER
WP_061486721.1,ligase-associated DNA damage response DEXH box helicase _Alteromonas macleodii_,OTHER
WP_061486722.1,DUF418 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486724.1,cisplatin damage response ATP-dependent DNA ligase _Alteromonas macleodii_,OTHER
WP_061486725.1,ROK family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486728.1,lipase chaperone family protein _Alteromonas macleodii_,OTHER
WP_061486729.1,bifunctional 2-polyprenyl-6-hydroxyphenol methylase_3-demethylubiquinol 3-O-methyltransferase UbiG _Alteromonas macleodii_,OTHER
WP_061486730.1,MULTISPECIES_ aldehyde dehydrogenase family protein _Alteromonas_,OTHER
WP_061486731.1,DNA mismatch repair endonuclease MutL _Alteromonas macleodii_,OTHER
WP_061486732.1,bifunctional ADP-dependent NAD_P_H-hydrate dehydratase_NAD_P_H-hydrate epimerase _Alteromonas macleodii_,OTHER
WP_061486733.1,tRNA epoxyqueuosine_34_ reductase QueG _Alteromonas macleodii_,OTHER
WP_061486734.1,uroporphyrinogen decarboxylase _Alteromonas macleodii_,OTHER
WP_061486735.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061486737.1,MBL fold metallo-hydrolase _Alteromonas macleodii_,LIPO
WP_061486738.1,efflux RND transporter periplasmic adaptor subunit _Alteromonas macleodii_,SP
WP_061486739.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_061486740.1,ABC transporter ATP-binding protein _Alteromonas macleodii_,OTHER
WP_061486741.1,ABC transporter permease _Alteromonas macleodii_,OTHER
WP_061486742.1,methyl-accepting chemotaxis protein _Alteromonas macleodii_,OTHER
WP_061486743.1,MULTISPECIES_ ATP-binding protein _Alteromonas_,OTHER
WP_061486744.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486745.1,sulfite oxidase _Alteromonas macleodii_,OTHER
WP_061486747.1,TSUP family transporter _Alteromonas macleodii_,OTHER
WP_061486749.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061486750.1,GGDEF domain-containing protein _Alteromonas macleodii_,SP
WP_061486751.1,"exo 1,3_1,4-beta-D-glucan glucohydrolase _Alteromonas macleodii_",LIPO
WP_061486752.1,sugar MFS transporter _Alteromonas macleodii_,OTHER
WP_061486753.1,ATP-binding cassette domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486754.1,cytochrome bd-I oxidase subunit CydX _Alteromonas macleodii_,OTHER
WP_061486755.1,cytochrome d ubiquinol oxidase subunit II _Alteromonas macleodii_,OTHER
WP_061486756.1,cytochrome ubiquinol oxidase subunit I _Alteromonas macleodii_,OTHER
WP_061486757.1,sigma-54-dependent Fis family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486758.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061486759.1,sulfite exporter TauE_SafE family protein _Alteromonas macleodii_,OTHER
WP_061486760.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061486763.1,GTP cyclohydrolase FolE2 _Alteromonas macleodii_,OTHER
WP_061486764.1,acid phosphatase _Alteromonas macleodii_,LIPO
WP_061486765.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486766.1,S8 family serine peptidase _Alteromonas macleodii_,SP
WP_061486767.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486768.1,alpha_beta hydrolase _Alteromonas macleodii_,OTHER
WP_061486769.1,NAD_P__FAD-dependent oxidoreductase _Alteromonas macleodii_,OTHER
WP_061486770.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061486771.1,5_-methylthioadenosine_S-adenosylhomocysteine nucleosidase _Alteromonas macleodii_,LIPO
WP_061486772.1,LysR family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486773.1,NADP-dependent oxidoreductase _Alteromonas macleodii_,OTHER
WP_061486774.1,MULTISPECIES_ ATP-binding protein _Alteromonas_,OTHER
WP_061486775.1,MULTISPECIES_ ABC transporter substrate-binding protein _Alteromonas_,SP
WP_061486776.1,MULTISPECIES_ LLM class flavin-dependent oxidoreductase _Alteromonas_,OTHER
WP_061486777.1,Gfo_Idh_MocA family oxidoreductase _Alteromonas macleodii_,OTHER
WP_061486778.1,bifunctional UDP-N-acetylglucosamine diphosphorylase_glucosamine-1-phosphate N-acetyltransferase GlmU _Alteromonas macleodii_,OTHER
WP_061486779.1,sensor domain-containing diguanylate cyclase _Alteromonas macleodii_,OTHER
WP_061486780.1,methylated-DNA--_protein_-cysteine S-methyltransferase _Alteromonas macleodii_,OTHER
WP_061486781.1,helix-turn-helix domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486782.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486783.1,NAD_P_ transhydrogenase subunit alpha _Alteromonas macleodii_,OTHER
WP_061486784.1,TonB-dependent receptor _Alteromonas macleodii_,SP
WP_061486785.1,MULTISPECIES_ tryptophan 7-halogenase _Alteromonas_,OTHER
WP_061486786.1,SapC family protein _Alteromonas macleodii_,OTHER
WP_061486787.1,DUF6445 family protein _Alteromonas macleodii_,OTHER
WP_061486788.1,DUF2271 domain-containing protein _Alteromonas macleodii_,SP
WP_061486789.1,MULTISPECIES_ calcium-binding protein _Alteromonas_,SP
WP_061486790.1,DUF4198 domain-containing protein _Alteromonas macleodii_,SP
WP_061486791.1,TonB-dependent hemoglobin_transferrin_lactoferrin family receptor _Alteromonas macleodii_,SP
WP_061486793.1,FecR domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486794.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486795.1,peptidylprolyl isomerase _Alteromonas macleodii_,OTHER
WP_061486796.1,heme o synthase _Alteromonas macleodii_,OTHER
WP_061486797.1,cytochrome o ubiquinol oxidase subunit III _Alteromonas macleodii_,OTHER
WP_061486798.1,pectate lyase C _Alteromonas macleodii_,SP
WP_061486799.1,pectinesterase family protein _Alteromonas macleodii_,LIPO
WP_061486800.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486801.1,FxsA family protein _Alteromonas macleodii_,OTHER
WP_061486802.1,divalent-cation tolerance protein CutA _Alteromonas macleodii_,OTHER
WP_061486803.1,hypothetical protein _Alteromonas macleodii_,SP
WP_061486804.1,VRR-NUC domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486805.1,MULTISPECIES_ flavin reductase _Alteromonas_,OTHER
WP_061486806.1,amidase _Alteromonas macleodii_,LIPO
WP_061486807.1,50S ribosomal protein L11 methyltransferase _Alteromonas macleodii_,OTHER
WP_061486808.1,phosphoribosylamine--glycine ligase _Alteromonas macleodii_,OTHER
WP_061486809.1,glucosaminidase domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486810.1,CBM9 family sugar-binding protein _Alteromonas macleodii_,SP
WP_061486811.1,MULTISPECIES_ DUF2855 family protein _Alteromonas_,OTHER
WP_061486812.1,MULTISPECIES_ MFS transporter _Alteromonas_,OTHER
WP_061486813.1,MULTISPECIES_ DUF5110 domain-containing protein _Alteromonas_,SP
WP_061486814.1,MULTISPECIES_ phosphoenolpyruvate carboxykinase _Alteromonas_,OTHER
WP_061486815.1,MULTISPECIES_ type II secretion system protein GspC _Alteromonas_,OTHER
WP_061486817.1,type II secretion system inner membrane protein GspF _Alteromonas macleodii_,OTHER
WP_061486818.1,type II secretion system major pseudopilin GspG _Alteromonas macleodii_,PILIN
WP_061486819.1,type II secretion system minor pseudopilin GspH _Alteromonas macleodii_,PILIN
WP_061486820.1,type II secretion system minor pseudopilin GspK _Alteromonas macleodii_,OTHER
WP_061486821.1,type II secretion system protein GspL _Alteromonas macleodii_,OTHER
WP_061486822.1,type II secretion system protein N _Alteromonas macleodii_,OTHER
WP_061486823.1,YdgA family protein _Alteromonas macleodii_,SP
WP_061486824.1,MULTISPECIES_ MBL fold metallo-hydrolase _Alteromonas_,OTHER
WP_061486825.1,MULTISPECIES_ NAD-dependent succinate-semialdehyde dehydrogenase _Alteromonas_,OTHER
WP_061486826.1,"3__2__,5_-bisphosphate nucleotidase CysQ _Alteromonas macleodii_",OTHER
WP_061486827.1,glucans biosynthesis glucosyltransferase MdoH _Alteromonas macleodii_,OTHER
WP_061486828.1,YheU family protein _Alteromonas macleodii_,OTHER
WP_061486829.1,TIGR02444 family protein _Alteromonas macleodii_,OTHER
WP_061486830.1,ATP-binding cassette domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486831.1,DUF748 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486833.1,RNA-binding transcriptional accessory protein _Alteromonas macleodii_,OTHER
WP_061486834.1,MULTISPECIES_ C1 family peptidase _Alteromonas_,OTHER
WP_061486835.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486836.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486837.1,ComF family protein _Alteromonas macleodii_,OTHER
WP_061486838.1,M14 family metallopeptidase _Alteromonas macleodii_,SP
WP_061486840.1,class I SAM-dependent methyltransferase _Alteromonas macleodii_,OTHER
WP_061486841.1,MATE family efflux transporter _Alteromonas macleodii_,OTHER
WP_061486842.1,polysaccharide deacetylase family protein _Alteromonas macleodii_,SP
WP_061486843.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486844.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061486845.1,diguanylate cyclase _Alteromonas macleodii_,OTHER
WP_061486846.1,"threonine ammonia-lyase, biosynthetic _Alteromonas macleodii_",OTHER
WP_061486847.1,dihydroxy-acid dehydratase _Alteromonas macleodii_,OTHER
WP_061486848.1,YifB family Mg chelatase-like AAA ATPase _Alteromonas macleodii_,OTHER
WP_061486849.1,multidrug effflux MFS transporter _Alteromonas macleodii_,OTHER
WP_061486850.1,prolyl oligopeptidase family serine peptidase _Alteromonas macleodii_,SP
WP_061486851.1,MULTISPECIES_ autotransporter assembly complex protein TamA _Alteromonas_,SP
WP_061486852.1,translocation_assembly module TamB domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486853.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486854.1,EamA family transporter _Alteromonas macleodii_,OTHER
WP_061486855.1,D-2-hydroxyacid dehydrogenase _Alteromonas macleodii_,OTHER
WP_061486856.1,acyl-CoA thioesterase _Alteromonas macleodii_,OTHER
WP_061486857.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486858.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486859.1,MULTISPECIES_ DUF1285 domain-containing protein _Alteromonas_,OTHER
WP_061486860.1,amidohydrolase family protein _Alteromonas macleodii_,SP
WP_061486861.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_061486862.1,tryptophan 7-halogenase _Alteromonas macleodii_,OTHER
WP_061486864.1,tryptophan 7-halogenase _Alteromonas macleodii_,OTHER
WP_061486866.1,GH1 family beta-glucosidase _Alteromonas macleodii_,OTHER
WP_061486868.1,MFS transporter _Alteromonas macleodii_,OTHER
WP_061486870.1,heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486872.1,nuclear transport factor 2 family protein _Alteromonas macleodii_,SP
WP_061486874.1,HD-GYP domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486876.1,DTW domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486878.1,MULTISPECIES_ tRNA uridine-5-carboxymethylaminomethyl_34_ synthesis GTPase MnmE _Alteromonas_,OTHER
WP_061486880.1,membrane protein insertase YidC _Alteromonas macleodii_,OTHER
WP_061486886.1,LysR family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486888.1,MBL fold metallo-hydrolase _Alteromonas macleodii_,OTHER
WP_061486892.1,bifunctional acetyl-CoA hydrolase_transferase family protein_GNAT family N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061486897.1,MULTISPECIES_ hypothetical protein _Gammaproteobacteria_,OTHER
WP_061486901.1,DUF1080 domain-containing protein _Alteromonas macleodii_,LIPO
WP_061486906.1,HDOD domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486910.1,N-acetyl-gamma-glutamyl-phosphate reductase _Alteromonas macleodii_,OTHER
WP_061486911.1,DUF413 domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486917.1,GNAT family N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_061486922.1,response regulator _Alteromonas macleodii_,OTHER
WP_061486923.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486924.1,MULTISPECIES_ nitrate regulatory protein _Alteromonas_,OTHER
WP_061486929.1,thermostable hemolysin _Alteromonas macleodii_,OTHER
WP_061486930.1,glycosyltransferase family 39 protein _Alteromonas macleodii_,OTHER
WP_061486933.1,serine_threonine transporter SstT _Alteromonas macleodii_,OTHER
WP_061486934.1,imidazolonepropionase _Alteromonas macleodii_,OTHER
WP_061486935.1,UTRA domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486936.1,thiol_disulfide interchange protein DsbG _Alteromonas macleodii_,SP
WP_061486938.1,helix-turn-helix transcriptional regulator _Alteromonas macleodii_,OTHER
WP_061486941.1,MULTISPECIES_ glycosyltransferase _Alteromonas_,OTHER
WP_061486945.1,fatty acid oxidation complex subunit alpha FadJ _Alteromonas macleodii_,OTHER
WP_061486948.1,aspartate--tRNA ligase _Alteromonas macleodii_,OTHER
WP_061486949.1,cell envelope integrity protein TolA _Alteromonas macleodii_,OTHER
WP_061486950.1,TonB-dependent siderophore receptor _Alteromonas macleodii_,SP
WP_061486953.1,cupin domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486960.1,glycosyltransferase family 2 protein _Alteromonas macleodii_,OTHER
WP_061486961.1,TIGR03503 family protein _Alteromonas macleodii_,SP
WP_061486963.1,EVE domain-containing protein _Alteromonas macleodii_,OTHER
WP_061486964.1,MULTISPECIES_ leucyl_phenylalanyl-tRNA--protein transferase _Alteromonas_,OTHER
WP_061486965.1,MULTISPECIES_ sodium_proline symporter PutP _Alteromonas_,OTHER
WP_061486966.1,polyribonucleotide nucleotidyltransferase _Alteromonas macleodii_,OTHER
WP_061486969.1,DUF3372 domain-containing protein _Alteromonas macleodii_,LIPO
WP_061486970.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486971.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486975.1,aminotransferase class I_II-fold pyridoxal phosphate-dependent enzyme _Alteromonas macleodii_,OTHER
WP_061486979.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_061486980.1,5-dehydro-4-deoxy-D-glucuronate isomerase _Alteromonas macleodii_,OTHER
WP_061486981.1,TRAP transporter substrate-binding protein _Alteromonas macleodii_,LIPO
WP_061486983.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061486984.1,zinc-binding alcohol dehydrogenase family protein _Alteromonas macleodii_,OTHER
WP_061486986.1,insulinase family protein _Alteromonas macleodii_,SP
WP_061486987.1,MBL fold metallo-hydrolase _Alteromonas macleodii_,SP
WP_061486989.1,phosphoserine phosphatase SerB _Alteromonas macleodii_,OTHER
WP_061486990.1,ammonia-dependent NAD___ synthetase _Alteromonas macleodii_,OTHER
WP_061486998.1,type II secretion system F family protein _Alteromonas macleodii_,OTHER
WP_061486999.1,arsenical resistance protein ArsH _Alteromonas macleodii_,OTHER
WP_061487000.1,carboxynorspermidine decarboxylase _Alteromonas macleodii_,OTHER
WP_061487001.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_061487002.1,extracellular solute-binding protein _Alteromonas macleodii_,TAT
WP_061487004.1,MULTISPECIES_ Xaa-Pro peptidase family protein _Alteromonas_,OTHER
WP_061487006.1,BCCT family transporter _Alteromonas macleodii_,OTHER
WP_061487007.1,curlin _Alteromonas macleodii_,SP
WP_061487009.1,DcaP family trimeric outer membrane transporter _Alteromonas macleodii_,SP
WP_061487011.1,ligase-associated DNA damage response exonuclease _Alteromonas macleodii_,OTHER
WP_061487014.1,DUF6435 family protein _Alteromonas macleodii_,OTHER
WP_061487015.1,protein-disulfide reductase DsbD _Alteromonas macleodii_,SP
WP_061487016.1,M23 family metallopeptidase _Alteromonas macleodii_,SP
