seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,ec_numbers
NZ_JNAX01000015.1,EV03_RS08495,,EV03_RS08495,EV03_1940,Protein Homology,317083.0,317475.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293672.1,ATP-binding protein,WP_036907182.1,"GO:0005524,GO:0016787",,"ATP binding|0005524||IEA,hydrolase activity|0016787||IEA",,EV03_1940,1554433.0,1554825.0,+,CK_Pro_PAC1_01940,rsbW,"GO:0005524,GO:0016740",CK_00000904,P.3,Transcription factors,"COG2172,bactNOG34447,bactNOG45911,bactNOG92182,bactNOG78673,cyaNOG03562","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",2.7.11.1,Transferred to 2.7.11.1 and 2.7.11.8 and 2.7.11.9 and 2.7.11.10 and 2.7.11.11 and 2.7.11.12 and 2.7.11.13 and 2.7.11.21 and 2.7.11.22 and 2.7.11.24 and 2.7.11.25 and 2.7.11.30 and 2.7.12.1,"ATP binding,transferase activity",anti-sigma regulatory factor,"PF13581,IPR003594","Histidine kinase-like ATPase domain,Histidine kinase/HSP90-like ATPase","141,703","Transport and binding proteins / Unknown substrate,Unknown function / Enzymes of unknown specificity",
NZ_JNAX01000015.1,EV03_RS08500,,EV03_RS08500,EV03_1941,Protein Homology,317480.0,317737.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823481.1,DUF6439 family protein,WP_036907183.1,,,,,EV03_1941,1554830.0,1555087.0,-,CK_Pro_PAC1_01941,,,CK_00001470,,,"NOG14249,NOG313485,COG0568,bactNOG73458,bactNOG46784,cyaNOG03860,cyaNOG07951","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000015.1,EV03_RS08505,,EV03_RS08505,EV03_1942,Protein Homology,317787.0,318848.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823482.1,class I SAM-dependent methyltransferase,WP_036907185.1,"GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",,EV03_1942,1555137.0,1556198.0,-,CK_Pro_PAC1_01942,,"GO:0008152,GO:0008168",CK_00000903,"D.1.7,R.3","Trace metals,Enzymes of unknown specificity","COG2226,COG0500,NOG312209,bactNOG07362,bactNOG06515,bactNOG14967,bactNOG35694,bactNOG09782,cyaNOG01844,cyaNOG00189","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: QR,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",,,"metabolic process,metabolic process,methyltransferase activity",S-adenosyl-L-methionine-dependent methyltransferase,"PF08241,PF13649,IPR013216,IPR029063","Methyltransferase domain,Methyltransferase domain,Methyltransferase type 11,S-adenosyl-L-methionine-dependent methyltransferase",703,Unknown function / Enzymes of unknown specificity,2.1.1.-
NZ_JNAX01000015.1,glnA,glnA,EV03_RS08510,EV03_1943,Protein Homology,318986.0,320407.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807107.1,type I glutamate--ammonia ligase,WP_036907187.1,"GO:0006542,GO:0004356",,glutamine synthetase activity|0004356||IEA,glutamine biosynthetic process|0006542||IEA,EV03_1943,1556336.0,1557763.0,-,CK_Pro_PAC1_01943,glnA,"GO:0006542,GO:0006807,GO:0009399,GO:0004356,GO:0003824,GO:0005737",CK_00000103,"A.3,E.4","Glutamate family (Arg%2C Gln%2C Glu%2C Pro),Nitrogen metabolism","COG0174,bactNOG01725,cyaNOG05744,cyaNOG00345","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",6.3.1.2,Transferred to 6.3.1.20,"glutamine biosynthetic process,nitrogen compound metabolic process,nitrogen fixation,glutamine biosynthetic process,nitrogen compound metabolic process,nitrogen fixation,glutamate-ammonia ligase activity,catalytic activity,glutamine biosynthetic process,nitrogen compound metabolic process,nitrogen fixation,glutamate-ammonia ligase activity,catalytic activity,cytoplasm",glutamine synthetase%2C type I,"TIGR00653,PF00120,PF03951,PS00180,PS00181,IPR027302,IPR004809,IPR008146,IPR027303,IPR008147","glutamine synthetase%2C type I,Glutamine synthetase%2C catalytic domain,Glutamine synthetase%2C beta-Grasp domain,Glutamine synthetase signature 1.,Glutamine synthetase putative ATP-binding region signature.,Glutamine synthetase%2C N-terminal conserved site,Glutamine synthetase type I,Glutamine synthetase%2C catalytic domain,Glutamine synthetase%2C glycine-rich site,Glutamine synthetase%2C beta-Grasp domain",73,Amino acid biosynthesis / Glutamate family,6.3.1.2
NZ_JNAX01000015.1,EV03_RS08515,,EV03_RS08515,EV03_1944,Protein Homology,320632.0,321792.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006852825.1,pyridoxal-phosphate-dependent aminotransferase family protein,WP_036907189.1,GO:0030170,,pyridoxal phosphate binding|0030170||IEA,,EV03_1944,1557982.0,1559142.0,+,CK_Pro_PAC1_01944,spt,"GO:0008152,GO:0008483,GO:0030170",CK_00000902,A.6,Serine family (Ser%2C Gly%2C Cys),"COG0075,bactNOG01553,cyaNOG01494","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism","2.6.1.44,2.6.1.45,2.6.1.51","alanine---glyoxylate transaminase%3B AGT%3B alanine-glyoxylate aminotransferase%3B alanine-glyoxylic aminotransferase%3B L-alanine-glycine transaminase,serine---glyoxylate transaminase,serine---pyruvate transaminase%3B SPT%3B hydroxypyruvate:L-alanine transaminase","metabolic process,metabolic process,transaminase activity,pyridoxal phosphate binding",alanine--glyoxylate aminotransferase,"PF00266,IPR000192","Aminotransferase class-V,Aminotransferase class V domain",75,Amino acid biosynthesis / Serine family,2.6.1.-
NZ_JNAX01000015.1,EV03_RS08520,,EV03_RS08520,EV03_1945,Protein Homology,321775.0,322287.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011933248.1,nucleoside deaminase,WP_428844127.1,"GO:0009116,GO:0008270,GO:0019239",,"zinc ion binding|0008270||IEA,deaminase activity|0019239||IEA",nucleoside metabolic process|0009116||IEA,EV03_1945,1559125.0,1559637.0,-,CK_Pro_PAC1_01945,,"GO:0008270,GO:0016787",CK_00000901,,,"COG0590,bactNOG29625,cyaNOG02826","COG: FJ,bactNOG: J,cyaNOG: J",,,"zinc ion binding,hydrolase activity",cytidine and deoxycytidylate deaminase zinc-binding region family protein,"PF00383,PS00903,IPR002125,IPR016192","Cytidine and deoxycytidylate deaminase zinc-binding region,Cytidine and deoxycytidylate deaminases zinc-binding region signature.,Cytidine and deoxycytidylate deaminase domain,APOBEC/CMP deaminase%2C zinc-binding",703,Unknown function / Enzymes of unknown specificity,3.5.4.-
NZ_JNAX01000015.1,EV03_RS08525,,EV03_RS08525,EV03_1946,Protein Homology,322392.0,323762.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823486.1,pyridoxal phosphate-dependent decarboxylase family protein,WP_036907191.1,"GO:0019752,GO:0016830,GO:0030170",,"carbon-carbon lyase activity|0016830||IEA,pyridoxal phosphate binding|0030170||IEA",carboxylic acid metabolic process|0019752||IEA,EV03_1946,1559742.0,1561112.0,+,CK_Pro_PAC1_01946,,"GO:0019752,GO:0016831,GO:0030170",CK_00000900,R.3,Enzymes of unknown specificity,"COG0076,bactNOG05186,bactNOG16627,cyaNOG01642,cyaNOG02644","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"carboxylic acid metabolic process,carboxylic acid metabolic process,carboxy-lyase activity,pyridoxal phosphate binding",pyridoxal phosphate-dependent decarboxylase,"PF00282,IPR002129,IPR015424,IPR015421","Pyridoxal-dependent decarboxylase conserved domain,Pyridoxal phosphate-dependent decarboxylase,Pyridoxal phosphate-dependent transferase,Pyridoxal phosphate-dependent transferase%2C major domain",703,Unknown function / Enzymes of unknown specificity,4.1.1.-
NZ_JNAX01000015.1,EV03_RS08530,,EV03_RS08530,EV03_1947,Protein Homology,323876.0,325429.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823487.1,DUF697 domain-containing protein,WP_052038691.1,,,,,EV03_1947,1561226.0,1562779.0,-,CK_Pro_PAC1_01947,,GO:0005525,CK_00000899,,,"COG0486,COG1100,COG3597,COG1160,COG1163,COG1159,COG0532,COG1127,bactNOG14619,bactNOG25455,cyaNOG00991","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,GTP binding,50S ribosome-binding GTPase family protein,"TIGR00231,PF01926,PF05128,IPR006073,IPR021147","small GTP-binding protein domain,50S ribosome-binding GTPase,Domain of unknown function (DUF697),GTP binding domain,Protein of unknown function DUF697",157,Unknown function / General,
NZ_JNAX01000015.1,lspA,lspA,EV03_RS08535,EV03_1948,Protein Homology,325448.0,325930.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823488.1,signal peptidase II,WP_036907193.1,"GO:0006508,GO:0009306,GO:0004190,GO:0005886",plasma membrane|0005886||IEA,aspartic-type endopeptidase activity|0004190||IEA,"proteolysis|0006508||IEA,protein secretion|0009306||IEA",EV03_1948,1562798.0,1563280.0,-,CK_Pro_PAC1_01948,ispA,"GO:0006508,GO:0009306,GO:0009005,GO:0004190,GO:0005887,GO:0016020",CK_00000898,L.1,Protein and peptide secretion and trafficking,"COG0597,NOG250951,bactNOG24470,bactNOG24136,bactNOG43801,cyaNOG06827,cyaNOG02825","COG: MU,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.4.23.36,signal peptidase II%3B premurein-leader peptidase%3B prolipoprotein signal peptidase%3B leader peptidase II%3B premurein leader proteinase%3B leader peptidase II,"proteolysis,protein secretion,proteolysis,protein secretion,obsolete signal peptidase II activity,aspartic-type endopeptidase activity,proteolysis,protein secretion,obsolete signal peptidase II activity,aspartic-type endopeptidase activity,integral component of plasma membrane,membrane",signal peptidase II,"TIGR00077,PF01252,IPR001872","signal peptidase II,Signal peptidase (SPase) II,Peptidase A8%2C signal peptidase II",97,Protein fate / Protein and peptide secretion and trafficking,3.4.23.36
NZ_JNAX01000015.1,EV03_RS08540,,EV03_RS08540,EV03_1949,Protein Homology,325927.0,326499.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823489.1,biotin transporter BioY,WP_241434828.1,,,,,EV03_1949,1563277.0,1563849.0,-,CK_Pro_PAC1_01949,bioY,"GO:0015878,GO:0015225,GO:0005886",CK_00035024,Q.8,Other,"COG1268,bactNOG19920,cyaNOG02897","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"biotin transport,biotin transport,biotin transmembrane transporter activity,biotin transport,biotin transmembrane transporter activity,plasma membrane",biotin ECF transporter%2C substrate component,"PF02632,IPR003784","BioY family,BioY protein",147,Transport and binding proteins / Other,
NZ_JNAX01000015.1,EV03_RS08545,,EV03_RS08545,EV03_1950,Protein Homology,326584.0,326805.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293682.1,DUF3148 domain-containing protein,WP_036907194.1,,,,,EV03_1950,1563934.0,1564155.0,+,CK_Pro_PAC1_01950,sipA,GO:0019209,CK_00000897,,,"NOG14078,NOG302507,NOG237424,bactNOG46826,bactNOG76930,cyaNOG03731,cyaNOG08943,cyaNOG04203","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,kinase activator activity,activator of the histidine kinase NblS,"PF11347,IPR021495","Protein of unknown function (DUF3148),Protein of unknown function DUF3148",156,Hypothetical proteins / Conserved,
NZ_JNAX01000015.1,EV03_RS08550,,EV03_RS08550,EV03_1951,Protein Homology,326824.0,328059.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293683.1,M16 family metallopeptidase,WP_036907197.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,EV03_1951,1564174.0,1565370.0,-,CK_Pro_PAC1_01951,,GO:0046872,CK_00000896,L.2,Protein modification and repair,"COG0612,bactNOG101802,bactNOG100013,cyaNOG01060","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,metal ion binding,metallopeptidase%2C M16 family,"PF05193,PF00675,IPR007863,IPR011765,IPR011249","Peptidase M16 inactive domain,Insulinase (Peptidase family M16),Peptidase M16%2C C-terminal,Peptidase M16%2C N-terminal,Metalloenzyme%2C LuxS/M16 peptidase-like",140,Protein fate / Protein modification and repair,
NZ_JNAX01000015.1,EV03_RS08555,,EV03_RS08555,EV03_1952,Protein Homology,328062.0,329294.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293684.1,M16 family metallopeptidase,WP_072013388.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,EV03_1952,1565412.0,1566644.0,-,CK_Pro_PAC1_01952,,"GO:0006508,GO:0004222",CK_00000895,,,"COG0612,bactNOG04772,cyaNOG01736,cyaNOG01809","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"proteolysis,proteolysis,metalloendopeptidase activity",peptidase M16 inactive domain protein,"PF00675,PF05193,PS00143,IPR011765,IPR007863,IPR001431","Insulinase (Peptidase family M16),Peptidase M16 inactive domain,Insulinase family%2C zinc-binding region signature.,Peptidase M16%2C N-terminal,Peptidase M16%2C C-terminal,Peptidase M16%2C zinc-binding site",140,Protein fate / Protein modification and repair,
NZ_JNAX01000015.1,EV03_RS08560,,EV03_RS08560,EV03_1953,Protein Homology,329657.0,330382.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293685.1,phycocyanobilin:ferredoxin oxidoreductase,WP_052038692.1,,,,,EV03_1953,1567007.0,1567732.0,+,CK_Pro_PAC1_01953,pcyA,"GO:0046148,GO:0050620",CK_00000894,"B.5.3,J","Hemes and phycobilins,Photosynthesis and respiration","NOG27460,COG0388,COG0403,bactNOG07557,cyaNOG02070","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.3.7.5,phycocyanobilin:ferredoxin oxidoreductase,"pigment biosynthetic process,pigment biosynthetic process,phycocyanobilin:ferredoxin oxidoreductase activity",phycocyanobilin:ferredoxin oxidoreductase,"PF05996,IPR009249","Ferredoxin-dependent bilin reductase,Ferredoxin-dependent bilin reductase",164,Energy metabolism / Photosynthesis,1.3.7.5
NZ_JNAX01000015.1,EV03_RS08565,,EV03_RS08565,EV03_1954,Protein Homology,330376.0,331293.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823493.1,efflux RND transporter periplasmic adaptor subunit,WP_036907201.1,,,,,EV03_1954,1567726.0,1568643.0,+,CK_Pro_PAC1_01954,devB,"GO:0006810,GO:0042626,GO:0043190",CK_00003842,Q.7, Sugars,"COG0845,bactNOG34958,cyaNOG02426","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"transport,transport,ATPase-coupled transmembrane transporter activity,transport,ATPase-coupled transmembrane transporter activity,ATP-binding cassette (ABC) transporter complex",ABC exporter membrane fusion%2C DevB family,"TIGR02971,PF13437,PS51257,IPR014315","ABC exporter membrane fusion protein%2C DevB family,HlyD family secretion protein,Prokaryotic membrane lipoprotein lipid attachment site profile.,ABC transporter%2C membrane fusion protein%2C DevB type",141,Transport and binding proteins / Unknown substrate,
NZ_JNAX01000015.1,devC,devC,EV03_RS08570,EV03_1955,Protein Homology,331293.0,332468.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823494.1,ABC transporter permease DevC,WP_036907204.1,"GO:0006810,GO:0042626,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA",ATPase-coupled transmembrane transporter activity|0042626||IEA,transport|0006810||IEA,EV03_1955,1568643.0,1569818.0,+,CK_Pro_PAC1_01955,devC,"GO:0006810,GO:0042626,GO:0016021,GO:0043190",CK_00000073,Q.7, Sugars,"COG0577,bactNOG15644,bactNOG15898,bactNOG79888,cyaNOG02069","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"transport,transport,ATPase-coupled transmembrane transporter activity,transport,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP-binding cassette (ABC) transporter complex",ABC exporter transmembrane subunit,"TIGR01185,PF02687,IPR005891,IPR003838","ABC exporter transmembrane subunit%2C DevC protein,FtsX-like permease family,DevC protein,ABC transporter permease protein domain",141,Transport and binding proteins / Unknown substrate,
NZ_JNAX01000015.1,EV03_RS08575,,EV03_RS08575,EV03_1956,Protein Homology,332502.0,333194.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293688.1,DevA family ABC transporter ATP-binding protein,WP_036907206.1,,,,,EV03_1956,1569852.0,1570544.0,+,CK_Pro_PAC1_01956,devA,"GO:0005524,GO:0016887",CK_00000005,Q.7, Sugars,"COG1136,bactNOG06605","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"ATP binding,ATP binding,ATPase activity",DEVA-like ABC transporter%2C ATP-binding subunit,"TIGR02982,PF00005,PS00211,PS50893,IPR003439,IPR014324,IPR017871","ABC exporter ATP-binding subunit%2C DevA family,ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter-like,ABC transporter ATP-binding subunit%2C DevA type,ABC transporter%2C conserved site",141,Transport and binding proteins / Unknown substrate,
NZ_JNAX01000015.1,EV03_RS10525,,EV03_RS10525,EV03_1957,Protein Homology,333231.0,333386.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127953.1,hypothetical protein,WP_011293689.1,,,,,EV03_1957,1570581.0,1570736.0,+,CK_Pro_PAC1_01957,,,CK_00000893,,,"NOG308491,NOG68733,bactNOG72523,bactNOG72676,cyaNOG08019,cyaNOG08396","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000015.1,EV03_RS08580,,EV03_RS08580,EV03_1958,Protein Homology,333478.0,334410.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006849631.1,glycosyltransferase family 2 protein,WP_036907209.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,EV03_1958,1570828.0,1571760.0,+,CK_Pro_PAC1_01958,,"GO:0016740,GO:0009274",CK_00000892,,,"COG0463,COG1216,bactNOG04170,bactNOG42811,bactNOG21407,cyaNOG01515","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.-,,"transferase activity,transferase activity,peptidoglycan-based cell wall",beta-glycosyltransferase%2C family 2,"PF00535,IPR001173","Glycosyl transferase family 2,Glycosyltransferase 2-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,2.4.-.-
NZ_JNAX01000015.1,rpsB,rpsB,EV03_RS08585,EV03_1959,Protein Homology,334549.0,335241.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293691.1,30S ribosomal protein S2,WP_011293691.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,EV03_1959,1571899.0,1572591.0,+,CK_Pro_PAC1_01959,rpsB,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000891,K.2,Ribosomal proteins: synthesis and modification,"COG0052,bactNOG00977,cyaNOG00854","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S2,"TIGR01011,PF00318,PS00962,IPR005706,IPR001865,IPR018130","ribosomal protein uS2,Ribosomal protein S2,Ribosomal protein S2 signature 1.,Ribosomal protein S2%2C bacteria/mitochondria/plastid,Ribosomal protein S2,Ribosomal protein S2%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification,
NZ_JNAX01000015.1,tsf,tsf,EV03_RS08590,EV03_1960,Protein Homology,335300.0,335956.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293692.1,translation elongation factor Ts,WP_011293692.1,"GO:0006414,GO:0003746",,translation elongation factor activity|0003746||IEA,translational elongation|0006414||IEA,EV03_1960,1572650.0,1573306.0,+,CK_Pro_PAC1_01960,tsf,GO:0003746,CK_00000890,,,"COG0264,bactNOG02643,cyaNOG00565","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,translation elongation factor activity,Translation elongation factor Ts,"TIGR00116,PF00889,PF00627,PS01126,PS01127,IPR001816,IPR014039,IPR000449,IPR018101","translation elongation factor Ts,Elongation factor TS,UBA/TS-N domain,Elongation factor Ts signature 1.,Elongation factor Ts signature 2.,Translation elongation factor EFTs/EF1B,Translation elongation factor EFTs/EF1B%2C dimerisation,Description not found.,Translation elongation factor Ts%2C conserved site",169,Protein synthesis / Translation factors,
NZ_JNAX01000015.1,EV03_RS08595,,EV03_RS08595,EV03_1961,Protein Homology,335959.0,337158.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823499.1,hypothetical protein,WP_036907211.1,,,,,EV03_1961,1573309.0,1574508.0,+,CK_Pro_PAC1_01961,,,CK_00036193,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
