gene,dark-tolerant_cluster,parental_cluster,same_periodicity_pattern
fig|1218.94.peg.1378,4,8,FALSE
fig|1218.94.peg.1386,8,2,FALSE
fig|1218.94.peg.1392,1,1,TRUE
fig|1218.94.peg.1394,4,6,FALSE
fig|1218.94.peg.1395,1,1,TRUE
fig|1218.94.peg.1406,10,7,FALSE
fig|1218.94.peg.1407,4,10,FALSE
fig|1218.94.peg.1409,15,15,TRUE
fig|1218.94.peg.1411,12,12,TRUE
fig|1218.94.peg.1423,14,3,FALSE
fig|1218.94.peg.146,13,13,TRUE
fig|1218.94.peg.1469,5,8,FALSE
fig|1218.94.peg.1493,5,3,FALSE
fig|1218.94.peg.1497,1,14,FALSE
fig|1218.94.peg.1516,2,10,FALSE
fig|1218.94.peg.1527,14,11,FALSE
fig|1218.94.peg.1549,10,10,TRUE
fig|1218.94.peg.1550,2,9,FALSE
fig|1218.94.peg.1587,8,8,TRUE
fig|1218.94.peg.1588,8,8,TRUE
fig|1218.94.peg.1603,7,7,TRUE
fig|1218.94.peg.1605,13,3,FALSE
fig|1218.94.peg.1646,2,2,TRUE
fig|1218.94.peg.1647,1,1,TRUE
fig|1218.94.peg.1662,2,7,FALSE
fig|1218.94.peg.1666,15,1,FALSE
fig|1218.94.peg.1667,15,15,TRUE
fig|1218.94.peg.1689,14,3,FALSE
fig|1218.94.peg.1701,4,8,FALSE
fig|1218.94.peg.1718,15,14,FALSE
fig|1218.94.peg.1719,2,15,FALSE
fig|1218.94.peg.1757,10,7,FALSE
fig|1218.94.peg.1767,12,14,FALSE
fig|1218.94.peg.1781,10,7,FALSE
fig|1218.94.peg.1784,7,9,FALSE
fig|1218.94.peg.1794,3,12,FALSE
fig|1218.94.peg.1800,2,4,FALSE
fig|1218.94.peg.1807,2,14,FALSE
fig|1218.94.peg.1852,6,6,TRUE
fig|1218.94.peg.187,10,7,FALSE
fig|1218.94.peg.1888,14,12,FALSE
fig|1218.94.peg.1906,2,9,FALSE
fig|1218.94.peg.1907,2,2,TRUE
fig|1218.94.peg.1941,14,14,TRUE
fig|1218.94.peg.1944,13,12,FALSE
fig|1218.94.peg.1946,6,4,FALSE
fig|1218.94.peg.1991,5,11,FALSE
fig|1218.94.peg.2006,8,2,FALSE
fig|1218.94.peg.2146,1,15,FALSE
fig|1218.94.peg.2165,5,5,TRUE
fig|1218.94.peg.218,13,3,FALSE
fig|1218.94.peg.226,2,15,FALSE
fig|1218.94.peg.277,2,2,TRUE
fig|1218.94.peg.293,13,13,TRUE
fig|1218.94.peg.300,5,3,FALSE
fig|1218.94.peg.341,6,8,FALSE
fig|1218.94.peg.401,4,12,FALSE
fig|1218.94.peg.464,3,14,FALSE
fig|1218.94.peg.467,5,2,FALSE
fig|1218.94.peg.472,5,11,FALSE
fig|1218.94.peg.503,1,5,FALSE
fig|1218.94.peg.529,5,11,FALSE
fig|1218.94.peg.550,15,9,FALSE
fig|1218.94.peg.629,10,9,FALSE
fig|1218.94.peg.64,4,8,FALSE
fig|1218.94.peg.65,8,2,FALSE
fig|1218.94.peg.68,2,2,TRUE
fig|1218.94.peg.682,7,7,TRUE
fig|1218.94.peg.69,4,8,FALSE
fig|1218.94.peg.692,6,1,FALSE
fig|1218.94.peg.711,5,14,FALSE
fig|1218.94.peg.73,4,8,FALSE
fig|1218.94.peg.74,9,9,TRUE
fig|1218.94.peg.741,4,10,FALSE
fig|1218.94.peg.742,12,12,TRUE
fig|1218.94.peg.743,1,5,FALSE
fig|1218.94.peg.744,1,5,FALSE
fig|1218.94.peg.76,8,7,FALSE
fig|1218.94.peg.760,13,3,FALSE
fig|1218.94.peg.787,3,3,TRUE
fig|1218.94.peg.793,13,11,FALSE
fig|1218.94.peg.850,6,13,FALSE
fig|1218.94.peg.863,8,2,FALSE
fig|1218.94.peg.872,12,14,FALSE
fig|1218.94.peg.883,9,9,TRUE
fig|1218.94.peg.888,12,12,TRUE
fig|1218.94.peg.92,1,1,TRUE
fig|1218.94.peg.921,3,3,TRUE
fig|1218.94.peg.925,5,5,TRUE
fig|1218.94.peg.940,2,12,FALSE
fig|1218.94.peg.993,15,9,FALSE
fig|1218.94.peg.994,5,11,FALSE
fig|1218.94.peg.996,13,3,FALSE
rna-PMN2A_RS04195,13,11,FALSE
