gene,dark-tolerant_cluster,parental_cluster,same_periodicity_pattern,resolved_locus_tag,resolution_method
cds-WP_011294729.1,14,11,False,PMN2A_0640,heuristic_multi:gene
cds-WP_011294730.1,1,1,True,PMN2A_0641,heuristic_multi:gene
cds-WP_011294731.1,1,11,False,PMN2A_0642,heuristic_multi:gene
cds-WP_011294732.1,10,7,False,PMN2A_0643,heuristic_multi:gene
cds-WP_011294733.1,4,2,False,PMN2A_0644,heuristic_multi:gene
cds-WP_011294734.1,4,8,False,PMN2A_0645,heuristic_multi:gene
cds-WP_011294735.1,4,8,False,PMN2A_0646,heuristic_multi:gene
cds-WP_011294736.1,12,6,False,PMN2A_0647,heuristic_multi:gene
cds-WP_011294737.1,12,4,False,PMN2A_0648,multi:gene
cds-WP_011294738.1,12,4,False,PMN2A_0649,heuristic_multi:gene
cds-WP_011294739.1,11,11,True,PMN2A_0650,heuristic_multi:gene
cds-WP_011294741.1,10,7,False,PMN2A_0652,heuristic_multi:gene
cds-WP_011294742.1,8,8,True,PMN2A_0653,heuristic_multi:gene
cds-WP_011294743.1,8,7,False,PMN2A_0654,heuristic_multi:gene
cds-WP_011294744.1,7,7,True,PMN2A_0655,heuristic_multi:gene
cds-WP_011294745.1,6,6,True,PMN2A_0656,heuristic_multi:gene
cds-WP_011294746.1,10,7,False,PMN2A_0657,heuristic_multi:gene
cds-WP_011294747.1,15,9,False,PMN2A_0658,heuristic_multi:gene
cds-WP_011294748.1,5,12,False,PMN2A_0659,heuristic_multi:gene
cds-WP_011294749.1,14,11,False,PMN2A_0660,heuristic_multi:gene
cds-WP_011294750.1,5,5,True,PMN2A_0661,heuristic_multi:gene
cds-WP_011294751.1,5,1,False,PMN2A_0662,heuristic_multi:gene
cds-WP_011294752.1,3,10,False,PMN2A_0663,heuristic_multi:gene
cds-WP_011294753.1,13,3,False,PMN2A_0664,heuristic_multi:gene
cds-WP_011294754.1,10,10,True,PMN2A_0665,heuristic_multi:gene
cds-WP_011294755.1,11,1,False,PMN2A_0666,heuristic_multi:gene
cds-WP_011294756.1,4,15,False,PMN2A_0667,multi:gene
cds-WP_011294757.1,10,9,False,PMN2A_0668,heuristic_multi:gene
cds-WP_011294758.1,15,7,False,PMN2A_0669,heuristic_multi:gene
cds-WP_011294759.1,11,11,True,PMN2A_0670,heuristic_multi:gene
cds-WP_011294760.1,2,2,True,PMN2A_0671,heuristic_multi:gene
cds-WP_011294761.1,2,12,False,PMN2A_0672,heuristic_multi:gene
cds-WP_011294762.1,7,9,False,PMN2A_0673,heuristic_multi:gene
cds-WP_011294763.1,14,11,False,PMN2A_0674,heuristic_multi:gene
cds-WP_011294764.1,5,11,False,PMN2A_0675,heuristic_multi:gene
cds-WP_011294765.1,9,9,True,PMN2A_0676,heuristic_multi:gene
cds-WP_011294766.1,9,9,True,PMN2A_0677,heuristic_multi:gene
cds-WP_011294767.1,9,9,True,PMN2A_0678,heuristic_multi:gene
cds-WP_011294768.1,3,3,True,PMN2A_0679,heuristic_multi:gene
cds-WP_011294769.1,14,3,False,PMN2A_0680,heuristic_multi:gene
cds-WP_011294770.1,3,13,False,PMN2A_0681,heuristic_multi:gene
cds-WP_011294771.1,7,6,False,PMN2A_0682,heuristic_multi:gene
cds-WP_011294772.1,5,13,False,PMN2A_0683,heuristic_multi:gene
cds-WP_011294773.1,12,13,False,PMN2A_0684,heuristic_multi:gene
cds-WP_011294774.1,13,3,False,PMN2A_0685,heuristic_multi:gene
cds-WP_011294775.1,7,9,False,PMN2A_0686,heuristic_multi:gene
cds-WP_011294776.1,11,3,False,PMN2A_0687,heuristic_multi:gene
cds-WP_011294778.1,10,9,False,PMN2A_0689,heuristic_multi:gene
cds-WP_011294779.1,5,11,False,PMN2A_0690,heuristic_multi:gene
cds-WP_011294780.1,11,3,False,PMN2A_0691,heuristic_multi:gene
cds-WP_011294781.1,5,3,False,PMN2A_0692,heuristic_multi:gene
cds-WP_011294782.1,1,14,False,PMN2A_0693,heuristic_multi:gene
cds-WP_011294783.1,3,3,True,PMN2A_0694,heuristic_multi:gene
cds-WP_011294784.1,1,14,False,PMN2A_0695,heuristic_multi:gene
cds-WP_011294785.1,15,1,False,PMN2A_0696,heuristic_multi:gene
cds-WP_011294786.1,6,2,False,PMN2A_0697,heuristic_multi:gene
cds-WP_011294787.1,3,3,True,PMN2A_0698,heuristic_multi:gene
cds-WP_011294788.1,3,3,True,PMN2A_0699,heuristic_multi:gene
cds-WP_011294789.1,14,13,False,PMN2A_0700,heuristic_multi:gene
cds-WP_011294790.1,2,2,True,PMN2A_0701,heuristic_multi:gene
cds-WP_011294791.1,5,13,False,PMN2A_0702,heuristic_multi:gene
cds-WP_011294792.1,10,9,False,PMN2A_0703,heuristic_multi:gene
cds-WP_011294793.1,4,8,False,PMN2A_0704,heuristic_multi:gene
cds-WP_011294794.1,10,7,False,PMN2A_0705,heuristic_multi:gene
cds-WP_011294796.1,14,3,False,PMN2A_0707,heuristic_multi:gene
cds-WP_011294797.1,14,14,True,PMN2A_0708,heuristic_multi:gene
cds-WP_011294798.1,6,13,False,PMN2A_0709,heuristic_multi:gene
cds-WP_011294799.1,4,7,False,PMN2A_0710,heuristic_multi:gene
cds-WP_011294800.1,6,4,False,PMN2A_0711,heuristic_multi:gene
cds-WP_011294801.1,14,11,False,PMN2A_0712,heuristic_multi:gene
cds-WP_011294802.1,1,1,True,PMN2A_0713,multi:gene
cds-WP_011294803.1,14,11,False,PMN2A_0714,heuristic_multi:gene
cds-WP_011294804.1,1,1,True,PMN2A_0715,heuristic_multi:gene
cds-WP_011294805.1,4,10,False,PMN2A_0716,heuristic_multi:gene
cds-WP_011294806.1,14,3,False,PMN2A_0717,heuristic_multi:gene
cds-WP_011294807.1,5,11,False,PMN2A_0718,heuristic_multi:gene
cds-WP_011294808.1,5,3,False,PMN2A_0719,heuristic_multi:gene
cds-WP_011294809.1,11,3,False,PMN2A_0720,heuristic_multi:gene
cds-WP_011294810.1,14,11,False,PMN2A_0721,heuristic_multi:gene
cds-WP_011294811.1,15,13,False,PMN2A_0722,heuristic_multi:gene
cds-WP_011294812.1,11,11,True,PMN2A_0723,heuristic_multi:gene
cds-WP_011294814.1,5,15,False,PMN2A_0725,heuristic_multi:gene
cds-WP_011294815.1,1,1,True,PMN2A_0726,heuristic_multi:gene
cds-WP_011294816.1,1,1,True,PMN2A_0727,heuristic_multi:gene
cds-WP_011294817.1,5,14,False,PMN2A_0728,heuristic_multi:gene
cds-WP_011294818.1,1,14,False,PMN2A_0729,heuristic_multi:gene
cds-WP_011294819.1,10,9,False,PMN2A_0730,heuristic_multi:gene
cds-WP_011294820.1,3,3,True,PMN2A_0731,heuristic_multi:gene
cds-WP_011294821.1,13,14,False,PMN2A_0732,heuristic_multi:gene
cds-WP_011294822.1,13,14,False,PMN2A_0733,heuristic_multi:gene
cds-WP_011294823.1,14,11,False,PMN2A_0734,heuristic_multi:gene
cds-WP_011294824.1,10,7,False,PMN2A_0736,heuristic_multi:gene
cds-WP_011294825.1,9,9,True,PMN2A_0737,heuristic_multi:gene
cds-WP_011294826.1,2,2,True,PMN2A_0738,multi:gene
cds-WP_011294827.1,4,8,False,PMN2A_0739,heuristic_multi:gene
cds-WP_011294828.1,6,8,False,PMN2A_0740,heuristic_multi:gene
cds-WP_011294829.1,8,9,False,PMN2A_0741,heuristic_multi:gene
cds-WP_011294830.1,6,7,False,PMN2A_0742,heuristic_multi:gene
cds-WP_011294832.1,7,10,False,PMN2A_0744,heuristic_multi:gene
cds-WP_011294833.1,10,8,False,PMN2A_0745,heuristic_multi:gene
cds-WP_011294834.1,15,15,True,PMN2A_0746,heuristic_multi:gene
cds-WP_011294835.1,14,14,True,PMN2A_0747,heuristic_multi:gene
cds-WP_011294836.1,14,3,False,PMN2A_0748,heuristic_multi:gene
cds-WP_011294837.1,11,12,False,PMN2A_0749,heuristic_multi:gene
cds-WP_011294838.1,8,4,False,PMN2A_0750,heuristic_multi:gene
cds-WP_011294839.1,3,3,True,PMN2A_0751,heuristic_multi:gene
cds-WP_011294841.1,9,9,True,PMN2A_0753,heuristic_multi:gene
cds-WP_011294842.1,9,9,True,PMN2A_0754,heuristic_multi:gene
cds-WP_011294843.1,9,9,True,PMN2A_0755,heuristic_multi:gene
cds-WP_011294844.1,10,7,False,PMN2A_0756,heuristic_multi:gene
cds-WP_011294845.1,15,15,True,PMN2A_0757,heuristic_multi:gene
cds-WP_011294846.1,1,1,True,PMN2A_0758,heuristic_multi:gene
cds-WP_011294847.1,12,14,False,PMN2A_0759,heuristic_multi:gene
cds-WP_011294848.1,12,14,False,PMN2A_0760,heuristic_multi:gene
cds-WP_011294849.1,11,3,False,PMN2A_0761,multi:gene
cds-WP_011294851.1,7,8,False,PMN2A_0763,heuristic_multi:gene
cds-WP_011294852.1,14,13,False,PMN2A_0764,heuristic_multi:gene
cds-WP_011294853.1,2,2,True,PMN2A_0765,heuristic_multi:gene
cds-WP_011294854.1,8,15,False,PMN2A_0766,heuristic_multi:gene
cds-WP_011294855.1,14,11,False,PMN2A_0767,heuristic_multi:gene
cds-WP_011294856.1,5,11,False,PMN2A_0768,heuristic_multi:gene
cds-WP_011294857.1,7,7,True,PMN2A_0769,heuristic_multi:gene
cds-WP_011294858.1,1,14,False,PMN2A_0770,heuristic_multi:gene
cds-WP_011294859.1,15,2,False,PMN2A_0771,heuristic_multi:gene
cds-WP_011294860.1,9,2,False,PMN2A_0772,heuristic_multi:gene
cds-WP_011294861.1,6,12,False,PMN2A_0773,heuristic_multi:gene
cds-WP_011294862.1,6,13,False,PMN2A_0774,heuristic_multi:gene
cds-WP_011294863.1,13,3,False,PMN2A_0775,heuristic_multi:gene
cds-WP_011294864.1,6,13,False,PMN2A_0776,heuristic_multi:gene
cds-WP_011294865.1,15,1,False,PMN2A_0777,heuristic_multi:gene
cds-WP_011294866.1,9,5,False,PMN2A_0778,heuristic_multi:gene
cds-WP_011294867.1,8,8,True,PMN2A_0779,heuristic_multi:gene
cds-WP_011294868.1,8,8,True,PMN2A_0780,heuristic_multi:gene
cds-WP_011294869.1,8,8,True,PMN2A_RS10940,multi:gene
cds-WP_011294870.1,6,12,False,PMN2A_0782,heuristic_multi:gene
cds-WP_011294871.1,6,13,False,PMN2A_0783,heuristic_multi:gene
cds-WP_011294872.1,1,1,True,PMN2A_0784,heuristic_multi:gene
cds-WP_011294873.1,8,15,False,PMN2A_0785,heuristic_multi:gene
cds-WP_011294874.1,14,11,False,PMN2A_0786,heuristic_multi:gene
cds-WP_011294875.1,1,5,False,PMN2A_0787,heuristic_multi:gene
cds-WP_011294876.1,12,12,True,PMN2A_0788,heuristic_multi:gene
cds-WP_011294877.1,6,4,False,PMN2A_0789,heuristic_multi:gene
cds-WP_011294879.1,15,12,False,PMN2A_0791,heuristic_multi:gene
cds-WP_011294880.1,14,3,False,PMN2A_0792,heuristic_multi:gene
cds-WP_011294881.1,13,3,False,PMN2A_0793,heuristic_multi:gene
cds-WP_011294882.1,5,5,True,PMN2A_0794,heuristic_multi:gene
cds-WP_011294883.1,13,13,True,PMN2A_0795,multi:gene
cds-WP_011294884.1,2,8,False,PMN2A_0796,heuristic_multi:gene
cds-WP_011294885.1,11,3,False,PMN2A_0797,heuristic_multi:gene
cds-WP_011294886.1,5,11,False,PMN2A_0798,heuristic_multi:gene
cds-WP_011294887.1,9,9,True,PMN2A_0799,heuristic_multi:gene
cds-WP_011294888.1,9,9,True,PMN2A_0800,heuristic_multi:gene
cds-WP_011294889.1,15,1,False,PMN2A_0801,heuristic_multi:gene
cds-WP_011294891.1,11,11,True,PMN2A_0803,heuristic_multi:gene
cds-WP_011294892.1,5,5,True,PMN2A_0804,heuristic_multi:gene
cds-WP_011294893.1,14,11,False,PMN2A_0805,heuristic_multi:gene
cds-WP_011294894.1,1,5,False,PMN2A_0806,heuristic_multi:gene
cds-WP_011294895.1,13,3,False,PMN2A_0807,heuristic_multi:gene
cds-WP_011294896.1,5,11,False,PMN2A_0808,heuristic_multi:gene
cds-WP_011294897.1,3,3,True,PMN2A_0809,heuristic_multi:gene
cds-WP_011294898.1,14,11,False,PMN2A_0810,heuristic_multi:gene
cds-WP_011294899.1,11,3,False,PMN2A_0811,heuristic_multi:gene
cds-WP_011294900.1,15,15,True,PMN2A_0812,heuristic_multi:gene
cds-WP_011294901.1,2,15,False,PMN2A_0813,heuristic_multi:gene
cds-WP_011294902.1,12,12,True,PMN2A_0814,heuristic_multi:gene
cds-WP_011294903.1,3,3,True,PMN2A_0815,heuristic_multi:gene
cds-WP_011294904.1,14,3,False,PMN2A_0816,heuristic_multi:gene
cds-WP_011294905.1,12,12,True,PMN2A_0817,heuristic_multi:gene
cds-WP_011294906.1,7,7,True,PMN2A_0818,heuristic_multi:gene
cds-WP_011294908.1,14,3,False,PMN2A_0820,heuristic_multi:gene
cds-WP_011294910.1,13,3,False,PMN2A_0822,heuristic_multi:gene
cds-WP_011294911.1,13,13,True,PMN2A_0823,heuristic_multi:gene
cds-WP_011294912.1,12,12,True,PMN2A_0824,multi:gene
cds-WP_011294913.1,11,3,False,PMN2A_0825,heuristic_multi:gene
cds-WP_011294915.1,10,15,False,PMN2A_0827,heuristic_multi:gene
cds-WP_011294916.1,6,7,False,PMN2A_0828,heuristic_multi:gene
cds-WP_011294917.1,1,1,True,PMN2A_0829,heuristic_multi:gene
cds-WP_011294918.1,5,5,True,PMN2A_0830,heuristic_multi:gene
cds-WP_011294919.1,15,9,False,PMN2A_0831,heuristic_multi:gene
cds-WP_011294921.1,9,9,True,PMN2A_0833,heuristic_multi:gene
cds-WP_011294922.1,2,7,False,PMN2A_0834,heuristic_multi:gene
cds-WP_011294923.1,3,3,True,PMN2A_0835,heuristic_multi:gene
cds-WP_011294924.1,13,13,True,PMN2A_0836,heuristic_multi:gene
cds-WP_011294925.1,14,3,False,PMN2A_0837,heuristic_multi:gene
cds-WP_011294926.1,6,4,False,PMN2A_0838,heuristic_multi:gene
cds-WP_011294927.1,15,9,False,PMN2A_0839,heuristic_multi:gene
cds-WP_011294928.1,10,9,False,PMN2A_0840,heuristic_multi:gene
cds-WP_011294929.1,6,8,False,PMN2A_0841,heuristic_multi:gene
cds-WP_011294930.1,9,9,True,PMN2A_0842,heuristic_multi:gene
cds-WP_011294933.1,11,14,False,PMN2A_0845,heuristic_multi:gene
cds-WP_011294934.1,11,3,False,PMN2A_0846,heuristic_multi:gene
cds-WP_011294935.1,13,13,True,PMN2A_0847,heuristic_multi:gene
cds-WP_011294936.1,10,2,False,PMN2A_0848,heuristic_multi:gene
cds-WP_011294937.1,10,2,False,PMN2A_0849,heuristic_multi:gene
cds-WP_011294938.1,1,15,False,PMN2A_0850,heuristic_multi:gene
cds-WP_011294939.1,14,12,False,PMN2A_0851,heuristic_multi:gene
cds-WP_011294940.1,11,3,False,PMN2A_0852,heuristic_multi:gene
cds-WP_011294941.1,15,9,False,PMN2A_0853,heuristic_multi:gene
cds-WP_011294942.1,15,9,False,PMN2A_0854,heuristic_multi:gene
cds-WP_011294944.1,15,15,True,PMN2A_0856,heuristic_multi:gene
cds-WP_011294946.1,7,6,False,PMN2A_0858,multi:gene
cds-WP_011294947.1,10,7,False,PMN2A_0859,heuristic_multi:gene
cds-WP_011294950.1,9,9,True,PMN2A_0862,heuristic_multi:gene
cds-WP_011294951.1,13,13,True,PMN2A_0863,heuristic_multi:gene
cds-WP_011294952.1,13,13,True,PMN2A_0864,heuristic_multi:gene
cds-WP_011294953.1,7,10,False,PMN2A_0865,heuristic_multi:gene
cds-WP_011294954.1,7,7,True,PMN2A_0866,heuristic_multi:gene
cds-WP_011294955.1,6,11,False,PMN2A_0867,heuristic_multi:gene
cds-WP_011294957.1,4,8,False,PMN2A_0869,heuristic_multi:gene
cds-WP_011294958.1,4,8,False,PMN2A_0870,heuristic_multi:gene
cds-WP_011294959.1,6,9,False,PMN2A_0871,heuristic_multi:gene
cds-WP_011294960.1,7,2,False,PMN2A_0872,heuristic_multi:gene
cds-WP_011294961.1,6,6,True,PMN2A_0873,heuristic_multi:gene
cds-WP_011294967.1,9,9,True,PMN2A_2119,multi:gene
cds-WP_011294968.1,1,1,True,PMN2A_1925,multi:gene
cds-WP_011294968.1-2,1,1,True,PMN2A_1983,multi:gene
cds-WP_011294968.1-3,1,15,False,PMN2A_2022,multi:gene
cds-WP_011294968.1-6,1,5,False,PMN2A_2155,multi:gene
cds-WP_011294977.1,1,15,False,PMN2A_1959,heuristic_multi:gene
cds-WP_011294985.1,12,3,False,PMN2A_2121,multi:gene
cds-WP_011294986.1,6,6,True,PMN2A_1997,heuristic_multi:gene
cds-WP_011294991.1,1,1,True,PMN2A_1960,heuristic_multi:gene
cds-WP_011294995.1,13,12,False,PMN2A_1976,heuristic_multi:gene
cds-WP_011295001.1,4,10,False,PMN2A_2046,heuristic_multi:gene
cds-WP_011295008.1,7,7,True,PMN2A_2096,heuristic_multi:gene
cds-WP_011295014.1,6,15,False,PMN2A_2047,multi:gene
cds-WP_011295015.1,1,1,True,PMN2A_2028,heuristic_multi:gene
cds-WP_011295020.1,10,7,False,PMN2A_1922,heuristic_multi:gene
cds-WP_011295030.1,1,15,False,PMN2A_2108,heuristic_multi:gene
cds-WP_011295033.1,9,7,False,PMN2A_2106,multi:gene
cds-WP_011295036.1,4,8,False,PMN2A_2072,heuristic_multi:gene
cds-WP_011295037.1,6,4,False,PMN2A_2162,heuristic_multi:gene
cds-WP_011295043.1,7,7,True,PMN2A_2114,multi:gene
cds-WP_011295044.1,6,4,False,PMN2A_2017,multi:gene
cds-WP_011295045.1,1,15,False,PMN2A_2060,multi:gene
cds-WP_011295047.1,2,8,False,PMN2A_2183,multi:gene
cds-WP_011295049.1,4,8,False,PMN2A_2011,heuristic_multi:gene
cds-WP_011295052.1,5,2,False,PMN2A_1980,multi:gene
cds-WP_011295053.1,4,4,True,PMN2A_2128,multi:gene
cds-WP_011295054.1,4,8,False,PMN2A_2135,heuristic_multi:gene
cds-WP_011295057.1,15,15,True,PMN2A_1908,multi:gene
cds-WP_011295061.1,5,5,True,PMN2A_1946,heuristic_multi:gene
cds-WP_011295062.1,6,4,False,PMN2A_2177,heuristic_multi:gene
cds-WP_011295066.1,4,8,False,PMN2A_1897,heuristic_multi:gene
cds-WP_011295070.1,12,15,False,PMN2A_2004,multi:gene
cds-WP_011295071.1,12,7,False,PMN2A_2136,heuristic_multi:gene
cds-WP_011295074.1,2,2,True,PMN2A_2171,heuristic_multi:gene
cds-WP_011295078.1,6,9,False,PMN2A_2026,heuristic_multi:gene
cds-WP_011295095.1,10,2,False,PMN2A_2038,heuristic_multi:gene
cds-WP_011295102.1,6,12,False,PMN2A_2071,heuristic_multi:gene
cds-WP_011295106.1,6,4,False,PMN2A_2013,heuristic_multi:gene
cds-WP_011295109.1,13,13,True,PMN2A_2058,heuristic_multi:gene
cds-WP_011295110.1,8,8,True,,unresolved
cds-WP_011295111.1,9,9,True,PMN2A_1981,multi:gene
cds-WP_011295117.1,2,4,False,PMN2A_2178,heuristic_multi:gene
cds-WP_011295118.1,1,1,True,PMN2A_2045,heuristic_multi:gene
cds-WP_011295120.1,10,8,False,PMN2A_2044,heuristic_multi:gene
cds-WP_011295122.1,1,1,True,PMN2A_1989,multi:gene
cds-WP_011295124.1,1,1,True,PMN2A_2117,multi:gene
cds-WP_011295131.1,7,7,True,PMN2A_2054,heuristic_multi:gene
cds-WP_011295134.1,4,7,False,PMN2A_1971,heuristic_multi:gene
cds-WP_011295135.1,12,4,False,PMN2A_2016,multi:gene
cds-WP_011295136.1,8,7,False,PMN2A_2082,heuristic_multi:gene
cds-WP_011295140.1,2,2,True,PMN2A_2137,multi:gene
cds-WP_011295141.1,4,4,True,PMN2A_2179,heuristic_multi:gene
cds-WP_011295153.1,4,8,False,PMN2A_2021,heuristic_multi:gene
cds-WP_011295157.1,10,7,False,PMN2A_1903,heuristic_multi:gene
cds-WP_011295161.1,2,8,False,PMN2A_1975,heuristic_multi:gene
cds-WP_011295163.1,3,11,False,PMN2A_2181,heuristic_multi:gene
cds-WP_011295167.1,2,2,True,PMN2A_1996,heuristic_multi:gene
cds-WP_011295172.1,6,12,False,PMN2A_2120,multi:gene
cds-WP_011295174.1,6,14,False,PMN2A_1950,heuristic_multi:gene
cds-WP_011295175.1,10,2,False,PMN2A_2039,multi:gene
cds-WP_011295176.1,1,15,False,PMN2A_2027,heuristic_multi:gene
cds-WP_011295182.1,5,1,False,PMN2A_1958,heuristic_multi:gene
cds-WP_011295183.1,1,14,False,PMN2A_1968,heuristic_multi:gene
cds-WP_011295194.1,1,5,False,PMN2A_1978,multi:gene
cds-WP_011295200.1,10,15,False,PMN2A_1961,heuristic_multi:gene
cds-WP_011295203.1,1,5,False,PMN2A_2188,heuristic_multi:gene
cds-WP_011295206.1,7,9,False,PMN2A_2160,heuristic_multi:gene
cds-WP_011295215.1,4,4,True,PMN2A_2164,heuristic_multi:gene
cds-WP_011295223.1,10,7,False,PMN2A_2157,multi:gene
cds-WP_011295225.1,6,12,False,PMN2A_0877,heuristic_multi:gene
cds-WP_011295226.1,7,9,False,PMN2A_0878,heuristic_multi:gene
cds-WP_011295227.1,15,9,False,PMN2A_0879,heuristic_multi:gene
cds-WP_011295228.1,15,9,False,PMN2A_0880,heuristic_multi:gene
cds-WP_011295229.1,14,11,False,PMN2A_0881,heuristic_multi:gene
cds-WP_011295231.1,1,1,True,PMN2A_0883,heuristic_multi:gene
cds-WP_011295232.1,4,8,False,PMN2A_0884,heuristic_multi:gene
cds-WP_011295233.1,4,4,True,PMN2A_0885,multi:gene
cds-WP_011295234.1,6,12,False,PMN2A_0886,heuristic_multi:gene
cds-WP_011295235.1,13,3,False,PMN2A_0887,heuristic_multi:gene
cds-WP_011295236.1,6,13,False,PMN2A_0888,heuristic_multi:gene
cds-WP_011295238.1,13,13,True,PMN2A_0890,heuristic_multi:gene
cds-WP_011295239.1,10,9,False,PMN2A_0891,heuristic_multi:gene
cds-WP_011295240.1,9,9,True,PMN2A_0892,heuristic_multi:gene
cds-WP_011295241.1,7,7,True,PMN2A_0893,heuristic_multi:gene
cds-WP_011295242.1,15,6,False,PMN2A_0894,heuristic_multi:gene
cds-WP_011295243.1,15,8,False,PMN2A_0895,heuristic_multi:gene
cds-WP_011295244.1,1,5,False,PMN2A_0896,heuristic_multi:gene
cds-WP_011295245.1,11,3,False,PMN2A_0897,heuristic_multi:gene
cds-WP_011295246.1,14,3,False,PMN2A_0898,heuristic_multi:gene
cds-WP_011295247.1,5,8,False,PMN2A_0899,heuristic_multi:gene
cds-WP_011295248.1,1,2,False,PMN2A_0900,heuristic_multi:gene
cds-WP_011295249.1,11,14,False,PMN2A_0901,heuristic_multi:gene
cds-WP_011295250.1,4,4,True,PMN2A_0902,heuristic_multi:gene
cds-WP_011295251.1,9,9,True,PMN2A_0903,heuristic_multi:gene
cds-WP_011295252.1,1,3,False,PMN2A_0904,heuristic_multi:gene
cds-WP_011295253.1,3,13,False,PMN2A_0905,heuristic_multi:gene
cds-WP_011295254.1,12,13,False,PMN2A_0906,heuristic_multi:gene
cds-WP_011295256.1,13,13,True,PMN2A_0908,heuristic_multi:gene
cds-WP_011295257.1,6,13,False,PMN2A_0909,heuristic_multi:gene
cds-WP_011295258.1,13,11,False,PMN2A_0910,heuristic_multi:gene
cds-WP_011295259.1,7,9,False,PMN2A_0911,heuristic_multi:gene
cds-WP_011295260.1,15,15,True,PMN2A_0912,heuristic_multi:gene
cds-WP_011295261.1,15,9,False,PMN2A_0913,heuristic_multi:gene
cds-WP_011295262.1,9,9,True,PMN2A_0914,heuristic_multi:gene
cds-WP_011295263.1,5,11,False,PMN2A_0915,heuristic_multi:gene
cds-WP_011295264.1,11,11,True,PMN2A_0916,heuristic_multi:gene
cds-WP_011295265.1,13,13,True,PMN2A_0917,heuristic_multi:gene
cds-WP_011295266.1,4,12,False,PMN2A_0918,heuristic_multi:gene
cds-WP_011295267.1,4,4,True,PMN2A_0919,heuristic_multi:gene
cds-WP_011295268.1,9,9,True,PMN2A_0920,heuristic_multi:gene
cds-WP_011295269.1,14,11,False,PMN2A_0921,heuristic_multi:gene
cds-WP_011295270.1,6,13,False,PMN2A_0922,heuristic_multi:gene
cds-WP_011295271.1,9,7,False,PMN2A_0923,heuristic_multi:gene
cds-WP_011295272.1,10,2,False,PMN2A_0924,heuristic_multi:gene
cds-WP_011295273.1,15,9,False,PMN2A_0925,multi:gene
cds-WP_011295274.1,15,9,False,PMN2A_0926,heuristic_multi:gene
cds-WP_011295275.1,7,10,False,PMN2A_0927,heuristic_multi:gene
cds-WP_011295276.1,13,3,False,PMN2A_0928,heuristic_multi:gene
cds-WP_011295277.1,6,2,False,PMN2A_0929,heuristic_multi:gene
cds-WP_011295278.1,1,15,False,PMN2A_0930,heuristic_multi:gene
cds-WP_011295279.1,11,13,False,PMN2A_0931,heuristic_multi:gene
cds-WP_011295280.1,3,12,False,PMN2A_0932,heuristic_multi:gene
cds-WP_011295281.1,12,12,True,PMN2A_0933,heuristic_multi:gene
cds-WP_011295282.1,12,12,True,PMN2A_0934,heuristic_multi:gene
cds-WP_011295283.1,15,9,False,PMN2A_0935,heuristic_multi:gene
cds-WP_011295284.1,1,2,False,PMN2A_0936,heuristic_multi:gene
cds-WP_011295285.1,3,13,False,PMN2A_0937,heuristic_multi:gene
cds-WP_011295288.1,5,5,True,PMN2A_0940,heuristic_multi:gene
cds-WP_011295289.1,5,11,False,PMN2A_0942,heuristic_multi:gene
cds-WP_011295290.1,8,4,False,PMN2A_0943,multi:gene
cds-WP_011295291.1,6,15,False,PMN2A_0944,heuristic_multi:gene
cds-WP_011295292.1,1,15,False,PMN2A_0945,heuristic_multi:gene
cds-WP_011295293.1,1,15,False,PMN2A_0946,heuristic_multi:gene
cds-WP_011295294.1,9,9,True,PMN2A_0947,heuristic_multi:gene
cds-WP_011295297.1,6,6,True,PMN2A_0950,heuristic_multi:gene
cds-WP_011295298.1,13,3,False,PMN2A_0951,heuristic_multi:gene
cds-WP_011295300.1,7,9,False,PMN2A_0953,heuristic_multi:gene
cds-WP_011295301.1,7,7,True,PMN2A_0954,heuristic_multi:gene
cds-WP_011295302.1,13,12,False,PMN2A_0955,heuristic_multi:gene
cds-WP_011295303.1,12,12,True,PMN2A_0956,heuristic_multi:gene
cds-WP_011295304.1,3,12,False,PMN2A_0957,heuristic_multi:gene
cds-WP_011295305.1,4,12,False,PMN2A_0958,heuristic_multi:gene
cds-WP_011295306.1,12,12,True,PMN2A_0959,heuristic_multi:gene
cds-WP_011295307.1,6,13,False,PMN2A_0960,heuristic_multi:gene
cds-WP_011295308.1,15,15,True,PMN2A_0961,heuristic_multi:gene
cds-WP_011295309.1,9,9,True,PMN2A_0962,heuristic_multi:gene
cds-WP_011295310.1,11,11,True,PMN2A_0963,heuristic_multi:gene
cds-WP_011295311.1,14,3,False,PMN2A_0964,heuristic_multi:gene
cds-WP_011295312.1,9,9,True,PMN2A_0966,heuristic_multi:gene
cds-WP_011295313.1,14,11,False,PMN2A_0967,heuristic_multi:gene
cds-WP_011295314.1,1,15,False,PMN2A_0968,heuristic_multi:gene
cds-WP_011295315.1,1,15,False,PMN2A_0969,heuristic_multi:gene
cds-WP_011295316.1,5,11,False,PMN2A_0970,heuristic_multi:gene
cds-WP_011295317.1,5,11,False,PMN2A_0971,heuristic_multi:gene
cds-WP_011295318.1,11,3,False,PMN2A_0972,heuristic_multi:gene
cds-WP_011295319.1,10,10,True,PMN2A_0973,heuristic_multi:gene
cds-WP_011295321.1,4,7,False,PMN2A_0975,heuristic_multi:gene
cds-WP_011295322.1,10,8,False,PMN2A_0976,heuristic_multi:gene
cds-WP_011295323.1,4,8,False,PMN2A_0977,heuristic_multi:gene
