locus_tag,number,log2_fold_change,standard_deviation,standard_error,p_value,category,definition,time_point,resolved_locus_tag,resolution_method
PMM1272,2,2.09,0.65,0.46,0.01,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1272,locus_tag:locus_tag
PMM1273,2,-0.81,0.5,0.36,0.8,Riboflavin,putative riboflavin kinase/FAD synthase,3h,PMM1273,locus_tag:locus_tag
PMM1275,2,-0.16,1.01,0.72,1.0,Conserved hypothetical protein,DUF170,3h,PMM1275,locus_tag:locus_tag
PMM1276,2,-1.18,0.9,0.64,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1276,locus_tag:locus_tag
PMM1277,2,-1.7,0.96,0.68,0.1,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1277,locus_tag:locus_tag
PMM1283,2,0.33,0.55,0.39,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1283,locus_tag:locus_tag
PMM1284,2,-0.72,0.85,0.6,0.89,Adaptations and atypical conditions,PhoH-like phosphate starvation-inducible protein,3h,PMM1284,locus_tag:locus_tag
PMM1285,2,-0.28,0.05,0.03,1.0,Ribosomal proteins,30S Ribosomal protein S16,3h,PMM1285,locus_tag:locus_tag
PMM1286,2,-0.28,0.54,0.38,1.0,Protein and peptide secretion,signal recognition particle protein (SRP54),3h,PMM1286,locus_tag:locus_tag
PMM1287,2,0.36,0.22,0.15,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1287,locus_tag:locus_tag
PMM1288,2,-0.84,0.39,0.28,1.0,Other,Pyruvate dehydrogenase E1 alpha subunit,3h,PMM1288,locus_tag:locus_tag
PMM1289,2,-1.67,0.63,0.45,1.0,Transport and binding proteins,"Type II alternative RNA polymerase sigma factor, sigma-70 family",3h,PMM1289,locus_tag:locus_tag
PMM1293,2,1.9,0.23,0.16,0.28,Other,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),3h,PMM1293,locus_tag:locus_tag
PMM1294,2,2.39,0.25,0.17,0.14,Hydrogenase,putative nickel-containing superoxide dismutase precursor (NISOD),3h,PMM1294,locus_tag:locus_tag
PMM1296,2,-0.71,1.04,0.73,1.0,Other,marine cyanobacterial conserved hypothetical,3h,PMM1296,locus_tag:locus_tag
PMM1298,2,-1.96,0.88,0.62,0.59,Regulatory functions,putative dihydrolipoamide dehydrogenase,3h,PMM1298,locus_tag:locus_tag
PMM1299,2,-0.23,0.36,0.25,1.0,"RNA synthesis, modification, and DNA transcription tRNA/rRNA methyltransferase (SpoU)",,3h,PMM1299,locus_tag:locus_tag
PMM1300,2,-1.39,0.78,0.55,0.37,Degradation of RNA,UDP-N-glucosamine 1-carboxyvinyltransferase,3h,PMM1300,locus_tag:locus_tag
PMM1301,2,-1.02,0.91,0.64,1.0,Glutamate family / Nitrogen assimilation,Aminotransferase class-III pyridoxal-phosphate:Acetylornithin...,3h,PMM1301,locus_tag:locus_tag
PMM1304,2,0.1,0.45,0.32,1.0,Other,possible cytosine deaminase,3h,PMM1304,locus_tag:locus_tag
PMM1305,2,-1.03,0.55,0.39,0.66,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1305,locus_tag:locus_tag
PMM1307,2,-0.28,0.02,0.02,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1307,locus_tag:locus_tag
PMM1309,2,1.24,0.48,0.34,1.0,Cell division,Cell division protein FtsZ:Tubulin/FtsZ family,3h,PMM1309,locus_tag:locus_tag
PMM1310,2,-0.54,0.83,0.59,1.0,Regulatory functions,putative Ketopantoate hydroxymethyltransferase,3h,PMM1310,locus_tag:locus_tag
PMM1312,2,-1.35,0.32,0.23,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1312,locus_tag:locus_tag
PMM1313,2,0.85,0.49,0.34,1.0,"Degradation of proteins, peptides, and glycopeptides Clp protease proteolytic subunit",,3h,PMM1313,locus_tag:locus_tag
PMM1314,2,1.82,0.67,0.47,0.39,"Degradation of proteins, peptides, and glycopeptides Clp protease proteolytic subunit",,3h,PMM1314,locus_tag:locus_tag
PMM1315,2,-0.74,0.31,0.22,1.0,Branched chain family,Ketol-acid reductoisomerase,3h,PMM1315,locus_tag:locus_tag
PMM1317,2,2.15,0.35,0.25,0.02,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1317,locus_tag:locus_tag
PMM1318,2,-1.54,1.65,1.16,0.7,Conserved hypothetical protein,conserved hypothetical,3h,PMM1318,locus_tag:locus_tag
PMM1319,2,-1.4,0.76,0.54,0.41,Drug and analog sensitivity,possible Beta-lactamase,3h,PMM1319,locus_tag:locus_tag
PMM1321,2,-0.69,0.44,0.31,1.0,Nucleoproteins,Bacterial histone-like DNA-binding protein,3h,PMM1321,locus_tag:locus_tag
PMM1322,2,-0.15,0.15,0.11,1.0,Other,Putative isoamylase,3h,PMM1322,locus_tag:locus_tag
PMM1323,2,-0.9,1.03,0.73,1.0,Regulatory functions,putative GPH family sugar transporter,3h,PMM1323,locus_tag:locus_tag
PMM1324,2,-0.8,0.06,0.04,1.0,Transport and binding proteins,"possible transporter, membrane component",3h,PMM1324,locus_tag:locus_tag
PMM1325,2,-0.42,0.88,0.63,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1325,locus_tag:locus_tag
PMM1327,2,-0.88,0.61,0.43,0.78,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1327,locus_tag:locus_tag
PMM1330,2,3.55,1.56,1.1,0.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1330,locus_tag:locus_tag
PMM1331,2,0.01,0.68,0.48,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1331,locus_tag:locus_tag
PMM1333,2,-1.95,1.29,0.91,0.0,Protein modification and translation factors,Peptide methionine sulfoxide reductase,3h,PMM1333,locus_tag:locus_tag
PMM1336,2,-3.15,3.93,2.78,1.0,"Fatty acid, phospholipid and sterol metabolism",Putative (3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,3h,PMM1336,locus_tag:locus_tag
PMM1339,2,-1.02,0.16,0.11,1.0,Purine ribonucleotide biosynthesis,SAICAR synthetase,3h,PMM1339,locus_tag:locus_tag
PMM1340,2,-1.35,0.25,0.18,1.0,Purine ribonucleotide biosynthesis,phosphoribosylglycinamide synthetase,3h,PMM1340,locus_tag:locus_tag
PMM1342,2,-0.57,0.28,0.2,1.0,Other,possible circadian clock protein KaiC,3h,PMM1342,locus_tag:locus_tag
PMM1343,2,-0.03,0.28,0.2,1.0,Other,possible circadian oscillation regulator KaiB,3h,PMM1343,locus_tag:locus_tag
PMM1344,2,0.45,0.44,0.31,1.0,Ribosomal proteins,50S ribosomal protein L21,3h,PMM1344,locus_tag:locus_tag
PMM1345,2,-0.08,0.8,0.57,1.0,Ribosomal proteins,50S ribosomal protein L27,3h,PMM1345,locus_tag:locus_tag
PMM1346,2,0.32,0.73,0.52,0.88,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1346,locus_tag:locus_tag
PMM1349,2,-0.55,0.66,0.47,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1349,locus_tag:locus_tag
PMM1350,2,-0.59,0.99,0.7,1.0,Other,Pentapeptide repeats,3h,PMM1350,locus_tag:locus_tag
PMM1351,2,0.99,0.68,0.48,0.67,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1351,locus_tag:locus_tag
PMM1352,2,-1.94,0.54,0.38,1.0,Soluble electron carriers,ferredoxin,3h,PMM1352,locus_tag:locus_tag
PMM1354,2,-1.18,1.26,0.89,0.82,Regulatory functions,putative D-3-phosphoglycerate dehydrogenase (PGDH),3h,PMM1354,locus_tag:locus_tag
PMM1355,2,-1.62,0.5,0.36,0.18,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1355,locus_tag:locus_tag
PMM1363,2,0.33,0.05,0.03,0.9,Conserved hypothetical protein,hypothetical,3h,PMM1363,locus_tag:locus_tag
PMM1365,2,2.65,0.69,0.49,0.0,Regulatory functions,possible MATH domain,3h,PMM1365,locus_tag:locus_tag
PMM1368,2,-0.63,0.09,0.06,0.95,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1368,locus_tag:locus_tag
PMM1369,2,-0.79,0.15,0.11,1.0,Regulatory functions,GAF domain,3h,PMM1369,locus_tag:locus_tag
PMM1372,2,-1.45,0.97,0.68,0.5,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1372,locus_tag:locus_tag
PMM1375,2,-1.84,0.52,0.37,0.33,Conserved hypothetical protein,possible M protein repeat,3h,PMM1375,locus_tag:locus_tag
PMM1376,2,-0.61,1.11,0.79,0.64,Nucleoproteins,RNA-binding protein RbpD,3h,PMM1376,locus_tag:locus_tag
PMM1377,2,4.12,2.01,1.42,0.0,Other,"possible dihydroflavonol-4-reductase (maize, petunia, tomato)...",3h,PMM1377,locus_tag:locus_tag
PMM1382,2,-0.92,0.06,0.04,0.68,"Fatty acid, phospholipid and sterol metabolism","fatty acid desaturase, type 2",3h,PMM1382,locus_tag:locus_tag
PMM1383,2,1.26,1.35,0.95,0.67,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1383,locus_tag:locus_tag
PMM1384,2,-0.8,0.09,0.06,1.0,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1384,locus_tag:locus_tag
PMM1385,2,-0.74,0.08,0.06,1.0,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1385,locus_tag:locus_tag
PMM1387,2,-3.21,1.01,0.72,0.0,Conserved hypothetical protein,hypothetical,3h,PMM1387,locus_tag:locus_tag
PMM1388,2,-2.52,0.57,0.4,0.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1388,locus_tag:locus_tag
PMM1390,2,-1.39,0.56,0.39,1.0,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1390,locus_tag:locus_tag
PMM1391,2,3.45,0.43,0.3,0.0,Regulatory functions,"possible Helix-turn-helix protein, copG family",3h,PMM1391,locus_tag:locus_tag
PMM1392,2,-2.53,1.15,0.81,0.0,Branched chain family,possible Heat-labile enterotoxin alpha chain,3h,PMM1392,locus_tag:locus_tag
PMM1394,2,-2.31,0.28,0.2,0.0,Conserved hypothetical protein,hypothetical,3h,PMM1394,locus_tag:locus_tag
PMM1395,2,-3.47,1.42,1.01,0.0,Conserved hypothetical protein,hypothetical,3h,PMM1395,locus_tag:locus_tag
PMM1396,2,-2.02,0.68,0.48,1.0,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1396,locus_tag:locus_tag
PMM1397,2,-0.84,0.68,0.48,1.0,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1397,locus_tag:locus_tag
PMM1398,2,-0.82,0.37,0.26,1.0,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1398,locus_tag:locus_tag
PMM1399,2,-1.9,0.64,0.45,0.16,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1399,locus_tag:locus_tag
PMM1400,2,-1.46,0.37,0.26,1.0,Other,possible Hemagglutinin-neuraminidase,3h,PMM1400,locus_tag:locus_tag
PMM1401,2,-0.18,0.23,0.17,1.0,Conserved hypothetical protein,conserved hypothetical,3h,PMM1401,locus_tag:locus_tag
PMM1402,2,-1.0,0.42,0.29,0.98,Conserved hypothetical protein,unnamed protein product,3h,PMM1402,locus_tag:locus_tag
PMM1404,2,-2.03,1.38,0.98,0.41,Adaptations and atypical conditions,possible high light inducible protein,3h,PMM1404,locus_tag:locus_tag
PMM1405,2,-0.82,0.04,0.03,0.88,Conserved hypothetical protein,hypothetical,3h,PMM1405,locus_tag:locus_tag
PMM1407,2,-1.31,0.22,0.16,0.4,Other,possible SRP19 protein,3h,PMM1407,locus_tag:locus_tag
PMM1408,2,-1.97,0.93,0.66,0.0,Conserved hypothetical protein,hypothetical,3h,PMM1408,locus_tag:locus_tag
PMM1409,2,-1.46,0.02,0.02,0.38,Other,possible Rubredoxin,3h,PMM1409,locus_tag:locus_tag
PMM1412,2,3.01,1.15,0.81,0.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1412,locus_tag:locus_tag
PMM1413,2,0.73,0.78,0.55,0.85,Conserved hypothetical protein,conserved hypothetical,3h,PMM1413,locus_tag:locus_tag
PMM1416,2,-0.37,0.23,0.16,1.0,Conserved hypothetical protein,conserved hypothetical,3h,PMM1416,locus_tag:locus_tag
PMM1419,2,-0.67,0.62,0.44,1.0,Transport and binding proteins,possible ATP synthase B/B' CF(0),3h,PMM1419,locus_tag:locus_tag
PMM1422,2,-1.44,0.39,0.27,0.21,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1422,locus_tag:locus_tag
PMM1423,2,-0.87,0.72,0.51,0.71,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1423,locus_tag:locus_tag
PMM1424,2,-0.14,0.39,0.28,1.0,Other,possible Uncharacterized protein family UPF003,3h,PMM1424,locus_tag:locus_tag
PMM1427,2,0.21,0.97,0.68,1.0,Conserved hypothetical protein,conserved hypothetical,3h,PMM1427,locus_tag:locus_tag
PMM1428,2,1.19,0.63,0.45,0.45,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1428,locus_tag:locus_tag
PMM1429,2,-2.61,1.78,1.26,0.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1429,locus_tag:locus_tag
PMM1430,2,-0.22,0.31,0.22,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1430,locus_tag:locus_tag
PMM1431,2,-0.32,0.15,0.11,1.0,"RNA synthesis, modification, and DNA transcription",putative DNA-directed RNA polymerase (omega chain),3h,PMM1431,locus_tag:locus_tag
PMM1434,2,-1.01,0.61,0.43,1.0,Glycolysis,"Phosphoglycerate mutase, co-factor-independent (iPGM)",3h,PMM1434,locus_tag:locus_tag
PMM1435,2,-1.79,1.02,0.72,0.02,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1435,locus_tag:locus_tag
PMM1436,2,1.77,0.1,0.07,1.0,Chaperones,GroEL protein (Chaperonin cpn60),3h,PMM1436,locus_tag:locus_tag
PMM1437,2,1.71,0.45,0.32,1.0,Chaperones,GroES protein (Chaperonin cpn10),3h,PMM1437,locus_tag:locus_tag
PMM1438,2,-0.57,0.51,0.36,1.0,ATP synthase,"ATP synthase beta subunit, central region:ATP synth...",3h,PMM1438,locus_tag:locus_tag
PMM1440,2,0.01,0.58,0.41,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1440,locus_tag:locus_tag
PMM1441,2,0.07,0.14,0.1,1.0,Conserved hypothetical protein,hypothetical,3h,PMM1441,locus_tag:locus_tag
PMM1442,2,-1.81,0.44,0.31,0.06,Regulatory functions,putative aminopeptidase P,3h,PMM1442,locus_tag:locus_tag
PMM1443,2,-0.96,0.4,0.29,0.66,Conserved hypothetical protein,Domain of unknown function DUF21,3h,PMM1443,locus_tag:locus_tag
PMM1449,2,-1.65,1.7,1.2,0.46,Soluble electron carriers,ferredoxin,3h,PMM1449,locus_tag:locus_tag
PMM1451,2,0.4,0.28,0.2,1.0,ATP synthase,"ATP synthase alpha subunit, central region:ATP synth...",3h,PMM1451,locus_tag:locus_tag
PMM1452,2,0.0,1.0,0.71,1.0,ATP synthase,"ATP synthase, delta (OSCP) subunit",3h,PMM1452,locus_tag:locus_tag
PMM1453,2,-0.68,0.46,0.33,1.0,ATP synthase,ATP synthase B/B' CF(0),3h,PMM1453,locus_tag:locus_tag
PMM1454,2,-0.92,0.17,0.12,1.0,ATP synthase,ATP synthase B/B' CF(0),3h,PMM1454,locus_tag:locus_tag
PMM1455,2,-0.61,0.72,0.51,1.0,"Membranes, lipoproteins and porins",Eubacterial and plasma membrane ATP synthase subunit C:ATP sy...,3h,PMM1455,locus_tag:locus_tag
PMM1456,2,-0.47,1.69,1.19,1.0,ATP synthase,ATP synthase A subunit,3h,PMM1456,locus_tag:locus_tag
PMM1457,2,-0.64,0.02,0.02,1.0,Conserved hypothetical protein,possible ATP synthase subunit 1,3h,PMM1457,locus_tag:locus_tag
PMM1459,2,-0.09,1.22,0.86,1.0,Regulatory functions,putative c-type cytochrome biogenesis protein CcdA,3h,PMM1459,locus_tag:locus_tag
PMM1462,2,-1.78,1.06,0.75,0.23,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1462,locus_tag:locus_tag
PMM1463,2,-1.74,0.99,0.7,0.23,Other,Nitrogen regulatory protein P-II,3h,PMM1463,locus_tag:locus_tag
PMM1477,2,0.79,0.81,0.57,0.81,Conserved hypothetical protein,conserved hypothetical,3h,PMM1477,locus_tag:locus_tag
PMM1478,2,-0.22,0.27,0.19,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1478,locus_tag:locus_tag
PMM1479,2,-0.37,0.18,0.13,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1479,locus_tag:locus_tag
PMM1480,2,0.22,0.73,0.52,0.98,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1480,locus_tag:locus_tag
PMM1483,2,-0.03,0.2,0.14,1.0,"RNA synthesis, modification, and DNA transcription",RNA polymerase beta prime subunit,3h,PMM1483,locus_tag:locus_tag
PMM1484,2,-0.19,0.32,0.22,1.0,"RNA synthesis, modification, and DNA transcription",RNA polymerase gamma subunit,3h,PMM1484,locus_tag:locus_tag
PMM1485,2,-0.61,0.18,0.12,1.0,"RNA synthesis, modification, and DNA transcription",RNA polymerase beta subunit,3h,PMM1485,locus_tag:locus_tag
PMM1487,2,-0.31,0.81,0.58,1.0,Ribosomal proteins,30s Ribosomal protein S20,3h,PMM1487,locus_tag:locus_tag
PMM1489,2,1.85,0.33,0.23,0.04,Other,Ribose 5-phosphate isomerase,3h,PMM1489,locus_tag:locus_tag
PMM1490,2,-1.38,0.54,0.38,0.3,"Degradation of proteins, peptides, and glycopeptides Serine proteases, trypsin family:Chymotrypsin serine protease...",,3h,PMM1490,locus_tag:locus_tag
PMM1492,2,0.42,0.06,0.04,1.0,"RNA synthesis, modification, and DNA transcription",N utilization substance protein A,3h,PMM1492,locus_tag:locus_tag
PMM1494,2,-0.31,0.61,0.43,1.0,Protein modification and translation factors,Translation initiation factor IF-2,3h,PMM1494,locus_tag:locus_tag
PMM1495,2,-1.49,0.89,0.63,0.48,Conserved hypothetical protein,hypothetical,3h,PMM1495,locus_tag:locus_tag
PMM1498,2,-1.22,0.6,0.42,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1498,locus_tag:locus_tag
PMM1499,2,1.26,0.94,0.66,0.31,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1499,locus_tag:locus_tag
PMM1500,2,-0.73,0.02,0.02,1.0,Regulatory functions,putative aminotransferase,3h,PMM1500,locus_tag:locus_tag
PMM1501,2,-0.72,0.06,0.04,1.0,Other,S1 RNA binding domain:Ribonuclease E and G,3h,PMM1501,locus_tag:locus_tag
PMM1504,2,-1.6,1.02,0.72,0.23,Aromatic amino acid family,Chorismate mutase-Prephenate dehydratase,3h,PMM1504,locus_tag:locus_tag
PMM1506,2,2.35,1.08,0.76,0.0,Regulatory functions,ATP-dependent protease La (LON) domain,3h,PMM1506,locus_tag:locus_tag
PMM1507,2,0.91,0.73,0.51,1.0,Ribosomal proteins,30S ribosomal protein S10,3h,PMM1507,locus_tag:locus_tag
PMM1508,2,0.03,1.65,1.17,1.0,Protein modification and translation factors,Elongation factor Tu,3h,PMM1508,locus_tag:locus_tag
PMM1509,2,0.54,0.69,0.49,1.0,Protein modification and translation factors,Elongation factor G,3h,PMM1509,locus_tag:locus_tag
PMM1510,2,-0.05,0.42,0.3,1.0,Ribosomal proteins,30S ribosomal protein S7,3h,PMM1510,locus_tag:locus_tag
PMM1511,2,-0.34,0.07,0.05,1.0,Ribosomal proteins,30S ribosomal protein S12,3h,PMM1511,locus_tag:locus_tag
PMM1512,2,-0.12,0.3,0.21,1.0,Glutamate family / Nitrogen assimilation,"Ferredoxin-dependent glutamate synthase, Fd-GOGAT",3h,PMM1512,locus_tag:locus_tag
PMM1514,2,2.02,1.62,1.14,0.1,Other,lipoic acid synthetase,3h,PMM1514,locus_tag:locus_tag
PMM1515,2,-0.25,1.96,1.39,0.85,Other,Site-specific recombinase,3h,PMM1515,locus_tag:locus_tag
PMM1519,2,0.8,0.71,0.5,1.0,Photosystem I,Photosystem I PsaL protein (subunit XI),3h,PMM1519,locus_tag:locus_tag
PMM1520,2,-0.12,0.54,0.38,1.0,Photosystem I,photosystem I subunit VIII (PsaI),3h,PMM1520,locus_tag:locus_tag
PMM1523,2,1.99,0.07,0.05,1.0,Photosystem I,Photosystem I PsaB protein,3h,PMM1523,locus_tag:locus_tag
PMM1524,2,0.91,0.28,0.2,1.0,Photosystem I,Photosystem I PsaA protein,3h,PMM1524,locus_tag:locus_tag
PMM1528,2,1.08,1.19,0.84,0.46,"DNA replication, recombination, and repair",HNH endonuclease family protein,3h,PMM1528,locus_tag:locus_tag
PMM1530,2,-1.54,0.28,0.2,0.37,Ribosomal proteins,50S ribosomal protein L31,3h,PMM1530,locus_tag:locus_tag
PMM1531,2,-1.59,0.25,0.17,1.0,Ribosomal proteins,30S ribosomal protein S9,3h,PMM1531,locus_tag:locus_tag
PMM1532,2,0.58,0.45,0.32,1.0,Ribosomal proteins,50S ribosomal protein L13,3h,PMM1532,locus_tag:locus_tag
PMM1534,2,-0.15,0.84,0.59,1.0,Ribosomal proteins,50S ribosomal protein L17,3h,PMM1534,locus_tag:locus_tag
PMM1535,2,0.65,1.11,0.79,1.0,"RNA synthesis, modification, and DNA transcription","Bacterial RNA polymerase, alpha chain",3h,PMM1535,locus_tag:locus_tag
PMM1536,2,0.51,0.09,0.06,1.0,Ribosomal proteins,30S ribosomal protein S11,3h,PMM1536,locus_tag:locus_tag
PMM1537,2,-0.34,0.4,0.28,1.0,Ribosomal proteins,30S ribosomal protein S13,3h,PMM1537,locus_tag:locus_tag
PMM1538,2,-0.55,0.15,0.1,1.0,Ribosomal proteins,50S Ribosomal protein L36,3h,PMM1538,locus_tag:locus_tag
PMM1540,2,-1.06,0.64,0.45,0.75,Protein and peptide secretion,preprotein translocase SecY subunit,3h,PMM1540,locus_tag:locus_tag
PMM1541,2,0.41,0.89,0.63,0.68,Ribosomal proteins,50S ribosomal protein L15,3h,PMM1541,locus_tag:locus_tag
PMM1542,2,0.94,0.22,0.16,0.56,Ribosomal proteins,30S ribosomal protein S5,3h,PMM1542,locus_tag:locus_tag
PMM1543,2,2.03,1.21,0.85,0.0,Ribosomal proteins,50S ribosomal protein L18,3h,PMM1543,locus_tag:locus_tag
PMM1544,2,0.59,1.0,0.71,1.0,Ribosomal proteins,50S ribosomal protein L6,3h,PMM1544,locus_tag:locus_tag
PMM1545,2,-0.48,0.64,0.45,0.82,Ribosomal proteins,30S ribosomal protein S8,3h,PMM1545,locus_tag:locus_tag
PMM1546,2,0.14,1.41,1.0,1.0,Ribosomal proteins,50S ribosomal protein L5,3h,PMM1546,locus_tag:locus_tag
PMM1548,2,0.48,0.1,0.07,0.85,Ribosomal proteins,50S Ribosomal protein L14,3h,PMM1548,locus_tag:locus_tag
PMM1549,2,0.94,1.99,1.4,1.0,Ribosomal proteins,30S Ribosomal protein S17,3h,PMM1549,locus_tag:locus_tag
PMM1550,2,1.3,1.62,1.15,0.06,Ribosomal proteins,50S ribosomal protein L29,3h,PMM1550,locus_tag:locus_tag
PMM1551,2,0.75,0.22,0.15,1.0,Ribosomal proteins,50S ribosomal protein L16,3h,PMM1551,locus_tag:locus_tag
PMM1552,2,-0.45,0.44,0.31,1.0,Ribosomal proteins,30S ribosomal protein S3,3h,PMM1552,locus_tag:locus_tag
PMM1553,2,-0.32,0.23,0.16,1.0,Ribosomal proteins,50S ribosomal protein L22,3h,PMM1553,locus_tag:locus_tag
PMM1554,2,0.52,0.32,0.22,0.91,Ribosomal proteins,30S Ribosomal protein S19,3h,PMM1554,locus_tag:locus_tag
PMM1555,2,-0.72,0.29,0.21,1.0,Ribosomal proteins,50S ribosomal protein L2,3h,PMM1555,locus_tag:locus_tag
PMM1556,2,-0.73,0.18,0.13,1.0,Ribosomal proteins,50S ribosomal protein L23,3h,PMM1556,locus_tag:locus_tag
PMM1557,2,-0.74,2.31,1.64,0.89,Ribosomal proteins,50S ribosomal protein L4,3h,PMM1557,locus_tag:locus_tag
PMM1558,2,-0.82,0.94,0.66,1.0,Ribosomal proteins,50S ribosomal protein L3,3h,PMM1558,locus_tag:locus_tag
PMM1559,2,0.05,1.31,0.92,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1559,locus_tag:locus_tag
PMM1562,2,-1.32,0.89,0.63,1.0,"DNA replication, recombination, and repair",RecA bacterial DNA recombination protein,3h,PMM1562,locus_tag:locus_tag
PMM1563,2,0.15,1.32,0.93,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1563,locus_tag:locus_tag
PMM1566,2,-1.14,1.29,0.91,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1566,locus_tag:locus_tag
PMM1568,2,0.23,0.03,0.02,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1568,locus_tag:locus_tag
PMM1570,2,-1.74,0.3,0.21,0.48,"Cobalamin, heme, phycobilin and porphyrin",ATP:corrinoid adenosyltransferase BtuR/CobO/CobP,3h,PMM1570,locus_tag:locus_tag
PMM1571,2,-0.23,0.9,0.64,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1571,locus_tag:locus_tag
PMM1575,2,-0.35,0.59,0.42,1.0,Pyruvate and acetyl-CoA metabolism,Phosphoenolpyruvate carboxylase,3h,PMM1575,locus_tag:locus_tag
PMM1578,2,4.02,0.37,0.26,0.0,Photosystem I,Photosystem I protein PsaD,3h,PMM1578,locus_tag:locus_tag
PMM1581,2,-0.7,0.6,0.42,1.0,Regulatory functions,MRP protein homolog,3h,PMM1581,locus_tag:locus_tag
PMM1583,2,-0.69,0.11,0.08,0.75,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1583,locus_tag:locus_tag
PMM1588,2,-0.55,0.68,0.48,1.0,Regulatory functions,possible Conserved carboxylase domain,3h,PMM1588,locus_tag:locus_tag
PMM1594,2,-0.68,0.24,0.17,1.0,"Cobalamin, heme, phycobilin and porphyrin",Heme oxygenase,3h,PMM1594,locus_tag:locus_tag
PMM1596,2,0.42,0.41,0.29,1.0,Other,Isocitrate dehydrogenase,3h,PMM1596,locus_tag:locus_tag
PMM1599,2,-0.57,0.31,0.22,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1599,locus_tag:locus_tag
PMM1600,2,1.05,1.4,0.99,0.67,Transport and binding proteins,"putative Na+/H+ antiporter, CPA2 family",3h,PMM1600,locus_tag:locus_tag
PMM1601,2,-0.61,0.01,0.01,1.0,Other,phosphorylase,3h,PMM1601,locus_tag:locus_tag
PMM1602,2,1.01,0.82,0.58,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1602,locus_tag:locus_tag
PMM1603,2,0.55,2.08,1.47,1.0,Regulatory functions,putative ribonuclease III,3h,PMM1603,locus_tag:locus_tag
PMM1604,2,0.09,0.34,0.24,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1604,locus_tag:locus_tag
PMM1605,2,0.0,0.05,0.03,1.0,Protein modification and translation factors,possible 16S rRNA processing protein RimM,3h,PMM1605,locus_tag:locus_tag
PMM1606,2,-0.52,0.71,0.5,1.0,Other,Glutamine-fructose-6-phosphate transaminase (isomerizing),3h,PMM1606,locus_tag:locus_tag
PMM1607,2,0.71,0.31,0.22,1.0,Photosystem I,Photosystem I subunit PsaC,3h,PMM1607,locus_tag:locus_tag
