gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
ftsY,ftsY,SYNC_RS00065,sync_0011,Protein Homology,12600.0,14255.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618002.1,signal recognition particle-docking protein FtsY,WP_011618002.1,"GO:0006614,GO:0009306,GO:0003924,GO:0005047",,"GTPase activity|0003924||IEA,signal recognition particle binding|0005047||IEA","SRP-dependent cotranslational protein targeting to membrane|0006614||IEA,protein secretion|0009306||IEA",sync_0011,12600.0,14255.0,+,CK_Syn_CC9311_00011,ftsY,"GO:0009306,GO:0006614,GO:0006184,GO:0003924,GO:0005047,GO:0005525",CK_00000356,L.1,Protein and peptide secretion and trafficking,"COG0552,bactNOG01692,cyaNOG00560","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein secretion,SRP-dependent cotranslational protein targeting to membrane,obsolete GTP catabolic process,protein secretion,SRP-dependent cotranslational protein targeting to membrane,obsolete GTP catabolic process,GTPase activity,signal recognition particle binding,GTP binding",signal recognition particle-docking protein FtsY,"TIGR00064,PF00448,PF02881,PS00300,IPR000897,IPR013822,IPR004390","signal recognition particle-docking protein FtsY,SRP54-type protein%2C GTPase domain,SRP54-type protein%2C helical bundle domain,SRP54-type proteins GTP-binding domain signature.,Signal recognition particle%2C SRP54 subunit%2C GTPase domain,Signal recognition particle SRP54%2C helical bundle,Signal-recognition particle receptor FtsY",97,Protein fate / Protein and peptide secretion and trafficking
SYNC_RS00070,,SYNC_RS00070,sync_0012,Protein Homology,14323.0,15732.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618003.1,PP2C family protein-serine/threonine phosphatase,WP_011618003.1,"GO:0006470,GO:0004722,GO:0046872",,"protein serine/threonine phosphatase activity|0004722||IEA,metal ion binding|0046872||IEA",protein dephosphorylation|0006470||IEA,sync_0012,14323.0,15732.0,+,CK_Syn_CC9311_00012,rsbU,"GO:0004721,GO:0004647",CK_00000355,O.2,Phosphotransferase systems (PTS),"COG2208,COG4231,bactNOG28480,bactNOG05232,bactNOG24914,bactNOG25290,bactNOG07199,cyaNOG00349","COG: TK,COG: METABOLISM [C] Energy production and conversion,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",3.1.3.3,phosphoserine phosphatase,"phosphoprotein phosphatase activity,phosphoserine phosphatase activity",phosphoserine phosphatase RsbU/P,"PF07228,IPR001932,IPR029016","Stage II sporulation protein E (SpoIIE),PPM-type phosphatase domain,GAF-like domain superfamily",700,Signal transduction / PTS
argH,argH,SYNC_RS00075,sync_0013,Protein Homology,15764.0,17182.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618004.1,argininosuccinate lyase,WP_011618004.1,"GO:0042450,GO:0004056",,argininosuccinate lyase activity|0004056||IEA,arginine biosynthetic process via ornithine|0042450||IEA,sync_0013,15764.0,17182.0,+,CK_Syn_CC9311_00013,argH,"GO:0042450,GO:0004056",CK_00000354,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0165,bactNOG00740,cyaNOG02059","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.3.2.1,argininosuccinate lyase%3B arginosuccinase%3B argininosuccinic acid lyase%3B arginine-succinate lyase%3B N-(L-argininosuccinate) arginine-lyase%3B omega-N-(L-arginino)succinate arginine-lyase%3B 2-(omega-N-L-arginino)succinate arginine-lyase (fumarate-forming),"arginine biosynthetic process via ornithine,arginine biosynthetic process via ornithine,argininosuccinate lyase activity",argininosuccinate lyase,"TIGR00838,PF14698,PF00206,PS00163,IPR020557,IPR009049,IPR029419,IPR022761","argininosuccinate lyase,Argininosuccinate lyase C-terminal,Lyase,Fumarate lyases signature.,Fumarate lyase%2C conserved site,Argininosuccinate lyase,Argininosuccinate lyase%2C C-terminal,Fumarate lyase%2C N-terminal",73,Amino acid biosynthesis / Glutamate family
SYNC_RS00080,,SYNC_RS00080,sync_0014,Protein Homology,17309.0,17854.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618005.1,RNA-binding protein,WP_011618005.1,,,,,sync_0014,17309.0,17854.0,+,CK_Syn_CC9311_00014,sync_0014,GO:0003676,CK_00008100,N.2,RNA interactions,"COG0724,bactNOG37496,cyaNOG05206,cyaNOG03294","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,nucleic acid binding,RNA-binding domain RNP-1 (RNA recognition motif) containing protein,"PF00076,PS50102,IPR000504","RNA recognition motif. (a.k.a. RRM%2C RBD%2C or RNP domain),Eukaryotic RNA Recognition Motif (RRM) profile.,RNA recognition motif domain",262,Regulatory functions / RNA interactions
dusA,dusA,SYNC_RS00085,sync_0015,Protein Homology,17873.0,18877.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011931950.1,tRNA dihydrouridine(20/20a) synthase DusA,WP_011618006.1,"GO:0002943,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA dihydrouridine synthesis|0002943||IEA,sync_0015,17873.0,18877.0,-,CK_Syn_CC9311_00015,dusA,"GO:0008033,GO:0055114,GO:0002943,GO:0017150,GO:0050660",CK_00000353,K.3,tRNA and rRNA base modification,"COG0042,bactNOG00177,cyaNOG00450","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthesis,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthesis,tRNA dihydrouridine synthase activity,flavin adenine dinucleotide binding",tRNA dihydrouridine synthase,"PF01207,PS01136,IPR001269,IPR018517,IPR004653,IPR013785","Dihydrouridine synthase (Dus),Uncharacterized protein family UPF0034 signature.,tRNA-dihydrouridine synthase,tRNA-dihydrouridine synthase%2C conserved site,tRNA-dihydrouridine(20/20a) synthase,Aldolase-type TIM barrel",168,Protein synthesis / tRNA and rRNA base modification
msrB,msrB,SYNC_RS00090,sync_0016,Protein Homology,18944.0,19456.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618007.1,peptide-methionine (R)-S-oxide reductase MsrB,WP_011618007.1,"GO:0006979,GO:0030091,GO:0033743",,peptide-methionine (R)-S-oxide reductase activity|0033743||IEA,"response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",sync_0016,18944.0,19456.0,+,CK_Syn_CC9311_00016,msrB,"GO:0055114,GO:0033743",CK_00000040,"D.1.7,L.2","Trace metals,Protein modification and repair","COG0229,bactNOG24089,bactNOG24659,bactNOG20112,bactNOG64357,cyaNOG02600","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.4.12,peptide-methionine (R)-S-oxide reductase%3B MsrB%3B methionine sulfoxide reductase (ambiguous)%3B pMSR%3B methionine S-oxide reductase (ambiguous)%3B selenoprotein R%3B methionine S-oxide reductase (R-form oxidizing)%3B methionine sulfoxide reductase B%3B SelR%3B SelX%3B PilB%3B pRMsr,"oxidation-reduction process,oxidation-reduction process,peptide-methionine (R)-S-oxide reductase activity",peptide methionine-R-sulfoxide reductase,"TIGR00357,PF01641,IPR002579,IPR011057","methionine-R-sulfoxide reductase,SelR domain,Peptide methionine sulphoxide reductase MrsB,Mss4-like superfamily","140,149","Protein fate / Protein modification and repair,Cellular processes / Adaptations to atypical conditions"
SYNC_RS00095,,SYNC_RS00095,sync_0017,Protein Homology,19491.0,20696.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618008.1,NAD(P)/FAD-dependent oxidoreductase,WP_237699319.1,,,,,sync_0017,19383.0,20696.0,+,CK_Syn_CC9311_00017,sync_0017,"GO:0055114,GO:0050662,GO:0016491",CK_00000352,R.2,Conserved hypothetical proteins,"COG2081,bactNOG05046,cyaNOG00744","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,oxidation-reduction process,coenzyme binding,oxidoreductase activity",flavoprotein%2C HI0933 family,"TIGR00275,PF03486,IPR004792,IPR023753","flavoprotein%2C HI0933 family,HI0933-like protein,3-Dehydro-bile acid delta(4%2C6)-reductase-like,FAD/NAD(P)-binding domain",156,Hypothetical proteins / Conserved
SYNC_RS00100,,SYNC_RS00100,sync_0018,GeneMarkS-2+,20744.0,24058.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041426202.1,,,,,sync_0018,20744.0,24079.0,-,CK_Syn_CC9311_00018,sync_0018,,CK_00047416,R.2,Conserved hypothetical proteins,,,,,,CalX-like and tryptophan-rich domains containing protein,"PF07483,IPR038081,IPR011121","Tryptophan-rich Synechocystis species C-terminal domain,CalX-like domain superfamily,Tryptophan-rich domain",156,Hypothetical proteins / Conserved
SYNC_RS00105,,SYNC_RS00105,sync_0019,Protein Homology,24218.0,25498.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618010.1,type II secretion system F family protein,WP_011618010.1,"GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",,,sync_0019,24218.0,25498.0,-,CK_Syn_CC9311_00019,pilC,"GO:0009306,GO:0016020",CK_00001563,"D.5,L.1","Chemotaxis and motility,Protein and peptide secretion and trafficking","COG1459,bactNOG00971,cyaNOG00575","COG: NU,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein secretion,protein secretion,membrane",type II secretory pathway%2C component PulF,"PF00482,PS00874,IPR018076,IPR001992","Type II secretion system (T2SS)%2C protein F,Bacterial type II secretion system protein F signature.,Type II secretion system F domain,Type II secretion system conserved site","188,97","Cellular processes / Chemotaxis and motility,Protein fate / Protein and peptide secretion and trafficking"
SYNC_RS00110,,SYNC_RS00110,sync_0020,Protein Homology,25515.0,26588.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006854975.1,type IV pilus twitching motility protein PilT,WP_041426203.1,"GO:0043107,GO:0005524",,ATP binding|0005524||IEA,type IV pilus-dependent motility|0043107||IEA,sync_0020,25515.0,26579.0,-,CK_Syn_CC9311_00020,pilT1,"GO:0043107,GO:0006810,GO:0005524,GO:0017111",CK_00001816,"C.4,D.5","Surface structures,Chemotaxis and motility","COG2805,bactNOG00911,cyaNOG01665","COG: NU,bactNOG: U,cyaNOG: U",,,"type IV pilus-dependent motility,transport,type IV pilus-dependent motility,transport,ATP binding,nucleoside-triphosphatase activity",twitching motility protein PilT,"TIGR01420,PF00437,PS00662,IPR006321,IPR001482,IPR027417,IPR003593","twitching motility protein,Type II/IV secretion system protein,Bacterial type II secretion system protein E signature.,Pilus retraction protein PilT,Type II/IV secretion system protein,P-loop containing nucleoside triphosphate hydrolase,AAA+ ATPase domain","188,91","Cellular processes / Chemotaxis and motility,Cell envelope / Surface structures"
SYNC_RS00115,,SYNC_RS00115,sync_0021,Protein Homology,26600.0,28372.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010313992.1,GspE/PulE family protein,WP_237699236.1,"GO:0009306,GO:0005524",,ATP binding|0005524||IEA,protein secretion|0009306||IEA,sync_0021,26600.0,28471.0,-,CK_Syn_CC9311_00021,pilB,,CK_00001687,"C.4,D.1.9,D.5","Surface structures, Other,Chemotaxis and motility","COG2804,bactNOG00489,bactNOG00911,cyaNOG00826","COG: NU,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: U,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,,type II secretory pathway%2C ATPase PulE/Tfp pilus assembly pathway%2C ATPase PilB,"PF00437,PF05157,IPR001482,IPR007831","Type II/IV secretion system protein,Type II secretion system (T2SS)%2C protein E%2C N-terminal domain,Type II/IV secretion system protein,General secretory system II%2C protein E%2C N-terminal","188,91","Cellular processes / Chemotaxis and motility,Cell envelope / Surface structures"
grpE,grpE,SYNC_RS00120,sync_0022,Protein Homology,28452.0,29180.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618013.1,nucleotide exchange factor GrpE,WP_041426204.1,,,,,sync_0022,28452.0,29180.0,+,CK_Syn_CC9311_00022,grpE,"GO:0006457,GO:0051082,GO:0000774,GO:0042803,GO:0051087",CK_00000351,"D.1.6,D.1.9,D.4,K.5,L.3","Temperature, Other,Chaperones,Other,Protein folding and stabilization","COG0576,bactNOG36629,cyaNOG02683","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding,adenyl-nucleotide exchange factor activity,protein homodimerization activity,chaperone binding",chaperone protein GrpE,"PF01025,PS01071,IPR000740","GrpE,grpE protein signature.,GrpE nucleotide exchange factor","136,95","Protein synthesis / Other,Protein fate / Protein folding and stabilization"
dnaJ,dnaJ,SYNC_RS00125,sync_0023,Protein Homology,29223.0,30353.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006854978.1,molecular chaperone DnaJ,WP_041426205.1,,,,,sync_0023,29223.0,30353.0,+,CK_Syn_CC9311_00023,dnaJ1,"GO:0006457,GO:0009408,GO:0051082,GO:0005524,GO:0031072",CK_00000350,"D.1.7,L.3","Trace metals,Protein folding and stabilization","COG0484,bactNOG02166,cyaNOG02101","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,response to heat,protein folding,response to heat,unfolded protein binding,ATP binding,heat shock protein binding",DnaJ type I chaperone protein,"TIGR02349,PF00226,PF01556,PF00684,PS00636,PS51188,PS50076,IPR001623,IPR002939,IPR001305,IPR012724,IPR018253,IPR008971,IPR036869","chaperone protein DnaJ,DnaJ domain,DnaJ C terminal domain,DnaJ central domain,Nt-dnaJ domain signature.,Zinc finger CR-type profile.,dnaJ domain profile.,DnaJ domain,Chaperone DnaJ%2C C-terminal,Heat shock protein DnaJ%2C cysteine-rich domain,Chaperone DnaJ,DnaJ domain%2C conserved site,HSP40/DnaJ peptide-binding,Chaperone J-domain superfamily",95,Protein fate / Protein folding and stabilization
SYNC_RS00130,,SYNC_RS00130,sync_0024,Protein Homology,30357.0,30599.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618015.1,sulfurtransferase TusA family protein,WP_011618015.1,GO:0097163,,sulfur carrier activity|0097163||IEA,,sync_0024,30357.0,30599.0,+,CK_Syn_CC9311_00024,sync_0024,,CK_00001352,"D.1.7,R.2","Trace metals,Conserved hypothetical proteins","COG0425,bactNOG42560,cyaNOG04003","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,,TusA-like domain-containing protein,"PF01206,IPR001455,IPR036868","Sulfurtransferase TusA,TusA-like domain,TusA-like domain superfamily",156,Hypothetical proteins / Conserved
rsgA,rsgA,SYNC_RS00135,sync_0025,Protein Homology,30586.0,31500.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618016.1,ribosome small subunit-dependent GTPase A,WP_011618016.1,"GO:0006412,GO:0003924,GO:0005525,GO:0043022",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA",translation|0006412||IEA,sync_0025,30586.0,31500.0,+,CK_Syn_CC9311_00025,rsgA,"GO:0006412,GO:0005525,GO:0043022,GO:0003924",CK_00000349,"B.10.5,D.1.7","Thiamine (b1),Trace metals","COG1162,bactNOG00053,bactNOG02697,bactNOG02055,cyaNOG00900","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only","3.6.1.-,3.1.3.100",thiamine phosphate phosphatase,"translation,translation,GTP binding,ribosome binding,GTPase activity",ribosome biogenesis GTPase / thiamine phosphate phosphatase,"TIGR00157,PF03193,PS51721,PS50936,IPR030378,IPR004881,IPR010914,IPR027417","ribosome small subunit-dependent GTPase A,RsgA GTPase,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain profile.,EngC GTPase domain profile.,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain,Ribosome biogenesis GTPase RsgA,RsgA GTPase domain,P-loop containing nucleoside triphosphate hydrolase",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine
SYNC_RS00140,,SYNC_RS00140,sync_0026,Protein Homology,31475.0,31816.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011931961.1,YbaB/EbfC family nucleoid-associated protein,WP_011618017.1,GO:0003677,,DNA binding|0003677||IEA,,sync_0026,31475.0,31816.0,-,CK_Syn_CC9311_00026,sync_0026,"GO:0003677,GO:0005737",CK_00000348,,,"COG0718,bactNOG102044,bactNOG85866,bactNOG98937,bactNOG86255,cyaNOG03569,cyaNOG06668","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"DNA binding,DNA binding,cytoplasm",DNA-binding protein%2C YbaB/EbfC family,"TIGR00103,PF02575,IPR004401","DNA-binding protein%2C YbaB/EbfC family,YbaB/EbfC DNA-binding family,Nucleoid-associated protein YbaB/EbfC family",156,Hypothetical proteins / Conserved
murB,murB,SYNC_RS00145,sync_0027,Protein Homology,31841.0,32779.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006854982.1,UDP-N-acetylmuramate dehydrogenase,WP_011618018.1,"GO:0008762,GO:0071949",,"UDP-N-acetylmuramate dehydrogenase activity|0008762||IEA,FAD binding|0071949||IEA",,sync_0027,31841.0,32779.0,-,CK_Syn_CC9311_00027,murB,"GO:0009252,GO:0055114,GO:0008762,GO:0016614,GO:0050660,GO:0016491",CK_00000347,C.2,Murein sacculus and peptidoglycan,"COG0812,bactNOG01505,bactNOG03572,cyaNOG01203","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",1.3.1.98,Transferred to 1.3.1.98,"peptidoglycan biosynthetic process,oxidation-reduction process,peptidoglycan biosynthetic process,oxidation-reduction process,UDP-N-acetylmuramate dehydrogenase activity,oxidoreductase activity%2C acting on CH-OH group of donors,flavin adenine dinucleotide binding,oxidoreductase activity",UDP-N-acetylenolpyruvoylglucosamine reductase,"TIGR00179,PF02873,PF01565,PS51387,IPR003170,IPR011601,IPR016166,IPR006094","UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal domain,FAD binding domain,PCMH-type FAD-binding domain profile.,UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal,FAD-binding domain%2C PCMH-type,FAD linked oxidase%2C N-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
murC,murC,SYNC_RS00150,sync_0028,Protein Homology,32755.0,34206.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618019.1,UDP-N-acetylmuramate--L-alanine ligase,WP_011618019.1,"GO:0009252,GO:0008763",,UDP-N-acetylmuramate-L-alanine ligase activity|0008763||IEA,peptidoglycan biosynthetic process|0009252||IEA,sync_0028,32755.0,34206.0,-,CK_Syn_CC9311_00028,murC,"GO:0007049,GO:0008360,GO:0051301,GO:0005524,GO:0008763,GO:0016874",CK_00000346,C.2,Murein sacculus and peptidoglycan,"COG0773,bactNOG00786,bactNOG85446,cyaNOG00623","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",6.3.2.8,UDP-N-acetylmuramate---L-alanine ligase%3B MurC synthetase%3B UDP-N-acetylmuramoyl-L-alanine synthetase%3B uridine diphospho-N-acetylmuramoylalanine synthetase%3B UDP-N-acetylmuramoylalanine synthetase%3B L-alanine-adding enzyme%3B UDP-acetylmuramyl-L-alanine synthetase%3B UDPMurNAc-L-alanine synthetase%3B L-Ala ligase%3B uridine diphosphate N-acetylmuramate:L-alanine ligase%3B uridine 5'-diphosphate-N-acetylmuramyl-L-alanine synthetase%3B uridine-diphosphate-N-acetylmuramate:L-alanine ligase%3B UDP-MurNAc:L-alanine ligase%3B alanine-adding enzyme%3B UDP-N-acetylmuramyl:L-alanine ligase%3B UDP-N-acetylmuramate:L-alanine ligase (ADP-forming),"cell cycle,regulation of cell shape,cell division,cell cycle,regulation of cell shape,cell division,ATP binding,UDP-N-acetylmuramate-L-alanine ligase activity,ligase activity",UDP-N-acetylmuramate-alanine ligase,"TIGR01082,PF08245,PF01225,PF02875,IPR013221,IPR000713,IPR005758,IPR004101","UDP-N-acetylmuramate--L-alanine ligase,Mur ligase middle domain,Mur ligase family%2C catalytic domain,Mur ligase family%2C glutamate ligase domain,Mur ligase%2C central,Mur ligase%2C N-terminal catalytic domain,UDP-N-acetylmuramate--L-alanine ligase,Mur ligase%2C C-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
gap,gap,SYNC_RS00155,sync_0029,Protein Homology,34373.0,35398.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006042660.1,type I glyceraldehyde-3-phosphate dehydrogenase,WP_011618020.1,"GO:0006006,GO:0016620,GO:0050661,GO:0051287",,"oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,NADP binding|0050661||IEA,NAD binding|0051287||IEA",glucose metabolic process|0006006||IEA,sync_0029,34373.0,35398.0,+,CK_Syn_CC9311_00029,gap2,"GO:0015977,GO:0008886",CK_00000017,"G.4,J.2","Glycolysis/gluconeogenesis,CO2 fixation","COG0057,bactNOG00550,cyaNOG00605","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)%3B triosephosphate dehydrogenase (NAD(P))%3B glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating),"carbon fixation,carbon fixation,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity",glyceraldehyde-3-phosphate dehydrogenase,"TIGR01534,PF02800,PF00044,PS00071,IPR020829,IPR020830,IPR006424,IPR020828","glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C C-terminal domain,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD binding domain,Glyceraldehyde 3-phosphate dehydrogenase active site.,Glyceraldehyde 3-phosphate dehydrogenase%2C catalytic domain,Glyceraldehyde 3-phosphate dehydrogenase%2C active site,Glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD(P) binding domain","116,164","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Photosynthesis"
