gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
SY28_RS11025,,SY28_RS11025,SY28_11035,Protein Homology,12471,13136,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012599.1,response regulator transcription factor,WP_027887981.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,SY28_11035,
SY28_RS11030,,SY28_RS11030,SY28_11040,Protein Homology,13324,13920,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018467614.1,DUF3105 domain-containing protein,WP_027887982.1,,,,,,SY28_11040,
SY28_RS15805,,SY28_RS15805,SY28_11045,Protein Homology,14019,14597,+,,,COORDINATES: protein motif:HMM:NF025180.6,transposase family protein,WP_027887990.1,,,,,,SY28_11045,
SY28_RS15810,,SY28_RS15810,SY28_11050,GeneMarkS-2+,14624,15142,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036197009.1,,,,,,SY28_11050,
SY28_RS11045,,SY28_RS11045,SY28_11055,Protein Homology,15260,17449,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013703210.1,heavy metal translocating P-type ATPase,WP_043983124.1,"GO:0006812,GO:0005524,GO:0015662,GO:0016887,GO:0019829,GO:0042626,GO:0046872,GO:0140358,GO:0016020",membrane|0016020||IEA,"ATP binding|0005524||IEA,P-type ion transporter activity|0015662||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,metal ion binding|0046872||IEA,P-type transmembrane transporter activity|0140358||IEA",monoatomic cation transport|0006812||IEA,,SY28_11055,7.2.2.-
SY28_RS11050,,SY28_RS11050,SY28_11060,Protein Homology,17498,17750,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013158077.1,ArsR/SmtB family transcription factor,WP_043983126.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,SY28_11060,
proS,proS,SY28_RS11055,SY28_11065,Protein Homology,389,1822,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019550976.1,proline--tRNA ligase,WP_027888742.1,"GO:0006433,GO:0004827,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"proline-tRNA ligase activity|0004827||IEA,ATP binding|0005524||IEA",prolyl-tRNA aminoacylation|0006433||IEA,,SY28_11065,6.1.1.15
nth,nth,SY28_RS11060,SY28_11070,Protein Homology,1826,2524,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012766.1,endonuclease III,WP_043983140.1,"GO:0006281,GO:0140078",,class I DNA-(apurinic or apyrimidinic site) endonuclease activity|0140078||IEA,DNA repair|0006281||IEA,,SY28_11070,4.2.99.18
SY28_RS11065,,SY28_RS11065,SY28_11075,Protein Homology,2525,2758,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012767.1,hypothetical protein,WP_027888740.1,,,,,,SY28_11075,
SY28_RS11070,,SY28_RS11070,SY28_11080,Protein Homology,2928,3890,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012768.1,PP2C family protein-serine/threonine phosphatase,WP_027888739.1,"GO:0006470,GO:0004722,GO:0046872",,"protein serine/threonine phosphatase activity|0004722||IEA,metal ion binding|0046872||IEA",protein dephosphorylation|0006470||IEA,,SY28_11080,3.1.3.16
SY28_RS11075,,SY28_RS11075,SY28_11085,Protein Homology,3940,4344,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012769.1,bacteriohemerythrin,WP_027888738.1,,,,,,SY28_11085,
trmB,trmB,SY28_RS11080,SY28_11090,Protein Homology,4341,5261,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012770.1,tRNA (guanosine(46)-N7)-methyltransferase TrmB,WP_043983144.1,"GO:0006400,GO:0008176",,tRNA (guanine(46)-N7)-methyltransferase activity|0008176||IEA,tRNA modification|0006400||IEA,,SY28_11090,2.1.1.33
SY28_RS11085,,SY28_RS11085,SY28_11095,Protein Homology,5305,5979,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012771.1,hypothetical protein,WP_027888736.1,,,,,,SY28_11095,
aceE,aceE,SY28_RS11090,SY28_11100,Protein Homology,6368,9091,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012772.1,pyruvate dehydrogenase (acetyl-transferring)%2C homodimeric type,WP_027888735.1,"GO:0006086,GO:0004739,GO:0045254",pyruvate dehydrogenase complex|0045254||IEA,pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA,pyruvate decarboxylation to acetyl-CoA|0006086||IEA,,SY28_11100,1.2.4.1
SY28_RS11095,,SY28_RS11095,SY28_11105,Protein Homology,9128,10396,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012773.1,2-oxo acid dehydrogenase subunit E2,WP_027888734.1,GO:0016746,,acyltransferase activity|0016746||IEA,,,SY28_11105,
cmk,cmk,SY28_RS11100,SY28_11110,Protein Homology,10473,11096,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012774.1,(d)CMP kinase,WP_027888733.1,"GO:0015949,GO:0005524,GO:0036431",,"ATP binding|0005524||IEA,dCMP kinase activity|0036431||IEA",nucleobase-containing small molecule interconversion|0015949||IEA,,SY28_11110,2.7.4.25
aroA,aroA,SY28_RS11105,SY28_11115,Protein Homology,11128,12408,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012775.1,3-phosphoshikimate 1-carboxyvinyltransferase,WP_027888732.1,"GO:0009073,GO:0003866",,3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA,aromatic amino acid family biosynthetic process|0009073||IEA,,SY28_11115,2.5.1.19
SY28_RS11110,,SY28_RS11110,SY28_11120,Protein Homology,12504,13481,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012776.1,DHH family phosphoesterase,WP_027888731.1,"GO:0003676,GO:0042578",,"nucleic acid binding|0003676||IEA,phosphoric ester hydrolase activity|0042578||IEA",,,SY28_11120,3.1.-.-
SY28_RS11115,,SY28_RS11115,SY28_11125,Protein Homology,13841,15109,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012777.1,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein,WP_027888730.1,"GO:0019346,GO:0016765,GO:0030170",,"transferase activity%2C transferring alkyl or aryl (other than methyl) groups|0016765||IEA,pyridoxal phosphate binding|0030170||IEA",transsulfuration|0019346||IEA,,SY28_11125,
metF,metF,SY28_RS11120,SY28_11130,Protein Homology,15099,15974,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012778.1,methylenetetrahydrofolate reductase [NAD(P)H],WP_027888729.1,"GO:0009086,GO:0004489,GO:0005829",cytosol|0005829||IEA,methylenetetrahydrofolate reductase [NAD(P)H] activity|0004489||IEA,methionine biosynthetic process|0009086||IEA,,SY28_11130,1.5.1.20
SY28_RS11125,,SY28_RS11125,SY28_11135,Protein Homology,16083,17234,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012779.1,zinc-dependent alcohol dehydrogenase,WP_027888728.1,"GO:0008270,GO:0016616,GO:0030554",,"zinc ion binding|0008270||IEA,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,adenyl nucleotide binding|0030554||IEA",,,SY28_11135,1.1.1.-
SY28_RS11130,,SY28_RS11130,SY28_11140,Protein Homology,17305,17638,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012781.1,GNAT family N-acetyltransferase,WP_043983147.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,SY28_11140,2.3.1.-
SY28_RS15390,,SY28_RS15390,SY28_RS15390,GeneMarkS-2+,228,377,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_157840905.1,,,,,,,
SY28_RS11135,,SY28_RS11135,SY28_11145,Protein Homology,423,2015,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013754.1,tetratricopeptide repeat protein,WP_043983149.1,GO:0005515,,protein binding|0005515||IEA,,,SY28_11145,
SY28_RS11140,,SY28_RS11140,SY28_11150,Protein Homology,2194,5427,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013753.1,CRISPR-associated endonuclease Cas3'',WP_043983151.1,"GO:0043571,GO:0004521",,RNA endonuclease activity|0004521||IEA,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11150,
cas5c,cas5c,SY28_RS11145,SY28_11155,Protein Homology,5439,6188,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013752.1,type I-C CRISPR-associated protein Cas5c,WP_027888791.1,"GO:0043571,GO:0051607,GO:0004519",,endonuclease activity|0004519||IEA,"maintenance of CRISPR repeat elements|0043571||IEA,defense response to virus|0051607||IEA",,SY28_11155,
cas8c,cas8c,SY28_RS11150,SY28_11160,Protein Homology,6188,8029,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018465584.1,type I-C CRISPR-associated protein Cas8c/Csd1,WP_027888790.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11160,
cas7c,cas7c,SY28_RS11155,SY28_11165,Protein Homology,8026,9003,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018465585.1,type I-C CRISPR-associated protein Cas7/Csd2,WP_027888789.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11165,
cmr1,cmr1,SY28_RS11160,SY28_11170,Protein Homology,9006,10229,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013749.1,type III-B CRISPR module RAMP protein Cmr1,WP_027888788.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11170,
cas10,cas10,SY28_RS11165,SY28_11175,Protein Homology,10226,11692,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013748.1,type III-B CRISPR-associated protein Cas10/Cmr2,WP_027888787.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11175,
SY28_RS11170,,SY28_RS11170,SY28_11180,Protein Homology,11685,12815,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013747.1,type III-B CRISPR module-associated protein Cmr3,WP_027888786.1,,,,,,SY28_11180,
cmr4,cmr4,SY28_RS11175,SY28_11185,Protein Homology,12805,13593,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013746.1,type III-B CRISPR module RAMP protein Cmr4,WP_027888785.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11185,
cmr5,cmr5,SY28_RS11180,SY28_11190,Protein Homology,13596,13988,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013745.1,type III-B CRISPR module-associated protein Cmr5,WP_027888784.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11190,
cmr6,cmr6,SY28_RS11185,SY28_11195,Protein Homology,13975,15003,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013159702.1,type III-B CRISPR module RAMP protein Cmr6,WP_043983154.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11195,
cas4,cas4,SY28_RS11190,SY28_11200,Protein Homology,15047,15703,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013742.1,CRISPR-associated protein Cas4,WP_027888782.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11200,3.1.12.1
cas1c,cas1c,SY28_RS11195,SY28_11205,Protein Homology,15700,16719,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013741.1,type I-C CRISPR-associated endonuclease Cas1c,WP_027888781.1,"GO:0043571,GO:0051607,GO:0003676,GO:0004519,GO:0046872",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA,metal ion binding|0046872||IEA","maintenance of CRISPR repeat elements|0043571||IEA,defense response to virus|0051607||IEA",,SY28_11205,
cas2,cas2,SY28_RS11200,SY28_11210,Protein Homology,16722,17021,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013159697.1,CRISPR-associated endonuclease Cas2,WP_027888780.1,"GO:0043571,GO:0004521",,RNA endonuclease activity|0004521||IEA,maintenance of CRISPR repeat elements|0043571||IEA,,SY28_11210,
SY28_RS11205,,SY28_RS11205,SY28_11215,Protein Homology,339,998,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013317.1,response regulator transcription factor,WP_027888162.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,SY28_11215,
SY28_RS11210,,SY28_RS11210,SY28_11220,Protein Homology,1135,3288,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013318.1,APC family permease,WP_043983161.1,,,,,,SY28_11220,
SY28_RS11215,,SY28_RS11215,SY28_11225,Protein Homology,3652,4047,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013319.1,type II secretion system protein,WP_027888160.1,"GO:0015628,GO:0005886,GO:0015627","plasma membrane|0005886||IEA,type II protein secretion system complex|0015627||IEA",,protein secretion by the type II secretion system|0015628||IEA,,SY28_11225,
SY28_RS11220,,SY28_RS11220,SY28_11230,GeneMarkS-2+,4034,4507,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_043983163.1,,,,,,SY28_11230,
SY28_RS11225,,SY28_RS11225,SY28_11235,Protein Homology,4504,4833,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586479.1,prepilin-type N-terminal cleavage/methylation domain-containing protein,WP_081698400.1,,,,,,SY28_11235,
SY28_RS11230,,SY28_RS11230,SY28_11240,Protein Homology,4845,5333,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013322.1,hypothetical protein,WP_027888158.1,,,,,,SY28_11240,
SY28_RS11235,,SY28_RS11235,SY28_11245,Protein Homology,5336,6511,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013323.1,hypothetical protein,WP_027888157.1,,,,,,SY28_11245,
SY28_RS11240,,SY28_RS11240,SY28_11250,Protein Homology,6489,8132,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013324.1,GspE/PulE family protein,WP_027888156.1,"GO:0009306,GO:0005524,GO:0016887,GO:0016020",membrane|0016020||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",protein secretion|0009306||IEA,,SY28_11250,
SY28_RS11245,,SY28_RS11245,SY28_11255,Protein Homology,8133,9332,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013325.1,type II secretion system F family protein,WP_081698399.1,"GO:0015628,GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",,protein secretion by the type II secretion system|0015628||IEA,,SY28_11255,
SY28_RS11250,,SY28_RS11250,SY28_11260,Protein Homology,9329,9760,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013326.1,hypothetical protein,WP_027888154.1,,,,,,SY28_11260,
SY28_RS11255,,SY28_RS11255,SY28_11265,Protein Homology,10085,10828,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018465168.1,basic amino acid ABC transporter substrate-binding protein,WP_027888153.1,,,,,,SY28_11265,
SY28_RS11260,,SY28_RS11260,SY28_11270,Protein Homology,10850,11500,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013328.1,amino acid ABC transporter permease,WP_027888152.1,"GO:0006865,GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",amino acid transport|0006865||IEA,,SY28_11270,
SY28_RS11265,,SY28_RS11265,SY28_11275,Protein Homology,11502,12062,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013329.1,helix-turn-helix domain-containing protein,WP_043983166.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,SY28_11275,
speB,speB,SY28_RS11270,SY28_11280,Protein Homology,12074,13021,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013330.1,agmatinase,WP_043983174.1,"GO:0008295,GO:0008783",,agmatinase activity|0008783||IEA,spermidine biosynthetic process|0008295||IEA,,SY28_11280,3.5.3.11
SY28_RS11275,,SY28_RS11275,SY28_11285,Protein Homology,13018,13755,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013331.1,amino acid ABC transporter ATP-binding protein,WP_043983168.1,"GO:0005524,GO:0015424,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ABC-type amino acid transporter activity|0015424||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SY28_11285,
SY28_RS11280,,SY28_RS11280,SY28_11290,Protein Homology,13784,14932,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013332.1,aminotransferase-like domain-containing protein,WP_223299755.1,GO:0030170,,pyridoxal phosphate binding|0030170||IEA,,,SY28_11290,
SY28_RS11285,,SY28_RS11285,SY28_11295,Protein Homology,15095,16301,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013333.1,GAF domain-containing protein,WP_043983172.1,GO:0005515,,protein binding|0005515||IEA,,,SY28_11295,
SY28_RS11290,,SY28_RS11290,SY28_11300,Protein Homology,166,1461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012587.1,cytochrome P450,WP_027887726.1,"GO:0004497,GO:0005506,GO:0016705,GO:0020037",,"monooxygenase activity|0004497||IEA,iron ion binding|0005506||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,heme binding|0020037||IEA",,,SY28_11300,
SY28_RS11295,,SY28_RS11295,SY28_11305,Protein Homology,1664,2650,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012588.1,hypothetical protein,WP_013012588.1,,,,,,SY28_11305,
SY28_RS11300,,SY28_RS11300,SY28_11310,Protein Homology,2799,3407,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012589.1,DUF3105 domain-containing protein,WP_027887725.1,,,,,,SY28_11310,
SY28_RS11305,,SY28_RS11305,SY28_11315,Protein Homology,3426,4391,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012590.1,alpha/beta hydrolase family protein,WP_027887724.1,GO:0016787,,hydrolase activity|0016787||IEA,,,SY28_11315,3.-.-.-
SY28_RS11310,,SY28_RS11310,SY28_11320,Protein Homology,4574,4771,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012591.1,CopZ family metallochaperone,WP_027887723.1,GO:0046914,,transition metal ion binding|0046914||IEA,,,SY28_11320,
SY28_RS11315,,SY28_RS11315,SY28_11325,Protein Homology,4833,5057,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016328381.1,metal-sensitive transcriptional regulator,WP_223299733.1,,,,,,SY28_11325,
SY28_RS11320,,SY28_RS11320,SY28_11330,Protein Homology,5048,7567,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013156681.1,heavy metal translocating P-type ATPase,WP_081698372.1,"GO:0006812,GO:0005524,GO:0016887,GO:0019829,GO:0042626,GO:0046872,GO:0140358,GO:0016020",membrane|0016020||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,metal ion binding|0046872||IEA,P-type transmembrane transporter activity|0140358||IEA",monoatomic cation transport|0006812||IEA,,SY28_11330,7.2.2.-
SY28_RS11325,,SY28_RS11325,SY28_11335,Protein Homology,7578,8159,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586295.1,DUF305 domain-containing protein,WP_043983177.1,,,,,,SY28_11335,
SY28_RS11330,,SY28_RS11330,SY28_11340,Protein Homology,8170,8622,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012603.1,low molecular weight protein-tyrosine-phosphatase,WP_043983178.1,"GO:0006470,GO:0004725",,protein tyrosine phosphatase activity|0004725||IEA,protein dephosphorylation|0006470||IEA,,SY28_11340,3.1.3.48
SY28_RS11335,,SY28_RS11335,SY28_11345,Protein Homology,8619,10208,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012604.1,alpha-amylase family glycosyl hydrolase,WP_043983180.1,"GO:0005975,GO:0003824",,catalytic activity|0003824||IEA,carbohydrate metabolic process|0005975||IEA,,SY28_11345,
SY28_RS11340,,SY28_RS11340,SY28_11350,Protein Homology,10220,12130,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012605.1,alpha-amylase family protein,WP_043983182.1,,,,,,SY28_11350,
SY28_RS11345,,SY28_RS11345,SY28_11355,Protein Homology,12352,13932,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012606.1,hypothetical protein,WP_027887717.1,,,,,,SY28_11355,
SY28_RS11350,,SY28_RS11350,SY28_11360,Protein Homology,14070,14498,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012607.1,hypothetical protein,WP_036196954.1,,,,,,SY28_11360,
SY28_RS11355,,SY28_RS11355,SY28_11365,Protein Homology,14615,15088,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012608.1,hypothetical protein,WP_027887715.1,,,,,,SY28_11365,
SY28_RS11360,,SY28_RS11360,SY28_11370,Protein Homology,15163,15711,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012609.1,TetR/AcrR family transcriptional regulator,WP_027887714.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,SY28_11370,
SY28_RS11365,,SY28_RS11365,SY28_11375,Protein Homology,15763,16093,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013012610.1,response regulator transcription factor,WP_043983184.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,SY28_11375,
SY28_RS11370,,SY28_RS11370,SY28_11380,Protein Homology,1,310,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014543.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,WP_043983186.1,,,,,,SY28_11380,
purS,purS,SY28_RS11375,SY28_11385,Protein Homology,307,558,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014544.1,phosphoribosylformylglycinamidine synthase subunit PurS,WP_027888700.1,"GO:0009152,GO:0004642",,phosphoribosylformylglycinamidine synthase activity|0004642||IEA,purine ribonucleotide biosynthetic process|0009152||IEA,,SY28_11385,
purQ,purQ,SY28_RS11380,SY28_11390,Protein Homology,555,1253,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014545.1,phosphoribosylformylglycinamidine synthase subunit PurQ,WP_027888701.1,"GO:0006189,GO:0004642",,phosphoribosylformylglycinamidine synthase activity|0004642||IEA,'de novo' IMP biosynthetic process|0006189||IEA,,SY28_11390,"3.5.1.2,6.3.5.3"
SY28_RS11385,,SY28_RS11385,SY28_11395,Protein Homology,1291,2037,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014546.1,HAD family hydrolase,WP_036197452.1,GO:0016787,,hydrolase activity|0016787||IEA,,,SY28_11395,3.-.-.-
purL,purL,SY28_RS11390,SY28_11400,Protein Homology,2083,4287,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014547.1,phosphoribosylformylglycinamidine synthase subunit PurL,WP_027888702.1,"GO:0006189,GO:0004642",,phosphoribosylformylglycinamidine synthase activity|0004642||IEA,'de novo' IMP biosynthetic process|0006189||IEA,,SY28_11400,6.3.5.3
purF,purF,SY28_RS11395,SY28_11405,Protein Homology,4287,5684,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014548.1,amidophosphoribosyltransferase,WP_027888703.1,"GO:0009113,GO:0004044",,amidophosphoribosyltransferase activity|0004044||IEA,purine nucleobase biosynthetic process|0009113||IEA,,SY28_11405,2.4.2.14
SY28_RS11400,,SY28_RS11400,SY28_11410,Protein Homology,5740,6693,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014549.1,nitroreductase family protein,WP_043983188.1,,,,,,SY28_11410,
SY28_RS11405,,SY28_RS11405,SY28_11415,Protein Homology,6772,7068,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014553.1,hypothetical protein,WP_043983189.1,,,,,,SY28_11415,
SY28_RS11410,,SY28_RS11410,SY28_11420,Protein Homology,7177,7569,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018464950.1,helix-turn-helix domain-containing protein,WP_027888708.1,GO:0003677,,DNA binding|0003677||IEA,,,SY28_11420,
SY28_RS11415,,SY28_RS11415,SY28_11425,Protein Homology,7770,8237,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014557.1,GyrI-like domain-containing protein,WP_027888709.1,GO:0005488,,binding|0005488||IEA,,,SY28_11425,
SY28_RS11420,,SY28_RS11420,SY28_11430,Protein Homology,8250,8975,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014558.1,ImmA/IrrE family metallo-endopeptidase,WP_027888710.1,,,,,,SY28_11430,
SY28_RS11425,,SY28_RS11425,SY28_11435,Protein Homology,9024,9440,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014559.1,NUDIX domain-containing protein,WP_027888711.1,GO:0016787,,hydrolase activity|0016787||IEA,,,SY28_11435,
tmpR,tmpR,SY28_RS11430,SY28_11440,Protein Homology,9437,10150,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014560.1,bifunctional dihydropteridine reductase/dihydrofolate reductase TmpR,WP_027888712.1,GO:0004146,,dihydrofolate reductase activity|0004146||IEA,,,SY28_11440,
folE2,folE2,SY28_RS11435,SY28_11445,Protein Homology,10434,11465,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586764.1,GTP cyclohydrolase FolE2,WP_220452100.1,GO:0003933,,GTP cyclohydrolase activity|0003933||IEA,,,SY28_11445,3.5.4.16
sufU,sufU,SY28_RS11440,SY28_11450,Protein Homology,11462,11905,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014562.1,Fe-S cluster assembly sulfur transfer protein SufU,WP_027888714.1,"GO:0016226,GO:0005198",,structural molecule activity|0005198||IEA,iron-sulfur cluster assembly|0016226||IEA,,SY28_11450,
SY28_RS11445,,SY28_RS11445,SY28_11455,Protein Homology,11929,13173,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014563.1,aminotransferase class V-fold PLP-dependent enzyme,WP_081698429.1,"GO:0006534,GO:0016226,GO:0030170,GO:0031071",,"pyridoxal phosphate binding|0030170||IEA,cysteine desulfurase activity|0031071||IEA","cysteine metabolic process|0006534||IEA,iron-sulfur cluster assembly|0016226||IEA",,SY28_11455,2.6.1.-
SY28_RS11450,,SY28_RS11450,SY28_11460,Protein Homology,13352,13969,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014564.1,TapB family protein,WP_223299736.1,,,,,,SY28_11460,
SY28_RS11455,,SY28_RS11455,SY28_11465,Protein Homology,13958,14284,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014565.1,hypothetical protein,WP_027888717.1,,,,,,SY28_11465,
