Gene id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,locus_tag
A9601_15251,8.26,10.03,6.5,0.65,-0.63,0.1,0.25,A9601_15251
A9601_15261,26.77,27.96,25.57,0.91,-0.13,0.63,0.83,A9601_15261
A9601_15271,16.2,15.57,16.84,1.08,0.11,0.79,0.94,A9601_15271
A9601_15301,13.15,14.28,12.02,0.84,-0.25,0.52,0.74,A9601_15301
A9601_15311,5.29,3.78,6.8,1.8,0.85,0.1,0.26,A9601_15311
A9601_15331,15.73,17.99,13.46,0.75,-0.42,0.13,0.3,A9601_15331
A9601_15381,51.39,54.9,47.89,0.87,-0.2,0.45,0.69,A9601_15381
A9601_15391,10.06,11.07,9.04,0.82,-0.29,0.48,0.71,A9601_15391
A9601_15401,0.95,0.65,1.25,1.92,0.94,0.61,0.81,A9601_15401
A9601_15471,22.62,14.22,31.03,2.18,1.13,0.0,0.0,A9601_15471
A9601_15511,392.26,466.92,317.59,0.68,-0.56,0.0,0.0,A9601_15511
A9601_15521,25.82,22.8,28.84,1.26,0.34,0.07,0.19,A9601_15521
A9601_15531,439.22,439.0,439.43,1.0,0,0.98,1.0,A9601_15531
A9601_15561,21.6,27.45,15.76,0.57,-0.8,0.0,0.0,A9601_15561
A9601_15571,7.61,8.8,6.42,0.73,-0.46,0.28,0.51,A9601_15571
A9601_15581,4.08,3.05,5.11,1.68,0.75,0.21,0.43,A9601_15581
A9601_15591,2.73,1.28,4.18,3.27,1.71,0.02,0.08,A9601_15591
A9601_15601,45.36,60.51,30.21,0.5,-1,0.0,0.0,A9601_15601
A9601_15611,87.84,108.09,67.6,0.63,-0.68,0.0,0.0,A9601_15611
A9601_15621,2.53,2.37,2.68,1.13,0.18,0.94,1.0,A9601_15621
A9601_15631,39.14,42.72,35.55,0.83,-0.27,0.24,0.46,A9601_15631
A9601_15641,16.64,15.14,18.14,1.2,0.26,0.39,0.64,A9601_15641
A9601_15651,2.37,3.46,1.29,0.37,-1.42,0.06,0.18,A9601_15651
A9601_15671,42.38,42.6,42.16,0.99,-0.02,0.77,0.92,A9601_15671
A9601_15681,9.34,9.67,9.01,0.93,-0.1,1.0,1.0,A9601_15681
A9601_15691,0.63,0.4,0.86,2.16,1.11,0.61,0.81,A9601_15691
A9601_15701,0.98,0.67,1.3,1.92,0.94,0.33,0.58,A9601_15701
A9601_15711,3.84,3.99,3.69,0.92,-0.11,1.0,1.0,A9601_15711
A9601_15721,17.44,25.75,9.14,0.35,-1.49,0.0,0.0,A9601_15721
A9601_15731,9.4,9.72,9.08,0.93,-0.1,0.82,0.96,A9601_15731
A9601_15741,1.09,1.32,0.87,0.66,-0.6,0.62,0.82,A9601_15741
A9601_15751,2.85,2.1,3.6,1.71,0.77,0.36,0.61,A9601_15751
A9601_15761,2.97,5.58,0.36,0.06,-3.97,0.0,0.0,A9601_15761
A9601_15771,2.99,4.79,1.19,0.25,-2.01,0.01,0.03,A9601_15771
A9601_15781,5.61,4.86,6.36,1.31,0.39,0.82,0.95,A9601_15781
A9601_15791,4.14,4.55,3.74,0.82,-0.28,0.5,0.73,A9601_15791
A9601_15801,12.32,14.19,10.44,0.74,-0.44,0.15,0.33,A9601_15801
A9601_15811,4.58,4.84,4.33,0.89,-0.16,0.87,0.98,A9601_15811
A9601_15821,5.21,6.72,3.69,0.55,-0.86,0.04,0.14,A9601_15821
A9601_15831,11.39,17.95,4.83,0.27,-1.89,0.0,0.0,A9601_15831
A9601_15841,11.9,21.38,2.41,0.11,-3.15,0.0,0.0,A9601_15841
A9601_15851,0.58,0.81,0.35,0.43,-1.21,0.55,0.77,A9601_15851
A9601_15861,0.97,0.89,1.05,1.18,0.24,1.0,1.0,A9601_15861
A9601_15871,53.98,76.44,31.51,0.41,-1.28,0.0,0.0,A9601_15871
A9601_15881,34.39,57.84,10.94,0.19,-2.4,0.0,0.0,A9601_15881
A9601_15891,7.53,14.54,0.53,0.04,-4.77,0.0,0.0,A9601_15891
A9601_15901,13.94,24.87,3.02,0.12,-3.04,0.0,0.0,A9601_15901
A9601_15911,1.44,2.88,0.0,0.0,#NAME?,0.0,0.0,A9601_15911
A9601_15921,54.22,60.49,47.96,0.79,-0.33,0.06,0.18,A9601_15921
A9601_15931,10.64,17.78,3.5,0.2,-2.34,0.0,0.0,A9601_15931
A9601_15941,49.19,50.65,47.72,0.94,-0.09,0.53,0.75,A9601_15941
A9601_15951,6.41,3.16,9.67,3.06,1.61,0.0,0.0,A9601_15951
A9601_15961,15.47,8.91,22.03,2.47,1.31,0.0,0.0,A9601_15961
A9601_15971,7.86,4.17,11.55,2.77,1.47,0.0,0.01,A9601_15971
A9601_15981,33.3,20.57,46.02,2.24,1.16,0.0,0.0,A9601_15981
A9601_15991,3.04,2.71,3.37,1.24,0.32,0.71,0.89,A9601_15991
A9601_16001,23.07,16.87,29.28,1.74,0.8,0.0,0.01,A9601_16001
A9601_16011,6.04,5.8,6.28,1.08,0.11,0.75,0.91,A9601_16011
A9601_16021,4.84,3.28,6.41,1.95,0.97,0.05,0.14,A9601_16021
A9601_16031,1.26,1.12,1.4,1.25,0.32,0.75,0.91,A9601_16031
A9601_16041,0.06,0.12,0.0,0.0,#NAME?,1.0,1.0,A9601_16041
A9601_16051,1.16,0.81,1.5,1.84,0.88,0.6,0.81,A9601_16051
A9601_16061,2.68,1.24,4.12,3.33,1.73,0.01,0.05,A9601_16061
A9601_16071,0.33,0.15,0.51,3.49,1.8,0.58,0.8,A9601_16071
A9601_16081,26.29,25.4,27.18,1.07,0.1,0.75,0.91,A9601_16081
A9601_16091,1.0,1.32,0.67,0.5,-0.99,0.46,0.69,A9601_16091
A9601_16101,2.52,3.66,1.37,0.38,-1.41,0.09,0.23,A9601_16101
A9601_16111,5.13,5.89,4.36,0.74,-0.43,0.34,0.59,A9601_16111
A9601_16121,0.3,0.14,0.46,3.38,1.76,0.58,0.8,A9601_16121
A9601_16131,1.83,2.37,1.28,0.54,-0.88,0.23,0.45,A9601_16131
A9601_16141,2.68,3.64,1.72,0.47,-1.08,0.15,0.34,A9601_16141
A9601_16151,0.65,0.68,0.62,0.9,-0.15,0.96,1.0,A9601_16151
A9601_16161,0.26,0.29,0.22,0.76,-0.4,1.0,1.0,A9601_16161
A9601_16171,0.53,0.57,0.49,0.85,-0.24,1.0,1.0,A9601_16171
A9601_16181,58.55,54.84,62.26,1.14,0.18,0.72,0.89,A9601_16181
A9601_16191,21.36,26.69,16.03,0.6,-0.74,0.08,0.22,A9601_16191
A9601_16201,27.25,35.07,19.44,0.55,-0.85,0.0,0.0,A9601_16201
A9601_16211,21.96,24.74,19.19,0.78,-0.37,0.13,0.3,A9601_16211
A9601_16221,1.31,1.67,0.96,0.58,-0.79,0.56,0.78,A9601_16221
A9601_16231,4.4,6.6,2.19,0.33,-1.59,0.0,0.02,A9601_16231
A9601_16241,1.22,2.29,0.15,0.07,-3.94,0.01,0.04,A9601_16241
A9601_16251,7.56,9.31,5.81,0.62,-0.68,0.08,0.21,A9601_16251
A9601_16261,12.26,14.75,9.78,0.66,-0.59,0.12,0.29,A9601_16261
A9601_16271,6.41,5.14,7.69,1.5,0.58,0.25,0.48,A9601_16271
A9601_16281,8.16,9.23,7.1,0.77,-0.38,0.33,0.58,A9601_16281
A9601_16291,0.5,0.57,0.42,0.73,-0.45,0.9,1.0,A9601_16291
A9601_16301,15.83,17.22,14.44,0.84,-0.25,0.57,0.79,A9601_16301
A9601_16311,35.39,37.56,33.23,0.88,-0.18,0.29,0.53,A9601_16311
A9601_16321,22.79,24.24,21.34,0.88,-0.18,0.59,0.8,A9601_16321
A9601_16341,22.52,21.58,23.46,1.09,0.12,0.61,0.81,A9601_16341
A9601_16421,103.89,120.06,87.73,0.73,-0.45,0.0,0.02,A9601_16421
A9601_16431,6.49,6.43,6.55,1.02,0.03,1.0,1.0,A9601_16431
A9601_16451,9.07,10.85,7.3,0.67,-0.57,0.12,0.29,A9601_16451
A9601_16461,9.14,11.74,6.55,0.56,-0.84,0.01,0.04,A9601_16461
A9601_16491,11.97,11.49,12.45,1.08,0.12,0.8,0.95,A9601_16491
A9601_16501,0.58,0.5,0.66,1.34,0.42,1.0,1.0,A9601_16501
A9601_16511,15.6,16.53,14.66,0.89,-0.17,0.55,0.77,A9601_16511
A9601_16521,282.68,270.28,295.07,1.09,0.13,0.27,0.5,A9601_16521
A9601_16551,692.98,431.43,954.52,2.21,1.15,0.0,0.0,A9601_16551
A9601_16561,742.37,480.6,1004.15,2.09,1.06,0.0,0.0,A9601_16561
A9601_16601,8.92,9.57,8.26,0.86,-0.21,0.79,0.94,A9601_16601
A9601_16631,6.33,6.28,6.38,1.02,0.02,0.97,1.0,A9601_16631
A9601_16641,8.08,10.14,6.03,0.59,-0.75,0.09,0.23,A9601_16641
A9601_16661,16.58,15.26,17.91,1.17,0.23,0.49,0.72,A9601_16661
A9601_16691,20.73,22.47,19.0,0.85,-0.24,0.41,0.66,A9601_16691
A9601_16711,0.38,0.37,0.4,1.07,0.1,1.0,1.0,A9601_16711
A9601_16721,4.05,3.81,4.28,1.12,0.17,1.0,1.0,A9601_16721
A9601_16751,2.26,1.21,3.31,2.73,1.45,0.07,0.2,A9601_16751
A9601_16761,3.31,4.53,2.09,0.46,-1.12,0.11,0.27,A9601_16761
A9601_16781,9.5,6.38,12.61,1.98,0.98,0.01,0.03,A9601_16781
A9601_16801,48.19,46.32,50.06,1.08,0.11,0.44,0.68,A9601_16801
A9601_16811,46.37,35.65,57.08,1.6,0.68,0.0,0.0,A9601_16811
A9601_16821,32.59,33.73,31.45,0.93,-0.1,0.74,0.91,A9601_16821
A9601_16831,1.81,1.71,1.92,1.13,0.17,0.69,0.88,A9601_16831
A9601_16841,0.0,0.0,0.0,,,,,A9601_16841
A9601_16851,19.4,14.09,24.72,1.75,0.81,0.0,0.02,A9601_16851
A9601_16941,77.61,44.05,111.17,2.52,1.34,0.0,0.0,A9601_16941
A9601_16951,22.42,26.43,18.41,0.7,-0.52,0.08,0.23,A9601_16951
A9601_16971,97.82,108.51,87.12,0.8,-0.32,0.02,0.07,A9601_16971
A9601_16991,13.62,14.46,12.79,0.88,-0.18,0.68,0.87,A9601_16991
A9601_17001,1.21,1.08,1.35,1.25,0.32,0.81,0.95,A9601_17001
A9601_17011,54.1,45.3,62.91,1.39,0.47,0.0,0.02,A9601_17011
A9601_17031,60.48,62.11,58.85,0.95,-0.08,0.73,0.9,A9601_17031
A9601_17061,14.75,13.15,16.35,1.24,0.31,0.29,0.53,A9601_17061
A9601_17081,59.51,49.53,69.48,1.4,0.49,0.01,0.04,A9601_17081
A9601_17091,45.58,32.93,58.24,1.77,0.82,0.0,0.0,A9601_17091
A9601_17151,0.28,0.42,0.14,0.33,-1.62,0.84,0.96,A9601_17151
A9601_17171,3.54,3.43,3.64,1.06,0.08,1.0,1.0,A9601_17171
A9601_17181,32.54,27.93,37.15,1.33,0.41,0.05,0.15,A9601_17181
A9601_17191,1.36,1.92,0.79,0.41,-1.28,0.22,0.44,A9601_17191
A9601_17201,0.43,0.53,0.34,0.64,-0.65,1.0,1.0,A9601_17201
A9601_17211,6.32,6.96,5.68,0.82,-0.29,0.53,0.75,A9601_17211
A9601_17221,70.91,95.77,46.04,0.48,-1.06,0.0,0.0,A9601_17221
A9601_17251,1.99,2.2,1.77,0.8,-0.31,0.82,0.95,A9601_17251
A9601_17261,18.58,19.32,17.84,0.92,-0.11,0.6,0.81,A9601_17261
A9601_17301,12.76,11.26,14.25,1.26,0.34,0.64,0.83,A9601_17301
A9601_17311,12.64,10.89,14.4,1.32,0.4,0.13,0.3,A9601_17311
A9601_17321,1.52,1.67,1.38,0.82,-0.28,0.76,0.92,A9601_17321
A9601_17331,3.41,3.76,3.06,0.81,-0.3,0.64,0.83,A9601_17331
A9601_17341,23.56,23.85,23.27,0.98,-0.04,0.65,0.84,A9601_17341
A9601_17661,21.95,23.17,20.72,0.89,-0.16,0.65,0.84,A9601_17661
A9601_17681,10.0,6.53,13.47,2.06,1.05,0.03,0.11,A9601_17681
A9601_17701,23.59,24.98,22.2,0.89,-0.17,0.45,0.69,A9601_17701
A9601_17731,11.25,8.01,14.5,1.81,0.86,0.02,0.06,A9601_17731
A9601_17741,33.11,40.24,25.98,0.65,-0.63,0.0,0.01,A9601_17741
A9601_17751,358.71,422.85,294.58,0.7,-0.52,0.0,0.0,A9601_17751
A9601_17771,32.97,36.74,29.2,0.79,-0.33,0.07,0.2,A9601_17771
A9601_17781,21.7,20.84,22.56,1.08,0.11,0.44,0.68,A9601_17781
A9601_17791,17.15,18.19,16.12,0.89,-0.17,0.35,0.6,A9601_17791
A9601_17811,11.83,12.48,11.18,0.9,-0.16,0.72,0.89,A9601_17811
A9601_17831,9.95,7.79,12.1,1.55,0.64,0.06,0.18,A9601_17831
A9601_17841,66.74,87.77,45.71,0.52,-0.94,0.0,0.0,A9601_17841
A9601_17861,8.36,11.2,5.52,0.49,-1.02,0.01,0.04,A9601_17861
A9601_17871,13.28,12.43,14.14,1.14,0.19,0.58,0.8,A9601_17871
A9601_17901,19.07,13.59,24.54,1.81,0.85,0.0,0.01,A9601_17901
A9601_17911,1.27,1.14,1.41,1.23,0.3,0.95,1.0,A9601_17911
A9601_17931,5.39,5.43,5.34,0.98,-0.02,0.93,1.0,A9601_17931
A9601_17941,10.95,11.4,10.49,0.92,-0.12,0.51,0.73,A9601_17941
A9601_17961,5.3,6.69,3.91,0.58,-0.77,0.16,0.35,A9601_17961
A9601_17971,48.91,57.22,40.59,0.71,-0.5,0.01,0.03,A9601_17971
A9601_18041,13.39,18.39,8.39,0.46,-1.13,0.0,0.02,A9601_18041
A9601_18061,8.02,6.79,9.25,1.36,0.45,0.2,0.42,A9601_18061
A9601_18081,42.76,46.57,38.95,0.84,-0.26,0.12,0.29,A9601_18081
A9601_18111,54.75,59.11,50.38,0.85,-0.23,0.17,0.36,A9601_18111
A9601_18121,137.64,141.33,133.95,0.95,-0.08,0.67,0.86,A9601_18121
A9601_18141,22.23,21.24,23.23,1.09,0.13,0.46,0.69,A9601_18141
A9601_18221,1.69,1.05,2.33,2.21,1.15,0.2,0.42,A9601_18221
A9601_18231,15.21,14.3,16.12,1.13,0.17,0.59,0.8,A9601_18231
A9601_18241,11.3,11.23,11.37,1.01,0.02,0.98,1.0,A9601_18241
A9601_18271,96.25,80.62,111.87,1.39,0.47,0.0,0.01,A9601_18271
A9601_18291,230.84,204.14,257.53,1.26,0.34,0.01,0.04,A9601_18291
A9601_18301,2.24,2.24,2.25,1.0,0,1.0,1.0,A9601_18301
A9601_18331,21.7,23.45,19.95,0.85,-0.23,0.32,0.56,A9601_18331
A9601_18361,12.21,8.26,16.16,1.96,0.97,0.01,0.03,A9601_18361
A9601_18371,19.32,22.58,16.05,0.71,-0.49,0.06,0.18,A9601_18371
A9601_18381,23.89,20.65,27.12,1.31,0.39,0.13,0.31,A9601_18381
A9601_18391,115.13,141.16,89.1,0.63,-0.66,0.0,0.0,A9601_18391
A9601_18411,0.51,0.12,0.9,7.72,2.95,0.23,0.45,A9601_18411
A9601_18421,0.95,1.6,0.29,0.18,-2.49,0.12,0.29,A9601_18421
A9601_18431,19.32,25.97,12.67,0.49,-1.04,0.0,0.0,A9601_18431
A9601_18471,39.46,36.38,42.54,1.17,0.23,0.27,0.5,A9601_18471
A9601_18501,3.37,2.68,4.06,1.51,0.6,0.3,0.53,A9601_18501
A9601_18511,5.23,2.51,7.96,3.18,1.67,0.0,0.0,A9601_18511
A9601_18531,85.65,108.0,63.29,0.59,-0.77,0.0,0.0,A9601_18531
A9601_18541,25.25,28.84,21.66,0.75,-0.41,0.15,0.34,A9601_18541
A9601_18591,191.72,259.63,123.8,0.48,-1.07,0.0,0.0,A9601_18591
A9601_18611,367.71,340.8,394.61,1.16,0.21,0.04,0.12,A9601_18611
A9601_18651,31.8,36.97,26.63,0.72,-0.47,0.02,0.08,A9601_18651
A9601_18681,24.62,24.26,24.99,1.03,0.04,0.84,0.96,A9601_18681
A9601_18691,6.58,8.14,5.01,0.62,-0.7,0.14,0.33,A9601_18691
A9601_18721,14.59,13.17,16.0,1.21,0.28,0.5,0.73,A9601_18721
A9601_18751,44.37,49.37,39.36,0.8,-0.33,0.11,0.26,A9601_18751
A9601_18761,76.9,77.25,76.55,0.99,-0.01,0.72,0.9,A9601_18761
A9601_18791,24.18,15.69,32.67,2.08,1.06,0.0,0.0,A9601_18791
A9601_18801,13.09,6.9,19.28,2.79,1.48,0.0,0.0,A9601_18801
A9601_18861,23.13,28.06,18.19,0.65,-0.62,0.02,0.06,A9601_18861
A9601_18871,1.64,1.4,1.89,1.35,0.43,0.85,0.97,A9601_18871
A9601_18881,22.42,26.44,18.39,0.7,-0.52,0.07,0.19,A9601_18881
A9601_18891,11.83,13.06,10.59,0.81,-0.3,0.41,0.65,A9601_18891
A9601_18901,2.9,4.03,1.77,0.44,-1.19,0.14,0.33,A9601_18901
A9601_18911,4.35,5.2,3.5,0.67,-0.57,0.47,0.7,A9601_18911
A9601_18931,26.83,27.72,25.93,0.94,-0.1,0.86,0.97,A9601_18931
A9601_19011,3.8,3.8,3.79,1.0,-0.01,0.99,1.0,A9601_19011
A9601_19021,5.87,5.25,6.5,1.24,0.31,0.48,0.71,A9601_19021
A9601_19031,4.56,4.5,4.61,1.03,0.04,0.99,1.0,A9601_19031
A9601_19051,13.55,12.31,14.78,1.2,0.26,0.37,0.61,A9601_19051
A9601_19071,311.35,409.13,213.58,0.52,-0.94,0.0,0.0,A9601_19071
A9601_19131,33.62,35.24,31.99,0.91,-0.14,0.33,0.58,A9601_19131
A9601_19181,52.89,56.88,48.9,0.86,-0.22,0.22,0.44,A9601_19181
A9601_19201,238.1,280.53,195.66,0.7,-0.52,0.0,0.0,A9601_19201
A9601_19231,44.3,48.47,40.14,0.83,-0.27,0.08,0.22,A9601_19231
A9601_19241,9.75,10.43,9.07,0.87,-0.2,0.51,0.73,A9601_19241
A9601_rrlVIMSS1365720,10265886.18,8569963.98,11961808.37,1.4,0.48,0.0,0.0,
A9601_rrsVIMSS1309386,5962366.94,5299709.2,6625024.68,1.25,0.32,0.01,0.06,
A9601_tRNAAlaVIMSS1309073,34.76,30.26,39.27,1.3,0.38,0.02,0.09,
A9601_tRNAAlaVIMSS1309089,119.03,73.65,164.42,2.23,1.16,0.0,0.0,
A9601_tRNAArgVIMSS1309070,1.78,0.81,2.76,3.41,1.77,0.03,0.1,
A9601_tRNAArgVIMSS1309086,1.0,1.33,0.67,0.5,-0.99,0.56,0.78,
A9601_tRNAArgVIMSS1309097,9.4,7.93,10.87,1.37,0.45,0.17,0.37,
A9601_tRNAArgVIMSS1309103,3.6,4.09,3.1,0.76,-0.4,0.84,0.96,
A9601_tRNAAsnVIMSS1309105,2.54,1.51,3.57,2.35,1.24,0.08,0.21,
A9601_tRNAAspVIMSS1309079,9.32,7.77,10.87,1.4,0.49,0.1,0.25,
A9601_tRNACysVIMSS1309104,0.0,0.0,0.0,,,,,
A9601_tRNAGlnVIMSS1309102,3.61,3.03,4.19,1.38,0.47,0.5,0.73,
A9601_tRNAGluVIMSS1309075,4.9,6.65,3.14,0.47,-1.08,0.06,0.18,
A9601_tRNAGlyVIMSS1309069,4.12,2.68,5.57,2.08,1.05,0.09,0.24,
A9601_tRNAGlyVIMSS1309072,3.78,1.39,6.16,4.43,2.15,0.0,0.01,
A9601_tRNAHisVIMSS1309099,3.35,2.47,4.23,1.71,0.78,0.21,0.42,
A9601_tRNAIleVIMSS1309088,227.96,175.87,280.05,1.59,0.67,0.0,0.0,
A9601_tRNALeuVIMSS1309067,0.0,0.0,0.0,,,,,
A9601_tRNALeuVIMSS1309087,2.89,2.86,2.91,1.02,0.03,1.0,1.0,
A9601_tRNALeuVIMSS1309090,14.11,14.11,14.12,1.0,0,0.87,0.98,
A9601_tRNALeuVIMSS1309098,13.29,9.34,17.24,1.85,0.88,0.0,0.01,
A9601_tRNALysVIMSS1309093,10.69,8.11,13.26,1.63,0.71,0.02,0.08,
A9601_tRNAMetVIMSS1309085,3.47,3.7,3.24,0.88,-0.19,1.0,1.0,
A9601_tRNAMetVIMSS1309092,1.99,1.59,2.4,1.5,0.59,0.37,0.62,
A9601_tRNAPheVIMSS1309084,6.09,6.6,5.59,0.85,-0.24,0.8,0.95,
A9601_tRNAProVIMSS1309076,3.23,2.47,3.99,1.61,0.69,0.46,0.7,
A9601_tRNAProVIMSS1309094,2.23,1.86,2.59,1.39,0.48,0.57,0.79,
A9601_tRNAProVIMSS1309096,7.11,7.81,6.42,0.82,-0.28,0.73,0.9,
A9601_tRNASerVIMSS1309071,6.27,6.22,6.33,1.02,0.03,1.0,1.0,
A9601_tRNASerVIMSS1309074,9.97,13.02,6.93,0.53,-0.91,0.01,0.04,
A9601_tRNASerVIMSS1309077,10.07,7.4,12.75,1.72,0.79,0.05,0.14,
A9601_tRNASerVIMSS1309091,11.22,7.51,14.93,1.99,0.99,0.0,0.01,
A9601_tRNAThrVIMSS1309081,24.48,20.37,28.6,1.4,0.49,0.02,0.07,
A9601_tRNAThrVIMSS1309082,5.99,4.73,7.24,1.53,0.61,0.26,0.49,
A9601_tRNAThrVIMSS1309083,3.9,3.71,4.08,1.1,0.14,0.9,0.99,
A9601_tRNAThrVIMSS1309101,0.98,1.2,0.75,0.63,-0.67,0.83,0.96,
A9601_tRNATrpVIMSS1309078,68.64,64.25,73.04,1.14,0.19,0.26,0.49,
A9601_tRNATyrVIMSS1309080,20.51,14.84,26.18,1.76,0.82,0.0,0.0,
A9601_tRNAValVIMSS1309068,16.71,12.95,20.46,1.58,0.66,0.01,0.06,
A9601_tRNAValVIMSS1309100,3.46,1.34,5.58,4.17,2.06,0.0,0.01,
accA,42.89,45.88,39.91,0.87,-0.2,0.28,0.52,A9601_05901
accB,66.61,64.14,69.09,1.08,0.11,0.44,0.68,A9601_00261
accC,93.93,103.22,84.65,0.82,-0.29,0.08,0.23,A9601_00721
accD,50.2,66.66,33.74,0.51,-0.98,0.0,0.0,A9601_08481
acnB,76.86,90.61,63.11,0.7,-0.52,0.0,0.01,A9601_19101
acoA,87.14,89.82,84.45,0.94,-0.09,0.5,0.73,
acpP,147.89,158.14,137.65,0.87,-0.2,0.15,0.34,A9601_18181
acrA,9.31,9.16,9.46,1.03,0.05,0.99,1.0,A9601_13141
acs,104.9,137.2,72.59,0.53,-0.92,0.0,0.0,A9601_06751
adhC,19.1,25.16,13.05,0.52,-0.95,0.0,0.0,A9601_14521
adk,11.71,13.24,10.17,0.77,-0.38,0.35,0.6,A9601_17461
afuA,150.43,181.82,119.03,0.65,-0.61,0.0,0.0,
ahpC,371.37,378.34,364.4,0.96,-0.05,0.85,0.97,A9601_10131
alaS,29.24,22.26,36.21,1.63,0.7,0.0,0.02,A9601_00451
alr,39.11,38.75,39.48,1.02,0.03,0.79,0.93,A9601_17351
amiC,16.45,11.58,21.32,1.84,0.88,0.0,0.01,A9601_06721
amtB,19000.17,15408.66,22591.69,1.47,0.55,0.0,0.0,
ansA,22.16,15.92,28.4,1.78,0.84,0.0,0.01,A9601_10491
apa2,6.93,6.04,7.81,1.29,0.37,0.36,0.61,A9601_09871
apt,9.13,8.57,9.69,1.13,0.18,0.77,0.92,A9601_12301
argB,24.06,23.64,24.48,1.04,0.05,1.0,1.0,A9601_05561
argC,32.98,36.76,29.2,0.79,-0.33,0.06,0.18,A9601_09691
argD,20.8,15.7,25.91,1.65,0.72,0.0,0.02,A9601_15001
argF,34.49,31.33,37.66,1.2,0.27,0.14,0.33,A9601_14621
argG,92.19,94.47,89.92,0.95,-0.07,0.62,0.82,A9601_19171
argH,70.94,86.11,55.78,0.65,-0.63,0.0,0.0,A9601_00111
argJ,17.28,17.99,16.57,0.92,-0.12,0.64,0.84,A9601_00511
argS,8.68,9.62,7.75,0.81,-0.31,0.57,0.79,A9601_02051
aroA,34.28,34.76,33.8,0.97,-0.04,0.79,0.93,A9601_06691
aroB,7.27,7.85,6.68,0.85,-0.23,0.47,0.7,A9601_07371
aroC,48.28,51.46,45.11,0.88,-0.19,0.43,0.68,A9601_02451
aroE,22.35,23.45,21.25,0.91,-0.14,0.35,0.59,A9601_19151
aroG,40.66,39.49,41.83,1.06,0.08,0.7,0.88,
aroH,31.95,26.61,37.29,1.4,0.49,0.01,0.06,A9601_13741
aroK,4.6,4.59,4.62,1.01,0.01,0.87,0.98,A9601_01241
aroQ,4.91,5.14,4.68,0.91,-0.13,0.93,1.0,A9601_04381
arsC,3.48,2.78,4.17,1.5,0.58,0.31,0.55,A9601_05691
asd,23.99,25.02,22.96,0.92,-0.12,0.39,0.63,A9601_18631
aspA,5.47,5.2,5.74,1.1,0.14,0.58,0.8,A9601_02421
aspC,22.1,24.25,19.95,0.82,-0.28,0.3,0.54,A9601_07291
aspS,35.15,41.17,29.12,0.71,-0.5,0.02,0.06,A9601_18981
atp1,93.96,85.91,102.0,1.19,0.25,0.43,0.68,A9601_16591
atpA,911.92,799.35,1024.48,1.28,0.36,0.0,0.01,A9601_16531
atpB,122.48,101.53,143.44,1.41,0.5,0.0,0.0,A9601_16581
atpC,117.94,102.0,133.89,1.31,0.39,0.01,0.04,A9601_16521
atpD,728.84,705.72,751.96,1.07,0.09,0.3,0.53,A9601_16541
atpE,541.05,366.31,715.79,1.95,0.97,0.0,0.0,A9601_16571
atpH,403.56,270.28,536.83,1.99,0.99,0.0,0.0,A9601_16571
bacA,14.53,10.44,18.63,1.78,0.83,0.01,0.05,
bioA,17.43,18.17,16.69,0.92,-0.12,0.72,0.89,A9601_16741
bioB,43.36,45.97,40.75,0.89,-0.17,0.29,0.53,A9601_11991
bioD,7.48,7.48,7.49,1.0,0,0.92,1.0,A9601_16731
bioF,5.8,5.85,5.75,0.98,-0.03,1.0,1.0,A9601_16701
birA,7.11,6.58,7.63,1.16,0.21,0.74,0.91,A9601_04881
btuE,10.34,7.99,12.7,1.59,0.67,0.03,0.1,
cad,14.81,11.25,18.36,1.63,0.71,0.01,0.05,
carA,20.2,17.87,22.52,1.26,0.33,0.27,0.51,A9601_09091
carB,160.32,151.95,168.69,1.11,0.15,0.3,0.54,A9601_10451
cbbA,767.12,710.28,823.97,1.16,0.21,0.07,0.19,
cbiB,17.06,15.81,18.31,1.16,0.21,0.49,0.72,A9601_15151
cbiD,11.75,14.97,8.53,0.57,-0.81,0.01,0.06,A9601_00351
cbiQ,10.48,9.99,10.97,1.1,0.14,0.81,0.95,A9601_04431
ccdA,22.43,24.09,20.78,0.86,-0.21,0.48,0.7,
ccmA,19.41,19.83,19.0,0.96,-0.06,0.96,1.0,A9601_05041
ccmC,30.23,26.74,33.72,1.26,0.33,0.15,0.33,
ccmK,402.71,265.65,539.78,2.03,1.02,0.0,0.0,
cdsA,14.15,11.79,16.51,1.4,0.49,0.1,0.25,A9601_11911
chlB,205.69,249.1,162.28,0.65,-0.62,0.0,0.0,A9601_06001
chlD,67.98,73.97,61.99,0.84,-0.25,0.16,0.35,A9601_03111
chlG,104.9,140.1,69.7,0.5,-1.01,0.0,0.0,A9601_04831
chlH,435.62,451.06,420.19,0.93,-0.1,0.39,0.63,A9601_10391
chlI,45.71,50.83,40.59,0.8,-0.32,0.08,0.22,A9601_11601
chlL,206.99,267.06,146.92,0.55,-0.86,0.0,0.0,A9601_05991
chlM,20.48,21.96,19.01,0.87,-0.21,0.56,0.78,A9601_01861
chlN,272.09,290.97,253.21,0.87,-0.2,0.18,0.38,A9601_06011
chlP,365.38,450.34,280.42,0.62,-0.68,0.0,0.0,A9601_08221
cinA,25.82,27.49,24.16,0.88,-0.19,0.49,0.71,
citT,31.95,26.21,37.68,1.44,0.52,0.03,0.1,A9601_00961
clpB,57.25,54.05,60.45,1.12,0.16,0.43,0.68,
