Gene Start,Gene End,Gene Length,MIT9312 original locus tag,MIT9312 (2017 NCBI),product,protein_id,COG (cyanobase),GO (cyanobase),HDPE log2 Fold change,PVC log2 Fold change,Unnamed: 11,NAT_homolog,locus_tag
1036502,1037116.0,615.0,PMT9312_1119,PMT9312_RS05760,1-acyl-sn-glycerol-3-phosphate acyltransferase,WP_036923956.1,Lipid transport and metabolism,metabolic process (GO:0008152),1.14,0.94,,WP_011294730.1,PMT9312_1119
1037160,1037675.0,516.0,PMT9312_1120,PMT9312_RS05765,hypothetical protein,WP_011376670.1,Not in COGs,,0.87,,,,PMT9312_1120
1037688,1037918.0,231.0,PMT9312_1121,PMT9312_RS05770,BolA family transcriptional regulator,WP_011376671.1,Signal transduction mechanisms,,0.59,,,WP_011294729.1,PMT9312_1121
1039384,1039890.0,507.0,PMT9312_1125,PMT9312_RS05790,hypothetical protein,WP_011376675.1,Not in COGs,,-0.52,,,,PMT9312_1125
1043779,1043886.0,108.0,,PMT9312_RS05815,high light inducible protein,WP_011132751.1,,,2.0,2.55,,WP_011125327.1,
1044540,1045694.0,1155.0,PMT9312_1130,PMT9312_RS05825,porin,WP_011376680.1,Not in COGs,,0.39,-0.54,,,PMT9312_1130
1045860,1046975.0,1116.0,PMT9312_1131,PMT9312_RS05830,porin,WP_011376681.1,Not in COGs,transport (GO:0006810),0.37,-0.56,,,PMT9312_1131
1051556,1052521.0,966.0,PMT9312_1135,PMT9312_RS05850,hypothetical protein,WP_011376685.1,Not in COGs,,,-0.57,,,PMT9312_1135
1053412,1053798.0,387.0,PMT9312_1137,PMT9312_RS05865,hypothetical protein,WP_011376687.1,Not in COGs,,,-0.71,,,PMT9312_1137
1053894,1054415.0,522.0,PMT9312_1138,PMT9312_RS05870,molecular chaperone DnaJ,WP_011376688.1,"Posttranslational modification, protein turnover, chaperones",protein folding (GO:0006457),,0.63,,,PMT9312_1138
1057780,1057914.0,135.0,PMT9312_1143,PMT9312_RS05895,high light inducible protein,WP_011376693.1,Not in COGs,,,1.85,,WP_011294606.1,PMT9312_1143
1058239,1059321.0,1083.0,PMT9312_1144,PMT9312_RS05900,photosystem II protein D1 (PsbA),WP_011375791.1,Not in COGs,"photosynthesis, light reaction (GO:0019684)",0.8,,,WP_011294225.1,PMT9312_1144
1060448,1061224.0,777.0,PMT9312_1146,PMT9312_RS05915,hypothetical protein,WP_011376695.1,Not in COGs,,,0.72,,,PMT9312_1146
1061228,1061812.0,585.0,PMT9312_1147,PMT9312_RS05920,N-acetyltransferase,WP_011376696.1,Not in COGs,,0.76,,,,PMT9312_1147
1072307,1072912.0,606.0,PMT9312_1156,PMT9312_RS05965,hypothetical protein,WP_036923975.1,Not in COGs,,0.45,0.82,,WP_011294819.1,PMT9312_1156
1073052,1073474.0,423.0,PMT9312_1157,PMT9312_RS05970,hypothetical protein,WP_011376706.1,Not in COGs,,0.54,,,,PMT9312_1157
1073910,1074203.0,294.0,PMT9312_1158,PMT9312_RS05980,hypothetical protein,WP_011376707.1,Not in COGs,,0.91,0.59,,,PMT9312_1158
1074511,1074696.0,186.0,PMT9312_1159,PMT9312_RS09480,hypothetical protein,WP_011376708.1,Not in COGs,,1.04,2.46,,WP_011294574.1,PMT9312_1159
1074708,1074896.0,189.0,PMT9312_1160,PMT9312_RS05985,hypothetical protein,WP_011376709.1,Not in COGs,,1.15,2.62,,,PMT9312_1160
1079190,1079930.0,741.0,PMT9312_1165,PMT9312_RS06010,amino acid ABC transporter ATP-binding protein,WP_011376714.1,Amino acid transport and metabolism,,-0.5,,,WP_011294700.1,PMT9312_1165
1084774,1085784.0,1011.0,PMT9312_1169,PMT9312_RS06030,NmrA family transcriptional regulator,WP_011376718.1,Cell wall/membrane biogenesis,metabolic process (GO:0008152),2.57,3.71,,WP_011293924.1,PMT9312_1169
1086217,1086822.0,606.0,PMT9312_1170,PMT9312_RS06035,hypothetical protein,WP_011376719.1,Function unknown,,0.54,0.43,,,PMT9312_1170
1088986,1089240.0,255.0,PMT9312_1173,PMT9312_RS06055,high light inducible protein,WP_011376722.1,Not in COGs,,1.16,1.8,,,PMT9312_1173
1090291,1090704.0,414.0,PMT9312_1175,PMT9312_RS06065,hypothetical protein,WP_011376724.1,Not in COGs,,-2.05,,,WP_011294879.1,PMT9312_1175
1091505,1091801.0,297.0,PMT9312_1176,PMT9312_RS06075,PsbF-like protein,WP_011376725.1,Not in COGs,photosynthesis (GO:0015979),-1.25,,,WP_011294880.1,PMT9312_1176
1093035,1093349.0,315.0,PMT9312_1178,PMT9312_RS06085,hypothetical protein,WP_011376727.1,Not in COGs,,,-0.69,,,PMT9312_1178
1093815,1094933.0,1119.0,PMT9312_1179,PMT9312_RS06090,inverse autotransporter beta-barrel domain-containing protein,WP_011376728.1,Not in COGs,,0.66,0.32,,,PMT9312_1179
1110460,1110933.0,474.0,PMT9312_1190,PMT9312_RS06145,hypothetical protein,WP_011376739.1,Not in COGs,,,1.66,,,PMT9312_1190
1117237,1117860.0,624.0,PMT9312_1196,PMT9312_RS06175,prepilin-type cleavage/methylation domain-containing protein,WP_011376745.1,Not in COGs,,-0.34,-0.59,,,PMT9312_1196
1120689,1121354.0,666.0,PMT9312_1199,PMT9312_RS06190,prepilin-type cleavage/methylation domain-containing protein,WP_011376748.1,Cell motility,,0.64,,,,PMT9312_1199
1121821,1122390.0,570.0,PMT9312_1201,PMT9312_RS06200,Tfp pilus assembly protein PilE-like,WP_011376750.1,Not in COGs,,,-0.77,,,PMT9312_1201
1129553,1129738.0,186.0,PMT9312_pseudoVIMSS1362712,PMT9312_RS09490,hypothetical protein,WP_071813338.1,,,1.33,2.67,,,PMT9312_pseudoVIMSS1362712
1130689,1131000.0,312.0,PMT9312_1209,PMT9312_RS06240,hypothetical protein,WP_011376758.1,Not in COGs,,0.64,,,WP_011294641.1,PMT9312_1209
1132508,1133026.0,519.0,PMT9312_1212,PMT9312_RS06255,metal-binding protein,WP_036924260.1,General function prediction only,,0.82,,,WP_011294549.1,PMT9312_1212
1133556,1133756.0,201.0,PMT9312_1215,PMT9312_RS06270,hypothetical protein,WP_011376764.1,Not in COGs,,0.93,1.03,,,PMT9312_1215
1135963,1136178.0,216.0,PMT9312_1218,PMT9312_RS06285,hypothetical protein,WP_011376767.1,Not in COGs,,-0.62,,,WP_011294666.1,PMT9312_1218
1139772,1141115.0,1344.0,PMT9312_1223,PMT9312_RS06320,sodium-dependent transporter,WP_036924299.1,General function prediction only,neurotransmitter transport (GO:0006836),,-0.89,,WP_011294838.1,PMT9312_1223
1143167,1143589.0,423.0,PMT9312_1225,PMT9312_RS06330,cupin,WP_011376774.1,Function unknown,,0.85,,,,PMT9312_1225
1144209,1144478.0,270.0,PMT9312_1227,PMT9312_RS06340,phospholipase,WP_011376776.1,Not in COGs,,0.57,,,,PMT9312_1227
1144707,1144913.0,207.0,PMT9312_1228,PMT9312_RS06345,high light inducible protein,WP_011376777.1,Not in COGs,,3.37,3.99,,WP_011294349.1,PMT9312_1228
1144913,1145173.0,261.0,PMT9312_1229,PMT9312_RS06350,high light inducible protein,WP_036924266.1,Not in COGs,,3.34,4.3,,WP_011293953.1,PMT9312_1229
1145207,1145335.0,129.0,PMT9312_1230,PMT9312_RS06355,high light inducible protein,WP_011376779.1,Not in COGs,,3.23,4.22,,WP_011294351.1,PMT9312_1230
1145337,1145516.0,180.0,PMT9312_1231,PMT9312_RS06360,hypothetical protein,WP_011376780.1,Not in COGs,,2.63,4.63,,,PMT9312_1231
1147114,1148205.0,1092.0,PMT9312_1234,PMT9312_RS06380,GTP-binding protein YchF,WP_011376783.1,Translation,,-0.28,-0.55,,WP_011294834.1,PMT9312_1234
1153915,1155141.0,1227.0,PMT9312_1238,PMT9312_RS06400,1-deoxy-D-xylulose-5-phosphate reductoisomerase,WP_011376787.1,Not in COGs,isoprenoid biosynthetic process (GO:0008299),,-0.71,,WP_011294839.1,PMT9312_1238
1155913,1156047.0,135.0,PMT9312_1239,PMT9312_RS06405,high light inducible protein,WP_011376693.1,Not in COGs,,,1.85,,WP_011294606.1,PMT9312_1239
1156286,1156636.0,351.0,PMT9312_1240,PMT9312_RS06410,ferredoxin,WP_011376788.1,Energy production and conversion,,,0.96,,,PMT9312_1240
1160702,1161280.0,579.0,PMT9312_1245,PMT9312_RS06435,hypothetical protein,WP_011376793.1,Not in COGs,,,-0.73,,WP_011294844.1,PMT9312_1245
1161435,1161659.0,225.0,PMT9312_1246,PMT9312_RS06440,hypothetical protein,WP_011376794.1,Not in COGs,,,-0.77,,WP_011294845.1,PMT9312_1246
1164965,1165915.0,951.0,PMT9312_1252,PMT9312_RS06470,alpha/beta hydrolase,WP_011376799.1,General function prediction only,,,-0.51,,WP_011294851.1,PMT9312_1252
1171009,1172538.0,1530.0,PMT9312_1259,PMT9312_RS06505,cobyric acid synthase CobQ,WP_011376805.1,Coenzyme transport and metabolism,cobalamin biosynthetic process (GO:0009236),0.6,,,WP_011294859.1,PMT9312_1259
1173901,1174923.0,1023.0,PMT9312_1261,PMT9312_RS06520,iron ABC transporter substrate-binding protein,WP_036924302.1,Inorganic ion transport and metabolism,transport (GO:0006810),-2.29,,,WP_011294862.1,PMT9312_1261
1175026,1175691.0,666.0,PMT9312_1262,PMT9312_RS06525,PKHD-type hydroxylase,WP_011376808.1,Function unknown,oxidation reduction (GO:0055114),1.02,,,WP_011294863.1,PMT9312_1262
1175764,1175991.0,228.0,PMT9312_1263,PMT9312_RS06530,hypothetical protein,WP_011376809.1,Not in COGs,,-0.81,,,WP_011294864.1,PMT9312_1263
1176075,1177388.0,1314.0,PMT9312_1264,PMT9312_RS06535,porin,WP_011376810.1,Not in COGs,transport (GO:0006810),-1.42,,,WP_011294865.1,PMT9312_1264
1177541,1178416.0,876.0,PMT9312_1265,PMT9312_RS06540,glycine--tRNA ligase subunit alpha,WP_036924276.1,Not in COGs,glycyl-tRNA aminoacylation (GO:0006426),-0.8,-0.33,,WP_011294866.1,PMT9312_1265
1179645,1180283.0,639.0,PMT9312_1268,PMT9312_RS06555,SAM-dependent methyltransferase,WP_011376814.1,Not in COGs,metabolic process (GO:0008152),,1.49,,WP_011293906.1,PMT9312_1268
1180632,1181288.0,657.0,PMT9312_1270,PMT9312_RS06565,hypothetical protein,WP_011376816.1,Not in COGs,,0.55,1.33,,WP_011295290.1,PMT9312_1270
1181364,1182422.0,1059.0,PMT9312_1271,PMT9312_RS06570,chlorophyll a/b binding light-harvesting protein,WP_011376817.1,Not in COGs,"photosynthesis, light reaction (GO:0019684)",-3.11,,,WP_011293749.1,PMT9312_1271
1182568,1183092.0,525.0,PMT9312_1272,PMT9312_RS06575,flavodoxin,WP_011376818.1,Energy production and conversion,,-2.45,,,WP_011294882.1,PMT9312_1272
1184328,1184552.0,225.0,PMT9312_1275,PMT9312_RS06590,hypothetical protein,WP_011376821.1,Not in COGs,,,-0.63,,WP_011295406.1,PMT9312_1275
1185630,1185881.0,252.0,PMT9312_1277,PMT9312_RS06600,hypothetical protein,WP_011376823.1,Not in COGs,,,-0.94,,WP_011294883.1,PMT9312_1277
1191680,1191817.0,138.0,PMT9312_1284,PMT9312_RS06635,50S ribosomal protein L34,WP_002808184.1,Not in COGs,translation (GO:0006412),,-0.59,,WP_011294890.1,PMT9312_1284
1191830,1192216.0,387.0,PMT9312_1285,PMT9312_RS06640,ribonuclease P protein component,WP_011376830.1,Not in COGs,tRNA processing (GO:0008033),-0.78,-0.72,,WP_011294891.1,PMT9312_1285
1192213,1192626.0,414.0,PMT9312_1286,PMT9312_RS06645,ribonuclease P,WP_011376831.1,Not in COGs,oxidation reduction (GO:0055114),,0.92,,WP_011294892.1,PMT9312_1286
1193857,1195323.0,1467.0,PMT9312_1288,PMT9312_RS06655,hypothetical protein,WP_011376833.1,"Posttranslational modification, protein turnover, chaperones",,-0.75,,,WP_011294894.1,PMT9312_1288
1205096,1205719.0,624.0,PMT9312_1298,PMT9312_RS06710,N-acetyltransferase,WP_011376843.1,General function prediction only,,-0.7,-0.82,,,PMT9312_1298
1205763,1207088.0,1326.0,PMT9312_1299,PMT9312_RS06715,nucleotide sugar dehydrogenase,WP_011376844.1,Cell wall/membrane biogenesis,metabolic process (GO:0008152),-0.48,-1.03,,,PMT9312_1299
1207101,1208192.0,1092.0,PMT9312_1300,PMT9312_RS06720,gfo/Idh/MocA family oxidoreductase,WP_011376845.1,General function prediction only,metabolic process (GO:0008152),-0.68,-0.76,,,PMT9312_1300
1208196,1209452.0,1257.0,PMT9312_1301,PMT9312_RS06725,glycosyltransferase WbuB,WP_011376846.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),-0.61,-0.71,,,PMT9312_1301
1218554,1219945.0,1392.0,PMT9312_1310,PMT9312_RS06770,hypothetical protein,WP_011376855.1,Not in COGs,,,-0.55,,,PMT9312_1310
1221700,1223124.0,1425.0,PMT9312_1312,PMT9312_RS06780,nucleotide sugar dehydrogenase,WP_011376857.1,Cell wall/membrane biogenesis,metabolic process (GO:0008152),,-1.06,,WP_011293596.1,PMT9312_1312
1226341,1227339.0,999.0,PMT9312_1315,PMT9312_RS06795,GDP-fucose synthetase,WP_011376860.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),,-0.61,,,PMT9312_1315
1227408,1228511.0,1104.0,PMT9312_1316,PMT9312_RS06800,"GDP-mannose 4,6-dehydratase",WP_011376861.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),-0.29,-0.98,,WP_011295565.1,PMT9312_1316
1228713,1229771.0,1059.0,PMT9312_1317,PMT9312_RS06805,UDP-glucose 4-epimerase GalE,WP_011376862.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),-0.41,-0.95,,WP_011293755.1,PMT9312_1317
1233668,1234411.0,744.0,PMT9312_1321,PMT9312_RS06825,hypothetical protein,WP_011376866.1,Not in COGs,,-0.87,-0.96,,,PMT9312_1321
1234411,1235592.0,1182.0,PMT9312_1322,PMT9312_RS06830,hypothetical protein,WP_011376867.1,Not in COGs,,,-0.96,,,PMT9312_1322
1235653,1236765.0,1113.0,PMT9312_1323,PMT9312_RS06835,glycosyl transferase,WP_011376868.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),,-0.78,,,PMT9312_1323
1240067,1240987.0,921.0,PMT9312_1326,PMT9312_RS06850,hypothetical protein,WP_011376871.1,Not in COGs,,-0.58,-0.92,,,PMT9312_1326
1241058,1242014.0,957.0,PMT9312_1327,PMT9312_RS06855,hypothetical protein,WP_011376872.1,Not in COGs,,,-0.64,,,PMT9312_1327
1244072,1244410.0,339.0,PMT9312_1329,PMT9312_RS06870,mannose-6-phosphate isomerase,WP_011376875.1,Carbohydrate transport and metabolism,polysaccharide metabolic process (GO:0005976),,-0.76,,,PMT9312_1329
1245822,1247552.0,1731.0,PMT9312_1332,PMT9312_RS06880,ABC transporter ATP-binding protein,WP_011376878.1,Defense mechanisms,transmembrane transport (GO:0055085),,-0.76,,WP_011294043.1,PMT9312_1332
1248757,1249716.0,960.0,PMT9312_1334,PMT9312_RS06890,hypothetical protein,WP_071813314.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),,0.5,,WP_011294313.1,PMT9312_1334
1251986,1252606.0,621.0,PMT9312_1337,PMT9312_RS06905,phosphoheptose isomerase,WP_011376883.1,Carbohydrate transport and metabolism,,,-0.63,,,PMT9312_1337
1258440,1258952.0,513.0,PMT9312_1342,PMT9312_RS06935,hypothetical protein,WP_011376888.1,Not in COGs,,,-1.2,,,PMT9312_1342
1262379,1263248.0,870.0,PMT9312_1346,PMT9312_RS06955,N-acetylneuraminate synthase,WP_011376892.1,Cell wall/membrane biogenesis,carbohydrate biosynthetic process (GO:0016051),,-0.56,,,PMT9312_1346
1267165,1267980.0,816.0,PMT9312_1352,PMT9312_RS06990,oxidoreductase,WP_011376898.1,Lipid transport and metabolism,metabolic process (GO:0008152),-0.63,-0.43,,,PMT9312_1352
1267988,1269496.0,1509.0,PMT9312_1353,PMT9312_RS06995,hypothetical protein,WP_036924333.1,Not in COGs,,-0.85,,,,PMT9312_1353
1274731,1275657.0,927.0,PMT9312_1357,PMT9312_RS07020,ornithine carbamoyltransferase,WP_011376903.1,Amino acid transport and metabolism,cellular amino acid metabolic process (GO:0006520),0.6,0.68,,WP_011294917.1,PMT9312_1357
1275686,1277548.0,1863.0,PMT9312_1358,PMT9312_RS07025,cell division protein FtsH,WP_011376904.1,"Posttranslational modification, protein turnover, chaperones",protein catabolic process (GO:0030163),0.83,1.14,,WP_011294918.1,PMT9312_1358
1279249,1279500.0,252.0,PMT9312_1361,PMT9312_RS07040,hypothetical protein,WP_036924349.1,Not in COGs,,,0.98,,WP_011294921.1,PMT9312_1361
1279584,1280858.0,1275.0,PMT9312_1362,PMT9312_RS07045,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,WP_011376908.1,Coenzyme transport and metabolism,cobalamin biosynthetic process (GO:0009236),,0.52,,WP_011294922.1,PMT9312_1362
1282928,1283737.0,810.0,PMT9312_1365,PMT9312_RS07060,5'/3'-nucleotidase SurE,WP_011376911.1,General function prediction only,,-0.67,,,WP_011294925.1,PMT9312_1365
1284319,1285242.0,924.0,PMT9312_1367,PMT9312_RS07070,bifunctional riboflavin kinase/FMN adenylyltransferase,WP_011376913.1,Coenzyme transport and metabolism,riboflavin biosynthetic process (GO:0009231),-0.54,,,WP_011294927.1,PMT9312_1367
1296135,1298240.0,2106.0,PMT9312_1383,PMT9312_RS07140,molecular chaperone DnaJ,WP_011376929.1,Not in COGs,,,-0.52,,WP_011294942.1,PMT9312_1383
1299429,1300370.0,942.0,PMT9312_1385,PMT9312_RS07150,RNA polymerase sigma factor RpoD,WP_011376931.1,Transcription,"regulation of transcription, DNA-dependent (GO:0006355)",,0.67,,WP_011294944.1,PMT9312_1385
1300512,1302077.0,1566.0,PMT9312_1386,PMT9312_RS07155,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_011376932.1,Function unknown,,0.5,0.29,,WP_080502535.1,PMT9312_1386
1307071,1307958.0,888.0,PMT9312_1393,PMT9312_RS07190,indole-3-glycerol-phosphate synthase,WP_011376939.1,Amino acid transport and metabolism,metabolic process (GO:0008152),-0.55,,,WP_011294951.1,PMT9312_1393
1307971,1309410.0,1440.0,PMT9312_1394,PMT9312_RS07195,dihydrolipoyl dehydrogenase,WP_011376940.1,Energy production and conversion,cell redox homeostasis (GO:0045454),-0.62,-0.38,,WP_011294952.1,PMT9312_1394
1316261,1317496.0,1236.0,PMT9312_1400,PMT9312_RS07230,cytosine deaminase,WP_011376946.1,Nucleotide transport and metabolism,,,0.72,,WP_011294958.1,PMT9312_1400
1319174,1320241.0,1068.0,PMT9312_1402,PMT9312_RS07245,D-alanine--D-alanine ligase,WP_011376948.1,Cell wall/membrane biogenesis,peptidoglycan biosynthetic process (GO:0009252),-0.5,,,WP_011294960.1,PMT9312_1402
1325728,1326837.0,1110.0,PMT9312_1409,PMT9312_RS07280,PIN/TRAM domain-containing protein,WP_011376955.1,General function prediction only,,0.5,,,WP_011295226.1,PMT9312_1409
1326878,1327540.0,663.0,PMT9312_1410,PMT9312_RS07285,ATP-dependent Clp protease proteolytic subunit (ClpP),WP_011376956.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.97,1.16,,WP_011295227.1,PMT9312_1410
1327567,1328178.0,612.0,PMT9312_1411,PMT9312_RS07290,ATP-dependent Clp protease proteolytic subunit (ClpP),WP_002807795.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.95,1.16,,WP_011295228.1,PMT9312_1411
1330336,1330581.0,246.0,PMT9312_1414,PMT9312_RS07305,high light inducible protein,WP_011376959.1,Not in COGs,,0.78,0.83,,WP_011295234.1,PMT9312_1414
1330584,1330796.0,213.0,PMT9312_1415,PMT9312_RS07310,hypothetical protein,WP_011376960.1,Not in COGs,,,0.96,,WP_011295235.1,PMT9312_1415
1337096,1337500.0,405.0,PMT9312_1423,PMT9312_RS07355,hypothetical protein,WP_011376967.1,Not in COGs,,,0.74,,WP_011295244.1,PMT9312_1423
1339864,1341102.0,1239.0,PMT9312_1427,PMT9312_RS07375,tyrosine--tRNA ligase,WP_011376971.1,Translation,translation (GO:0006412),-0.58,-0.45,,WP_011295248.1,PMT9312_1427
1341597,1342208.0,612.0,PMT9312_1429,PMT9312_RS07385,hypothetical protein,WP_011376973.1,Not in COGs,,0.51,0.48,,WP_011295250.1,PMT9312_1429
1343717,1344319.0,603.0,PMT9312_1431,PMT9312_RS07395,peptide methionine sulfoxide reductase MsrA,WP_011376975.1,Not in COGs,oxidation reduction (GO:0055114),-0.34,-0.5,,WP_011295252.1,PMT9312_1431
1344336,1345514.0,1179.0,PMT9312_1432,PMT9312_RS07400,lipid-A-disaccharide synthase,WP_011376976.1,Cell wall/membrane biogenesis,lipid A biosynthetic process (GO:0009245),-0.81,-0.57,,WP_011295253.1,PMT9312_1432
1345511,1346353.0,843.0,PMT9312_1433,PMT9312_RS07405,acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase,WP_011376977.1,Cell wall/membrane biogenesis,lipid biosynthetic process (GO:0008610),-0.64,-0.66,,WP_011295254.1,PMT9312_1433
1346358,1346816.0,459.0,PMT9312_1434,PMT9312_RS07410,beta-hydroxyacyl-ACP dehydratase,WP_011376978.1,Lipid transport and metabolism,fatty acid biosynthetic process (GO:0006633),-0.71,-0.95,,WP_071813637.1,PMT9312_1434
1349856,1350584.0,729.0,PMT9312_1437,PMT9312_RS07425,phosphoribosylaminoimidazolesuccinocarboxamide synthase,WP_011376981.1,Not in COGs,purine nucleotide biosynthetic process (GO:0006164),,0.54,,WP_011295258.1,PMT9312_1437
1350717,1352048.0,1332.0,PMT9312_1438,PMT9312_RS07430,phosphoribosylamine--glycine ligase,WP_011376982.1,Nucleotide transport and metabolism,purine base biosynthetic process (GO:0009113),0.38,0.67,,WP_011295259.1,PMT9312_1438
1356886,1357560.0,675.0,PMT9312_1444,PMT9312_RS07460,SAM-dependent methyltransferase,WP_011376988.1,Not in COGs,metabolic process (GO:0008152),-0.6,-0.56,,WP_011295265.1,PMT9312_1444
1360920,1361468.0,549.0,PMT9312_1448,PMT9312_RS07480,hypothetical protein,WP_036924038.1,Function unknown,,-0.43,-1.04,,WP_011295269.1,PMT9312_1448
1361487,1361843.0,357.0,PMT9312_1449,PMT9312_RS07485,hypothetical protein,WP_011376993.1,Not in COGs,,,-0.51,,WP_011295271.1,PMT9312_1449
1361924,1362223.0,300.0,PMT9312_1450,PMT9312_RS07490,ferredoxin,WP_011376994.1,Energy production and conversion,electron transport chain (GO:0022900),1.04,,,WP_011295272.1,PMT9312_1450
1366521,1367138.0,618.0,PMT9312_1455,PMT9312_RS07520,steroid 5-alpha reductase-like,WP_011376999.1,Not in COGs,lipid metabolic process (GO:0006629),0.68,1.35,,,PMT9312_1455
1367131,1367682.0,552.0,PMT9312_1456,PMT9312_RS07525,pyridoxamine 5'-phosphate oxidase,WP_011377000.1,Function unknown,,0.84,0.92,,WP_011293884.1,PMT9312_1456
1367721,1367930.0,210.0,PMT9312_1938,PMT9312_RS07530,hypothetical protein,WP_036924041.1,Not in COGs,,,-1.36,,,PMT9312_1938
1367927,1368475.0,549.0,PMT9312_1457,PMT9312_RS07535,DoxX family membrane protein,WP_011377001.1,Function unknown,,0.67,1.82,,WP_011293665.1,PMT9312_1457
1369920,1370849.0,930.0,PMT9312_1459,PMT9312_RS07545,short-chain dehydrogenase/reductase,WP_011377003.1,Lipid transport and metabolism,metabolic process (GO:0008152),1.03,1.82,,WP_011294818.1,PMT9312_1459
1371211,1372617.0,1407.0,PMT9312_1461,PMT9312_RS07555,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,WP_011377005.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),,0.65,,WP_011295277.1,PMT9312_1461
1372734,1373048.0,315.0,PMT9312_1462,PMT9312_RS07560,hypothetical protein,WP_011377006.1,Not in COGs,,,1.14,,WP_011295278.1,PMT9312_1462
1373057,1373785.0,729.0,PMT9312_1463,PMT9312_RS07565,pirin family protein,WP_011377007.1,General function prediction only,,,0.57,,,PMT9312_1463
1374612,1375097.0,486.0,PMT9312_1465,PMT9312_RS07575,membrane protein,WP_011377009.1,Function unknown,,0.62,,,WP_041711028.1,PMT9312_1465
1375190,1375939.0,750.0,PMT9312_1466,PMT9312_RS07580,diguanylate cyclase,WP_011377010.1,Signal transduction mechanisms,,-0.52,-1.99,,WP_011295282.1,PMT9312_1466
1377463,1377699.0,237.0,PMT9312_1940,PMT9312_RS07590,hypothetical protein,WP_036924045.1,Not in COGs,,,0.74,,,PMT9312_1940
1379778,1379960.0,183.0,PMT9312_1944,PMT9312_RS07605,hypothetical protein,WP_036924046.1,Not in COGs,,-2.94,-0.86,,,PMT9312_1944
1380192,1380374.0,183.0,PMT9312_1945,PMT9312_RS07610,hypothetical protein,WP_036924047.1,Not in COGs,,,1.93,,,PMT9312_1945
1381193,1381555.0,363.0,PMT9312_1470,PMT9312_RS07615,DUF805 domain-containing protein,WP_011377014.1,Not in COGs,,-0.58,,,,PMT9312_1470
1381683,1382036.0,354.0,PMT9312_1471,PMT9312_RS07620,hypothetical protein,WP_011377015.1,Not in COGs,,,-1.07,,,PMT9312_1471
1382220,1382438.0,219.0,PMT9312_1472,PMT9312_RS07625,hypothetical protein,WP_011377016.1,Not in COGs,,,1.15,,,PMT9312_1472
1382796,1383902.0,1107.0,PMT9312_1473,PMT9312_RS07630,fatty acid desaturase,WP_011377017.1,Lipid transport and metabolism,lipid metabolic process (GO:0006629),,0.79,,,PMT9312_1473
1385670,1386845.0,1176.0,PMT9312_1476,PMT9312_RS07635,fatty acid desaturase,WP_011377020.1,Lipid transport and metabolism,lipid metabolic process (GO:0006629),-0.97,-0.91,,WP_011293927.1,PMT9312_1476
1387156,1387779.0,624.0,PMT9312_1477,PMT9312_RS07640,SAM-dependent methyltransferase,WP_011377021.1,Not in COGs,,-0.73,,,WP_011293956.1,PMT9312_1477
1388360,1388467.0,108.0,PMT9312_1479,PMT9312_RS07650,high light inducible protein,WP_011132751.1,Not in COGs,,1.92,2.62,,WP_011125327.1,PMT9312_1479
1388467,1388607.0,141.0,PMT9312_1480,PMT9312_RS07655,high light inducible protein,WP_011377023.1,Not in COGs,,1.51,3.01,,WP_011294350.1,PMT9312_1480
1389249,1389455.0,207.0,PMT9312_1481,PMT9312_RS07660,high light inducible protein,WP_011377024.1,Not in COGs,,1.94,2.12,,WP_011295293.1,PMT9312_1481
1391732,1392259.0,528.0,PMT9312_1483,PMT9312_RS07670,hypothetical protein,WP_049751257.1,Not in COGs,,1.11,1.04,,WP_011293645.1,PMT9312_1483
1393584,1394060.0,477.0,PMT9312_1485,PMT9312_RS07680,hypothetical protein,WP_011377028.1,Not in COGs,,,1.26,,,PMT9312_1485
1394264,1394644.0,381.0,PMT9312_1486,PMT9312_RS07685,DoxX family membrane protein,WP_011377029.1,Not in COGs,,,0.52,,WP_011295284.1,PMT9312_1486
1394770,1394967.0,198.0,PMT9312_1487,PMT9312_RS07690,hypothetical protein,WP_011377030.1,Not in COGs,,,2.33,,WP_011294581.1,PMT9312_1487
1399188,1399373.0,186.0,PMT9312_1490,PMT9312_RS07705,hypothetical protein,WP_011377033.1,Not in COGs,,,2.17,,,PMT9312_1490
1401510,1402028.0,519.0,PMT9312_1493,PMT9312_RS07715,hemagglutinin,WP_011377036.1,Not in COGs,,0.83,,,WP_011295291.1,PMT9312_1493
