Supplementary Dataset 3: List of full set of Prochlorococcus MIT9312 genes for which signficant differential expression was observed on exposure to HDPE or PVC leachate (relative to AMP1 control). Gene features are provided based on current NCBI annotation (NC007577.1)  and cyanobase functional information (http://genome.microbedb.jp/cyanobase/). ,,,,,,,,,,,,
Gene Start,Gene End,Gene Length,MIT9312 original locus tag,MIT9312 (2017 NCBI),product,protein_id,COG (cyanobase),GO (cyanobase),HDPE log2 Fold change,PVC log2 Fold change,,NAT_homolog
1205096,1205719,624,PMT9312_1298,PMT9312_RS06710,N-acetyltransferase,WP_011376843.1,General function prediction only,,-0.70,-0.82,,
1205763,1207088,1326,PMT9312_1299,PMT9312_RS06715,nucleotide sugar dehydrogenase,WP_011376844.1,Cell wall/membrane biogenesis,metabolic process (GO:0008152),-0.48,-1.03,,
1207101,1208192,1092,PMT9312_1300,PMT9312_RS06720,gfo/Idh/MocA family oxidoreductase,WP_011376845.1,General function prediction only,metabolic process (GO:0008152),-0.68,-0.76,,
1208196,1209452,1257,PMT9312_1301,PMT9312_RS06725,glycosyltransferase WbuB,WP_011376846.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),-0.61,-0.71,,
1218554,1219945,1392,PMT9312_1310,PMT9312_RS06770,hypothetical protein,WP_011376855.1,Not in COGs,,,-0.55,,
1221700,1223124,1425,PMT9312_1312,PMT9312_RS06780,nucleotide sugar dehydrogenase,WP_011376857.1,Cell wall/membrane biogenesis,metabolic process (GO:0008152),,-1.06,,WP_011293596.1
1226341,1227339,999,PMT9312_1315,PMT9312_RS06795,GDP-fucose synthetase,WP_011376860.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),,-0.61,,
1227408,1228511,1104,PMT9312_1316,PMT9312_RS06800,"GDP-mannose 4,6-dehydratase",WP_011376861.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),-0.29,-0.98,,WP_011295565.1
1228713,1229771,1059,PMT9312_1317,PMT9312_RS06805,UDP-glucose 4-epimerase GalE,WP_011376862.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),-0.41,-0.95,,WP_011293755.1
1233668,1234411,744,PMT9312_1321,PMT9312_RS06825,hypothetical protein,WP_011376866.1,Not in COGs,,-0.87,-0.96,,
1234411,1235592,1182,PMT9312_1322,PMT9312_RS06830,hypothetical protein,WP_011376867.1,Not in COGs,,,-0.96,,
1235653,1236765,1113,PMT9312_1323,PMT9312_RS06835,glycosyl transferase,WP_011376868.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),,-0.78,,
1240067,1240987,921,PMT9312_1326,PMT9312_RS06850,hypothetical protein,WP_011376871.1,Not in COGs,,-0.58,-0.92,,
1241058,1242014,957,PMT9312_1327,PMT9312_RS06855,hypothetical protein,WP_011376872.1,Not in COGs,,,-0.64,,
1244072,1244410,339,PMT9312_1329,PMT9312_RS06870,mannose-6-phosphate isomerase,WP_011376875.1,Carbohydrate transport and metabolism,polysaccharide metabolic process (GO:0005976),,-0.76,,
1245822,1247552,1731,PMT9312_1332,PMT9312_RS06880,ABC transporter ATP-binding protein,WP_011376878.1,Defense mechanisms,transmembrane transport (GO:0055085),,-0.76,,WP_011294043.1
1248757,1249716,960,PMT9312_1334,PMT9312_RS06890,hypothetical protein,WP_071813314.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),,0.50,,WP_011294313.1
1251986,1252606,621,PMT9312_1337,PMT9312_RS06905,phosphoheptose isomerase,WP_011376883.1,Carbohydrate transport and metabolism,,,-0.63,,
1258440,1258952,513,PMT9312_1342,PMT9312_RS06935,hypothetical protein,WP_011376888.1,Not in COGs,,,-1.20,,
1262379,1263248,870,PMT9312_1346,PMT9312_RS06955,N-acetylneuraminate synthase,WP_011376892.1,Cell wall/membrane biogenesis,carbohydrate biosynthetic process (GO:0016051),,-0.56,,
1267165,1267980,816,PMT9312_1352,PMT9312_RS06990,oxidoreductase,WP_011376898.1,Lipid transport and metabolism,metabolic process (GO:0008152),-0.63,-0.43,,
1267988,1269496,1509,PMT9312_1353,PMT9312_RS06995,hypothetical protein,WP_036924333.1,Not in COGs,,-0.85,,,
1274731,1275657,927,PMT9312_1357,PMT9312_RS07020,ornithine carbamoyltransferase,WP_011376903.1,Amino acid transport and metabolism,cellular amino acid metabolic process (GO:0006520),0.60,0.68,,WP_011294917.1
1275686,1277548,1863,PMT9312_1358,PMT9312_RS07025,cell division protein FtsH,WP_011376904.1,"Posttranslational modification, protein turnover, chaperones",protein catabolic process (GO:0030163),0.83,1.14,,WP_011294918.1
1279249,1279500,252,PMT9312_1361,PMT9312_RS07040,hypothetical protein,WP_036924349.1,Not in COGs,,,0.98,,WP_011294921.1
1279584,1280858,1275,PMT9312_1362,PMT9312_RS07045,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,WP_011376908.1,Coenzyme transport and metabolism,cobalamin biosynthetic process (GO:0009236),,0.52,,WP_011294922.1
1282928,1283737,810,PMT9312_1365,PMT9312_RS07060,5'/3'-nucleotidase SurE,WP_011376911.1,General function prediction only,,-0.67,,,WP_011294925.1
1284319,1285242,924,PMT9312_1367,PMT9312_RS07070,bifunctional riboflavin kinase/FMN adenylyltransferase,WP_011376913.1,Coenzyme transport and metabolism,riboflavin biosynthetic process (GO:0009231),-0.54,,,WP_011294927.1
1296135,1298240,2106,PMT9312_1383,PMT9312_RS07140,molecular chaperone DnaJ,WP_011376929.1,Not in COGs,,,-0.52,,WP_011294942.1
1299429,1300370,942,PMT9312_1385,PMT9312_RS07150,RNA polymerase sigma factor RpoD,WP_011376931.1,Transcription,"regulation of transcription, DNA-dependent (GO:0006355)",,0.67,,WP_011294944.1
1300512,1302077,1566,PMT9312_1386,PMT9312_RS07155,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_011376932.1,Function unknown,,0.50,0.29,,WP_080502535.1
1307071,1307958,888,PMT9312_1393,PMT9312_RS07190,indole-3-glycerol-phosphate synthase,WP_011376939.1,Amino acid transport and metabolism,metabolic process (GO:0008152),-0.55,,,WP_011294951.1
1307971,1309410,1440,PMT9312_1394,PMT9312_RS07195,dihydrolipoyl dehydrogenase,WP_011376940.1,Energy production and conversion,cell redox homeostasis (GO:0045454),-0.62,-0.38,,WP_011294952.1
1316261,1317496,1236,PMT9312_1400,PMT9312_RS07230,cytosine deaminase,WP_011376946.1,Nucleotide transport and metabolism,,,0.72,,WP_011294958.1
1319174,1320241,1068,PMT9312_1402,PMT9312_RS07245,D-alanine--D-alanine ligase,WP_011376948.1,Cell wall/membrane biogenesis,peptidoglycan biosynthetic process (GO:0009252),-0.50,,,WP_011294960.1
1325728,1326837,1110,PMT9312_1409,PMT9312_RS07280,PIN/TRAM domain-containing protein,WP_011376955.1,General function prediction only,,0.50,,,WP_011295226.1
1326878,1327540,663,PMT9312_1410,PMT9312_RS07285,ATP-dependent Clp protease proteolytic subunit (ClpP),WP_011376956.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.97,1.16,,WP_011295227.1
1327567,1328178,612,PMT9312_1411,PMT9312_RS07290,ATP-dependent Clp protease proteolytic subunit (ClpP),WP_002807795.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.95,1.16,,WP_011295228.1
1330336,1330581,246,PMT9312_1414,PMT9312_RS07305,high light inducible protein,WP_011376959.1,Not in COGs,,0.78,0.83,,WP_011295234.1
1330584,1330796,213,PMT9312_1415,PMT9312_RS07310,hypothetical protein,WP_011376960.1,Not in COGs,,,0.96,,WP_011295235.1
1337096,1337500,405,PMT9312_1423,PMT9312_RS07355,hypothetical protein,WP_011376967.1,Not in COGs,,,0.74,,WP_011295244.1
1339864,1341102,1239,PMT9312_1427,PMT9312_RS07375,tyrosine--tRNA ligase,WP_011376971.1,Translation,translation (GO:0006412),-0.58,-0.45,,WP_011295248.1
1341597,1342208,612,PMT9312_1429,PMT9312_RS07385,hypothetical protein,WP_011376973.1,Not in COGs,,0.51,0.48,,WP_011295250.1
1343717,1344319,603,PMT9312_1431,PMT9312_RS07395,peptide methionine sulfoxide reductase MsrA,WP_011376975.1,Not in COGs,oxidation reduction (GO:0055114),-0.34,-0.50,,WP_011295252.1
1344336,1345514,1179,PMT9312_1432,PMT9312_RS07400,lipid-A-disaccharide synthase,WP_011376976.1,Cell wall/membrane biogenesis,lipid A biosynthetic process (GO:0009245),-0.81,-0.57,,WP_011295253.1
1345511,1346353,843,PMT9312_1433,PMT9312_RS07405,acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase,WP_011376977.1,Cell wall/membrane biogenesis,lipid biosynthetic process (GO:0008610),-0.64,-0.66,,WP_011295254.1
1346358,1346816,459,PMT9312_1434,PMT9312_RS07410,beta-hydroxyacyl-ACP dehydratase,WP_011376978.1,Lipid transport and metabolism,fatty acid biosynthetic process (GO:0006633),-0.71,-0.95,,WP_071813637.1
1349856,1350584,729,PMT9312_1437,PMT9312_RS07425,phosphoribosylaminoimidazolesuccinocarboxamide synthase,WP_011376981.1,Not in COGs,purine nucleotide biosynthetic process (GO:0006164),,0.54,,WP_011295258.1
1350717,1352048,1332,PMT9312_1438,PMT9312_RS07430,phosphoribosylamine--glycine ligase,WP_011376982.1,Nucleotide transport and metabolism,purine base biosynthetic process (GO:0009113),0.38,0.67,,WP_011295259.1
1356886,1357560,675,PMT9312_1444,PMT9312_RS07460,SAM-dependent methyltransferase,WP_011376988.1,Not in COGs,metabolic process (GO:0008152),-0.60,-0.56,,WP_011295265.1
1360920,1361468,549,PMT9312_1448,PMT9312_RS07480,hypothetical protein,WP_036924038.1,Function unknown,,-0.43,-1.04,,WP_011295269.1
1361487,1361843,357,PMT9312_1449,PMT9312_RS07485,hypothetical protein,WP_011376993.1,Not in COGs,,,-0.51,,WP_011295271.1
1361924,1362223,300,PMT9312_1450,PMT9312_RS07490,ferredoxin,WP_011376994.1,Energy production and conversion,electron transport chain (GO:0022900),1.04,,,WP_011295272.1
1366521,1367138,618,PMT9312_1455,PMT9312_RS07520,steroid 5-alpha reductase-like,WP_011376999.1,Not in COGs,lipid metabolic process (GO:0006629),0.68,1.35,,
1367131,1367682,552,PMT9312_1456,PMT9312_RS07525,pyridoxamine 5'-phosphate oxidase,WP_011377000.1,Function unknown,,0.84,0.92,,WP_011293884.1
1367721,1367930,210,PMT9312_1938,PMT9312_RS07530,hypothetical protein,WP_036924041.1,Not in COGs,,,-1.36,,
1367927,1368475,549,PMT9312_1457,PMT9312_RS07535,DoxX family membrane protein,WP_011377001.1,Function unknown,,0.67,1.82,,WP_011293665.1
1369920,1370849,930,PMT9312_1459,PMT9312_RS07545,short-chain dehydrogenase/reductase,WP_011377003.1,Lipid transport and metabolism,metabolic process (GO:0008152),1.03,1.82,,WP_011294818.1
1371211,1372617,1407,PMT9312_1461,PMT9312_RS07555,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,WP_011377005.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),,0.65,,WP_011295277.1
1372734,1373048,315,PMT9312_1462,PMT9312_RS07560,hypothetical protein,WP_011377006.1,Not in COGs,,,1.14,,WP_011295278.1
1373057,1373785,729,PMT9312_1463,PMT9312_RS07565,pirin family protein,WP_011377007.1,General function prediction only,,,0.57,,
1374612,1375097,486,PMT9312_1465,PMT9312_RS07575,membrane protein,WP_011377009.1,Function unknown,,0.62,,,WP_041711028.1
1375190,1375939,750,PMT9312_1466,PMT9312_RS07580,diguanylate cyclase,WP_011377010.1,Signal transduction mechanisms,,-0.52,-1.99,,WP_011295282.1
1377463,1377699,237,PMT9312_1940,PMT9312_RS07590,hypothetical protein,WP_036924045.1,Not in COGs,,,0.74,,
1379778,1379960,183,PMT9312_1944,PMT9312_RS07605,hypothetical protein,WP_036924046.1,Not in COGs,,-2.94,-0.86,,
1380192,1380374,183,PMT9312_1945,PMT9312_RS07610,hypothetical protein,WP_036924047.1,Not in COGs,,,1.93,,
1381193,1381555,363,PMT9312_1470,PMT9312_RS07615,DUF805 domain-containing protein,WP_011377014.1,Not in COGs,,-0.58,,,
1381683,1382036,354,PMT9312_1471,PMT9312_RS07620,hypothetical protein,WP_011377015.1,Not in COGs,,,-1.07,,
1382220,1382438,219,PMT9312_1472,PMT9312_RS07625,hypothetical protein,WP_011377016.1,Not in COGs,,,1.15,,
1382796,1383902,1107,PMT9312_1473,PMT9312_RS07630,fatty acid desaturase,WP_011377017.1,Lipid transport and metabolism,lipid metabolic process (GO:0006629),,0.79,,
1385670,1386845,1176,PMT9312_1476,PMT9312_RS07635,fatty acid desaturase,WP_011377020.1,Lipid transport and metabolism,lipid metabolic process (GO:0006629),-0.97,-0.91,,WP_011293927.1
1387156,1387779,624,PMT9312_1477,PMT9312_RS07640,SAM-dependent methyltransferase,WP_011377021.1,Not in COGs,,-0.73,,,WP_011293956.1
1388360,1388467,108,PMT9312_1479,PMT9312_RS07650,high light inducible protein,WP_011132751.1,Not in COGs,,1.92,2.62,,WP_011125327.1
1388467,1388607,141,PMT9312_1480,PMT9312_RS07655,high light inducible protein,WP_011377023.1,Not in COGs,,1.51,3.01,,WP_011294350.1
1389249,1389455,207,PMT9312_1481,PMT9312_RS07660,high light inducible protein,WP_011377024.1,Not in COGs,,1.94,2.12,,WP_011295293.1
1391732,1392259,528,PMT9312_1483,PMT9312_RS07670,hypothetical protein,WP_049751257.1,Not in COGs,,1.11,1.04,,WP_011293645.1
1393584,1394060,477,PMT9312_1485,PMT9312_RS07680,hypothetical protein,WP_011377028.1,Not in COGs,,,1.26,,
1394264,1394644,381,PMT9312_1486,PMT9312_RS07685,DoxX family membrane protein,WP_011377029.1,Not in COGs,,,0.52,,WP_011295284.1
1394770,1394967,198,PMT9312_1487,PMT9312_RS07690,hypothetical protein,WP_011377030.1,Not in COGs,,,2.33,,WP_011294581.1
1399188,1399373,186,PMT9312_1490,PMT9312_RS07705,hypothetical protein,WP_011377033.1,Not in COGs,,,2.17,,
1401510,1402028,519,PMT9312_1493,PMT9312_RS07715,hemagglutinin,WP_011377036.1,Not in COGs,,0.83,,,WP_011295291.1
1402078,1403469,1392,PMT9312_1494,PMT9312_RS07720,hypothetical protein,WP_011377037.1,Signal transduction mechanisms,,0.56,,,
1403518,1404393,876,PMT9312_1495,PMT9312_RS07725,cytochrome D ubiquinol oxidase subunit II,WP_011377038.1,General function prediction only,,0.83,,,WP_011294560.1
1404720,1405034,315,PMT9312_1496,PMT9312_RS07730,hypothetical protein,WP_011377039.1,Not in COGs,,-0.68,-0.96,,WP_011294033.1
1405346,1406062,717,PMT9312_1497,PMT9312_RS07735,dienelactone hydrolase,WP_011377040.1,"Secondary metabolites biosynthesis, transport and catabolism",,,-0.80,,
1407588,1407890,303,PMT9312_1499,PMT9312_RS07745,RNA-binding protein,WP_011377042.1,General function prediction only,,-0.55,,,WP_011295404.1
1409157,1409471,315,PMT9312_1502,PMT9312_RS09545,hypothetical protein,WP_011377045.1,Not in COGs,,,-1.25,,
1410284,1410841,558,PMT9312_1504,PMT9312_RS07770,hypothetical protein,WP_011377047.1,Not in COGs,,,0.72,,WP_011294613.1
1411730,1411909,180,PMT9312_1507,PMT9312_RS07785,hypothetical protein,WP_011377050.1,Not in COGs,,1.91,4.69,,
1412006,1412242,237,,PMT9312_RS09510,hypothetical protein,WP_071813320.1,#N/A,,2.36,4.85,,
1412167,1412457,291,,PMT9312_RS07795,high light inducible protein,WP_036924051.1,#N/A,,2.39,5.13,,
1412429,1412638,210,PMT9312_1510,PMT9312_RS07800,high light inducible protein,WP_011377053.1,Not in COGs,,3.12,4.20,,WP_011295293.1
1412638,1412745,108,,PMT9312_RS07805,high light inducible protein,WP_011132751.1,#N/A,,2.27,2.87,,WP_011125327.1
1413180,1414475,1296,PMT9312_1512,PMT9312_RS07810,hypothetical protein,WP_011377055.1,Not in COGs,,0.60,0.40,,WP_011294390.1
1415688,1416305,618,PMT9312_1514,PMT9312_RS07820,hypothetical protein,WP_011377057.1,Not in COGs,,,0.76,,WP_011295376.1
1417670,1417927,258,PMT9312_1516,PMT9312_RS07830,hypothetical protein,WP_011377059.1,Not in COGs,,1.22,1.27,,WP_011295374.1
1417935,1418378,444,PMT9312_1517,PMT9312_RS07835,hypothetical protein,WP_011377060.1,Not in COGs,,0.86,1.13,,WP_011295375.1
1419333,1419587,255,PMT9312_1520,PMT9312_RS07845,hypothetical protein,WP_011377063.1,Not in COGs,,,1.06,,
1420324,1420575,252,PMT9312_1522,PMT9312_RS07855,hypothetical protein,WP_011377065.1,Not in COGs,,-0.50,-0.71,,WP_011295308.1
1425792,1427429,1638,PMT9312_1529,PMT9312_RS07890,molecular chaperone GroEL,WP_011377072.1,"Posttranslational modification, protein turnover, chaperones",cellular protein metabolic process (GO:0044267),1.01,0.90,,WP_011295314.1
1427481,1427792,312,PMT9312_1530,PMT9312_RS07895,co-chaperone GroES,WP_011377073.1,"Posttranslational modification, protein turnover, chaperones",protein folding (GO:0006457),0.61,0.51,,WP_011295315.1
1430718,1432043,1326,PMT9312_1535,PMT9312_RS07915,Xaa-Pro aminopeptidase,WP_011377078.1,Amino acid transport and metabolism,cellular process (GO:0009987),,0.63,,WP_011295319.1
1434349,1434927,579,PMT9312_1538,PMT9312_RS07930,nicotinate-nicotinamide nucleotide adenylyltransferase,WP_011377081.1,Coenzyme transport and metabolism,biosynthetic process (GO:0009058),-0.57,,,WP_011295322.1
1436618,1437676,1059,PMT9312_1540,PMT9312_RS07940,hypothetical protein,WP_011377083.1,Not in COGs,,-0.66,,,WP_011295324.1
1437707,1437898,192,PMT9312_1541,PMT9312_RS07945,hypothetical protein,WP_011377084.1,Not in COGs,,,1.13,,WP_011295325.1
1437895,1438221,327,PMT9312_1542,PMT9312_RS07950,ferredoxin,WP_011377085.1,Energy production and conversion,electron transport chain (GO:0022900),-0.97,,,WP_011294690.1
1445555,1446211,657,PMT9312_1552,PMT9312_RS08000,cytochrome C biogenesis protein CcdA,WP_011377094.1,"Posttranslational modification, protein turnover, chaperones",cytochrome complex assembly (GO:0017004),,0.87,,WP_011295334.1
1446212,1447498,1287,PMT9312_1553,PMT9312_RS08005,cytochrome c biogenesis protein CcsB,WP_011377095.1,"Posttranslational modification, protein turnover, chaperones",,,0.88,,WP_011295335.1
1449788,1451083,1296,PMT9312_1558,PMT9312_RS08030,adenylosuccinate lyase,WP_011377100.1,Nucleotide transport and metabolism,purine ribonucleotide biosynthetic process (GO:0009152),,-0.75,,WP_011295341.1
1457991,1458656,666,PMT9312_1564,PMT9312_RS08060,dethiobiotin synthase,WP_011377106.1,Coenzyme transport and metabolism,biotin biosynthetic process (GO:0009102),,-0.54,,WP_011295347.1
1459967,1460224,258,PMT9312_1566,PMT9312_RS08070,hypothetical protein,WP_011377108.1,Not in COGs,,,0.84,,
1460241,1460681,441,PMT9312_1567,PMT9312_RS08075,molecular chaperone DnaJ,WP_011377109.1,"Posttranslational modification, protein turnover, chaperones",,,0.94,,WP_011295349.1
1462689,1463048,360,PMT9312_1570,PMT9312_RS08090,ferredoxin,WP_011377112.1,Energy production and conversion,,,0.89,,WP_011295352.1
1463058,1463450,393,PMT9312_1571,PMT9312_RS08095,hypothetical protein,WP_011377113.1,Not in COGs,,,1.10,,WP_011295353.1
1463437,1463652,216,PMT9312_1572,PMT9312_RS08100,hypothetical protein,WP_011377114.1,Not in COGs,,0.49,0.92,,WP_011295354.1
1463802,1464569,768,PMT9312_1573,PMT9312_RS08105,hypothetical protein,WP_011377115.1,Energy production and conversion,,0.54,,,WP_011295355.1
1476485,1476778,294,PMT9312_1580,PMT9312_RS08140,30S ribosomal protein S20,WP_011377122.1,Translation,translation (GO:0006412),,0.66,,WP_011295363.1
1478941,1480071,1131,PMT9312_1583,PMT9312_RS08155,serine protease,WP_011377125.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.78,1.14,,WP_011295366.1
1487571,1489190,1620,PMT9312_1590,PMT9312_RS08195,radical SAM protein,WP_011377132.1,Energy production and conversion,metabolic process (GO:0008152),0.51,0.57,,WP_011295408.1
1489560,1490786,1227,PMT9312_1592,PMT9312_RS08205,LL-diaminopimelate aminotransferase,WP_011377134.1,Amino acid transport and metabolism,biosynthetic process (GO:0009058),-0.25,-0.60,,WP_011295411.1
1491074,1492891,1818,PMT9312_1593,PMT9312_RS08210,ribonuclease E/G,WP_011377135.1,Translation,RNA processing (GO:0006396),-0.59,0.49,,WP_011295412.1
1493451,1493969,519,PMT9312_1595,PMT9312_RS08220,hypothetical protein,WP_011377137.1,Not in COGs,,-0.67,-1.29,,WP_011295414.1
1494869,1495804,936,PMT9312_1597,PMT9312_RS08230,delta(24)-sterol C-methyltransferase,WP_011377139.1,"Secondary metabolites biosynthesis, transport and catabolism",metabolic process (GO:0008152),0.33,0.72,,WP_011295416.1
1495805,1496461,657,PMT9312_1598,PMT9312_RS08235,ATP-dependent protease,WP_011377140.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.53,0.55,,WP_011295417.1
1506000,1506293,294,PMT9312_1605,PMT9312_RS08270,hypothetical protein,WP_011377147.1,Not in COGs,,,0.80,,WP_011295423.1
1509285,1510043,759,PMT9312_1610,PMT9312_RS08295,hydrolase,WP_011377152.1,Cell wall/membrane biogenesis,,,0.64,,WP_011295432.1
1510092,1510682,591,PMT9312_1611,PMT9312_RS08300,photosystem I reaction center protein subunit XI (PsaL),WP_011377153.1,Not in COGs,photosynthesis (GO:0015979),-0.55,-1.15,,WP_011295428.1
1510713,1510826,114,,PMT9312_RS09520,photosystem I reaction center subunit VIII,WP_011377154.1,#N/A,,-0.45,-1.43,,WP_011295429.1
1511295,1512269,975,PMT9312_1614,PMT9312_RS08310,glycosyltransferase,WP_011377156.1,Cell wall/membrane biogenesis,,0.33,0.56,,WP_011295431.1
1512374,1514602,2229,PMT9312_1615,PMT9312_RS08315,photosystem I P700 chlorophyll a apoprotein A2 (PsaB),WP_011377157.1,Not in COGs,photosynthesis (GO:0015979),,-1.21,,WP_011295427.1
1514630,1516933,2304,PMT9312_1616,PMT9312_RS08320,photosystem I P700 chlorophyll a apoprotein A1 (PsaA),WP_011377158.1,Not in COGs,photosynthesis (GO:0015979),,-1.14,,WP_011295426.1
1522104,1522661,558,PMT9312_1621,PMT9312_RS08350,HNH endonuclease,WP_011377163.1,Defense mechanisms,,0.99,0.63,,WP_011295443.1
1522674,1523768,1095,PMT9312_1622,PMT9312_RS08355,peptide chain release factor 1,WP_011377164.1,Translation,translational termination (GO:0006415),-0.78,-0.42,,WP_011295444.1
1528249,1528797,549,PMT9312_1631,PMT9312_RS08400,adenylate kinase,WP_011377174.1,Nucleotide transport and metabolism,"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process (GO:0006139)",-1.02,,,WP_011295454.1
1528797,1530116,1320,PMT9312_1632,PMT9312_RS08405,preprotein translocase subunit SecY,WP_011377175.1,Intracellular trafficking and secretion,protein transport (GO:0015031),-0.81,-0.24,,WP_011295455.1
1530611,1531234,624,PMT9312_1634,PMT9312_RS08415,30S ribosomal protein S5,WP_011377177.1,Translation,translation (GO:0006412),-0.63,,,WP_011295457.1
1532186,1532587,402,PMT9312_1637,PMT9312_RS08430,30S ribosomal protein S8,WP_011377180.1,Not in COGs,translation (GO:0006412),-0.63,-0.31,,WP_011295460.1
1532597,1533136,540,PMT9312_1638,PMT9312_RS08435,50S ribosomal protein L5,WP_011377181.1,Translation,translation (GO:0006412),-0.58,-0.26,,WP_011295461.1
1533211,1533567,357,PMT9312_1639,PMT9312_RS08440,50S ribosomal protein L24,WP_011377182.1,Translation,translation (GO:0006412),-0.62,,,WP_011295462.1
1533568,1533933,366,PMT9312_1640,PMT9312_RS08445,50S ribosomal protein L14,WP_002807235.1,Not in COGs,translation (GO:0006412),-0.63,-0.35,,WP_011295463.1
1533930,1534196,267,PMT9312_1641,PMT9312_RS08450,30S ribosomal protein S17,WP_011377183.1,Translation,translation (GO:0006412),-0.58,-0.41,,WP_011295464.1
1534207,1534425,219,PMT9312_1642,PMT9312_RS08455,50S ribosomal protein L29,WP_011377184.1,Not in COGs,translation (GO:0006412),-0.66,,,WP_011295465.1
1534422,1534904,483,PMT9312_1643,PMT9312_RS08460,50S ribosomal protein L16,WP_011377185.1,Translation,translation (GO:0006412),-0.54,,,WP_011295466.1
1537520,1538152,633,PMT9312_1649,PMT9312_RS08490,50S ribosomal protein L4,WP_011377191.1,Not in COGs,translation (GO:0006412),-0.54,-0.22,,WP_011295472.1
1538149,1538802,654,PMT9312_1650,PMT9312_RS08495,50S ribosomal protein L3,WP_011377192.1,Not in COGs,translation (GO:0006412),-0.52,,,WP_011295473.1
1543020,1544468,1449,PMT9312_1656,PMT9312_RS08530,DNA helicase,WP_011377198.1,Transcription,,,0.65,,WP_011295479.1
1545392,1546897,1506,PMT9312_1658,PMT9312_RS08540,"C-3',4' desaturase CrtD",WP_011377200.1,"Secondary metabolites biosynthesis, transport and catabolism",metabolic process (GO:0008152),,0.86,,WP_011295481.1
1558045,1559565,1521,PMT9312_1669,PMT9312_RS08605,anthranilate synthase component I,WP_011377211.1,Amino acid transport and metabolism,biosynthetic process (GO:0009058),-0.42,-1.36,,WP_011295493.1
1559625,1560047,423,PMT9312_1670,PMT9312_RS08610,photosystem I protein PsaD,WP_011377212.1,Not in COGs,photosynthesis (GO:0015979),,-1.72,,WP_011295494.1
1564023,1565051,1029,PMT9312_1674,PMT9312_RS08630,coproporphyrinogen III oxidase,WP_011377216.1,Not in COGs,oxidation reduction (GO:0055114),,-0.80,,WP_011295498.1
1568606,1568788,183,,PMT9312_RS08660,hypothetical protein,WP_036923847.1,#N/A,,1.68,,,
1569981,1571024,1044,PMT9312_1681,PMT9312_RS08670,phosphoribosylformylglycinamidine cyclo-ligase,WP_011377223.1,Nucleotide transport and metabolism,de novo' IMP biosynthetic process (GO:0006189),,-0.62,,WP_011295508.1
1573926,1574636,711,PMT9312_1685,PMT9312_RS08690,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase",WP_011377227.1,Not in COGs,oxidation reduction (GO:0055114),,0.82,,WP_011295512.1
1578844,1579698,855,PMT9312_1690,PMT9312_RS08715,galactose mutarotase,WP_011377232.1,Carbohydrate transport and metabolism,carbohydrate metabolic process (GO:0005975),,0.81,,WP_011295517.1
1580651,1582018,1368,PMT9312_1692,PMT9312_RS08725,cation:proton antiporter,WP_011377234.1,Inorganic ion transport and metabolism,cation transport (GO:0006812),-0.35,-1.16,,WP_011295519.1
1582171,1584717,2547,PMT9312_1693,PMT9312_RS08730,glycogen/starch/alpha-glucan family phosphorylase,WP_011377235.1,Carbohydrate transport and metabolism,carbohydrate metabolic process (GO:0005975),0.69,0.38,,WP_011295520.1
1585197,1585529,333,PMT9312_1695,PMT9312_RS08740,hypothetical protein,WP_011377237.1,Not in COGs,,,-0.73,,WP_011295522.1
1587656,1589551,1896,PMT9312_1699,PMT9312_RS08765,glutamine--fructose-6-phosphate aminotransferase,WP_011377241.1,Cell wall/membrane biogenesis,carbohydrate biosynthetic process (GO:0016051),,-0.61,,WP_011295527.1
1589632,1589877,246,PMT9312_1700,PMT9312_RS08770,photosystem I iron-sulfur center protein PsaC,WP_011377242.1,Energy production and conversion,photosynthetic electron transport in photosystem I (GO:0009773),-0.46,-1.65,,WP_011295528.1
1590011,1590250,240,PMT9312_1701,PMT9312_RS08775,acyl carrier protein,WP_011377243.1,Lipid transport and metabolism,fatty acid biosynthetic process (GO:0006633),,-0.70,,WP_011295529.1
