Accession,KO,Name,MW,Localization,Score,LTPE26_Supernatant,LTPE397_Supernatant,LTPE403_Supernatant,number of replicates where found in Supernatant (out of 3 replicates) - proteins in the >50 kDa supernatant size fraction,LTPE26_Lysate,LTPE397_Lysate,LTPE403_Lysate,number of replicates where found in Lysate (out of 3 replicates) -  proteins present in crude cell lysates,Amino Acid Metabolism,Carbohydrate Metabolism,Energy Metabolism,Lipid Metabolism,Metabolism of Cofactors and Vitamins,Metabolism of Other Amino Acids,Nucleotide Metabolism,Signal Transduction,Other,Unknown,resolved_locus_tag,resolution_method
WP_039233753,Unknown,Hypothetical,105465.2334,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233876,Unknown,Hypothetical,38374.8282,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233925,Unknown,Hypothetical,99198.1984,Cytoplasmic,8.96,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233944,Unknown,Hypothetical,86880.0826,OuterMembrane,10.0,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039234200,Unknown,Hypothetical,82019.8727,Cytoplasmic,8.96,no,yes,yes,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039234436,Unknown,Hypothetical,22663.4677,OuterMembrane,10.0,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039234599,Unknown,Hypothetical,71690.0785,Unknown,6.26,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039234910,Unknown,Hypothetical,19544.357,Unknown,2.5,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039234985,Unknown,Hypothetical,48732.5607,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039235325,Unknown,Hypothetical,22140.1287,Unknown,2.0,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039235883,Unknown,Hypothetical,25411.0243,Unknown,2.5,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039235943,Unknown,Hypothetical,102967.9444,OuterMembrane,10.0,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039236115,Unknown,Hypothetical,29102.1713,Cytoplasmic,9.26,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039236354,Unknown,Hypothetical,24291.0711,Cytoplasmic,9.97,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039236679,Unknown,Hypothetical,78919.758,Unknown,2.5,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039236684,Unknown,Hypothetical,44724.8426,Unknown,2.0,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_049586013,Unknown,Hypothetical,20592.8896,Unknown,2.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_049588242,Unknown,Hypothetical,106056.7564,OuterMembrane,9.93,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,EZ55_02176,multi:Accession
WP_052234871,Unknown,Hypothetical,35811.9443,Unknown,4.9,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_052234934,Unknown,Hypothetical,100548.5999,OuterMembrane,10.0,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_061095051,Unknown,Hypothetical,64250.3333,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_061438886,Unknown,Hypothetical,19108.2066,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_061485098,Unknown,Hypothetical,77799.838,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_061485529,Unknown,Hypothetical,13157.6849,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_061485672,Unknown,Hypothetical,86572.7132,Extracellular,9.65,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943501,Unknown,Hypothetical,40320.7055,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943601,Unknown,Hypothetical,31439.9705,Unknown,4.9,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_00372,multi:Accession
WP_069943776,Unknown,Hypothetical,25456.0886,Cytoplasmic,8.96,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943827,Unknown,Hypothetical,21071.1184,OuterMembrane,9.52,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943852,Unknown,Hypothetical,47674.7797,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943911,Unknown,Hypothetical,16162.636,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943927,Unknown,Hypothetical,108766.7188,OuterMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943935,Unknown,Hypothetical,16337.4081,Unknown,2.5,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943946,Unknown,Hypothetical,50446.8731,Extracellular,9.78,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943955,Unknown,Hypothetical,67007.6134,Periplasmic,9.23,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943991,Unknown,Hypothetical,46554.8379,OuterMembrane,9.52,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_01362,multi:Accession
WP_069944028,Unknown,Hypothetical,88841.3923,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944039,Unknown,Hypothetical,27445.6826,OuterMembrane,9.92,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944050,Unknown,Hypothetical,17270.5995,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944073,Unknown,Hypothetical,41147.7406,CytoplasmicMembrane,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944078,Unknown,Hypothetical,10246.7189,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944180,Unknown,Hypothetical,60013.2683,Extracellular,9.64,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944183,Unknown,Hypothetical,84758.1794,OuterMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944201,Unknown,Hypothetical,98109.1187,OuterMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944305,Unknown,Hypothetical,57965.3481,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944322,Unknown,Hypothetical,111479.5696,OuterMembrane,9.52,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944338,Unknown,Hypothetical,33136.1445,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944448,Unknown,Hypothetical,81686.4075,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944491,Unknown,Hypothetical,24743.1283,Cytoplasmic,8.96,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944496,Unknown,Hypothetical,28039.3904,Cytoplasmic,8.96,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944499,Unknown,Hypothetical,20993.0535,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944519,Unknown,Hypothetical,45051.117,Unknown,2.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944623,Unknown,Hypothetical,25085.1533,Cytoplasmic,8.96,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944676,Unknown,Hypothetical,30949.2769,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944686,Unknown,Hypothetical,45823.6294,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944776,Unknown,Hypothetical,62667.4385,Unknown,2.5,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944912,Unknown,Hypothetical,19819.8851,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069944965,Unknown,Hypothetical,27360.0904,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945024,Unknown,Hypothetical,86376.5064,OuterMembrane,9.49,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945046,Unknown,Hypothetical,86866.038,OuterMembrane,10.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945062,Unknown,Hypothetical,52846.4133,OuterMembrane,9.49,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945072,Unknown,Hypothetical,23496.3225,Unknown,2.5,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945118,Unknown,Hypothetical,35796.9761,Unknown,4.9,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_03798,multi:Accession
WP_069945124,Unknown,Hypothetical,39581.6923,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945152,Unknown,Hypothetical,28389.1829,OuterMembrane,9.93,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945169,Unknown,Hypothetical,33806.0584,Unknown,4.9,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945170,Unknown,Hypothetical,28984.6486,Unknown,2.5,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945205,Unknown,Hypothetical,20580.7291,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945219,Unknown,Hypothetical,129167.9481,OuterMembrane,9.49,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945232,Unknown,Hypothetical,32149.0467,Cytoplasmic,8.96,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945440,Unknown,Hypothetical,510140.2943,Unknown,4.69,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069948999,Unknown,Hypothetical,102949.9111,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_080752419,Unknown,Hypothetical,60838.6296,Unknown,2.5,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
