GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-NATL1_10991,-0.254176809,0.930317205,0.668488312,0.926203794,NATL1_10991,CP000553.1,1001759,1002112,NATL1_10991,Hypothetical protein,-,-,-,-,-,NATL1_10991,tier1:GeneID
gene-NATL1_06991,0.172255364,2.570273084,0.668980651,0.926312726,pncA,CP000553.1,642230,642841,NATL1_06991,Isochorismatase hydrolase family,-,-,-,-,"gnl|CDD|224254;COG1335, PncA, Amidases related to nicotinamidase [Secondary metabolites biosynthesis, transport, and catabolism].",NATL1_06991,tier1:GeneID
gene-NATL1_10661,-0.126298293,3.659599607,0.669506634,0.926468081,NATL1_10661,CP000553.1,984409,986145,NATL1_10661,ABC transporter%2C possibly multidrug efflux,-,-,-,-,"gnl|CDD|224055;COG1132, MdlB, ABC-type multidrug transport system, ATPase and permease components [Defense mechanisms].",NATL1_10661,tier1:GeneID
gene-NATL1_17521,-0.146751645,3.734964151,0.672772057,0.929972958,NATL1_17521,CP000553.1,1434199,1434612,NATL1_17521,conserved hypothetical protein,-,-,-,-,-,NATL1_17521,tier1:GeneID
gene-NATL1_17001,0.15890584,2.657044382,0.673526773,0.929972958,trmD,CP000553.1,1384402,1385628,NATL1_17001,putative bifuntional enzyme: tRNA methyltransferase%3B 2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,-,-,GO:0005737:cytoplasm,GO:0052906:tRNA (guanine(37)-N(1))-methyltransferase activity,"gnl|CDD|223413;COG0336, TrmD, tRNA-(guanine-N1)-methyltransferase [Translation, ribosomal structure and biogenesis].",NATL1_17001,tier1:GeneID
gene-NATL1_17501,0.079551493,5.427208828,0.673754057,0.929972958,melB,CP000553.1,1432044,1433447,NATL1_17501,putative GPH family sugar transporter,-,-,-,-,"gnl|CDD|225121;COG2211, MelB, Na+/melibiose symporter and related transporters [Carbohydrate transport and metabolism].",NATL1_17501,tier1:GeneID
gene-NATL1_04541,-0.087987623,6.303089982,0.674066605,0.929972958,fadD,CP000553.1,414541,416514,NATL1_04541,putative long-chain-fatty-acid--CoA ligase,K01897,-,-,-,"gnl|CDD|223953;COG1022, FAA1, Long-chain acyl-CoA synthetases (AMP-forming) [Lipid metabolism].",NATL1_04541,tier1:GeneID
gene-NATL1_11081,0.075502193,5.778733013,0.674116173,0.929972958,NATL1_11081,CP000553.1,1008089,1008274,NATL1_11081,Hypothetical protein,-,-,-,-,-,NATL1_11081,tier1:GeneID
gene-NATL1_13071,-0.176620969,1.72968903,0.675323859,0.931065345,NATL1_13071,CP000553.1,1103604,1103723,NATL1_13071,Hypothetical protein,-,-,-,-,-,NATL1_13071,tier1:GeneID
gene-NATL1_17101,0.08311781,4.646950924,0.675992326,0.931413427,NATL1_17101,CP000553.1,1395291,1396982,NATL1_17101,Predicted sugar kinase fused to uncharacterized domain,-,-,-,-,"gnl|CDD|223140;COG0062, COG0062, Uncharacterized conserved protein [Function unknown].",NATL1_17101,tier1:GeneID
gene-NATL1_13311,-0.152557287,2.795563203,0.681239242,0.938065599,NATL1_13311,CP000553.1,1115572,1115832,NATL1_13311,Hypothetical protein,-,-,-,-,-,NATL1_13311,tier1:GeneID
gene-NATL1_11241,0.207380678,1.41032328,0.682226566,0.938319936,NATL1_11241,CP000553.1,1013841,1014278,NATL1_11241,Hypothetical protein,-,-,-,-,-,NATL1_11241,tier1:GeneID
gene-NATL1_08471,0.083828383,16.67299842,0.682262106,0.938319936,NATL1_08471,CP000553.1,777552,778610,NATL1_08471,chlorophyll a/b binding light harvesting protein PcbD,-,GO:0009767:photosynthetic electron transport chain;GO:0018298:protein-chromophore linkage,GO:0016021:integral component of membrane;GO:0009522:photosystem I;GO:0009523:photosystem II;GO:0042651:thylakoid membrane,GO:0016168:chlorophyll binding,-,NATL1_08471,tier1:GeneID
gene-NATL1_06111,0.209607656,1.114282239,0.682794871,0.938476192,NATL1_06111,CP000553.1,556385,556648,NATL1_06111,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225065;COG2154, COG2154, Pterin-4a-carbinolamine dehydratase [Coenzyme metabolism].",NATL1_06111,tier1:GeneID
gene-NATL1_07671,-0.470796205,-0.236376887,0.683427467,0.938769386,psb28,CP000553.1,700920,701261,NATL1_07671,possible Photosystem II reaction center Psb28 protein,K08903,GO:0015979:photosynthesis,GO:0009654:photosystem II oxygen evolving complex,-,-,NATL1_07671,tier1:GeneID
gene-NATL1_18201,0.210525666,1.194621959,0.684299608,0.939391062,NATL1_18201,CP000553.1,1484472,1485764,NATL1_18201,Hypothetical protein,-,-,-,-,"gnl|CDD|223533;COG0457, NrfG, FOG: TPR repeat [General function prediction only].",NATL1_18201,tier1:GeneID
gene-NATL1_19791,-0.093789324,4.360398342,0.68495552,0.939715324,truA,CP000553.1,1633577,1634407,NATL1_19791,tRNA pseudouridine synthase A,-,GO:0031119:tRNA pseudouridine synthesis,-,GO:0003723:RNA binding;GO:0106029:tRNA pseudouridine synthase activity,"gnl|CDD|223179;COG0101, TruA, Pseudouridylate synthase [Translation, ribosomal structure and biogenesis].",NATL1_19791,tier1:GeneID
gene-NATL1_08311,0.620630164,-0.335750581,0.687602793,0.942769537,NATL1_08311,CP000553.1,763671,764105,NATL1_08311,Predicted endonuclease involved in recombination,-,GO:0000967:rRNA 5'-end processing,GO:0005737:cytoplasm,GO:0004518:nuclease activity,"gnl|CDD|223886;COG0816, COG0816, Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis) [DNA replication, recombination, and repair].",NATL1_08311,tier1:GeneID
gene-NATL1_18361,0.100472484,9.979122128,0.688608042,0.943080752,groEL,CP000553.1,1497893,1499524,NATL1_18361,GroEL protein (Chaperonin cpn60),K04077,GO:0042026:protein refolding,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0051082:unfolded protein binding,"gnl|CDD|223535;COG0459, GroL, Chaperonin GroEL (HSP60 family) [Posttranslational modification, protein turnover, chaperones].",NATL1_18361,tier1:GeneID
gene-NATL1_14991,0.164256478,3.080594026,0.688672188,0.943080752,NATL1_14991,CP000553.1,1211692,1212150,NATL1_14991,Hypothetical protein,-,-,-,-,-,NATL1_14991,tier1:GeneID
gene-NATL1_18651,-0.073800837,6.929947181,0.689647412,0.943838971,purB,CP000553.1,1522143,1523438,NATL1_18651,Fumarate lyase:Adenylosuccinate lyase,K01756,GO:0044208:'de novo' AMP biosynthetic process;GO:0006189:'de novo' IMP biosynthetic process,-,"GO:0070626:(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity;GO:0004018:N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity","gnl|CDD|223094;COG0015, PurB, Adenylosuccinate lyase [Nucleotide transport and metabolism].",NATL1_18651,tier1:GeneID
gene-NATL1_04431,0.116144619,3.340502275,0.690369036,0.944249403,NATL1_04431,CP000553.1,405593,406963,NATL1_04431,GTP-binding protein (HSR1-related),-,GO:0042254:ribosome biogenesis,-,GO:0005525:GTP binding,"gnl|CDD|224082;COG1160, COG1160, Predicted GTPases [General function prediction only].",NATL1_04431,tier1:GeneID
gene-NATL1_21451,0.074509893,4.83867471,0.691812889,0.945246427,gidA,CP000553.1,1802745,1804715,NATL1_21451,Glucose inhibited division protein A,-,GO:0002098:tRNA wobble uridine modification,GO:0005737:cytoplasm,GO:0050660:flavin adenine dinucleotide binding,"gnl|CDD|223522;COG0445, GidA, Flavin-dependent tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA    [Cell cycle control, cell division, chromosome partitioning].",NATL1_21451,tier1:GeneID
gene-NATL1_17071,0.06992623,8.253550292,0.691942337,0.945246427,NATL1_17071,CP000553.1,1390933,1392987,NATL1_17071,conserved hypothetical protein,-,-,-,-,-,NATL1_17071,tier1:GeneID
gene-NATL1_01761,-0.163722924,2.290492657,0.693384036,0.946638328,NATL1_01761,CP000553.1,167973,169154,NATL1_01761,Uncharacterized protein conserved in bacteria,-,-,-,-,"gnl|CDD|225688;COG3146, COG3146, Uncharacterized protein conserved in bacteria [Function unknown].",NATL1_01761,tier1:GeneID
gene-NATL1_08001,0.107401013,3.980573813,0.695338092,0.948727598,NATL1_08001,CP000553.1,735797,737353,NATL1_08001,Hypothetical protein,-,-,-,-,-,NATL1_08001,tier1:GeneID
gene-NATL1_02911,-0.07984997,10.60560584,0.697549174,0.951164799,NATL1_02911,CP000553.1,269243,270910,NATL1_02911,putative sulfate transporter,-,-,-,-,"gnl|CDD|223732;COG0659, SUL1, Sulfate permease and related transporters (MFS superfamily) [Inorganic ion transport and metabolism].",NATL1_02911,tier1:GeneID
gene-NATL1_06371,-0.077994182,10.32766948,0.698191905,0.951461762,petE,CP000553.1,578194,578544,NATL1_06371,plastocyanin,K02638,-,GO:0042651:thylakoid membrane,GO:0005507:copper ion binding;GO:0009055:electron transfer activity,"gnl|CDD|226317;COG3794, PetE, Plastocyanin [Energy production and conversion].",NATL1_06371,tier1:GeneID
gene-NATL1_03261,-0.31310486,0.784121839,0.700171908,0.953005166,NATL1_03261,CP000553.1,302766,303203,NATL1_03261,conserved hypothetical protein,-,-,-,-,-,NATL1_03261,tier1:GeneID
gene-NATL1_18871,-0.072418141,5.809291765,0.700269418,0.953005166,tatD,CP000553.1,1549943,1550734,NATL1_18871,possible deoxyribonuclease%2C TatD family,-,GO:0019478:D-amino acid catabolic process,GO:0005829:cytosol,"GO:0051499:D-aminoacyl-tRNA deacylase activity;GO:0016888:endodeoxyribonuclease activity, producing 5'-phosphomonoesters;GO:0046872:metal ion binding","gnl|CDD|223162;COG0084, TatD, Mg-dependent DNase [DNA replication, recombination, and repair].",NATL1_18871,tier1:GeneID
gene-NATL1_13651,0.133446579,2.61057112,0.700730566,0.953005166,NATL1_13651,CP000553.1,1128699,1129157,NATL1_13651,Hypothetical protein,-,-,-,-,-,NATL1_13651,tier1:GeneID
gene-NATL1_14541,-0.205568835,0.63179643,0.701027025,0.953005166,NATL1_14541,CP000553.1,1167055,1167345,NATL1_14541,Hypothetical protein,-,-,-,-,-,NATL1_14541,tier1:GeneID
gene-NATL1_06231,-0.144052044,2.534981487,0.701696344,0.953146974,ecm27,CP000553.1,566950,568044,NATL1_06231,putative CaCA family sodium/calcium exchanger,-,-,-,-,"gnl|CDD|223604;COG0530, ECM27, Ca2+/Na+ antiporter [Inorganic ion transport and metabolism].",NATL1_06231,tier1:GeneID
gene-NATL1_05431,-0.065813495,6.240543679,0.702137832,0.953146974,NATL1_05431,CP000553.1,491005,491652,NATL1_05431,conserved hypothetical protein,-,-,-,-,-,NATL1_05431,tier1:GeneID
gene-NATL1_01461,0.065471572,6.359996461,0.702408444,0.953146974,cysH,CP000553.1,143685,144455,NATL1_01461,Phosphoadenosine phosphosulfate reductase,K00390,-,-,-,"gnl|CDD|223253;COG0175, CysH, 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes [Amino acid transport and metabolism / Coenzyme metabolism].",NATL1_01461,tier1:GeneID
gene-NATL1_00531,0.196252783,2.267362324,0.702966569,0.953326558,NATL1_00531,CP000553.1,55026,55400,NATL1_00531,Conserved hypothetical protein,-,-,-,-,-,NATL1_00531,tier1:GeneID
gene-NATL1_00861,-0.234682433,0.86010108,0.703470928,0.953433055,NATL1_00861,CP000553.1,91613,91786,NATL1_00861,Hypothetical protein,-,-,-,-,-,NATL1_00861,tier1:GeneID
gene-NATL1_00491,0.367934754,0.343534825,0.705958221,0.956225322,NATL1_00491,CP000553.1,52308,52700,NATL1_00491,Hypothetical protein,-,-,-,-,-,NATL1_00491,tier1:GeneID
gene-NATL1_13601,-0.20599315,1.434497933,0.70666342,0.956601812,NATL1_13601,CP000553.1,1126495,1126689,NATL1_13601,Hypothetical protein,-,-,-,-,-,NATL1_13601,tier1:GeneID
gene-NATL1_03911,0.889852114,-0.921652606,0.710026389,0.958473742,cpeS,CP000553.1,361834,362319,NATL1_03911,phycoerythrin linker protein CpeS,K05382,-,-,-,-,NATL1_03911,tier1:GeneID
gene-NATL1_04721,-0.077741302,4.748887574,0.710106119,0.958473742,mqo,CP000553.1,430432,431958,NATL1_04721,putative malate/quinone oxidoreductase,K00116,GO:0006099:tricarboxylic acid cycle,-,GO:0052589:malate dehydrogenase (menaquinone) activity;GO:0008924:malate dehydrogenase (quinone) activity,"gnl|CDD|223652;COG0579, COG0579, Predicted dehydrogenase [General function prediction only].",NATL1_04721,tier1:GeneID
gene-NATL1_17811,-0.132002757,2.601509341,0.710370088,0.958473742,prmA,CP000553.1,1460591,1461526,NATL1_17811,putative methyltransferase for Ribosomal protein L11,-,-,GO:0005737:cytoplasm,GO:0008276:protein methyltransferase activity,"gnl|CDD|225173;COG2264, PrmA, Ribosomal protein L11 methylase [Translation, ribosomal structure and biogenesis].",NATL1_17811,tier1:GeneID
gene-NATL1_01831,-0.849735821,-0.921952808,0.710388311,0.958473742,NATL1_01831,CP000553.1,173095,173259,NATL1_01831,Hypothetical protein,-,-,-,-,-,NATL1_01831,tier1:GeneID
gene-NATL1_13231,-0.872526616,-0.920469818,0.710956856,0.958473742,NATL1_13231,CP000553.1,1109709,1110131,NATL1_13231,Hypothetical protein,-,-,-,-,"gnl|CDD|224107;COG1186, PrfB, Protein chain release factor B [Translation, ribosomal structure and biogenesis].",NATL1_13231,tier1:GeneID
gene-NATL1_04221,0.091421444,4.128523283,0.711030459,0.958473742,NATL1_04221,CP000553.1,392348,393397,NATL1_04221,Conserved hypothetical protein,-,-,-,-,-,NATL1_04221,tier1:GeneID
gene-NATL1_07241,-0.109802066,4.054626518,0.711042825,0.958473742,NATL1_07241,CP000553.1,667969,668418,NATL1_07241,conserved hypothetical protein,-,-,-,-,-,NATL1_07241,tier1:GeneID
gene-NATL1_13331,0.301050819,0.668431879,0.71353578,0.961139691,NATL1_13331,CP000553.1,1116405,1116572,NATL1_13331,Hypothetical protein,-,-,-,-,-,NATL1_13331,tier1:GeneID
gene-NATL1_12931,-0.84754145,-0.922096419,0.714162203,0.961139691,NATL1_12931,CP000553.1,1097826,1098005,NATL1_12931,Hypothetical protein,-,-,-,-,-,NATL1_12931,tier1:GeneID
gene-NATL1_07371,-0.849270354,-0.923070879,0.714308372,0.961139691,NATL1_07371,CP000553.1,678757,679311,NATL1_07371,Hypothetical protein,-,-,-,-,-,NATL1_07371,tier1:GeneID
gene-NATL1_15241,0.064828238,5.606707943,0.716102552,0.962975143,guaB,CP000553.1,1241379,1242542,NATL1_15241,putative IMP dehydrogenase,K00088,-,-,-,"gnl|CDD|223590;COG0516, GuaB, IMP dehydrogenase/GMP reductase [Nucleotide transport and metabolism].",NATL1_15241,tier1:GeneID
gene-NATL1_00951,0.891653901,-0.920136026,0.717554645,0.96434865,NATL1_00951,CP000553.1,96195,96407,NATL1_00951,Hypothetical protein,-,-,-,-,-,NATL1_00951,tier1:GeneID
gene-NATL1_15461,-0.362103236,-0.048232006,0.718487989,0.964571087,NATL1_15461,CP000553.1,1258770,1258925,NATL1_15461,Hypothetical protein,-,-,-,-,-,NATL1_15461,tier1:GeneID
gene-NATL1_06761,0.061124732,6.354453592,0.718581765,0.964571087,sds,CP000553.1,622668,623639,NATL1_06761,polyprenyl synthetase%3B solanesyl diphosphate synthase (sds),K05356,GO:0008299:isoprenoid biosynthetic process;GO:0015979:photosynthesis,-,"GO:0046872:metal ion binding;GO:0016765:transferase activity, transferring alkyl or aryl (other than methyl) groups","gnl|CDD|223220;COG0142, IspA, Geranylgeranyl pyrophosphate synthase [Coenzyme metabolism].",NATL1_06761,tier1:GeneID
gene-NATL1_02341,0.074924036,4.82044745,0.719718274,0.964580865,gltA,CP000553.1,216876,218003,NATL1_02341,Citrate synthase,K01647,GO:0005975:carbohydrate metabolic process;GO:0006099:tricarboxylic acid cycle,GO:0005737:cytoplasm,GO:0004108:citrate (Si)-synthase activity,"gnl|CDD|223449;COG0372, GltA, Citrate synthase [Energy production and conversion].",NATL1_02341,tier1:GeneID
gene-NATL1_21521,-0.127080378,2.761548298,0.719854725,0.964580865,NATL1_21521,CP000553.1,1809257,1809898,NATL1_21521,Uncharacterized conserved protein,-,-,-,-,"gnl|CDD|223475;COG0398, COG0398, Uncharacterized conserved protein [Function unknown].",NATL1_21521,tier1:GeneID
gene-NATL1_13661,0.247328501,0.861570501,0.720184692,0.964580865,NATL1_13661,CP000553.1,1129315,1129533,NATL1_13661,Hypothetical protein,-,-,-,-,-,NATL1_13661,tier1:GeneID
gene-NATL1_19241,0.539218942,-0.09824178,0.720312285,0.964580865,ureA,CP000553.1,1583459,1583761,NATL1_19241,Urease gamma subunit,K01430,GO:0043419:urea catabolic process,GO:0005737:cytoplasm,GO:0016151:nickel cation binding;GO:0009039:urease activity,"gnl|CDD|223901;COG0831, UreA, Urea amidohydrolase (urease) gamma subunit [Amino acid transport and metabolism].",NATL1_19241,tier1:GeneID
gene-NATL1_16351,0.121517444,2.930184768,0.721820252,0.966022441,NATL1_16351,CP000553.1,1335518,1335874,NATL1_16351,Hypothetical protein,-,-,-,-,-,NATL1_16351,tier1:GeneID
gene-NATL1_16121,-0.175376208,1.432239205,0.72253385,0.966103944,cobQ,CP000553.1,1317516,1319000,NATL1_16121,Cobyric acid synthase CobB,K02232,GO:0009236:cobalamin biosynthetic process;GO:0006541:glutamine metabolic process,-,GO:0015420:cobalamin-transporting ATPase activity,"gnl|CDD|224409;COG1492, CobQ, Cobyric acid synthase [Coenzyme metabolism].",NATL1_16121,tier1:GeneID
gene-NATL1_14771,-0.12399618,2.864300395,0.72274413,0.966103944,recB,CP000553.1,1184128,1187913,NATL1_14771,possible UvrD/REP helicase subunit B,K03582,-,-,-,"gnl|CDD|224000;COG1074, RecB, ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains) [DNA replication, recombination, and repair].",NATL1_14771,tier1:GeneID
gene-NATL1_03371,0.094310247,4.203442163,0.724692801,0.966929223,NATL1_03371,CP000553.1,311929,312408,NATL1_03371,Hypothetical protein,-,-,-,-,-,NATL1_03371,tier1:GeneID
gene-NATL1_01781,0.071662606,8.328866124,0.724705579,0.966929223,NATL1_01781,CP000553.1,169855,170781,NATL1_01781,6-pyruvoyl tetrahydropterin synthase,K01737,-,-,-,"gnl|CDD|223792;COG0720, COG0720, 6-pyruvoyl-tetrahydropterin synthase [Coenzyme metabolism].",NATL1_01781,tier1:GeneID
gene-NATL1_19151,-0.164249091,2.29236853,0.724748132,0.966929223,livF,CP000553.1,1575402,1576109,NATL1_19151,Putative ATP-binding subunit of urea ABC transport system,K11963,-,-,-,"gnl|CDD|223487;COG0410, LivF, ABC-type branched-chain amino acid transport systems, ATPase component [Amino acid transport and metabolism].",NATL1_19151,tier1:GeneID
gene-NATL1_11581,0.16201164,1.807478903,0.725277006,0.966929223,arsR,CP000553.1,1035093,1035416,NATL1_11581,bacterial regulatory proteins%2C ArsR family,-,-,-,-,"gnl|CDD|223713;COG0640, ArsR, Predicted transcriptional regulators [Transcription].",NATL1_11581,tier1:GeneID
gene-NATL1_04041,0.152058248,2.811758084,0.725520811,0.966929223,psbT,CP000553.1,373184,373279,NATL1_04041,Photosystem II PsbT protein,K02718,-,-,-,-,NATL1_04041,tier1:GeneID
gene-NATL1_12971,-0.333022798,0.041978159,0.726418995,0.967550345,NATL1_12971,CP000553.1,1098839,1098982,NATL1_12971,Hypothetical protein,-,-,-,-,-,NATL1_12971,tier1:GeneID
gene-NATL1_13421,-0.302575497,0.637119146,0.727188247,0.96756169,NATL1_13421,CP000553.1,1120098,1120277,NATL1_13421,Hypothetical protein,-,-,-,-,-,NATL1_13421,tier1:GeneID
gene-NATL1_04771,-0.123591433,3.018881755,0.727309719,0.96756169,dppC,CP000553.1,434229,434987,NATL1_04771,putative ABC transporter%2C oligopeptides,K02034,-,-,-,"gnl|CDD|224094;COG1173, DppC, ABC-type dipeptide/oligopeptide/nickel transport systems, permease components [Amino acid transport and metabolism / Inorganic ion transport and metabolism].",NATL1_04771,tier1:GeneID
gene-NATL1_13761,-0.16267342,1.642891465,0.728227795,0.96756169,NATL1_13761,CP000553.1,1134478,1134624,NATL1_13761,Hypothetical protein,-,-,-,-,-,NATL1_13761,tier1:GeneID
gene-NATL1_04321,0.143025959,4.504377343,0.728385887,0.96756169,NATL1_04321,CP000553.1,400771,400977,NATL1_04321,Hypothetical protein,-,-,-,-,-,NATL1_04321,tier1:GeneID
gene-NATL1_21911,0.34153024,0.195187439,0.729800056,0.96756169,NATL1_21911,CP000553.1,1851928,1852134,NATL1_21911,Hypothetical protein,-,-,-,-,-,NATL1_21911,tier1:GeneID
gene-NATL1_06701,0.103177968,3.226608712,0.729838918,0.96756169,aroA,CP000553.1,616159,617427,NATL1_06701,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),K00800,GO:0009073:aromatic amino acid family biosynthetic process;GO:0009423:chorismate biosynthetic process,GO:0005737:cytoplasm,GO:0003866:3-phosphoshikimate 1-carboxyvinyltransferase activity,"gnl|CDD|223206;COG0128, AroA, 5-enolpyruvylshikimate-3-phosphate synthase [Amino acid transport and metabolism].",NATL1_06701,tier1:GeneID
gene-NATL1_03661,0.10467244,3.481223324,0.729949331,0.96756169,NATL1_03661,CP000553.1,339173,339733,NATL1_03661,NUDIX hydrolase,K01515,-,-,-,"gnl|CDD|223568;COG0494, MutT, NTP pyrophosphohydrolases including oxidative damage repair enzymes [DNA replication, recombination, and repair / General function prediction only].",NATL1_03661,tier1:GeneID
gene-NATL1_10381,-0.089955296,3.639798789,0.730486135,0.96756169,recJ,CP000553.1,956195,958084,NATL1_10381,DHH family:DHHA1 domain:Single-stranded-DNA-specific exonuclease,K07462,-,-,-,"gnl|CDD|223681;COG0608, RecJ, Single-stranded DNA-specific exonuclease [DNA replication, recombination, and repair].",NATL1_10381,tier1:GeneID
gene-NATL1_11121,0.374935328,0.117471678,0.731041998,0.96756169,NATL1_11121,CP000553.1,1009735,1009989,NATL1_11121,Hypothetical protein,-,-,-,-,-,NATL1_11121,tier1:GeneID
gene-NATL1_07021,-0.163928852,2.078742031,0.731138138,0.96756169,stpA,CP000553.1,644483,645682,NATL1_07021,putative glucosylglycerolphosphate phosphatase,-,-,-,-,-,NATL1_07021,tier1:GeneID
gene-NATL1_01641,0.103306299,3.350727098,0.731181054,0.96756169,NATL1_01641,CP000553.1,157923,158252,NATL1_01641,possible Zinc finger%2C C3HC4 type (RING finger),-,-,-,-,-,NATL1_01641,tier1:GeneID
gene-NATL1_06771,0.090134847,3.718682636,0.732203085,0.968341823,NATL1_06771,CP000553.1,623641,624321,NATL1_06771,Predicted phosphatase/phosphohexomutase,-,-,-,-,"gnl|CDD|223710;COG0637, COG0637, Predicted phosphatase/phosphohexomutase [General function prediction only].",NATL1_06771,tier1:GeneID
gene-NATL1_18001,-0.273866519,0.601306864,0.732928628,0.96872916,NATL1_18001,CP000553.1,1472784,1472891,NATL1_18001,Hypothetical protein,-,-,-,-,-,NATL1_18001,tier1:GeneID
gene-NATL1_15011,-0.094031233,3.776572742,0.735815567,0.971960382,malQ,CP000553.1,1212765,1214261,NATL1_15011,Putative 4-alpha-glucanotransferase,K00705,-,-,-,"gnl|CDD|224555;COG1640, MalQ, 4-alpha-glucanotransferase [Carbohydrate transport and metabolism].",NATL1_15011,tier1:GeneID
gene-NATL1_11011,-0.108542694,4.149079708,0.73624154,0.971960382,NATL1_11011,CP000553.1,1002751,1004043,NATL1_11011,Hypothetical protein,-,-,-,-,"gnl|CDD|226889;COG4487, COG4487, Uncharacterized protein conserved in bacteria [Function unknown].",NATL1_11011,tier1:GeneID
gene-NATL1_14671,-0.147680886,2.241363603,0.737528045,0.972725516,gid,CP000553.1,1173803,1175206,NATL1_14671,NAD binding site:Glucose inhibited division protein A family,-,-,GO:0005737:cytoplasm,"GO:0030698:5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity;GO:0050660:flavin adenine dinucleotide binding;GO:0047151:methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity","gnl|CDD|224127;COG1206, Gid, NAD(FAD)-utilizing enzyme possibly involved in translation [Translation, ribosomal structure and biogenesis].",NATL1_14671,tier1:GeneID
gene-NATL1_09381,-0.235522569,1.331905541,0.737786315,0.972725516,NATL1_09381,CP000553.1,866420,866806,NATL1_09381,possible cAMP phosphodiesterases class-II,-,-,-,-,-,NATL1_09381,tier1:GeneID
gene-NATL1_09071,0.252754942,0.907955298,0.738124454,0.972725516,NATL1_09071,CP000553.1,841469,841636,NATL1_09071,Hypothetical protein,-,-,-,-,-,NATL1_09071,tier1:GeneID
gene-NATL1_09841,0.097009553,3.690027965,0.739498528,0.972727366,pstC,CP000553.1,902520,903473,NATL1_09841,putative phosphate ABC transporter,K02037,-,-,-,"gnl|CDD|223646;COG0573, PstC, ABC-type phosphate transport system, permease component [Inorganic ion transport and metabolism].",NATL1_09841,tier1:GeneID
gene-NATL1_03301,-0.061579068,8.153292296,0.739561615,0.972727366,psbH,CP000553.1,304381,304578,NATL1_03301,Photosystem II PsbH protein,K02709,GO:0015979:photosynthesis;GO:0050821:protein stabilization,GO:0016021:integral component of membrane;GO:0009523:photosystem II;GO:0042651:thylakoid membrane,GO:0042301:phosphate ion binding,-,NATL1_03301,tier1:GeneID
gene-NATL1_21121,-0.057656528,10.092516,0.739594635,0.972727366,NATL1_21121,CP000553.1,1765775,1766035,NATL1_21121,possible Photosystem II reaction center Z protein (PsbZ),K02724,-,-,-,-,NATL1_21121,tier1:GeneID
gene-NATL1_07011,-0.094823956,3.634522771,0.740224967,0.972727366,NATL1_07011,CP000553.1,643452,644396,NATL1_07011,Predicted Fe-S oxidoreductases,-,-,-,-,"gnl|CDD|223609;COG0535, COG0535, Predicted Fe-S oxidoreductases [General function prediction only].",NATL1_07011,tier1:GeneID
gene-NATL1_11321,0.798130946,-0.924871318,0.741289882,0.972727366,NATL1_11321,CP000553.1,1017590,1017748,NATL1_11321,Hypothetical protein,-,-,-,-,-,NATL1_11321,tier1:GeneID
gene-NATL1_03101,0.082980433,4.175961216,0.741483702,0.972727366,dfp,CP000553.1,287889,289145,NATL1_03101,putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase,K13038,-,-,-,"gnl|CDD|223529;COG0452, Dfp, Phosphopantothenoylcysteine synthetase/decarboxylase [Coenzyme metabolism].",NATL1_03101,tier1:GeneID
gene-NATL1_18151,0.259734309,0.765658256,0.7416666,0.972727366,NATL1_18151,CP000553.1,1480947,1481108,NATL1_18151,Hypothetical protein,-,-,-,-,-,NATL1_18151,tier1:GeneID
gene-NATL1_09461,0.153813384,0.956169133,0.742347188,0.972727366,NATL1_09461,CP000553.1,872897,873262,NATL1_09461,Hypothetical protein,-,-,-,-,-,NATL1_09461,tier1:GeneID
gene-NATL1_20581,-0.064544752,5.570895476,0.742409938,0.972727366,glmS,CP000553.1,1702185,1704089,NATL1_20581,Glutamine--fructose-6-phosphate transaminase (isomerizing),K00820,GO:1901137:carbohydrate derivative biosynthetic process;GO:0005975:carbohydrate metabolic process;GO:0006541:glutamine metabolic process,GO:0005737:cytoplasm,GO:0097367:carbohydrate derivative binding;GO:0004360:glutamine-fructose-6-phosphate transaminase (isomerizing) activity,"gnl|CDD|223526;COG0449, GlmS, Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains [Cell envelope biogenesis, outer membrane].",NATL1_20581,tier1:GeneID
