GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-PMM0542,-0.030719101,5.097594094,0.901833554,1.0,por%2C pcr,BX548174.1,511465,512469,PMM0542,Light dependent protochlorophyllide oxido-reductase,K00218,GO:0015995:chlorophyll biosynthetic process;GO:0015979:photosynthesis,-,GO:0016630:protochlorophyllide reductase activity,"gnl|CDD|223959;COG1028, FabG, Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",PMM0542,tier1:GeneID
gene-PMM0476,0.080319917,2.352408386,0.902254817,1.0,PMM0476,BX548174.1,451145,451453,PMM0476,conserved hypothetical protein,-,-,-,-,-,PMM0476,tier1:GeneID
gene-PMM0976,-0.286603094,0.751347255,0.902863493,1.0,PMM0976,BX548174.1,933470,934459,PMM0976,putative multidrug efflux ABC transporter,-,-,-,-,"gnl|CDD|226952;COG4586, COG4586, ABC-type uncharacterized transport system, ATPase component [General function prediction only].",PMM0976,tier1:GeneID
gene-PMM0421,-0.056709719,3.379410063,0.903114035,1.0,PMM0421,BX548174.1,400070,400903,PMM0421,putative ABC transporter%2C oligopeptides,K02034,-,-,-,"gnl|CDD|224094;COG1173, DppC, ABC-type dipeptide/oligopeptide/nickel transport systems, permease components [Amino acid transport and metabolism / Inorganic ion transport and metabolism].",PMM0421,tier1:GeneID
gene-PMM1562,0.032888845,6.227519885,0.903815535,1.0,recA,BX548174.1,1490458,1491570,PMM1562,RecA bacterial DNA recombination protein,K03553,GO:0006310:DNA recombination;GO:0006281:DNA repair;GO:0009432:SOS response,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0003684:damaged DNA binding;GO:0008094:DNA-dependent ATPase activity;GO:0003697:single-stranded DNA binding,"gnl|CDD|223544;COG0468, RecA, RecA/RadA recombinase [DNA replication, recombination, and repair].",PMM1562,tier1:GeneID
gene-PMM0733,0.106829477,2.047152433,0.903902098,1.0,PMM0733,BX548174.1,696460,697776,PMM0733,conserved hypothetical protein,-,-,-,-,"gnl|CDD|226889;COG4487, COG4487, Uncharacterized protein conserved in bacteria [Function unknown].",PMM0733,tier1:GeneID
gene-PMM0891,-0.090977531,2.32684509,0.904872202,1.0,purN,BX548174.1,853580,854236,PMM0891,phosphoribosylglycinamide formyltransferase,K11175,-,-,-,"gnl|CDD|223376;COG0299, PurN, Folate-dependent phosphoribosylglycinamide formyltransferase PurN [Nucleotide transport and metabolism].",PMM0891,tier1:GeneID
gene-PMM0400,-0.08423795,2.306806808,0.90666151,1.0,lrtA,BX548174.1,378453,379037,PMM0400,light repressed protein A homolog,-,-,-,-,"gnl|CDD|224461;COG1544, COG1544, Ribosome-associated protein Y (PSrp-1) [Translation, ribosomal structure and biogenesis].",PMM0400,tier1:GeneID
gene-PMM1196,-0.023974394,5.367943068,0.907113178,1.0,manC,BX548174.1,1141786,1143243,PMM1196,GDP-mannose pyrophosphorylase,K00971,-,-,-,"gnl|CDD|223906;COG0836, {ManC}, Mannose-1-phosphate guanylyltransferase [Cell envelope biogenesis, outer membrane].",PMM1196,tier1:GeneID
gene-PMM1217,-0.113269139,1.163222876,0.907574759,1.0,PMM1217,BX548174.1,1166389,1167000,PMM1217,putative phosphoheptose isomerase,K03271,-,-,-,"gnl|CDD|223356;COG0279, GmhA, Phosphoheptose isomerase [Carbohydrate transport and metabolism].",PMM1217,tier1:GeneID
gene-PMM1576,0.096566943,2.376618514,0.908410606,1.0,PMM1576,BX548174.1,1505761,1506879,PMM1576,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225081;COG2170, COG2170, Uncharacterized conserved protein [Function unknown].",PMM1576,tier1:GeneID
gene-PMM1144,0.078135856,2.488000353,0.908880354,1.0,PMM1144,BX548174.1,1096353,1097444,PMM1144,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223506;COG0429, COG0429, Predicted hydrolase of the alpha/beta-hydrolase fold [General function prediction only].",PMM1144,tier1:GeneID
gene-PMM1802,-0.028620704,8.25262055,0.909437845,1.0,PMM1802,BX548174.1,58826,58963,PMM1802,Conserved hypothetical protein,-,-,-,-,-,PMM1802,tier1:GeneID
gene-PMM1867,-0.081382627,2.446344359,0.911053751,1.0,PMM1867,BX548174.1,657049,657258,PMM1867,Hypothetical protein,-,-,-,-,-,PMM1867,tier1:GeneID
gene-PMM0880,-0.066436849,2.424850265,0.912137884,1.0,PMM0880,BX548174.1,840919,841566,PMM0880,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223686;COG0613, COG0613, Predicted metal-dependent phosphoesterases (PHP family) [General function prediction only].",PMM0880,tier1:GeneID
gene-PMM1829,-0.226193081,0.755223796,0.912152397,1.0,PMM1829,BX548174.1,349839,349958,PMM1829,Conserved hypothetical protein,-,-,-,-,-,PMM1829,tier1:GeneID
gene-PMM0726,0.052430344,3.21554161,0.912430428,1.0,PMM0726,BX548174.1,689268,689576,PMM0726,hypothetical,-,-,-,-,-,PMM0726,tier1:GeneID
gene-PMM1184,-0.18165217,1.06586745,0.913054842,1.0,rnpA,BX548174.1,1130307,1130696,PMM1184,Bacterial ribonuclease P protein component,-,GO:0001682:tRNA 5'-leader removal,-,GO:0004526:ribonuclease P activity;GO:0000049:tRNA binding,-,PMM1184,tier1:GeneID
gene-PMM0496,0.02125907,9.259507625,0.913303538,1.0,sigA%2C rpoD,BX548174.1,469063,470253,PMM0496,Putative principal RNA polymerase sigma factor,-,GO:0001123:transcription initiation from bacterial-type RNA polymerase promoter,GO:0005737:cytoplasm,GO:0003677:DNA binding;GO:0003700:DNA-binding transcription factor activity;GO:0016987:sigma factor activity,"gnl|CDD|223642;COG0568, RpoD, DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) [Transcription].",PMM0496,tier1:GeneID
gene-PMM2055,-0.040391257,3.914797696,0.913422214,1.0,PMM2055,BX548174.1,764600,764791,PMM2055,Hypothetical protein,-,-,-,-,-,PMM2055,tier1:GeneID
gene-PMM0798,-0.342157781,0.36865132,0.914058904,1.0,pgsA,BX548174.1,758743,759285,PMM0798,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,K00995,-,-,-,"gnl|CDD|223632;COG0558, PgsA, Phosphatidylglycerophosphate synthase [Lipid metabolism].",PMM0798,tier1:GeneID
gene-PMM1228,-0.033025523,4.561193905,0.916428073,1.0,PMM1228,BX548174.1,1179882,1181048,PMM1228,hypothetical protein,-,-,-,-,-,PMM1228,tier1:GeneID
gene-PMM1017,-0.182770653,1.075443962,0.917435418,1.0,PMM1017,BX548174.1,964053,964595,PMM1017,conserved hypothetical,-,-,-,-,-,PMM1017,tier1:GeneID
gene-PMM1615,-0.05234852,3.213838204,0.9175475,1.0,ruvB,BX548174.1,1545495,1546553,PMM1615,Holliday junction DNA helicase RuvB,K03551,GO:0006310:DNA recombination;GO:0006281:DNA repair;GO:0009432:SOS response,-,GO:0005524:ATP binding;GO:0003677:DNA binding;GO:0009378:four-way junction helicase activity,"gnl|CDD|225164;COG2255, RuvB, Holliday junction resolvasome, helicase subunit [DNA replication, recombination, and repair].",PMM1615,tier1:GeneID
gene-PMM1059,-0.036929109,4.016998338,0.917896588,1.0,PMM1059,BX548174.1,999094,999681,PMM1059,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223813;COG0742, COG0742, N6-adenine-specific methylase [DNA replication, recombination, and repair].",PMM1059,tier1:GeneID
gene-PMM0955,-0.033981518,4.432094196,0.918024902,1.0,msrA,BX548174.1,913686,914414,PMM0955,Peptide methionine sulfoxide reductase,-,GO:0006464:cellular protein modification process,-,GO:0008113:peptide-methionine (S)-S-oxide reductase activity,"gnl|CDD|223303;COG0225, MsrA, Peptide methionine sulfoxide reductase [Posttranslational modification, protein turnover, chaperones].",PMM0955,tier1:GeneID
gene-PMM1045,-0.048049099,3.463295101,0.919341986,1.0,PMM1045,BX548174.1,987580,987861,PMM1045,conserved hypothetical,-,-,-,-,-,PMM1045,tier1:GeneID
gene-PMM0447,-0.027053725,5.518045922,0.920754695,1.0,PMM0447,BX548174.1,426170,427105,PMM0447,conserved hypothetical protein,K02259,-,-,-,"gnl|CDD|224528;COG1612, CtaA, Uncharacterized protein required for cytochrome oxidase assembly [Posttranslational modification, protein turnover, chaperones].",PMM0447,tier1:GeneID
gene-PMM1340,0.027564673,4.424315845,0.922134831,1.0,purD,BX548174.1,1290576,1291913,PMM1340,phosphoribosylglycinamide synthetase,K01945,-,-,-,"gnl|CDD|223229;COG0151, PurD, Phosphoribosylamine-glycine ligase [Nucleotide transport and metabolism].",PMM1340,tier1:GeneID
gene-PMM1981,0.035671068,2.812731437,0.922189017,1.0,PMM1981,BX548174.1,1320346,1320516,PMM1981,Conserved hypothetical protein,-,-,-,-,-,PMM1981,tier1:GeneID
gene-PMM1365,0.034262328,5.55443311,0.923363621,1.0,PMM1365,BX548174.1,1313124,1313438,PMM1365,possible MATH domain,-,-,-,-,-,PMM1365,tier1:GeneID
gene-PMM0933,0.038992476,3.053382902,0.923811532,1.0,PMM0933,BX548174.1,893041,893874,PMM0933,putative rRNA (adenine-N6%2CN6)-dimethyltransferase,-,-,GO:0005737:cytoplasm,"GO:0052908:16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity;GO:0003723:RNA binding;GO:0000179:rRNA (adenine-N6,N6-)-dimethyltransferase activity","gnl|CDD|223109;COG0030, KsgA, Dimethyladenosine transferase (rRNA methylation) [Translation, ribosomal structure and biogenesis].",PMM0933,tier1:GeneID
gene-PMM0589,0.052572234,3.090697695,0.923832308,1.0,PMM0589,BX548174.1,554192,558136,PMM0589,conserved hypothetical,-,-,-,-,-,PMM0589,tier1:GeneID
gene-PMM0499,-0.038801972,4.187897549,0.924119062,1.0,argB,BX548174.1,473968,474822,PMM0499,Aspartokinase superfamily:Acetylglutamate kinase,K00930,GO:0042450:arginine biosynthetic process via ornithine,GO:0005737:cytoplasm,GO:0003991:acetylglutamate kinase activity;GO:0005524:ATP binding,"gnl|CDD|223622;COG0548, ArgB, Acetylglutamate kinase [Amino acid transport and metabolism].",PMM0499,tier1:GeneID
gene-PMM0681,0.039941692,3.127834185,0.924291567,1.0,PMM0681,BX548174.1,649003,650193,PMM0681,conserved hypothetical protein,-,-,-,-,"gnl|CDD|224481;COG1565, COG1565, Uncharacterized conserved protein [Function unknown].",PMM0681,tier1:GeneID
gene-RNA_10,-0.045934106,3.089289786,0.925643985,1.0,tRNA-Arg1,BX548174.1,1143410,1143483,RNA_10,tRNA-Arg,K14219,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM1865,0.127662792,1.462078881,0.925990753,1.0,PMM1865,BX548174.1,655989,656198,PMM1865,Conserved hypothetical protein,-,-,-,-,-,PMM1865,tier1:GeneID
gene-PMM1912,0.090913184,1.353533952,0.926622172,1.0,PMM1912,BX548174.1,817735,817920,PMM1912,Hypothetical protein,-,-,-,-,-,PMM1912,tier1:GeneID
gene-PMM0050,-0.037315088,3.062355617,0.92698966,1.0,argJ,BX548174.1,52867,54075,PMM0050,ArgJ family,K00620,GO:0006526:arginine biosynthetic process,GO:0005737:cytoplasm,GO:0004042:acetyl-CoA:L-glutamate N-acetyltransferase activity;GO:0004358:glutamate N-acetyltransferase activity;GO:0103045:methione N-acyltransferase activity,"gnl|CDD|224283;COG1364, ArgJ, N-acetylglutamate synthase (N-acetylornithine aminotransferase) [Amino acid transport and metabolism].",PMM0050,tier1:GeneID
gene-PMM0758,-0.02880471,5.120824162,0.927201627,1.0,sir,BX548174.1,719197,720987,PMM0758,Ferredoxin-sulfite reductase,K00392,-,-,-,"gnl|CDD|223233;COG0155, CysI, Sulfite reductase, beta subunit (hemoprotein) [Inorganic ion transport and metabolism].",PMM0758,tier1:GeneID
gene-PMM0869,-0.157958991,1.160762659,0.927313268,1.0,rps18%2C rpsR,BX548174.1,825859,826080,PMM0869,30S Ribosomal protein S18,K02963,GO:0006412:translation,GO:0005840:ribosome,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223316;COG0238, RpsR, Ribosomal protein S18 [Translation, ribosomal structure and biogenesis].",PMM0869,tier1:GeneID
gene-PMM0275,-0.056745538,2.847905016,0.928458831,1.0,pyrE,BX548174.1,264658,265218,PMM0275,Orotate phosphoribosyltransferase,K00762,GO:0044205:'de novo' UMP biosynthetic process;GO:0009116:nucleoside metabolic process,-,GO:0000287:magnesium ion binding;GO:0004588:orotate phosphoribosyltransferase activity,"gnl|CDD|223537;COG0461, PyrE, Orotate phosphoribosyltransferase [Nucleotide transport and metabolism].",PMM0275,tier1:GeneID
gene-PMM0061,0.036422174,4.315326307,0.929632589,1.0,PMM0061,BX548174.1,67208,67513,PMM0061,YGGT family%2C conserved hypothetical integral membrane protein,-,-,-,-,"gnl|CDD|223833;COG0762, COG0762, Predicted integral membrane protein [Function unknown].",PMM0061,tier1:GeneID
gene-PMM0105,0.036294306,3.08130405,0.930429354,1.0,ribG,BX548174.1,109169,109831,PMM0105,RibD/ribG C-terminal domain,K00082,-,-,-,"gnl|CDD|224896;COG1985, RibD, Pyrimidine reductase, riboflavin biosynthesis [Coenzyme metabolism].",PMM0105,tier1:GeneID
gene-PMM0201,-0.018958197,9.840655855,0.931032915,1.0,rpl12%2C rplL%2C rpl7,BX548174.1,195017,195412,PMM0201,50S ribosomal protein L7/L12,K02935,GO:0006412:translation,GO:0005840:ribosome,GO:0003735:structural constituent of ribosome,"gnl|CDD|223300;COG0222, RplL, Ribosomal protein L7/L12 [Translation, ribosomal structure and biogenesis].",PMM0201,tier1:GeneID
gene-PMM0138,0.029821354,4.58464487,0.931110747,1.0,plsC,BX548174.1,136272,136892,PMM0138,putative 1-acyl-sn-glycerol-3-phosphate acyltransferase,K00655,-,-,-,"gnl|CDD|223282;COG0204, PlsC, 1-acyl-sn-glycerol-3-phosphate acyltransferase [Lipid metabolism].",PMM0138,tier1:GeneID
gene-PMM1425,-0.027748477,4.156443565,0.932034735,1.0,PMM1425,BX548174.1,1365186,1366526,PMM1425,Serine proteases%2C trypsin family:HtrA/DegQ protease family,K04771,-,-,-,"gnl|CDD|223343;COG0265, DegQ, Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain [Posttranslational modification, protein turnover, chaperones].",PMM1425,tier1:GeneID
gene-PMM1621,0.066391327,1.813284003,0.932141452,1.0,mreC,BX548174.1,1550453,1551202,PMM1621,putative rod shape-determining protein,-,-,-,-,"gnl|CDD|224705;COG1792, MreC, Cell shape-determining protein [Cell envelope biogenesis, outer membrane].",PMM1621,tier1:GeneID
gene-PMM1526,-0.05018069,2.980993749,0.932670378,1.0,hisB,BX548174.1,1468725,1469528,PMM1526,putative imidazoleglycerol-phosphate dehydratase,-,-,-,-,"gnl|CDD|223620;COG0546, Gph, Predicted phosphatases [General function prediction only].",PMM1526,tier1:GeneID
gene-PMM0673,0.022754823,4.991863196,0.933165307,1.0,PMM0673,BX548174.1,640835,641740,PMM0673,Putative phosphonate binding protein for ABC transporter,K02044,GO:0055085:transmembrane transport,GO:0043190:ATP-binding cassette (ABC) transporter complex;GO:0042597:periplasmic space,-,"gnl|CDD|225762;COG3221, PhnD, ABC-type phosphate/phosphonate transport system, periplasmic component [Inorganic ion transport and metabolism].",PMM0673,tier1:GeneID
gene-PMM0090,0.042044115,3.018123427,0.934911169,1.0,PMM0090,BX548174.1,95155,96303,PMM0090,possible serine protease,-,-,-,-,"gnl|CDD|223343;COG0265, DegQ, Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain [Posttranslational modification, protein turnover, chaperones].",PMM0090,tier1:GeneID
gene-PMM1468,0.024531435,3.462332811,0.935141705,1.0,bioF,BX548174.1,1403281,1404426,PMM1468,putative 8-amino-7-oxononanoate synthase,K00652,-,-,-,"gnl|CDD|223234;COG0156, BioF, 7-keto-8-aminopelargonate synthetase and related enzymes [Coenzyme metabolism].",PMM1468,tier1:GeneID
gene-PMM0678,0.018336314,4.8025571,0.935294106,1.0,PMM0678,BX548174.1,646299,647213,PMM0678,Quinolinate synthetase A protein,K03517,GO:0009435:NAD biosynthetic process,GO:0005737:cytoplasm,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0046872:metal ion binding;GO:0008987:quinolinate synthetase A activity","gnl|CDD|223456;COG0379, NadA, Quinolinate synthase [Coenzyme metabolism].",PMM0678,tier1:GeneID
gene-PMM1063,-0.017724548,6.070448804,0.935558095,1.0,gyrA,BX548174.1,1002199,1004802,PMM1063,DNA gyrase/topoisomerase IV%2C subunit A,-,GO:0006265:DNA topological change;GO:0006261:DNA-dependent DNA replication,GO:0005694:chromosome;GO:0005737:cytoplasm;GO:0009330:DNA topoisomerase complex (ATP-hydrolyzing),GO:0005524:ATP binding;GO:0003677:DNA binding;GO:0003918:DNA topoisomerase type II (ATP-hydrolyzing) activity,"gnl|CDD|223266;COG0188, GyrA, Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit [DNA replication, recombination, and repair].",PMM1063,tier1:GeneID
gene-PMM2006,0.071114593,1.878796864,0.936511707,1.0,PMM2006,BX548174.1,1347450,1347623,PMM2006,Hypothetical protein,-,-,-,-,-,PMM2006,tier1:GeneID
gene-PMM0435,0.013687286,9.95892521,0.936748638,1.0,ndhB,BX548174.1,412795,414315,PMM0435,putative NADH dehydrogenase (complex I) subunit (chain 2),K05573,"GO:0042773:ATP synthesis coupled electron transport;GO:0019684:photosynthesis, light reaction",GO:0016021:integral component of membrane;GO:0042651:thylakoid membrane,GO:0008137:NADH dehydrogenase (ubiquinone) activity;GO:0048038:quinone binding,"gnl|CDD|223939;COG1007, NuoN, NADH:ubiquinone oxidoreductase subunit 2 (chain N) [Energy production and conversion].",PMM0435,tier1:GeneID
gene-PMM1568,0.016645594,11.47858765,0.937097986,1.0,PMM1568,BX548174.1,1496630,1496995,PMM1568,conserved hypothetical protein,-,-,-,-,-,PMM1568,tier1:GeneID
gene-PMM0293,-0.01504017,8.240679909,0.939602036,1.0,ndhK,BX548174.1,283025,283759,PMM0293,putative respiratory-chain NADH dehydrogenase subunit,K05582,"GO:0019684:photosynthesis, light reaction",GO:0042651:thylakoid membrane,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0005506:iron ion binding;GO:0008137:NADH dehydrogenase (ubiquinone) activity;GO:0048038:quinone binding","gnl|CDD|223454;COG0377, NuoB, NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases [Energy production and conversion].",PMM0293,tier1:GeneID
gene-PMM1941,-0.059202306,3.043619353,0.94025196,1.0,PMM1941,BX548174.1,966230,966409,PMM1941,Conserved hypothetical protein,-,-,-,-,-,PMM1941,tier1:GeneID
gene-PMM0445,-0.013596946,7.728296575,0.9411354,1.0,ctaD (coxA),BX548174.1,423492,425117,PMM0445,Cytochrome c oxidase%2C subunit I,K02274,GO:0009060:aerobic respiration;GO:0015990:electron transport coupled proton transport;GO:0006119:oxidative phosphorylation,GO:0016021:integral component of membrane;GO:0005886:plasma membrane;GO:0070469:respiratory chain,GO:0004129:cytochrome-c oxidase activity;GO:0020037:heme binding;GO:0046872:metal ion binding,"gnl|CDD|223913;COG0843, CyoB, Heme/copper-type cytochrome/quinol oxidases, subunit 1 [Energy production and conversion].",PMM0445,tier1:GeneID
gene-PMM1588,-0.014431113,7.426166164,0.94271207,1.0,PMM1588,BX548174.1,1517428,1518042,PMM1588,possible Conserved carboxylase domain,-,-,-,-,-,PMM1588,tier1:GeneID
gene-PMM0059,0.022830218,4.342488056,0.943330589,1.0,PMM0059,BX548174.1,64160,65449,PMM0059,conserved hypothetical protein,-,-,-,-,-,PMM0059,tier1:GeneID
gene-PMM1696,0.022234655,3.73010431,0.945009092,1.0,ppk,BX548174.1,1630422,1632509,PMM1696,putative Polyphosphate kinase,K00937,GO:0006799:polyphosphate biosynthetic process,GO:0009358:polyphosphate kinase complex,GO:0005524:ATP binding;GO:0046872:metal ion binding;GO:0008976:polyphosphate kinase activity,"gnl|CDD|223924;COG0855, Ppk, Polyphosphate kinase [Inorganic ion transport and metabolism].",PMM1696,tier1:GeneID
gene-PMM1186,-0.012146792,9.806828309,0.945592154,1.0,PMM1186,BX548174.1,1131179,1132318,PMM1186,Putative inner membrane protein%3B similar to 60 kDa inner membrane protein family,K03217,GO:0015031:protein transport,GO:0016021:integral component of membrane;GO:0005886:plasma membrane,GO:0032977:membrane insertase activity,"gnl|CDD|223778;COG0706, YidC, Preprotein translocase subunit YidC [Intracellular trafficking and secretion].",PMM1186,tier1:GeneID
gene-PMM0585,-0.024206972,4.494220774,0.946192783,1.0,PMM0585,BX548174.1,551361,552938,PMM0585,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225487;COG2936, COG2936, Predicted acyl esterases [General function prediction only].",PMM0585,tier1:GeneID
gene-PMM0664,-0.058058138,2.384710963,0.94858426,1.0,PMM0664,BX548174.1,633606,634280,PMM0664,conserved hypothetical protein,-,-,-,-,-,PMM0664,tier1:GeneID
gene-PMM0925,-0.043530764,2.33870712,0.95018185,1.0,PMM0925,BX548174.1,885463,886515,PMM0925,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225323;COG2603, COG2603, Predicted ATPase [General function prediction only].",PMM0925,tier1:GeneID
gene-PMM1555,-0.014055099,7.043807891,0.950506796,1.0,rpl2%2C rplB,BX548174.1,1485158,1486021,PMM1555,50S ribosomal protein L2,K02886,GO:0006412:translation,GO:0015934:large ribosomal subunit,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome;GO:0016740:transferase activity,"gnl|CDD|223168;COG0090, RplB, Ribosomal protein L2 [Translation, ribosomal structure and biogenesis].",PMM1555,tier1:GeneID
gene-PMM0002,-0.043743715,2.594629768,0.951292485,1.0,PMM0002,BX548174.1,1333,2040,PMM0002,conserved hypothetical protein,-,-,-,-,-,PMM0002,tier1:GeneID
gene-PMM1081,-0.018284294,4.664986163,0.95197288,1.0,malQ,BX548174.1,1023724,1025244,PMM1081,Putative 4-alpha-glucanotransferase,K00705,-,-,-,"gnl|CDD|224555;COG1640, MalQ, 4-alpha-glucanotransferase [Carbohydrate transport and metabolism].",PMM1081,tier1:GeneID
gene-PMM1946,0.107698058,1.559481869,0.951995575,1.0,PMM1946,BX548174.1,970557,970763,PMM1946,Conserved hypothetical protein,-,-,-,-,-,PMM1946,tier1:GeneID
gene-PMM0790,-0.106739345,1.840787595,0.954903496,1.0,PMM0790,BX548174.1,751468,752004,PMM0790,conserved hypothetical protein,-,-,-,-,-,PMM0790,tier1:GeneID
gene-PMM0888,-0.019329409,4.920544562,0.956645513,1.0,dapF,BX548174.1,848270,849130,PMM0888,Diaminopimelate epimerase,K01778,-,-,-,"gnl|CDD|223331;COG0253, DapF, Diaminopimelate epimerase [Amino acid transport and metabolism].",PMM0888,tier1:GeneID
gene-PMM0354,-0.030508542,2.829566931,0.956916041,1.0,PMM0354,BX548174.1,337713,338342,PMM0354,possible Glycosyl transferase,-,-,-,-,-,PMM0354,tier1:GeneID
gene-PMM0722,0.013913136,7.79379654,0.958046159,1.0,PMM0722,BX548174.1,685369,685602,PMM0722,hypothetical,-,-,-,-,-,PMM0722,tier1:GeneID
gene-PMM1236,-0.010586607,6.451242087,0.958612976,1.0,PMM1236,BX548174.1,1187931,1188848,PMM1236,unknown,K00615,-,-,-,"gnl|CDD|226467;COG3958, COG3958, Transketolase, C-terminal subunit [Carbohydrate transport and metabolism].",PMM1236,tier1:GeneID
gene-PMM1034,-0.023692253,4.408519723,0.959668539,1.0,PMM1034,BX548174.1,978421,979494,PMM1034,G-protein beta WD-40 repeats,-,-,-,-,"gnl|CDD|225201;COG2319, COG2319, FOG: WD40 repeat [General function prediction only].",PMM1034,tier1:GeneID
gene-PMM0411,0.019245535,4.240405801,0.959736032,1.0,PMM0411,BX548174.1,390657,390893,PMM0411,conserved hypothetical protein,-,-,GO:0005886:plasma membrane,-,"gnl|CDD|223830;COG0759, COG0759, Uncharacterized conserved protein [Function unknown].",PMM0411,tier1:GeneID
gene-PMM0129,0.045514435,2.287244557,0.959748988,1.0,holB,BX548174.1,126143,127102,PMM0129,DNA polymerase III%2C delta prime subunit,K02341,-,-,-,"gnl|CDD|225369;COG2812, DnaX, DNA polymerase III, gamma/tau subunits [DNA replication, recombination, and repair].",PMM0129,tier1:GeneID
gene-PMM0519,0.009171862,8.28134501,0.959967456,1.0,tal,BX548174.1,490726,491727,PMM0519,Transaldolase,K00616,GO:0005975:carbohydrate metabolic process;GO:0006098:pentose-phosphate shunt,GO:0005737:cytoplasm,GO:0004801:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,"gnl|CDD|223254;COG0176, MipB, Transaldolase [Carbohydrate transport and metabolism].",PMM0519,tier1:GeneID
gene-PMM0598,-0.022546917,4.21447279,0.960139168,1.0,trpS,BX548174.1,568119,569135,PMM0598,Tryptophanyl-tRNA synthetase,K01867,GO:0006436:tryptophanyl-tRNA aminoacylation,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0004830:tryptophan-tRNA ligase activity,"gnl|CDD|223258;COG0180, TrpS, Tryptophanyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",PMM0598,tier1:GeneID
gene-PMM0044,0.010311811,6.605848728,0.96028185,1.0,alaS,BX548174.1,44305,46965,PMM0044,Alanyl-tRNA synthetase,K01872,GO:0006419:alanyl-tRNA aminoacylation,GO:0005737:cytoplasm,GO:0004813:alanine-tRNA ligase activity;GO:0005524:ATP binding;GO:0000049:tRNA binding;GO:0008270:zinc ion binding,"gnl|CDD|223092;COG0013, AlaS, Alanyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",PMM0044,tier1:GeneID
gene-PMM1439,-0.008221345,9.808829512,0.960660522,1.0,atpC%2CatpE,BX548174.1,1377367,1377771,PMM1439,ATP synthase%2C Epsilon subunit,K02114,GO:0015986:ATP synthesis coupled proton transport,"GO:0045261:proton-transporting ATP synthase complex, catalytic core F(1);GO:0042651:thylakoid membrane","GO:0005524:ATP binding;GO:0046933:proton-transporting ATP synthase activity, rotational mechanism","gnl|CDD|223432;COG0355, AtpC, F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit) [Energy production and conversion].",PMM1439,tier1:GeneID
gene-PMM1347,0.040260409,2.606466524,0.961504356,1.0,truB,BX548174.1,1297563,1298480,PMM1347,Putative tRNA pseudouridine 55 synthase,-,GO:0031119:tRNA pseudouridine synthesis,-,GO:0003723:RNA binding;GO:0106029:tRNA pseudouridine synthase activity,"gnl|CDD|223208;COG0130, TruB, Pseudouridine synthase [Translation, ribosomal structure and biogenesis].",PMM1347,tier1:GeneID
gene-PMM1646,0.032283054,3.002242098,0.961843426,1.0,cobH,BX548174.1,1574530,1575153,PMM1646,putative Precorrin-8X methylmutase CobH,K06042,-,-,-,"gnl|CDD|224993;COG2082, CobH, Precorrin isomerase [Coenzyme metabolism].",PMM1646,tier1:GeneID
gene-PMM0538,0.029631833,3.010512129,0.963044765,1.0,PMM0538,BX548174.1,508827,510053,PMM0538,conserved hypothetical protein,-,-,-,-,-,PMM0538,tier1:GeneID
gene-PMM1497,-0.017393763,4.523429556,0.963650631,1.0,PMM1497,BX548174.1,1435827,1436918,PMM1497,Glycosyl transferase%2C family 2,-,-,-,-,"gnl|CDD|223539;COG0463, WcaA, Glycosyltransferases involved in cell wall biogenesis [Cell envelope biogenesis, outer membrane].",PMM1497,tier1:GeneID
