Group,Gene Function,Gene NO.,Gene Locus,logFC-15min_vs_CT30m,logFC-1h_vs_CT30m,logFC-3h_vs_CT30m,logFC-5h_vs_CT30m,logFC-7h_vs_CT30m,Pvalue-15min_vs_CT30m,Pvalue-1h_vs_CT30m,Pvalue-3h_vs_CT30m,Pvalue-5h_vs_CT30m,Pvalue-7h_vs_CT30m,resolved_locus_tag,resolution_method
Group 3,hypothetical protein,gene259,SYNWH7803_RS01295,-0.635853872025639,-0.39263036336615,-0.668550745650795,-0.408003483713884,-0.0593354854805444,0.358971739669693,0.581063322954898,0.352503515242805,0.569406055776211,0.949924264911177,SynWH7803_0265,tier1:Gene Locus
Group 3,SulP family inorganic anion transporter,gene2090,SYNWH7803_RS10385,0.0544371004202078,-0.0144325613624684,0.463136619844165,-0.409076024434149,-0.197232527352181,0.936676862340012,0.992270386158772,0.491185912542811,0.547289201270517,0.783479910028431,SynWH7803_2102,tier1:Gene Locus
Group 3,hypothetical protein,gene2457,SYNWH7803_RS12195,0.487533885807946,0.447106667460665,0.729022097981998,-0.409531801298754,0.101247759200428,0.482250562737744,0.527505276763376,0.29332832990929,0.593272179743357,0.901428491194648,SynWH7803_2464,tier1:Gene Locus
Group 3,hypothetical protein,gene851,SYNWH7803_RS04250,0.511542057578947,-0.253144853629825,1.00321816436386,-0.410602606535415,-0.616795412679839,0.494622259035859,0.816582997004606,0.186234617331426,0.635965815601669,0.605363239930837,SynWH7803_0850,tier1:Gene Locus
Group 3,pterin-4-alpha-carbinolamine dehydratase,gene695,SYNWH7803_RS03475,-1.39512639914451,-0.212087553568817,-1.7819984545832,-0.411693953974809,-1.44425587130983,0.0581087438659326,0.803433846779025,0.0233622161853113,0.603960612246688,0.0973092088368818,SynWH7803_0688,tier1:Gene Locus
Group 3,alpha-ketoglutarate-dependent dioxygenase AlkB,gene1398,SYNWH7803_RS06950,-0.507467224891774,-0.402580749597523,-0.787666806365972,-0.412059035562661,-0.118321523135912,0.461825325730243,0.586377266686912,0.276811596433706,0.573478693093611,0.915985526164835,SynWH7803_1411,tier1:Gene Locus
Group 3,hypothetical protein,gene1403,SYNWH7803_RS06975,-0.0150171431058721,-0.700548229312878,-0.439349131808852,-0.41347101665313,-0.927824971865681,0.987231706578864,0.309687942074488,0.511353726115484,0.546931991244554,0.183352604537198,SynWH7803_1416,tier1:Gene Locus
Group 3,DUF1254 domain-containing protein,gene1001,SYNWH7803_RS04995,-1.08414820868441,-0.757750773563982,-1.40464276661319,-0.413916178996582,-0.218934390612039,0.10894149189379,0.270654824472103,0.0417153310052428,0.54971684101853,0.768800085806236,SynWH7803_1017,tier1:Gene Locus
Group 3,AcrB/AcrD/AcrF family protein,gene149,SYNWH7803_RS00750,-0.313102428570081,-0.633630403699109,-0.290773749239324,-0.417126823436067,-0.67260425799576,0.634719467698117,0.339830466029145,0.659862882769556,0.529313362662796,0.313070572991871,SynWH7803_0156,tier1:Gene Locus
Group 3,amino acid ABC transporter substrate-binding protein,gene655,SYNWH7803_RS03275,-0.447326207580889,-0.594935107563421,-0.272518822705436,-0.417192963448269,0.0378818059568487,0.505982128991245,0.394692934931197,0.692958506947721,0.549355665243428,0.97378665042695,SynWH7803_0648,tier1:Gene Locus
Group 3,cytochrome c biogenesis protein CcsB,gene971,SYNWH7803_RS04840,-0.0084863924906944,-0.31617180871793,0.047961748061972,-0.418863963508247,-0.67940747014846,0.991978792925854,0.63675340929955,0.945280385666322,0.532865813043665,0.319599227291607,SynWH7803_0984,tier1:Gene Locus
Group 3,CTP synthetase,gene2454,SYNWH7803_RS12180,0.41117257726095,-0.1734254635038,0.163419891074864,-0.419263171896609,-0.323400596112014,0.532154452351963,0.794425725516459,0.805227405189429,0.528045334231283,0.627998076945719,SynWH7803_2461,tier1:Gene Locus
Group 3,hypothetical protein,gene747,SYNWH7803_RS03735,0.882353589323474,-0.195933787473128,0.231736877460818,-0.421160616439604,0.101255454431737,0.195236979783628,0.79568902214282,0.749849720865745,0.569406055776211,0.905397774546057,SynWH7803_0739,tier1:Gene Locus
Group 3,MarC family protein,gene615,SYNWH7803_RS03075,-0.556662644855742,-0.164179228810715,0.0830570210120756,-0.422934930864423,-0.46285966415619,0.403704551104091,0.810387698923474,0.902454090797036,0.53243400838168,0.500181910486904,SynWH7803_0608,tier1:Gene Locus
Group 3,anchor polypeptide LCM,gene2013,SYNWH7803_RS10000,0.465621855500208,-0.218103420697488,0.192080612374267,-0.423209403358183,-0.65868408261562,0.477459952126207,0.739512046438314,0.769421849497332,0.518985342639841,0.317185051630695,SynWH7803_2025,tier1:Gene Locus
Group 3,3-hydroxyacyl-[acyl-carrier-protein] dehydrataseFabZ,gene1944,SYNWH7803_RS09655,0.157928630652502,0.280849596561777,0.30656436006236,-0.423303838152566,-0.0224022895183438,0.829869595987809,0.717384970070064,0.688652604849865,0.556145556333726,1.0,SynWH7803_1957,tier1:Gene Locus
Group 3,sensor histidine kinase,gene1531,SYNWH7803_RS07615,-0.963072664729258,-1.17752507828997,-1.06964927393831,-0.424074358498649,-0.407848266808111,0.157064699318022,0.0926925586381611,0.120117188257043,0.540910442062831,0.570950646676184,SynWH7803_1546,tier1:Gene Locus
Group 3,ATP-dependent Clp protease proteolytic subunit,gene1747,SYNWH7803_RS08690,0.664928799622743,0.0947707071252546,0.10763617215256,-0.424800149701133,-0.867182819696839,0.315862844802245,0.892103064010648,0.872354477689782,0.529415742456027,0.204278317554093,SynWH7803_1763,tier1:Gene Locus
Group 3,hypothetical protein,gene970,SYNWH7803_RS04835,-0.964939777674485,-0.604962907245677,-0.570546510977048,-0.426076821220412,-0.775080101051164,0.144074360154756,0.358170002530096,0.385582986059065,0.51683384838379,0.240972309780722,SynWH7803_0983,tier1:Gene Locus
Group 3,calcium:proton antiporter,gene2518,SYNWH7803_RS12495,0.181996196979542,-0.518917889862578,0.122850763145818,-0.427745882755221,0.130332123661566,0.805926979927739,0.486983346811996,0.861610154223714,0.568243086572993,0.895587290458143,SynWH7803_2524,tier1:Gene Locus
Group 3,biopolymer transporter ExbD,gene714,SYNWH7803_RS03570,-0.545620294718483,-0.41959964302541,-0.563272592379407,-0.427745882755221,-0.489840474199137,0.441398891713306,0.581159439130227,0.435981381372949,0.568243086572993,0.52805546192532,SynWH7803_0707,tier1:Gene Locus
Group 3,phycobiliprotein lyase,gene482,SYNWH7803_RS02405,0.634181424146941,-0.466938216721952,0.569826307749132,-0.428254473546408,-0.0875204077607345,0.346942737198766,0.506660037334493,0.402480909991282,0.534014568417317,0.916938197426449,SynWH7803_0483,tier1:Gene Locus
Group 3,class I SAM-dependent methyltransferase,gene356,SYNWH7803_RS01780,-0.400224771470858,-1.33411565597479,-0.502624506508955,-0.428638436377998,-0.389360310267213,0.546195891641531,0.0529318684108129,0.455595471588331,0.528134879873955,0.570438329591272,SynWH7803_0361,tier1:Gene Locus
Group 3,glycine/betaine ABC transporter ATP-binding protein,gene357,SYNWH7803_RS01785,-0.923191111890073,-0.389899714353643,-0.800912715081631,-0.429006657514743,0.537971071917269,0.187320349999981,0.619249056693329,0.263997905194655,0.557400846379015,0.448646514259159,SynWH7803_0362,tier1:Gene Locus
Group 3,chloride channel protein,gene1096,SYNWH7803_RS05470,0.29842356085912,-0.314111040045214,0.167783045230255,-0.430714554875498,-0.235730799651317,0.656347037854694,0.645869371944586,0.802034563399562,0.53593288118162,0.748004021548749,SynWH7803_1110,tier1:Gene Locus
Group 3,hypothetical protein,gene1939,SYNWH7803_RS09630,-0.253836252057252,0.636625437144723,0.620133293953889,-0.430867964765325,-0.512814216770785,0.730928093251939,0.404264004551996,0.391180909705578,0.633647506365475,0.587167489398068,SynWH7803_1952,tier1:Gene Locus
Group 3,YggT family protein,gene1208,SYNWH7803_RS06020,-0.0556277851455426,-0.218351244385895,-0.0771456481154915,-0.432404015153444,-0.471236310179782,0.934920625834585,0.746314756840337,0.908334550043685,0.517857599379624,0.485666828150668,SynWH7803_1220,tier1:Gene Locus
Group 3,50S ribosomal protein L34,gene1885,SYNWH7803_RS12895,-0.522076961717519,-0.482891076334769,-0.739315886175143,-0.432826745055891,-0.15354976269477,0.442189772476693,0.485383848114849,0.284614606451892,0.533600897316454,0.84136600340178,SynWH7803_1898,tier1:Gene Locus
Group 3,photosystem I reaction center subunit PsaK,gene1212,SYNWH7803_RS06040,0.175500007755655,-0.508487280031901,-0.0305418503635871,-0.434987782359154,-0.403997156890124,0.788942161063862,0.439511983522674,0.963436313442453,0.508146640959351,0.539548670796621,SynWH7803_1224,tier1:Gene Locus
Group 3,hypothetical protein,gene507,SYNWH7803_RS02530,-1.30239659360853,-0.345568839596725,-1.40660148431055,-0.436160916225013,-1.23844427384735,0.0551664202447332,0.618431764371371,0.0406175921034581,0.526796231166348,0.0804751855736305,SynWH7803_0509,tier1:Gene Locus
Group 3,hypothetical protein,gene1331,SYNWH7803_RS06610,1.02455094458206,0.204511026414374,0.748032496999166,-0.438945059667044,0.402333863305323,0.123534071162666,0.762165361170537,0.260878481307716,0.515374173341574,0.550460895404859,SynWH7803_1348,tier1:Gene Locus
Group 3,hypothetical protein,gene623,SYNWH7803_RS03115,0.199283214274401,-0.36886843632846,-0.019731028209661,-0.439594293921395,-0.233204655395578,0.784623419536951,0.641364200625447,1.0,0.569044825505717,0.795885806414853,SYNWH7803_RS03115,locus_tag:Gene Locus
Group 3,hypothetical protein,gene183,SYNWH7803_RS00920,-1.00067107035107,-0.624983033813527,-1.22598940544765,-0.439670551431596,-1.11820310687282,0.132336714184431,0.346244290147424,0.0669342885507011,0.507740852412215,0.0979552648443593,SynWH7803_0191,tier1:Gene Locus
Group 3,CrcB family protein,gene143,SYNWH7803_RS00720,-0.994574768077088,-0.159356650634277,0.271382815372134,-0.440439892177413,-0.197180715816721,0.192230768533088,0.897075644207776,0.740515136398073,0.634719431438351,0.870304170880916,SynWH7803_0150,tier1:Gene Locus
Group 3,hypothetical protein,gene1740,SYNWH7803_RS08665,-0.0048649678003913,-0.145270410002362,-0.438440206336483,-0.44237010091334,-0.347307719487337,1.0,0.844494883644836,0.55234093087853,0.550599961809058,0.654113322416233,SynWH7803_1757,tier1:Gene Locus
Group 3,carbon-nitrogen hydrolase family protein,gene1019,SYNWH7803_RS05085,-0.187759481068331,-0.269749396631148,-0.508782789437825,-0.442387091100716,-0.0856062147287058,0.780154766959373,0.70217663239617,0.458380519094201,0.517930540673928,0.911195108425016,SynWH7803_1035,tier1:Gene Locus
Group 3,DUF2808 domain-containing protein,gene711,SYNWH7803_RS03555,1.09991487134019,-0.123227768088303,0.373756582387877,-0.443334596114073,0.13763675085136,0.111067023901443,0.889010217654243,0.620044551398835,0.549420565011581,0.903725458002251,SynWH7803_0704,tier1:Gene Locus
Group 3,cupin,gene354,SYNWH7803_RS01770,-0.361945256388245,-1.94364418230285,-0.684693080993979,-0.444317612917767,0.0819268826647436,0.644386013383589,0.036252812854663,0.388873200866784,0.623857187254585,0.938413094232316,SynWH7803_0359,tier1:Gene Locus
Group 3,D-alanine--D-alanine ligase,gene1739,SYNWH7803_RS08660,-0.269803466848485,-0.666041540278081,-0.161719818469502,-0.447695373323237,-0.0933511578358433,0.691613325871259,0.339193385255575,0.826053636867885,0.521024014911586,0.908572035056054,SynWH7803_1756,tier1:Gene Locus
Group 3,7-carboxy-7-deazaguanine synthase QueE,gene2455,SYNWH7803_RS12185,-0.170610766048239,-0.630802137988062,-1.30681256995561,-0.450942968979575,-0.216310138075123,0.814477586940568,0.426410008626094,0.0943374539840104,0.558577979784356,0.848324213942779,SynWH7803_2462,tier1:Gene Locus
Group 3,hypothetical protein,gene917,SYNWH7803_RS04575,-1.74632827279741,-0.571222722095822,-7.01715202747297,-0.451118809169151,0.913613009448327,0.0741359843367163,0.66273607407069,0.0010064092377774,0.683326794010689,0.343208477402314,SynWH7803_0926,tier1:Gene Locus
Group 3,hypothetical protein,gene67,SYNWH7803_RS00360,0.610061704874282,-0.275998322854351,0.193403113760977,-0.452392568743521,-0.0339158729153718,0.358959965490619,0.684337407569009,0.777031683396048,0.507555690958211,0.966034304527801,SynWH7803_0069,tier1:Gene Locus
Group 3,glycogen synthase,gene1010,SYNWH7803_RS05040,0.610769674753622,-0.397932683365017,-0.274742281359306,-0.452850027393827,-0.310966897198587,0.35792416857573,0.556307404923557,0.68431657805306,0.505424739097694,0.647537752896429,SynWH7803_1026,tier1:Gene Locus
Group 3,TolC family protein,gene2189,SYNWH7803_RS10865,-0.532633214306016,-0.281815025440169,-0.653620851035265,-0.453262047644897,-0.86365688639634,0.418122035665741,0.669425365767352,0.322067232393466,0.492140320599866,0.19410882068598,SynWH7803_2199,tier1:Gene Locus
Group 3,class I SAM-dependent methyltransferase,gene1332,SYNWH7803_RS06615,-0.570039490066754,-0.354354526108104,-0.710691885899268,-0.454590553751204,-0.455326838082544,0.399140984731125,0.602488562112287,0.304851351671477,0.510326804804066,0.520058121846137,SynWH7803_1349,tier1:Gene Locus
Group 3,protochlorophyllide oxidoreductase,gene676,SYNWH7803_RS03380,0.0181802420702941,-0.0581070424284729,0.324340485614867,-0.455221747320909,-0.527931062395274,0.979025662013782,0.939478820713827,0.629281149383647,0.495315435220946,0.436654427427076,SynWH7803_0669,tier1:Gene Locus
Group 3,transcriptional regulator,gene1860,SYNWH7803_RS09245,-1.31634795895205,-1.15334290473259,-0.800202651146014,-0.458021680501488,-0.736033658003532,0.0499568768360271,0.087025751215311,0.230251425880875,0.494714615598373,0.276967157745979,SynWH7803_1874,tier1:Gene Locus
Group 3,tRNA-Gly,gene43,SYNWH7803_RS00240,-1.96022517097294,-0.729564135465029,-1.61496515620229,-0.459811556391891,-1.21392312345238,0.0054749996640346,0.30483002391891,0.0239432435003549,0.520244540621905,0.101921072872055,,unresolved
Group 3,DNA-binding response regulator,gene892,SYNWH7803_RS04455,-1.24659665150221,-1.21056093178004,-1.46497610848148,-0.459944559153559,-0.596994915187609,0.0645722910709393,0.0756375684048098,0.0318963954664936,0.497493127830382,0.3821429358219,SynWH7803_0899,tier1:Gene Locus
Group 3,hypothetical protein,gene1028,SYNWH7803_RS05130,-1.87029584437528,-1.3940344179125,-1.27019584644807,-0.460245396091542,-0.263819953006844,0.0062036098595949,0.0403829119724796,0.059472929645181,0.492141308487794,0.696587911462363,SynWH7803_1044,tier1:Gene Locus
Group 3,MRP family ATP-binding protein,gene458,SYNWH7803_RS02285,0.26962882290695,-0.0408475518337507,0.180475703458954,-0.460290999839844,-0.12993743861306,0.691980534456347,0.960736035662592,0.790048172840128,0.501492471234906,0.8591199777169,SynWH7803_0460,tier1:Gene Locus
Group 3,hypothetical protein,gene1072,SYNWH7803_RS05355,0.892833946792948,-0.0037719378572008,1.14272215006053,-0.463273004887189,0.223428786862659,0.200666964122782,1.0,0.104120652588095,0.545784849645141,0.809097965111523,SynWH7803_1087,tier1:Gene Locus
Group 3,N-acetylmuramoyl-L-alanine amidase,gene1020,SYNWH7803_RS05090,-0.0048302458799958,-0.275689306226771,0.30584320600035,-0.465443409815977,0.126460010801716,1.0,0.696359236400492,0.657843994095315,0.503971641852424,0.853830916319406,SynWH7803_1036,tier1:Gene Locus
Group 3,oligoketide cyclase,gene1545,SYNWH7803_RS07685,-0.434359512504438,-0.345482993136669,-0.664612505170928,-0.466073064533048,-0.388284570307938,0.513204606965431,0.604938868662521,0.319866439137677,0.488168679571244,0.567972599135435,SynWH7803_1559,tier1:Gene Locus
Group 3,membrane protein,gene2441,SYNWH7803_RS12115,-1.40927593131583,-1.39099424293764,-0.311993916811897,-0.46653727703417,-1.15622679895093,0.0532185628151757,0.0837705156884286,0.694233631187894,0.56491494130131,0.17395066268291,SynWH7803_2448,tier1:Gene Locus
Group 3,chromosome segregation protein SMC,gene2108,SYNWH7803_RS10460,-0.796789017165071,-0.971095977310255,-0.968719461466367,-0.46659314971199,-0.0577718457822761,0.227930746817533,0.145444665401687,0.144821821292008,0.480294620886056,0.933338447557981,SynWH7803_2124,tier1:Gene Locus
Group 3,glucosamine-6-phosphate deaminase,gene1961,SYNWH7803_RS09740,-1.05632466432946,0.212683186772607,-0.214187286438457,-0.469603088701587,0.140078488201195,0.136401405266892,0.78975416640848,0.772519398111601,0.520510473740696,0.86314931183664,SynWH7803_1974,tier1:Gene Locus
Group 3,GMC family oxidoreductase,gene735,SYNWH7803_RS03675,0.0163730333353234,-0.854479678167365,-0.365913179578978,-0.469818035081286,-0.50811375850451,0.981920815967326,0.202428863324489,0.582530809065419,0.480008497846996,0.447158014302429,SynWH7803_0728,tier1:Gene Locus
Group 3,thioredoxin-dependent thiol peroxidase,gene2158,SYNWH7803_RS10710,-0.101339260899291,-0.685134559938685,-0.734394784242034,-0.47164412072605,-0.937553820878586,0.895316474053108,0.329962803134655,0.297389354337451,0.511619112477433,0.212838498376882,SynWH7803_2172,tier1:Gene Locus
Group 3,hypothetical protein,gene2143,SYNWH7803_RS10635,-0.801721045484856,-0.777232831404228,-1.30747522167579,-0.472277157321806,0.420972769791757,0.30833261434379,0.416921488110269,0.16744566951526,0.579400586227009,0.651530546873032,SynWH7803_2158,tier1:Gene Locus
Group 3,histidine kinase,gene1372,SYNWH7803_RS06815,-1.45014875514464,-0.439047620924589,-1.02173073255037,-0.474576856017486,-0.908566681740597,0.0332934857810622,0.52915637670073,0.13473644472501,0.490082373290544,0.19617264079344,SynWH7803_1386,tier1:Gene Locus
Group 3,hypothetical protein,gene91,SYNWH7803_RS00465,-2.88375242322746,-0.918582631661619,-1.31842722939405,-0.475447834373154,-1.60801963813729,4.62277346559386e-05,0.168932371857294,0.0497405479367472,0.472611726798457,0.0187745334528315,SYNWH7803_RS00465,locus_tag:Gene Locus
Group 3,hypothetical protein,gene671,SYNWH7803_RS03355,-1.01984416237456,-0.770182395876303,-1.09574356921688,-0.475515554406353,-0.454198119382546,0.143156594594163,0.291685565477114,0.122360930730826,0.496002861692458,0.533763983998326,SynWH7803_0664,tier1:Gene Locus
Group 3,phage holin family protein,gene2105,SYNWH7803_RS10445,0.638537261893122,-0.323474256892932,0.351913065664457,-0.476551242221939,-0.712631634257728,0.352019659217277,0.667151545012306,0.626529881514725,0.512406268210342,0.350466847332202,SynWH7803_2121,tier1:Gene Locus
Group 3,phosphate ABC transporter permease subunit PstC,gene1234,SYNWH7803_RS06130,-0.656550082550234,-0.5413489068612,-0.94036564103426,-0.476936348821401,-0.447468899114944,0.328309424161452,0.427600023271641,0.16610408531,0.486667746222551,0.519161285836346,SynWH7803_1245,tier1:Gene Locus
Group 3,FUSC family protein,gene1505,SYNWH7803_RS07485,-1.10576735487778,-0.862281416085822,-0.87965444612011,-0.476949910008022,-0.200090611468042,0.109108215892207,0.217986972611403,0.202087720381687,0.50084363479514,0.789028260551771,SynWH7803_1520,tier1:Gene Locus
Group 3,hypothetical protein,gene2213,SYNWH7803_RS10985,0.25935207787581,-0.36886843632846,0.236225256996177,-0.476973776118261,-0.348368768923968,0.713207462452697,0.641364200625447,0.746325819215268,0.514417427156782,0.688971709434302,SynWH7803_2222,tier1:Gene Locus
Group 3,B12-binding domain-containing radical SAM protein,gene2199,SYNWH7803_RS10915,0.457800897988796,-0.366777755712663,-0.183996874393627,-0.477013563215478,-0.550816942981664,0.485296268185396,0.577089493949785,0.779553712327755,0.468482912854762,0.403850448920291,SynWH7803_2208,tier1:Gene Locus
Group 3,hypothetical protein,gene846,SYNWH7803_RS04230,-0.804018888857142,-0.839243005888145,-0.812546112694398,-0.477987630872019,-0.635063902279615,0.230225143664468,0.22312016482376,0.230426672791131,0.482345053091659,0.361112336940159,SynWH7803_0844,tier1:Gene Locus
Group 3,hypothetical protein,gene1358,SYNWH7803_RS06745,0.370337920782246,0.652882889385465,0.212663108683161,-0.478639465168281,-0.853282241072695,0.574712338391,0.326925226468964,0.751345660533531,0.475030324272867,0.208125288939679,SynWH7803_1373,tier1:Gene Locus
Group 3,DUF4101 domain-containing protein,gene1712,SYNWH7803_RS08525,-0.385798216590083,-0.225110226182184,-0.45969358160111,-0.480305077921341,-0.251915260369347,0.561772215593806,0.737297787891315,0.493896768173492,0.477604129544646,0.71848899486067,SynWH7803_1733,tier1:Gene Locus
Group 3,hypothetical protein,gene2359,SYNWH7803_RS11705,-0.920856753437475,-1.0791085187702,-0.815146898307409,-0.480359596186366,0.468366199086236,0.189180970906303,0.153697647714477,0.260691831898282,0.521875584393845,0.516266566391843,SynWH7803_2367,tier1:Gene Locus
Group 3,NAD-dependent dehydratase,gene51,SYNWH7803_RS00280,0.380163062122631,-0.0433763543102108,0.236888911222664,-0.480776800311866,-0.789537920469247,0.562514893251139,0.948629221761675,0.718727514157483,0.46595262357064,0.234102034569887,SynWH7803_0053,tier1:Gene Locus
Group 3,NHLP bacteriocin system secretion protein,gene1508,SYNWH7803_RS07500,-0.689947100701118,-0.133482939889794,-0.62721758069367,-0.481421015058461,-0.611592767561178,0.297221315072334,0.843969493058212,0.347231420758178,0.471136780150043,0.365308220763871,SynWH7803_1523,tier1:Gene Locus
Group 3,DUF3007 domain-containing protein,gene739,SYNWH7803_RS03695,-0.822348868063679,-0.627158114229211,-0.945347024314384,-0.482757028498527,-0.952014936306673,0.245152868545534,0.420439081020512,0.193897768748205,0.520926957051066,0.229627569863434,SynWH7803_0731,tier1:Gene Locus
Group 3,galactose mutarotase,gene207,SYNWH7803_RS01035,0.346736806395505,-0.772357098262542,0.3501110093674,-0.486085024337983,-0.0750292954407365,0.609898550793478,0.269948348842043,0.61085082754691,0.485383848114849,0.920675507598374,SynWH7803_0213,tier1:Gene Locus
Group 3,hypothetical protein,gene630,SYNWH7803_RS03150,-1.1353930550767,-0.243259294452346,-0.716520629490706,-0.48675681407596,-0.95294103904395,0.0885398450914858,0.714479997843711,0.280357495992776,0.461822057487979,0.156130532011792,SynWH7803_0623,tier1:Gene Locus
Group 3,peptidase U32,gene1302,SYNWH7803_RS06465,-0.72339610360477,-0.573736346832753,-0.83797550962876,-0.487781145137053,-0.554517507896303,0.27404145190887,0.390387303502151,0.207214667725265,0.464444210317746,0.410441714936134,SynWH7803_1315,tier1:Gene Locus
Group 3,SulP family inorganic anion transporter,gene1711,SYNWH7803_RS08520,0.446475255511107,-0.0187725631370338,0.0184664139991172,-0.491050778644105,0.0471277270344385,0.516857017028897,0.982360439367867,0.985427058250825,0.499735724801812,0.956163411948085,SynWH7803_1732,tier1:Gene Locus
Group 3,EVE domain-containing protein,gene1973,SYNWH7803_RS09800,-0.170477138388653,-0.277559130951161,-0.735688766148245,-0.491522848257077,-1.17923930589897,0.807399622061294,0.702065147850554,0.294609389793499,0.500004958600079,0.109287659942551,SynWH7803_1985,tier1:Gene Locus
Group 3,hypothetical protein,gene1352,SYNWH7803_RS06715,0.566406381742652,-0.0748722197419938,0.64755369943861,-0.492070604702396,0.0082766109156083,0.425305331988954,0.957778204576815,0.374549581683952,0.561337939724119,1.0,SYNWH7803_RS06715,locus_tag:Gene Locus
Group 3,imidazole glycerol phosphate synthase subunit HisH,gene1579,SYNWH7803_RS07855,0.149232649882148,-0.341343555426341,0.167785172785611,-0.492606727639896,-0.461639510717567,0.825747389202737,0.619683134837578,0.807046070532248,0.470552540143952,0.501535303990524,SynWH7803_1593,tier1:Gene Locus
Group 3,sensor histidine kinase,gene284,SYNWH7803_RS01420,-1.60651826198182,-0.49195957445919,-1.28449046400167,-0.496757171815368,-0.963204766203827,0.0187496512553075,0.474303985448044,0.0621318417705956,0.463908707631217,0.172526311982854,SynWH7803_0290,tier1:Gene Locus
Group 3,carboxypeptidase,gene1303,SYNWH7803_RS06470,-0.19658017295749,-0.45682950046109,-0.455208844537394,-0.496806607131539,-0.587625828324555,0.767343457777934,0.495129337602745,0.494475033345121,0.457826597750372,0.385928789239065,SynWH7803_1316,tier1:Gene Locus
Group 3,hypothetical protein,gene1333,SYNWH7803_RS06620,-0.252295562536508,-0.419600044252335,-0.461441937834815,-0.496938867469511,-0.626286846946164,0.701925869296591,0.52561939862299,0.486053688559051,0.453089652512222,0.348475369640369,SynWH7803_1350,tier1:Gene Locus
Group 3,hypothetical protein,gene1668,SYNWH7803_RS08295,-0.134002396458894,0.40798692423888,-0.120135542549546,-0.497668723717003,1.27191614534721,0.909314911674813,0.876185567281955,1.0,0.700311134755203,0.180371559600513,SynWH7803_1685,tier1:Gene Locus
Group 3,tRNA-Lys,gene1370,SYNWH7803_RS06805,-1.8434275060297,0.558479865393256,-0.695813325145127,-0.497668723717003,0.281612841018836,0.091098217238373,0.66273607407069,0.580435588657284,0.700311134755203,1.0,,unresolved
Group 3,non-canonical purine NTP pyrophosphatase,gene271,SYNWH7803_RS01355,0.544141082895017,0.0855365286495822,0.343862251033933,-0.497677317344673,0.598285717749947,0.447061278173756,0.957778204576815,0.650614501708708,0.539497062588303,0.466498936409902,SynWH7803_0277,tier1:Gene Locus
Group 3,hypothetical protein,gene1400,SYNWH7803_RS12835,0.138183440072643,-1.11059961816839,-0.616141595493018,-0.497678498288655,-0.522770012803112,0.86016426280903,0.148108969058451,0.411579960418515,0.507364741594407,0.510498085994751,SynWH7803_1413,tier1:Gene Locus
Group 3,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,gene299,SYNWH7803_RS01495,0.266288018990741,0.340200022432266,0.259635687954484,-0.499602477917603,-0.66897625354642,0.687930454755378,0.607680297198608,0.695771963666803,0.456138554386016,0.323649127945864,SynWH7803_0304,tier1:Gene Locus
Group 3,ferredoxin:thioredoxin reductase,gene1981,SYNWH7803_RS09840,-0.225574783016441,-0.40071723064939,-0.693437554190539,-0.501084630070643,-0.397422395784927,0.737010147320481,0.558984357249282,0.307771551954793,0.461456485363753,0.570588831883956,SynWH7803_1993,tier1:Gene Locus
Group 3,Holliday junction branch migration DNA helicase RuvB,gene177,SYNWH7803_RS00890,-0.455601678043398,-0.562631144842666,-0.303389259354908,-0.501672088330888,-0.267313866857325,0.501595382172562,0.416263644373135,0.662714405277962,0.461139501684719,0.711113793713541,SynWH7803_0185,tier1:Gene Locus
Group 3,hypothetical protein,gene801,SYNWH7803_RS04005,-0.262574255221314,-0.634759629453567,-0.471410074215778,-0.503066249219939,-0.183046900280058,0.709933700424213,0.37951754466822,0.505457379073122,0.476916607549734,0.808010177206911,SynWH7803_0795,tier1:Gene Locus
Group 3,4-amino-4-deoxychorismate lyase,gene2463,SYNWH7803_RS12225,-0.613758410293347,0.300676515076371,-0.784880950693244,-0.503126219611343,0.18534672111155,0.434447960266992,0.742424992969694,0.356890529001561,0.573358601344709,0.86528368717308,SynWH7803_2471,tier1:Gene Locus
Group 3,hypothetical protein,gene1455,SYNWH7803_RS07240,-0.368895300980804,-0.322965341834829,-0.803552477776172,-0.504232260033108,-0.548448388127534,0.609951700835007,0.723264575325283,0.303973934218895,0.528051123827569,0.50264641587198,SynWH7803_1467,tier1:Gene Locus
Group 3,sporulation protein,gene1962,SYNWH7803_RS09745,-1.05504814932994,-0.936323267609345,-0.677205936186811,-0.50435656982436,-0.164879331740186,0.115419528646624,0.167547290410154,0.313603498618867,0.451664955312835,0.814962935368411,SynWH7803_1975,tier1:Gene Locus
Group 3,pentapeptide repeat-containing protein,gene2355,SYNWH7803_RS11685,-0.35878923858067,-0.484161697840094,-0.11218347790647,-0.504409663568242,-0.248885919785551,0.595306521689374,0.480548904161036,0.874073414224944,0.46596181268065,0.720582206747895,SynWH7803_2363,tier1:Gene Locus
Group 3,carbohydrate-selective porin OprB-like protein,gene1806,SYNWH7803_RS08975,-0.406709234742442,-0.513787830192138,-0.203651519499011,-0.506683072642474,-0.664942111606603,0.545274229250494,0.454360581325365,0.769612258771102,0.458325385049172,0.337269270213292,SynWH7803_1822,tier1:Gene Locus
