gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2785715373	701	25	299	12	270	4.8e-60	201.5	pfam00580	UvrD-helicase	271
2785715373	701	305	629	1	345	1.9e-46	157.1	pfam13361	UvrD_C	350
2785715374	262	60	206	2	138	6.9e-22	75.8	pfam01764	Lipase_3	140
2785715375	357	11	334	5	278	2.1e-36	124	pfam03747	ADP_ribosyl_GH	287
2785715376	362	34	158	2	120	5.6e-27	92.8	pfam01408	GFO_IDH_MocA	120
2785715376	362	166	288	2	123	1.1e-18	65.4	pfam22725	GFO_IDH_MocA_C3	124
2785715377	943	17	111	3	79	6.4e-08	30.6	pfam00989	PAS	113
2785715377	943	142	287	2	136	3.5e-10	38.2	pfam13185	GAF_2	136
2785715377	943	320	430	1	109	7.8e-16	56.3	pfam08448	PAS_4	110
2785715377	943	463	553	3	88	2.5e-16	57.7	pfam08447	PAS_3	89
2785715377	943	572	638	2	66	2.6e-17	60.6	pfam00512	HisKA	66
2785715377	943	684	797	1	109	1.2e-29	101	pfam02518	HATPase_c	111
2785715377	943	822	934	1	107	9.8e-23	78.4	pfam00072	Response_reg	111
2785715378	386	28	373	2	325	2.8e-46	156.1	pfam01594	AI-2E_transport	327
2785715379	722	67	166	2	106	9.4e-16	56.2	pfam07715	Plug	107
2785715379	722	237	688	8	436	3.7e-39	133.7	pfam00593	TonB_dep_Rec_b-barrel	436
2785715381	478	14	358	2	295	3.5e-48	162.9	pfam03929	PepSY_TM	295
2785715382	336	28	131	2	103	6.4e-15	53.3	pfam08240	ADH_N	104
2785715382	336	171	302	1	125	9.3e-31	104.4	pfam00107	ADH_zinc_N	129
2785715383	248	113	246	4	89	7.9e-13	46.6	pfam13098	Thioredoxin_2	104
2785715384	259	4	118	17	106	1.8e-12	45.1	pfam01790	LGT	240
2785715384	259	123	254	16	137	1.2e-16	58.8	pfam08534	Redoxin	148
2785715385	221	3	113	1	110	1.9e-25	87.2	pfam00072	Response_reg	111
2785715386	439	225	289	3	64	2.3e-14	51.2	pfam00512	HisKA	66
2785715386	439	334	436	8	108	8.3e-13	46.7	pfam02518	HATPase_c	111
2785715387	390	4	227	1	190	1.5e-17	61.7	pfam00108	Thiolase_N	260
2785715387	390	242	389	17	142	9.5e-35	117.4	pfam22691	Thiolase_C_1	144
2785715388	110	1	109	1	108	1.3e-29	100.7	pfam08921	DUF1904	108
2785715389	138	39	137	1	94	8.6e-20	69.2	pfam07876	Dabb	96
2785715391	289	3	252	3	222	4.5e-59	197.9	pfam00230	MIP	222
2785715393	147	12	146	1	130	1.5e-39	133.4	pfam19834	DUF6314	131
2785715394	628	127	602	16	436	3.4e-13	48.2	pfam00593	TonB_dep_Rec_b-barrel	436
2785715395	185	30	180	2	152	4.9e-49	164	pfam02659	Mntp	152
2785715396	185	27	178	1	152	3.3e-39	132.1	pfam07273	DUF1439	152
2785715397	567	35	532	18	463	7.5e-68	227.3	pfam02696	SelO	466
2785715398	418	52	188	1	127	3.8e-17	61	pfam01321	Creatinase_N	128
2785715398	418	195	402	2	208	1.4e-58	196.1	pfam00557	Peptidase_M24	208
2785715399	372	6	149	30	144	7.3e-11	39.7	pfam05221	AdoHcyase	299
2785715399	372	173	329	15	160	2.9e-36	123	pfam00670	AdoHcyase_NAD	162
2785715400	341	6	148	1	153	2.0e-19	67.8	pfam01548	DEDD_Tnp_IS110	155
2785715400	341	211	296	1	80	1.2e-24	84.4	pfam02371	Transposase_20	87
2785715401	134	30	125	61	161	1.2e-19	68.7	pfam00990	GGDEF	161
2785715403	310	151	301	201	341	4.9e-09	33.2	pfam03547	Mem_trans	343
2785715404	165	66	149	6	67	7.9e-09	33.7	pfam13442	Cytochrome_CBB3	68
2785715405	595	43	236	55	208	6.0e-21	73.1	pfam13360	PQQ_2	233
2785715405	595	471	556	3	70	1.4e-07	29.4	pfam13360	PQQ_2	233
2785715406	302	40	91	1	47	6.2e-11	40.1	pfam00497	SBP_bac_3	132
2785715408	327	60	153	251	331	1.2e-07	29.3	pfam21783	YNCE	339
2785715409	240	18	161	1	136	1.1e-32	111.4	pfam00005	ABC_tran	137
2785715410	260	4	224	6	210	7.0e-31	105.3	pfam01061	ABC2_membrane	211
2785715411	619	303	607	2	309	2.8e-109	363.1	pfam00883	Peptidase_M17	310
2785715412	306	50	273	1	200	1.8e-41	139.9	pfam12706	Lactamase_B_2	200
2785715413	251	12	225	2	208	8.6e-52	173.9	pfam03070	TENA_THI-4	210
2785715414	129	61	125	1	67	4.7e-18	63.3	pfam05402	PqqD	67
2785715415	386	25	129	14	82	2.3e-06	25.9	pfam13353	Fer4_12	137
2785715415	386	25	183	2	164	7.5e-32	108.7	pfam04055	Radical_SAM	166
2785715415	386	252	317	2	67	6.6e-11	40.3	pfam13186	SPASM	67
2785715416	606	26	153	31	129	1.3e-07	29.6	pfam00675	Peptidase_M16	149
2785715417	831	69	183	6	107	5.1e-12	44.2	pfam07715	Plug	107
2785715417	831	287	784	18	436	3.4e-34	117.4	pfam00593	TonB_dep_Rec_b-barrel	436
2785715420	219	4	117	1	110	4.8e-25	85.8	pfam00072	Response_reg	111
2785715420	219	152	208	2	56	1.7e-21	73.6	pfam00196	GerE	57
2785715421	837	94	150	1	35	4.9e-04	17.9	pfam13188	PAS_8	65
2785715421	837	214	269	2	32	7.9e-05	20.4	pfam13188	PAS_8	65
2785715421	837	330	439	2	109	7.3e-17	59.6	pfam08448	PAS_4	110
2785715421	837	475	539	1	66	4.5e-10	37.4	pfam00512	HisKA	66
2785715421	837	583	693	2	110	2.6e-21	74.1	pfam02518	HATPase_c	111
2785715421	837	720	832	4	110	2.8e-11	41.6	pfam00072	Response_reg	111
2785715422	396	50	248	2	189	2.7e-39	133	pfam08495	FIST	189
2785715422	396	250	380	1	130	2.0e-20	71.2	pfam10442	FIST_C	131
2785715423	702	481	528	2	47	3.4e-13	47.3	pfam12801	Fer4_5	48
2785715423	702	582	629	9	40	1.8e-04	19.4	pfam12801	Fer4_5	48
2785715424	505	27	493	1	460	0.0e+00	529.3	pfam00171	Aldedh	461
2785715425	225	3	115	1	111	8.2e-23	78.7	pfam00072	Response_reg	111
2785715425	225	145	200	2	47	7.2e-09	33.1	pfam00196	GerE	57
2785715426	419	214	279	1	67	1.6e-09	36.2	pfam07730	HisKA_3	68
2785715426	419	318	411	4	106	2.5e-08	32.3	pfam02518	HATPase_c	111
2785715427	438	29	134	2	102	2.3e-12	45.1	pfam13426	PAS_9	103
2785715427	438	150	259	7	109	9.2e-12	43.1	pfam08448	PAS_4	110
2785715427	438	268	436	4	148	4.1e-38	128.9	pfam00015	MCPsignal	172
2785715428	294	3	62	1	59	7.6e-13	46.2	pfam00126	HTH_1	60
2785715428	294	86	286	3	207	3.1e-33	112.9	pfam03466	LysR_substrate	209
2785715429	499	13	478	3	461	0.0e+00	446.3	pfam00171	Aldedh	461
2785715430	291	3	161	1	161	3.0e-52	174.8	pfam03446	NAD_binding_2	161
2785715430	291	163	290	1	120	1.5e-31	107.2	pfam14833	NAD_binding_11	122
2785715431	714	50	534	1	482	0.0e+00	626.8	pfam02028	BCCT	485
2785715432	202	141	194	2	47	7.9e-07	26.6	pfam08281	Sigma70_r4_2	54
2785715433	342	18	60	1	41	5.6e-08	30.5	pfam16220	DUF4880	43
2785715433	342	130	225	3	97	3.9e-20	70.1	pfam04773	FecR	97
2785715434	836	56	107	3	51	1.6e-10	38.6	pfam07660	STN	52
2785715434	836	138	249	2	107	2.5e-22	77.4	pfam07715	Plug	107
2785715434	836	344	806	13	436	2.0e-34	118.2	pfam00593	TonB_dep_Rec_b-barrel	436
2785715435	486	31	157	1	93	2.9e-15	54.6	pfam16656	Pur_ac_phosph_N	93
2785715435	486	166	371	2	191	8.0e-20	70	pfam00149	Metallophos	191
2785715436	299	3	62	2	60	8.8e-21	71.6	pfam00126	HTH_1	60
2785715436	299	86	293	2	207	4.0e-41	138.6	pfam03466	LysR_substrate	209
2785715437	377	13	376	1	347	4.8e-128	425	pfam01070	FMN_dh	350
2785715438	577	44	184	2	115	9.4e-10	36.3	pfam01565	FAD_binding_4	139
2785715438	577	276	565	1	290	0.0e+00	448.9	pfam09330	Lact-deh-memb	290
2785715439	225	157	213	2	56	2.7e-17	60.1	pfam00196	GerE	57
2785715440	253	43	253	2	208	1.9e-80	267	pfam03783	CsgG	210
2785715441	151	8	148	3	132	8.8e-25	85.3	pfam10614	CsgF	132
2785715442	130	28	129	2	105	1.9e-26	90.3	pfam10627	CsgE	105
2785715443	481	175	209	1	34	8.6e-07	26.8	pfam07012	Curlin_rpt	34
2785715443	481	198	231	1	34	1.5e-06	26	pfam07012	Curlin_rpt	34
2785715443	481	288	321	1	34	1.5e-05	22.8	pfam07012	Curlin_rpt	34
2785715445	839	20	111	8	81	4.5e-08	31.4	pfam22148	Fervidolysin_NPro-like	81
2785715445	839	157	440	2	273	2.0e-51	172.9	pfam00082	Peptidase_S8	288
2785715445	839	587	669	4	85	6.8e-21	72.2	pfam01483	P_proprotein	86
2785715445	839	675	757	14	84	1.6e-20	70.9	pfam18911	PKD_4	85
2785715446	218	3	115	1	110	4.7e-22	76.2	pfam00072	Response_reg	111
2785715446	218	141	197	2	56	8.1e-17	58.6	pfam00196	GerE	57
2785715447	521	10	293	7	298	2.8e-11	41	pfam05231	MASE1	299
2785715447	521	327	383	1	57	2.7e-08	32.2	pfam07730	HisKA_3	68
2785715447	521	424	521	3	109	3.4e-14	51.2	pfam02518	HATPase_c	111
2785715448	272	48	135	3	83	7.6e-09	33.6	pfam13899	Thioredoxin_7	83
2785715449	483	25	195	1	165	1.5e-49	165.9	pfam00270	DEAD	167
2785715449	483	229	338	2	110	4.4e-31	105.4	pfam00271	Helicase_C	110
2785715450	441	212	253	2	42	1.1e-05	23.3	pfam21088	MS_channel_1st	42
2785715450	441	254	322	2	68	1.9e-17	61.1	pfam00924	MS_channel_2nd	68
2785715450	441	329	419	3	88	4.0e-10	38	pfam21082	MS_channel_3rd	88
2785715452	766	91	417	12	236	6.0e-41	138.7	pfam00141	peroxidase	237
2785715452	766	422	731	3	236	4.4e-26	90.1	pfam00141	peroxidase	237
2785715453	198	9	198	4	175	1.4e-26	91.7	pfam13505	OMP_b-brl	175
2785715454	580	18	123	3	103	3.2e-15	54.2	pfam13426	PAS_9	103
2785715454	580	139	244	2	103	3.1e-14	51.1	pfam13426	PAS_9	103
2785715454	580	263	366	2	102	6.7e-18	62.8	pfam13426	PAS_9	103
2785715454	580	474	579	13	111	6.1e-33	112	pfam00015	MCPsignal	172
2785715455	738	132	159	1	24	4.2e-06	24.6	pfam00614	PLDc	28
2785715455	738	267	414	1	118	5.4e-12	43.7	pfam13091	PLDc_2	132
2785715455	738	558	675	1	121	2.9e-20	70.9	pfam09335	VTT_dom	123
2785715456	236	5	223	1	225	4.3e-21	73.6	pfam03372	Exo_endo_phos	225
2785715457	326	3	62	2	60	1.8e-19	67.4	pfam00126	HTH_1	60
2785715457	326	86	302	3	206	7.3e-23	79	pfam03466	LysR_substrate	209
2785715458	882	55	174	3	107	2.5e-18	64.5	pfam07715	Plug	107
2785715458	882	354	842	11	436	6.9e-29	99.9	pfam00593	TonB_dep_Rec_b-barrel	436
2785715459	273	12	268	2	237	5.7e-41	138.7	pfam01925	TauE	237
2785715460	391	49	378	3	360	4.2e-48	162.3	pfam00155	Aminotran_1_2	361
2785715461	121	5	116	1	107	1.8e-23	80.8	pfam00072	Response_reg	111
2785715462	194	10	46	1	36	3.4e-10	37.7	pfam04509	CheC	38
2785715462	194	64	161	6	81	2.2e-07	28.8	pfam13690	CheX	94
2785715463	442	310	418	2	110	1.3e-23	81.6	pfam02518	HATPase_c	111
2785715464	343	31	249	5	196	2.4e-29	100.6	pfam00753	Lactamase_B	196
2785715464	343	277	321	1	44	1.6e-15	54.5	pfam21221	B_lactamase-like_C	46
2785715465	767	84	286	63	242	1.1e-16	58.9	pfam03104	DNA_pol_B_exo1	242
2785715465	767	356	751	20	440	1.8e-34	117.2	pfam00136	DNA_pol_B	453
2785715466	192	139	159	5	22	5.2e-03	14.2	pfam13202	EF-hand_5	25
2785715467	579	36	430	2	384	2.0e-97	324.3	pfam00501	AMP-binding	384
2785715467	579	481	556	1	76	6.9e-16	56.9	pfam13193	AMP-binding_C	76
2785715473	154	74	143	1	70	8.5e-15	52.4	pfam00076	RRM_1	70
2785715474	437	58	177	3	117	1.4e-24	84.8	pfam18433	DUF5610	117
2785715474	437	199	294	20	108	3.2e-05	22.3	pfam14285	DUF4367	110
2785715475	365	8	364	2	357	0.0e+00	556.2	pfam05958	tRNA_U5-meth_tr	357
2785715476	198	14	60	1	43	2.9e-09	34.5	pfam00440	TetR_N	47
2785715476	198	84	192	3	105	6.7e-07	27.5	pfam21943	TetR_C_46	109
2785715477	375	34	265	6	239	1.7e-27	94.7	pfam00487	FA_desaturase	253
2785715478	473	14	333	1	291	4.0e-63	211.5	pfam07992	Pyr_redox_2	291
2785715478	473	353	465	1	109	6.8e-28	95	pfam02852	Pyr_redox_dim	110
2785715480	188	29	179	5	142	3.8e-25	86.6	pfam03167	UDG	142
2785715481	741	153	321	1	168	7.6e-51	170.7	pfam11849	DUF3369	168
2785715481	741	325	473	1	157	5.3e-18	63.2	pfam00990	GGDEF	161
2785715481	741	492	727	2	236	1.7e-68	228.5	pfam00563	EAL	236
2785715482	302	72	292	4	220	1.2e-64	216.1	pfam10987	DUF2806	221
2785715483	248	47	220	2	174	3.0e-57	191.4	pfam01507	PAPS_reduct	175
2785715484	573	71	139	9	68	1.1e-14	51.9	pfam03460	NIR_SIR_ferr	69
2785715484	573	171	332	2	156	5.4e-43	144.1	pfam01077	NIR_SIR	158
2785715484	573	351	419	5	68	4.7e-12	43.5	pfam03460	NIR_SIR_ferr	69
2785715485	607	72	203	1	143	3.8e-34	115.8	pfam00258	Flavodoxin_1	143
2785715485	607	237	432	4	222	5.1e-26	89.6	pfam00667	FAD_binding_1	222
2785715485	607	465	572	1	108	7.6e-18	63.1	pfam00175	NAD_binding_1	109
2785715487	330	2	330	10	330	0.0e+00	502.1	pfam10095	DUF2333	330
2785715489	66	7	65	1	57	1.3e-18	64.5	pfam04024	PspC	58
2785715490	222	2	222	1	218	2.1e-42	143.1	pfam04012	PspA_IM30	220
2785715492	338	11	327	2	308	1.6e-88	294.8	pfam01207	Dus	311
2785715494	588	479	575	2	81	3.0e-10	38.3	pfam00691	OmpA	98
2785715495	161	5	160	1	157	6.0e-31	105.1	pfam00071	Ras	162
2785715496	706	283	438	3	160	1.2e-28	97.9	pfam00990	GGDEF	161
2785715496	706	457	692	3	236	1.3e-74	248.4	pfam00563	EAL	236
2785715497	255	90	188	5	102	8.3e-19	65.7	pfam00665	rve	102
2785715497	255	195	248	4	49	9.7e-06	23.6	pfam13333	rve_2	56
2785715498	131	20	60	1	35	1.7e-06	26	pfam13518	HTH_28	52
2785715499	280	21	272	2	250	2.4e-64	215.4	pfam00756	Esterase	251
2785715500	304	73	230	3	122	1.7e-17	61.5	pfam01553	Acyltransferase	132
2785715501	297	75	230	4	122	3.5e-14	50.7	pfam01553	Acyltransferase	132
2785715502	445	193	262	1	67	5.1e-16	56.5	pfam00924	MS_channel_2nd	68
2785715504	276	32	260	1	228	3.6e-57	191.6	pfam11101	DUF2884	228
2785715505	270	5	210	90	217	3.4e-08	31.1	pfam01370	Epimerase	240
2785715506	473	5	130	1	117	4.0e-25	86.4	pfam00209	SNF	524
2785715506	473	136	470	179	482	4.7e-25	86.2	pfam00209	SNF	524
2785715507	241	3	202	2	192	5.6e-16	56.5	pfam00106	adh_short	195
2785715508	131	3	112	1	111	3.6e-30	103.5	pfam04134	DCC1-like	113
2785715509	181	6	159	2	152	5.6e-68	225.9	pfam01625	PMSR	153
2785715512	178	10	169	1	143	4.6e-24	83.2	pfam00258	Flavodoxin_1	143
2785715513	263	185	258	2	77	3.2e-26	89.2	pfam18796	LPD1	78
2785715514	136	8	135	3	127	2.7e-32	109.5	pfam02472	ExbD	128
2785715515	470	26	131	4	101	2.5e-15	55	pfam20597	pAdhesive_15	254
2785715515	470	120	420	27	247	9.7e-23	79.3	pfam20597	pAdhesive_15	254
2785715516	807	473	784	80	333	5.5e-39	132.2	pfam05420	BCSC_C	336
2785715517	368	1	364	6	338	3.6e-55	185.3	pfam01270	Glyco_hydro_8	341
2785715518	758	20	663	11	601	1.3e-64	216.5	pfam03170	BcsB	606
2785715519	741	244	472	2	183	2.2e-27	94.1	pfam13632	Glyco_trans_2_3	198
2785715519	741	580	681	1	99	5.8e-09	34.2	pfam07238	PilZ	102
2785715521	162	3	161	2	152	1.5e-26	91.1	pfam10688	Imp-YgjV	159
2785715522	272	17	150	37	132	4.6e-07	27.7	pfam01170	UPF0020	197
2785715523	207	8	171	1	108	9.8e-10	36.5	pfam13460	NAD_binding_10	184
2785715524	727	104	436	20	353	2.1e-101	337.1	pfam00930	DPPIV_N	354
2785715524	727	527	727	8	211	1.7e-56	189	pfam00326	Peptidase_S9	213
2785715525	124	2	122	1	120	4.2e-46	153.8	pfam08000	bPH_1	122
2785715526	992	564	713	16	161	8.5e-31	104.8	pfam00990	GGDEF	161
2785715526	992	734	976	3	236	5.3e-60	200.7	pfam00563	EAL	236
2785715527	346	17	307	3	295	1.3e-67	226.2	pfam00291	PALP	295
2785715528	566	85	564	2	472	1.3e-104	349.3	pfam07969	Amidohydro_3	472
2785715529	375	13	375	2	370	5.4e-31	105.9	pfam13520	AA_permease_2	427
2785715531	213	8	192	2	196	3.4e-38	129.5	pfam00753	Lactamase_B	196
2785715532	171	12	156	2	121	5.8e-18	63.4	pfam00903	Glyoxalase	121
2785715533	346	4	63	3	60	6.1e-19	65.7	pfam00126	HTH_1	60
2785715533	346	86	188	5	89	5.6e-11	40.2	pfam03466	LysR_substrate	209
2785715534	277	1	270	1	268	7.3e-109	360.8	pfam13230	GATase_4	272
2785715537	156	11	63	1	53	9.5e-22	75	pfam05360	YiaAB	53
2785715537	156	74	126	1	53	1.7e-17	61.4	pfam05360	YiaAB	53
2785715538	278	49	248	2	200	3.2e-54	181.4	pfam09916	DUF2145	200
2785715540	244	10	70	2	61	4.2e-07	28.1	pfam13443	HTH_26	63
2785715541	500	26	474	6	440	9.6e-119	395	pfam02133	Transp_cyt_pur	440
2785715542	772	44	153	3	106	4.1e-17	60.6	pfam07715	Plug	107
2785715542	772	298	735	16	436	1.8e-31	108.4	pfam00593	TonB_dep_Rec_b-barrel	436
2785715543	496	13	477	7	461	0.0e+00	462.2	pfam00171	Aldedh	461
2785715544	176	26	172	1	151	5.4e-36	122	pfam01613	Flavin_Reduct	153
2785715545	206	25	184	9	167	1.3e-11	42.9	pfam00881	Nitroreductase	167
2785715546	278	33	263	1	244	1.2e-22	78.7	pfam00561	Abhydrolase_1	245
2785715547	127	10	126	6	120	4.9e-34	114.9	pfam01042	Ribonuc_L-PSP	121
2785715548	244	37	235	1	175	6.1e-44	148.1	pfam00857	Isochorismatase	175
2785715549	362	1	323	1	307	2.2e-51	173	pfam00296	Bac_luciferase	314
2785715550	224	35	81	1	46	7.8e-14	49.2	pfam00440	TetR_N	47
2785715550	224	82	224	2	142	5.9e-55	183.1	pfam08362	TetR_C_3	143
2785715551	223	26	114	2	89	5.4e-17	59.5	pfam00027	cNMP_binding	89
2785715551	223	130	213	4	68	3.3e-07	28.1	pfam13545	HTH_Crp_2	70
2785715552	301	81	231	2	132	6.0e-22	76.4	pfam04116	FA_hydroxylase	132
2785715553	79	5	67	1	63	4.7e-36	120.8	pfam09905	VF530	63
2785715554	446	5	445	3	438	0.0e+00	464.5	pfam02447	GntP_permease	440
2785715555	172	6	141	1	121	1.1e-10	39.9	pfam13671	AAA_33	143
2785715556	335	10	55	2	46	4.6e-14	49.9	pfam00356	LacI	46
2785715556	335	175	335	2	166	7.8e-28	95.6	pfam13377	Peripla_BP_3	167
2785715557	296	52	230	6	196	1.2e-20	72.2	pfam00753	Lactamase_B	196
2785715558	82	10	71	1	61	5.1e-29	98.4	pfam07866	DUF1653	62
2785715559	357	7	154	1	148	4.2e-50	167.5	pfam00817	IMS	148
2785715559	357	179	230	1	53	7.3e-14	50	pfam21999	IMS_HHH_1	53
2785715559	357	240	352	1	107	3.7e-15	54.2	pfam11799	IMS_C	109
2785715560	80	1	80	13	76	8.0e-17	59.4	pfam03693	ParD_antitoxin	81
2785715561	99	4	94	2	88	2.3e-12	45.3	pfam05016	ParE_toxin	89
2785715562	77	22	64	1	43	1.0e-22	77.7	pfam04400	NqrM	43
2785715563	341	38	317	1	265	1.3e-93	311.3	pfam02424	ApbE	266
2785715564	410	39	118	2	76	3.6e-09	34.4	pfam00111	Fer2	77
2785715564	410	195	270	40	97	1.1e-09	36.5	pfam00970	FAD_binding_6	99
2785715564	410	280	390	1	106	1.4e-18	65.5	pfam00175	NAD_binding_1	109
2785715565	202	4	201	1	173	1.3e-55	186.1	pfam02508	Rnf-Nqr	174
2785715566	210	7	195	2	174	4.1e-59	197.5	pfam02508	Rnf-Nqr	174
2785715567	254	145	239	1	75	3.2e-15	54.5	pfam04205	FMN_bind	77
2785715568	400	40	393	3	295	4.1e-103	342.7	pfam03116	NQR2_RnfD_RnfE	296
2785715569	459	14	269	1	257	4.7e-111	368.3	pfam05896	NQRA	257
2785715569	459	274	324	1	49	2.9e-19	67.3	pfam11973	NQRA_SLBB	51
2785715570	392	2	80	1	79	4.7e-38	126.8	pfam12242	Eno-Rase_NADH_b	79
2785715570	392	82	317	1	236	4.1e-113	374.5	pfam12241	Enoyl_reductase	236
2785715570	392	323	386	1	64	4.0e-26	89.1	pfam07055	Eno-Rase_FAD_bd	64
2785715571	206	9	107	2	97	4.7e-27	92.7	pfam01346	FKBP_N	97
2785715571	206	112	202	3	94	1.5e-31	106.5	pfam00254	FKBP_C	94
2785715572	873	9	873	1	919	0.0e+00	1028.6	pfam00311	PEPcase	919
2785715573	312	1	145	1	141	2.5e-45	151.9	pfam00056	Ldh_1_N	141
2785715573	312	147	310	1	173	1.4e-46	156.6	pfam02866	Ldh_1_C	174
2785715574	154	4	74	2	68	3.4e-21	72.8	pfam01316	Arg_repressor	70
2785715574	154	81	149	1	67	3.9e-23	79	pfam02863	Arg_repressor_C	68
2785715575	227	21	225	13	159	9.3e-17	59.3	pfam01965	DJ-1_PfpI	165
2785715576	1069	32	114	1	82	5.9e-19	66.2	pfam13620	CarboxypepD_reg	82
2785715576	1069	138	242	22	105	7.2e-07	27.7	pfam07715	Plug	107
2785715577	297	94	230	79	159	3.7e-08	31	pfam12974	Phosphonate-bd	242
2785715579	207	6	194	1	195	1.8e-42	143.3	pfam00485	PRK	196
2785715580	403	5	78	1	73	1.7e-23	80.9	pfam01773	Nucleos_tra2_N	74
2785715580	403	88	188	2	101	2.6e-20	70.8	pfam07670	Gate	104
2785715580	403	191	397	1	213	5.3e-80	266	pfam07662	Nucleos_tra2_C	213
2785715581	279	3	111	16	97	5.0e-11	41.3	pfam14226	DIOX_N	117
2785715581	279	148	253	4	101	5.6e-20	69.5	pfam03171	2OG-FeII_Oxy	101
2785715582	385	234	267	2	34	4.0e-04	18.4	pfam13181	TPR_8	34
2785715582	385	312	381	1	58	1.7e-09	35.8	pfam14559	TPR_19	68
2785715583	168	38	161	2	123	7.7e-42	140.3	pfam02469	Fasciclin	123
2785715584	139	7	135	4	129	3.0e-21	73.9	pfam01124	MAPEG	129
2785715585	326	16	127	1	110	1.3e-25	87.7	pfam00072	Response_reg	111
2785715585	326	143	303	2	161	1.5e-40	136.6	pfam00990	GGDEF	161
2785715586	229	35	196	3	164	6.8e-12	44.2	pfam00929	RNase_T	164
2785715587	609	148	203	2	55	3.5e-12	44.5	pfam00571	CBS	57
2785715587	609	212	269	1	55	8.6e-12	43.2	pfam00571	CBS	57
2785715587	609	293	429	4	137	3.2e-35	119	pfam03445	DUF294	138
2785715587	609	464	604	2	145	3.2e-36	122.2	pfam10335	DUF294_C	145
2785715588	568	33	324	1	259	1.2e-37	127.7	pfam00474	SSF	406
2785715588	568	361	490	289	406	4.8e-16	56.6	pfam00474	SSF	406
2785715589	88	9	86	1	79	3.0e-35	118.4	pfam13937	DUF4212	79
2785715590	1147	616	730	1	114	1.3e-41	139.3	pfam12860	PAS_7	115
2785715590	1147	784	849	2	66	3.3e-10	37.8	pfam00512	HisKA	66
2785715590	1147	893	1001	2	110	1.2e-22	78.4	pfam02518	HATPase_c	111
2785715590	1147	1022	1135	1	110	3.6e-16	57.3	pfam00072	Response_reg	111
2785715591	207	104	171	2	62	3.1e-07	28.4	pfam00924	MS_channel_2nd	68
2785715592	301	1	94	1	94	2.5e-44	147.5	pfam18030	Rimk_N	94
2785715592	301	97	286	2	188	1.2e-68	228.3	pfam08443	RimK	188
2785715593	343	46	317	1	289	9.7e-59	196.9	pfam04952	AstE_AspA	290
2785715594	144	6	143	1	134	2.3e-33	113	pfam05618	Zn_protease	138
2785715596	214	4	116	2	110	3.3e-18	63.9	pfam00072	Response_reg	111
2785715596	214	148	204	2	57	1.1e-16	58.2	pfam00196	GerE	57
2785715597	648	24	81	1	55	2.3e-21	73.3	pfam16177	ACAS_N	55
2785715597	648	82	474	3	376	3.3e-88	294	pfam00501	AMP-binding	384
2785715597	648	531	609	1	76	1.3e-25	88	pfam13193	AMP-binding_C	76
2785715598	387	5	387	59	410	1.4e-28	98	pfam19577	DcaP	410
2785715599	382	30	174	2	105	3.9e-18	63.8	pfam02690	Na_Pi_cotrans	137
2785715599	382	216	343	1	107	1.1e-16	59.1	pfam02690	Na_Pi_cotrans	137
2785715600	350	15	344	2	288	4.6e-61	204.4	pfam00248	Aldo_ket_red	291
2785715602	825	139	450	1	281	7.0e-41	138.3	pfam00082	Peptidase_S8	288
2785715603	281	5	281	3	273	6.5e-73	243.2	pfam20396	DUF6689	275
2785715604	279	25	94	1	60	1.5e-10	39.4	pfam00498	FHA	67
2785715604	279	133	266	13	133	4.2e-11	41.5	pfam01590	GAF	133
2785715605	1052	35	264	1	191	8.0e-42	141.4	pfam00069	Pkinase	263
2785715605	1052	577	609	2	32	1.3e-05	23.1	pfam13431	TPR_17	34
2785715605	1052	668	740	2	75	1.9e-08	32.4	pfam13424	TPR_12	77
2785715606	229	43	102	1	66	1.4e-09	36.4	pfam07730	HisKA_3	68
2785715606	229	139	229	4	108	6.6e-12	43.8	pfam02518	HATPase_c	111
2785715607	209	5	117	1	111	2.0e-26	90.3	pfam00072	Response_reg	111
2785715607	209	146	202	1	57	2.1e-18	63.7	pfam00196	GerE	57
2785715609	815	139	461	1	276	5.7e-41	138.6	pfam00082	Peptidase_S8	288
2785715609	815	606	647	3	44	1.9e-05	22.5	pfam00395	SLH	44
2785715609	815	751	806	4	44	1.4e-03	16.6	pfam00395	SLH	44
2785715611	205	52	144	3	89	4.5e-17	60.4	pfam12796	Ank_2	90
2785715611	205	153	200	5	49	9.0e-07	27.1	pfam13637	Ank_4	50
2785715612	534	28	410	1	380	0.0e+00	547.2	pfam00199	Catalase	383
2785715612	534	435	497	5	63	1.6e-16	58.2	pfam06628	Catalase-rel	65
2785715614	450	35	438	2	514	2.3e-81	272.4	pfam05787	PhoX	515
2785715615	852	187	274	2	87	1.9e-08	32.5	pfam08447	PAS_3	89
2785715615	852	293	405	3	113	1.6e-16	58.3	pfam00989	PAS	113
2785715615	852	419	579	1	157	3.6e-21	73.6	pfam00990	GGDEF	161
2785715615	852	600	836	3	236	6.2e-62	207	pfam00563	EAL	236
2785715616	394	10	202	1	187	2.9e-64	214.1	pfam00009	GTP_EFTU	188
2785715616	394	225	294	1	73	6.7e-20	69.3	pfam03144	GTP_EFTU_D2	73
2785715616	394	298	393	1	105	2.3e-40	135.1	pfam03143	GTP_EFTU_D3	106
