Gene or region,New gene name,Function,Fourier,FDR,Peak,Peak R value,Cluster,Cluster membership score,"Cyanobase categories, main",Cyanobase sub-categories,Normalized,StdDev Norm,Normalized.1,StdDev Norm.1,Normalized.2,StdDev Norm.2,Normalized.3,StdDev Norm.3,Normalized.4,StdDev Norm.4,Normalized.5,StdDev Norm.5,Normalized.6,StdDev Norm.6,Normalized.7,StdDev Norm.7,Normalized.8,StdDev Norm.8,Normalized.9,StdDev Norm.9,Normalized.10,StdDev Norm.10,Normalized.11,StdDev Norm.11,Normalized.12,StdDev Norm.12,Normalized.13,StdDev Norm.13,Normalized.14,StdDev Norm.14,Normalized.15,StdDev Norm.15,Normalized.16,StdDev Norm.16,Normalized.17,StdDev Norm.17,Normalized.18,StdDev Norm.18,Normalized.19,StdDev Norm.19,Normalized.20,StdDev Norm.20,Normalized.21,StdDev Norm.21,Normalized.22,StdDev Norm.22,Normalized.23,StdDev Norm.23,Normalized.24,StdDev Norm.24,resolved_locus_tag,resolution_method
PMMIG_PMM1514_PMM1515,,lipA lipoic acid synthetase; Site-specific recombinase,5.654803558,0.587532895,15.2,0.33194686,,,,,1.0147442,0.024744507,1.1003107,0.24726988,0.9098871,0.011791035,1.0372972,0.023520378,1.0552367,0.18605465,0.9463728,0.08470484,1.1131984,0.25550607,1.123595,0.19218273,0.92157155,0.15003933,1.1004192,0.039950665,1.0092813,0.10235453,0.79035145,0.034612887,1.0526572,0.13989738,1.1113982,0.080894925,1.2285664,0.45264623,0.9552491,0.23353022,1.0923532,0.18597458,1.0348945,0.04642168,0.960121,0.024163276,0.907063,0.00684231,0.9773958,0.14878426,0.9820074,0.05300838,1.0198541,0.2188016,0.99948364,0.12789343,0.9268981,0.13257155,,unresolved
PMMIG_PMM1514_PMM1515,,lipA lipoic acid synthetase; Site-specific recombinase,8.947669934,0.252812626,15.8,0.522629589,,,,,1.0554823,0.23236191,0.9467566,0.09031748,1.1614654,0.06781372,1.0051819,0.010549676,1.0495826,0.09210808,1.0168753,0.01981339,1.0097156,0.059236087,1.1468412,0.27810463,1.092144,0.12379489,0.92415893,0.113146245,0.85154694,0.002852165,0.97655296,0.092446454,0.9833611,0.028441876,0.85829633,0.08491854,1.0754594,0.07947716,0.99633324,0.008343066,1.2819306,0.6439345,1.1818612,0.29335192,0.93623906,0.05104866,0.9256558,0.10628002,0.85292625,0.1506157,0.9637243,0.109075665,0.98510945,0.026016308,0.9645997,0.08416283,1.0772014,0.7154761,,unresolved
PMMIG_PMM1518_PMM1519,,conserved hypothetical proein; psaL Photosystem I PsaL protein (subunit XI),14.03551337,0.009236641,6.6,0.799257343,,,,,1.450763,1.541413,1.4122801,0.33940607,1.069595,0.02369082,1.1632022,0.7981992,0.6969709,0.020519864,0.457029,0.053350348,0.71974003,0.17345856,0.61823964,0.001910102,0.9832206,0.2027777,1.3076013,0.14297938,1.6746361,0.22537622,1.3962243,0.19388388,1.0960798,0.24273413,1.2454783,0.33640218,1.368402,0.040211953,1.1878408,0.097797096,0.52766424,0.001670638,0.3658782,0.005704678,0.7181712,0.31674513,0.6100081,0.072615534,0.92761534,0.020062072,1.569237,0.46403137,0.8266157,0.3044156,1.0254693,0.23516546,1.1305926,0.34688783,,unresolved
PMMIG_PMM1518_PMM1519,,conserved hypothetical proein; psaL Photosystem I PsaL protein (subunit XI),16.58485622,0.0,7.0,0.942714132,,,,,1.6425598,0.059529092,1.3774136,0.0653191,1.0030397,0.071539044,0.8949795,0.17314237,0.46086964,0.06481681,0.40259156,0.04304853,0.40741846,0.1287805,0.49045807,0.047995236,0.6378307,0.3046605,1.1178701,0.14450315,1.6649958,0.1010338,1.6682485,0.17124677,1.2502933,0.42307568,1.2228751,0.5091512,1.1420823,0.20100635,0.97720915,0.07950831,0.44366172,0.007986433,0.34376043,0.09809374,0.3777708,0.2670517,0.5686579,0.08326391,0.94433063,0.11651864,1.2511464,0.039592598,1.0005594,0.24492277,1.3753493,0.006381987,1.2179615,0.2976024,,unresolved
PMMIG_PMM1520_PMM1521,,psaI photosystem I subunit VIII (PsaI); possible Annexin,4.346441597,0.726878079,19.2,0.246842983,,,,,0.93486875,0.1112525,1.1869991,0.059990358,0.8550801,0.007935993,1.0744364,0.13832685,0.91487217,0.10800838,1.1198608,0.21623263,1.1374139,0.24995494,1.0916975,0.23323824,0.93239945,0.17295475,0.92266047,0.027008347,1.0370276,0.31694213,0.8927887,0.17145276,0.9540776,0.13991429,0.9446526,0.08390757,1.0854347,0.040415004,0.981757,0.08149958,1.0642741,0.20066302,1.0060211,0.18250918,1.0201476,0.25019166,0.98406553,0.04267706,1.0684308,0.074212626,1.079506,0.19429739,1.003681,0.1071244,1.1105942,0.09638678,0.98013073,0.004568819,,unresolved
PMMIG_PMM1520_PMM1521,,psaI photosystem I subunit VIII (PsaI); possible Annexin,5.493341284,0.604827136,13.8,0.323662743,,,,,0.8680314,0.024906138,1.0520961,0.06549156,1.1316904,0.06403259,1.0180689,0.06206958,1.289014,0.36262769,0.9656795,0.116158575,1.1490942,0.21468863,0.9291095,0.19756337,0.9515278,0.11655082,0.8682371,0.117052,0.82324916,0.013098699,1.1141597,0.12654151,0.89978343,0.28096578,1.0427109,0.113271676,1.1219493,0.06561633,1.0094653,0.066010445,0.84585905,0.019049583,0.8516931,0.0668802,1.0768121,0.08697385,0.7682881,0.07688288,1.2325613,0.38537666,0.8043849,0.043195415,0.9457236,0.20617557,0.78237385,0.020438198,1.0912324,0.061667234,,unresolved
PMMIG_PMM1522_PMM1523,,"Glycosyl transferase, family 2; psaB Photosystem I PsaB protein",8.06873433,0.335015175,21.6,0.460209238,,,,,1.216393,1.4997311,0.7936296,0.22684489,0.90547484,0.22010191,1.0233417,0.3808704,1.494019,0.6461782,0.82688826,0.20582274,1.6986586,0.5351013,1.2699726,1.2409616,0.9671001,0.07483084,0.7168969,0.08886375,1.2885555,0.902955,0.7822461,0.18168397,0.84777653,0.25844446,0.8070243,0.03678133,0.9832673,0.6259083,1.1409523,0.012993895,1.112577,0.14256132,1.0258491,0.36708978,1.3482909,0.38235292,1.0251204,0.1507398,1.2746936,0.797179,1.5225967,0.51743096,0.9902786,0.03959752,1.0554233,0.3653281,0.8001094,0.05607938,,unresolved
PMMIG_PMM1522_PMM1523,,"Glycosyl transferase, family 2; psaB Photosystem I PsaB protein",8.246621916,0.317791411,11.4,0.478370154,,,,,1.2281251,0.17884998,1.111136,0.17156912,1.5797578,0.3574545,1.1936542,0.4604988,1.4496051,0.42224774,1.097189,0.3043382,0.7101052,0.18581428,0.76271677,0.14482655,0.8405534,0.21354744,0.8458997,0.045886297,1.2454103,0.20110582,1.1267563,0.03397239,0.9807978,0.29770193,1.0623765,0.04896109,1.1628143,0.12905549,1.0576549,0.3276905,0.863059,0.2196596,0.9771471,0.23845504,0.99137545,0.12999071,0.95506257,0.18755212,0.95218176,0.034987815,0.9598162,0.022667965,0.754885,0.12855504,0.8443381,0.24024898,0.7813389,0.25843182,,unresolved
PMMIG_PMM1523_PMM1524,,psaB Photosystem I PsaB protein; psaA Photosystem I PsaA protein,9.233673523,0.227178852,19.6,0.523762887,,,,,0.8831874,0.25244826,0.87237346,0.01802079,1.0353642,0.16148524,1.4245925,1.1595821,1.2962023,0.4772355,1.327006,0.1925971,0.9238715,0.011501543,1.0241715,0.054009672,1.0591186,0.03572168,0.8405969,0.14608662,1.0537808,0.058401298,0.98426276,0.07666069,0.8183739,0.104736276,0.7170987,0.123972796,0.95310175,0.39550003,0.8972252,0.26736677,1.2613195,0.55389094,1.0434774,0.03757891,1.2615607,0.01345808,0.9192156,0.10020566,1.2454746,0.24740653,1.0656749,0.004303968,0.7307408,0.068683855,0.9028297,0.11452887,1.0436424,0.342879,,unresolved
PMMIG_PMM1523_PMM1524,,psaB Photosystem I PsaB protein; psaA Photosystem I PsaA protein,10.82230685,0.115212208,15.4,0.634243099,,,,,0.96780604,0.13605782,1.0253419,0.013451804,0.9443699,0.003848438,1.1406581,0.12177652,1.1510613,0.04403312,1.1119832,0.050431054,0.9225939,0.08972421,0.93860966,0.109884426,0.7890524,0.139607,0.8397326,0.10020325,1.0525306,0.08970804,0.9919793,0.010355501,0.9886567,0.14750916,0.9289157,0.1312745,1.0049462,0.039285507,1.2090914,0.049225926,1.1573035,0.11905908,1.1361201,0.074666716,1.0767361,0.111860484,0.9780984,0.02741556,1.0488391,0.08662744,1.0023711,0.04943986,0.88874197,0.043437842,0.916278,0.13089038,0.9376836,0.005286294,,unresolved
PMMIG_PMM1524_PMM1525,,psaA Photosystem I PsaA protein; cbiG/cobJ fusion bifunctional cbiH protien and PRECORRIN-3BC17-METHYLTRANSFERASE,4.338118014,0.727423823,16.0,0.252934378,,,,,1.1663266,0.4610343,0.9318262,0.09764544,0.96199715,0.023821011,0.9176813,0.15118925,1.0876131,0.13054188,0.9953234,0.27150586,1.0058442,0.036896415,1.1772369,0.38078365,0.9692584,0.043619845,0.9449153,0.10733941,1.0504502,0.08857977,0.909549,0.0617627,1.0840822,0.31963855,0.9553464,0.18048131,1.2163558,0.107870586,1.143922,0.09782627,1.1663842,0.1426378,1.053492,0.018122436,1.0303986,0.119330116,0.9161295,0.031071423,0.9974817,0.122003555,1.0441406,0.05976571,0.9049024,0.07538589,1.0042078,0.029654954,0.9586282,0.017748544,,unresolved
PMMIG_PMM1524_PMM1525,,psaA Photosystem I PsaA protein; cbiG/cobJ fusion bifunctional cbiH protien and PRECORRIN-3BC17-METHYLTRANSFERASE,7.096441297,0.431808435,14.0,0.418153733,,,,,0.97432077,0.1553907,1.0005512,0.039560948,0.87606233,0.11383971,1.1214148,0.048790246,1.020535,0.22549425,1.077415,0.01714261,1.0667084,0.034308128,1.0568595,0.026849333,0.9853048,0.00808588,1.0200922,0.020844499,1.0522387,0.0787057,1.0639749,0.030951783,1.0829582,0.2810298,0.9883436,0.01418109,1.1482015,0.06485495,1.0297619,0.11631781,1.0440462,0.12965159,0.9904138,0.03362565,0.92785174,0.03041258,0.8822743,0.09101308,0.9996827,0.12098236,1.0039932,0.003419128,0.90302783,0.121123075,0.9520789,0.037112653,0.9491151,0.029730782,,unresolved
PMMIG_PMM1525_PMM1526,,cbiG/cobJ fusion bifunctional cbiH protien and PRECORRIN-3BC17-METHYLTRANSFERASE; hisB putative imidazoleglycerol-phosphate dehydratase,2.429514286,0.903328551,23.2,0.140627179,,,,,1.1423059,0.0799119,0.8674585,0.074469656,1.0337367,0.05194827,0.9985033,0.3469074,1.3581214,0.11608696,0.890588,0.10625294,1.0895925,0.01907049,1.3612949,0.21219252,0.87045985,0.10065424,1.0287449,0.029582059,0.93271613,0.060384333,0.932279,0.021516485,0.9715927,0.042815067,0.9675024,0.2060132,0.97203386,0.06048061,0.94372004,0.14260618,0.84147227,0.039974492,1.0300909,0.002652305,0.93161684,0.11660407,0.85588133,0.22975956,1.0380301,0.42686522,1.0999964,0.07823887,0.8724249,0.09218819,0.89732355,0.078167,1.1647534,0.014606035,,unresolved
PMMIG_PMM1525_PMM1526,,cbiG/cobJ fusion bifunctional cbiH protien and PRECORRIN-3BC17-METHYLTRANSFERASE; hisB putative imidazoleglycerol-phosphate dehydratase,1.806196597,0.946284261,16.0,0.105366071,,,,,0.93245524,0.2648701,1.1157798,0.2131245,0.8455648,0.05547614,0.9681341,0.039537348,1.0214477,0.10929382,1.0867964,0.11169841,1.0077904,0.039720487,0.93718773,0.017462572,0.95141727,0.06092914,0.9197428,0.23645201,1.1078908,0.32042852,0.96489114,0.34034625,1.0110278,0.1950876,1.0008132,0.13082835,1.1645254,0.5636457,1.0112474,0.10022203,1.1368982,0.046222873,0.94070876,0.0732504,0.9976577,0.04032477,0.9846295,0.23227908,1.1480145,0.43377683,1.093909,0.041723855,1.054177,0.048266646,1.0371817,0.048430912,0.955416,0.1560051,,unresolved
PMMIG_PMM_tRNA-Ser1_PMM1527,,,6.057452984,0.543640646,20.8,0.343795763,,,,,1.2535039,0.2782766,0.7801632,0.018299894,0.9401338,0.0638397,0.8949684,0.05440795,0.9018394,0.21835099,0.97432125,0.12595391,1.2487195,0.36513162,1.0504131,0.05904464,1.1119825,0.32338414,0.87737805,0.040226933,1.2689121,0.11559571,0.8769106,0.1363835,1.0380013,0.28051955,0.7682865,0.021341443,1.3072467,0.25686094,1.0576997,0.3225657,1.3702061,0.04605115,0.93745637,0.073062964,1.3616599,0.566279,0.96091485,0.21822688,1.2161329,0.49320203,0.96513444,0.32610863,1.0052779,0.1812247,0.89250326,0.09936123,1.0739763,0.004264171,,unresolved
PMMIG_PMM_tRNA-Ser1_PMM1527,,,10.52939869,0.133858268,22.4,0.604630766,,,,,0.9681645,0.17705366,0.7783303,0.2534586,0.7133118,0.15447232,0.64631575,0.101700015,0.9325305,0.5675133,1.2906932,0.059249073,1.1542873,0.10411626,1.2218969,0.22230174,1.0660583,0.06695011,0.9553423,0.30863008,1.1812992,0.25811344,0.9845827,0.27618468,0.97412556,0.3603673,0.74273175,0.023556711,0.88485277,0.10246831,0.95101535,0.04860908,1.0567725,0.19703893,1.0404898,0.26597896,1.405806,0.20898123,0.82409793,0.001127091,1.549005,1.1268978,1.202761,0.24932837,0.9323097,0.111776456,0.98670316,0.12963939,0.9191593,0.3884794,,unresolved
PMMIG_PMM1527_PMM1528,,alr putative Alanine racemase; HNH endonuclease family protein,3.828244478,0.776426426,0.8,0.224670859,,,,,1.1431837,0.16163562,0.7872682,0.114944056,1.0915871,0.15916675,0.87611616,0.13808414,1.3463361,0.1831738,1.062739,0.12345741,1.2587988,0.6945766,0.95214236,0.20992154,0.9738998,0.11718865,0.90948224,0.13603854,1.1194934,0.42300013,0.8899453,0.04129448,1.2151151,0.2995049,0.9973447,0.07003633,1.0407877,0.07977389,0.85045785,0.07205554,1.0224986,0.047252204,0.7809463,0.1665259,1.0929775,0.031536117,0.9292052,0.08115948,1.1527905,0.3649589,0.9963362,0.18424425,1.1178154,0.012231178,1.0504874,0.013957677,0.9525324,0.48237616,,unresolved
PMMIG_PMM1527_PMM1528,,alr putative Alanine racemase; HNH endonuclease family protein,4.859404281,0.67445532,3.8,0.283901613,,,,,1.4461035,0.18448097,0.65426904,0.19135514,1.2099857,0.13142614,0.87705773,0.17684461,1.0794483,0.23657662,0.8822662,0.037547093,0.96466774,0.08850271,1.0109036,0.29962423,0.8929878,0.16468576,0.90341145,0.11739363,1.5068244,0.11169285,1.1493696,0.121088676,0.8685135,0.06408628,0.71956784,0.07062641,0.69819105,0.11369595,1.0703683,0.004182917,1.0714673,0.39614737,0.95610017,0.2551243,0.9056968,0.0261956,1.2829831,0.5462901,1.189715,0.2775661,0.9612466,0.40068704,0.92952937,0.062338665,1.1739471,0.23225364,1.7213525,0.27874357,,unresolved
PMMIG_PMM1529_PMM1530,,"prfA,sueB peptide chain release factor RF-1; rpl31, rpmE 50S ribosomal protein L31",4.007505561,0.758636364,2.8,0.235731891,,,,,1.6185938,1.698882,1.0064709,0.035632864,1.9365866,0.6492122,1.6754099,1.3088156,0.91326004,0.19656557,0.8532449,0.022390893,1.4038448,0.11271885,1.1205492,0.19397147,1.023862,0.3443491,1.0526307,0.06623221,0.87957734,0.019839782,1.782949,0.5983542,1.1204609,0.70552677,0.8209328,0.08565545,0.86061907,0.04788845,1.3019964,0.04740508,0.8051431,0.00611288,0.9037209,0.08971775,0.94114745,0.3797991,1.792122,0.19243613,1.1080575,0.36530524,1.1305014,0.20887624,0.99926615,0.49713886,1.0720035,0.35070524,0.7900937,0.088221684,,unresolved
PMMIG_PMM1529_PMM1530,,"prfA,sueB peptide chain release factor RF-1; rpl31, rpmE 50S ribosomal protein L31",15.76566639,0.000353357,2.8,0.927349084,,,,,1.299768,0.50186604,0.7719475,0.2900129,0.3153801,0.34402612,0.40407354,0.051554542,0.3057215,0.20650437,0.7543119,0.16207112,0.82567376,0.25060004,1.0658159,0.09413116,1.3287704,0.48421156,1.270202,0.41713172,1.7277577,0.16559951,1.4092952,0.30261275,1.1109346,0.5084025,0.78366643,0.47776416,0.77381694,0.034562156,0.796594,0.013307144,0.52926,0.2743619,0.7470723,0.16464688,0.8937195,0.37058792,1.1232901,0.62542,1.8732566,0.103891864,1.7403693,0.19112395,1.2997211,0.021965776,1.2981303,0.24344002,0.9755561,0.29084864,,unresolved
PMMIG_PMM1532_PMM1533,,"rpl13, rplM 50S ribosomal protein L13; truA tRNA pseudouridine synthase A",4.950986026,0.665322325,13.0,0.290789244,,,,,0.84948266,0.12417812,1.0945237,0.02066178,0.96355367,0.003832552,1.1880946,0.3142375,1.0670503,0.029916212,0.9454686,0.068559185,0.9782559,0.07756626,1.088309,0.1231839,0.844276,0.07456506,1.1171398,0.10468802,1.0789255,0.1403837,0.9821106,0.12710664,1.0121404,0.16438858,1.0052371,0.026218016,1.0429236,0.28373763,1.1321783,0.15623206,1.0496402,0.064391136,0.98119515,0.12836789,0.9836965,0.049158517,0.8459858,0.084164456,0.9854649,0.040128008,0.89326453,0.040830474,0.99748474,0.111940995,1.0060707,0.07964474,0.96922815,0.09410932,,unresolved
PMMIG_PMM1532_PMM1533,,"rpl13, rplM 50S ribosomal protein L13; truA tRNA pseudouridine synthase A",7.468495138,0.394478976,8.8,0.424147156,,,,,1.1158059,0.17311619,1.2238541,0.030802652,0.9779813,0.14609358,1.108149,0.16261666,1.2241666,0.52956164,0.89722955,0.06228336,0.91325104,0.10516469,0.92111754,0.040631007,0.85581905,0.058303032,0.9530087,0.075582646,0.9755907,0.32580322,0.9946568,0.09650852,1.0057895,0.12649313,1.2193379,0.066280045,0.98874205,0.042743377,0.8974387,0.015307973,1.08828,0.07713095,1.0365331,0.110705405,1.2117552,0.16119768,1.0020113,0.023734476,0.8766506,0.028596858,1.0520633,0.12901554,1.0060067,0.04903204,1.0561398,0.09980634,1.5016725,0.007948252,,unresolved
PMMIG_PMM1536_PMM1537,,"rps11, rpsK 30S ribosomal protein S11; rps13, rpsM 30S ribosomal protein S13",1.209149248,0.97527933,16.8,0.069991898,,,,,0.9342612,0.21287099,1.0833173,0.07920778,0.84666765,0.038020078,1.5215058,1.2942355,1.2999401,0.4163615,0.93721616,0.14771403,1.0753075,0.099861495,1.1669537,0.07355601,1.1082743,0.055407137,0.93551594,0.075535096,1.0794754,0.30535522,0.86596787,0.15549187,1.1281369,0.25175124,1.2766497,0.04191708,0.91730523,0.25016972,1.063572,0.1569973,0.98637104,0.009195901,0.9785373,0.016662212,0.9297728,0.17445125,1.3008127,0.38408208,0.8323192,0.020772545,0.960626,0.19397107,0.92819595,0.002538927,0.9614226,0.28575894,0.93264,0.16741017,,unresolved
PMMIG_PMM1536_PMM1537,,"rps11, rpsK 30S ribosomal protein S11; rps13, rpsM 30S ribosomal protein S13",14.69362281,0.004592315,3.2,0.862129463,,,,,1.2997669,0.501277,0.7848741,0.3433553,0.24456103,0.11559678,0.23901126,0.033607785,0.18108916,0.22731493,0.38555267,0.054857664,0.8339346,0.8113821,0.9195027,0.44765094,1.1736115,0.764367,1.4553378,0.8080166,1.5120533,0.02279201,1.4433235,0.34071797,0.9399995,0.97060645,0.89019877,0.7907387,0.74058264,0.21047668,0.7115675,0.040072404,0.24323246,0.16884187,0.3079243,0.06045096,0.8588231,0.52126396,1.541402,0.10389159,1.8114018,0.14239483,2.0212579,0.43878236,0.863821,0.9269781,1.4755837,0.057065126,1.2720778,0.44356936,,unresolved
PMMIG_PMM1538_PMM1539,,"rpmJ,rpl36 50S Ribosomal protein L36; adk Adenylate kinase",8.636818734,0.279873468,16.0,0.503886042,,,,,0.9285424,0.059776068,0.97366136,0.06758906,0.9737767,0.098041914,1.0302844,0.0594048,1.3480937,0.24021253,1.0703719,0.05435037,0.95583934,0.12669253,0.95844626,0.09358774,0.9259801,0.017577007,0.9840164,0.092157625,1.0678397,0.06689009,1.0454425,0.22030991,0.95305127,0.2146115,1.0314645,0.027701393,0.9246287,0.07553788,1.21444,0.33306554,1.0518587,0.04811635,1.0820544,0.15309983,1.0311388,0.05039758,1.0838498,0.063827954,1.0158271,0.13337977,0.8775109,0.053346504,0.8865283,0.02192741,0.9659667,0.015908921,0.82784504,0.048659164,,unresolved
PMMIG_PMM1538_PMM1539,,"rpmJ,rpl36 50S Ribosomal protein L36; adk Adenylate kinase",12.83172305,0.030085784,2.0,0.755913797,,,,,0.99140316,0.001438894,1.0415483,0.19208322,0.77342653,0.012176437,0.8354104,0.02131636,0.8977431,0.05749187,0.8076856,0.12225062,1.0786623,0.05235833,1.0096492,0.002930896,1.1904453,0.32010642,1.0348684,0.012536802,1.4238174,0.050090328,1.23379,0.3391723,1.0117637,0.37662348,0.94303924,0.01374099,0.87389725,0.092263825,0.8021254,0.07264423,0.69252425,0.09778906,0.8744494,0.29695612,1.2276204,0.68079036,1.323442,0.034581963,1.0921154,0.10700836,1.6978377,0.45574346,1.2014449,0.16536507,0.85175997,0.026443556,1.0636103,0.010272188,,unresolved
PMMIG_PMM1540_PMM1541,,"secY preprotein translocase SecY subunit; rpl15, rplO 50S ribosomal protein L15",11.78283686,0.067976633,0.6,0.690712162,,,,,0.83242995,0.024558946,0.80179757,0.14705944,0.94592,0.17791438,1.4568859,0.8856332,0.8298586,0.010377535,0.90824217,0.053065464,0.99408954,0.036220536,0.9956788,0.12207123,1.220273,0.14168279,1.1076387,0.09902395,1.1992011,0.15485552,0.92234623,0.036051635,0.9960719,0.08858673,0.99930125,0.08864941,0.93951017,0.1301108,0.92552835,0.07119414,0.8391302,0.012298722,0.91898906,0.015518366,1.4366854,0.000408,1.2492806,0.05868407,2.1741583,0.49556574,1.7753236,0.44267428,0.9758586,0.32297984,1.1860328,0.06839143,1.0529015,0.16736168,,unresolved
PMMIG_PMM1540_PMM1541,,"secY preprotein translocase SecY subunit; rpl15, rplO 50S ribosomal protein L15",15.52996754,0.000434153,3.6,0.908079678,,,,,1.1861813,0.37704444,0.95890737,0.101419464,0.31428406,0.014913247,0.23534961,0.1345886,0.18005842,0.17388806,0.41264108,0.0816894,0.52714425,0.30097505,0.8825545,0.15714142,1.1661369,0.3098018,1.3344055,0.2768484,2.0496683,0.2338026,1.8521665,0.62927586,1.3571199,0.61446136,1.1509577,0.4405838,0.81598157,0.12632182,0.65064377,0.11026725,0.46039677,0.057029057,0.5122516,0.036356665,1.0005563,0.36377656,1.369526,0.115418956,2.0853684,0.12223842,2.1673932,0.0801821,1.5913893,0.09695414,1.950771,0.23042788,1.4251176,0.61339563,,unresolved
PMMIG_PMM1546_PMM1547,,"rpl5, rplE 50S ribosomal protein L5; rpl24, rplX 50S ribosomal protein L24",12.20123905,0.051839276,0.4,0.713506191,,,,,1.7202215,1.8151919,0.70483375,0.4475248,0.89285475,0.20666115,0.72987205,0.07247028,0.66372585,0.20086966,0.9729524,0.31564492,1.6086546,0.5382416,1.8432488,0.58573294,1.8893579,0.7161403,1.2843183,0.006959419,1.4023423,0.21011299,0.89680105,0.017324908,0.937363,0.2819551,0.6122065,0.001002747,0.8011336,0.55481374,0.69848526,0.27060488,0.658491,0.38074332,0.70340675,0.22250785,1.4841295,0.002397487,1.1186597,0.11974256,2.0357285,0.4557009,1.5353974,0.06632148,0.78836834,0.11875905,0.7535784,0.24157071,1.1279045,0.5511398,,unresolved
PMMIG_PMM1546_PMM1547,,"rpl5, rplE 50S ribosomal protein L5; rpl24, rplX 50S ribosomal protein L24",14.96108368,0.002637131,3.6,0.875812098,,,,,1.1900042,0.012622952,0.9586758,0.1081256,0.61549044,0.047486186,0.3575159,0.008263643,0.28588793,0.09777815,0.46707854,0.033260804,0.7917634,0.18508995,1.2331381,0.04765441,1.361682,0.08308598,1.190662,0.02712174,1.1075101,0.17581357,1.1153189,0.079047374,1.0605333,0.07421368,1.1146152,0.120313175,0.7491952,0.06435942,0.55387837,0.08345721,0.44179192,0.07350313,0.48888585,0.1255205,0.80031073,0.002502018,0.9878723,0.035636816,1.1567508,0.18034169,1.2212217,0.08970178,1.0591949,0.017739424,1.0271605,0.0097477,0.942169,0.02430305,,unresolved
PMMIG_PMM1554_PMM1555,,"rps19, rpsS 30S Ribosomal protein S19; rpl2, rplB 50S ribosomal protein L2",13.68795273,0.014553314,1.2,0.80512547,,,,,1.2166321,0.36987394,1.0285648,0.3597837,0.8097998,0.1364842,0.73445505,0.06457721,0.8056867,0.022897964,0.8489814,0.08557269,1.0875219,0.42978242,1.3879812,0.5595981,1.2852015,0.35861325,1.2405893,0.025765795,1.6212218,0.14700793,1.1750028,0.63597906,0.80172104,0.080042504,1.0768851,0.091723375,0.71480525,0.001955323,0.91355205,0.07786273,0.9118586,0.21554932,0.86035067,0.1630033,1.0717115,0.50677484,1.7267815,0.72381634,1.3060163,0.3021215,1.1184325,0.3939428,1.1800693,0.000988,1.0634098,0.20513418,0.92323136,0.14671758,,unresolved
PMMIG_PMM1554_PMM1555,,"rps19, rpsS 30S Ribosomal protein S19; rpl2, rplB 50S ribosomal protein L2",15.45421504,0.000826446,3.0,0.908205794,,,,,1.093947,0.26750964,0.8920201,0.2416177,0.4059136,0.022855764,0.3275107,0.03510262,0.32916528,0.006299878,0.48440933,0.22136816,1.0728191,0.9423219,1.5866134,0.19534314,1.0435811,0.7407943,1.3347257,1.1555152,2.7048078,0.21865202,1.7286384,0.10519204,1.2921108,0.8298828,0.8251996,0.5874003,0.84459263,0.07407867,0.56999874,0.05248433,0.33967847,0.031635273,0.54634887,0.14009918,1.1702212,0.5893258,1.4449961,1.0021616,2.569848,0.21095394,2.633573,0.25884488,1.7556689,0.4446,1.9825058,0.26588115,1.5073878,0.7703022,,unresolved
PMMIG_PMM1558_PMM1559,,"rpl3, rplC 50S ribosomal protein L3; conserved hypothetical protein",9.674045833,0.192047884,1.2,0.569018513,,,,,1.0732132,0.21084477,0.89384276,0.059194256,1.208613,0.26348788,1.0173185,0.10906697,1.0149117,0.023402592,0.7714051,0.1518613,1.227412,0.2751844,1.2785465,0.26390612,1.3584654,0.3705639,1.0697451,0.20832081,1.2757235,0.31300202,0.9512156,0.069389164,0.99869716,0.28232792,0.8939842,0.00773585,0.88779485,0.35621765,0.7343239,0.07765201,0.7834344,0.23626083,0.8537359,0.039387546,1.0643957,0.08218029,1.1968391,0.3500416,1.4270641,0.39499658,1.0574439,0.23193751,1.0072489,0.07336365,0.9436612,0.041056804,1.0349787,0.1587111,,unresolved
PMMIG_PMM1558_PMM1559,,"rpl3, rplC 50S ribosomal protein L3; conserved hypothetical protein",14.30689585,0.007060755,2.8,0.84142906,,,,,1.1849267,0.15601817,0.93215054,0.07861082,0.7394895,0.024094336,0.45159853,0.073925644,0.26496035,0.081231736,0.56070185,0.057020493,1.2293313,0.004700487,1.6315935,0.15014818,1.3439097,0.01380469,1.2577263,0.02331242,1.2987453,0.016966047,1.2334144,0.05728373,0.9811948,0.15872027,0.96051973,0.005441864,0.64711165,0.04535592,0.3936662,0.013475276,0.3062948,0.087575994,0.4330667,0.11224179,0.87240815,0.028157,1.2194598,0.107444316,1.3579068,0.1460787,1.144495,0.059266455,1.1413822,0.022048295,0.99337304,0.02426437,0.94226843,0.11012715,,unresolved
PMMIG_PMM1560_PMM_tRNA-Gln1,,,4.922506027,0.668389347,1.8,0.290019077,,,,,0.9950425,0.035958067,1.0675831,0.009118581,1.0256498,0.13103887,0.9445229,0.035333242,0.9832073,0.007533318,0.9661777,0.2036548,1.0973582,0.10353568,0.9702624,0.025244888,0.9465011,0.093332775,1.1181775,0.059248473,1.0675145,0.17834519,1.052722,0.13774054,1.1568742,0.14326271,1.0138357,0.003968809,0.9780686,0.14056252,0.9350171,0.090833515,1.0161946,0.123726,1.015553,0.0240977,0.9540736,0.109368,1.0954592,0.19522764,1.0252198,0.09306472,1.0562079,0.03551271,0.92246544,0.012243724,0.96238565,0.04660669,0.92091006,0.102141045,,unresolved
