cds_fna_id	old_locus_tag	product
lcl|CP000111.1_cds_Pmt9312_0802_856	PMT9312_0802	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0803_857	PMT9312_0803	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0804_858	PMT9312_0804	1-(5-phosphoribosyl)-5-
lcl|CP000111.1_cds_Pmt9312_0805_859	PMT9312_0805	mRNA binding protein-like protein
lcl|CP000111.1_cds_Pmt9312_0806_860	PMT9312_0806	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
lcl|CP000111.1_cds_Pmt9312_0807_861	PMT9312_0807	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0808_862	PMT9312_0808	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0809_863	PMT9312_0809	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0810_864	PMT9312_0810	endonuclease III
lcl|CP000111.1_cds_Pmt9312_0811_865	PMT9312_0811	ATPase
lcl|CP000111.1_cds_Pmt9312_0812_866	PMT9312_0812	ferritin
lcl|CP000111.1_cds_Pmt9312_0813_867	PMT9312_0813	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0814_868	PMT9312_0814	putative transcriptional regulator, Crp/Fnr family
lcl|CP000111.1_cds_Pmt9312_0815_869	PMT9312_0815	Zn-ribbon protein
lcl|CP000111.1_cds_Pmt9312_0816_870	PMT9312_0816	ATPase
lcl|CP000111.1_cds_Pmt9312_0817_871	PMT9312_0817	rieske iron-sulfur protein 2Fe-2S subunit
lcl|CP000111.1_cds_Pmt9312_0818_872	PMT9312_0818	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0819_873	PMT9312_0819	S1 RNA binding domain-like protein
lcl|CP000111.1_cds_ABS83140.1_874	PMT9312_1864	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83141.1_875	PMT9312_1865	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0820_876	PMT9312_0820	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83142.1_877	PMT9312_1866	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0821_878	PMT9312_0821	BdrC3-like protein
lcl|CP000111.1_cds_Pmt9312_0822_879	PMT9312_0822	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0823_880	PMT9312_0823	hypothetical protein
lcl|CP000111.1_cds_ABS83143.1_881	PMT9312_1867	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0824_882	PMT9312_0824	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0825_883	PMT9312_0825	urea ABC transporter ATP-binding protein
lcl|CP000111.1_cds_Pmt9312_0826_884	PMT9312_0826	urea ABC transporter ATP-binding protein
lcl|CP000111.1_cds_Pmt9312_0827_885	PMT9312_0827	urea ABC transporter membrane protein
lcl|CP000111.1_cds_Pmt9312_0828_886	PMT9312_0828	urea ABC transporter membrane protein
lcl|CP000111.1_cds_Pmt9312_0829_887	PMT9312_0829	urea-binding protein
lcl|CP000111.1_cds_Pmt9312_0830_888	PMT9312_0830	urease accessory protein UreG
lcl|CP000111.1_cds_Pmt9312_0831_889	PMT9312_0831	urease accessory protein UreF
lcl|CP000111.1_cds_Pmt9312_0832_890	PMT9312_0832	urease accessory protein UreE
lcl|CP000111.1_cds_Pmt9312_0833_891	PMT9312_0833	urease accessory protein UreD
lcl|CP000111.1_cds_Pmt9312_0834_892	PMT9312_0834	urease, gamma subunit
lcl|CP000111.1_cds_Pmt9312_0835_893	PMT9312_0835	urease, beta subunit
lcl|CP000111.1_cds_Pmt9312_0836_894	PMT9312_0836	urease, Metallo peptidase, MEROPS family M38
lcl|CP000111.1_cds_Pmt9312_0837_895	PMT9312_0837	Vng0271c-like protein
lcl|CP000111.1_cds_Pmt9312_0838_896	PMT9312_0838	Alpha amylase, catalytic subdomain
lcl|CP000111.1_cds_Pmt9312_0839_897	PMT9312_0839	HAD-superfamily hydrolase YedP
lcl|CP000111.1_cds_Pmt9312_0840_898	PMT9312_0840	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0841_899	PMT9312_0841	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0842_900	PMT9312_0842	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0843_901	PMT9312_0843	Undecaprenyl-diphosphatase
lcl|CP000111.1_cds_Pmt9312_0844_902	PMT9312_0844	peptide methionine sulfoxide reductase
lcl|CP000111.1_cds_Pmt9312_0845_903	PMT9312_0845	ATPase
lcl|CP000111.1_cds_Pmt9312_0846_904	PMT9312_0846	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0847_905	PMT9312_0847	anthranilate phosphoribosyltransferase
lcl|CP000111.1_cds_Pmt9312_0848_906	PMT9312_0848	carbamoyl-phosphate synthase small subunit
lcl|CP000111.1_cds_Pmt9312_1812_907	PMT9312_1812	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0850_908	PMT9312_0850	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0851_909	PMT9312_0851	RNA methyltransferase TrmH, group 3
lcl|CP000111.1_cds_Pmt9312_0852_910	PMT9312_0852	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0853_911	PMT9312_0853	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A
lcl|CP000111.1_cds_Pmt9312_0854_912	PMT9312_0854	DNA polymerase III, alpha subunit
lcl|CP000111.1_cds_Pmt9312_0855_913	PMT9312_0855	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0856_914	PMT9312_0856	SSU ribosomal protein S15P
lcl|CP000111.1_cds_Pmt9312_0857_915	PMT9312_0857	Holliday junction DNA helicase subunit RuvA
lcl|CP000111.1_cds_Pmt9312_0858_916	PMT9312_0858	cAMP phosphodiesterases class-II-like protein
lcl|CP000111.1_cds_Pmt9312_0859_917	PMT9312_0859	integral membrane protein, DUF6
lcl|CP000111.1_cds_Pmt9312_0860_918	PMT9312_0860	DNA primase
lcl|CP000111.1_cds_Pmt9312_0861_919	PMT9312_0861	serine hydroxymethyltransferase-like protein
lcl|CP000111.1_cds_Pmt9312_0862_920	PMT9312_0862	DNA-directed DNA polymerase
lcl|CP000111.1_cds_Pmt9312_0863_921	PMT9312_0863	SOS response UmuD protein, Serine peptidase, MEROPS family S24
lcl|CP000111.1_cds_Pmt9312_0864_922	PMT9312_0864	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0865_923	PMT9312_0865	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0866_924	PMT9312_0866	dimethyladenosine transferase
lcl|CP000111.1_cds_Pmt9312_0867_925	PMT9312_0867	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
lcl|CP000111.1_cds_Pmt9312_0868_926	PMT9312_0868	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0869_927	PMT9312_0869	pyruvate dehydrogenase E1 beta subunit
lcl|CP000111.1_cds_Pmt9312_0870_928	PMT9312_0870	protein-export membrane protein SecD
lcl|CP000111.1_cds_Pmt9312_0871_929	PMT9312_0871	protein translocase subunit secF
lcl|CP000111.1_cds_Pmt9312_0872_930	PMT9312_0872	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0873_931	PMT9312_0873	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0874_932	PMT9312_0874	photosystem II reaction center Psb28 protein-like protein
lcl|CP000111.1_cds_Pmt9312_0875_933	PMT9312_0875	Rhodanese-like protein
lcl|CP000111.1_cds_Pmt9312_0876_934	PMT9312_0876	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0877_935	PMT9312_0877	putative anti-sigma regulatory factor (serine/threonine protein kinase)
lcl|CP000111.1_cds_Pmt9312_0878_936	PMT9312_0878	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0879_937	PMT9312_0879	generic methyl-transferase
lcl|CP000111.1_cds_Pmt9312_0880_938	PMT9312_0880	L-glutamine synthetase
lcl|CP000111.1_cds_Pmt9312_0881_939	PMT9312_0881	alanine-glyoxylate aminotransferase apoenzyme
lcl|CP000111.1_cds_Pmt9312_0882_940	PMT9312_0882	tRNA-adenosine deaminase
lcl|CP000111.1_cds_Pmt9312_0883_941	PMT9312_0883	pyridoxal-dependent decarboxylase family protein
lcl|CP000111.1_cds_ABS83144.1_942	PMT9312_1868	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0884_943	PMT9312_0884	Small GTP-binding protein domain
lcl|CP000111.1_cds_Pmt9312_0885_944	PMT9312_0885	signal peptidase II, Aspartic peptidase, MEROPS family A08
lcl|CP000111.1_cds_Pmt9312_0886_945	PMT9312_0886	biotin synthase
lcl|CP000111.1_cds_Pmt9312_0887_946	PMT9312_0887	ABC transporter-like protein
lcl|CP000111.1_cds_Pmt9312_0888_947	PMT9312_0888	pyruvate kinase
lcl|CP000111.1_cds_Pmt9312_0889_948	PMT9312_0889	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0890_949	PMT9312_0890	conserved hypothetical membrane protein
lcl|CP000111.1_cds_Pmt9312_0891_950	PMT9312_0891	condensin subunit ScpB
lcl|CP000111.1_cds_Pmt9312_0892_951	PMT9312_0892	L-threonine ammonia-lyase
lcl|CP000111.1_cds_Pmt9312_0893_952	PMT9312_0893	1-deoxy-D-xylulose-5-phosphate synthase
lcl|CP000111.1_cds_Pmt9312_0894_953	PMT9312_0894	photosystem I PsaK protein (subunit X)
lcl|CP000111.1_cds_Pmt9312_0895_954	PMT9312_0895	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0896_955	PMT9312_0896	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0897_956	PMT9312_0897	alkyl hydroperoxide reductase/thiol specific antioxidant/mal allergens family protein
lcl|CP000111.1_cds_Pmt9312_0898_957	PMT9312_0898	LSU ribosomal protein L28P
lcl|CP000111.1_cds_Pmt9312_0899_958	PMT9312_0899	heat shock protein HtpG
lcl|CP000111.1_cds_Pmt9312_0900_959	PMT9312_0900	histidyl-tRNA synthetase-like protein
lcl|CP000111.1_cds_Pmt9312_0901_960	PMT9312_0901	myo-inositol-1(or 4)-monophosphatase-like protein
lcl|CP000111.1_cds_Pmt9312_0902_961	PMT9312_0902	ferredoxin, petF-like protein
lcl|CP000111.1_cds_Pmt9312_0903_962	PMT9312_0903	molecular chaperone DnaK, heat shock protein HSP70
lcl|CP000111.1_cds_Pmt9312_0904_963	PMT9312_0904	Heat shock protein DnaJ-like protein
lcl|CP000111.1_cds_Pmt9312_0905_964	PMT9312_0905	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0906_965	PMT9312_0906	Peptidylprolyl isomerase
lcl|CP000111.1_cds_Pmt9312_0907_966	PMT9312_0907	GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase
lcl|CP000111.1_cds_Pmt9312_0908_967	PMT9312_0908	N-acetyl-gamma-glutamyl-phosphate reductase
lcl|CP000111.1_cds_Pmt9312_0909_968	PMT9312_0909	formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase
lcl|CP000111.1_cds_Pmt9312_0910_969	PMT9312_0910	glucose-6-phosphate isomerase
lcl|CP000111.1_cds_Pmt9312_0911_970	PMT9312_0911	leucyl-tRNA synthetase
lcl|CP000111.1_cds_Pmt9312_0912_971	PMT9312_0912	diaminopimelate epimerase
lcl|CP000111.1_cds_Pmt9312_0913_972	PMT9312_0913	cysteine desulfurase (class-V aminotransferase family)-like protein
lcl|CP000111.1_cds_Pmt9312_0914_973	PMT9312_0914	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0915_974	PMT9312_0915	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4)-like protein
lcl|CP000111.1_cds_Pmt9312_0916_975	PMT9312_0916	Phosphopantetheine adenylyltransferase
lcl|CP000111.1_cds_Pmt9312_0917_976	PMT9312_0917	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0918_977	PMT9312_0918	Excinuclease ABC subunit C
lcl|CP000111.1_cds_Pmt9312_0919_978	PMT9312_0919	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0920_979	PMT9312_0920	Phosphoesterase PHP-like protein
lcl|CP000111.1_cds_Pmt9312_0921_980	PMT9312_0921	cobaltochelatase CobN subunit
lcl|CP000111.1_cds_Pmt9312_0922_981	PMT9312_0922	branched chain amino acid aminotransferase apoenzyme
lcl|CP000111.1_cds_Pmt9312_0923_982	PMT9312_0923	methionine synthase (B12-dependent)
lcl|CP000111.1_cds_Pmt9312_0924_983	PMT9312_0924	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0925_984	PMT9312_0925	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0926_985	PMT9312_0926	ATP adenylyltransferase-like protein
lcl|CP000111.1_cds_Pmt9312_0927_986	PMT9312_0927	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0928_987	PMT9312_0928	putative transcriptional regulator, CopG family
lcl|CP000111.1_cds_Pmt9312_0929_988	PMT9312_0929	carboxylesterase-like protein
lcl|CP000111.1_cds_Pmt9312_0930_989	PMT9312_0930	phenylalanyl-tRNA synthetase beta subunit
lcl|CP000111.1_cds_Pmt9312_0931_990	PMT9312_0931	LSU ribosomal protein L33P
lcl|CP000111.1_cds_Pmt9312_0932_991	PMT9312_0932	SSU ribosomal protein S18P
lcl|CP000111.1_cds_Pmt9312_0933_992	PMT9312_0933	putative ribonuclease II
lcl|CP000111.1_cds_Pmt9312_0934_993	PMT9312_0934	methionyl-tRNA synthetase
lcl|CP000111.1_cds_Pmt9312_0935_994	PMT9312_0935	SMC domain N terminal domain-like protein
lcl|CP000111.1_cds_Pmt9312_0936_995	PMT9312_0936	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0937_996	PMT9312_0937	fusion glycoprotein F0-like protein
lcl|CP000111.1_cds_Pmt9312_0938_997	PMT9312_0938	adenosylcobinamide kinase
lcl|CP000111.1_cds_Pmt9312_0939_998	PMT9312_0939	putative tRNA/rRNA methyltransferase (SpoU family)
lcl|CP000111.1_cds_Pmt9312_0940_999	PMT9312_0940	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0941_1000	PMT9312_0941	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83145.1_1001	PMT9312_1869	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83146.1_1002	PMT9312_1870	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0942_1003	PMT9312_0942	hypothetical protein
lcl|CP000111.1_cds_ABS83147.1_1004	PMT9312_1871	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83148.1_1005	PMT9312_1872	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0943_1006	PMT9312_0943	influenza RNA-dependent RNA polymerase-like protein
lcl|CP000111.1_cds_ABS83149.1_1007	PMT9312_1873	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83150.1_1008	PMT9312_1874	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0944_1009	PMT9312_0944	thioredoxin peroxidase
lcl|CP000111.1_cds_Pmt9312_0945_1010	PMT9312_0945	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0946_1011	PMT9312_0946	ATP-dependent metalloprotease FtsH
lcl|CP000111.1_cds_Pmt9312_0947_1012	PMT9312_0947	LSU ribosomal protein L32P
lcl|CP000111.1_cds_Pmt9312_0948_1013	PMT9312_0948	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0949_1014	PMT9312_0949	putative CbbY
lcl|CP000111.1_cds_Pmt9312_0950_1015	PMT9312_0950	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0951_1016	PMT9312_0951	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0952_1017	PMT9312_0952	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0953_1018	PMT9312_0953	RNA binding S1
lcl|CP000111.1_cds_Pmt9312_0954_1019	PMT9312_0954	uncharacterized secreted protein
lcl|CP000111.1_cds_Pmt9312_0955_1020	PMT9312_0955	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0956_1021	PMT9312_0956	Mg-protoporphyrin IX monomethyl ester (oxidative) cyclase
lcl|CP000111.1_cds_Pmt9312_0957_1022	PMT9312_0957	microcin-processing peptidase 2, Unknown type peptidase, MEROPS family U62
lcl|CP000111.1_cds_Pmt9312_0958_1023	PMT9312_0958	modulator of DNA gyrase-like protein
lcl|CP000111.1_cds_Pmt9312_0959_1024	PMT9312_0959	methionyl-tRNA formyltransferase
lcl|CP000111.1_cds_Pmt9312_0960_1025	PMT9312_0960	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0961_1026	PMT9312_0961	transcription-repair coupling factor
lcl|CP000111.1_cds_ABS83151.1_1027	PMT9312_1875	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0962_1028	PMT9312_0962	nucleoside diphosphate kinase-like protein
lcl|CP000111.1_cds_Pmt9312_0963_1029	PMT9312_0963	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0964_1030	PMT9312_0964	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0965_1031	PMT9312_0965	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0966_1032	PMT9312_0966	2-octaprenyl-6-methoxyphenol 4-monooxygenase
lcl|CP000111.1_cds_Pmt9312_0967_1033	PMT9312_0967	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0968_1034	PMT9312_0968	dihydrodipicolinate reductase
lcl|CP000111.1_cds_Pmt9312_0969_1035	PMT9312_0969	cobaltochelatase CobN subunit
lcl|CP000111.1_cds_Pmt9312_0970_1036	PMT9312_0970	Dihydropteroate synthase
lcl|CP000111.1_cds_Pmt9312_0971_1037	PMT9312_0971	triosephosphate isomerase
lcl|CP000111.1_cds_Pmt9312_0972_1038	PMT9312_0972	RNA-binding S4
lcl|CP000111.1_cds_Pmt9312_0973_1039	PMT9312_0973	ATPase
lcl|CP000111.1_cds_Pmt9312_0974_1040	PMT9312_0974	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0975_1041	PMT9312_0975	carbamoyl-phosphate synthase large subunit
lcl|CP000111.1_cds_Pmt9312_0976_1042	PMT9312_0976	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0977_1043	PMT9312_0977	Iojap-related protein
lcl|CP000111.1_cds_Pmt9312_0978_1044	PMT9312_0978	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0979_1045	PMT9312_0979	asparaginase
lcl|CP000111.1_cds_ABS83152.1_1046	PMT9312_1876	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0980_1047	PMT9312_0980	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0981_1048	PMT9312_0981	ATPase
lcl|CP000111.1_cds_Pmt9312_0982_1049	PMT9312_0982	putative multidrug efflux ABC transporter
lcl|CP000111.1_cds_Pmt9312_0983_1050	PMT9312_0983	conserved membrane protein, multidrug efflux associated
lcl|CP000111.1_cds_Pmt9312_0984_1051	PMT9312_0984	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0985_1052	PMT9312_0985	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0986_1053	PMT9312_0986	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0987_1054	PMT9312_0987	HNH nuclease
lcl|CP000111.1_cds_ABS83153.1_1055	PMT9312_1877	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0988_1056	PMT9312_0988	ATP synthase protein 8-like protein
lcl|CP000111.1_cds_ABS83154.1_1057	PMT9312_1878	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0989_1058	PMT9312_0989	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0990_1059	PMT9312_0990	josephin-like protein
lcl|CP000111.1_cds_ABS83155.1_1060	PMT9312_1879	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0991_1061	PMT9312_0991	putative purine phosphoribosyltransferase related protein
lcl|CP000111.1_cds_Pmt9312_0992_1062	PMT9312_0992	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0993_1063	PMT9312_0993	SSU ribosomal protein S21P
lcl|CP000111.1_cds_Pmt9312_0994_1064	PMT9312_0994	Helix-hairpin-helix DNA-binding, class 1
lcl|CP000111.1_cds_Pmt9312_0995_1065	PMT9312_0995	uridine kinase
lcl|CP000111.1_cds_Pmt9312_0996_1066	PMT9312_0996	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0997_1067	PMT9312_0997	paired amphipathic helix repeat-like protein
lcl|CP000111.1_cds_Pmt9312_0998_1068	PMT9312_0998	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0999_1069	PMT9312_0999	conserved hypotheticcal protein
lcl|CP000111.1_cds_Pmt9312_1000_1070	PMT9312_1000	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1001_1071	PMT9312_1001	Acetyltransferase, GNAT family
lcl|CP000111.1_cds_Pmt9312_1002_1072	PMT9312_1002	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83156.1_1073	PMT9312_1880	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1003_1074	PMT9312_1003	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83157.1_1075	PMT9312_1881	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1004_1076	PMT9312_1004	protein of unknown function DUF67
lcl|CP000111.1_cds_Pmt9312_1005_1077	PMT9312_1005	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1006_1078	PMT9312_1006	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1007_1079	PMT9312_1007	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1008_1080	PMT9312_1008	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1009_1081	PMT9312_1009	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1010_1082	PMT9312_1010	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1011_1083	PMT9312_1011	Peptidase M, neutral zinc metallopeptidase, zinc-binding site
lcl|CP000111.1_cds_Pmt9312_1012_1084	PMT9312_1012	photosystem II reaction center N protein-like protein
lcl|CP000111.1_cds_Pmt9312_1013_1085	PMT9312_1013	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1014_1086	PMT9312_1014	formate-dependent phosphoribosylglycinamide formyltransferase
lcl|CP000111.1_cds_Pmt9312_1015_1087	PMT9312_1015	Legume lectins alpha domain-like protein
lcl|CP000111.1_cds_Pmt9312_1016_1088	PMT9312_1016	glutathione peroxidase
lcl|CP000111.1_cds_Pmt9312_1017_1089	PMT9312_1017	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1018_1090	PMT9312_1018	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1019_1091	PMT9312_1019	Dihydrouridine synthase TIM-barrel protein nifR3
lcl|CP000111.1_cds_Pmt9312_1020_1092	PMT9312_1020	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83158.1_1093	PMT9312_1882	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1021_1094	PMT9312_1021	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1022_1095	PMT9312_1022	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1023_1096	PMT9312_1023	4-hydroxybenzoyl-CoA thioesterase family active site
lcl|CP000111.1_cds_Pmt9312_1024_1097	PMT9312_1024	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1025_1098	PMT9312_1025	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83159.1_1099	PMT9312_1883	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1027_1100	PMT9312_1027	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83160.1_1101	PMT9312_1885	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1028_1102	PMT9312_1028	virion host shutoff protein-like protein
lcl|CP000111.1_cds_Pmt9312_1029_1103	PMT9312_1029	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83161.1_1104	PMT9312_1886	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83162.1_1105	PMT9312_1887	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83163.1_1106	PMT9312_1888	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83164.1_1107	PMT9312_1889	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1030_1108	PMT9312_1030	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1031_1109	PMT9312_1031	gram-negative pili assembly chaperone-like protein
lcl|CP000111.1_cds_Pmt9312_1032_1110	PMT9312_1032	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83165.1_1111	PMT9312_1890	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1033_1112	PMT9312_1033	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1034_1113	PMT9312_1034	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1035_1114	PMT9312_1035	lactate/malate dehydrogenase, alpha/b-like protein
lcl|CP000111.1_cds_Pmt9312_1036_1115	PMT9312_1036	putative stress-induced protein OsmC
lcl|CP000111.1_cds_ABS83166.1_1116	PMT9312_1891	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1037_1117	PMT9312_1037	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1038_1118	PMT9312_1038	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83167.1_1119	PMT9312_1892	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83168.1_1120	PMT9312_1893	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1039_1121	PMT9312_1039	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83169.1_1122	PMT9312_1894	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1040_1123	PMT9312_1040	ABC transporter component, possibly Mn transport
lcl|CP000111.1_cds_Pmt9312_1041_1124	PMT9312_1041	putative ferric uptake regulator, FUR family
lcl|CP000111.1_cds_Pmt9312_1042_1125	PMT9312_1042	ATPase
lcl|CP000111.1_cds_Pmt9312_1043_1126	PMT9312_1043	ABC transporter, substrate binding protein, possibly Mn
lcl|CP000111.1_cds_Pmt9312_1044_1127	PMT9312_1044	cobalamin synthesis protein/P47K
lcl|CP000111.1_cds_Pmt9312_1045_1128	PMT9312_1045	WD-40 repeat-containing protein
lcl|CP000111.1_cds_ABS83170.1_1129	PMT9312_1896	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1046_1130	PMT9312_1046	DNA gyrase/topoisomerase IV, subunit-like protein
lcl|CP000111.1_cds_Pmt9312_1047_1131	PMT9312_1047	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1048_1132	PMT9312_1048	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83171.1_1133	PMT9312_1897	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1049_1134	PMT9312_1049	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1050_1135	PMT9312_1050	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1051_1136	PMT9312_1051	Transglutaminase-like protein
lcl|CP000111.1_cds_Pmt9312_1052_1137	PMT9312_1052	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1053_1138	PMT9312_1053	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1054_1139	PMT9312_1054	lipoprotein-like protein
