ID,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,day2_LFC,day2_pvalue,day2_padj,day4_LFC,day4_pvalue,day4_padj,day5_LFC,day5_pvalue,day5_padj
1_500_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,eno,Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis,G,"ENO1_2_3, eno; enolase 1/2/3 [EC:4.2.1.11]",K01689,0.254402782,0.558795973,0.994079333,-0.299403666,0.401305131,1,-0.131418182,0.01638392,0.085871014
1_501_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Septum formation initiator,D,,,-0.473923859,0.852387916,0.994079333,-0.527383595,0.044151763,1,-0.212177354,1,1
1_502_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,pdhA,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),C,"PDHA, pdhA; pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]",K00161,0.162407283,0.716143575,0.994079333,-0.185870966,0.641769615,1,-0.03972591,0.216802286,0.444275153
1_503_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,pdhB,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),C,"PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",K00162,0.743952315,0.067024207,0.994079333,-0.205665024,0.560851961,1,-0.186848387,0.00787326,0.058556547
1_504_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,pdhC,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),C,"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]",K00627,1.521743172,0.368781792,0.994079333,-0.442657098,0.27891921,1,-0.102210659,0.056758168,0.178697977
1_505_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,lpD,"COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes",C,"DLD, lpd, pdhD; dihydrolipoyl dehydrogenase [EC:1.8.1.4]",K00382,1.07981532,0.117584576,0.994079333,-0.487870855,0.171163574,1,-0.401504611,0.015221957,0.081219418
1_506_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,lipA,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",H,"lipA, LIAS, LIP1, LIP5; lipoyl synthase [EC:2.8.1.8]",K03644,-0.142725472,0.802731129,0.994079333,-0.648326096,0.051672348,1,-0.266617464,0.013031862,0.074740847
1_507_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2867 Oligoketide cyclase lipid transport protein,I,COQ10; coenzyme Q-binding protein COQ10,K18588,-1.444944314,0.117278748,0.994079333,-0.421994477,0.098482742,1,-0.418599003,0.001549755,0.025666013
1_508_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the CinA family,S,pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42],K03743,0.241825803,0.688128664,0.994079333,-0.082850341,0.697400031,1,0.237579126,0.188678663,0.402183466
1_509_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,pgpA,Lipid phosphatase which dephosphorylates phosphatidylglycerophosphate (PGP) to phosphatidylglycerol (PG),I,pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27],K01095,0.316124561,0.650581815,0.994079333,0.134961444,0.654630576,1,0.049937463,1,1
1_51_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Malonyl-CoA decarboxylase N-terminal domain,G,MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9],K01578,1.317323514,0.240576735,0.994079333,0.091560058,0.747363362,1,0.152760828,1,1
1_510_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Peptidase family M23,M,,,-2.114996311,0.046986784,0.994079333,-0.154041245,0.707457827,1,-0.198796927,1,1
1_511_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Integral membrane protein CcmA involved in cell shape determination,M,,,-1.141292148,0.125936834,0.994079333,-0.182125426,0.690446448,1,0.115664128,1,1
1_512_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,hydrolase (HAD superfamily),S,E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2],K01560,-0.79002788,0.202147083,0.994079333,-0.250157916,0.458572108,1,-0.14174159,0.769073295,1
1_513_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains),M,slt; peptidoglycan lytic transglycosylase [EC:4.2.2.29],K08309,0.283750638,0.50728922,0.994079333,0.013816391,0.948061973,1,0.140717642,0.008375374,0.060375877
1_514_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,dapA,Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA),E,dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],K01714,-0.097106642,0.850465206,0.994079333,0.136523265,0.50951604,1,-0.01623134,0.429521357,0.753056924
1_515_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,smpB,"the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA",O,smpB; SsrA-binding protein,K03664,-0.225896119,0.640221394,0.994079333,-0.042504406,0.899599375,1,-0.02213433,1,1
1_516_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2041 Sulfite oxidase and related enzymes,S,,,0.412716415,0.563920582,0.994079333,0.025500098,0.917125833,1,-0.040464138,0.253292876,0.500852091
1_517_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the glutathione peroxidase family,O,"gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]",K00432,0.723127264,0.310284817,0.994079333,-0.165423609,0.597011321,1,0.219720081,0.005706387,0.048964065
1_518_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,recQ,DNA helicase,L,recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4],K03654,-0.235084504,0.84336142,0.994079333,0.39818266,0.193591763,1,-0.204499874,0.082540159,0.226007851
1_519_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Uracil-DNA glycosylase,L,udg; uracil-DNA glycosylase [EC:3.2.2.27],K21929,-0.244981976,0.91352923,0.995973464,-0.554804048,0.163408003,1,-0.375754151,0.023462328,0.105675547
1_52_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG1593 TRAP-type C4-dicarboxylate transport system, large permease component",G,,,1.434717314,0.524389868,0.994079333,0.207730486,0.620209641,1,-0.091003829,0.192781732,0.408972673
1_520_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,NYN domain,S,,,-1.521015101,0.09304077,0.994079333,0.256377453,0.618800815,1,-0.150481523,0.048372604,0.162178703
1_521_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,folK,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)",H,folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3],K00950,0.07074822,0.869288659,0.994079333,-0.141522916,0.409631206,1,-0.011902437,0.559945886,0.934291731
1_522_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,rpoZ,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,K,rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],K03060,-0.658902255,0.182614705,0.994079333,-0.311607877,0.386545638,1,-0.297106528,1,1
1_523_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,relA,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,KT,"spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",K01139,-0.132580067,0.752518805,0.994079333,-0.07437588,0.708592197,1,0.016923661,1,1
1_524_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Uncharacterized protein conserved in bacteria (DUF2062),S,K09928; uncharacterized protein,K09928,-0.458013013,0.314071936,0.994079333,0.080833934,0.651819253,1,-0.237987605,1,1
1_525_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,pdxJ,Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate,H,pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2],K03474,0.07899794,0.917339298,0.99615697,-0.047811111,0.786628141,1,0.027653898,0.329739203,0.613100229
1_526_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,acpS,Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein,I,acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7],K00997,0.682949121,0.764279114,0.994079333,0.387770059,0.289667128,1,-0.330413753,1,1
1_527_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,lepB,Belongs to the peptidase S26 family,U,lepB; signal peptidase I [EC:3.4.21.89],K03100,-0.169448016,0.846032253,0.994079333,0.424047481,0.100035334,1,0.051204622,0.250078094,0.496183465
1_528_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,rnc,"Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism",J,"rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]",K03685,-0.952627261,0.098495396,0.994079333,-0.022846563,0.904097985,1,-0.081480355,0.217144787,0.444772426
1_529_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,era,"An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism",S,"era, ERAL1; GTPase",K03595,-0.691900416,0.15647868,0.994079333,-0.204254209,0.418963114,1,-0.04598697,1,1
1_53_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG3090 TRAP-type C4-dicarboxylate transport system, small permease component",G,,,1.772529887,0.440293816,0.994079333,0.455454353,0.458349117,1,0.364176492,1,1
1_530_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-1.733966386,0.061689247,0.994079333,-0.419557872,0.239593422,1,-0.326881686,0.080762083,0.223406637
1_531_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-1.292823273,0.082717571,0.994079333,-0.374928857,0.262814723,1,-0.356256804,0.012553248,0.074512463
1_532_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,recO,Involved in DNA repair and RecF pathway recombination,L,recO; DNA repair protein RecO (recombination protein O),K03584,-0.102132617,0.951710334,0.99615697,-0.228869366,0.204501296,1,-0.473565245,1,1
1_533_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,parC,Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule,L,parC; topoisomerase IV subunit A [EC:5.6.2.2],K02621,0.463941694,0.55811015,0.994079333,0.142204848,0.50685446,1,-0.06516329,1,1
1_534_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG4665 TRAP-type mannitol chloroaromatic compound transport system, small permease component",Q,,,-0.102767025,0.878884596,0.994079333,-0.086834608,0.693107055,1,-0.17265666,0.0178274,0.09017135
1_535_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG4664 TRAP-type mannitol chloroaromatic compound transport system, large permease component",Q,,,0.699277943,0.758882695,0.994079333,-0.025932678,0.887651708,1,0.274715982,0.002984403,0.035360412
1_536_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Part of the tripartite ATP-independent periplasmic (TRAP) transport system,Q,,,0.425455095,0.485102689,0.994079333,0.288407606,0.224021259,1,0.556816993,0.003751076,0.039511931
1_537_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ate,May conjugate Arg from its aminoacyl-tRNA to the N- termini of proteins containing an N-terminal aspartate or glutamate,O,bpt; leucyl-tRNA---protein transferase [EC:2.3.2.29],K21420,-0.022505639,0.976501909,0.999384167,-0.089775051,0.858546723,1,-0.17172141,0.121702511,0.296437772
1_538_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,motB,Membrane MotB of proton-channel complex MotA/MotB,N,motB; chemotaxis protein MotB,K02557,0.003385751,0.996668259,1,-0.257366413,0.23432636,1,0.320498172,0.002729898,0.033876594
1_539_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,motA,MotA/TolQ/ExbB proton channel family,N,motA; chemotaxis protein MotA,K02556,-0.691815135,0.146043097,0.994079333,-0.040406527,0.837736552,1,0.486548716,1,1
1_54_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component",G,,,0.324256075,0.533219318,0.994079333,-0.046772951,0.82082142,1,-0.040270473,1,1
1_540_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-0.711113684,0.198363074,0.994079333,-0.35284269,0.280427626,1,0.27604731,1,1
1_541_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,1.111389991,0.529440901,0.994079333,-0.775238774,0.008560904,1,0.078641669,1,1
1_542_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ilvA,"Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA",E,"E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]",K01754,0.602471505,0.676174073,0.994079333,-0.378300936,0.111675032,1,-0.197998339,0.062243234,0.190021712
1_543_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-2.120632824,0.0657421,0.994079333,-0.209156588,0.680434388,1,-0.48156841,1,1
1_544_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,betB,Belongs to the aldehyde dehydrogenase family,C,ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],K00128,-0.092427765,0.904915722,0.995864264,-0.516724687,0.025845699,1,-0.269140192,0.016605815,0.086323112
1_545_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the Orn Lys Arg decarboxylase class-II family,E,"E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]",K01581,0.688124944,0.388078136,0.994079333,0.167381681,0.475174179,1,0.263404389,0.157002363,0.349897713
1_546_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0318 Acyl-CoA synthetases (AMP-forming) AMP-acid ligases II,IQ,matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-],K18661,0.611398644,0.78840124,0.994079333,-0.093764457,0.66087419,1,0.039349916,1,1
1_547_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Domain of unknown function (DUF1127),S,,,1.838623874,0.522548705,0.994079333,0.692764945,0.284410055,1,-0.587159254,0.038995703,0.142097776
1_548_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,sugar phosphatases of the HAD superfamily,G,,,1.09491805,0.629058716,0.994079333,0.213082957,0.395946396,1,-0.180085475,0.442502389,0.770057869
1_549_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,hemB,Belongs to the ALAD family,H,"hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]",K01698,0.330096699,0.626914017,0.994079333,0.086481037,0.64452997,1,0.119044726,0.043700863,0.151433032
1_55_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,FCD,K,,,1.227462998,0.587625841,0.994079333,0.239985578,0.300500364,1,0.502474417,0.013765514,0.076945248
1_550_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,permeases of the major facilitator superfamily,P,,,0.761980774,0.713543014,0.994079333,0.10832568,0.848086327,1,0.503582364,0.462430037,0.800048859
1_551_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1349 Transcriptional regulators of sugar metabolism,K,,,0.673501768,0.754191186,0.994079333,-0.78747125,0.084455145,1,0.786076379,1,1
1_552_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2873 O-acetylhomoserine sulfhydrylase,E,metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],K01740,0.717853522,0.237350819,0.994079333,0.122980583,0.446724666,1,0.150583677,1,1
1_553_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1960 Acyl-CoA dehydrogenases,I,,,0.059422418,0.964098756,0.998446664,-0.395303818,0.123774742,1,-0.24325634,0.052880789,0.170596775
1_554_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Enoyl-CoA hydratase,I,,,-0.205492858,0.736601875,0.994079333,-0.119392175,0.550773439,1,-0.429824673,0.003235902,0.036869426
1_555_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,mmsB,Belongs to the 3-hydroxyisobutyrate dehydrogenase family,I,"HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]",K00020,-0.533164016,0.229002521,0.994079333,0.012615431,0.947980026,1,0.211268278,0.032404612,0.127418675
1_556_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,-1.778684166,0.108406966,0.994079333,-0.293184451,0.418030563,1,-0.538831345,1,1
1_557_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,livH,Belongs to the binding-protein-dependent transport system permease family,E,livH; branched-chain amino acid transport system permease protein,K01997,0.81194965,0.287517931,0.994079333,0.122085003,0.701401893,1,0.50449333,1,1
1_558_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,livM,Belongs to the binding-protein-dependent transport system permease family,E,livM; branched-chain amino acid transport system permease protein,K01998,1.156424704,0.271197073,0.994079333,0.153946308,0.555586484,1,0.520964264,0.013125674,0.074967792
1_559_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG0411 ABC-type branched-chain amino acid transport systems, ATPase component",E,livG; branched-chain amino acid transport system ATP-binding protein,K01995,0.441585432,0.493304305,0.994079333,0.272734216,0.288669521,1,0.261617569,1,1
1_56_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,tlyA,rRNA methylase,J,tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227],K06442,0.897955348,0.694011201,0.994079333,-0.186591528,0.315245115,1,-0.203495337,1,1
1_560_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,branched-chain amino acid,E,livF; branched-chain amino acid transport system ATP-binding protein,K01996,0.52384996,0.822826072,0.994079333,0.110181854,0.650110772,1,0.300813706,1,1
1_561_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,0.247126119,0.701484599,0.994079333,0.07949172,0.781238978,1,0.076233669,1,1
1_562_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG0683 ABC-type branched-chain amino acid transport systems, periplasmic component",E,livK; branched-chain amino acid transport system substrate-binding protein,K01999,-0.029592576,0.94465459,0.99615697,-0.076285727,0.883109811,1,0.414438493,0.000189071,0.01186356
1_563_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,ROS/MUCR transcriptional regulator protein,K,,,-0.707529051,0.222837555,0.994079333,-0.284450332,0.349859816,1,-0.636533109,0.0000195,0.003951865
1_564_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ywlF,COG0698 Ribose 5-phosphate isomerase RpiB,G,rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6],K01808,-0.334213654,0.513788754,0.994079333,-0.299076315,0.144221646,1,-0.350074317,0.022593356,0.103317284
1_565_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,glyA,"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism",E,"glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",K00600,-0.454440686,0.235222946,0.994079333,-0.274434292,0.316955694,1,-0.146414483,0.477279744,0.818745191
1_566_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,nrdR,Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes,K,nrdR; transcriptional repressor NrdR,K07738,-0.520196721,0.219515329,0.994079333,-0.105306515,0.651591506,1,-0.274934682,1,1
1_567_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ribD,"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate",H,ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193],K11752,-0.34934783,0.486135248,0.994079333,-0.095235391,0.620429791,1,-0.389370947,0.004598254,0.043365272
1_568_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ribE,Riboflavin synthase alpha chain,H,"ribE, RIB5; riboflavin synthase [EC:2.5.1.9]",K00793,-0.616244692,0.538945758,0.994079333,-0.275910693,0.305284074,1,-0.141476344,0.097066778,0.251853522
1_569_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ribA,"Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate",H,"ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]",K14652,0.02532249,0.978602792,0.999887488,-0.169442193,0.366308424,1,-0.22117267,0.00736562,0.056771343
1_57_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Haem-degrading,S,,,1.0395154,0.147240782,0.994079333,0.159454334,0.78213029,1,0.597357999,0.00000252,0.002248275
1_570_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ribH,"Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin",H,"ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",K00794,-0.74780642,0.125083997,0.994079333,-0.344629908,0.178523452,1,-0.071503915,1,1
1_571_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,nusB,Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons,K,nusB; transcription antitermination protein NusB,K03625,-0.216056465,0.681975276,0.994079333,-0.09080235,0.622761796,1,-0.290641297,1,1
1_572_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,thiL,"Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1",F,thiL; thiamine-monophosphate kinase [EC:2.7.4.16],K00946,-1.000160875,0.134734386,0.994079333,-0.291093408,0.117495685,1,-0.344871017,0.004609686,0.043365272
1_573_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2913 Small protein A (tmRNA-binding),J,,,0.828285825,0.715028698,0.994079333,-0.216293584,0.422249225,1,-0.231910126,1,1
1_574_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Ubiquinol-cytochrome C chaperone,S,"CBP3, UQCC; cytochrome b pre-mRNA-processing protein 3",K17662,-1.555598657,0.032530914,0.994079333,-0.380376021,0.258540725,1,-0.343149537,0.002003152,0.028787228
1_575_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Uncharacterized ACR, COG1399",S,,,-0.758797239,0.348593786,0.994079333,-0.371421349,0.16308153,1,-0.432168981,0.008028854,0.059121562
1_576_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,plsX,"Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA",I,plsX; phosphate acyltransferase [EC:2.3.1.274],K03621,-0.568355614,0.194155431,0.994079333,-0.169476451,0.418959835,1,-0.338086275,0.001430078,0.025072558
1_577_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,fabH,Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids,I,fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],K00648,-0.346316067,0.683837958,0.994079333,-0.176228744,0.351878029,1,-0.246771391,0.005847663,0.049811354
1_578_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,himA,"This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control",K,"ihfA, himA; integration host factor subunit alpha",K04764,-2.050097886,0.064275873,0.994079333,-0.843818532,0.114870728,1,-0.741477789,0.020640964,0.098033575
1_579_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"transcriptional regulator, MerR",K,,,-1.553136296,0.079612018,0.994079333,-0.854394359,0.062196415,1,-0.690849843,0.029538761,0.119463941
