,,,,,Total Mutations,,Lineages Represented,
CCMP371,Both,EMIHUDRAFT_70025,hypothetical protein,0.339,22,28,6,6
CCMP371,Both,EMIHUDRAFT_70397,hypothetical protein,0.75,28,30,5,4
CCMP371,Both,EMIHUDRAFT_70855,hypothetical protein,1,5,5,5,5
CCMP371,Both,EMIHUDRAFT_71435,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_71748,hypothetical protein,0.524,23,19,6,5
CCMP371,Both,EMIHUDRAFT_71851,hypothetical protein,1,4,4,4,4
CCMP371,Both,EMIHUDRAFT_72070,hypothetical protein,1,5,5,5,5
CCMP371,Both,EMIHUDRAFT_72124,hypothetical protein,0.202,4,12,4,5
CCMP371,Both,EMIHUDRAFT_72292,hypothetical protein,1,5,5,5,5
CCMP371,Both,EMIHUDRAFT_72486,hypothetical protein,0.873,6,5,6,5
CCMP371,Both,EMIHUDRAFT_72977,hypothetical protein,0.524,4,8,4,5
CCMP371,Both,EMIHUDRAFT_73472,hypothetical protein,0.633,6,9,6,6
CCMP371,Both,EMIHUDRAFT_73679,hypothetical protein,1,4,4,4,4
CCMP371,Both,EMIHUDRAFT_73993,hypothetical protein,0.75,4,6,4,6
CCMP371,Both,EMIHUDRAFT_74188,hypothetical protein,0.339,10,16,4,5
CCMP371,Both,EMIHUDRAFT_74273,hypothetical protein,0.873,26,27,6,6
CCMP371,Both,EMIHUDRAFT_74302,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_74703,helicase domain protein,0.873,15,14,3,4
CCMP371,Both,EMIHUDRAFT_74995,carbonate dehydratase-like protein,0.75,5,3,5,3
CCMP371,Both,EMIHUDRAFT_75096,hypothetical protein,1,3,3,3,3
CCMP371,Both,EMIHUDRAFT_75425,hypothetical protein,0.873,14,15,5,5
CCMP371,Both,EMIHUDRAFT_75451,hypothetical protein,1,10,10,5,5
CCMP371,Both,EMIHUDRAFT_75471,hypothetical protein,1,7,7,6,6
CCMP371,Both,EMIHUDRAFT_75947,hypothetical protein,1,5,5,5,5
CCMP371,Both,EMIHUDRAFT_76216,hypothetical protein,0.873,4,5,4,4
CCMP371,Both,EMIHUDRAFT_76619,putative ABC transporter,1,8,8,4,4
CCMP371,Both,EMIHUDRAFT_76625,hypothetical protein,1,6,6,6,6
CCMP371,Both,EMIHUDRAFT_76628,hypothetical protein,1,24,24,6,6
CCMP371,Both,EMIHUDRAFT_76815,hypothetical protein,0.873,9,8,4,6
CCMP371,Both,EMIHUDRAFT_78821,hypothetical protein,0.002,26,45,6,6
CCMP371,Both,EMIHUDRAFT_79380,hypothetical protein,0.873,8,7,6,6
CCMP371,Both,EMIHUDRAFT_79680,hypothetical protein,0.75,4,6,4,5
CCMP371,Both,EMIHUDRAFT_94809,hypothetical protein,0.873,6,5,6,5
CCMP371,Both,EMIHUDRAFT_94900,hypothetical protein,0.75,10,12,6,6
CCMP371,Both,EMIHUDRAFT_94966,hypothetical protein,0.75,12,14,4,6
CCMP371,Both,EMIHUDRAFT_95019,hypothetical protein,0.75,9,11,6,6
CCMP371,Both,EMIHUDRAFT_95084,hypothetical protein,0.633,9,12,6,6
CCMP371,Both,EMIHUDRAFT_95152,hypothetical protein,1,4,4,3,4
CCMP371,Both,EMIHUDRAFT_95191,hypothetical protein,0.265,5,12,3,4
CCMP371,Both,EMIHUDRAFT_95214,hypothetical protein,0.524,4,8,4,5
CCMP371,Both,EMIHUDRAFT_95284,hypothetical protein,0.75,3,5,3,4
CCMP371,Both,EMIHUDRAFT_95333,hypothetical protein,0.633,15,12,4,4
CCMP371,Both,EMIHUDRAFT_95400,hypothetical protein,1,5,5,5,5
CCMP371,Both,EMIHUDRAFT_95402,hypothetical protein,0.873,11,10,6,5
CCMP371,Both,EMIHUDRAFT_95460,hypothetical protein,1,5,5,4,3
CCMP371,Both,EMIHUDRAFT_95494,hypothetical protein,0.873,5,6,5,6
CCMP371,Both,EMIHUDRAFT_95636,hypothetical protein,0.873,4,5,4,5
CCMP371,Both,EMIHUDRAFT_95683,hypothetical protein,0.873,13,14,5,5
CCMP371,Both,EMIHUDRAFT_95702,hypothetical protein,0.056,11,23,3,3
CCMP371,Both,EMIHUDRAFT_95717,hypothetical protein,1,4,4,4,4
CCMP371,Both,EMIHUDRAFT_95730,hypothetical protein,0.873,4,5,4,5
CCMP371,Both,EMIHUDRAFT_95819,hypothetical protein,0.873,9,10,5,5
CCMP371,Both,EMIHUDRAFT_95826,hypothetical protein,1,23,23,5,5
CCMP371,Both,EMIHUDRAFT_95865,hypothetical protein,0.873,35,36,6,6
CCMP371,Both,EMIHUDRAFT_95941,hypothetical protein,0.524,19,23,5,5
CCMP371,Both,EMIHUDRAFT_95977,hypothetical protein,0.873,7,8,5,5
CCMP371,Both,EMIHUDRAFT_96077,hypothetical protein,0.75,5,3,5,3
CCMP371,Both,EMIHUDRAFT_96308,hypothetical protein,0.873,25,24,6,6
CCMP371,Both,EMIHUDRAFT_96445,hypothetical protein,0.524,20,24,6,6
CCMP371,Both,EMIHUDRAFT_96684,hypothetical protein,1,4,4,4,4
CCMP371,Both,EMIHUDRAFT_96729,hypothetical protein,0.75,16,14,5,4
CCMP371,Both,EMIHUDRAFT_96809,hypothetical protein,0.426,11,6,5,6
CCMP371,Both,EMIHUDRAFT_96973,hypothetical protein,0.524,10,6,6,6
CCMP371,Both,EMIHUDRAFT_97085,hypothetical protein,0.873,5,6,5,5
CCMP371,Both,EMIHUDRAFT_97097,hypothetical protein,0.75,7,9,5,5
CCMP371,Both,EMIHUDRAFT_97308,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_97320,hypothetical protein,0.426,16,21,4,5
CCMP371,Both,EMIHUDRAFT_97347,hypothetical protein,0.873,7,6,6,5
CCMP371,Both,EMIHUDRAFT_97387,hypothetical protein,0.75,11,9,6,6
CCMP371,Both,EMIHUDRAFT_97616,hypothetical protein,0.873,7,8,4,4
CCMP371,Both,EMIHUDRAFT_97619,hypothetical protein,0.633,9,6,3,3
CCMP371,Both,EMIHUDRAFT_97705,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_97792,hypothetical protein,0.75,5,7,4,5
CCMP371,Both,EMIHUDRAFT_97795,hypothetical protein,0.202,27,19,6,6
CCMP371,Both,EMIHUDRAFT_97800,carboxyl-terminal protease,1,5,5,4,4
CCMP371,Both,EMIHUDRAFT_97804,hypothetical protein,0.873,4,5,4,4
CCMP371,Both,EMIHUDRAFT_97821,hypothetical protein,0.873,4,5,4,5
CCMP371,Both,EMIHUDRAFT_97898,hypothetical protein,0.75,5,7,5,5
CCMP371,Both,EMIHUDRAFT_97937,hypothetical protein,0.873,8,7,4,4
CCMP371,Both,EMIHUDRAFT_97959,hypothetical protein,1,18,18,6,6
CCMP371,Both,EMIHUDRAFT_98049,hypothetical protein,0.873,4,5,4,5
CCMP371,Both,EMIHUDRAFT_98050,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_98292,hypothetical protein,1,6,6,6,6
CCMP371,Both,EMIHUDRAFT_98384,hypothetical protein,0.633,12,15,4,5
CCMP371,Both,EMIHUDRAFT_98406,hypothetical protein,0.75,13,15,4,5
CCMP371,Both,EMIHUDRAFT_98528,hypothetical protein,0.524,7,11,3,5
CCMP371,Both,EMIHUDRAFT_98545,hypothetical protein,1,3,3,3,3
CCMP371,Both,EMIHUDRAFT_98628,hypothetical protein,0.75,8,10,3,4
CCMP371,Both,EMIHUDRAFT_98689,hypothetical protein,0.339,12,18,6,6
CCMP371,Both,EMIHUDRAFT_98852,hypothetical protein,0.873,12,13,5,5
CCMP371,Both,EMIHUDRAFT_98921,hypothetical protein,0.873,4,3,4,3
CCMP371,Both,EMIHUDRAFT_98988,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_99016,hypothetical protein,0.75,6,8,4,5
CCMP371,Both,EMIHUDRAFT_99091,hypothetical protein,0.265,10,17,4,4
CCMP371,Both,EMIHUDRAFT_99192,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_99204,hypothetical protein,0.873,4,5,4,5
CCMP371,Both,EMIHUDRAFT_99231,hypothetical protein,1,5,5,5,5
CCMP371,Both,EMIHUDRAFT_99438,hypothetical protein,0.873,4,5,4,5
CCMP371,Both,EMIHUDRAFT_99458,hypothetical protein,0.873,6,5,6,5
CCMP371,Both,EMIHUDRAFT_99508,hypothetical protein,0.873,5,6,5,4
CCMP371,Both,EMIHUDRAFT_99558,hypothetical protein,0.75,13,11,6,6
CCMP371,Both,EMIHUDRAFT_99692,NAD(P)H dehydrogenase,1,4,4,4,4
CCMP371,Both,EMIHUDRAFT_99733,hypothetical protein,0.873,3,4,3,4
CCMP371,Both,EMIHUDRAFT_99743,hypothetical protein,0.75,5,7,5,5
CCMP371,Both,EMIHUDRAFT_99928,hypothetical protein,0.75,6,8,4,5
CCMP371,Both,EMIHUDRAFT_99991,hypothetical protein,1,4,4,4,4
CCMP371,Both,EmhuCp015,Ycf46,0.524,5,9,4,6
CCMP371,Both,EmhuCp084,two component sensor kinase,0.75,5,7,4,5
CCMP371,Both,EmhuCp101,ribosomal protein L16,0.873,9,8,5,6
CCMP371,400 ppm,EMIHUDRAFT_100295,hypothetical protein,0.524,8,12,4,5
CCMP371,400 ppm,EMIHUDRAFT_100937,hypothetical protein,0.524,9,13,3,4
CCMP371,400 ppm,EMIHUDRAFT_101082,hypothetical protein,0.873,9,10,5,5
CCMP371,400 ppm,EMIHUDRAFT_101557,hypothetical protein,0.75,13,15,6,5
CCMP371,400 ppm,EMIHUDRAFT_101927,hypothetical protein,0.633,10,13,3,4
CCMP371,400 ppm,EMIHUDRAFT_101939,hypothetical protein,0.111,7,17,5,6
CCMP371,400 ppm,EMIHUDRAFT_102055,hypothetical protein,0.265,8,15,5,6
CCMP371,400 ppm,EMIHUDRAFT_102200,Hypothetical protein,0.202,9,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_102755,hypothetical protein,0.633,6,3,4,2
CCMP371,400 ppm,EMIHUDRAFT_102779,hypothetical protein,0.633,10,7,3,2
CCMP371,400 ppm,EMIHUDRAFT_102833,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_103021,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_103113,hypothetical protein,0.75,4,2,4,1
CCMP371,400 ppm,EMIHUDRAFT_103268,hypothetical protein,0.026,8,22,4,5
CCMP371,400 ppm,EMIHUDRAFT_103401,hypothetical protein,0.339,9,3,4,2
CCMP371,400 ppm,EMIHUDRAFT_103481,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_103541,hypothetical protein,0.007,41,58,6,6
CCMP371,400 ppm,EMIHUDRAFT_103667,hypothetical protein,1,6,6,4,3
CCMP371,400 ppm,EMIHUDRAFT_103747,hypothetical protein,0.633,10,13,4,5
CCMP371,400 ppm,EMIHUDRAFT_103951,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_104329,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_104381,Hypothetical protein,1,13,13,6,6
CCMP371,400 ppm,EMIHUDRAFT_104937,hypothetical protein,0.873,8,9,4,5
CCMP371,400 ppm,EMIHUDRAFT_104959,hypothetical protein,0.75,29,31,6,6
CCMP371,400 ppm,EMIHUDRAFT_105116,hypothetical protein,0.339,3,9,3,5
CCMP371,400 ppm,EMIHUDRAFT_105187,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_105226,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_105346,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_105378,hypothetical protein,0.111,32,42,6,6
CCMP371,400 ppm,EMIHUDRAFT_105563,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_105567,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_105888,hypothetical protein,0.633,11,14,5,5
CCMP371,400 ppm,EMIHUDRAFT_106103,hypothetical protein,0.633,4,7,4,4
CCMP371,400 ppm,EMIHUDRAFT_106621,hypothetical protein,0.873,22,21,5,6
CCMP371,400 ppm,EMIHUDRAFT_106817,hypothetical protein,0.633,27,30,6,5
CCMP371,400 ppm,EMIHUDRAFT_107052,carboxylyase,0.75,6,4,6,4
CCMP371,400 ppm,EMIHUDRAFT_107114,hypothetical protein,0.873,12,13,4,5
CCMP371,400 ppm,EMIHUDRAFT_107358,hypothetical protein,0.426,6,1,5,1
CCMP371,400 ppm,EMIHUDRAFT_107392,hypothetical protein,0.426,11,16,6,6
CCMP371,400 ppm,EMIHUDRAFT_107434,hypothetical protein,0.633,10,13,5,5
CCMP371,400 ppm,EMIHUDRAFT_107479,hypothetical protein,0.202,17,9,3,2
CCMP371,400 ppm,EMIHUDRAFT_107559,hypothetical protein,0.75,6,8,5,6
CCMP371,400 ppm,EMIHUDRAFT_107734,hypothetical protein,0.633,9,12,6,6
CCMP371,400 ppm,EMIHUDRAFT_107794,hypothetical protein,0.873,9,10,4,5
CCMP371,400 ppm,EMIHUDRAFT_108157,hypothetical protein,0.633,12,9,3,2
CCMP371,400 ppm,EMIHUDRAFT_108187,hypothetical protein,0.524,16,20,4,5
CCMP371,400 ppm,EMIHUDRAFT_108214,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_108490,hypothetical protein,0.873,4,3,3,2
CCMP371,400 ppm,EMIHUDRAFT_109067,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_109115,hypothetical protein,0.026,30,16,3,2
CCMP371,400 ppm,EMIHUDRAFT_109116,hypothetical protein,0.873,5,4,3,2
CCMP371,400 ppm,EMIHUDRAFT_109556,hypothetical protein,0.524,9,13,4,5
CCMP371,400 ppm,EMIHUDRAFT_109702,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_109753,hypothetical protein,0.524,4,0,4,0
CCMP371,400 ppm,EMIHUDRAFT_109892,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_110081,hypothetical protein,1,3,3,3,3
CCMP371,400 ppm,EMIHUDRAFT_110596,hypothetical protein,0.633,7,10,4,5
CCMP371,400 ppm,EMIHUDRAFT_110892,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_111210,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_111533,ABC1 family protein,0.873,24,25,6,6
CCMP371,400 ppm,EMIHUDRAFT_111579,membrane attack complex/perforin domain-containing protein,0.202,43,51,6,6
CCMP371,400 ppm,EMIHUDRAFT_111900,hypothetical protein,0.633,8,11,5,5
CCMP371,400 ppm,EMIHUDRAFT_111991,hypothetical protein,0.873,5,4,5,4
CCMP371,400 ppm,EMIHUDRAFT_112195,hypothetical protein,0.524,6,2,5,2
CCMP371,400 ppm,EMIHUDRAFT_112252,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_112435,hypothetical protein,0.524,7,3,4,2
CCMP371,400 ppm,EMIHUDRAFT_112545,hypothetical protein,0.152,11,20,4,5
CCMP371,400 ppm,EMIHUDRAFT_112552,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_112798,hypothetical protein,0.75,4,6,4,5
CCMP371,400 ppm,EMIHUDRAFT_112832,hypothetical protein,0.873,8,7,6,5
CCMP371,400 ppm,EMIHUDRAFT_113182,hypothetical protein,0.038,23,10,3,5
CCMP371,400 ppm,EMIHUDRAFT_113243,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_113377,hypothetical protein,0.75,5,3,4,2
CCMP371,400 ppm,EMIHUDRAFT_113426,hypothetical protein,0.633,49,52,6,6
CCMP371,400 ppm,EMIHUDRAFT_113474,hypothetical protein,0.873,10,11,3,1
CCMP371,400 ppm,EMIHUDRAFT_113973,hypothetical protein,0.633,4,7,3,4
CCMP371,400 ppm,EMIHUDRAFT_114050,hypothetical protein,0.265,3,10,3,5
CCMP371,400 ppm,EMIHUDRAFT_114388,hypothetical protein,0.633,3,6,3,5
CCMP371,400 ppm,EMIHUDRAFT_114656,hypothetical protein,0.873,5,6,5,5
CCMP371,400 ppm,EMIHUDRAFT_114949,hypothetical protein,0.873,6,7,6,6
CCMP371,400 ppm,EMIHUDRAFT_115981,hypothetical protein,0.001,36,56,6,6
CCMP371,400 ppm,EMIHUDRAFT_116287,hypothetical protein,0.633,8,11,4,4
CCMP371,400 ppm,EMIHUDRAFT_116609,hypothetical protein,0.524,51,47,5,5
CCMP371,400 ppm,EMIHUDRAFT_117222,hypothetical protein,0.339,3,9,3,4
CCMP371,400 ppm,EMIHUDRAFT_117239,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_117635,hypothetical protein,0.524,12,16,6,5
CCMP371,400 ppm,EMIHUDRAFT_117697,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_117824,hypothetical protein,0.339,6,12,6,6
CCMP371,400 ppm,EMIHUDRAFT_118331,hypothetical protein,0.426,9,14,6,5
CCMP371,400 ppm,EMIHUDRAFT_118508,hypothetical protein,0.524,27,23,6,5
CCMP371,400 ppm,EMIHUDRAFT_118705,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_119103,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_119243,hypothetical protein,0.056,22,34,5,5
CCMP371,400 ppm,EMIHUDRAFT_119341,hypothetical protein,1,9,9,6,5
CCMP371,400 ppm,EMIHUDRAFT_119727,hypothetical protein,0.002,37,18,3,3
CCMP371,400 ppm,EMIHUDRAFT_119766,hypothetical protein,0.873,7,6,6,6
CCMP371,400 ppm,EMIHUDRAFT_119894,hypothetical protein,0.75,8,10,4,5
CCMP371,400 ppm,EMIHUDRAFT_119928,hypothetical protein,0.75,4,6,3,4
CCMP371,400 ppm,EMIHUDRAFT_120222,hypothetical protein,1,8,8,4,4
CCMP371,400 ppm,EMIHUDRAFT_120241,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_120704,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_121319,hypothetical protein,0.524,5,9,4,6
CCMP371,400 ppm,EMIHUDRAFT_121411,hypothetical protein,0.426,19,14,5,5
CCMP371,400 ppm,EMIHUDRAFT_121722,hypothetical protein,0.524,32,36,5,5
CCMP371,400 ppm,EMIHUDRAFT_121765,hypothetical protein,0.265,11,18,4,5
CCMP371,400 ppm,EMIHUDRAFT_123569,hypothetical protein,0.633,3,0,3,0
CCMP371,400 ppm,EMIHUDRAFT_123894,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_123950,hypothetical protein,0.524,10,6,6,6
CCMP371,400 ppm,EMIHUDRAFT_124152,hypothetical protein,0.633,4,7,3,5
CCMP371,400 ppm,EMIHUDRAFT_124836,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_125096,hypothetical protein,0.038,8,21,4,4
CCMP371,400 ppm,EMIHUDRAFT_193881,hypothetical protein,0.633,4,7,3,2
CCMP371,400 ppm,EMIHUDRAFT_194199,hypothetical protein,0.633,13,16,6,6
CCMP371,400 ppm,EMIHUDRAFT_194817,hypothetical protein,0.007,61,78,4,5
CCMP371,400 ppm,EMIHUDRAFT_195012,hypothetical protein,0.75,12,14,6,6
CCMP371,400 ppm,EMIHUDRAFT_195126,hypothetical protein,0.633,7,4,4,2
CCMP371,400 ppm,EMIHUDRAFT_195180,hypothetical protein,0.873,5,4,4,3
CCMP371,400 ppm,EMIHUDRAFT_195508,hypothetical protein,1,25,25,5,5
CCMP371,400 ppm,EMIHUDRAFT_195845,hypothetical protein,0.524,5,9,3,4
CCMP371,400 ppm,EMIHUDRAFT_195949,hypothetical protein,0.633,5,2,3,1
CCMP371,400 ppm,EMIHUDRAFT_195965,hypothetical protein,0.339,5,11,3,4
CCMP371,400 ppm,EMIHUDRAFT_195975,hypothetical protein,0.001,3,24,3,5
CCMP371,400 ppm,EMIHUDRAFT_196327,hypothetical protein,0.002,11,30,5,5
CCMP371,400 ppm,EMIHUDRAFT_196508,hypothetical protein,0.426,4,9,4,5
CCMP371,400 ppm,EMIHUDRAFT_196712,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_196734,hypothetical protein,1,7,7,4,5
CCMP371,400 ppm,EMIHUDRAFT_196809,hypothetical protein,0.75,4,2,4,1
CCMP371,400 ppm,EMIHUDRAFT_197110,hypothetical protein,1,7,7,5,5
CCMP371,400 ppm,EMIHUDRAFT_197187,hypothetical protein,0.75,9,11,4,5
CCMP371,400 ppm,EMIHUDRAFT_197368,hypothetical protein,0.007,12,29,4,5
CCMP371,400 ppm,EMIHUDRAFT_197822,hypothetical protein,0.873,6,5,6,5
CCMP371,400 ppm,EMIHUDRAFT_197915,hypothetical protein,1,5,5,5,5
CCMP371,400 ppm,EMIHUDRAFT_198006,hypothetical protein,0.339,20,14,6,5
CCMP371,400 ppm,EMIHUDRAFT_198165,hypothetical protein,0.873,4,5,4,5
CCMP371,400 ppm,EMIHUDRAFT_198179,hypothetical protein,0.026,4,18,3,5
CCMP371,400 ppm,EMIHUDRAFT_198544,hypothetical protein,0.08,34,23,6,6
CCMP371,400 ppm,EMIHUDRAFT_198560,hypothetical protein,0.873,12,13,6,5
CCMP371,400 ppm,EMIHUDRAFT_198668,hypothetical protein,1,51,51,6,6
CCMP371,400 ppm,EMIHUDRAFT_198875,hypothetical protein,0.633,9,12,4,4
CCMP371,400 ppm,EMIHUDRAFT_198953,hypothetical protein,0.75,34,32,6,6
CCMP371,400 ppm,EMIHUDRAFT_199057,hypothetical protein,0.633,8,11,4,4
CCMP371,400 ppm,EMIHUDRAFT_199104,hypothetical protein,0.426,12,17,5,5
CCMP371,400 ppm,EMIHUDRAFT_199466,hypothetical protein,0.873,16,17,5,4
CCMP371,400 ppm,EMIHUDRAFT_199589,hypothetical protein,0.873,6,7,4,5
CCMP371,400 ppm,EMIHUDRAFT_200071,hypothetical protein,0.339,10,16,4,6
CCMP371,400 ppm,EMIHUDRAFT_200095,mitochondrial citrate carrier,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_200420,hypothetical protein,1,7,7,5,5
CCMP371,400 ppm,EMIHUDRAFT_200673,hypothetical protein,0.056,11,23,4,6
CCMP371,400 ppm,EMIHUDRAFT_200858,hypothetical protein,0.75,3,5,3,4
CCMP371,400 ppm,EMIHUDRAFT_200864,hypothetical protein,0.873,9,10,5,5
CCMP371,400 ppm,EMIHUDRAFT_201024,hypothetical protein,0.75,3,5,3,4
CCMP371,400 ppm,EMIHUDRAFT_201091,hypothetical protein,0.426,9,14,5,5
CCMP371,400 ppm,EMIHUDRAFT_201837,hypothetical protein,0.633,5,8,4,5
CCMP371,400 ppm,EMIHUDRAFT_201905,hypothetical protein,0.633,47,44,6,6
CCMP371,400 ppm,EMIHUDRAFT_202116,hypothetical protein,0.75,4,2,4,2
CCMP371,400 ppm,EMIHUDRAFT_202339,hypothetical protein,0.202,35,43,4,5
CCMP371,400 ppm,EMIHUDRAFT_202452,hypothetical protein,0.202,13,21,4,4
CCMP371,400 ppm,EMIHUDRAFT_202482,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_203126,hypothetical protein,0.038,82,69,6,6
CCMP371,400 ppm,EMIHUDRAFT_203135,hypothetical protein,2.48E-04,32,55,6,5
CCMP371,400 ppm,EMIHUDRAFT_203258,hypothetical protein,0.265,21,14,6,5
CCMP371,400 ppm,EMIHUDRAFT_203278,hypothetical protein,0.426,28,23,6,6
CCMP371,400 ppm,EMIHUDRAFT_203522,hypothetical protein,0.026,53,39,5,6
CCMP371,400 ppm,EMIHUDRAFT_203604,hypothetical protein,0.873,15,16,5,5
CCMP371,400 ppm,EMIHUDRAFT_203689,hypothetical protein,1,6,6,5,4
CCMP371,400 ppm,EMIHUDRAFT_203698,beta tubulin,0.011,34,18,3,2
CCMP371,400 ppm,EMIHUDRAFT_203748,hypothetical protein,0.633,10,13,4,5
CCMP371,400 ppm,EMIHUDRAFT_203919,hypothetical protein,0.873,3,4,3,4
CCMP371,400 ppm,EMIHUDRAFT_203925,hypothetical protein,0.017,23,8,3,1
CCMP371,400 ppm,EMIHUDRAFT_204087,hypothetical protein,0.75,3,5,3,5
CCMP371,400 ppm,EMIHUDRAFT_204212,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_204681,hypothetical protein,0.633,3,6,3,6
CCMP371,400 ppm,EMIHUDRAFT_204709,hypothetical protein,0.633,7,4,4,2
CCMP371,400 ppm,EMIHUDRAFT_204873,hypothetical protein,0.633,4,7,4,5
CCMP371,400 ppm,EMIHUDRAFT_205158,ferric reductase,0.873,28,29,6,5
CCMP371,400 ppm,EMIHUDRAFT_205428,hypothetical protein,1,6,6,6,6
CCMP371,400 ppm,EMIHUDRAFT_205788,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_206076,hypothetical protein,0.633,6,9,5,5
CCMP371,400 ppm,EMIHUDRAFT_206096,hypothetical protein,0.633,4,1,4,1
CCMP371,400 ppm,EMIHUDRAFT_206274,hypothetical protein,0.524,6,10,4,5
CCMP371,400 ppm,EMIHUDRAFT_206303,hypothetical protein,0.75,9,7,6,5
CCMP371,400 ppm,EMIHUDRAFT_206462,hypothetical protein,0.873,16,17,6,6
CCMP371,400 ppm,EMIHUDRAFT_206554,hypothetical protein,0.873,9,8,5,5
CCMP371,400 ppm,EMIHUDRAFT_206623,hypothetical protein,0.873,13,12,6,5
CCMP371,400 ppm,EMIHUDRAFT_206888,hypothetical protein,1,4,4,4,4
CCMP371,400 ppm,EMIHUDRAFT_207054,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_207295,hypothetical protein,0.339,12,6,4,2
CCMP371,400 ppm,EMIHUDRAFT_207779,hypothetical protein,0.633,4,1,4,1
CCMP371,400 ppm,EMIHUDRAFT_207806,hypothetical protein,0.75,5,7,3,4
CCMP371,400 ppm,EMIHUDRAFT_207922,hypothetical protein,0.873,3,2,3,2
CCMP371,400 ppm,EMIHUDRAFT_208015,hypothetical protein,0.75,15,17,5,5
CCMP371,400 ppm,EMIHUDRAFT_208056,hypothetical protein,0.339,54,60,6,6
CCMP371,400 ppm,EMIHUDRAFT_208396,hypothetical protein,0.873,4,5,3,4
CCMP371,400 ppm,EMIHUDRAFT_208404,hypothetical protein,0.75,11,9,5,5
CCMP371,400 ppm,EMIHUDRAFT_208427,hypothetical protein,0.75,3,1,3,1
CCMP371,400 ppm,EMIHUDRAFT_208842,hypothetical protein,1,5,5,3,2
CCMP371,400 ppm,EMIHUDRAFT_208864,hypothetical protein,0.633,7,4,4,2
CCMP371,400 ppm,EMIHUDRAFT_208884,hypothetical protein,0.873,8,7,4,5
CCMP371,400 ppm,EMIHUDRAFT_209589,hypothetical protein,0.633,9,6,3,2
CCMP371,400 ppm,EMIHUDRAFT_210002,hypothetical protein,0.339,50,56,5,5
CCMP371,400 ppm,EMIHUDRAFT_210482,hypothetical protein,0.08,8,19,3,5
CCMP371,400 ppm,EMIHUDRAFT_210544,hypothetical protein,0.873,5,6,3,2
CCMP371,400 ppm,EMIHUDRAFT_210830,hypothetical protein,0.339,6,12,3,4
