GID,genename,kid,ko,definition,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
sync_2096,,syg:sync_2096,,hypothetical protein,,conserved hypothetical protein,Q0I8C4,Putative uncharacterized protein.,,1857876,complement(1857876..1858292),138
sync_2097,,syg:sync_2097,K03536,ribonuclease P protein component (RNaseP protein) (RNaseP protein) (protein C5),,Ribonuclease P protein component (RNaseP protein) (RNaseP protein) (Protein C5),Q0I8C3,Ribonuclease P protein component (RNaseP protein) (RNaseP protein) (Protein C5) (EC 3.1.26.5).,3.1.26.5,1858295,complement(1858295..1858666),123
sync_2098,rpmH,syg:sync_2098,K02914,ribosomal protein L34,rpmH,ribosomal protein L34,Q0I8C2,50S ribosomal protein L34.,,1858736,complement(1858736..1858873),45
sync_2099,,syg:sync_2099,,hypothetical protein,,Uncharacterized protein,Q0I8C1,Uncharacterized protein.,,1858928,complement(1858928..1859425),165
sync_2100,aroH,syg:sync_2100,K06208,chorismate mutase,aroH,chorismate mutase,Q0I8C0,Chorismate mutase (EC 5.4.99.5).,5.4.99.5,1859616,complement(1859616..1859996),126
sync_2101,sppA,syg:sync_2101,K04773,signal peptide peptidase SppA (protease IV),sppA,signal peptide peptidase SppA (protease IV),Q0I8B9,Signal peptide peptidase SppA (Protease IV) (EC 3.4.21.-).,3.4.21.-,1859999,complement(1859999..1860775),258
sync_2102,rhaT,syg:sync_2102,,"permease of the drug/metabolite transporter, DMT superfamily protein",rhaT,"Permease of the drug/metabolite transporter, DMT superfamily protein",Q0I8B8,"Permease of the drug/metabolite transporter, DMT superfamily protein.",,1860866,1860866..1861828,320
sync_2103,,syg:sync_2103,K03867,"glycosyl transferase, group 1 family protein",,"glycosyl transferase, group 1 family protein",Q0I8B7,"Glycosyl transferase, group 1 family protein (EC 2.4.1.-).",2.4.1.-,1861825,1861825..1862937,370
sync_2104,,syg:sync_2104,,dolichyl-phosphate-mannose-protein mannosyltransferase,,dolichyl-phosphate-mannose-protein mannosyltransferase,Q0I8B6,Dolichyl-phosphate-mannose-protein mannosyltransferase.,,1863000,1863000..1864784,594
sync_2105,,syg:sync_2105,,uncharacterized Zn ribbon-containing conserved protein,,Uncharacterized Zn ribbon-containing conserved protein,Q0I8B5,Uncharacterized Zn ribbon-containing conserved protein.,,1864778,complement(1864778..1865260),160
sync_2106,,syg:sync_2106,K03969,PspA/IM30 family protein,,pspA/IM30 family protein,Q0I8B4,PspA/IM30 family protein.,,1865394,1865394..1866161,255
sync_2107,trx-2,syg:sync_2107,K03671,thioredoxin,trx-2,thioredoxin,Q0I8B3,Thioredoxin.,,1866219,1866219..1866545,108
sync_2108,,syg:sync_2108,K00821,aminotransferases class-I,,Aminotransferases class-I,Q0I8B2,Aminotransferases class-I (EC 2.6.1.17).,2.6.1.11 2.6.1.17,1866532,1866532..1867725,397
sync_2109,,syg:sync_2109,K03524,biotin--acetyl-CoA-carboxylase ligase,,biotin--acetyl-CoA-carboxylase ligase,Q0I8B1,Biotin--acetyl-CoA-carboxylase ligase (EC 6.3.4.15).,6.3.4.15,1867704,1867704..1868504,266
sync_2110,,syg:sync_2110,K01417,"peptidase, M23B family protein",,"peptidase, M23B family protein",Q0I8B0,"Peptidase, M23B family protein (EC 3.4.24.-).",3.4.24.-,1868520,1868520..1869467,315
sync_2111,,syg:sync_2111,,DNA-binding response regulator,,DNA-binding response regulator,Q0I8A9,DNA-binding response regulator.,,1869474,complement(1869474..1870226),250
sync_2112,,syg:sync_2112,K02003,"ABC transporter, ATP-binding protein",,"ABC transporter, ATP-binding protein",Q0I8A8,"ABC transporter, ATP-binding protein.",,1870264,complement(1870264..1870956),230
sync_2113,,syg:sync_2113,K05573,"NADH-ubiquinone/plastoquinone oxidoreductase, B subunit",,"NADH-ubiquinone/plastoquinone oxidoreductase, B subunit",Q0I8A7,"NADH-ubiquinone/plastoquinone oxidoreductase, B subunit (EC 1.6.5.-).",1.6.5.3,1870982,complement(1870982..1872553),523
sync_2114,topA,syg:sync_2114,K03168,DNA topoisomerase I,topA,DNA topoisomerase I,Q0I8A6,DNA topoisomerase I (EC 5.99.1.2).,5.99.1.2,1872680,1872680..1875397,905
sync_2115,,syg:sync_2115,,hypothetical protein,,hypothetical protein,Q0I8A5,Putative uncharacterized protein.,,1875387,1875387..1875482,31
sync_2116,,syg:sync_2116,,hypothetical protein,,conserved hypothetical protein,Q0I8A4,Putative uncharacterized protein.,,1875610,1875610..1875903,97
sync_2117,,syg:sync_2117,,hypothetical protein,,conserved hypothetical protein,Q0I8A3,Putative uncharacterized protein.,,1875909,1875909..1876553,214
sync_2118,,syg:sync_2118,,conserved hypothetical protein TIGR00303,,conserved hypothetical protein TIGR00303,Q0I8A2,Putative uncharacterized protein.,,1876525,1876525..1877715,396
sync_2119,,syg:sync_2119,,periplasmic binding protein-like II superfamily protein,,Periplasmic binding protein-like II superfamily protein,Q0I8A1,Periplasmic binding protein-like II superfamily protein.,,1877746,1877746..1878762,338
sync_2120,,syg:sync_2120,,"oxidoreductase, aldo/keto reductase family",,,,,,,,
sync_2121,,syg:sync_2121,K08999,hypothetical protein,,conserved hypothetical protein,Q0I899,Putative uncharacterized protein.,,1879905,complement(1879905..1880507),200
sync_2122,ribE,syg:sync_2122,K00793,"riboflavin synthase, alpha subunit",ribE,"riboflavin synthase, alpha subunit",Q0I898,"Riboflavin synthase, alpha subunit (EC 2.5.1.9).",2.5.1.9,1880569,1880569..1881231,220
sync_2123,,syg:sync_2123,,hypothetical protein,,"membrane protein, putative",Q0I897,"Membrane protein, putative.",,1881305,1881305..1881895,196
sync_2124,,syg:sync_2124,,AbrB family transciptional regulator,,AbrB family transciptional regulator,Q0I896,AbrB family transciptional regulator.,,1881945,complement(1881945..1882355),136
sync_2125,,syg:sync_2125,K02276,"cytochrome c oxidase, subunit III",,"cytochrome c oxidase, subunit III",Q0I895,"Cytochrome c oxidase, subunit III.",1.9.3.1,1882452,complement(1882452..1883054),200
sync_2126,,syg:sync_2126,K02274,cytochrome c oxidase subunit I,,cytochrome c oxidase subunit I,Q0I894,Cytochrome c oxidase subunit I (EC 1.9.3.1).,1.9.3.1,1883051,complement(1883051..1884715),554
sync_2127,coxB,syg:sync_2127,K02275,"cytochrome c oxidase, subunit II",coxB,"cytochrome c oxidase, subunit II",Q0I893,Cytochrome c oxidase polypeptide II (EC 1.9.3.1).,1.9.3.1,1884712,complement(1884712..1885536),274
sync_2128,,syg:sync_2128,K02259,cytochrome oxidase assembly protein,,cytochrome oxidase assembly protein,Q0I892,Cytochrome oxidase assembly protein.,,1885766,1885766..1886698,310
sync_2129,cyoE,syg:sync_2129,K02301,protoheme IX farnesyltransferase,cyoE,protoheme IX farnesyltransferase,Q0I891,Protoheme IX farnesyltransferase (EC 2.5.1.-).,2.5.1.-,1886718,1886718..1887701,327
sync_2130,,syg:sync_2130,K09687,"drug exporter-1 ABC transporter (DrugE1) family, ATP-binding protein",,"drug exporter-1 ABC transporter (DrugE1) family, ATP-binding protein",Q0I890,"Drug exporter-1 ABC transporter (DrugE1) family, ATP-binding protein.",,1887719,1887719..1888744,341
sync_2131,drrB,syg:sync_2131,K09686,ABC-type multidrug transport system permease component,drrB,ABC-type multidrug transport system permease component,Q0I889,ABC-type multidrug transport system permease component.,,1888783,1888783..1889640,285
sync_2132,,syg:sync_2132,,hypothetical protein,,hypothetical protein,Q0I888,Putative uncharacterized protein.,,1889645,1889645..1890094,149
sync_2133,,syg:sync_2133,K01788,N-acetylmannosamine-6-phosphate 2-epimerase,,N-acetylmannosamine-6-phosphate 2-epimerase,Q0I887,N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9).,5.1.3.9,1890100,1890100..1890801,233
sync_2134,,syg:sync_2134,,hypothetical protein,,hypothetical protein,Q0I886,Putative uncharacterized protein.,,1890820,1890820..1891002,60
sync_2135,,syg:sync_2135,K04077,GroEL2 protein (chaperonin cpn60-2),,GroEL2 protein (Chaperonin cpn60-2),Q0I885,60 kDa chaperonin.,,1891024,complement(1891024..1892685),553
sync_2136,,syg:sync_2136,,hypothetical protein,,hypothetical protein,Q0I884,Putative uncharacterized protein.,,1892798,1892798..1892980,60
sync_2137,fabG-1,syg:sync_2137,K00059,3-oxoacyl-(acyl-carrier-protein) reductase,fabG-1,3-oxoacyl-(acyl-carrier-protein) reductase,Q0I883,3-oxoacyl-(Acyl-carrier-protein) reductase (EC 1.1.1.100).,1.1.1.100,1892984,complement(1892984..1893736),250
sync_2138,,syg:sync_2138,,"potassium transporter, voltage-gated ion channel (VIC) family protein",,"potassium transporter, voltage-gated ion channel (VIC) family protein",Q0I882,"Potassium transporter, voltage-gated ion channel (VIC) family protein.",,1893801,complement(1893801..1894907),368
sync_2139,,syg:sync_2139,,hypothetical protein,,conserved hypothetical protein,Q0I881,Putative uncharacterized protein.,,1894907,complement(1894907..1895752),281
sync_2140,ispD,syg:sync_2140,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Q0I880,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60).,2.7.7.60,1895810,1895810..1896487,225
sync_2141,,syg:sync_2141,K01297,hypothetical protein,,Uncharacterized protein,Q0I879,Uncharacterized protein.,3.4.17.13,1896447,complement(1896447..1897379),310
sync_2142,ubiA,syg:sync_2142,K03179,4-hydroxybenzoate polyprenyl transferase,ubiA,4-hydroxybenzoate polyprenyl transferase,Q0I878,4-hydroxybenzoate polyprenyl transferase (EC 2.5.1.-).,2.5.1.-,1897379,complement(1897379..1898266),295
sync_2143,,syg:sync_2143,K01514,exopolyphosphatase,,Exopolyphosphatase,Q0I877,Exopolyphosphatase (EC 3.6.1.11).,3.6.1.11,1898369,1898369..1899979,536
sync_2144,,syg:sync_2144,,hypothetical protein,,conserved hypothetical protein,Q0I876,Putative uncharacterized protein.,,1899963,complement(1899963..1900772),269
sync_2145,,syg:sync_2145,,tRNA-Val,,Val tRNA,,,,1900882,complement(1900882..1900953),
sync_2146,cobM,syg:sync_2146,K05936,precorrin-4 C11-methyltransferase,cobM,precorrin-4 C11-methyltransferase,Q0I875,Precorrin-4 C11-methyltransferase (EC 2.1.1.133).,2.1.1.133,1900994,complement(1900994..1901740),248
sync_2147,lgt,syg:sync_2147,K13292,prolipoprotein diacylglyceryl transferase,lgt,prolipoprotein diacylglyceryl transferase,Q0I874,Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-).,2.-.-.-,1901746,complement(1901746..1902612),288
sync_2148,petA,syg:sync_2148,K02634,apocytochrome f,petA,apocytochrome F,Q0I873,Apocytochrome F.,,1902618,complement(1902618..1903550),310
sync_2149,petC,syg:sync_2149,K02636,"cytochrome b6-f complex, iron-sulfur subunit",petC,"cytochrome b6-f complex, iron-sulfur subunit",Q0I872,"Cytochrome b6-f complex, iron-sulfur subunit (EC 1.10.99.1).",1.10.99.1,1903594,complement(1903594..1904130),178
sync_2150,,syg:sync_2150,,hypothetical protein,,conserved hypothetical protein,Q0I871,Putative uncharacterized protein.,,1904213,1904213..1904581,122
sync_2151,tatC,syg:sync_2151,K03118,sec-independent protein translocase TatC,tatC,Sec-independent protein translocase TatC,Q0I870,Sec-independent protein translocase TatC.,,1904532,complement(1904532..1905308),258
sync_2152,,syg:sync_2152,,fibronectin-binding protein,,fibronectin-binding protein,Q0I869,Fibronectin-binding protein.,,1905387,complement(1905387..1907126),579
sync_2153,,syg:sync_2153,K00942,"guanylate kinase, putative",,"guanylate kinase, putative",Q0I868,Guanylate kinase (EC 2.7.4.8) (GMP kinase).,2.7.4.8,1907192,1907192..1907764,190
sync_2154,,syg:sync_2154,K02697,photosystem I reaction centre subunit IX-related protein,,photosystem I reaction centre subunit IX-related protein,Q0I867,Photosystem I reaction center subunit IX.,,1907817,complement(1907817..1907936),39
sync_2155,psaF,syg:sync_2155,K02694,photosystem I reaction center subunit III,psaF,photosystem I reaction center subunit III,Q0I866,Photosystem I reaction center subunit III.,,1907969,complement(1907969..1908448),159
sync_2156,gcp,syg:sync_2156,K01409,O-sialoglycoprotein endopeptidase,gcp,O-sialoglycoprotein endopeptidase,Q0I865,O-sialoglycoprotein endopeptidase (EC 3.4.24.57).,3.4.24.57,1908526,1908526..1909596,356
sync_2157,,syg:sync_2157,,possible high light inducible protein-related protein,,possible high light inducible protein-related protein,Q0I864,Possible high light inducible protein-related protein.,,1909574,1909574..1909822,82
sync_2158,,syg:sync_2158,K02669,twitching mobility protein PilT,,twitching mobility protein PilT,Q0I863,Twitching mobility protein PilT.,,1909828,complement(1909828..1910970),380
sync_2159,,syg:sync_2159,K01791,UDP-N-acetylglucosamine 2-epimerase,,UDP-N-acetylglucosamine 2-epimerase,Q0I862,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14).,5.1.3.14,1911081,1911081..1912193,370
sync_2160,,syg:sync_2160,,protein of unknown function (DUF1643) family protein,,Protein of unknown function (DUF1643) family protein,Q0I861,Putative uncharacterized protein.,,1912138,1912138..1912803,221
sync_2161,,syg:sync_2161,,hypothetical protein,,conserved hypothetical protein,Q0I860,Putative uncharacterized protein.,,1912721,1912721..1912966,81
sync_2162,,syg:sync_2162,,"transporter, monovalent cation:proton antiporter-2 (CPA2) family protein",,"transporter, monovalent cation:proton antiporter-2 (CPA2) family protein",Q0I859,"Transporter, monovalent cation:proton antiporter-2 (CPA2) family protein.",,1912956,1912956..1914233,425
sync_2163,gltX,syg:sync_2163,K01885,glutamyl-tRNA synthetase,gltX,glutamyl-tRNA synthetase,Q0I858,Glutamyl-tRNA synthetase (EC 6.1.1.17).,6.1.1.17,1914183,complement(1914183..1915613),476
sync_2164,,syg:sync_2164,,tRNA-Asp,,Asp tRNA,,,,1915633,complement(1915633..1915706),
sync_2165,,syg:sync_2165,,hypothetical protein,,hypothetical protein,Q0I857,Putative uncharacterized protein.,,1915823,1915823..1915987,54
sync_2166,,syg:sync_2166,,hypothetical protein,,conserved hypothetical protein,Q0I856,Putative uncharacterized protein.,,1916008,complement(1916008..1916265),85
sync_2167,,syg:sync_2167,,tRNA-Trp,,Trp tRNA,,,,1916236,complement(1916236..1916308),
sync_2168,rplS,syg:sync_2168,K02884,ribosomal protein L19,rplS,ribosomal protein L19,Q0I855,50S ribosomal protein L19.,,1916369,complement(1916369..1916827),152
sync_2169,,syg:sync_2169,,hypothetical protein,,conserved hypothetical protein,Q0I854,Putative uncharacterized protein.,,1916860,complement(1916860..1917171),103
sync_2170,map,syg:sync_2170,K01265,"methionine aminopeptidase, type I",map,"methionine aminopeptidase, type I",Q0I853,"Methionine aminopeptidase, type I (EC 3.4.11.18).",3.4.11.18,1917284,1917284..1918117,277
sync_2171,,syg:sync_2171,,short-chain dehydrogenase/reductase family enzyme,,Short-chain dehydrogenase/reductase family enzyme,Q0I852,Short-chain dehydrogenase/reductase family enzyme.,,1918098,complement(1918098..1918865),255
sync_2172,,syg:sync_2172,K06873,BioD-like N-terminal domain of phosphotransacetylase,,BioD-like N-terminal domain of phosphotransacetylase,Q0I851,BioD-like N-terminal domain of phosphotransacetylase (EC 2.3.1.8).,,1918988,1918988..1920070,360
sync_2173,,syg:sync_2173,,cyanobacteria-specific protein,,cyanobacteria-specific protein,Q0I850,Cyanobacteria-specific protein.,,1920142,1920142..1920660,172
sync_2174,,syg:sync_2174,,MAPEG family protein,,MAPEG family protein,Q0I849,MAPEG family protein.,,1920803,complement(1920803..1921258),151
sync_2175,,syg:sync_2175,,hypothetical protein,,hypothetical protein,Q0I848,Putative uncharacterized protein.,,1921309,1921309..1921506,65
sync_2176,,syg:sync_2176,,hypothetical protein,,Uncharacterized protein,Q0I847,Uncharacterized protein.,,1921696,complement(1921696..1922034),112
sync_2177,,syg:sync_2177,,hypothetical protein,,hypothetical protein,Q0I846,Putative uncharacterized protein.,,1922193,complement(1922193..1922315),40
sync_2178,,syg:sync_2178,,hypothetical protein,,hypothetical protein,Q0I845,Putative uncharacterized protein.,,1922383,complement(1922383..1922553),56
sync_2179,,syg:sync_2179,,hypothetical protein,,hypothetical protein,Q0I844,Putative uncharacterized protein.,,1922738,complement(1922738..1922920),60
sync_2180,,syg:sync_2180,,possible carboxylesterase,,possible Carboxylesterase,Q0I843,Possible Carboxylesterase.,,1922987,1922987..1923247,86
sync_2181,,syg:sync_2181,,hypothetical protein,,hypothetical protein,Q0I842,Putative uncharacterized protein.,,1923234,1923234..1923389,51
sync_2182,,syg:sync_2182,,hypothetical protein,,hypothetical protein,Q0I841,Putative uncharacterized protein.,,1923276,complement(1923276..1923500),74
sync_2183,,syg:sync_2183,,hypothetical protein,,hypothetical protein,Q0I840,Putative uncharacterized protein.,,1923643,complement(1923643..1923762),39
sync_2184,,syg:sync_2184,,possible high light inducible protein-related protein,,possible high light inducible protein-related protein,Q0I839,Possible high light inducible protein-related protein.,,1923759,complement(1923759..1923980),73
sync_2185,,syg:sync_2185,K00680,"acetyltransferase, GNAT family protein",,"Acetyltransferase, GNAT family protein",Q0I838,"Acetyltransferase, GNAT family protein (EC 2.3.1.-).",2.3.1.-,1924003,1924003..1924467,154
sync_2186,,syg:sync_2186,,hypothetical protein,,hypothetical protein,Q0I837,Putative uncharacterized protein.,,1924618,1924618..1924752,44
sync_2187,,syg:sync_2187,,hypothetical protein,,hypothetical protein,Q0I836,Putative uncharacterized protein.,,1925090,complement(1925090..1925428),112
sync_2188,,syg:sync_2188,,hypothetical protein,,conserved hypothetical protein,Q0I835,Putative uncharacterized protein.,,1925413,complement(1925413..1925874),153
sync_2189,,syg:sync_2189,,hypothetical protein,,hypothetical protein,Q0I834,Putative uncharacterized protein.,,1925849,complement(1925849..1926142),97
sync_2190,glnS,syg:sync_2190,K01885,glutamyl/glutaminyl-tRNA synthetase,glnS,Glutamyl/Glutaminyl-tRNA synthetase,Q0I833,Glutamyl/Glutaminyl-tRNA synthetase (EC 6.1.1.17).,6.1.1.17,1926120,complement(1926120..1927028),302
sync_2191,hup,syg:sync_2191,K03530,DNA-binding protein HU,hup,DNA-binding protein HU,Q0I832,DNA-binding protein HU.,,1927102,complement(1927102..1927377),91
sync_2192,,syg:sync_2192,,metallo-beta-lactamase superfamily hydrolase,,Metallo-beta-lactamase superfamily hydrolase,Q0I831,Metallo-beta-lactamase superfamily hydrolase.,,1927520,complement(1927520..1928173),217
sync_2193,treX,syg:sync_2193,K02438,glycogen debranching enzyme,treX,Glycogen debranching enzyme,Q0I830,Glycogen debranching enzyme (EC 3.2.1.-).,3.2.1.-,1928258,1928258..1930333,691
sync_2194,,syg:sync_2194,,tRNA-Gly,,Gly tRNA,,,,1930338,complement(1930338..1930408),
sync_2195,,syg:sync_2195,K03292,putative GPH family sugar transporter,,putative GPH family sugar transporter,Q0I829,Putative GPH family sugar transporter.,,1930447,1930447..1931856,469
sync_2196,,syg:sync_2196,K02066,"possible transporter, membrane component",,"possible transporter, membrane component",Q0I828,"Possible transporter, membrane component.",,1931881,1931881..1932627,248
sync_2197,,syg:sync_2197,,hypothetical protein,,conserved hypothetical protein,Q0I827,Putative uncharacterized protein.,,1932628,1932628..1933038,136
sync_2198,,syg:sync_2198,,hypothetical protein,,Uncharacterized protein,Q0I826,Uncharacterized protein.,,1933165,1933165..1934145,326
sync_2199,,syg:sync_2199,K08591,conserved hypothetical protein TIGR00023,,conserved hypothetical protein TIGR00023,Q0I825,Putative uncharacterized protein.,2.3.1.15,1934145,1934145..1934732,195
sync_2200,pyrF,syg:sync_2200,K01591,orotidine 5'-phosphate decarboxylase,pyrF,orotidine 5'-phosphate decarboxylase,Q0I824,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23).,4.1.1.23,1934770,complement(1934770..1935501),243
sync_2201,,syg:sync_2201,,regucalcin family protein,,regucalcin family protein,Q0I823,Regucalcin family protein.,,1935554,complement(1935554..1936435),293
sync_2202,,syg:sync_2202,,hypothetical protein,,hypothetical protein,Q0I822,Putative uncharacterized protein.,,1936469,complement(1936469..1936798),109
sync_2203,tyrS,syg:sync_2203,K01866,tyrosyl-tRNA synthetase,tyrS,tyrosyl-tRNA synthetase,Q0I821,Tyrosyl-tRNA synthetase (EC 6.1.1.1).,6.1.1.1,1936937,complement(1936937..1938184),415
sync_2204,,syg:sync_2204,,hypothetical protein,,Uncharacterized protein,Q0I820,Uncharacterized protein.,,1938221,complement(1938221..1938667),148
sync_2205,,syg:sync_2205,,possible DNA-binding response regulator,,possible DNA-binding response regulator,Q0I819,Possible DNA-binding response regulator.,,1938657,1938657..1939388,243
sync_2206,,syg:sync_2206,,hypothetical protein,,conserved hypothetical protein,Q0I818,Putative uncharacterized protein.,,1939436,1939436..1940011,191
sync_2207,,syg:sync_2207,,cyanobacteria-specific protein containing UvrC-like endonuclease domain,,cyanobacteria-specific protein containing UvrC-like endonuclease domain,Q0I817,Cyanobacteria-specific protein containing UvrC-like endonuclease domain.,,1939968,1939968..1940618,216
sync_2208,,syg:sync_2208,K01255,"peptidase, M17 (leucyl aminopeptidase) family protein",,"peptidase, M17 (leucyl aminopeptidase) family protein",Q0I816,"Peptidase, M17 (Leucyl aminopeptidase) family protein (EC 3.4.11.-).",3.4.11.1,1940656,1940656..1942146,496
sync_2209,,syg:sync_2209,,hypothetical protein,,hypothetical protein,Q0I815,Putative uncharacterized protein.,,1942179,1942179..1942415,78
sync_2210,,syg:sync_2210,K07304,peptide methionine sulfoxide reductase MsrA,,peptide methionine sulfoxide reductase MsrA,Q0I814,Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.6).,1.8.4.11,1942731,complement(1942731..1943411),226
sync_2211,lpxB,syg:sync_2211,K00748,lipid-A-disaccharide synthase,lpxB,lipid-A-disaccharide synthase,Q0I813,Lipid-A-disaccharide synthase (EC 2.4.1.182).,2.4.1.182,1943368,complement(1943368..1944549),393
sync_2212,lpxA,syg:sync_2212,K00677,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,lpxA,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,Q0I812,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129).,2.3.1.129,1944552,complement(1944552..1945379),275
sync_2213,fabZ,syg:sync_2213,K02372,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,fabZ,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,Q0I811,Beta-hydroxyacyl-(Acyl-carrier-protein) dehydratase FabZ (EC 4.2.1.-).,4.2.1.-,1945409,complement(1945409..1945873),154
sync_2214,lpxC,syg:sync_2214,K02535,UDP-3-0-acyl N-acetylglucosamine deacetylase,lpxC,UDP-3-0-acyl N-acetylglucosamine deacetylase,Q0I810,UDP-3-0-acyl N-acetylglucosamine deacetylase (EC 3.5.1.-).,3.5.1.-,1945879,complement(1945879..1946769),296
sync_2215,,syg:sync_2215,K07277,"membrane protein, OMP85 family protein",,"membrane protein, OMP85 family protein",Q0I809,"Membrane protein, OMP85 family protein.",,1946733,complement(1946733..1948952),739
sync_2216,purC,syg:sync_2216,K01923,phosphoribosylaminoimidazole-succinocarboxamide synthase,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,Q0I808,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6).,6.3.2.6,1949051,complement(1949051..1949803),250
sync_2217,,syg:sync_2217,,hypothetical protein,,conserved hypothetical protein,Q0I807,Putative uncharacterized protein.,,1949800,complement(1949800..1950786),328
sync_2218,purD,syg:sync_2218,K01945,phosphoribosylamine--glycine ligase,purD,phosphoribosylamine--glycine ligase,Q0I806,Phosphoribosylamine--glycine ligase (EC 6.3.4.13).,6.3.4.13,1950889,1950889..1952226,445
sync_2219,,syg:sync_2219,K07769,sensory box histidine kinase,,sensory box histidine kinase,Q0I805,Sensor protein (EC 2.7.13.3).,2.7.13.3,1952240,1952240..1954321,693
sync_2220,kaiC,syg:sync_2220,K08482,circadian clock protein KaiC,kaiC,circadian clock protein KaiC,Q0I804,Circadian clock protein KaiC.,,1954369,complement(1954369..1955904),511
sync_2221,kaiB,syg:sync_2221,K08481,circadian clock protein KaiB,kaiB,circadian clock protein KaiB,Q0I803,Circadian clock protein KaiB.,,1955970,complement(1955970..1956329),119
sync_2222,kaiA,syg:sync_2222,K08480,circadian clock protein KaiA,kaiA,circadian clock protein KaiA,Q0I802,Circadian clock protein KaiA.,,1956326,complement(1956326..1957312),328
sync_2223,rplU,syg:sync_2223,K02888,ribosomal protein L21,rplU,ribosomal protein L21,Q0I801,50S ribosomal protein L21.,,1957358,1957358..1957735,125
sync_2224,rpmA,syg:sync_2224,K02899,ribosomal protein L27,rpmA,ribosomal protein L27,Q0I800,Ribosomal protein L27.,,1957778,1957778..1958044,88
sync_2225,,syg:sync_2225,,hypothetical protein,,hypothetical protein,Q0I7Z9,Putative uncharacterized protein.,,1958139,complement(1958139..1958327),62
sync_2226,,syg:sync_2226,,hypothetical protein,,hypothetical protein,Q0I7Z8,Putative uncharacterized protein.,,1958383,1958383..1958553,56
sync_2227,hli-3,syg:sync_2227,K01772,Lhc-like protein Lhl4,hli-3,Lhc-like protein Lhl4,Q0I7Z7,Lhc-like protein Lhl4 (EC 4.99.1.1).,4.99.1.1,1958602,1958602..1958745,47
sync_2228,,syg:sync_2228,,CpeY protein,,CpeY protein,Q0I7Z6,CpeY protein.,,1959003,complement(1959003..1960199),398
sync_2229,,syg:sync_2229,,"transcriptional regulator, AraC family domain protein",,"transcriptional regulator, araC family domain protein",Q0I7Z5,"Transcriptional regulator, araC family domain protein.",,1960940,complement(1960940..1961896),318
sync_2230,,syg:sync_2230,,hypothetical protein,,hypothetical protein,Q0I7Z4,Putative uncharacterized protein.,,1961893,complement(1961893..1962927),344
sync_2231,,syg:sync_2231,,hypothetical protein,,hypothetical protein,Q0I7Z3,Putative uncharacterized protein.,,1963590,1963590..1963700,36
sync_2232,,syg:sync_2232,,hypothetical protein,,conserved hypothetical protein,Q0I7Z2,Putative uncharacterized protein.,,1964030,complement(1964030..1964794),254
sync_2233,truB,syg:sync_2233,K03177,tRNA pseudouridine synthase B,truB,tRNA pseudouridine synthase B,Q0I7Z1,TRNA pseudouridine synthase B (EC 4.2.1.70).,5.4.99.12,1964869,1964869..1965762,297
sync_2234,,syg:sync_2234,,conserved hypothetical protein TIGR01033,,conserved hypothetical protein TIGR01033,Q0I7Z0,Putative uncharacterized protein.,,1965780,1965780..1966514,244
sync_2235,,syg:sync_2235,,hypothetical protein,,hypothetical protein,Q0I7Y9,Putative uncharacterized protein.,,1966532,1966532..1966750,72
sync_2236,,syg:sync_2236,,hypothetical protein,,Uncharacterized conserved protein,Q0I7Y8,Uncharacterized conserved protein.,,1967075,1967075..1967347,90
sync_2237,,syg:sync_2237,,cupin domain protein,,cupin domain protein,Q0I7Y7,Cupin domain protein.,,1967477,1967477..1967992,171
sync_2238,,syg:sync_2238,,hypothetical protein,,hypothetical protein,Q0I7Y6,Putative uncharacterized protein.,,1968127,complement(1968127..1968282),51
sync_2239,,syg:sync_2239,,hypothetical protein,,hypothetical protein,Q0I7Y5,Putative uncharacterized protein.,,1968548,complement(1968548..1968664),38
sync_2240,,syg:sync_2240,,hypothetical protein,,hypothetical protein,Q0I7Y4,Putative uncharacterized protein.,,1968735,1968735..1968887,50
sync_2241,,syg:sync_2241,K03828,probable acetyltransferase,,probable acetyltransferase,Q0I7Y3,Probable acetyltransferase.,2.3.1.-,1968972,complement(1968972..1969484),170
sync_2242,,syg:sync_2242,,hypothetical protein,,hypothetical protein,Q0I7Y2,Putative uncharacterized protein.,,1969524,complement(1969524..1969625),33
sync_2243,,syg:sync_2243,,hypothetical protein,,hypothetical protein,Q0I7Y1,Putative uncharacterized protein.,,1969917,1969917..1970015,32
