gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ACZ81_RS18985,,ACZ81_RS18985,ACZ81_18980,Protein Homology,4431880,4432356,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951260.1,YgjV family protein,WP_014951260.1,,,,,,ACZ81_18980
cyoE,cyoE,ACZ81_RS18990,ACZ81_18985,Protein Homology,4432441,4433337,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999969.1,heme o synthase,WP_061486796.1,"GO:0048034,GO:0008495,GO:0016020",membrane|0016020||IEA,protoheme IX farnesyltransferase activity|0008495||IEA,heme O biosynthetic process|0048034||IEA,,ACZ81_18985
cyoD,cyoD,ACZ81_RS18995,ACZ81_18990,Protein Homology,4433535,4433906,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999970.1,cytochrome o ubiquinol oxidase subunit IV,WP_012520077.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,ACZ81_18990
cyoC,cyoC,ACZ81_RS19000,ACZ81_18995,Protein Homology,4433906,4434523,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951262.1,cytochrome o ubiquinol oxidase subunit III,WP_061486797.1,"GO:0019646,GO:0009486",,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,aerobic electron transport chain|0019646||IEA,,ACZ81_18995
cyoB,cyoB,ACZ81_RS19005,ACZ81_19000,Protein Homology,4434520,4436508,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977736.1,cytochrome o ubiquinol oxidase subunit I,WP_014980664.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,ACZ81_19000
cyoA,cyoA,ACZ81_RS19010,ACZ81_19005,Protein Homology,4436511,4437452,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520080.1,ubiquinol oxidase subunit II,WP_014951264.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,ACZ81_19005
ACZ81_RS19015,,ACZ81_RS19015,ACZ81_19010,Protein Homology,4437603,4438010,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068432.1,hypothetical protein,WP_014951265.1,,,,,,ACZ81_19010
ACZ81_RS19020,,ACZ81_RS19020,ACZ81_19015,Protein Homology,4438528,4439271,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951266.1,IclR family transcriptional regulator,WP_230598821.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ACZ81_19015
ACZ81_RS19025,,ACZ81_RS19025,ACZ81_19020,Protein Homology,4439271,4440593,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951267.1,pectate lyase family protein,WP_061486798.1,"GO:0000272,GO:0016837",,carbon-oxygen lyase activity%2C acting on polysaccharides|0016837||IEA,polysaccharide catabolic process|0000272||IEA,,ACZ81_19020
ACZ81_RS19030,,ACZ81_RS19030,ACZ81_19025,Protein Homology,4440741,4443674,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951268.1,TonB-dependent receptor,WP_039229007.1,"GO:0006810,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,ACZ81_19025
ACZ81_RS19035,,ACZ81_RS19035,ACZ81_19030,Protein Homology,4443773,4449910,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999978.1,pectinesterase family protein,WP_061486799.1,"GO:0042545,GO:0030599",,pectinesterase activity|0030599||IEA,cell wall modification|0042545||IEA,,ACZ81_19030
ltrA,ltrA,ACZ81_RS19040,ACZ81_19035,Protein Homology,4450015,4451286,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516968.1,group II intron reverse transcriptase/maturase,WP_061439600.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,ACZ81_19035
ACZ81_RS19045,,ACZ81_RS19045,ACZ81_19040,Protein Homology,4452197,4453414,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977743.1,DUF6538 domain-containing protein,WP_014977743.1,,,,,,ACZ81_19040
ACZ81_RS19050,,ACZ81_RS19050,ACZ81_19045,GeneMarkS-2+,4453713,4454615,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061486800.1,,,,,,ACZ81_19045
ACZ81_RS19055,,ACZ81_RS19055,ACZ81_19050,Protein Homology,4454684,4456021,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977745.1,reverse transcriptase domain-containing protein,WP_014977745.1,,,,,,ACZ81_19050
ACZ81_RS19060,,ACZ81_RS19060,ACZ81_19055,Protein Homology,4456018,4456620,-,,,COORDINATES: protein motif:HMM:NF037207.6,SLATT domain-containing protein,WP_014977746.1,,,,,,ACZ81_19055
ACZ81_RS19065,,ACZ81_RS19065,ACZ81_19060,GeneMarkS-2+,4457099,4457785,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,MarR family transcriptional regulator,WP_014977747.1,,,,,,ACZ81_19060
ACZ81_RS19070,,ACZ81_RS19070,ACZ81_19065,Protein Homology,4457961,4458530,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977748.1,recombinase family protein,WP_232375973.1,"GO:0006310,GO:0015074,GO:0000150,GO:0003677",,"DNA strand exchange activity|0000150||IEA,DNA binding|0003677||IEA","DNA recombination|0006310||IEA,DNA integration|0015074||IEA",,ACZ81_19065
ACZ81_RS19075,,ACZ81_RS19075,ACZ81_19070,Protein Homology,4458635,4459558,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977749.1,HNH endonuclease,WP_014977749.1,"GO:0003677,GO:0004519,GO:0008270",,"DNA binding|0003677||IEA,endonuclease activity|0004519||IEA,zinc ion binding|0008270||IEA",,,ACZ81_19070
groL,groL,ACZ81_RS19080,ACZ81_19075,Protein Homology,4460036,4461673,-,60 kDa chaperone family%3B promotes refolding of misfolded polypeptides especially under stressful conditions%3B forms two stacked rings of heptamers to form a barrel-shaped 14mer%3B ends can be capped by GroES%3B misfolded proteins enter the barrel where they are refolded when GroES binds,,COORDINATES: similar to AA sequence:RefSeq:WP_012520087.1,chaperonin GroEL,WP_014951270.1,"GO:0042026,GO:0140662",,ATP-dependent protein folding chaperone|0140662||IEA,protein refolding|0042026||IEA,,ACZ81_19075
ACZ81_RS19085,,ACZ81_RS19085,ACZ81_19080,Protein Homology,4461714,4462004,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010179358.1,co-chaperone GroES,WP_012520088.1,"GO:0005524,GO:0140662",,"ATP binding|0005524||IEA,ATP-dependent protein folding chaperone|0140662||IEA",,,ACZ81_19080
ACZ81_RS19090,,ACZ81_RS19090,ACZ81_19085,Protein Homology,4462282,4462806,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977751.1,FxsA family protein,WP_061486801.1,GO:0005886,plasma membrane|0005886||IEA,,,,ACZ81_19085
cutA,cutA,ACZ81_RS19095,ACZ81_19090,Protein Homology,4463020,4463334,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951272.1,divalent-cation tolerance protein CutA,WP_061486802.1,GO:0010038,,,response to metal ion|0010038||IEA,,ACZ81_19090
ACZ81_RS19100,,ACZ81_RS19100,ACZ81_19095,Protein Homology,4463402,4465294,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999992.1,protein-disulfide reductase DsbD,WP_061487015.1,"GO:0017004,GO:0009055,GO:0030554,GO:0047134",,"electron transfer activity|0009055||IEA,adenyl nucleotide binding|0030554||IEA,protein-disulfide reductase [NAD(P)H] activity|0047134||IEA",cytochrome complex assembly|0017004||IEA,,ACZ81_19095
ACZ81_RS19105,,ACZ81_RS19105,ACZ81_19100,Protein Homology,4465383,4466210,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999993.1,M23 family metallopeptidase,WP_416022495.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,,ACZ81_19100
aroQ,aroQ,ACZ81_RS19110,ACZ81_19105,Protein Homology,4466443,4466883,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068438.1,type II 3-dehydroquinate dehydratase,WP_014999994.1,"GO:0009423,GO:0003855",,3-dehydroquinate dehydratase activity|0003855||IEA,chorismate biosynthetic process|0009423||IEA,,ACZ81_19105
accB,accB,ACZ81_RS19115,ACZ81_19110,Protein Homology,4466898,4467362,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951276.1,acetyl-CoA carboxylase biotin carboxyl carrier protein,WP_039221534.1,"GO:0006633,GO:0003989,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,acetyl-CoA carboxylase activity|0003989||IEA,fatty acid biosynthetic process|0006633||IEA,,ACZ81_19110
accC,accC,ACZ81_RS19120,ACZ81_19115,Protein Homology,4467377,4468720,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951277.1,acetyl-CoA carboxylase biotin carboxylase subunit,WP_014999996.1,"GO:0004075,GO:0016874,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,"biotin carboxylase activity|0004075||IEA,ligase activity|0016874||IEA",,,ACZ81_19115
ACZ81_RS19125,,ACZ81_RS19125,ACZ81_19120,Protein Homology,4469127,4470071,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999998.1,hypothetical protein,WP_061486803.1,,,,,,ACZ81_19120
ltrA,ltrA,ACZ81_RS19130,ACZ81_19125,Protein Homology,4470180,4471451,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516968.1,group II intron reverse transcriptase/maturase,WP_061485860.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,ACZ81_19125
ACZ81_RS21365,,ACZ81_RS21365,ACZ81_19130,Protein Homology,4471692,4471844,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006008394.1,hypothetical protein,WP_168463716.1,,,,,,ACZ81_19130
ACZ81_RS19140,,ACZ81_RS19140,ACZ81_19135,Protein Homology,4472419,4472859,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980675.1,hypothetical protein,WP_061487017.1,,,,,,ACZ81_19135
ACZ81_RS19145,,ACZ81_RS19145,ACZ81_19140,Protein Homology,4472916,4473179,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951280.1,TIGR03643 family protein,WP_015000000.1,,,,,,ACZ81_19140
ACZ81_RS19150,,ACZ81_RS19150,ACZ81_19145,Protein Homology,4473272,4475419,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000001.1,exonuclease domain-containing protein,WP_061486804.1,GO:0004527,,exonuclease activity|0004527||IEA,,,ACZ81_19145
ACZ81_RS19155,,ACZ81_RS19155,ACZ81_19150,Protein Homology,4475537,4475824,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951282.1,hypothetical protein,WP_232375974.1,,,,,,ACZ81_19150
ACZ81_RS19160,,ACZ81_RS19160,ACZ81_19155,Protein Homology,4476011,4476202,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980678.1,CPXCG motif-containing cysteine-rich protein,WP_014980678.1,,,,,,ACZ81_19155
ACZ81_RS19165,,ACZ81_RS19165,ACZ81_19160,Protein Homology,4476195,4476824,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980679.1,flavin reductase family protein,WP_061486805.1,"GO:0010181,GO:0016491",,"FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA",,,ACZ81_19160
ACZ81_RS19170,,ACZ81_RS19170,ACZ81_19165,Protein Homology,4477047,4477340,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951285.1,high-potential iron-sulfur protein,WP_014951285.1,"GO:0019646,GO:0009055",,electron transfer activity|0009055||IEA,aerobic electron transport chain|0019646||IEA,,ACZ81_19165
ACZ81_RS19175,,ACZ81_RS19175,ACZ81_19170,Protein Homology,4477439,4479058,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980680.1,amidase,WP_061486806.1,,,,,,ACZ81_19170
ACZ81_RS19180,,ACZ81_RS19180,ACZ81_19175,Protein Homology,4479188,4479949,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951287.1,substrate-binding periplasmic protein,WP_014951287.1,,,,,,ACZ81_19175
prmA,prmA,ACZ81_RS19185,ACZ81_19180,Protein Homology,4480241,4481119,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980682.1,50S ribosomal protein L11 methyltransferase,WP_061486807.1,"GO:0036211,GO:0008757",,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,protein modification process|0036211||IEA,,ACZ81_19180
dusB,dusB,ACZ81_RS19190,ACZ81_19185,Protein Homology,4481490,4482488,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786628.1,tRNA dihydrouridine synthase DusB,WP_014951289.1,"GO:0008033,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA processing|0008033||IEA,,ACZ81_19185
fis,fis,ACZ81_RS19195,ACZ81_19190,Protein Homology,4482519,4482812,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982332.1,DNA-binding transcriptional regulator Fis,WP_012520109.1,,,,,,ACZ81_19190
purH,purH,ACZ81_RS19200,ACZ81_19195,Protein Homology,4482895,4484493,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010391780.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,WP_061487019.1,"GO:0009152,GO:0003937,GO:0004643",,"IMP cyclohydrolase activity|0003937||IEA,phosphoribosylaminoimidazolecarboxamide formyltransferase activity|0004643||IEA",purine ribonucleotide biosynthetic process|0009152||IEA,,ACZ81_19195
ACZ81_RS19205,,ACZ81_RS19205,ACZ81_19200,Protein Homology,4484805,4485620,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520111.1,class I SAM-dependent methyltransferase,WP_039228695.1,"GO:0032259,GO:0008168,GO:0008757,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,,ACZ81_19200
purD,purD,ACZ81_RS19210,ACZ81_19205,Protein Homology,4485648,4486940,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951292.1,phosphoribosylamine--glycine ligase,WP_061486808.1,"GO:0009113,GO:0004637",,phosphoribosylamine-glycine ligase activity|0004637||IEA,purine nucleobase biosynthetic process|0009113||IEA,,ACZ81_19205
ACZ81_RS19215,,ACZ81_RS19215,ACZ81_19210,Protein Homology,4487409,4488161,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951293.1,glucosaminidase domain-containing protein,WP_061486809.1,GO:0004040,,amidase activity|0004040||IEA,,,ACZ81_19210
ACZ81_RS19220,,ACZ81_RS19220,ACZ81_19215,Protein Homology,4488331,4489092,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520114.1,sugar-binding protein,WP_061486810.1,"GO:0016052,GO:0004553,GO:0030246",,"hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate binding|0030246||IEA",carbohydrate catabolic process|0016052||IEA,,ACZ81_19215
ACZ81_RS19225,,ACZ81_RS19225,ACZ81_19220,Protein Homology,4489250,4490185,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977768.1,ion transporter,WP_014977768.1,"GO:0034220,GO:0005216,GO:0005886,GO:0034702","plasma membrane|0005886||IEA,monoatomic ion channel complex|0034702||IEA",monoatomic ion channel activity|0005216||IEA,monoatomic ion transmembrane transport|0034220||IEA,,ACZ81_19220
ACZ81_RS19230,,ACZ81_RS19230,ACZ81_19225,Protein Homology,4490308,4491213,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951296.1,phosphoribulokinase,WP_014951296.1,"GO:0005975,GO:0005524,GO:0008974",,"ATP binding|0005524||IEA,phosphoribulokinase activity|0008974||IEA",carbohydrate metabolic process|0005975||IEA,,ACZ81_19225
ACZ81_RS19235,,ACZ81_RS19235,ACZ81_19230,Protein Homology,4491381,4492526,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520117.1,DUF2855 family protein,WP_061486811.1,,,,,,ACZ81_19230
ompR,ompR,ACZ81_RS19240,ACZ81_19235,Protein Homology,4492825,4493547,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014646135.1,two-component system response regulator OmpR,WP_014951298.1,"GO:0000160,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,ACZ81_19235
envZ,envZ,ACZ81_RS19245,ACZ81_19240,Protein Homology,4493684,4495003,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951299.1,two-component system sensor histidine kinase EnvZ,WP_014951299.1,"GO:0007165,GO:0016310,GO:0000155,GO:0016020",membrane|0016020||IEA,phosphorelay sensor kinase activity|0000155||IEA,"signal transduction|0007165||IEA,phosphorylation|0016310||IEA",,ACZ81_19240
ACZ81_RS19250,,ACZ81_RS19250,ACZ81_19245,Protein Homology,4495030,4496202,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977769.1,MFS transporter,WP_061486812.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ACZ81_19245
ACZ81_RS19255,,ACZ81_RS19255,ACZ81_19250,Protein Homology,4496343,4498766,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000017.1,TIM-barrel domain-containing protein,WP_061486813.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,,ACZ81_19250
ltrA,ltrA,ACZ81_RS19260,ACZ81_19255,Protein Homology,4499003,4500274,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516968.1,group II intron reverse transcriptase/maturase,WP_061439600.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,ACZ81_19255
ACZ81_RS19265,,ACZ81_RS19265,ACZ81_19260,Protein Homology,4501096,4502658,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068460.1,phosphoenolpyruvate carboxykinase,WP_061486814.1,"GO:0006094,GO:0004611,GO:0005524,GO:0017076",,"phosphoenolpyruvate carboxykinase activity|0004611||IEA,ATP binding|0005524||IEA,purine nucleotide binding|0017076||IEA",gluconeogenesis|0006094||IEA,,ACZ81_19260
hslO,hslO,ACZ81_RS19270,ACZ81_19265,Protein Homology,4503105,4504004,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520124.1,Hsp33 family molecular chaperone HslO,WP_014980693.1,"GO:0006457,GO:0051082",,unfolded protein binding|0051082||IEA,protein folding|0006457||IEA,,ACZ81_19265
hslR,hslR,ACZ81_RS19275,ACZ81_19270,Protein Homology,4504028,4504432,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520125.1,ribosome-associated heat shock protein Hsp15,WP_014977772.1,,,,,,ACZ81_19270
gspC,gspC,ACZ81_RS19280,ACZ81_19275,Protein Homology,4504562,4505479,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951305.1,type II secretion system protein GspC,WP_061486815.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19275
gspD,gspD,ACZ81_RS19285,ACZ81_19280,Protein Homology,4505578,4507629,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951306.1,type II secretion system secretin GspD,WP_081106123.1,"GO:0015628,GO:0015627,GO:0019867","type II protein secretion system complex|0015627||IEA,outer membrane|0019867||IEA",,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19280
gspE,gspE,ACZ81_RS19290,ACZ81_19285,Protein Homology,4507631,4509196,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000023.1,type II secretion system ATPase GspE,WP_061486816.1,"GO:0015628,GO:0005524,GO:0015627",type II protein secretion system complex|0015627||IEA,ATP binding|0005524||IEA,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19285
gspF,gspF,ACZ81_RS19295,ACZ81_19290,Protein Homology,4509197,4510423,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977774.1,type II secretion system inner membrane protein GspF,WP_061486817.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19290
gspG,gspG,ACZ81_RS19300,ACZ81_19295,Protein Homology,4510423,4510860,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520130.1,type II secretion system major pseudopilin GspG,WP_061486818.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19295
gspH,gspH,ACZ81_RS19305,ACZ81_19300,Protein Homology,4510866,4511492,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951310.1,type II secretion system minor pseudopilin GspH,WP_061486819.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19300
gspI,gspI,ACZ81_RS19310,ACZ81_19305,Protein Homology,4511489,4511917,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951311.1,type II secretion system minor pseudopilin GspI,WP_014951311.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19305
gspJ,gspJ,ACZ81_RS19315,ACZ81_19310,Protein Homology,4511919,4512545,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951312.1,type II secretion system minor pseudopilin GspJ,WP_061096192.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19310
gspK,gspK,ACZ81_RS19320,ACZ81_19315,Protein Homology,4512542,4513588,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951313.1,type II secretion system minor pseudopilin GspK,WP_061486820.1,"GO:0009306,GO:0016020",membrane|0016020||IEA,,protein secretion|0009306||IEA,,ACZ81_19315
gspL,gspL,ACZ81_RS19325,ACZ81_19320,Protein Homology,4513588,4514787,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520135.1,type II secretion system protein GspL,WP_061486821.1,"GO:0015628,GO:0009276,GO:0015627","Gram-negative-bacterium-type cell wall|0009276||IEA,type II protein secretion system complex|0015627||IEA",,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19320
gspM,gspM,ACZ81_RS19330,ACZ81_19325,Protein Homology,4514784,4515263,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951315.1,type II secretion system protein GspM,WP_014977776.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_19325
ACZ81_RS19335,,ACZ81_RS19335,ACZ81_19330,Protein Homology,4515260,4516015,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068469.1,type II secretion system protein N,WP_061486822.1,,,,,,ACZ81_19330
ACZ81_RS19340,,ACZ81_RS19340,ACZ81_19335,Protein Homology,4516115,4517548,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980704.1,YdgA family protein,WP_061486823.1,,,,,,ACZ81_19335
ACZ81_RS19345,,ACZ81_RS19345,ACZ81_19340,Protein Homology,4517607,4518662,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951318.1,MBL fold metallo-hydrolase,WP_061486824.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,,ACZ81_19340
ACZ81_RS19350,,ACZ81_RS19350,ACZ81_19345,Protein Homology,4518896,4520284,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951319.1,NAD-dependent succinate-semialdehyde dehydrogenase,WP_061486825.1,,,,,,ACZ81_19345
yjjX,yjjX,ACZ81_RS19355,ACZ81_19350,Protein Homology,4520565,4521110,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951320.1,inosine/xanthosine triphosphatase,WP_014951320.1,,,,,,ACZ81_19350
yrfG,yrfG,ACZ81_RS19360,ACZ81_19355,Protein Homology,4521124,4521837,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951321.1,GMP/IMP nucleotidase,WP_014951321.1,,,,,,ACZ81_19355
nudE,nudE,ACZ81_RS19365,ACZ81_19360,Protein Homology,4521909,4522472,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520142.1,ADP compounds hydrolase NudE,WP_014951322.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ACZ81_19360
cysQ,cysQ,ACZ81_RS19370,ACZ81_19365,Protein Homology,4522476,4523321,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980707.1,3'(2')%2C5'-bisphosphate nucleotidase CysQ,WP_061486826.1,"GO:0006790,GO:0000287,GO:0008441",,"magnesium ion binding|0000287||IEA,3'(2')%2C5'-bisphosphate nucleotidase activity|0008441||IEA",sulfur compound metabolic process|0006790||IEA,,ACZ81_19365
ACZ81_RS19375,,ACZ81_RS19375,ACZ81_19370,Protein Homology,4523449,4524033,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000039.1,YceI family protein,WP_039228733.1,,,,,,ACZ81_19370
mdoH,mdoH,ACZ81_RS19380,ACZ81_19375,Protein Homology,4524148,4526139,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951325.1,glucans biosynthesis glucosyltransferase MdoH,WP_061486827.1,,,,,,ACZ81_19375
ACZ81_RS19385,,ACZ81_RS19385,ACZ81_19380,Protein Homology,4526120,4527745,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951326.1,glucan biosynthesis protein,WP_039228736.1,,,,,,ACZ81_19380
ACZ81_RS19390,,ACZ81_RS19390,ACZ81_19385,Protein Homology,4528502,4529056,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520147.1,outer membrane beta-barrel protein,WP_014977785.1,,,,,,ACZ81_19385
ACZ81_RS19395,,ACZ81_RS19395,ACZ81_19390,Protein Homology,4529110,4529346,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233587.1,YheU family protein,WP_061486828.1,,,,,,ACZ81_19390
ACZ81_RS19400,,ACZ81_RS19400,ACZ81_19395,Protein Homology,4529395,4530429,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977786.1,hydrolase,WP_014951329.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ACZ81_19395
ACZ81_RS19405,,ACZ81_RS19405,ACZ81_19400,Protein Homology,4530450,4530953,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000045.1,TIGR02444 family protein,WP_061486829.1,,,,,,ACZ81_19400
ACZ81_RS19410,,ACZ81_RS19410,ACZ81_19405,Protein Homology,4530940,4532892,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951331.1,ATP-binding cassette domain-containing protein,WP_061486830.1,GO:0005524,,ATP binding|0005524||IEA,,,ACZ81_19405
ACZ81_RS19415,,ACZ81_RS19415,ACZ81_19410,Protein Homology,4533011,4533217,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520152.1,YheV family putative zinc ribbon protein,WP_012520152.1,,,,,,ACZ81_19410
