uniprot_id	locus_tag	product	PMTid	P9313name
B9ERA6	AKG35_RS12785	ribbon-helix-helix domain-containing protein	NA	NA
NA	AKG35_RS12790	hypothetical protein	NA	NA
Q7V767	AKG35_RS04665	hypothetical protein	PMT_0891	P9313_10581
Q7V766	AKG35_RS04670	hypothetical protein	PMT_0892	P9313_10591
Q7V765	AKG35_RS04675	amino acid ABC transporter ATP-binding protein	PMT_0893	P9313_10601
Q7V764	AKG35_RS04680	amino acid ABC transporter permease	PMT_0894	P9313_10611
B9ERW3	AKG35_RS04685	hypothetical protein	NA	NA
Q7V763	AKG35_RS04690	DUF308 domain-containing protein	PMT_0895	P9313_10631
Q7V762	AKG35_RS04695	ABC transporter permease subunit	PMT_0896	P9313_10641
Q7V761	AKG35_RS04700	amino acid ABC transporter substrate-binding protein	PMT_0897	P9313_10651
Q7V760	AKG35_RS04705	antibiotic biosynthesis monooxygenase	PMT_0898	P9313_10661
Q7V759	AKG35_RS04710	SulP family inorganic anion transporter	PMT_0899	P9313_10671
Q7V758	AKG35_RS04715	FAD-binding protein	PMT_0900	P9313_10681
Q7V757	AKG35_RS04720	sirohydrochlorin chelatase	PMT_0901	P9313_10701
NA	AKG35_RS12795	hypothetical protein	NA	NA
Q7V756	AKG35_RS04725	DUF2811 domain-containing protein	PMT_0902	P9313_10721
Q7V755	AKG35_RS04730	GMC family oxidoreductase	PMT_0903	P9313_10731
Q7V754	AKG35_RS04735	hypothetical protein	PMT_0904	P9313_10741
Q7V753	AKG35_RS04740	hypothetical protein	PMT_0905	P9313_10751
B9ERW7	AKG35_RS04750	hypothetical protein	NA	NA
B9ERW9	AKG35_RS12305	hypothetical protein	NA	NA
Q7V751	AKG35_RS04760	hypothetical protein	PMT_0907	P9313_10811
Q7V750	AKG35_RS04765	prohibitin family protein	PMT_0908	P9313_10831
Q7V749	AKG35_RS04770	cation:dicarboxylase symporter family transporter	PMT_0909	P9313_10841
B9ERX2	AKG35_RS12800	hypothetical protein	NA	NA
Q7V748	AKG35_RS04785	PfkB family carbohydrate kinase	PMT_0910	P9313_10881
B9ERX6	AKG35_RS12805	hypothetical protein	NA	NA
B9ERX8	AKG35_RS04795	hypothetical protein	NA	NA
Q7V746	AKG35_RS04800	hypothetical protein	PMT_0912	P9313_10941
NA	AKG35_RS13470	hypothetical protein	NA	NA
NA	AKG35_RS13475	TIGR02450 family Trp-rich protein	NA	NA
Q7TUY5	AKG35_RS04810	hypothetical protein	PMT_0914	P9313_10961
Q7V744	AKG35_RS04815	OmpA family protein	PMT_0915	P9313_10971
Q7V743	AKG35_RS04820	hypothetical protein	PMT_0916	P9313_10981
Q7V742	AKG35_RS04825	SemiSWEET transporter	PMT_0917	P9313_10991
B9ERY1	AKG35_RS04835	hypothetical protein	NA	NA
Q7V741	AKG35_RS04840	DMT family transporter	PMT_0918	P9313_11031
NA	AKG35_RS12810	hypothetical protein	NA	NA
Q7V740	AKG35_RS04850	DUF4407 domain-containing protein	PMT_0919	P9313_11061
Q7V739	AKG35_RS04855	hypothetical protein	PMT_0920	P9313_11071
Q7V738	AKG35_RS04860	DUF3854 domain-containing protein	PMT_0921	P9313_11081
Q7V737	AKG35_RS04865	Nif11-like leader peptide family natural product precursor	PMT_0922	P9313_11091
NA	AKG35_RS13385	carbamoyl-phosphate synthase	NA	NA
NA	AKG35_RS04870	hypothetical protein	NA	NA
NA	AKG35_RS12820	CCRG-2 family RiPP	NA	NA
NA	AKG35_RS04875	CCRG-2 family RiPP	NA	NA
Q7TUY4	AKG35_RS04880	carbamoyl-phosphate synthase	PMT_0924	P9313_11141
Q7V736	AKG35_RS04885	CCRG-2 family protein	PMT_0925	P9313_11151
Q7V735	AKG35_RS04890	Nif11-like leader peptide family natural product precursor	PMT_0926	P9313_11181
Q7V734	AKG35_RS04895	Nif11-like leader peptide family natural product precursor	PMT_0927	P9313_11191
B9ERY9	AKG35_RS13305	carbamoyl-phosphate synthase	NA	NA
Q7TTK3	AKG35_RS04900	hypothetical protein	PMT_0923	P9313_11121
Q7TTK3	AKG35_RS04900	hypothetical protein	PMT_0928	P9313_11231
NA	AKG35_RS12830	CCRG-2 family RiPP	NA	NA
B9ERY6	AKG35_RS04905	CCRG-2 family RiPP	NA	NA
NA	AKG35_RS13390	calcium-binding protein	NA	NA
B9ERZ3	AKG35_RS12310	hypothetical protein	NA	NA
B9ERZ4	AKG35_RS04915	hypothetical protein	NA	NA
Q7V732	AKG35_RS04920	sulfite exporter TauE/SafE family protein	PMT_0930	P9313_11291
Q7V731	AKG35_RS04925	hypothetical protein	PMT_0931	P9313_11301
Q7V730	AKG35_RS04930	hypothetical protein	PMT_0932	P9313_11311
NA	AKG35_RS12835	hypothetical protein	NA	NA
Q7V729	AKG35_RS04935	Nif11-like leader peptide family natural product precursor	PMT_0933	P9313_11321
Q7V728	AKG35_RS04940	hypothetical protein	PMT_0934	P9313_11351
B9ERV0	AKG35_RS04945	hypothetical protein	NA	NA
Q7V727	AKG35_RS04950	GRAM domain-containing protein	PMT_0935	P9313_11371
Q7V726	AKG35_RS04955	hypothetical protein	PMT_0936	P9313_11381
Q7V725	AKG35_RS04960	DUF3303 domain-containing protein	PMT_0937	P9313_11391
Q7V724	AKG35_RS04965	tetratricopeptide repeat protein	PMT_0938	P9313_11401
Q7V723	AKG35_RS04970	DUF3764 family protein	PMT_0939	P9313_11411
NA	AKG35_RS13480	hypothetical protein	NA	NA
Q7V722	AKG35_RS04980	hypothetical protein	PMT_0941	P9313_11431
NA	AKG35_RS13185	helix-turn-helix domain-containing protein	NA	NA
B9ERS8	AKG35_RS04985	hypothetical protein	NA	NA
B9ERT0	AKG35_RS04990	hypothetical protein	NA	NA
Q7V721	AKG35_RS04995	hypothetical protein	PMT_0942	P9313_11471
Q7V720	AKG35_RS05000	CCRG-2 family protein	PMT_0943	P9313_11481
Q7V718	AKG35_RS05010	hypothetical protein	PMT_0945	P9313_11501
Q7V717	AKG35_RS05015	hypothetical protein	PMT_0946	P9313_11521
B9ERT3	AKG35_RS05020	hypothetical protein	NA	NA
B9ERT4	AKG35_RS12840	hypothetical protein	NA	NA
NA	AKG35_RS13190	hypothetical protein	NA	NA
NA	AKG35_RS13485	hypothetical protein	NA	NA
Q7TUY3	AKG35_RS05030	hypothetical protein	PMT_0948	P9313_11591
B9ERW1	AKG35_RS12315	hypothetical protein	NA	NA
Q7V715	AKG35_RS05035	hypothetical protein	PMT_0949	P9313_11651
Q7V714	AKG35_RS05040	DUF1330 domain-containing protein	PMT_0950	P9313_11661
Q7V713	AKG35_RS05045	DUF3303 family protein	PMT_0951	P9313_11671
NA	AKG35_RS13395	hypothetical protein	NA	NA
NA	AKG35_RS13400	hypothetical protein	NA	NA
Q7TUY2	AKG35_RS05050	hypothetical protein	PMT_0952	P9313_11691
B9ERU3	AKG35_RS05055	hypothetical protein	NA	NA
Q7TUY1	AKG35_RS05060	hypothetical protein	PMT_0953	P9313_11711
Q7V712	AKG35_RS05065	VanW family protein	PMT_0954	P9313_11721
Q7V711	AKG35_RS05070	FAD-dependent oxidoreductase	PMT_0955	P9313_11731
NA	AKG35_RS05075	hypothetical protein	NA	NA
NA	AKG35_RS05080	guanylate-binding protein	NA	NA
NA	AKG35_RS05085	transposase	NA	NA
Q7TUY0	AKG35_RS05090	flagella basal body rod protein	PMT_0958	P9313_11771
B9ERU6	AKG35_RS05090	flagella basal body rod protein	NA	NA
NA	AKG35_RS05095	hypothetical protein	NA	NA
NA	AKG35_RS05100	guanylate-binding protein	NA	NA
Q7TTD0	AKG35_RS05105	transposase	PMT_0957	P9313_11761
Q7TTD0	AKG35_RS05105	transposase	PMT_0960	P9313_11801
NA	AKG35_RS13490	hypothetical protein	NA	NA
NA	AKG35_RS13495	hypothetical protein	NA	NA
B9ERU4	AKG35_RS05115	hypothetical protein	NA	NA
NA	AKG35_RS05120	guanylate-binding protein	NA	NA
NA	AKG35_RS13500	Nif11-like leader peptide family RiPP precursor	NA	NA
Q7V709	AKG35_RS05130	DUF3303 domain-containing protein	PMT_0964	P9313_11891
Q7V708	AKG35_RS05135	hypothetical protein	PMT_0965	P9313_11911
Q7V707	AKG35_RS05140	metallophosphatase family protein	PMT_0966	P9313_11921
Q7V706	AKG35_RS05145	GTP-binding protein	PMT_0967	P9313_11931
NA	AKG35_RS13405	hypothetical protein	NA	NA
Q7V703	AKG35_RS05165	hypothetical protein	PMT_0971	P9313_11991
Q7V702	AKG35_RS05170	hypothetical protein	PMT_0972	P9313_12011
Q7V700	AKG35_RS05180	DUF2237 domain-containing protein	PMT_0974	P9313_12031
Q7TUX7	AKG35_RS05185	hypothetical protein	PMT_0975	P9313_12041
Q7V6Z9	AKG35_RS12860	carbamoyl-phosphate synthase	PMT_0976	P9313_12051
Q7V6Z8	AKG35_RS05195	ATP-binding cassette domain-containing protein	PMT_0977	P9313_12061
Q7V6Z7	AKG35_RS05200	ATP-binding cassette domain-containing protein	PMT_0978	P9313_12071
Q7V6Z6	AKG35_RS05205	hypothetical protein	PMT_0979	P9313_12081
Q7V6Z5	AKG35_RS05210	TolC family protein	PMT_0980	P9313_12091
Q7TUX6	AKG35_RS05215	hypothetical protein	PMT_0981	P9313_12101
B9ERV8	AKG35_RS12865	hypothetical protein	NA	NA
Q7V6Z4	AKG35_RS05220	hypothetical protein	PMT_0982	P9313_12121
Q7V710	AKG35_RS05220	hypothetical protein	PMT_0963	P9313_11851
Q7TTH9	AKG35_RS05225	guanylate-binding protein	PMT_0956	P9313_11751
Q7TTH9	AKG35_RS05225	guanylate-binding protein	PMT_0959	P9313_11791
Q7TTH9	AKG35_RS05225	guanylate-binding protein	PMT_0962	P9313_11841
Q7TTH9	AKG35_RS05225	guanylate-binding protein	PMT_0983	P9313_12131
B9ERV9	AKG35_RS12870	hypothetical protein	NA	NA
B9ERW2	AKG35_RS05230	hypothetical protein	NA	NA
Q7V6Z2	AKG35_RS05235	hypothetical protein	PMT_0985	P9313_12201
B9ERK8	AKG35_RS12875	hypothetical protein	NA	NA
B9ERL0	AKG35_RS05240	hypothetical protein	NA	NA
NA	AKG35_RS13505	hypothetical protein	NA	NA
NA	AKG35_RS13510	hypothetical protein	NA	NA
B9ERL2	AKG35_RS13195	hypothetical protein	NA	NA
Q7V6Y9	AKG35_RS05255	hypothetical protein	PMT_0988	P9313_12281
B9ERL8	AKG35_RS05255	hypothetical protein	NA	NA
B9ERL3	AKG35_RS05260	hypothetical protein	NA	NA
Q7V6Y8	AKG35_RS05265	hypothetical protein	PMT_0989	P9313_12321
Q7V6Y7	AKG35_RS12335	high light inducible protein	PMT_0990	P9313_12341
Q7V6Y6	AKG35_RS05275	2TM domain-containing protein	PMT_0991	P9313_12351
Q7V6Y5	AKG35_RS05280	high light inducible protein	PMT_0992	P9313_12371
Q7V6Y4	AKG35_RS05290	phosphate ABC transporter substrate-binding protein PstS	PMT_0993	P9313_12391
Q7V6Y3	AKG35_RS05295	response regulator transcription factor	PMT_0994	P9313_12401
NA	AKG35_RS05300	hypothetical protein	NA	NA
NA	AKG35_RS05305	ATP-binding protein	NA	NA
Q7V6Y2	AKG35_RS05310	iron uptake porin	NA	NA
Q7V6Y1	AKG35_RS05315	organoarsenical effux MFS transporter ArsJ	PMT_0999	P9313_12451
Q7V6Y0	AKG35_RS05320	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase	PMT_1000	P9313_12461
Q7V6X9	AKG35_RS05325	metalloregulator ArsR/SmtB family transcription factor	PMT_1001	P9313_12471
Q7TUX5	AKG35_RS05330	hypothetical protein	PMT_1002	P9313_12491
Q7V6X8	AKG35_RS05335	hypothetical protein	PMT_1003	P9313_12501
NA	AKG35_RS12880	hypothetical protein	NA	NA
Q7V6X7	AKG35_RS05345	cupin domain-containing protein	PMT_1004	P9313_12521
Q7TUX4	AKG35_RS05350	gamma-thionins family protein	PMT_1005	P9313_12531
Q7V6X6	AKG35_RS05360	hypothetical protein	PMT_1007	P9313_12561
B9ERI1	AKG35_RS05365	hypothetical protein	NA	NA
Q7V6X5	AKG35_RS05370	hypothetical protein	PMT_1008	P9313_12601
Q7V6X4	AKG35_RS05375	DUF1651 domain-containing protein	PMT_1009	P9313_12641
Q7V6X3	AKG35_RS05380	hypothetical protein	PMT_1010	P9313_12651
Q7V6X2	AKG35_RS05385	trigger factor family protein	PMT_1011	P9313_12661
Q7TUX2	AKG35_RS05390	peroxiredoxin	PMT_1012	P9313_12681
Q7V6X1	AKG35_RS05395	phytochelatin synthase family protein	PMT_1013	P9313_12691
Q7V6X0	AKG35_RS05400	DUF1543 domain-containing protein	PMT_1014	P9313_12701
Q7V6W9	AKG35_RS05405	hypothetical protein	PMT_1015	P9313_12721
Q7V6W8	AKG35_RS05410	methyltransferase domain-containing protein	PMT_1016	P9313_12731
Q7V6W7	AKG35_RS05415	hypothetical protein	PMT_1017	P9313_12761
NA	AKG35_RS12885	hypothetical protein	NA	NA
B9ERJ2	AKG35_RS12890	hypothetical protein	NA	NA
B9ERJ5	AKG35_RS05425	hypothetical protein	NA	NA
Q7V6W5	AKG35_RS05435	DUF4079 domain-containing protein	PMT_1019	P9313_12851
NA	AKG35_RS13200	hypothetical protein	NA	NA
Q7TUX0	AKG35_RS12350	30S ribosomal protein S21	PMT_1022	P9313_12921
B9ERK4	AKG35_RS12900	hypothetical protein	NA	NA
B9ERK6	AKG35_RS12905	hypothetical protein	NA	NA
Q7V6W2	AKG35_RS05465	ion transporter	PMT_1024	P9313_12971
Q7TTQ8	AKG35_RS05470	MAPEG family protein	PMT_1025	P9313_12981
NA	AKG35_RS05475	hypothetical protein	NA	NA
Q7V6W1	AKG35_RS05480	NUDIX hydrolase	PMT_1026	P9313_13001
Q7TUW9	AKG35_RS05485	hypothetical protein	PMT_1027	P9313_13011
NA	AKG35_RS12910	cytochrome B6	NA	NA
B9ER64	AKG35_RS05495	hypothetical protein	NA	NA
Q7V6W0	AKG35_RS05500	cupin domain-containing protein	PMT_1028	P9313_13051
B9ER65	AKG35_RS05505	hypothetical protein	NA	NA
Q7V6V9	AKG35_RS05510	pyridoxal phosphate-dependent aminotransferase	NA	NA
Q7V6V8	AKG35_RS05520	dienelactone hydrolase family protein	PMT_1031	P9313_13111
Q7V6V7	AKG35_RS05525	DUF427 domain-containing protein	PMT_1032	P9313_13121
Q7V6V3	AKG35_RS05530	hypothetical protein	PMT_1036	P9313_13211
Q7V6V6	AKG35_RS05530	hypothetical protein	PMT_1033	P9313_13131
Q7V6V5	AKG35_RS05535	DUF1499 domain-containing protein	PMT_1034	P9313_13141
B9ER71	AKG35_RS05545	hypothetical protein	NA	NA
Q7V6V4	AKG35_RS05550	hypothetical protein	PMT_1035	P9313_13191
Q7V6V2	AKG35_RS05555	DUF3288 family protein	PMT_1037	P9313_13221
Q7V6V1	AKG35_RS05560	OsmC family protein	PMT_1038	P9313_13241
B9ER75	AKG35_RS05565	hypothetical protein	NA	NA
Q7V6V0	AKG35_RS05570	lactate dehydrogenase	PMT_1039	P9313_13271
Q7V6U9	AKG35_RS05575	hypothetical protein	PMT_1040	P9313_13281
Q7V6U8	AKG35_RS05580	hypothetical protein	PMT_1041	P9313_13291
Q7V6U7	AKG35_RS05585	hypothetical protein	PMT_1042	P9313_13301
Q7V6U6	AKG35_RS05590	hypothetical protein	PMT_1043	P9313_13311
Q7V6U5	AKG35_RS05595	MFS transporter	PMT_1044	P9313_13321
B9ER76	AKG35_RS13205	hypothetical protein	NA	NA
Q7TUW7	AKG35_RS05605	hypothetical protein	PMT_1045	P9313_13341
Q7V6U4	AKG35_RS05610	chlorophyll a/b binding light-harvesting protein	NA	NA
B9ERZ9	AKG35_RS13310	hypothetical protein	NA	NA
Q7TUW6	AKG35_RS05625	hypothetical protein	PMT_1047	P9313_13401
B9ES00	AKG35_RS05630	hypothetical protein	NA	NA
P59909	AKG35_RS05640	photosystem II protein Y	PMT_1048	P9313_13421
Q7TUW5	AKG35_RS05645	FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO	PMT_1049	P9313_13431
Q7V6U2	AKG35_RS05650	carotene isomerase	PMT_1051	P9313_13451
Q7V6U1	AKG35_RS05655	aminopeptidase N	PMT_1052	P9313_13461
Q7V6U0	AKG35_RS05660	family 10 glycosylhydrolase	PMT_1053	P9313_13471
Q7TUW4	AKG35_RS05670	hypothetical protein	PMT_1054	P9313_13481
Q7V6T9	AKG35_RS05675	rhodanese-related sulfurtransferase	PMT_1055	P9313_13491
Q7V6T8	AKG35_RS05680	biotin synthase BioB	PMT_1056	P9313_13501
Q7V6T7	AKG35_RS05685	isoprenyl transferase	PMT_1057	P9313_13511
Q7V6T6	AKG35_RS05690	diadenylate cyclase CdaA	PMT_1058	P9313_13521
Q7V6T5	AKG35_RS05695	diaminopimelate decarboxylase	PMT_1059	P9313_13531
Q7V6T4	AKG35_RS05700	ribosomal protein S18-alanine N-acetyltransferase	PMT_1060	P9313_13541
Q7V6T3	AKG35_RS05705	ATP-dependent Clp protease ATP-binding subunit	PMT_1061	P9313_13551
Q7V6T2	AKG35_RS05710	iron-containing alcohol dehydrogenase family protein	PMT_1062	P9313_13561
Q7TUW3	AKG35_RS05715	alpha/beta hydrolase	PMT_1063	P9313_13571
Q7V6T1	AKG35_RS05720	DUF2993 domain-containing protein	PMT_1064	P9313_13581
Q7TUW2	AKG35_RS05725	CDP-archaeol synthase	PMT_1065	P9313_13591
Q7V6T0	AKG35_RS05730	lysine decarboxylase	PMT_1066	P9313_13601
Q7V6S9	AKG35_RS05735	AarF/ABC1/UbiB kinase family protein	PMT_1067	P9313_13621
Q7V6S8	AKG35_RS05740	RpoD/SigA family RNA polymerase sigma factor	PMT_1068	P9313_13631
Q7V6S7	AKG35_RS05745	rRNA pseudouridine synthase	PMT_1069	P9313_13641
Q7V6S6	AKG35_RS05750	helix-turn-helix domain-containing protein	PMT_1070	P9313_13661
Q7V6S5	AKG35_RS05755	4-alpha-glucanotransferase	PMT_1071	P9313_13671
Q7V6S4	AKG35_RS05760	LCP family protein	PMT_1072	P9313_13681
Q7V6S3	AKG35_RS05765	hypothetical protein	PMT_1073	P9313_13691
Q7V6S2	AKG35_RS05770	ribose-phosphate pyrophosphokinase	PMT_1074	P9313_13701
Q7V6S1	AKG35_RS05775	hypothetical protein	PMT_1075	P9313_13711
Q7V6S0	AKG35_RS05780	lipoyl synthase	PMT_1076	P9313_13721
Q7V6R9	AKG35_RS05785	recombination mediator RecR	PMT_1077	P9313_13731
Q7V6R8	AKG35_RS05790	photosystem II reaction center PsbP	PMT_1078	P9313_13741
Q7V6R7	AKG35_RS05795	LCP family protein	PMT_1079	P9313_13751
Q7V6R6	AKG35_RS05800	ABC transporter ATP-binding protein/permease	PMT_1080	P9313_13761
B9ES03	AKG35_RS05805	hypothetical protein	NA	NA
Q7V6R5	AKG35_RS05810	RNA-binding protein	PMT_1081	P9313_13781
Q7V6R4	AKG35_RS05815	hypothetical protein	PMT_1082	P9313_13791
Q7V6R3	AKG35_RS05820	DEAD/DEAH box helicase	PMT_1083	P9313_13801
Q7V6R2	AKG35_RS05825	phosphomannose isomerase type II C-terminal cupin domain	PMT_1084	P9313_13811
Q7V6R1	AKG35_RS05830	AAA family ATPase	PMT_1085	P9313_13821
Q7V6R0	AKG35_RS05835	UvrD-helicase domain-containing protein	PMT_1086	P9313_13831
Q7V6Q9	AKG35_RS05840	YbfB/YjiJ family MFS transporter	PMT_1087	P9313_13841
Q7V6Q8	AKG35_RS05845	isoprenylcysteine carboxylmethyltransferase family protein	PMT_1088	P9313_13851
Q7V6Q7	AKG35_RS05850	exodeoxyribonuclease V subunit gamma	PMT_1089	P9313_13861
Q7V6Q6	AKG35_RS05855	metallophosphoesterase	PMT_1090	P9313_13871
NA	AKG35_RS13515	hypothetical protein	NA	NA
Q7V6Q5	AKG35_RS05860	pyridoxine 5'-phosphate synthase	PMT_1091	P9313_13891
Q7V6Q4	AKG35_RS05865	1-acyl-sn-glycerol-3-phosphate acyltransferase	PMT_1092	P9313_13901
Q7V6Q3	AKG35_RS05870	hypothetical protein	PMT_1093	P9313_13911
Q7V6Q2	AKG35_RS05875	BolA/IbaG family iron-sulfur metabolism protein	PMT_1094	P9313_13921
Q7V6Q1	AKG35_RS05880	Grx4 family monothiol glutaredoxin	PMT_1095	P9313_13931
B9ES05	AKG35_RS12915	hypothetical protein	NA	NA
Q7V6Q0	AKG35_RS05885	hypothetical protein	PMT_1096	P9313_13961
Q7V6P9	AKG35_RS05890	response regulator transcription factor	PMT_1097	P9313_13971
Q7V6P8	AKG35_RS05895	hypothetical protein	PMT_1098	P9313_14011
Q7V6P7	AKG35_RS05900	histidine kinase	PMT_1099	P9313_14031
Q7V6P6	AKG35_RS05910	SRPBCC family protein	PMT_1100	P9313_14041
Q7TUW1	AKG35_RS05915	FAD-binding oxidoreductase	PMT_1101	P9313_14051
Q7V6P5	AKG35_RS05920	glucose-6-phosphate dehydrogenase	PMT_1102	P9313_14061
Q7V6P4	AKG35_RS05925	glucose-6-phosphate dehydrogenase assembly protein OpcA	PMT_1103	P9313_14071
Q7TUW0	AKG35_RS05930	cobyrinate a%2Cc-diamide synthase	PMT_1104	P9313_14081
Q7V6P3	AKG35_RS05935	histidine phosphatase family protein	PMT_1105	P9313_14091
Q7TUV9	AKG35_RS05940	GAP family protein	PMT_1106	P9313_14101
Q7V6P2	AKG35_RS05945	AAA family ATPase	PMT_1107	P9313_14111
Q7V6P1	AKG35_RS05950	divergent PAP2 family protein	PMT_1108	P9313_14121
Q7V6P0	AKG35_RS05955	polyprenyl synthetase family protein	PMT_1109	P9313_14131
Q7TUV8	AKG35_RS05960	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	PMT_1110	P9313_14141
Q7V6N9	AKG35_RS05965	HDIG domain-containing protein	PMT_1111	P9313_14151
Q7V6N8	AKG35_RS05970	RluA family pseudouridine synthase	PMT_1112	P9313_14161
Q7TUV7	AKG35_RS05975	hypothetical protein	PMT_1113	P9313_14171
B9ES12	AKG35_RS12920	hypothetical protein	NA	NA
Q7V6N7	AKG35_RS05985	hypothetical protein	PMT_1114	P9313_14201
Q7V6N6	AKG35_RS05995	hypothetical protein	PMT_1116	P9313_14241
NA	AKG35_RS13520	hypothetical protein	NA	NA
Q7V6N4	AKG35_RS06005	Nif11-like leader peptide family natural product precursor	PMT_1118	P9313_14261
Q7V6N3	AKG35_RS06010	hypothetical protein	PMT_1119	P9313_14271
Q7V6N2	AKG35_RS06015	carbohydrate ABC transporter permease	PMT_1120	P9313_14281
Q7TUV5	AKG35_RS06020	2-isopropylmalate synthase	PMT_1121	P9313_14291
Q7V6N1	AKG35_RS06025	DUF1957 domain-containing protein	PMT_1122	P9313_14301
Q7V6N0	AKG35_RS06030	lycopene cyclase family protein	PMT_1123	P9313_14311
Q7V6M9	AKG35_RS06035	DNA gyrase subunit A	PMT_1124	P9313_14321
Q7V6M8	AKG35_RS06040	CAAD domain-containing protein	PMT_1125	P9313_14331
Q7V6M7	AKG35_RS06045	GuaB3 family IMP dehydrogenase-related protein	PMT_1126	P9313_14341
Q7V6M6	AKG35_RS06050	thioredoxin	PMT_1127	P9313_14351
Q7V6M5	AKG35_RS06055	imidazole glycerol phosphate synthase subunit HisH	PMT_1128	P9313_14361
Q7V6M4	AKG35_RS06060	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	PMT_1129	P9313_14371
NA	AKG35_RS13525	cytochrome b6-f complex subunit PetG	NA	NA
Q7TUV4	AKG35_RS06065	cytochrome c	PMT_1131	P9313_14391
Q7V6M2	AKG35_RS06070	RNA methyltransferase	PMT_1132	P9313_14401
Q7V6M1	AKG35_RS06075	serine hydrolase	PMT_1133	P9313_14411
Q7V6M0	AKG35_RS06080	DUF3370 domain-containing protein	PMT_1134	P9313_14421
Q7TUV3	AKG35_RS06085	magnesium chelatase ATPase subunit I	PMT_1135	P9313_14431
Q7V6L9	AKG35_RS06090	crossover junction endodeoxyribonuclease RuvC	PMT_1136	P9313_14441
Q7V6L8	AKG35_RS06095	methyltransferase domain-containing protein	PMT_1137	P9313_14451
Q7V6L7	AKG35_RS06100	5-formyltetrahydrofolate cyclo-ligase	PMT_1138	P9313_14461
Q7TUV2	AKG35_RS06105	hypothetical protein	PMT_1139	P9313_14471
Q7TUV1	AKG35_RS06110	hypothetical protein	PMT_1140	P9313_14481
Q7V6L6	AKG35_RS06115	hypothetical protein	PMT_1141	P9313_14491
Q7V6L5	AKG35_RS06120	SufE family protein	PMT_1142	P9313_14501
Q7V6L4	AKG35_RS06125	homoserine dehydrogenase	PMT_1143	P9313_14511
Q7V6L3	AKG35_RS06130	hypothetical protein	PMT_1144	P9313_14521
Q7V6L2	AKG35_RS06135	ABC transporter substrate-binding protein	PMT_1145	P9313_14531
Q7V6L1	AKG35_RS06140	ABC transporter permease	PMT_1146	P9313_14541
Q7V6L0	AKG35_RS06145	alpha/beta hydrolase	PMT_1147	P9313_14551
Q7V6K9	AKG35_RS06150	glutamyl-tRNA amidotransferase	PMT_1148	P9313_14571
Q7V6K8	AKG35_RS06155	hypothetical protein	PMT_1149	P9313_14581
B9ES16	AKG35_RS06160	iron uptake porin	NA	NA
Q7TUV0	AKG35_RS06165	hypothetical protein	PMT_1151	P9313_14601
B9ES17	AKG35_RS06170	hypothetical protein	NA	NA
Q7V6K7	AKG35_RS06175	chlorophyll a/b-binding protein	PMT_1152	P9313_14621
Q7V6K6	AKG35_RS06180	chlorophyll a/b-binding protein	PMT_1153	P9313_14631
NA	AKG35_RS13530	high light inducible protein	NA	NA
Q7V6K4	AKG35_RS06190	redox-regulated ATPase YchF	PMT_1155	P9313_14651
Q7V6K3	AKG35_RS06195	efflux RND transporter periplasmic adaptor subunit	PMT_1156	P9313_14661
Q7V6K2	AKG35_RS06200	DNA polymerase I	PMT_1157	P9313_14671
Q7V6K1	AKG35_RS06205	Coq4 family protein	PMT_1158	P9313_14681
Q7V6K0	AKG35_RS06210	cysteine--tRNA ligase	PMT_1159	P9313_14691
Q7V6J9	AKG35_RS06215	sodium-dependent transporter	PMT_1160	P9313_14701
Q7V6J8	AKG35_RS06220	1-deoxy-D-xylulose-5-phosphate reductoisomerase	PMT_1161	P9313_14711
Q7V6J7	AKG35_RS06225	(2Fe-2S) ferredoxin domain-containing protein	PMT_1162	P9313_14721
Q7V6J6	AKG35_RS06230	alpha/beta fold hydrolase	PMT_1163	P9313_14731
Q7V6J5	AKG35_RS06235	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta	PMT_1164	P9313_14741
Q7V6J4	AKG35_RS06240	NAD(P) transhydrogenase subunit alpha	PMT_1165	P9313_14751
Q7V6J3	AKG35_RS06245	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	PMT_1166	P9313_14761
Q7V6J2	AKG35_RS06250	hypothetical protein	PMT_1167	P9313_14771
B9ES18	AKG35_RS13320	hypothetical protein	NA	NA
Q7V6J1	AKG35_RS06255	DEAD/DEAH box helicase family protein	PMT_1168	P9313_14791
B9ES19	AKG35_RS06260	hypothetical protein	NA	NA
Q7V6J0	AKG35_RS06265	translation initiation factor IF-1	PMT_1169	P9313_14811
Q7V6I9	AKG35_RS06270	pseudouridine synthase	PMT_1170	P9313_14821
Q7V6I8	AKG35_RS06275	methyltransferase domain-containing protein	PMT_1171	P9313_14831
Q7V6I7	AKG35_RS06280	hypothetical protein	PMT_1172	P9313_14841
Q7V6I6	AKG35_RS06285	NAD(P)H-binding protein	NA	NA
B9ES20	AKG35_RS06290	cytochrome b6-f complex subunit PetM	NA	NA
Q7V6I5	AKG35_RS06295	N2%2CN2-dimethylguanosine tRNA methyltransferase	PMT_1174	P9313_14871
