gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ALTBGP6_RS19200,,ALTBGP6_RS19200,EZ55_03902,Protein Homology,4434361,4434783,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980649.1,arginine decarboxylase,WP_156087190.1,,,,,,EZ55_03902
ALTBGP6_RS19205,,ALTBGP6_RS19205,EZ55_03903,Protein Homology,4434970,4436358,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999953.1,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta,WP_156087192.1,"GO:0008750,GO:0050661,GO:0016020",membrane|0016020||IEA,"proton-translocating NAD(P)+ transhydrogenase activity|0008750||IEA,NADP binding|0050661||IEA",,,EZ55_03903
ALTBGP6_RS19210,,ALTBGP6_RS19210,EZ55_03904,Protein Homology,4436370,4436651,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951245.1,NAD(P) transhydrogenase subunit alpha,WP_014951245.1,,,,,,EZ55_03904
ALTBGP6_RS19215,,ALTBGP6_RS19215,EZ55_03905,Protein Homology,4436654,4437811,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951246.1,NAD(P) transhydrogenase subunit alpha,WP_156087195.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,EZ55_03905
ALTBGP6_RS19220,,ALTBGP6_RS19220,EZ55_03906,Protein Homology,4438353,4441259,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999955.1,TonB-dependent receptor,WP_156087197.1,"GO:0006810,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,EZ55_03906
ALTBGP6_RS19225,,ALTBGP6_RS19225,EZ55_03907,Protein Homology,4441344,4442912,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068420.1,tryptophan halogenase family protein,WP_156087199.1,"GO:0000166,GO:0016491",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA",,,EZ55_03907
ALTBGP6_RS19230,,ALTBGP6_RS19230,EZ55_03908,Protein Homology,4442939,4443682,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951249.1,SapC family protein,WP_014951249.1,,,,,,EZ55_03908
ALTBGP6_RS19235,,ALTBGP6_RS19235,EZ55_03909,Protein Homology,4443661,4444368,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980654.1,DUF6445 family protein,WP_075177216.1,,,,,,EZ55_03909
ALTBGP6_RS19240,,ALTBGP6_RS19240,EZ55_03910,Protein Homology,4444473,4445912,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951251.1,DUF2271 domain-containing protein,WP_156087202.1,,,,,,EZ55_03910
ALTBGP6_RS19245,,ALTBGP6_RS19245,EZ55_03911,Protein Homology,4445912,4446811,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951252.1,CREC-EF hand family protein,WP_156087204.1,,,,,,EZ55_03911
ALTBGP6_RS19250,,ALTBGP6_RS19250,EZ55_03912,Protein Homology,4446837,4447631,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980657.1,DUF4198 domain-containing protein,WP_156087206.1,,,,,,EZ55_03912
ALTBGP6_RS19255,,ALTBGP6_RS19255,EZ55_03913,Protein Homology,4447857,4450184,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999962.1,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,WP_156087208.1,"GO:0055085,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,EZ55_03913
ALTBGP6_RS19260,,ALTBGP6_RS19260,EZ55_03914,Protein Homology,4450349,4450531,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786520.1,DUF6435 family protein,WP_039229326.1,,,,,,EZ55_03914
ALTBGP6_RS19265,,ALTBGP6_RS19265,EZ55_03915,Protein Homology,4450567,4453731,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068428.1,TonB-dependent receptor,WP_231506587.1,"GO:0006810,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,EZ55_03915
ALTBGP6_RS19270,,ALTBGP6_RS19270,EZ55_03916,Protein Homology,4453942,4454532,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999965.1,sigma-70 family RNA polymerase sigma factor,WP_014951257.1,"GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","DNA-templated transcription initiation|0006352||IEA,regulation of DNA-templated transcription|0006355||IEA",,EZ55_03916
ALTBGP6_RS19275,,ALTBGP6_RS19275,EZ55_03917,Protein Homology,4454525,4455631,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999966.1,FecR family protein,WP_156087210.1,GO:0016020,membrane|0016020||IEA,,,,EZ55_03917
ALTBGP6_RS19280,,ALTBGP6_RS19280,EZ55_03918,Protein Homology,4455808,4456554,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999967.1,hypothetical protein,WP_024017216.1,,,,,,EZ55_03918
ppiC,ppiC,ALTBGP6_RS19285,EZ55_03919,Protein Homology,4456648,4456929,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520075.1,peptidylprolyl isomerase PpiC,WP_012520075.1,,,,,,EZ55_03919
ALTBGP6_RS19290,,ALTBGP6_RS19290,EZ55_03920,Protein Homology,4457151,4457627,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951260.1,YgjV family protein,WP_014951260.1,,,,,,EZ55_03920
cyoE,cyoE,ALTBGP6_RS19295,EZ55_03921,Protein Homology,4457712,4458608,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999969.1,heme o synthase,WP_156087212.1,"GO:0048034,GO:0008495,GO:0016020",membrane|0016020||IEA,protoheme IX farnesyltransferase activity|0008495||IEA,heme O biosynthetic process|0048034||IEA,,EZ55_03921
cyoD,cyoD,ALTBGP6_RS19300,EZ55_03922,Protein Homology,4458806,4459177,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999970.1,cytochrome o ubiquinol oxidase subunit IV,WP_014977734.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,EZ55_03922
cyoC,cyoC,ALTBGP6_RS19305,EZ55_03923,Protein Homology,4459177,4459794,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951262.1,cytochrome o ubiquinol oxidase subunit III,WP_014977735.1,"GO:0019646,GO:0009486",,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,aerobic electron transport chain|0019646||IEA,,EZ55_03923
cyoB,cyoB,ALTBGP6_RS19310,EZ55_03924,Protein Homology,4459791,4461779,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977736.1,cytochrome o ubiquinol oxidase subunit I,WP_014999972.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,EZ55_03924
cyoA,cyoA,ALTBGP6_RS19315,EZ55_03925,Protein Homology,4461782,4462723,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520080.1,ubiquinol oxidase subunit II,WP_014951264.1,"GO:0015990,GO:0009486,GO:0016020",membrane|0016020||IEA,cytochrome bo3 ubiquinol oxidase activity|0009486||IEA,electron transport coupled proton transport|0015990||IEA,,EZ55_03925
ALTBGP6_RS19320,,ALTBGP6_RS19320,EZ55_03926,Protein Homology,4462874,4463281,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068432.1,hypothetical protein,WP_014951265.1,,,,,,EZ55_03926
ALTBGP6_RS19325,,ALTBGP6_RS19325,EZ55_03927,Protein Homology,4463798,4464541,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951266.1,IclR family transcriptional regulator,WP_231506588.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,EZ55_03927
ALTBGP6_RS19330,,ALTBGP6_RS19330,EZ55_03928,Protein Homology,4464541,4465863,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951267.1,pectate lyase family protein,WP_156087214.1,"GO:0000272,GO:0016837",,carbon-oxygen lyase activity%2C acting on polysaccharides|0016837||IEA,polysaccharide catabolic process|0000272||IEA,,EZ55_03928
ALTBGP6_RS19335,,ALTBGP6_RS19335,EZ55_03929,Protein Homology,4466011,4468944,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951268.1,TonB-dependent receptor,WP_156087216.1,"GO:0006810,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,EZ55_03929
ALTBGP6_RS19340,,ALTBGP6_RS19340,EZ55_03930,Protein Homology,4469043,4475180,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999978.1,pectinesterase family protein,WP_156087218.1,"GO:0042545,GO:0030599",,pectinesterase activity|0030599||IEA,cell wall modification|0042545||IEA,,EZ55_03930
ALTBGP6_RS19345,,ALTBGP6_RS19345,EZ55_03931,Protein Homology,4475325,4477148,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980669.1,DUF885 domain-containing protein,WP_156087220.1,,,,,,EZ55_03931
ALTBGP6_RS19350,,ALTBGP6_RS19350,EZ55_03932,GeneMarkS-2+,4477707,4478540,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_197044431.1,,,,,,EZ55_03932
ALTBGP6_RS19355,,ALTBGP6_RS19355,EZ55_03933,Protein Homology,4478600,4479811,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017446861.1,IS256 family transposase,WP_150141023.1,GO:0004803,,transposase activity|0004803||IEA,,,EZ55_03933
ALTBGP6_RS19360,,ALTBGP6_RS19360,EZ55_03934,GeneMarkS-2+,4479850,4481358,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_197044433.1,,,,,,EZ55_03934
ALTBGP6_RS19365,,ALTBGP6_RS19365,EZ55_03935,GeneMarkS-2+,4481473,4481721,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156087223.1,,,,,,EZ55_03935
ALTBGP6_RS19370,,ALTBGP6_RS19370,EZ55_03936,Protein Homology,4481802,4483436,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065919.1,IS1634 family transposase,WP_156086140.1,GO:0004803,,transposase activity|0004803||IEA,,,EZ55_03936
groL,groL,ALTBGP6_RS19375,EZ55_03938,Protein Homology,4483729,4485366,-,60 kDa chaperone family%3B promotes refolding of misfolded polypeptides especially under stressful conditions%3B forms two stacked rings of heptamers to form a barrel-shaped 14mer%3B ends can be capped by GroES%3B misfolded proteins enter the barrel where they are refolded when GroES binds,,COORDINATES: similar to AA sequence:RefSeq:WP_012520087.1,chaperonin GroEL,WP_156087225.1,"GO:0042026,GO:0140662",,ATP-dependent protein folding chaperone|0140662||IEA,protein refolding|0042026||IEA,,EZ55_03938
ALTBGP6_RS19380,,ALTBGP6_RS19380,EZ55_03939,Protein Homology,4485407,4485697,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010179358.1,co-chaperone GroES,WP_012520088.1,"GO:0005524,GO:0140662",,"ATP binding|0005524||IEA,ATP-dependent protein folding chaperone|0140662||IEA",,,EZ55_03939
ALTBGP6_RS19385,,ALTBGP6_RS19385,EZ55_03940,Protein Homology,4486019,4486543,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977751.1,FxsA family protein,WP_156087227.1,GO:0005886,plasma membrane|0005886||IEA,,,,EZ55_03940
cutA,cutA,ALTBGP6_RS19390,EZ55_03941,Protein Homology,4486758,4487072,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951272.1,divalent-cation tolerance protein CutA,WP_156087229.1,GO:0010038,,,response to metal ion|0010038||IEA,,EZ55_03941
ALTBGP6_RS19395,,ALTBGP6_RS19395,EZ55_03942,Protein Homology,4487140,4489032,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977753.1,protein-disulfide reductase DsbD,WP_044583929.1,"GO:0017004,GO:0009055,GO:0030554,GO:0047134",,"electron transfer activity|0009055||IEA,adenyl nucleotide binding|0030554||IEA,protein-disulfide reductase [NAD(P)H] activity|0047134||IEA",cytochrome complex assembly|0017004||IEA,,EZ55_03942
ALTBGP6_RS19400,,ALTBGP6_RS19400,EZ55_03943,Protein Homology,4489148,4489957,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980673.1,M23 family metallopeptidase,WP_014977754.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,,EZ55_03943
aroQ,aroQ,ALTBGP6_RS19405,EZ55_03944,Protein Homology,4490261,4490701,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068438.1,type II 3-dehydroquinate dehydratase,WP_014951275.1,"GO:0009423,GO:0003855",,3-dehydroquinate dehydratase activity|0003855||IEA,chorismate biosynthetic process|0009423||IEA,,EZ55_03944
accB,accB,ALTBGP6_RS19410,EZ55_03945,Protein Homology,4490716,4491180,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951276.1,acetyl-CoA carboxylase biotin carboxyl carrier protein,WP_039221534.1,"GO:0006633,GO:0003989,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,acetyl-CoA carboxylase activity|0003989||IEA,fatty acid biosynthetic process|0006633||IEA,,EZ55_03945
accC,accC,ALTBGP6_RS19415,EZ55_03946,Protein Homology,4491195,4492538,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951277.1,acetyl-CoA carboxylase biotin carboxylase subunit,WP_014999996.1,"GO:0004075,GO:0016874,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,"biotin carboxylase activity|0004075||IEA,ligase activity|0016874||IEA",,,EZ55_03946
ALTBGP6_RS19420,,ALTBGP6_RS19420,EZ55_03947,Protein Homology,4492930,4493874,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999998.1,hypothetical protein,WP_156087231.1,,,,,,EZ55_03947
ALTBGP6_RS19425,,ALTBGP6_RS19425,EZ55_03948,Protein Homology,4494125,4494565,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980675.1,hypothetical protein,WP_156087233.1,,,,,,EZ55_03948
ALTBGP6_RS19430,,ALTBGP6_RS19430,EZ55_03949,Protein Homology,4494618,4494881,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951280.1,TIGR03643 family protein,WP_110288928.1,,,,,,EZ55_03949
ALTBGP6_RS19435,,ALTBGP6_RS19435,EZ55_03950,Protein Homology,4494984,4497119,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951281.1,exonuclease domain-containing protein,WP_039228684.1,GO:0004527,,exonuclease activity|0004527||IEA,,,EZ55_03950
ALTBGP6_RS19440,,ALTBGP6_RS19440,ALTBGP6_RS19440,Protein Homology,4497237,4497524,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951282.1,hypothetical protein,WP_230598863.1,,,,,,
ALTBGP6_RS19445,,ALTBGP6_RS19445,EZ55_03951,Protein Homology,4497711,4497902,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980678.1,CPXCG motif-containing cysteine-rich protein,WP_014980678.1,,,,,,EZ55_03951
ALTBGP6_RS19450,,ALTBGP6_RS19450,EZ55_03952,Protein Homology,4497895,4498524,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980679.1,flavin reductase family protein,WP_061486805.1,"GO:0010181,GO:0016491",,"FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA",,,EZ55_03952
ALTBGP6_RS19455,,ALTBGP6_RS19455,EZ55_03953,Protein Homology,4498747,4499040,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951285.1,high-potential iron-sulfur protein,WP_014951285.1,"GO:0019646,GO:0009055",,electron transfer activity|0009055||IEA,aerobic electron transport chain|0019646||IEA,,EZ55_03953
ALTBGP6_RS19460,,ALTBGP6_RS19460,EZ55_03954,Protein Homology,4499139,4500758,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980680.1,amidase,WP_156087235.1,,,,,,EZ55_03954
ALTBGP6_RS19465,,ALTBGP6_RS19465,EZ55_03955,Protein Homology,4500888,4501649,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951287.1,substrate-binding periplasmic protein,WP_014951287.1,,,,,,EZ55_03955
prmA,prmA,ALTBGP6_RS19470,EZ55_03956,Protein Homology,4501941,4502819,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980682.1,50S ribosomal protein L11 methyltransferase,WP_061486807.1,"GO:0036211,GO:0008757",,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,protein modification process|0036211||IEA,,EZ55_03956
dusB,dusB,ALTBGP6_RS19475,EZ55_03957,Protein Homology,4503190,4504188,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786628.1,tRNA dihydrouridine synthase DusB,WP_014951289.1,"GO:0008033,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA processing|0008033||IEA,,EZ55_03957
fis,fis,ALTBGP6_RS19480,EZ55_03958,Protein Homology,4504219,4504512,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982332.1,DNA-binding transcriptional regulator Fis,WP_012520109.1,,,,,,EZ55_03958
purH,purH,ALTBGP6_RS19485,EZ55_03959,Protein Homology,4504595,4506193,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010391780.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,WP_061487019.1,"GO:0009152,GO:0003937,GO:0004643",,"IMP cyclohydrolase activity|0003937||IEA,phosphoribosylaminoimidazolecarboxamide formyltransferase activity|0004643||IEA",purine ribonucleotide biosynthetic process|0009152||IEA,,EZ55_03959
ALTBGP6_RS19490,,ALTBGP6_RS19490,EZ55_03960,Protein Homology,4506505,4507320,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520111.1,class I SAM-dependent methyltransferase,WP_039228695.1,"GO:0032259,GO:0008168,GO:0008757,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,,EZ55_03960
purD,purD,ALTBGP6_RS19495,EZ55_03961,Protein Homology,4507348,4508640,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951292.1,phosphoribosylamine--glycine ligase,WP_061486808.1,"GO:0009113,GO:0004637",,phosphoribosylamine-glycine ligase activity|0004637||IEA,purine nucleobase biosynthetic process|0009113||IEA,,EZ55_03961
ALTBGP6_RS19500,,ALTBGP6_RS19500,EZ55_03962,Protein Homology,4509109,4509861,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951293.1,glucosaminidase domain-containing protein,WP_069945194.1,GO:0004040,,amidase activity|0004040||IEA,,,EZ55_03962
ALTBGP6_RS19505,,ALTBGP6_RS19505,EZ55_03963,Protein Homology,4510031,4510792,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520114.1,sugar-binding protein,WP_061486810.1,"GO:0016052,GO:0004553,GO:0030246",,"hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate binding|0030246||IEA",carbohydrate catabolic process|0016052||IEA,,EZ55_03963
ALTBGP6_RS19510,,ALTBGP6_RS19510,EZ55_03964,Protein Homology,4510950,4511885,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977768.1,ion transporter,WP_014977768.1,"GO:0034220,GO:0005216,GO:0005886,GO:0034702","plasma membrane|0005886||IEA,monoatomic ion channel complex|0034702||IEA",monoatomic ion channel activity|0005216||IEA,monoatomic ion transmembrane transport|0034220||IEA,,EZ55_03964
ALTBGP6_RS19515,,ALTBGP6_RS19515,EZ55_03965,Protein Homology,4512008,4512913,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951296.1,phosphoribulokinase,WP_014951296.1,"GO:0005975,GO:0005524,GO:0008974",,"ATP binding|0005524||IEA,phosphoribulokinase activity|0008974||IEA",carbohydrate metabolic process|0005975||IEA,,EZ55_03965
ALTBGP6_RS19520,,ALTBGP6_RS19520,EZ55_03966,Protein Homology,4513081,4514226,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520117.1,DUF2855 family protein,WP_061486811.1,,,,,,EZ55_03966
ompR,ompR,ALTBGP6_RS19525,EZ55_03967,Protein Homology,4514525,4515247,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019614013.1,osmolarity response regulator transcription factor OmpR,WP_014951298.1,"GO:0000160,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,EZ55_03967
envZ,envZ,ALTBGP6_RS19530,EZ55_03968,Protein Homology,4515383,4516702,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951299.1,two-component system sensor histidine kinase EnvZ,WP_014951299.1,"GO:0007165,GO:0016310,GO:0000155,GO:0016020",membrane|0016020||IEA,phosphorelay sensor kinase activity|0000155||IEA,"signal transduction|0007165||IEA,phosphorylation|0016310||IEA",,EZ55_03968
ALTBGP6_RS19535,,ALTBGP6_RS19535,EZ55_03969,Protein Homology,4516726,4517898,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977769.1,MFS transporter,WP_156087238.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,EZ55_03969
ALTBGP6_RS19540,,ALTBGP6_RS19540,EZ55_03970,Protein Homology,4518040,4520463,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000017.1,TIM-barrel domain-containing protein,WP_156087240.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,,EZ55_03970
ALTBGP6_RS19545,,ALTBGP6_RS19545,EZ55_03971,Protein Homology,4520717,4522279,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068460.1,phosphoenolpyruvate carboxykinase,WP_061486814.1,"GO:0006094,GO:0004611,GO:0005524,GO:0017076",,"phosphoenolpyruvate carboxykinase activity|0004611||IEA,ATP binding|0005524||IEA,purine nucleotide binding|0017076||IEA",gluconeogenesis|0006094||IEA,,EZ55_03971
hslO,hslO,ALTBGP6_RS19550,EZ55_03972,Protein Homology,4522726,4523625,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520124.1,Hsp33 family molecular chaperone HslO,WP_156079017.1,"GO:0006457,GO:0051082",,unfolded protein binding|0051082||IEA,protein folding|0006457||IEA,,EZ55_03972
hslR,hslR,ALTBGP6_RS19555,EZ55_03973,Protein Homology,4523649,4524053,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520125.1,ribosome-associated heat shock protein Hsp15,WP_015000020.1,,,,,,EZ55_03973
gspC,gspC,ALTBGP6_RS19560,EZ55_03974,Protein Homology,4524183,4525100,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951305.1,type II secretion system protein GspC,WP_061486815.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03974
gspD,gspD,ALTBGP6_RS19565,EZ55_03975,Protein Homology,4525199,4527250,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951306.1,type II secretion system secretin GspD,WP_156087242.1,"GO:0015628,GO:0015627,GO:0019867","type II protein secretion system complex|0015627||IEA,outer membrane|0019867||IEA",,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03975
gspE,gspE,ALTBGP6_RS19570,EZ55_03976,Protein Homology,4527252,4528817,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015000023.1,type II secretion system ATPase GspE,WP_076012000.1,"GO:0015628,GO:0005524,GO:0015627",type II protein secretion system complex|0015627||IEA,ATP binding|0005524||IEA,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03976
gspF,gspF,ALTBGP6_RS19575,EZ55_03977,Protein Homology,4528818,4530044,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977774.1,type II secretion system inner membrane protein GspF,WP_156087244.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03977
gspG,gspG,ALTBGP6_RS19580,EZ55_03978,Protein Homology,4530044,4530481,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520130.1,type II secretion system major pseudopilin GspG,WP_014951309.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03978
gspH,gspH,ALTBGP6_RS19585,EZ55_03979,Protein Homology,4530487,4531113,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951310.1,type II secretion system minor pseudopilin GspH,WP_156087246.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03979
gspI,gspI,ALTBGP6_RS19590,EZ55_03980,Protein Homology,4531110,4531538,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951311.1,type II secretion system minor pseudopilin GspI,WP_156087248.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03980
gspJ,gspJ,ALTBGP6_RS19595,EZ55_03981,Protein Homology,4531540,4532166,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951312.1,type II secretion system minor pseudopilin GspJ,WP_014951312.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03981
gspK,gspK,ALTBGP6_RS19600,EZ55_03982,Protein Homology,4532163,4533209,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951313.1,type II secretion system minor pseudopilin GspK,WP_156087250.1,"GO:0009306,GO:0016020",membrane|0016020||IEA,,protein secretion|0009306||IEA,,EZ55_03982
gspL,gspL,ALTBGP6_RS19605,EZ55_03983,Protein Homology,4533209,4534408,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012520135.1,type II secretion system protein GspL,WP_110288942.1,"GO:0015628,GO:0009276,GO:0015627","Gram-negative-bacterium-type cell wall|0009276||IEA,type II protein secretion system complex|0015627||IEA",,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03983
gspM,gspM,ALTBGP6_RS19610,EZ55_03984,Protein Homology,4534405,4534884,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951315.1,type II secretion system protein GspM,WP_014977776.1,"GO:0015628,GO:0015627",type II protein secretion system complex|0015627||IEA,,protein secretion by the type II secretion system|0015628||IEA,,EZ55_03984
ALTBGP6_RS19615,,ALTBGP6_RS19615,EZ55_03985,Protein Homology,4534881,4535636,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015068469.1,type II secretion system protein N,WP_156087252.1,,,,,,EZ55_03985
ALTBGP6_RS19620,,ALTBGP6_RS19620,EZ55_03986,Protein Homology,4535737,4537170,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980704.1,YdgA family protein,WP_156087254.1,,,,,,EZ55_03986
