gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
SYNPCC7942_RS10545,,SYNPCC7942_RS10545,Synpcc7942_2080,Protein Homology,2158038,2160428,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244323.1,phosphoketolase family protein,WP_011244323.1,"GO:0005975,GO:0016832,GO:0030976",,"aldehyde-lyase activity|0016832||IEA,thiamine pyrophosphate binding|0030976||IEA",carbohydrate metabolic process|0005975||IEA,,Synpcc7942_2080,4.1.2.-
SYNPCC7942_RS10550,,SYNPCC7942_RS10550,Synpcc7942_2081,Protein Homology,2160557,2161507,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378307.1,glycosyltransferase family 2 protein,WP_011378307.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,,Synpcc7942_2081,2.4.-.-
SYNPCC7942_RS10555,,SYNPCC7942_RS10555,Synpcc7942_2082,Protein Homology,2161587,2163575,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244321.1,elongation factor G,WP_011244321.1,"GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA",,,Synpcc7942_2082,
SYNPCC7942_RS10560,,SYNPCC7942_RS10560,Synpcc7942_2083,Protein Homology,2163925,2164596,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244320.1,MarC family protein,WP_011244320.1,GO:0016020,membrane|0016020||IEA,,,,Synpcc7942_2083,
chlG,chlG,SYNPCC7942_RS10565,Synpcc7942_2084,Protein Homology,2164651,2165670,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378308.1,chlorophyll synthase ChlG,WP_011378308.1,"GO:0015995,GO:0046408,GO:0016020",membrane|0016020||IEA,chlorophyll synthetase activity|0046408||IEA,chlorophyll biosynthetic process|0015995||IEA,,Synpcc7942_2084,2.5.1.62
SYNPCC7942_RS10570,,SYNPCC7942_RS10570,Synpcc7942_2085,Protein Homology,2165683,2166759,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244318.1,Get3/ArsA fold putative tail anchor-mediating ATPase NosAFP,WP_011244318.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,Synpcc7942_2085,
petP,petP,SYNPCC7942_RS10575,Synpcc7942_2086,Protein Homology,2166791,2166991,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244317.1,cytochrome b6f subunit PetP,WP_011244317.1,GO:0009512,cytochrome b6f complex|0009512||IEA,,,,Synpcc7942_2086,
hisF,hisF,SYNPCC7942_RS10580,Synpcc7942_2087,Protein Homology,2167149,2167916,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378309.1,imidazole glycerol phosphate synthase subunit HisF,WP_011378309.1,"GO:0000105,GO:0000107",,imidazoleglycerol-phosphate synthase activity|0000107||IEA,L-histidine biosynthetic process|0000105||IEA,,Synpcc7942_2087,4.3.2.10
SYNPCC7942_RS10585,,SYNPCC7942_RS10585,Synpcc7942_2088,Protein Homology,2168002,2168316,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378310.1,hypothetical protein,WP_011378310.1,,,,,,Synpcc7942_2088,
SYNPCC7942_RS10590,,SYNPCC7942_RS10590,Synpcc7942_2089,Protein Homology,2168671,2169585,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244314.1,vitamin K epoxide reductase family protein,WP_011244314.1,,,,,,Synpcc7942_2089,1.17.4.-
SYNPCC7942_RS10595,,SYNPCC7942_RS10595,Synpcc7942_2090,Protein Homology,2169881,2171179,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244313.1,homoserine dehydrogenase,WP_011244313.1,"GO:0006520,GO:0004412",,homoserine dehydrogenase activity|0004412||IEA,amino acid metabolic process|0006520||IEA,,Synpcc7942_2090,1.1.1.3
SYNPCC7942_RS10600,,SYNPCC7942_RS10600,Synpcc7942_2091,Protein Homology,2171430,2173268,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378312.1,NAD(P)H-quinone oxidoreductase subunit F,WP_011378312.1,,,,,,Synpcc7942_2091,
ndhD3,ndhD3,SYNPCC7942_RS10605,Synpcc7942_2092,Protein Homology,2173280,2174821,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378313.1,proton-translocating NADH-quinone oxidoreductase subunit NdhD3,WP_011378313.1,,,,,,Synpcc7942_2092,
SYNPCC7942_RS10610,,SYNPCC7942_RS10610,Synpcc7942_2093,Protein Homology,2174870,2176162,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378314.1,CO2 hydration protein,WP_011378314.1,,,,,,Synpcc7942_2093,
SYNPCC7942_RS10615,,SYNPCC7942_RS10615,Synpcc7942_2094,Protein Homology,2176209,2176610,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010872062.1,fasciclin domain-containing protein,WP_011244309.1,GO:0007155,,,cell adhesion|0007155||IEA,,Synpcc7942_2094,
SYNPCC7942_RS10620,,SYNPCC7942_RS10620,Synpcc7942_2095,Protein Homology,2176855,2177238,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244308.1,hypothetical protein,WP_011244308.1,,,,,,Synpcc7942_2095,
SYNPCC7942_RS10625,,SYNPCC7942_RS10625,Synpcc7942_2096,Protein Homology,2177467,2179461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378315.1,diguanylate cyclase domain-containing protein,WP_011378315.1,,,,,,Synpcc7942_2096,2.7.7.65
SYNPCC7942_RS10630,,SYNPCC7942_RS10630,Synpcc7942_2097,Protein Homology,2179471,2180391,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378316.1,DUF1853 family protein,WP_011378316.1,,,,,,Synpcc7942_2097,
rfbC,rfbC,SYNPCC7942_RS10635,Synpcc7942_2098,Protein Homology,2180457,2181008,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244305.1,dTDP-4-dehydrorhamnose 3%2C5-epimerase,WP_011244305.1,"GO:0019305,GO:0008830",,dTDP-4-dehydrorhamnose 3%2C5-epimerase activity|0008830||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA,,Synpcc7942_2098,5.1.3.13
rfbD,rfbD,SYNPCC7942_RS10640,Synpcc7942_2099,Protein Homology,2181005,2181874,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244304.1,dTDP-4-dehydrorhamnose reductase,WP_011244304.1,"GO:0009243,GO:0019305,GO:0008831",,dTDP-4-dehydrorhamnose reductase activity|0008831||IEA,"O antigen biosynthetic process|0009243||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA",,Synpcc7942_2099,1.1.1.133
rfbB,rfbB,SYNPCC7942_RS10645,Synpcc7942_2100,Protein Homology,2181871,2182944,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244303.1,dTDP-glucose 4%2C6-dehydratase,WP_011244303.1,"GO:0009225,GO:0019305,GO:0008460",,dTDP-glucose 4%2C6-dehydratase activity|0008460||IEA,"nucleotide-sugar metabolic process|0009225||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA",,Synpcc7942_2100,4.2.1.46
rfbA,rfbA,SYNPCC7942_RS10650,Synpcc7942_2101,Protein Homology,2182941,2183825,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244302.1,glucose-1-phosphate thymidylyltransferase RfbA,WP_011244302.1,"GO:0000271,GO:0019305,GO:0008879",,glucose-1-phosphate thymidylyltransferase activity|0008879||IEA,"polysaccharide biosynthetic process|0000271||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA",,Synpcc7942_2101,2.7.7.24
SYNPCC7942_RS10655,,SYNPCC7942_RS10655,Synpcc7942_2102,Protein Homology,2183837,2184076,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244301.1,2Fe-2S iron-sulfur cluster-binding protein,WP_011244301.1,"GO:0009055,GO:0051537",,"electron transfer activity|0009055||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA",,,Synpcc7942_2102,
SYNPCC7942_RS10660,,SYNPCC7942_RS10660,Synpcc7942_2103,Protein Homology,2184119,2184523,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244300.1,DUF3291 domain-containing protein,WP_011244300.1,,,,,,Synpcc7942_2103,
cynS,cynS,SYNPCC7942_RS10665,Synpcc7942_2104,Protein Homology,2184740,2185180,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244299.1,cyanase,WP_011244299.1,"GO:0009439,GO:0008824",,cyanate hydratase activity|0008824||IEA,cyanate metabolic process|0009439||IEA,,Synpcc7942_2104,4.2.1.104
SYNPCC7942_RS10670,,SYNPCC7942_RS10670,Synpcc7942_2105,Protein Homology,2185191,2186060,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244298.1,ABC transporter ATP-binding protein,WP_011244298.1,"GO:0006810,GO:0005215,GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"transporter activity|0005215||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transport|0006810||IEA,,Synpcc7942_2105,7.6.2.-
SYNPCC7942_RS10675,,SYNPCC7942_RS10675,Synpcc7942_2106,Protein Homology,2186064,2186855,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244297.1,ABC transporter permease,WP_011244297.1,"GO:0005524,GO:0022857",,"ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA",,,Synpcc7942_2106,
SYNPCC7942_RS10680,,SYNPCC7942_RS10680,Synpcc7942_2107,Protein Homology,2186865,2188454,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378317.1,ABC transporter substrate-binding protein,WP_011378317.1,"GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Synpcc7942_2107,
SYNPCC7942_RS10685,,SYNPCC7942_RS10685,Synpcc7942_2108,Protein Homology,2188718,2189086,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244294.1,hypothetical protein,WP_011378318.1,,,,,,Synpcc7942_2108,
SYNPCC7942_RS10690,,SYNPCC7942_RS10690,Synpcc7942_2109,Protein Homology,2189141,2190916,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244293.1,ABC transporter ATP-binding protein,WP_011378319.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Synpcc7942_2109,7.-.-.-
fmt,fmt,SYNPCC7942_RS10695,Synpcc7942_2110,Protein Homology,2190917,2191900,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244292.1,methionyl-tRNA formyltransferase,WP_011244292.1,"GO:0071951,GO:0004479,GO:0005737",cytoplasm|0005737||IEA,methionyl-tRNA formyltransferase activity|0004479||IEA,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA|0071951||IEA,,Synpcc7942_2110,2.1.2.9
SYNPCC7942_RS10700,,SYNPCC7942_RS10700,Synpcc7942_2111,Protein Homology,2192025,2192933,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378320.1,ROK family protein,WP_011378320.1,GO:0005524,,ATP binding|0005524||IEA,,,Synpcc7942_2111,
SYNPCC7942_RS10705,,SYNPCC7942_RS10705,Synpcc7942_2112,Protein Homology,2192960,2193502,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244290.1,AAA family ATPase,WP_011244290.1,,,,,,Synpcc7942_2112,
SYNPCC7942_RS10710,,SYNPCC7942_RS10710,Synpcc7942_2113,Protein Homology,2193730,2194725,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378321.1,ribose-phosphate pyrophosphokinase,WP_011378321.1,,,,,,Synpcc7942_2113,
sasA,sasA,SYNPCC7942_RS10715,Synpcc7942_2114,Protein Homology,2194827,2195990,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378322.1,two component system sensor histidine kinase SasA,WP_011378322.1,,,,,,Synpcc7942_2114,
SYNPCC7942_RS10725,,SYNPCC7942_RS10725,Synpcc7942_2115,Protein Homology,2196274,2197128,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244287.1,GNAT family N-acetyltransferase,WP_011244287.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,Synpcc7942_2115,2.3.1.-
SYNPCC7942_RS10730,,SYNPCC7942_RS10730,Synpcc7942_2116,Protein Homology,2197290,2198150,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378323.1,alpha/beta hydrolase,WP_011378323.1,GO:0016787,,hydrolase activity|0016787||IEA,,,Synpcc7942_2116,3.-.-.-
gatA,gatA,SYNPCC7942_RS10735,Synpcc7942_2117,Protein Homology,2198155,2199594,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244285.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,WP_011378324.1,"GO:0006412,GO:0006424,GO:0050567,GO:0030956",glutamyl-tRNA(Gln) amidotransferase complex|0030956||IEA,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|0050567||IEA,"translation|0006412||IEA,glutamyl-tRNA aminoacylation|0006424||IEA",,Synpcc7942_2117,
SYNPCC7942_RS10740,,SYNPCC7942_RS10740,Synpcc7942_2118,Protein Homology,2199694,2199981,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244284.1,DUF1816 domain-containing protein,WP_011244284.1,,,,,,Synpcc7942_2118,
rlmB,rlmB,SYNPCC7942_RS10745,Synpcc7942_2119,Protein Homology,2200097,2201656,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244283.1,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,WP_011378325.1,"GO:0006396,GO:0008173",,RNA methyltransferase activity|0008173||IEA,RNA processing|0006396||IEA,,Synpcc7942_2119,
SYNPCC7942_RS10750,,SYNPCC7942_RS10750,Synpcc7942_2120,Protein Homology,2201698,2202114,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378326.1,Mini-ribonuclease 3,WP_011378326.1,,,,,,Synpcc7942_2120,
SYNPCC7942_RS10755,,SYNPCC7942_RS10755,Synpcc7942_2121,Protein Homology,2202117,2202509,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011935747.1,STAS domain-containing protein,WP_011244281.1,"GO:0006355,GO:0043856",,anti-sigma factor antagonist activity|0043856||IEA,regulation of DNA-templated transcription|0006355||IEA,,Synpcc7942_2121,
carA,carA,SYNPCC7942_RS10760,Synpcc7942_2122,Protein Homology,2202560,2203735,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378327.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,WP_011378327.1,"GO:0006207,GO:0006541,GO:0004088",,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|0004088||IEA,"'de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA,glutamine metabolic process|0006541||IEA",,Synpcc7942_2122,6.3.5.5
trpD,trpD,SYNPCC7942_RS10765,Synpcc7942_2123,Protein Homology,2203801,2204847,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244279.1,anthranilate phosphoribosyltransferase,WP_011378328.1,"GO:0000162,GO:0004048",,anthranilate phosphoribosyltransferase activity|0004048||IEA,L-tryptophan biosynthetic process|0000162||IEA,,Synpcc7942_2123,2.4.2.18
SYNPCC7942_RS10770,,SYNPCC7942_RS10770,Synpcc7942_2124,Protein Homology,2204908,2205879,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244278.1,histone deacetylase family protein,WP_011378329.1,,,,,,Synpcc7942_2124,3.5.1.98
SYNPCC7942_RS10775,,SYNPCC7942_RS10775,Synpcc7942_2125,Protein Homology,2206002,2206403,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244277.1,hypothetical protein,WP_011244277.1,,,,,,Synpcc7942_2125,
SYNPCC7942_RS10780,,SYNPCC7942_RS10780,Synpcc7942_2126,Protein Homology,2206400,2206804,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244276.1,hypothetical protein,WP_011244276.1,,,,,,Synpcc7942_2126,
nblA,nblA,SYNPCC7942_RS10785,Synpcc7942_2127,Protein Homology,2207167,2207346,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378330.1,phycobilisome degradation protein NblA,WP_011378330.1,"GO:0007165,GO:0000155,GO:0016772",,"phosphorelay sensor kinase activity|0000155||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA",signal transduction|0007165||IEA,,Synpcc7942_2127,
txlA,txlA,SYNPCC7942_RS10790,Synpcc7942_2128,Protein Homology,2207506,2208081,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244274.1,thiol:disulfide interchange protein TxlA,WP_011244274.1,,,,,,Synpcc7942_2128,
SYNPCC7942_RS10795,,SYNPCC7942_RS10795,Synpcc7942_2129,Protein Homology,2208154,2208558,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015079300.1,NIL domain-containing protein,WP_011244273.1,,,,,,Synpcc7942_2129,
SYNPCC7942_RS10800,,SYNPCC7942_RS10800,Synpcc7942_2130,Protein Homology,2208566,2209150,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244272.1,hypothetical protein,WP_011244272.1,,,,,,Synpcc7942_2130,
SYNPCC7942_RS10805,,SYNPCC7942_RS10805,Synpcc7942_2131,Protein Homology,2209183,2211255,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244271.1,transglycosylase SLT domain-containing protein,WP_011378331.1,,,,,,Synpcc7942_2131,
SYNPCC7942_RS10810,,SYNPCC7942_RS10810,SYNPCC7942_RS10810,GeneMarkS-2+,2211315,2211494,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049749333.1,,,,,,,
glmM,glmM,SYNPCC7942_RS10815,Synpcc7942_2132,Protein Homology,2211549,2212967,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378332.1,phosphoglucosamine mutase,WP_011378332.1,"GO:0005975,GO:0009252,GO:0000287,GO:0008966",,"magnesium ion binding|0000287||IEA,phosphoglucosamine mutase activity|0008966||IEA","carbohydrate metabolic process|0005975||IEA,peptidoglycan biosynthetic process|0009252||IEA",,Synpcc7942_2132,5.4.2.10
SYNPCC7942_RS10820,,SYNPCC7942_RS10820,Synpcc7942_2133,Protein Homology,2212970,2213521,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244269.1,hypothetical protein,WP_011244269.1,,,,,,Synpcc7942_2133,
SYNPCC7942_RS10825,,SYNPCC7942_RS10825,Synpcc7942_2134,Protein Homology,2213659,2214708,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244268.1,N-acetylmuramoyl-L-alanine amidase family protein,WP_011244268.1,"GO:0008745,GO:0046872",,"N-acetylmuramoyl-L-alanine amidase activity|0008745||IEA,metal ion binding|0046872||IEA",,,Synpcc7942_2134,3.5.1.-
SYNPCC7942_RS10830,,SYNPCC7942_RS10830,Synpcc7942_2135,Protein Homology,2214773,2215456,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244267.1,hypothetical protein,WP_011244267.1,,,,,,Synpcc7942_2135,
dapB,dapB,SYNPCC7942_RS10835,Synpcc7942_2136,Protein Homology,2215466,2216287,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378334.1,4-hydroxy-tetrahydrodipicolinate reductase,WP_011378334.1,"GO:0009089,GO:0008839",,4-hydroxy-tetrahydrodipicolinate reductase|0008839||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,,Synpcc7942_2136,1.17.1.8
SYNPCC7942_RS10840,,SYNPCC7942_RS10840,Synpcc7942_2137,Protein Homology,2216577,2220563,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244265.1,magnesium chelatase subunit H,WP_011244265.1,,,,,,Synpcc7942_2137,6.6.1.1
SYNPCC7942_RS10845,,SYNPCC7942_RS10845,SYNPCC7942_RS10845,GeneMarkS-2+,2220725,2221294,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_039755600.1,,,,,,,
SYNPCC7942_RS10850,,SYNPCC7942_RS10850,Synpcc7942_2138,Protein Homology,2221934,2222959,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378335.1,type II toxin-antitoxin system HicA family toxin,WP_011378335.1,GO:0003729,,mRNA binding|0003729||IEA,,,Synpcc7942_2138,
SYNPCC7942_RS14080,,SYNPCC7942_RS14080,SYNPCC7942_RS14080,GeneMarkS-2+,2223130,2223279,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155813922.1,,,,,,,
SYNPCC7942_RS10855,,SYNPCC7942_RS10855,Synpcc7942_2139,Protein Homology,2223602,2224213,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244263.1,glutathione S-transferase family protein,WP_011244263.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,Synpcc7942_2139,2.5.1.-
SYNPCC7942_RS10860,,SYNPCC7942_RS10860,Synpcc7942_2140,Protein Homology,2224311,2224742,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244262.1,cytidine deaminase,WP_011244262.1,,,,,,Synpcc7942_2140,3.5.4.5
SYNPCC7942_RS14340,,SYNPCC7942_RS14340,SYNPCC7942_RS14340,Protein Homology,2224915,2225079,+,,,COORDINATES: protein motif:HMM:NF036520.6,hypothetical protein,WP_247223783.1,,,,,,,
SYNPCC7942_RS10865,,SYNPCC7942_RS10865,SYNPCC7942_RS10865,Protein Homology,2225299,2225652,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244261.1,cupin domain-containing protein,WP_011244261.1,,,,,,,
SYNPCC7942_RS10870,,SYNPCC7942_RS10870,Synpcc7942_2141,Protein Homology,2226031,2226495,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244260.1,hypothetical protein,WP_011244260.1,,,,,,Synpcc7942_2141,
SYNPCC7942_RS10875,,SYNPCC7942_RS10875,Synpcc7942_2142,Protein Homology,2226468,2226803,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378336.1,translation initiation factor,WP_011378336.1,,,,,,Synpcc7942_2142,
trpB,trpB,SYNPCC7942_RS10880,Synpcc7942_2143,Protein Homology,2226959,2228170,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244258.1,tryptophan synthase subunit beta,WP_196794078.1,"GO:0000162,GO:0004834",,tryptophan synthase activity|0004834||IEA,L-tryptophan biosynthetic process|0000162||IEA,,Synpcc7942_2143,4.2.1.20
SYNPCC7942_RS10890,,SYNPCC7942_RS10890,Synpcc7942_2144,Protein Homology,2228529,2229017,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378337.1,thermonuclease family protein,WP_011378337.1,,,,,,Synpcc7942_2144,
SYNPCC7942_RS10895,,SYNPCC7942_RS10895,Synpcc7942_2145,Protein Homology,2229023,2229910,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378338.1,carbon-nitrogen hydrolase,WP_011378338.1,,,,,,Synpcc7942_2145,
SYNPCC7942_RS10900,,SYNPCC7942_RS10900,Synpcc7942_2146,GeneMarkS-2+,2230033,2230323,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_162010013.1,,,,,,Synpcc7942_2146,
SYNPCC7942_RS10905,,SYNPCC7942_RS10905,Synpcc7942_2147,Protein Homology,2230316,2230726,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244255.1,type II toxin-antitoxin system VapC family toxin,WP_011244255.1,,,,,,Synpcc7942_2147,
SYNPCC7942_RS10915,,SYNPCC7942_RS10915,Synpcc7942_2148,Protein Homology,2230823,2231845,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244254.1,ABC transporter ATP-binding protein,WP_011244254.1,GO:0005524,,ATP binding|0005524||IEA,,,Synpcc7942_2148,
SYNPCC7942_RS10920,,SYNPCC7942_RS10920,Synpcc7942_2149,Protein Homology,2231897,2232757,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244253.1,ABC transporter permease,WP_011244253.1,"GO:0140359,GO:0016020",membrane|0016020||IEA,ABC-type transporter activity|0140359||IEA,,,Synpcc7942_2149,
SYNPCC7942_RS10925,,SYNPCC7942_RS10925,Synpcc7942_2150,Protein Homology,2232979,2234022,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244252.1,linear amide C-N hydrolase,WP_011244252.1,,,,,,Synpcc7942_2150,
SYNPCC7942_RS10930,,SYNPCC7942_RS10930,Synpcc7942_2151,Protein Homology,2234141,2236354,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244251.1,glycosyltransferase family 2 protein,WP_011378340.1,,,,,,Synpcc7942_2151,
SYNPCC7942_RS10935,,SYNPCC7942_RS10935,Synpcc7942_2152,Protein Homology,2236384,2237643,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244250.1,HlyD family secretion protein,WP_011378341.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,Synpcc7942_2152,
SYNPCC7942_RS10940,,SYNPCC7942_RS10940,Synpcc7942_2153,Protein Homology,2237996,2238427,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378342.1,hypothetical protein,WP_196794057.1,,,,,,Synpcc7942_2153,
SYNPCC7942_RS10945,,SYNPCC7942_RS10945,Synpcc7942_2154,GeneMarkS-2+,2238501,2238704,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011378343.1,,,,,,Synpcc7942_2154,
SYNPCC7942_RS10950,,SYNPCC7942_RS10950,Synpcc7942_2155,Protein Homology,2238733,2239107,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378344.1,hypothetical protein,WP_039755593.1,,,,,,Synpcc7942_2155,
glnA,glnA,SYNPCC7942_RS10955,Synpcc7942_2156,Protein Homology,2239305,2240726,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010871683.1,type I glutamate--ammonia ligase,WP_011378345.1,"GO:0006542,GO:0004356",,glutamine synthetase activity|0004356||IEA,glutamine biosynthetic process|0006542||IEA,,Synpcc7942_2156,6.3.1.2
apcB,apcB,SYNPCC7942_RS10965,Synpcc7942_2158,Protein Homology,2241120,2241629,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010874140.1,allophycocyanin subunit beta,WP_011244246.1,"GO:0015979,GO:0009055,GO:0030089",phycobilisome|0030089||IEA,electron transfer activity|0009055||IEA,photosynthesis|0015979||IEA,,Synpcc7942_2158,
SYNPCC7942_RS10970,,SYNPCC7942_RS10970,Synpcc7942_2159,Protein Homology,2241719,2242651,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244245.1,alpha/beta fold hydrolase,WP_011244245.1,,,,,,Synpcc7942_2159,
SYNPCC7942_RS10975,,SYNPCC7942_RS10975,Synpcc7942_2160,Protein Homology,2242713,2243867,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378346.1,pyridoxal-phosphate-dependent aminotransferase family protein,WP_011378346.1,GO:0030170,,pyridoxal phosphate binding|0030170||IEA,,,Synpcc7942_2160,2.6.1.-
