gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
ftsY,ftsY,P9303_RS00070,P9303_00101,Protein Homology,12777.0,14231.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824701.1,signal recognition particle-docking protein FtsY,WP_011824701.1,"GO:0006614,GO:0009306,GO:0003924,GO:0005047",,"GTPase activity|0003924||IEA,signal recognition particle binding|0005047||IEA","SRP-dependent cotranslational protein targeting to membrane|0006614||IEA,protein secretion|0009306||IEA",P9303_00101,12777.0,14231.0,+,CK_Pro_MIT9303_00101,ftsY,"GO:0009306,GO:0006614,GO:0006184,GO:0003924,GO:0005047,GO:0005525",CK_00000356,L.1,Protein and peptide secretion and trafficking,"COG0552,bactNOG01692,cyaNOG00560","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein secretion,SRP-dependent cotranslational protein targeting to membrane,obsolete GTP catabolic process,protein secretion,SRP-dependent cotranslational protein targeting to membrane,obsolete GTP catabolic process,GTPase activity,signal recognition particle binding,GTP binding",signal recognition particle-docking protein FtsY,"TIGR00064,PF00448,PF02881,PS00300,IPR000897,IPR013822,IPR004390","signal recognition particle-docking protein FtsY,SRP54-type protein%2C GTPase domain,SRP54-type protein%2C helical bundle domain,SRP54-type proteins GTP-binding domain signature.,Signal recognition particle%2C SRP54 subunit%2C GTPase domain,Signal recognition particle SRP54%2C helical bundle,Signal-recognition particle receptor FtsY",97,Protein fate / Protein and peptide secretion and trafficking,,
P9303_RS00075,,P9303_RS00075,P9303_00111,Protein Homology,14295.0,15698.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824702.1,PP2C family protein-serine/threonine phosphatase,WP_011824702.1,"GO:0006470,GO:0004722,GO:0046872",,"protein serine/threonine phosphatase activity|0004722||IEA,metal ion binding|0046872||IEA",protein dephosphorylation|0006470||IEA,P9303_00111,14295.0,15698.0,+,CK_Pro_MIT9303_00111,rsbU,"GO:0004721,GO:0004647",CK_00000355,O.2,Phosphotransferase systems (PTS),"COG2208,COG4231,bactNOG28480,bactNOG05232,bactNOG24914,bactNOG25290,bactNOG07199,cyaNOG00349","COG: TK,COG: METABOLISM [C] Energy production and conversion,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",3.1.3.3,phosphoserine phosphatase,"phosphoprotein phosphatase activity,phosphoserine phosphatase activity",phosphoserine phosphatase RsbU/P,"PF07228,IPR001932,IPR029016","Stage II sporulation protein E (SpoIIE),PPM-type phosphatase domain,GAF-like domain superfamily",700,Signal transduction / PTS,,3.1.3.16
argH,argH,P9303_RS00080,P9303_00121,Protein Homology,15728.0,17140.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824703.1,argininosuccinate lyase,WP_011824703.1,"GO:0042450,GO:0004056",,argininosuccinate lyase activity|0004056||IEA,L-arginine biosynthetic process via ornithine|0042450||IEA,P9303_00121,15728.0,17140.0,+,CK_Pro_MIT9303_00121,argH,"GO:0042450,GO:0004056",CK_00000354,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0165,bactNOG00740,cyaNOG02059","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.3.2.1,argininosuccinate lyase%3B arginosuccinase%3B argininosuccinic acid lyase%3B arginine-succinate lyase%3B N-(L-argininosuccinate) arginine-lyase%3B omega-N-(L-arginino)succinate arginine-lyase%3B 2-(omega-N-L-arginino)succinate arginine-lyase (fumarate-forming),"arginine biosynthetic process via ornithine,arginine biosynthetic process via ornithine,argininosuccinate lyase activity",argininosuccinate lyase,"TIGR00838,PF14698,PF00206,PS00163,IPR020557,IPR009049,IPR029419,IPR022761","argininosuccinate lyase,Argininosuccinate lyase C-terminal,Lyase,Fumarate lyases signature.,Fumarate lyase%2C conserved site,Argininosuccinate lyase,Argininosuccinate lyase%2C C-terminal,Fumarate lyase%2C N-terminal",73,Amino acid biosynthesis / Glutamate family,,4.3.2.1
P9303_RS00085,,P9303_RS00085,P9303_00131,Protein Homology,17264.0,17872.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824704.1,RNA recognition motif domain-containing protein,WP_011824704.1,"GO:0006397,GO:0003729",,mRNA binding|0003729||IEA,mRNA processing|0006397||IEA,P9303_00131,17264.0,17872.0,+,CK_Pro_MIT9303_00131,,GO:0003676,CK_00008100,N.2,RNA interactions,"COG0724,bactNOG37496,cyaNOG05206,cyaNOG03294","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,nucleic acid binding,RNA-binding domain RNP-1 (RNA recognition motif) containing protein,"PF00076,PS50102,IPR000504","RNA recognition motif. (a.k.a. RRM%2C RBD%2C or RNP domain),Eukaryotic RNA Recognition Motif (RRM) profile.,RNA recognition motif domain",262,Regulatory functions / RNA interactions,,
dusA,dusA,P9303_RS00090,P9303_00141,Protein Homology,17882.0,18886.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824705.1,tRNA dihydrouridine(20/20a) synthase DusA,WP_011824705.1,"GO:0002943,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA dihydrouridine synthesis|0002943||IEA,P9303_00141,17882.0,18886.0,-,CK_Pro_MIT9303_00141,dusA,"GO:0008033,GO:0055114,GO:0002943,GO:0017150,GO:0050660",CK_00000353,K.3,tRNA and rRNA base modification,"COG0042,bactNOG00177,cyaNOG00450","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthesis,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthesis,tRNA dihydrouridine synthase activity,flavin adenine dinucleotide binding",tRNA dihydrouridine synthase,"PF01207,PS01136,IPR001269,IPR018517,IPR004653,IPR013785","Dihydrouridine synthase (Dus),Uncharacterized protein family UPF0034 signature.,tRNA-dihydrouridine synthase,tRNA-dihydrouridine synthase%2C conserved site,tRNA-dihydrouridine(20/20a) synthase,Aldolase-type TIM barrel",168,Protein synthesis / tRNA and rRNA base modification,,"1.3.1.-,1.3.1.91"
msrB,msrB,P9303_RS00095,P9303_00151,Protein Homology,18956.0,19462.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011358861.1,peptide-methionine (R)-S-oxide reductase MsrB,WP_011824706.1,"GO:0006979,GO:0030091,GO:0033743",,peptide-methionine (R)-S-oxide reductase activity|0033743||IEA,"response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",P9303_00151,18956.0,19462.0,+,CK_Pro_MIT9303_00151,msrB,"GO:0055114,GO:0033743",CK_00000040,"D.1.7,L.2","Trace metals,Protein modification and repair","COG0229,bactNOG24089,bactNOG24659,bactNOG20112,bactNOG64357,cyaNOG02600","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.4.12,peptide-methionine (R)-S-oxide reductase%3B MsrB%3B methionine sulfoxide reductase (ambiguous)%3B pMSR%3B methionine S-oxide reductase (ambiguous)%3B selenoprotein R%3B methionine S-oxide reductase (R-form oxidizing)%3B methionine sulfoxide reductase B%3B SelR%3B SelX%3B PilB%3B pRMsr,"oxidation-reduction process,oxidation-reduction process,peptide-methionine (R)-S-oxide reductase activity",peptide methionine-R-sulfoxide reductase,"TIGR00357,PF01641,IPR002579,IPR011057","methionine-R-sulfoxide reductase,SelR domain,Peptide methionine sulphoxide reductase MrsB,Mss4-like superfamily","140,149","Protein fate / Protein modification and repair,Cellular processes / Adaptations to atypical conditions",,1.8.4.12
P9303_RS00100,,P9303_RS00100,P9303_00161,Protein Homology,19389.0,20711.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824707.1,NAD(P)/FAD-dependent oxidoreductase,WP_011824707.1,,,,,P9303_00161,19389.0,20711.0,+,CK_Pro_MIT9303_00161,,"GO:0055114,GO:0050662,GO:0016491",CK_00000352,R.2,Conserved hypothetical proteins,"COG2081,bactNOG05046,cyaNOG00744","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,oxidation-reduction process,coenzyme binding,oxidoreductase activity",flavoprotein%2C HI0933 family,"TIGR00275,PF03486,IPR004792,IPR023753","flavoprotein%2C HI0933 family,HI0933-like protein,3-Dehydro-bile acid delta(4%2C6)-reductase-like,FAD/NAD(P)-binding domain",156,Hypothetical proteins / Conserved,,
P9303_RS00105,,P9303_RS00105,P9303_00171,Protein Homology,20686.0,21966.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129397.1,type II secretion system F family protein,WP_011824708.1,"GO:0015628,GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",,protein secretion by the type II secretion system|0015628||IEA,P9303_00171,20686.0,21966.0,-,CK_Pro_MIT9303_00171,pilC,"GO:0009306,GO:0016020",CK_00001563,"D.5,L.1","Chemotaxis and motility,Protein and peptide secretion and trafficking","COG1459,bactNOG00971,cyaNOG00575","COG: NU,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein secretion,protein secretion,membrane",type II secretory pathway%2C component PulF,"PF00482,PS00874,IPR018076,IPR001992","Type II secretion system (T2SS)%2C protein F,Bacterial type II secretion system protein F signature.,Type II secretion system F domain,Type II secretion system conserved site","188,97","Cellular processes / Chemotaxis and motility,Protein fate / Protein and peptide secretion and trafficking",,
P9303_RS00110,,P9303_RS00110,P9303_00181,Protein Homology,21983.0,23059.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129398.1,type IV pilus twitching motility protein PilT,WP_011129398.1,"GO:0043107,GO:0005524",,ATP binding|0005524||IEA,type IV pilus-dependent motility|0043107||IEA,P9303_00181,21983.0,23059.0,-,CK_Pro_MIT9303_00181,pilT1,"GO:0043107,GO:0006810,GO:0005524,GO:0017111",CK_00001816,"C.4,D.5","Surface structures,Chemotaxis and motility","COG2805,bactNOG00911,cyaNOG01665","COG: NU,bactNOG: U,cyaNOG: U",,,"type IV pilus-dependent motility,transport,type IV pilus-dependent motility,transport,ATP binding,nucleoside-triphosphatase activity",twitching motility protein PilT,"TIGR01420,PF00437,PS00662,IPR006321,IPR001482,IPR027417,IPR003593","twitching motility protein,Type II/IV secretion system protein,Bacterial type II secretion system protein E signature.,Pilus retraction protein PilT,Type II/IV secretion system protein,P-loop containing nucleoside triphosphate hydrolase,AAA+ ATPase domain","188,91","Cellular processes / Chemotaxis and motility,Cell envelope / Surface structures",,
P9303_RS00115,,P9303_RS00115,P9303_00191,Protein Homology,23070.0,24986.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824709.1,GspE/PulE family protein,WP_011824709.1,"GO:0009306,GO:0005524,GO:0016887,GO:0016020",membrane|0016020||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",protein secretion|0009306||IEA,P9303_00191,23070.0,24986.0,-,CK_Pro_MIT9303_00191,pilB,,CK_00001687,"C.4,D.1.9,D.5","Surface structures, Other,Chemotaxis and motility","COG2804,bactNOG00489,bactNOG00911,cyaNOG00826","COG: NU,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: U,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,,type II secretory pathway%2C ATPase PulE/Tfp pilus assembly pathway%2C ATPase PilB,"PF00437,PF05157,IPR001482,IPR007831","Type II/IV secretion system protein,Type II secretion system (T2SS)%2C protein E%2C N-terminal domain,Type II/IV secretion system protein,General secretory system II%2C protein E%2C N-terminal","188,91","Cellular processes / Chemotaxis and motility,Cell envelope / Surface structures",,
grpE,grpE,P9303_RS00120,P9303_00201,Protein Homology,24985.0,25698.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824710.1,nucleotide exchange factor GrpE,WP_011824710.1,,,,,P9303_00201,24985.0,25698.0,+,CK_Pro_MIT9303_00201,grpE,"GO:0006457,GO:0051082,GO:0000774,GO:0042803,GO:0051087",CK_00000351,"D.1.6,D.1.9,D.4,K.5,L.3","Temperature, Other,Chaperones,Other,Protein folding and stabilization","COG0576,bactNOG36629,cyaNOG02683","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding,adenyl-nucleotide exchange factor activity,protein homodimerization activity,chaperone binding",chaperone protein GrpE,"PF01025,PS01071,IPR000740","GrpE,grpE protein signature.,GrpE nucleotide exchange factor","136,95","Protein synthesis / Other,Protein fate / Protein folding and stabilization",,
dnaJ,dnaJ,P9303_RS00125,P9303_00211,Protein Homology,25743.0,26879.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129401.1,molecular chaperone DnaJ,WP_011824711.1,,,,,P9303_00211,25743.0,26879.0,+,CK_Pro_MIT9303_00211,dnaJ1,"GO:0006457,GO:0009408,GO:0051082,GO:0005524,GO:0031072",CK_00000350,"D.1.7,L.3","Trace metals,Protein folding and stabilization","COG0484,bactNOG02166,cyaNOG02101","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,response to heat,protein folding,response to heat,unfolded protein binding,ATP binding,heat shock protein binding",DnaJ type I chaperone protein,"TIGR02349,PF00226,PF01556,PF00684,PS00636,PS51188,PS50076,IPR001623,IPR002939,IPR001305,IPR012724,IPR018253,IPR008971,IPR036869","chaperone protein DnaJ,DnaJ domain,DnaJ C terminal domain,DnaJ central domain,Nt-dnaJ domain signature.,Zinc finger CR-type profile.,dnaJ domain profile.,DnaJ domain,Chaperone DnaJ%2C C-terminal,Heat shock protein DnaJ%2C cysteine-rich domain,Chaperone DnaJ,DnaJ domain%2C conserved site,HSP40/DnaJ peptide-binding,Chaperone J-domain superfamily",95,Protein fate / Protein folding and stabilization,,
P9303_RS00130,,P9303_RS00130,P9303_00221,Protein Homology,26876.0,27121.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824712.1,sulfurtransferase TusA family protein,WP_011824712.1,GO:0097163,,sulfur carrier activity|0097163||IEA,,P9303_00221,26876.0,27121.0,+,CK_Pro_MIT9303_00221,,,CK_00001352,"D.1.7,R.2","Trace metals,Conserved hypothetical proteins","COG0425,bactNOG42560,cyaNOG04003","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,,TusA-like domain-containing protein,"PF01206,IPR001455,IPR036868","Sulfurtransferase TusA,TusA-like domain,TusA-like domain superfamily",156,Hypothetical proteins / Conserved,,
rsgA,rsgA,P9303_RS00135,P9303_00231,Protein Homology,27108.0,28073.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824713.1,ribosome small subunit-dependent GTPase A,WP_011824713.1,"GO:0006412,GO:0003924,GO:0005525,GO:0043022",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA",translation|0006412||IEA,P9303_00231,27108.0,28073.0,+,CK_Pro_MIT9303_00231,rsgA,"GO:0006412,GO:0005525,GO:0043022,GO:0003924",CK_00000349,"B.10.5,D.1.7","Thiamine (b1),Trace metals","COG1162,bactNOG00053,bactNOG02697,bactNOG02055,cyaNOG00900","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only","3.6.1.-,3.1.3.100",thiamine phosphate phosphatase,"translation,translation,GTP binding,ribosome binding,GTPase activity",ribosome biogenesis GTPase / thiamine phosphate phosphatase,"TIGR00157,PF03193,PS51721,PS50936,IPR030378,IPR004881,IPR010914,IPR027417","ribosome small subunit-dependent GTPase A,RsgA GTPase,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain profile.,EngC GTPase domain profile.,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain,Ribosome biogenesis GTPase RsgA,RsgA GTPase domain,P-loop containing nucleoside triphosphate hydrolase",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine,,
P9303_RS00140,,P9303_RS00140,P9303_00241,Protein Homology,28030.0,28371.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824714.1,YbaB/EbfC family nucleoid-associated protein,WP_011824714.1,GO:0003677,,DNA binding|0003677||IEA,,P9303_00241,28030.0,28371.0,-,CK_Pro_MIT9303_00241,,"GO:0003677,GO:0005737",CK_00000348,,,"COG0718,bactNOG102044,bactNOG85866,bactNOG98937,bactNOG86255,cyaNOG03569,cyaNOG06668","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"DNA binding,DNA binding,cytoplasm",DNA-binding protein%2C YbaB/EbfC family,"TIGR00103,PF02575,IPR004401","DNA-binding protein%2C YbaB/EbfC family,YbaB/EbfC DNA-binding family,Nucleoid-associated protein YbaB/EbfC family",156,Hypothetical proteins / Conserved,,
murB,murB,P9303_RS00145,P9303_00251,Protein Homology,28396.0,29319.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824715.1,UDP-N-acetylmuramate dehydrogenase,WP_011824715.1,"GO:0008762,GO:0071949",,"UDP-N-acetylmuramate dehydrogenase activity|0008762||IEA,FAD binding|0071949||IEA",,P9303_00251,28396.0,29319.0,-,CK_Pro_MIT9303_00251,murB,"GO:0009252,GO:0055114,GO:0008762,GO:0016614,GO:0050660,GO:0016491",CK_00000347,C.2,Murein sacculus and peptidoglycan,"COG0812,bactNOG01505,bactNOG03572,cyaNOG01203","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",1.3.1.98,Transferred to 1.3.1.98,"peptidoglycan biosynthetic process,oxidation-reduction process,peptidoglycan biosynthetic process,oxidation-reduction process,UDP-N-acetylmuramate dehydrogenase activity,oxidoreductase activity%2C acting on CH-OH group of donors,flavin adenine dinucleotide binding,oxidoreductase activity",UDP-N-acetylenolpyruvoylglucosamine reductase,"TIGR00179,PF02873,PF01565,PS51387,IPR003170,IPR011601,IPR016166,IPR006094","UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal domain,FAD binding domain,PCMH-type FAD-binding domain profile.,UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal,FAD-binding domain%2C PCMH-type,FAD linked oxidase%2C N-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan,,1.3.1.98
murC,murC,P9303_RS00150,P9303_00261,Protein Homology,29295.0,30761.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129406.1,UDP-N-acetylmuramate--L-alanine ligase,WP_011824716.1,"GO:0009252,GO:0008763",,UDP-N-acetylmuramate-L-alanine ligase activity|0008763||IEA,peptidoglycan biosynthetic process|0009252||IEA,P9303_00261,29295.0,30761.0,-,CK_Pro_MIT9303_00261,murC,"GO:0007049,GO:0008360,GO:0051301,GO:0005524,GO:0008763,GO:0016874",CK_00000346,C.2,Murein sacculus and peptidoglycan,"COG0773,bactNOG00786,bactNOG85446,cyaNOG00623","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",6.3.2.8,UDP-N-acetylmuramate---L-alanine ligase%3B MurC synthetase%3B UDP-N-acetylmuramoyl-L-alanine synthetase%3B uridine diphospho-N-acetylmuramoylalanine synthetase%3B UDP-N-acetylmuramoylalanine synthetase%3B L-alanine-adding enzyme%3B UDP-acetylmuramyl-L-alanine synthetase%3B UDPMurNAc-L-alanine synthetase%3B L-Ala ligase%3B uridine diphosphate N-acetylmuramate:L-alanine ligase%3B uridine 5'-diphosphate-N-acetylmuramyl-L-alanine synthetase%3B uridine-diphosphate-N-acetylmuramate:L-alanine ligase%3B UDP-MurNAc:L-alanine ligase%3B alanine-adding enzyme%3B UDP-N-acetylmuramyl:L-alanine ligase%3B UDP-N-acetylmuramate:L-alanine ligase (ADP-forming),"cell cycle,regulation of cell shape,cell division,cell cycle,regulation of cell shape,cell division,ATP binding,UDP-N-acetylmuramate-L-alanine ligase activity,ligase activity",UDP-N-acetylmuramate-alanine ligase,"TIGR01082,PF08245,PF01225,PF02875,IPR013221,IPR000713,IPR005758,IPR004101","UDP-N-acetylmuramate--L-alanine ligase,Mur ligase middle domain,Mur ligase family%2C catalytic domain,Mur ligase family%2C glutamate ligase domain,Mur ligase%2C central,Mur ligase%2C N-terminal catalytic domain,UDP-N-acetylmuramate--L-alanine ligase,Mur ligase%2C C-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan,,6.3.2.8
gap,gap,P9303_RS00155,P9303_00271,Protein Homology,30933.0,31955.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862050.1,type I glyceraldehyde-3-phosphate dehydrogenase,WP_041374635.1,"GO:0006006,GO:0016620,GO:0050661,GO:0051287",,"oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,NADP binding|0050661||IEA,NAD binding|0051287||IEA",glucose metabolic process|0006006||IEA,P9303_00271,30933.0,31955.0,+,CK_Pro_MIT9303_00271,gap2,"GO:0015977,GO:0008886",CK_00000017,"G.4,J.2","Glycolysis/gluconeogenesis,CO2 fixation","COG0057,bactNOG00550,cyaNOG00605","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)%3B triosephosphate dehydrogenase (NAD(P))%3B glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating),"carbon fixation,carbon fixation,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity",glyceraldehyde-3-phosphate dehydrogenase,"TIGR01534,PF02800,PF00044,PS00071,IPR020829,IPR020830,IPR006424,IPR020828","glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C C-terminal domain,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD binding domain,Glyceraldehyde 3-phosphate dehydrogenase active site.,Glyceraldehyde 3-phosphate dehydrogenase%2C catalytic domain,Glyceraldehyde 3-phosphate dehydrogenase%2C active site,Glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD(P) binding domain","116,164","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Photosynthesis",,
